Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
3180	-3547574	-3547600	26.69471	0.00210818	0.00186495	0.0210229	0.00464227	0.0989694	0.0338064	0.0115439	0.0883131	0.0507412	0.00813147	0.162071	0.00369986	0.00193004	0.0177456	0.645125	0.0156416	0.00671992	0.0282567	0.00602492	2.05965e-05	0.0128905	0.00959487	0.00531924	0.113482	0.0191929	0.00795973	0.00825085	0.00606295	0.00538318	0.271339	0	0.229339	0.228717	0	0.270605	0.271339	0.229339	0.228717	0.270605	0.283349	0.216606	0.216462	0.283583	1.396515
3190	-3547566	-3547593	26.72323	0.00212166	0.00185109	0.0209874	0.00466274	0.0988271	0.0341844	0.0113322	0.0878156	0.0504481	0.00852075	0.161068	0.0038792	0.00190039	0.0176195	0.644743	0.0153513	0.00685399	0.0281809	0.0057675	2.05965e-05	0.0131874	0.00943869	0.00514335	0.11284	0.0195524	0.00792156	0.0082727	0.00590289	0.00526905	0.271385	0	0.229378	0.228586	0	0.270651	0.271385	0.229378	0.228586	0.270651	0.283819	0.216173	0.216487	0.28352	1.393663
3200	-3547562	-3547589	26.71653	0.00217809	0.00191697	0.020704	0.00434776	0.0983591	0.0339756	0.0113505	0.0889589	0.0504481	0.00845019	0.162087	0.00376181	0.0018939	0.017387	0.645	0.0155929	0.00682925	0.0279327	0.00582164	7.19972e-06	0.0130057	0.00973805	0.00512059	0.112575	0.0196649	0.00774714	0.00818017	0.00611857	0.00518071	0.271228	0	0.229245	0.229816	0	0.26971	0.271228	0.229245	0.229816	0.26971	0.283717	0.216096	0.216409	0.283778	1.394333
3210	-3547566	-3547593	26.73669	0.00216248	0.00187333	0.0206597	0.0047643	0.0975793	0.0343177	0.0114369	0.0882693	0.050361	0.00856814	0.161014	0.00371808	0.00189318	0.0172282	0.645227	0.0153624	0.00662692	0.0278371	0.00583441	7.17035e-06	0.0130387	0.00985816	0.00505357	0.112841	0.0192963	0.00767621	0.00833613	0.00614908	0.00532704	0.271991	0	0.228417	0.229123	0	0.270469	0.271991	0.228417	0.229123	0.270469	0.283493	0.215925	0.216239	0.284344	1.392317
3220	-3547574	-3547601	26.73021	0.00216253	0.0019644	0.0210001	0.00460869	0.0981497	0.0341962	0.0111409	0.0882143	0.0502827	0.00848303	0.161582	0.00387199	0.00181431	0.0175423	0.644453	0.0155669	0.00677202	0.0280529	0.00596885	6.55797e-05	0.0132803	0.00964783	0.00494108	0.112503	0.0191733	0.00775657	0.00822637	0.00602195	0.00552233	0.269278	0	0.228801	0.230999	0	0.270922	0.269278	0.228801	0.230999	0.270922	0.283831	0.216248	0.216496	0.283425	1.392966
3230	-3547570	-3547597	26.70789	0.00214131	0.00189953	0.0208278	0.00474692	0.0982386	0.0338412	0.011246	0.0891596	0.0504188	0.00837395	0.161284	0.00382775	0.00189666	0.0178612	0.644913	0.0154658	0.00677771	0.0275017	0.00587701	2.70625e-05	0.0132138	0.00985615	0.00496685	0.113828	0.0192943	0.00788528	0.00830698	0.00606356	0.00545667	0.26943	0	0.228753	0.230951	0	0.270866	0.26943	0.228753	0.230951	0.270866	0.28355	0.216034	0.216282	0.284133	1.395198
3240	-3547570	-3547597	26.72485	0.00218336	0.00184796	0.0213852	0.00459586	0.0983868	0.0340238	0.0114918	0.0884228	0.0501916	0.00847281	0.161508	0.00366545	0.00183221	0.0175724	0.644816	0.0151259	0.00673577	0.0280071	0.00586813	1.21007e-05	0.0128361	0.00968347	0.00511026	0.112863	0.0193125	0.00773162	0.00838151	0.00607029	0.00536666	0.268949	0	0.22924	0.230658	0	0.271153	0.268949	0.22924	0.230658	0.271153	0.283488	0.216207	0.216235	0.284071	1.393501
3250	-3547574	-3547601	26.74088	0.00209882	0.00186973	0.0204843	0.00456807	0.0983366	0.0334095	0.0115137	0.088661	0.0501331	0.00836362	0.161442	0.00382686	0.00172316	0.0174512	0.645155	0.0156148	0.00647454	0.0274363	0.00600572	1.4328e-05	0.0130241	0.0095637	0.00498583	0.112708	0.0196347	0.00788582	0.0082495	0.00581534	0.00544819	0.269529	0	0.230062	0.229373	0	0.271037	0.269529	0.230062	0.229373	0.271037	0.283978	0.216581	0.216609	0.282832	1.391898
3260	-3547574	-3547601	26.71039	0.00209162	0.00185936	0.0210778	0.00465084	0.0973441	0.0338801	0.0115923	0.0895253	0.0506248	0.00862938	0.161756	0.00389939	0.00182063	0.0173521	0.645746	0.0153751	0.00690168	0.0278605	0.00586596	3.3409e-06	0.0132253	0.00967287	0.00516616	0.112573	0.0194978	0.00773442	0.00814791	0.00579102	0.00528246	0.269618	0	0.230247	0.229557	0	0.270578	0.269618	0.230247	0.229557	0.270578	0.283679	0.216793	0.217451	0.282077	1.394947
3270	-3547567	-3547594	26.71334	0.00220916	0.00178193	0.0208123	0.00465131	0.0989705	0.0340389	0.0111782	0.0883798	0.0500678	0.00866983	0.160728	0.00390513	0.00178423	0.0173544	0.64696	0.0150745	0.00687221	0.027714	0.00604192	3.40006e-07	0.0128552	0.00978043	0.00501452	0.112844	0.0196213	0.00760869	0.00829831	0.00606055	0.00537513	0.270079	0	0.229881	0.229513	0	0.270526	0.270079	0.229881	0.229513	0.270526	0.283058	0.216318	0.216975	0.283649	1.394652
3280	-3547569	-3547595	26.72179	0.0022009	0.00184348	0.0208584	0.00448696	0.0986979	0.0334484	0.0115703	0.0886838	0.0503322	0.00849939	0.162087	0.00371456	0.00195834	0.0173064	0.644996	0.0153277	0.00683127	0.0281063	0.00596704	7.84452e-06	0.0130549	0.00959444	0.00515202	0.112455	0.0198814	0.00762008	0.00797733	0.00584741	0.00530056	0.269638	0	0.228734	0.229779	0	0.271849	0.269638	0.228734	0.229779	0.271849	0.284353	0.215927	0.216583	0.283136	1.393807
3290	-3547574	-3547601	26.69775	0.0022414	0.00181674	0.0208489	0.00455103	0.0987788	0.0343233	0.0114215	0.0890646	0.0500933	0.00864502	0.162901	0.00403508	0.00182134	0.0175814	0.645386	0.0155975	0.00654567	0.0277549	0.00591481	2.22912e-06	0.0127559	0.00973083	0.00525665	0.112872	0.01933	0.00765938	0.0080399	0.00597629	0.00526487	0.270556	0	0.228051	0.229093	0	0.2723	0.270556	0.228051	0.229093	0.2723	0.284437	0.215991	0.216647	0.282925	1.396211
3300	-3547569	-3547595	26.71678	0.00218183	0.00195586	0.0209914	0.00466647	0.0983295	0.0343233	0.0113141	0.0884954	0.0500346	0.00846275	0.161588	0.00404053	0.00178191	0.0174744	0.645386	0.0153374	0.00670084	0.0275218	0.00578067	8.25252e-06	0.0132349	0.00974845	0.00516282	0.113356	0.0193386	0.00760595	0.0084162	0.00591886	0.00515056	0.270234	0	0.229054	0.228734	0	0.271977	0.270234	0.229054	0.228734	0.271977	0.284437	0.215991	0.216647	0.282925	1.394308
3310	-3547568	-3547595	26.70723	0.00210125	0.001919	0.0208259	0.00450204	0.098044	0.0336764	0.0113812	0.0895557	0.0505113	0.00840664	0.161406	0.00382985	0.00184951	0.0176151	0.645833	0.0155307	0.00672618	0.028011	0.00595289	3.4735e-06	0.0129218	0.00975053	0.00525499	0.112502	0.0198895	0.00788443	0.00803276	0.00606698	0.00527929	0.270277	0	0.229091	0.228612	0	0.27202	0.270277	0.229091	0.228612	0.27202	0.284455	0.216004	0.216599	0.282942	1.395263
3320	-3547566	-3547593	26.70279	0.00214145	0.00178803	0.0209555	0.00464789	0.0982103	0.034257	0.0116768	0.089273	0.0501046	0.00843118	0.160956	0.00381991	0.00181009	0.0174924	0.647467	0.015435	0.00672618	0.0276467	0.00587069	7.00911e-06	0.0129302	0.00982711	0.0051604	0.11281	0.0193189	0.00757848	0.0081391	0.00589001	0.0053358	0.270309	0	0.229118	0.228521	0	0.272052	0.270309	0.229118	0.228521	0.272052	0.284455	0.216004	0.216599	0.282942	1.395707
3330	-3547570	-3547597	26.69857	0.0021455	0.00186039	0.0210495	0.00452784	0.0982073	0.0335438	0.0115	0.0886182	0.0506305	0.0085815	0.161569	0.00386459	0.00192136	0.0171348	0.647665	0.0153956	0.00668214	0.0276071	0.005915	2.46324e-05	0.0131647	0.00982711	0.00495346	0.112885	0.0193189	0.00748616	0.00853375	0.00605098	0.00546565	0.270838	0	0.228779	0.228733	0	0.27165	0.270838	0.228779	0.228733	0.27165	0.283984	0.215646	0.216241	0.284129	1.39613
3340	-3547572	-3547598	26.73472	0.00219539	0.00186836	0.0210172	0.00460408	0.0979629	0.0338148	0.0114421	0.0874417	0.0507607	0.00855345	0.161171	0.00390442	0.00179174	0.0175335	0.645904	0.0152543	0.00695841	0.0274093	0.00578708	3.98795e-05	0.0131772	0.00971467	0.00521813	0.112154	0.019537	0.0076907	0.00841784	0.0060372	0.00515445	0.271223	0	0.2293	0.229253	0	0.270225	0.271223	0.2293	0.229253	0.270225	0.283984	0.215646	0.216241	0.284129	1.392515
3350	-3547567	-3547594	26.74385	0.002119	0.00185828	0.0207256	0.00453443	0.0988283	0.0335841	0.0113734	0.0881875	0.0500786	0.00863667	0.161171	0.00375231	0.0017139	0.0175397	0.645047	0.0154316	0.00658362	0.0277217	0.00593419	1.19673e-05	0.0132616	0.00956744	0.00512831	0.112182	0.0197548	0.00765462	0.00814895	0.00584481	0.0052252	0.27163	0	0.229644	0.228097	0	0.27063	0.27163	0.229644	0.228097	0.27063	0.282566	0.216317	0.216558	0.284559	1.391601
3360	-3547567	-3547594	26.75186	0.00208687	0.00189333	0.0211682	0.00457217	0.0979226	0.0340382	0.0113227	0.0884828	0.0504425	0.00842845	0.16209	0.00373434	0.00185347	0.0176663	0.642614	0.0156101	0.0068211	0.0275315	0.00577434	1.3202e-05	0.0131574	0.00979667	0.00495251	0.111971	0.0198859	0.0077464	0.00804615	0.00597529	0.0052031	0.271168	0	0.228746	0.229042	0	0.271044	0.271168	0.228746	0.229042	0.271044	0.283063	0.216635	0.216939	0.283363	1.3908
3370	-3547571	-3547597	26.72078	0.00221927	0.0019441	0.0210188	0.00459264	0.0979473	0.0338285	0.0114458	0.0896731	0.0504329	0.00859912	0.161153	0.00376683	0.00169977	0.0172462	0.646323	0.0153763	0.00687924	0.0277081	0.00611855	4.95638e-07	0.0128194	0.00970574	0.00499742	0.112205	0.0194459	0.00736694	0.00810153	0.00592461	0.00536864	0.271168	0	0.228746	0.229042	0	0.271044	0.271168	0.228746	0.229042	0.271044	0.283197	0.216349	0.217005	0.283449	1.393908
3380	-3547563	-3547590	26.72174	0.00213444	0.00193267	0.0208151	0.00459889	0.0983881	0.0339415	0.0113739	0.0887692	0.0505638	0.0084148	0.160728	0.00385959	0.00194487	0.0174878	0.646012	0.0155208	0.00662659	0.0277303	0.00583936	2.67118e-05	0.0129378	0.00939239	0.00525937	0.112858	0.0193155	0.00781377	0.00806103	0.00609979	0.00536577	0.270788	0	0.229827	0.228721	0	0.270663	0.270788	0.229827	0.228721	0.270663	0.283197	0.216349	0.217005	0.283449	1.393812
3390	-3547564	-3547590	26.74022	0.00213636	0.00188821	0.0208516	0.00452859	0.0986234	0.0338517	0.0112662	0.088811	0.050571	0.00848697	0.160878	0.00375874	0.00195021	0.0174192	0.645173	0.0151558	0.00672211	0.0276483	0.00578696	2.28543e-06	0.0129923	0.00966467	0.00497578	0.112052	0.0197759	0.00779931	0.00808173	0.00593348	0.0051799	0.271582	0	0.228596	0.228331	0	0.271492	0.271582	0.228596	0.228331	0.271492	0.283197	0.216349	0.217005	0.283449	1.391964
3400	-3547565	-3547592	26.74957	0.00200452	0.00184737	0.0207482	0.00467158	0.0985525	0.0335216	0.0113353	0.0883502	0.0503127	0.00845242	0.161521	0.00375145	0.00190553	0.0174866	0.64318	0.0153805	0.00671959	0.0275364	0.00587023	4.2207e-07	0.0133601	0.00974971	0.00498781	0.1131	0.0195457	0.00789468	0.0080875	0.00600333	0.00515174	0.270367	0	0.229747	0.228947	0	0.270938	0.270367	0.229747	0.228947	0.270938	0.283076	0.216684	0.216912	0.283328	1.391029
3410	-3547576	-3547602	26.73784	0.0020879	0.00190939	0.0213494	0.00458553	0.0991596	0.033697	0.0113549	0.0878957	0.0504212	0.00849221	0.161209	0.00384661	0.00175956	0.0177452	0.643635	0.0156556	0.00674545	0.0278284	0.00598094	5.07554e-06	0.0128657	0.0098655	0.00489925	0.112433	0.0197772	0.00794531	0.00787854	0.00602845	0.00514533	0.270763	0	0.229761	0.228818	0	0.270658	0.270763	0.229761	0.228818	0.270658	0.282845	0.217323	0.216735	0.283097	1.392202
3420	-3547569	-3547595	26.69643	0.00221997	0.00191503	0.0207662	0.00459089	0.0990386	0.0335929	0.0110875	0.0886891	0.0499389	0.00850416	0.160897	0.00392185	0.00180641	0.0176126	0.647487	0.0154585	0.00658322	0.0279073	0.00583077	5.9994e-05	0.0134752	0.00984088	0.00502515	0.113142	0.0195472	0.00789329	0.00833329	0.00591817	0.0052595	0.271097	0	0.228812	0.2291	0	0.270991	0.271097	0.228812	0.2291	0.270991	0.283248	0.21621	0.217043	0.2835	1.396343
3430	-3547567	-3547594	26.70759	0.00208018	0.00178374	0.0209292	0.00459655	0.098949	0.0338856	0.0115067	0.0887221	0.0505671	0.00857401	0.160897	0.00387738	0.00174985	0.017697	0.645753	0.0153198	0.00690416	0.0281635	0.00587981	2.65616e-05	0.0132976	0.00973558	0.00507944	0.113311	0.019257	0.00767283	0.00818498	0.00573621	0.00509102	0.270947	0	0.229237	0.228974	0	0.270842	0.270947	0.229237	0.228974	0.270842	0.283248	0.21621	0.217043	0.2835	1.395227
3440	-3547561	-3547588	26.72953	0.00212127	0.00191182	0.0208282	0.00444895	0.0987869	0.0340836	0.0114182	0.0881637	0.0503709	0.00847479	0.161254	0.00376945	0.00181699	0.017749	0.644206	0.0155172	0.00673771	0.027982	0.00593073	4.77806e-06	0.0134303	0.00995841	0.0050483	0.112403	0.0194518	0.00772949	0.00812385	0.00594602	0.00536581	0.271207	0	0.229457	0.229193	0	0.270142	0.271207	0.229457	0.229193	0.270142	0.283341	0.216281	0.216785	0.283593	1.393033
3450	-3547566	-3547593	26.74773	0.00221737	0.00190889	0.0205601	0.00462039	0.0985726	0.0338385	0.01161	0.0886215	0.0505934	0.00862469	0.161418	0.00376498	0.00190876	0.0172756	0.642579	0.0155172	0.00669279	0.0276107	0.00597824	8.81038e-07	0.0128414	0.00998319	0.00503166	0.112244	0.019818	0.00789657	0.00825377	0.00594421	0.00528669	0.271908	0	0.229033	0.229156	0	0.269903	0.271908	0.229033	0.229156	0.269903	0.28273	0.216465	0.216969	0.283835	1.391213
3460	-3547565	-3547592	26.71327	0.00218003	0.00185698	0.0211906	0.00470762	0.0987468	0.033589	0.0116128	0.0885832	0.0504795	0.00843971	0.16098	0.00386011	0.00180946	0.0171476	0.645655	0.0153577	0.00652673	0.0276738	0.00597819	3.61279e-06	0.0128981	0.00971728	0.00525004	0.113509	0.0195401	0.00793446	0.00823292	0.00591015	0.00528884	0.272003	0	0.229112	0.228889	0	0.269996	0.272003	0.229112	0.228889	0.269996	0.283024	0.216633	0.216769	0.283573	1.39466
3470	-3547562	-3547589	26.74744	0.00218003	0.00187124	0.0206556	0.00451132	0.0986058	0.033525	0.0114393	0.0887405	0.0504655	0.00853521	0.161108	0.00393883	0.0018453	0.0173479	0.644025	0.0153901	0.00683142	0.0279713	0.0059512	1.12619e-05	0.0128282	0.00974003	0.00513198	0.111924	0.0192427	0.00790328	0.00809598	0.00612056	0.00530575	0.271586	0	0.229243	0.22902	0	0.270151	0.271586	0.229243	0.22902	0.270151	0.283024	0.216633	0.216769	0.283573	1.391242
3480	-3547567	-3547594	26.73861	0.00203717	0.00191923	0.0207343	0.00457265	0.0990903	0.03413	0.011085	0.0889554	0.0503759	0.00853521	0.16095	0.00388797	0.00186515	0.0174034	0.643738	0.0154357	0.00639629	0.0278871	0.00598194	4.21071e-06	0.0130819	0.00953093	0.00498378	0.112955	0.0193586	0.00760638	0.00819139	0.00604804	0.00538455	0.270493	0	0.229666	0.229503	0	0.270338	0.270493	0.229666	0.229503	0.270338	0.283024	0.216633	0.216769	0.283573	1.392125
3490	-3547564	-3547590	26.73133	0.00207394	0.00184437	0.0206931	0.0046461	0.0983426	0.0334884	0.0113043	0.0891217	0.0498954	0.00839672	0.161975	0.00377441	0.00182329	0.0174636	0.644395	0.0153392	0.00680122	0.0279593	0.00590694	6.34238e-06	0.0132807	0.00968616	0.00508808	0.113077	0.019155	0.00774693	0.00808666	0.00615054	0.00533118	0.270493	0	0.229666	0.229503	0	0.270338	0.270493	0.229666	0.229503	0.270338	0.283034	0.216641	0.216742	0.283583	1.392853
3500	-3547563	-3547589	26.7086	0.00222714	0.00194987	0.020718	0.00454162	0.0986258	0.0338966	0.011416	0.0888204	0.0509077	0.00856172	0.161543	0.00388815	0.00175173	0.0175808	0.645419	0.0154256	0.00683338	0.0275933	0.00583432	4.72537e-05	0.0132477	0.00987198	0.00514515	0.112818	0.0193196	0.00770279	0.00808276	0.00591643	0.00544034	0.270493	0	0.229666	0.229503	0	0.270338	0.270493	0.229666	0.229503	0.270338	0.283028	0.216636	0.216759	0.283577	1.395126
3510	-3547564	-3547591	26.70575	0.00211247	0.00194313	0.0210077	0.00455625	0.0988936	0.0340328	0.0116736	0.0896456	0.0503716	0.00835871	0.161659	0.00387032	0.00183145	0.0173372	0.644865	0.0151712	0.00651381	0.0279124	0.00599479	1.72377e-05	0.0132456	0.00987507	0.00506474	0.112657	0.0196659	0.00763973	0.00819803	0.00596637	0.00533089	0.270493	0	0.229666	0.229503	0	0.270338	0.270493	0.229666	0.229503	0.270338	0.283044	0.216403	0.216772	0.283781	1.395411
3520	-3547565	-3547592	26.72002	0.00218794	0.00185648	0.020728	0.00445419	0.0987739	0.033664	0.0114968	0.0883412	0.050462	0.00842077	0.162625	0.00390774	0.00184205	0.0176125	0.645052	0.0151712	0.00667436	0.0279045	0.00582708	6.75445e-06	0.0127979	0.00991282	0.00494744	0.112837	0.0194158	0.00757177	0.00826827	0.00585844	0.00536674	0.270766	0	0.22973	0.229464	0	0.27004	0.270766	0.22973	0.229464	0.27004	0.282858	0.216261	0.217286	0.283595	1.393984
3530	-3547570	-3547596	26.66234	0.00216554	0.00191616	0.0209316	0.00471403	0.0990714	0.0338394	0.0117214	0.0887955	0.0504825	0.00863115	0.161932	0.0038936	0.00180019	0.017447	0.647726	0.0155087	0.00688489	0.0280738	0.0061489	8.60513e-06	0.0132697	0.010072	0.00518765	0.11298	0.0196056	0.00772974	0.00813799	0.00581987	0.00525764	0.270766	0	0.22973	0.229464	0	0.27004	0.270766	0.22973	0.229464	0.27004	0.282773	0.216195	0.217221	0.283811	1.399752
3540	-3547569	-3547596	26.7136	0.00224123	0.00185882	0.0210773	0.00450835	0.0983063	0.0338425	0.0114956	0.0881529	0.0506982	0.00859167	0.160809	0.00377914	0.00175936	0.0173784	0.646809	0.0153904	0.00661641	0.0272529	0.00569048	2.71321e-05	0.0134294	0.00978746	0.005047	0.113262	0.0196056	0.00771382	0.00830192	0.00593271	0.00526156	0.270242	0	0.229617	0.22935	0	0.270791	0.270242	0.229617	0.22935	0.270791	0.282773	0.216195	0.217221	0.283811	1.394626
3550	-3547566	-3547592	26.72944	0.00214255	0.00187816	0.0207949	0.00462483	0.0987956	0.0342052	0.0115246	0.0886926	0.0507006	0.00841747	0.161596	0.00378822	0.00185428	0.0175866	0.643549	0.0157212	0.00676505	0.027428	0.00580837	7.04465e-06	0.0130297	0.00971062	0.00513241	0.113	0.0194841	0.00761767	0.00812208	0.00572377	0.00534165	0.272216	0	0.228684	0.228079	0	0.27102	0.272216	0.228684	0.228079	0.27102	0.282862	0.215949	0.217289	0.2839	1.393042
3560	-3547567	-3547594	26.7221	0.00220591	0.00183227	0.0207737	0.00446699	0.0982209	0.03357	0.0112949	0.0886317	0.0504648	0.00857769	0.161825	0.00378422	0.00185406	0.0178469	0.645894	0.0153986	0.0066599	0.0274666	0.005802	1.10094e-05	0.0128786	0.00973666	0.00496364	0.11268	0.0193508	0.00790259	0.00817295	0.00610309	0.00540579	0.272248	0	0.228711	0.22883	0	0.270212	0.272248	0.228711	0.22883	0.270212	0.28395	0.215622	0.216959	0.283469	1.393776
3570	-3547566	-3547592	26.72485	0.00215931	0.00187838	0.0208923	0.0045875	0.0987322	0.0337384	0.0114229	0.0886603	0.0503843	0.00861363	0.161222	0.00371874	0.00187776	0.0173603	0.645836	0.0154929	0.00641974	0.027664	0.00587134	3.99606e-06	0.0127253	0.00987392	0.00496364	0.112616	0.0194726	0.00769391	0.00824231	0.00606575	0.0053128	0.269787	0	0.229342	0.230469	0	0.270402	0.269787	0.229342	0.230469	0.270402	0.283809	0.215664	0.217002	0.283525	1.393501
3580	-3547575	-3547602	26.73	0.00204339	0.00178137	0.0210744	0.00464515	0.0986509	0.0335627	0.0110874	0.0886968	0.0507731	0.00861542	0.16092	0.00398227	0.00201289	0.0174945	0.644677	0.0155241	0.00674939	0.0277934	0.00591367	5.26425e-06	0.0127209	0.00961884	0.00513869	0.112523	0.0196575	0.00778347	0.00832009	0.00597712	0.00524379	0.26999	0	0.228474	0.230931	0	0.270606	0.26999	0.228474	0.230931	0.270606	0.284038	0.215838	0.21637	0.283754	1.392986
3590	-3547567	-3547594	26.75843	0.00214785	0.00191981	0.0208502	0.0045632	0.0985417	0.0334936	0.011467	0.089189	0.0499768	0.00851307	0.161418	0.00395829	0.00179033	0.0172326	0.643259	0.0154476	0.00665052	0.0278575	0.00602587	2.1679e-06	0.0129538	0.00954646	0.00500507	0.112192	0.0193041	0.00766289	0.00786965	0.00597712	0.00532822	0.270959	0	0.229294	0.228171	0	0.271577	0.270959	0.229294	0.228171	0.271577	0.284051	0.216239	0.216773	0.282937	1.390143
3600	-3547568	-3547594	26.73121	0.00222901	0.00186829	0.0210796	0.00458139	0.0983514	0.0341762	0.0112428	0.0887305	0.050279	0.00829013	0.16231	0.00377999	0.00184469	0.0178844	0.6434	0.0155065	0.00650836	0.0277371	0.00594274	2.47298e-07	0.0132949	0.0097508	0.00512615	0.11293	0.0193092	0.00767506	0.00798116	0.0057623	0.00529297	0.270915	0	0.229419	0.228134	0	0.271533	0.270915	0.229419	0.228134	0.271533	0.283835	0.216834	0.216608	0.282722	1.392866
3610	-3547564	-3547590	26.69063	0.00221765	0.00188942	0.0211295	0.00452554	0.0984989	0.0335741	0.0114908	0.08891	0.0504801	0.00856681	0.161813	0.00380152	0.00184276	0.0174195	0.647979	0.0155289	0.00653633	0.0276286	0.0060146	1.37779e-06	0.0128357	0.00977875	0.00516576	0.112499	0.0195179	0.00780066	0.00829092	0.00593899	0.00524721	0.270915	0	0.229419	0.228134	0	0.271533	0.270915	0.229419	0.228134	0.271533	0.283922	0.2169	0.216675	0.282503	1.396923
3620	-3547571	-3547597	26.72133	0.0022332	0.00185241	0.0211534	0.00447976	0.0988808	0.0341654	0.0115459	0.0880035	0.0503783	0.00851193	0.161242	0.00381124	0.00177282	0.0172704	0.646283	0.015372	0.00668285	0.0280634	0.00577682	3.34656e-05	0.0129855	0.00974387	0.00535569	0.11226	0.0190072	0.00770843	0.00816235	0.00587053	0.00524721	0.27056	0	0.22872	0.229092	0	0.271628	0.27056	0.22872	0.229092	0.271628	0.283067	0.217438	0.216292	0.283203	1.393853
3630	-3547575	-3547602	26.69696	0.00219957	0.00195164	0.0207258	0.00454073	0.0993931	0.0342723	0.0112509	0.0887087	0.0499316	0.00829321	0.161755	0.00382129	0.00190855	0.0174449	0.646703	0.015372	0.00695232	0.02788	0.0059819	3.05559e-05	0.0133698	0.00986611	0.00493246	0.112522	0.0193161	0.00752941	0.00841612	0.00606666	0.00515391	0.27017	0	0.229799	0.228431	0	0.2716	0.27017	0.229799	0.228431	0.2716	0.283067	0.217438	0.216292	0.283203	1.39629
3640	-3547565	-3547591	26.7424	0.00222456	0.00192799	0.0206707	0.00465024	0.0985333	0.0336434	0.0114531	0.0886914	0.050218	0.00872126	0.160992	0.00382129	0.00187814	0.0172534	0.643999	0.015372	0.00657021	0.0277541	0.00588408	7.50377e-06	0.0131691	0.0097776	0.00521611	0.112769	0.0194609	0.00789141	0.00798857	0.00582924	0.00537845	0.27017	0	0.229799	0.228431	0	0.2716	0.27017	0.229799	0.228431	0.2716	0.283067	0.217438	0.216292	0.283203	1.391747
3650	-3547569	-3547595	26.73353	0.00217519	0.00189609	0.0211814	0.00450649	0.0990538	0.0335779	0.011191	0.0885482	0.0500772	0.00857247	0.161624	0.00380006	0.00182284	0.017589	0.643872	0.0151227	0.00678382	0.0278881	0.00585038	7.8088e-06	0.0133254	0.00996917	0.00531942	0.112478	0.0192984	0.00775945	0.00811407	0.00603331	0.00519557	0.270387	0	0.229179	0.228615	0	0.271818	0.270387	0.229179	0.228615	0.271818	0.283067	0.217438	0.216292	0.283203	1.392633
3660	-3547565	-3547592	26.70863	0.00221895	0.00190627	0.0210497	0.00484949	0.0986127	0.0339664	0.0115996	0.0884213	0.0506339	0.00846495	0.162548	0.0037398	0.00173731	0.0175198	0.64445	0.0153182	0.00671742	0.0275898	0.00605904	2.08511e-06	0.0132332	0.00953927	0.005006	0.113131	0.0193558	0.00772329	0.00825205	0.00605145	0.00542679	0.270452	0	0.230066	0.228931	0	0.270551	0.270452	0.230066	0.228931	0.270551	0.282916	0.216572	0.216733	0.28378	1.395124
3670	-3547576	-3547603	26.69491	0.00220242	0.002	0.0207913	0.00454461	0.0981587	0.0340014	0.0114879	0.0902719	0.0504122	0.0085828	0.16183	0.00392408	0.00181899	0.0174442	0.646085	0.015327	0.00661347	0.0277615	0.00570687	2.74909e-05	0.0133112	0.0100436	0.00516209	0.112412	0.0195728	0.00740266	0.00821901	0.00584717	0.0055329	0.270326	0	0.229482	0.229256	0	0.270936	0.270326	0.229482	0.229256	0.270936	0.283931	0.216266	0.216426	0.283378	1.396495
3680	-3547569	-3547596	26.72386	0.00225935	0.00195357	0.0209672	0.00448549	0.0981543	0.0340305	0.0115815	0.0891854	0.0502917	0.00862407	0.162014	0.00376082	0.00175321	0.0174888	0.643952	0.01575	0.00674881	0.0280184	0.00587821	4.84755e-06	0.0131345	0.00961657	0.00545788	0.11202	0.0194278	0.00768476	0.00839227	0.00576416	0.00519886	0.270326	0	0.229482	0.229256	0	0.270936	0.270326	0.229482	0.229256	0.270936	0.283294	0.21691	0.216423	0.283374	1.3936
3690	-3547565	-3547591	26.70063	0.0021292	0.00189274	0.0209293	0.00440463	0.0985338	0.0338222	0.0116797	0.0886139	0.0503245	0.00860795	0.160977	0.00387135	0.00183697	0.0175215	0.647369	0.0153409	0.00674881	0.0279793	0.00590357	7.47271e-06	0.0132503	0.00954192	0.00510557	0.113329	0.0195587	0.00742974	0.00801527	0.00588103	0.00531846	0.270792	0	0.229198	0.228972	0	0.271038	0.270792	0.229198	0.228972	0.271038	0.283761	0.215619	0.216779	0.283841	1.395923
