Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
5170	-3547528	-3547554	26.68478	0.00221034	0.00183762	0.0211434	0.00427915	0.0991474	0.0335381	0.0114531	0.0888489	0.0507504	0.00850286	0.163367	0.00386221	0.00186346	0.017581	0.648101	0.0155457	0.0128915	0.00547975	0.0053542	0.00815978	0.0275289	0.111299	0.00785486	0.00582099	0.00680453	0.0184746	0.00892938	0.00687587	3.42634e-06	0.270743	0	0.228724	0.230082	0	0.270451	0.270743	0.228724	0.230082	0.270451	0.283767	0.215779	0.216203	0.284252	1.397509
5180	-3547525	-3547552	26.69045	0.00213206	0.00185669	0.0207298	0.00449971	0.0997927	0.0341098	0.0113188	0.0883758	0.0506768	0.00829465	0.162347	0.00384863	0.0018386	0.0178046	0.647637	0.0153527	0.0129519	0.00562472	0.00518131	0.00812077	0.0275892	0.112246	0.00771872	0.00585852	0.00675565	0.0188365	0.00871888	0.00672079	2.37334e-06	0.270619	0	0.229128	0.229976	0	0.270277	0.270619	0.229128	0.229976	0.270277	0.283635	0.216463	0.216103	0.283799	1.396941
5190	-3547521	-3547547	26.69758	0.00224729	0.00181586	0.0209163	0.00453534	0.100502	0.0336782	0.0113432	0.0885133	0.0505927	0.00860454	0.162102	0.00382072	0.0018386	0.0173051	0.646594	0.0153801	0.0131386	0.00556026	0.00526735	0.00827062	0.0271064	0.112321	0.00773223	0.00591001	0.00669632	0.0188775	0.00882381	0.00673495	6.90028e-07	0.270239	0	0.228806	0.229653	0	0.271303	0.270239	0.228806	0.229653	0.271303	0.283635	0.216463	0.216103	0.283799	1.396229
5200	-3547528	-3547555	26.7339	0.00220177	0.00196298	0.0209402	0.00456073	0.0998296	0.0338047	0.0116055	0.0888556	0.0499361	0.00857549	0.162454	0.00386053	0.00186535	0.0175292	0.64412	0.0149924	0.0129404	0.00531233	0.00533835	0.00823363	0.0272382	0.111489	0.00771158	0.00619287	0.0067521	0.0182943	0.00908296	0.00691359	2.5367e-06	0.27027	0	0.228796	0.229643	0	0.271291	0.27027	0.228796	0.229643	0.271291	0.283635	0.216463	0.216103	0.283799	1.392596
5210	-3547535	-3547562	26.71021	0.00218716	0.00184042	0.0208914	0.00451832	0.0986063	0.0335681	0.0115555	0.0881678	0.0505329	0.00873813	0.163555	0.00374142	0.00179595	0.0172324	0.645937	0.0154267	0.0134404	0.00546498	0.00556842	0.0082011	0.0273262	0.111818	0.00756008	0.00582344	0.00691915	0.0187037	0.00882434	0.00701559	4.93822e-06	0.27025	0	0.228779	0.229699	0	0.271271	0.27025	0.228779	0.229699	0.271271	0.283905	0.216633	0.215912	0.283549	1.394965
5220	-3547532	-3547559	26.69844	0.0022403	0.00188572	0.0209826	0.00457208	0.0998409	0.0336286	0.0113374	0.0889105	0.0502149	0.00847978	0.162237	0.00377255	0.00185991	0.0172615	0.647871	0.0153345	0.012911	0.00548574	0.00515796	0.00829506	0.0270991	0.111627	0.00812872	0.00574575	0.00659871	0.0188183	0.00884778	0.00698194	1.55481e-05	0.271426	0	0.229252	0.228803	0	0.270519	0.271426	0.229252	0.228803	0.270519	0.283571	0.215996	0.215999	0.284434	1.396142
5230	-3547530	-3547556	26.70282	0.00232239	0.00182021	0.0205641	0.00450749	0.0994756	0.0341572	0.0114232	0.089435	0.0506746	0.00868269	0.162059	0.00381339	0.00178231	0.0174872	0.645211	0.0153301	0.0132059	0.00535749	0.00544284	0.00837141	0.0272088	0.112254	0.00791611	0.00597327	0.00674927	0.0183377	0.00915761	0.00696154	2.33316e-05	0.271419	0	0.229106	0.229133	0	0.270342	0.271419	0.229106	0.229133	0.270342	0.28317	0.216284	0.216047	0.284498	1.395705
5240	-3547523	-3547550	26.73751	0.00223549	0.00194807	0.0207341	0.00450669	0.0990265	0.0337241	0.0113655	0.0884754	0.0501902	0.00847466	0.161549	0.00376751	0.00187814	0.017338	0.645211	0.0155457	0.0132732	0.0054653	0.00520306	0.00844091	0.0274603	0.112121	0.00750449	0.00594197	0.00668334	0.0183678	0.00911893	0.00666134	2.31515e-05	0.271419	0	0.229106	0.229133	0	0.270342	0.271419	0.229106	0.229133	0.270342	0.283483	0.216588	0.216286	0.283644	1.392235
5250	-3547527	-3547554	26.74972	0.00219427	0.00175749	0.0211023	0.0044928	0.099235	0.0339777	0.0114199	0.0886885	0.0505225	0.00864063	0.161381	0.00385728	0.00176926	0.0174606	0.643374	0.0152445	0.0129928	0.00559705	0.00517955	0.00825899	0.0275583	0.111871	0.00738975	0.00611211	0.0067348	0.0185793	0.00898171	0.00662731	1.36443e-05	0.271438	0	0.229123	0.228682	0	0.270757	0.271438	0.229123	0.228682	0.270757	0.283172	0.21635	0.217145	0.283333	1.391014
5260	-3547530	-3547557	26.75714	0.0022001	0.00182782	0.0211372	0.00445394	0.0991511	0.0337644	0.0116736	0.0889065	0.0498021	0.00825575	0.160809	0.00386335	0.00184198	0.0175446	0.644221	0.0154318	0.013293	0.0056064	0.00537702	0.00825899	0.0273744	0.111367	0.0078876	0.0058186	0.00648826	0.0182913	0.00886126	0.00676031	4.9291e-06	0.27088	0	0.229134	0.229786	0	0.2702	0.27088	0.229134	0.229786	0.2702	0.283209	0.216246	0.217174	0.28337	1.390273
5270	-3547529	-3547555	26.7039	0.00215248	0.00192525	0.0210593	0.00433521	0.0997935	0.0344008	0.0115638	0.0896253	0.0502905	0.00844576	0.162163	0.00394797	0.00180641	0.0174665	0.644896	0.0154765	0.0133002	0.00558007	0.00538325	0.00827657	0.0269239	0.112296	0.00753028	0.00591041	0.00676413	0.0184013	0.00885396	0.00700328	2.49773e-05	0.270492	0	0.229711	0.229983	0	0.269814	0.270492	0.229711	0.229983	0.269814	0.283171	0.216742	0.216555	0.283531	1.395596
5280	-3547531	-3547558	26.70983	0.00221543	0.00185618	0.0211849	0.0045547	0.0993314	0.033799	0.0113821	0.0889547	0.050418	0.00835885	0.16247	0.00373093	0.00187613	0.0176579	0.64601	0.0155338	0.0135276	0.00552911	0.00532629	0.00807935	0.0271341	0.111589	0.00796415	0.00585122	0.00644567	0.018838	0.00873404	0.00662357	2.76551e-05	0.270084	0	0.229365	0.229636	0	0.270916	0.270084	0.229365	0.229636	0.270916	0.28337	0.216894	0.216006	0.28373	1.395003
5290	-3547523	-3547550	26.72379	0.00219139	0.00185903	0.0210361	0.00440077	0.0989181	0.0338448	0.0115674	0.0888045	0.0502306	0.00849508	0.161418	0.00381671	0.00179905	0.0174498	0.646967	0.0152673	0.0133438	0.00536662	0.00520575	0.00802652	0.0270925	0.111781	0.00783481	0.00595843	0.00647412	0.0185336	0.00895624	0.0069642	4.22978e-06	0.270797	0	0.22923	0.229216	0	0.270757	0.270797	0.22923	0.229216	0.270757	0.28337	0.216894	0.216006	0.28373	1.393607
5300	-3547528	-3547555	26.70938	0.00221179	0.00188873	0.0212472	0.00437143	0.0994516	0.0337432	0.0116036	0.0884226	0.0502512	0.00843834	0.162165	0.0037994	0.00177593	0.017549	0.646061	0.01555	0.0132038	0.00525147	0.00536729	0.00820813	0.0275623	0.111684	0.00788544	0.00588728	0.00661712	0.018972	0.00904174	0.00681898	1.90342e-05	0.270644	0	0.229278	0.229264	0	0.270813	0.270644	0.229278	0.229264	0.270813	0.28337	0.216894	0.216006	0.28373	1.395049
5310	-3547526	-3547553	26.70431	0.00209342	0.00178851	0.0212397	0.00437143	0.100044	0.0338294	0.0113649	0.0886843	0.0504331	0.00844905	0.162209	0.00377291	0.00182054	0.0176547	0.645181	0.0153877	0.0133922	0.00531788	0.00523573	0.00823488	0.0276258	0.112756	0.00783663	0.00605228	0.00642779	0.0186539	0.00886041	0.00682875	8.10999e-06	0.270644	0	0.229278	0.229264	0	0.270813	0.270644	0.229278	0.229264	0.270813	0.283707	0.216116	0.216196	0.283981	1.395555
5320	-3547525	-3547552	26.70225	0.0022873	0.00189901	0.0208749	0.00455748	0.099868	0.0338294	0.011402	0.0894838	0.0507641	0.00860709	0.161773	0.00369539	0.00188876	0.0175706	0.645683	0.0153375	0.0128309	0.00570904	0.0053228	0.00824505	0.026937	0.112335	0.00769656	0.00595526	0.00669214	0.0185731	0.009005	0.00692929	9.16425e-06	0.270644	0	0.229278	0.229264	0	0.270813	0.270644	0.229278	0.229264	0.270813	0.283707	0.216116	0.216196	0.283981	1.395762
5330	-3547525	-3547552	26.70442	0.00214392	0.00194059	0.0208025	0.00439238	0.0988899	0.033668	0.0112584	0.0888919	0.0506832	0.00816745	0.162527	0.00383948	0.00182439	0.0175023	0.64634	0.0153869	0.0131441	0.00546275	0.00530356	0.00820621	0.0272963	0.112847	0.00782016	0.00603316	0.0069307	0.0185086	0.00897883	0.00674889	4.85102e-06	0.271396	0	0.229154	0.229139	0	0.270311	0.271396	0.229154	0.229139	0.270311	0.283969	0.216315	0.216396	0.283319	1.395545
5340	-3547533	-3547560	26.74758	0.00212964	0.00186286	0.0209808	0.00457328	0.0995551	0.0337898	0.0116639	0.0887435	0.0502629	0.00866886	0.160668	0.00378609	0.0018561	0.0178621	0.643593	0.0154756	0.0132792	0.0055462	0.00518563	0.00820621	0.0272373	0.111955	0.00741759	0.00563018	0.00669579	0.0186013	0.00914841	0.00682952	2.48069e-05	0.271466	0	0.229212	0.229198	0	0.270123	0.271466	0.229212	0.229198	0.270123	0.283986	0.216328	0.21635	0.283336	1.391228
5350	-3547522	-3547549	26.72893	0.00214888	0.001823	0.0208196	0.00449225	0.0995543	0.033671	0.0113369	0.088615	0.050657	0.00868553	0.161503	0.00381198	0.0018786	0.0173084	0.64607	0.0154085	0.013002	0.00552221	0.00530876	0.00810914	0.0271764	0.111879	0.00762363	0.00590379	0.00675731	0.0182259	0.0091048	0.00667083	2.48607e-05	0.27047	0	0.229526	0.229512	0	0.270493	0.27047	0.229526	0.229512	0.270493	0.283888	0.216254	0.216275	0.283583	1.393093
5360	-3547526	-3547552	26.70597	0.00216415	0.0018269	0.0208671	0.0047057	0.0990557	0.0340809	0.0112319	0.0891545	0.0505882	0.00867991	0.161645	0.00376301	0.00177842	0.0173763	0.647332	0.0152048	0.0130741	0.00545843	0.00531135	0.00815005	0.0275048	0.111796	0.00756446	0.00597726	0.00675733	0.0188977	0.00877278	0.00664519	2.50216e-05	0.270737	0	0.228764	0.229738	0	0.27076	0.270737	0.228764	0.229738	0.27076	0.283888	0.216254	0.216275	0.283583	1.395389
5370	-3547528	-3547555	26.71677	0.00223324	0.00172657	0.0208336	0.00448002	0.0996466	0.0337863	0.0110405	0.0886765	0.0508509	0.00857499	0.161455	0.00383671	0.00175415	0.0175603	0.645733	0.0155381	0.0132863	0.00536766	0.00512954	0.00816773	0.0269265	0.11304	0.00777128	0.00581304	0.00670333	0.0184576	0.00895178	0.0069662	1.79569e-06	0.270789	0	0.228808	0.229591	0	0.270812	0.270789	0.228808	0.229591	0.270812	0.283945	0.216297	0.216319	0.28344	1.394309
5380	-3547532	-3547559	26.7287	0.00205833	0.00186536	0.0207299	0.00432121	0.100456	0.0340474	0.0112372	0.0885098	0.0507685	0.00833046	0.161719	0.0038359	0.00191993	0.0175622	0.644332	0.0155359	0.0130988	0.00533451	0.00536659	0.00836973	0.0270264	0.111959	0.00766466	0.0058983	0.00652764	0.0189598	0.00883737	0.00684414	1.22038e-06	0.270905	0	0.228906	0.230395	0	0.269794	0.270905	0.228906	0.230395	0.269794	0.283059	0.216564	0.216586	0.283791	1.393116
5390	-3547523	-3547550	26.72524	0.00208319	0.00184132	0.0208251	0.00446055	0.0996959	0.0340139	0.0115844	0.0889803	0.0502739	0.00862539	0.162128	0.00371954	0.00182479	0.0175206	0.645222	0.0156787	0.013069	0.00542232	0.00518281	0.00831845	0.0271376	0.1117	0.00760283	0.00585121	0.00670433	0.0184112	0.00894985	0.00662403	1.11406e-05	0.270894	0	0.228509	0.230386	0	0.270211	0.270894	0.228509	0.230386	0.270211	0.28331	0.216489	0.21651	0.283691	1.393462
5400	-3547527	-3547554	26.69808	0.00212917	0.00186859	0.0205697	0.00448486	0.0998442	0.0337671	0.0116122	0.0887271	0.0500248	0.008505	0.163021	0.0038839	0.00180928	0.0171716	0.646704	0.0154725	0.0133837	0.00541336	0.00530552	0.0081741	0.027193	0.112811	0.00772749	0.00586032	0.00668614	0.0185292	0.00888654	0.0066107	2.99532e-06	0.270732	0	0.229468	0.230248	0	0.269552	0.270732	0.229468	0.230248	0.269552	0.283961	0.216292	0.216314	0.283434	1.396179
5410	-3547531	-3547558	26.70453	0.00221956	0.00191178	0.0207243	0.00452971	0.0994051	0.0340577	0.0114805	0.0893531	0.0503377	0.00833604	0.162371	0.00384355	0.00180246	0.0175636	0.644826	0.0153634	0.0131214	0.00576812	0.00552214	0.00834048	0.0269532	0.112474	0.00772344	0.00593713	0.00692804	0.0186748	0.0091731	0.00677477	1.68595e-05	0.27112	0	0.229797	0.229146	0	0.269938	0.27112	0.229797	0.229146	0.269938	0.283961	0.216292	0.216314	0.283434	1.395533
5420	-3547537	-3547564	26.73817	0.00233722	0.00188561	0.0210218	0.00459703	0.0995983	0.0341452	0.0113601	0.0883079	0.0503914	0.00833132	0.161535	0.00393654	0.00188324	0.0173947	0.643255	0.0155031	0.0129984	0.0054703	0.00528904	0.00815437	0.0273272	0.111945	0.00770754	0.00633065	0.00652597	0.0186325	0.00927506	0.00701308	1.68595e-05	0.27112	0	0.229797	0.229146	0	0.269938	0.27112	0.229797	0.229146	0.269938	0.283302	0.215682	0.216584	0.284432	1.392169
5430	-3547527	-3547554	26.7342	0.00217545	0.00188123	0.0210926	0.00444554	0.0992655	0.0336368	0.0114232	0.0883028	0.050553	0.00867178	0.16312	0.00383669	0.00188324	0.0175559	0.643005	0.0154782	0.0131149	0.00556315	0.0053135	0.00827425	0.0272406	0.111945	0.00785609	0.00622883	0.00646382	0.018516	0.00892381	0.00678616	1.35833e-05	0.270566	0	0.229349	0.229968	0	0.270117	0.270566	0.229349	0.229968	0.270117	0.283646	0.215944	0.216847	0.283562	1.392567
5440	-3547523	-3547550	26.69182	0.00224696	0.0018545	0.0211999	0.00470068	0.0994217	0.0339121	0.0114551	0.089033	0.0501434	0.00871005	0.161717	0.0038482	0.00181957	0.0174254	0.647327	0.0155385	0.0133141	0.00536878	0.00512469	0.00836563	0.0272346	0.112254	0.00777794	0.00594307	0.0068276	0.0186766	0.00891667	0.00664718	4.83109e-07	0.270566	0	0.229349	0.229968	0	0.270117	0.270566	0.229349	0.229968	0.270117	0.283646	0.215944	0.216847	0.283562	1.396804
5450	-3547526	-3547553	26.70816	0.00221011	0.00183344	0.0211228	0.00450771	0.099608	0.033615	0.0115199	0.0885397	0.0509078	0.0084903	0.162405	0.00394446	0.0017737	0.0172382	0.645776	0.0155866	0.0132274	0.00549733	0.00518026	0.00847412	0.0272448	0.111648	0.00769608	0.0058824	0.00683377	0.0185607	0.00891943	0.00692469	1.88036e-06	0.26983	0	0.228725	0.229343	0	0.272103	0.26983	0.228725	0.229343	0.272103	0.283697	0.215983	0.216708	0.283612	1.39517
5460	-3547533	-3547560	26.69341	0.00221206	0.00182098	0.0212631	0.00451703	0.0985748	0.0340077	0.0113734	0.0890916	0.0502058	0.00856195	0.162589	0.00390564	0.00185979	0.0176219	0.647541	0.0151617	0.0132204	0.00536784	0.00528594	0.00855386	0.0276936	0.111722	0.00767845	0.00566591	0.00686156	0.0184394	0.00918647	0.00666029	2.39907e-06	0.269803	0	0.228343	0.229778	0	0.272076	0.269803	0.228343	0.229778	0.272076	0.283439	0.216028	0.216754	0.283779	1.396645
5470	-3547537	-3547564	26.72933	0.00232945	0.00182098	0.0206394	0.00450034	0.0985504	0.0337138	0.0112121	0.0894251	0.050347	0.0086655	0.162361	0.0038076	0.00176351	0.0172598	0.646004	0.0156633	0.0131435	0.00530519	0.00536581	0.00790889	0.0269755	0.111627	0.00767353	0.00609371	0.00654037	0.0186326	0.00873597	0.00698122	6.48025e-06	0.269657	0	0.228762	0.229653	0	0.271928	0.269657	0.228762	0.229653	0.271928	0.283374	0.216318	0.216704	0.283604	1.393054
5480	-3547523	-3547550	26.70145	0.00212231	0.00190799	0.0211568	0.00455245	0.0986479	0.0337635	0.0115078	0.0884793	0.0505112	0.00866389	0.162266	0.00384519	0.00178316	0.017426	0.646707	0.01535	0.0131729	0.00556917	0.00526429	0.00821659	0.0274794	0.112632	0.00768904	0.00601304	0.00685302	0.0185528	0.00913146	0.0065712	6.48025e-06	0.269544	0	0.22953	0.229811	0	0.271115	0.269544	0.22953	0.229811	0.271115	0.283374	0.216318	0.216704	0.283604	1.395842
5490	-3547532	-3547559	26.71079	0.00216427	0.00192979	0.0212146	0.00448286	0.0985513	0.0339118	0.0115107	0.0884779	0.0502395	0.00863199	0.161101	0.00397246	0.00186421	0.0171805	0.6475	0.0153579	0.012924	0.00577086	0.00526014	0.00832675	0.0275142	0.112274	0.00768846	0.00570853	0.0067129	0.018743	0.00893145	0.00694749	1.41184e-05	0.269544	0	0.22953	0.229811	0	0.271115	0.269544	0.22953	0.229811	0.271115	0.283507	0.216419	0.216806	0.283269	1.394907
5500	-3547534	-3547561	26.72811	0.00218113	0.00197013	0.0207393	0.00458427	0.0996699	0.033583	0.0113877	0.0887095	0.0503261	0.00861458	0.163106	0.00387006	0.00199692	0.0175548	0.642842	0.0156157	0.0130893	0.00549075	0.00543412	0.00835588	0.0271493	0.112294	0.00747632	0.00595285	0.00663623	0.0186359	0.00891996	0.00696469	2.44841e-05	0.26945	0	0.229451	0.230078	0	0.271021	0.26945	0.229451	0.230078	0.271021	0.283935	0.216746	0.215622	0.283697	1.393175
5510	-3547528	-3547555	26.72535	0.00217147	0.00195761	0.0206896	0.0044426	0.0994436	0.0336172	0.0115797	0.0888062	0.0502754	0.00857813	0.162566	0.00381349	0.00172887	0.0172833	0.64447	0.0154487	0.0131073	0.00549715	0.00514066	0.00805966	0.0272498	0.11283	0.00773249	0.00579182	0.0067246	0.0187922	0.00882425	0.00680308	2.60795e-05	0.270481	0	0.228153	0.229312	0	0.272055	0.270481	0.228153	0.229312	0.272055	0.283935	0.216746	0.215622	0.283697	1.393451
5520	-3547530	-3547557	26.68101	0.00223404	0.00181954	0.0211092	0.00451727	0.0995024	0.0342266	0.0113946	0.088453	0.0505974	0.00861833	0.162561	0.00399502	0.00190124	0.0176281	0.648457	0.0154037	0.0128962	0.00563843	0.00529831	0.00822171	0.0271331	0.112101	0.00755992	0.00579928	0.00662233	0.0185023	0.00899853	0.00666888	2.60311e-05	0.270495	0	0.228025	0.229364	0	0.272116	0.270495	0.228025	0.229364	0.272116	0.284294	0.215757	0.215894	0.284055	1.397885
5530	-3547533	-3547560	26.71525	0.00216016	0.00186627	0.0210272	0.00462176	0.0991583	0.0337207	0.0113946	0.0892662	0.0505475	0.00877161	0.162586	0.00390323	0.00188454	0.0173395	0.645959	0.0156164	0.0131654	0.00538585	0.00519228	0.00835786	0.0270426	0.111402	0.00783168	0.00578136	0.00675325	0.0180913	0.00884575	0.00676361	2.60311e-05	0.271189	0	0.227617	0.229952	0	0.271243	0.271189	0.227617	0.229952	0.271243	0.284294	0.215757	0.215894	0.284055	1.394461
5540	-3547531	-3547557	26.74499	0.0021772	0.00193768	0.0208237	0.00450125	0.0994785	0.034083	0.0114082	0.0879149	0.0499374	0.00838769	0.161428	0.00381051	0.00176916	0.0172713	0.645859	0.0154441	0.0128309	0.00551234	0.00537177	0.00801256	0.0274439	0.111911	0.0075952	0.00605076	0.0065783	0.0184731	0.00894254	0.00653014	3.9637e-06	0.271019	0	0.229727	0.229808	0	0.269446	0.271019	0.229727	0.229808	0.269446	0.282968	0.216156	0.216294	0.284582	1.391487
5550	-3547535	-3547562	26.69761	0.00215662	0.00181293	0.0207466	0.00458491	0.099072	0.0340359	0.0114373	0.0886363	0.0504426	0.00839709	0.162246	0.00398145	0.00187807	0.0176984	0.646332	0.0154509	0.0134112	0.00548756	0.00547731	0.00834082	0.0269578	0.112495	0.00799062	0.00598193	0.00669344	0.0186107	0.00901676	0.00684466	8.28607e-06	0.269506	0	0.228702	0.228782	0	0.27301	0.269506	0.228702	0.228782	0.27301	0.283758	0.21676	0.216898	0.282585	1.396225
5560	-3547530	-3547557	26.73315	0.00212236	0.00189838	0.0207219	0.00458491	0.0991537	0.0340359	0.0114558	0.0881625	0.0508399	0.00850291	0.161435	0.00372801	0.00184304	0.0174784	0.644712	0.0157539	0.0132017	0.00532127	0.00534382	0.00824287	0.0271734	0.112091	0.00790247	0.00589116	0.00687329	0.0183641	0.00889564	0.00694028	1.79608e-06	0.269694	0	0.228855	0.229881	0	0.271569	0.269694	0.228855	0.229881	0.271569	0.283776	0.21671	0.216912	0.282603	1.392671
5570	-3547536	-3547562	26.70148	0.00215201	0.00193804	0.021191	0.00444549	0.100142	0.033996	0.0113066	0.0894587	0.0505489	0.00836701	0.16203	0.00383979	0.00178762	0.0172922	0.646829	0.0152265	0.0130865	0.00537951	0.00517719	0.00851672	0.0269931	0.112199	0.00775694	0.005579	0.00665851	0.0184765	0.00870232	0.00673455	2.65319e-05	0.269694	0	0.228855	0.229881	0	0.271569	0.269694	0.228855	0.229881	0.271569	0.284184	0.217021	0.215786	0.283009	1.395838
5580	-3547526	-3547553	26.7243	0.00226605	0.00192789	0.020928	0.00458898	0.0996439	0.0339575	0.0114277	0.088274	0.0503598	0.00860434	0.162389	0.00369453	0.00184174	0.017223	0.644923	0.0155753	0.0131114	0.00536075	0.00520452	0.00827298	0.0273628	0.112106	0.00769406	0.00585697	0.00666549	0.0182398	0.00906162	0.00698336	1.14708e-05	0.269316	0	0.229691	0.229805	0	0.271188	0.269316	0.229691	0.229805	0.271188	0.284244	0.216407	0.216279	0.283069	1.393556
5590	-3547527	-3547554	26.70022	0.00219796	0.00179167	0.021405	0.00426494	0.0993971	0.034098	0.0114505	0.0881754	0.0508013	0.00837246	0.162376	0.003936	0.00177331	0.0176416	0.646159	0.0154575	0.0132185	0.0055561	0.00539424	0.00831148	0.0278328	0.112235	0.0075515	0.00589606	0.00666077	0.0184772	0.00891143	0.00661574	5.13784e-06	0.270831	0	0.229108	0.229708	0	0.270353	0.270831	0.229108	0.229708	0.270353	0.283105	0.216311	0.216814	0.28377	1.395964
5600	-3547529	-3547556	26.71229	0.00211481	0.00196776	0.0209138	0.00447621	0.0997385	0.0337999	0.0112287	0.0877765	0.0506227	0.00865438	0.162512	0.00367619	0.00184461	0.0178769	0.645992	0.0153072	0.0132097	0.00557753	0.0053145	0.00826473	0.0269411	0.11242	0.00772529	0.00580555	0.00683556	0.0185884	0.0088419	0.00670715	2.3821e-05	0.270831	0	0.229108	0.229708	0	0.270353	0.270831	0.229108	0.229708	0.270353	0.283171	0.216127	0.216865	0.283837	1.394757
5610	-3547529	-3547555	26.69947	0.00234634	0.00185889	0.0213024	0.00421131	0.0992626	0.0339636	0.011417	0.0888869	0.050258	0.00857468	0.162241	0.0037334	0.00181615	0.0177349	0.646459	0.0153894	0.0132275	0.00552029	0.00529604	0.00830444	0.0279172	0.111628	0.00755821	0.00578072	0.00669071	0.0188134	0.0089592	0.00688033	6.93183e-06	0.270831	0	0.229108	0.229708	0	0.270353	0.270831	0.229108	0.229708	0.270353	0.283171	0.216127	0.216865	0.283837	1.396039
5620	-3547524	-3547550	26.71186	0.00224687	0.0019779	0.0207139	0.00438948	0.0992398	0.0335974	0.0115575	0.0891695	0.050258	0.00861296	0.162561	0.0038331	0.00189055	0.0172375	0.646347	0.0151762	0.0130859	0.00530581	0.00528635	0.00813514	0.0276781	0.112087	0.00760968	0.00582387	0.00687208	0.0182535	0.00901931	0.00683246	1.98985e-06	0.270955	0	0.229212	0.228929	0	0.270904	0.270955	0.229212	0.228929	0.270904	0.283171	0.216127	0.216865	0.283837	1.3948
5630	-3547535	-3547562	26.73355	0.00198935	0.00182511	0.0204915	0.00447816	0.0988344	0.0343362	0.0116715	0.088425	0.0501188	0.00846224	0.162928	0.00389976	0.00185662	0.017559	0.644129	0.0152876	0.0128457	0.00543835	0.00526925	0.00833844	0.027624	0.11277	0.00748699	0.00589871	0.00678483	0.0184667	0.0088648	0.00654096	9.84213e-06	0.270869	0	0.229457	0.228856	0	0.270818	0.270869	0.229457	0.228856	0.270818	0.283171	0.216127	0.216865	0.283837	1.392631
5640	-3547536	-3547563	26.69699	0.00199112	0.00192129	0.0213017	0.00445071	0.0995781	0.0340528	0.011496	0.0880887	0.051121	0.00859064	0.161538	0.00389237	0.001867	0.0175031	0.647251	0.0157013	0.0133926	0.00569937	0.00522189	0.00806589	0.0274708	0.111826	0.00758919	0.00591736	0.00668491	0.0184865	0.00880165	0.00676623	2.00489e-05	0.270325	0	0.229143	0.230084	0	0.270448	0.270325	0.229143	0.230084	0.270448	0.282924	0.215938	0.216676	0.284462	1.396287
5650	-3547529	-3547556	26.76094	0.00214056	0.00181994	0.020876	0.00427078	0.0994023	0.0337564	0.0112755	0.0883416	0.0506499	0.00873237	0.160686	0.00371537	0.00185488	0.0175925	0.643601	0.0156247	0.0130414	0.00538729	0.00530751	0.0083106	0.0273346	0.111826	0.00770192	0.00587469	0.0067735	0.0183008	0.00895943	0.00673235	2.93405e-06	0.270758	0	0.229648	0.22855	0	0.271044	0.270758	0.229648	0.22855	0.271044	0.282873	0.21632	0.216396	0.284411	1.389892
5660	-3547533	-3547559	26.72847	0.00220716	0.00183196	0.0209387	0.00462695	0.0991739	0.0342231	0.0114539	0.0884289	0.0497223	0.00881986	0.1619	0.00372457	0.00187432	0.0172688	0.644933	0.0154232	0.0130852	0.0053399	0.00526442	0.00822326	0.027743	0.112168	0.00793194	0.0058449	0.00702395	0.0184844	0.00891155	0.00656302	4.52499e-06	0.271902	0	0.229378	0.228861	0	0.269859	0.271902	0.229378	0.228861	0.269859	0.282873	0.21632	0.216396	0.284411	1.393139
5670	-3547530	-3547557	26.72356	0.00217473	0.0018738	0.0210608	0.00441118	0.0994523	0.0333	0.0115645	0.08932	0.0504962	0.00831118	0.16151	0.00377943	0.00189246	0.0176508	0.646006	0.0154232	0.0128187	0.00537768	0.00534422	0.00793635	0.0275449	0.111563	0.00761391	0.00578843	0.00681342	0.0185192	0.00912484	0.00695436	4.04504e-06	0.272027	0	0.228866	0.229125	0	0.269983	0.272027	0.228866	0.229125	0.269983	0.28292	0.216356	0.216267	0.284457	1.39363
5680	-3547529	-3547556	26.70743	0.00220705	0.00174027	0.020845	0.00452119	0.0986362	0.0340913	0.0115026	0.0887441	0.050004	0.00845284	0.162308	0.00378456	0.00181194	0.0177572	0.647463	0.015289	0.0131089	0.00561311	0.00547759	0.00803045	0.027153	0.111844	0.00775822	0.00600134	0.00659799	0.0186062	0.00896018	0.00693001	4.00946e-06	0.272083	0	0.228706	0.229172	0	0.270039	0.272083	0.228706	0.229172	0.270039	0.28292	0.216356	0.216267	0.284457	1.395243
