
RevBayes version (1.1.1)
Build from development (rapture-649-g20534c) on Sun Apr 18 13:22:17 CDT 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("scripts/combined_evidence_fbd_clean.Rev")
   Processing file "scripts/combined_evidence_fbd_clean.Rev"
   Successfully read one character matrix from file 'data/nuclear.nex'
   Successfully read one character matrix from file 'data/morpho_clean.nex'
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   WARNING: There are 18 characters incompatible with the specified coding bias. These characters will be excluded.
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_minicephalus[&index=23]:6.491439,Urocyon_...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_cinereoargenteus[&index=23]:9.153915,Uroc...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   (Urocyon_webbi[&index=23]:18.355508,((Urocyon_minic...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_webbi[&index=23]:5.030323,Urocyon_cinereo...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_cinereoargenteus[&index=23]:15.518183,Uro...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_minicephalus[&index=23]:13.556674,Urocyon...

   Drawing new initial states ...

   Running MCMC simulation
   This simulation runs 2 independent replicates.
   The simulator uses 296 different moves in a random move schedule with 346.767 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
16000       |   -2.54834e+06   |   -2.54848e+06   |        138.273   |       23.44218   |       23.44218   |       28.68498   |   02:25:11   |   42:57:00   |
17000       |   -2.54835e+06   |   -2.54848e+06   |        128.072   |       23.14041   |       23.14041   |       26.78722   |   02:33:54   |   42:41:58   |
18000       |   -2.54737e+06   |   -2.54749e+06   |        119.286   |       23.47408   |       23.47408   |       29.16836   |   02:42:42   |   42:28:58   |
19000       |   -2.54737e+06   |   -2.54749e+06   |        122.813   |       23.66826   |       23.66826   |       29.81414   |   02:51:30   |   42:16:23   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
20000       |   -2.54731e+06   |   -2.54747e+06   |         161.23   |       23.43937   |       23.43937   |       25.12383   |   03:00:18   |   42:04:12   |
21000       |   -2.54733e+06   |   -2.54748e+06   |        154.036   |       23.35811   |       23.35811   |       27.02379   |   03:09:11   |   41:53:26   |
22000       |   -2.54733e+06   |   -2.54747e+06   |        147.057   |        23.2782   |        23.2782   |       27.02037   |   03:18:09   |   41:43:53   |
23000       |   -2.54734e+06   |   -2.54749e+06   |        142.702   |       23.31316   |       23.31316   |       28.99437   |   03:27:08   |   41:34:36   |
24000       |   -2.54733e+06   |   -2.54748e+06   |        150.931   |       23.39899   |       23.39899   |       29.53987   |   03:35:57   |   41:23:25   |
25000       |   -2.54734e+06   |   -2.54748e+06   |        136.656   |       23.24304   |       23.24304   |       27.71764   |   03:44:35   |   41:10:25   |
26000       |   -2.54732e+06   |   -2.54746e+06   |          147.7   |       23.28347   |       23.28347   |        25.1785   |   03:53:28   |   41:00:22   |
27000       |    -2.5473e+06   |   -2.54747e+06   |        170.807   |       23.09653   |       23.09653   |       29.05655   |   04:02:29   |   40:51:46   |
28000       |   -2.54733e+06   |   -2.54747e+06   |        137.568   |       23.09658   |       23.09658   |       26.31983   |   04:11:24   |   40:42:10   |
29000       |   -2.54733e+06   |   -2.54747e+06   |        141.165   |       22.87107   |       22.87107   |       27.06292   |   04:20:23   |   40:33:14   |
30000       |   -2.54731e+06   |   -2.54747e+06   |        158.817   |       22.97361   |       22.97361   |       25.35548   |   04:29:32   |   40:25:48   |
31000       |   -2.54731e+06   |   -2.54747e+06   |        159.363   |       23.03551   |       23.03551   |       27.83037   |   04:38:59   |   40:20:51   |
32000       |   -2.54731e+06   |   -2.54747e+06   |        155.805   |       23.17223   |       23.17223   |       27.51444   |   04:48:31   |   40:16:19   |
33000       |   -2.54731e+06   |   -2.54746e+06   |        153.301   |       23.13656   |       23.13656   |       29.90672   |   04:58:05   |   40:11:45   |
34000       |   -2.54729e+06   |   -2.54748e+06   |        192.421   |       23.26979   |       23.26979   |       28.41987   |   05:07:28   |   40:05:28   |
35000       |   -2.54733e+06   |   -2.54747e+06   |        134.866   |       22.97364   |       22.97364   |       24.30087   |   05:16:54   |   39:59:23   |
36000       |   -2.54733e+06   |   -2.54748e+06   |        143.495   |        22.7641   |        22.7641   |       25.54931   |   05:26:17   |   39:52:44   |
37000       |   -2.54622e+06   |   -2.54635e+06   |        130.467   |       22.98351   |        22.4343   |       24.43734   |   05:35:50   |   39:47:08   |
38000       |    -2.5462e+06   |   -2.54635e+06   |         154.55   |       23.14675   |       22.39341   |       25.65913   |   05:45:18   |   39:40:45   |
39000       |   -2.54618e+06   |   -2.54634e+06   |        153.154   |       23.31846   |       22.40674   |        25.4044   |   05:55:07   |   39:36:33   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
40000       |   -2.54618e+06   |   -2.54634e+06   |        156.405   |       23.43152   |       22.42102   |       27.17346   |   06:05:16   |   39:34:14   |
41000       |   -2.54613e+06   |   -2.54633e+06   |        193.371   |       23.34509   |       22.41997   |        26.8252   |   06:15:16   |   39:30:35   |
42000       |   -2.54617e+06   |   -2.54633e+06   |        166.884   |       23.25116   |       22.40064   |       27.82436   |   06:25:32   |   39:28:16   |
43000       |   -2.54618e+06   |   -2.54634e+06   |        163.242   |       23.07258   |       22.44679   |       27.20899   |   06:35:48   |   39:25:35   |
44000       |   -2.54618e+06   |   -2.54633e+06   |        152.091   |       23.07966   |       22.42695   |       28.49103   |   06:46:06   |   39:22:45   |
45000       |   -2.54615e+06   |   -2.54633e+06   |        187.517   |       23.06529   |       22.53185   |       29.37766   |   06:56:18   |   39:19:02   |
46000       |   -2.54617e+06   |   -2.54633e+06   |        162.391   |       23.06933   |       22.50269   |       29.76867   |   07:06:33   |   39:15:17   |
47000       |    -2.5462e+06   |   -2.54634e+06   |        134.878   |       23.07173   |       22.61654   |       27.81222   |   07:16:30   |   39:09:40   |
48000       |   -2.54617e+06   |   -2.54633e+06   |        162.841   |       23.20704   |       22.61172   |       27.77498   |   07:27:08   |   39:07:27   |
49000       |   -2.54619e+06   |   -2.54635e+06   |        157.558   |       23.09499   |       22.64331   |        29.0333   |   07:37:17   |   39:02:24   |
50000       |    -2.5462e+06   |   -2.54635e+06   |        146.587   |       23.05575   |          22.59   |       27.81743   |   07:47:02   |   38:55:10   |
51000       |   -2.54617e+06   |   -2.54633e+06   |        163.192   |       23.07474   |       22.54183   |       29.81219   |   07:56:44   |   38:47:34   |
52000       |   -2.54616e+06   |   -2.54633e+06   |        173.776   |       23.15936   |       22.56157   |       27.18559   |   08:06:33   |   38:40:28   |
53000       |   -2.54617e+06   |   -2.54633e+06   |        165.672   |       23.13677   |       22.60798   |       27.61191   |   08:16:17   |   38:32:52   |
54000       |   -2.54616e+06   |   -2.54634e+06   |        178.607   |       23.11966   |       22.70595   |       29.71423   |   08:25:58   |   38:24:57   |
55000       |   -2.54616e+06   |   -2.54634e+06   |        181.594   |       23.20032   |       22.68705   |       27.40366   |   08:35:50   |   38:17:48   |
56000       |   -2.54615e+06   |   -2.54634e+06   |        186.151   |       23.25971   |       22.62698   |       26.86959   |   08:45:25   |   38:09:18   |
57000       |    -2.5462e+06   |   -2.54634e+06   |        142.196   |       23.18547   |       22.73944   |       29.14611   |   08:55:19   |   38:02:08   |
58000       |   -2.54617e+06   |   -2.54633e+06   |        162.801   |       23.15212   |       22.69603   |       29.14761   |   09:05:27   |   37:55:50   |
59000       |   -2.54617e+06   |   -2.54633e+06   |        154.165   |        23.1367   |        22.7709   |        29.2709   |   09:15:05   |   37:47:22   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
60000       |   -2.54618e+06   |   -2.54634e+06   |        160.385   |       23.14418   |       22.79559   |       28.27488   |   09:24:38   |   37:38:32   |
61000       |   -2.54617e+06   |   -2.54633e+06   |        161.122   |       23.14934   |       22.74119   |       29.66863   |   09:34:12   |   37:29:44   |
62000       |   -2.54619e+06   |   -2.54634e+06   |        152.082   |        23.1597   |       22.67917   |       28.24586   |   09:43:50   |   37:21:10   |
63000       |   -2.54618e+06   |   -2.54634e+06   |        153.181   |       23.21058   |       22.76132   |       28.93969   |   09:53:32   |   37:12:48   |
64000       |   -2.54617e+06   |   -2.54634e+06   |        174.544   |       23.20363   |       22.56554   |       27.90628   |   10:03:28   |   37:05:17   |
65000       |   -2.54618e+06   |   -2.54634e+06   |        165.393   |       23.29933   |       22.52639   |       27.81189   |   10:12:59   |   36:56:10   |
66000       |    -2.5462e+06   |   -2.54634e+06   |        146.953   |       23.33454   |       22.42079   |        25.1989   |   10:22:46   |   36:47:59   |
67000       |   -2.54618e+06   |   -2.54633e+06   |        146.837   |       23.31852   |       22.34469   |       28.20256   |   10:32:26   |   36:39:21   |
68000       |   -2.54617e+06   |   -2.54633e+06   |        155.028   |       23.74511   |       22.54842   |       28.35834   |   10:41:52   |   36:29:53   |
69000       |   -2.54621e+06   |   -2.54635e+06   |        139.185   |       23.37556   |        22.1613   |       25.15514   |   10:51:17   |   36:20:23   |
70000       |   -2.54616e+06   |   -2.54633e+06   |        173.088   |       23.48141   |       22.27927   |       26.45112   |   11:00:52   |   36:11:25   |
71000       |   -2.54615e+06   |   -2.54633e+06   |        182.691   |       23.42689   |       22.46066   |       29.60767   |   11:10:47   |   36:03:30   |
72000       |   -2.54619e+06   |   -2.54634e+06   |         147.78   |       23.46893   |       22.32341   |       28.06177   |   11:20:45   |   35:55:42   |
73000       |   -2.54618e+06   |   -2.54634e+06   |        155.561   |       23.57784   |       22.21509   |       28.09788   |   11:30:24   |   35:46:51   |
74000       |    -2.5462e+06   |   -2.54634e+06   |         143.65   |       23.65454   |       21.93934   |       29.37305   |   11:40:18   |   35:38:45   |
75000       |   -2.54616e+06   |   -2.54633e+06   |        169.045   |       23.98737   |       21.80881   |       25.75625   |   11:49:36   |   35:28:48   |
76000       |   -2.54617e+06   |   -2.54634e+06   |        167.065   |       24.54109   |       21.78442   |       28.69451   |   11:59:21   |   35:20:11   |
77000       |   -2.54618e+06   |   -2.54634e+06   |        155.552   |       23.88369   |       21.79359   |       28.87759   |   12:08:51   |   35:10:49   |
78000       |   -2.54616e+06   |   -2.54635e+06   |         184.82   |       23.79341   |       21.92459   |       28.74477   |   12:18:28   |   35:01:47   |
79000       |   -2.54618e+06   |   -2.54634e+06   |        165.786   |       24.15146   |        21.7258   |       29.60243   |   12:28:07   |   34:52:49   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
80000       |   -2.54621e+06   |   -2.54634e+06   |        130.887   |       23.76013   |        21.6186   |       26.86845   |   12:37:52   |   34:44:08   |
81000       |   -2.54616e+06   |   -2.54633e+06   |        173.933   |       24.05996   |       21.51094   |       28.83759   |   12:47:53   |   34:36:07   |
82000       |   -2.54617e+06   |   -2.54633e+06   |        161.655   |        24.3798   |       21.63452   |       29.15922   |   12:58:38   |   34:30:01   |
83000       |   -2.54619e+06   |   -2.54634e+06   |         146.38   |       25.04502   |       21.61161   |       28.14839   |   13:08:24   |   34:21:14   |
84000       |   -2.54618e+06   |   -2.54634e+06   |        159.588   |       26.65629   |       21.51681   |       29.48495   |   13:18:03   |   34:12:07   |
85000       |   -2.54616e+06   |   -2.54633e+06   |        170.551   |       25.48035   |       21.60881   |       28.64502   |   13:27:40   |   34:02:55   |
86000       |   -2.54617e+06   |   -2.54634e+06   |        166.945   |       25.11709   |       21.50995   |       28.33525   |   13:37:15   |   33:53:37   |
87000       |   -2.54619e+06   |   -2.54634e+06   |        147.842   |       25.40735   |        21.4389   |       29.34637   |   13:46:49   |   33:44:16   |
88000       |   -2.54617e+06   |   -2.54634e+06   |        173.395   |       25.67675   |       21.49736   |       26.22549   |   13:56:40   |   33:35:36   |
89000       |   -2.54615e+06   |   -2.54633e+06   |        185.432   |       26.56308   |       21.70966   |        28.0044   |   14:06:20   |   33:26:28   |
90000       |   -2.54616e+06   |   -2.54633e+06   |          177.4   |       25.66251   |       21.72649   |       27.01676   |   14:15:55   |   33:17:08   |
91000       |   -2.54616e+06   |   -2.54633e+06   |        169.121   |       25.16961   |       21.94269   |       28.29269   |   14:25:44   |   33:08:19   |
92000       |   -2.54616e+06   |   -2.54634e+06   |        180.883   |       25.76292   |       22.00477   |       29.81257   |   14:35:23   |   32:59:07   |
93000       |   -2.54618e+06   |   -2.54635e+06   |        162.005   |       24.58469   |       22.03768   |       28.40663   |   14:44:56   |   32:49:41   |
94000       |   -2.54618e+06   |   -2.54634e+06   |         167.41   |       24.31015   |       22.06692   |       28.56163   |   14:54:26   |   32:40:08   |
95000       |   -2.54618e+06   |   -2.54634e+06   |        153.598   |       23.97348   |       21.97658   |        29.9753   |   15:03:57   |   32:30:37   |
96000       |   -2.54618e+06   |   -2.54633e+06   |        151.092   |       24.51184   |       21.98843   |       26.16476   |   15:13:22   |   32:20:54   |
97000       |   -2.54619e+06   |   -2.54634e+06   |        148.123   |       24.46373   |       22.00825   |       27.54333   |   15:22:41   |   32:10:58   |
98000       |   -2.54618e+06   |   -2.54634e+06   |        160.866   |       24.59439   |       22.01187   |       29.43458   |   15:32:04   |   32:01:11   |
99000       |   -2.54616e+06   |   -2.54634e+06   |        182.441   |       23.68967   |       22.06662   |       27.79288   |   15:41:22   |   31:51:15   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
100000      |   -2.54617e+06   |   -2.54635e+06   |        178.266   |       23.57725   |       22.02531   |       29.82855   |   15:50:48   |   31:41:36   |
101000      |   -2.54615e+06   |   -2.54634e+06   |         187.49   |       23.99065   |       21.97958   |        28.2331   |   16:00:14   |   31:31:56   |
102000      |   -2.54617e+06   |   -2.54634e+06   |        168.295   |       25.47545   |       22.00613   |       28.31627   |   16:09:46   |   31:22:29   |
103000      |   -2.54616e+06   |   -2.54634e+06   |        181.044   |       25.00954   |       21.93169   |       28.07729   |   16:19:35   |   31:13:34   |
104000      |   -2.54617e+06   |   -2.54634e+06   |        169.751   |       26.38083   |       22.03982   |       29.90655   |   16:29:15   |   31:04:21   |
105000      |   -2.54618e+06   |   -2.54634e+06   |        159.369   |        26.6591   |       21.95758   |       29.21768   |   16:38:55   |   30:55:07   |
106000      |   -2.54617e+06   |   -2.54633e+06   |        159.011   |       25.59831   |       21.89344   |       29.18615   |   16:48:35   |   30:45:53   |
107000      |   -2.54617e+06   |   -2.54634e+06   |        164.777   |       25.94473   |       21.80105   |       28.49524   |   16:58:13   |   30:36:35   |
108000      |   -2.54621e+06   |   -2.54634e+06   |        136.825   |        26.0625   |       21.81835   |        27.9615   |   17:07:55   |   30:27:24   |
109000      |   -2.54618e+06   |   -2.54634e+06   |         165.95   |       26.70934   |       21.82262   |       27.02669   |   17:17:20   |   30:17:42   |
110000      |   -2.54619e+06   |   -2.54634e+06   |        153.945   |       25.07566   |       21.78539   |        28.3612   |   17:26:54   |   30:08:16   |
111000      |   -2.54616e+06   |   -2.54634e+06   |        176.406   |       25.29387   |       21.75346   |       28.32227   |   17:36:32   |   29:58:57   |
112000      |   -2.54616e+06   |   -2.54635e+06   |        185.837   |       24.88366   |       21.75867   |       28.17582   |   17:46:21   |   29:49:56   |
113000      |   -2.54617e+06   |   -2.54634e+06   |        162.893   |       25.04661   |       21.89837   |       27.60647   |   17:56:12   |   29:40:58   |
114000      |   -2.54617e+06   |   -2.54633e+06   |        165.884   |       25.29704   |       22.06339   |       27.49219   |   18:06:06   |   29:32:03   |
115000      |   -2.54617e+06   |   -2.54636e+06   |        183.796   |       25.57399   |       22.31124   |       27.14167   |   18:16:02   |   29:23:11   |
116000      |   -2.54619e+06   |   -2.54635e+06   |        156.626   |       25.54587   |       22.34877   |       26.73502   |   18:25:31   |   29:13:34   |
117000      |   -2.54617e+06   |   -2.54634e+06   |        173.972   |       25.12137   |       22.44293   |        26.3734   |   18:34:58   |   29:03:55   |
118000      |   -2.54619e+06   |   -2.54635e+06   |        163.053   |        25.2272   |        22.6486   |       27.58031   |   18:44:45   |   28:54:47   |
119000      |    -2.5462e+06   |   -2.54635e+06   |        151.771   |        24.9184   |       22.87733   |       26.61661   |   18:54:46   |   28:45:59   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
120000      |   -2.54618e+06   |   -2.54633e+06   |         158.08   |        24.6186   |       22.93561   |       29.86068   |   19:04:28   |   28:36:42   |
121000      |   -2.54622e+06   |   -2.54634e+06   |        116.947   |       24.04559   |       22.97838   |       27.00676   |   19:14:11   |   28:27:25   |
122000      |   -2.54619e+06   |   -2.54635e+06   |        151.357   |        24.1783   |       23.00034   |       29.90183   |   19:24:00   |   28:18:17   |
123000      |   -2.54618e+06   |   -2.54634e+06   |        161.649   |       24.16277   |       23.06919   |       29.63653   |   19:34:05   |   28:09:32   |
124000      |   -2.54614e+06   |   -2.54633e+06   |        187.398   |       24.16113   |       22.98509   |       26.98654   |   19:43:51   |   28:00:18   |
125000      |   -2.54618e+06   |   -2.54633e+06   |        148.194   |       23.99357   |       22.89266   |       29.81464   |   19:53:39   |   27:51:06   |
126000      |   -2.54617e+06   |   -2.54634e+06   |        167.632   |       24.44968   |       22.84883   |       28.33181   |   20:03:48   |   27:42:23   |
127000      |   -2.54619e+06   |   -2.54634e+06   |        153.636   |       24.09537   |       22.89855   |       28.37569   |   20:13:44   |   27:33:21   |
128000      |   -2.54616e+06   |   -2.54633e+06   |        166.359   |       24.25099   |       22.85914   |         28.148   |   20:23:47   |   27:24:27   |
129000      |   -2.54617e+06   |   -2.54633e+06   |        161.361   |       24.47491   |       22.93601   |       28.60782   |   20:33:27   |   27:15:02   |
130000      |   -2.54617e+06   |   -2.54634e+06   |         170.59   |       24.97741   |       22.90841   |       28.22927   |   20:43:58   |   27:06:43   |
131000      |   -2.54619e+06   |   -2.54634e+06   |         147.23   |       25.80177   |       22.62581   |       29.12393   |   20:53:27   |   26:57:02   |
132000      |    -2.5462e+06   |   -2.54634e+06   |        144.567   |       25.68061   |        22.7403   |       28.04939   |   21:02:58   |   26:47:24   |
133000      |   -2.54617e+06   |   -2.54633e+06   |        164.296   |        25.2483   |       22.76435   |       29.10135   |   21:12:36   |   26:37:55   |
134000      |   -2.54617e+06   |   -2.54633e+06   |        165.128   |       26.31584   |       22.78731   |       29.37915   |   21:22:31   |   26:28:47   |
135000      |    -2.5462e+06   |   -2.54635e+06   |        151.828   |       25.70337   |       22.67293   |       29.66206   |   21:32:16   |   26:19:26   |
136000      |   -2.54617e+06   |   -2.54633e+06   |        158.612   |       25.06477   |       22.46879   |       28.75981   |   21:41:57   |   26:09:59   |
137000      |   -2.54617e+06   |   -2.54633e+06   |        164.115   |       25.71584   |       22.41043   |       29.69171   |   21:51:24   |   26:00:16   |
138000      |   -2.54617e+06   |   -2.54634e+06   |         170.64   |       26.25205   |       22.12389   |       29.59563   |   22:00:51   |   25:50:33   |
139000      |   -2.54619e+06   |   -2.54635e+06   |         159.79   |        26.7728   |       22.24869   |       29.02708   |   22:10:40   |   25:41:16   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
140000      |   -2.54617e+06   |   -2.54634e+06   |        170.645   |       28.24939   |       22.20674   |       29.00514   |   22:20:57   |   25:32:30   |
141000      |   -2.54618e+06   |   -2.54633e+06   |          154.6   |       26.89521   |       22.53155   |        29.1678   |   22:30:58   |   25:23:25   |
142000      |   -2.54616e+06   |   -2.54633e+06   |        176.727   |       26.07727   |       22.40107   |       29.21381   |   22:40:36   |   25:13:54   |
143000      |   -2.54616e+06   |   -2.54634e+06   |        171.506   |       27.00511   |       22.40789   |       28.30435   |   22:50:24   |   25:04:33   |
144000      |   -2.54617e+06   |   -2.54634e+06   |        164.195   |       26.20082   |       22.70212   |       28.49394   |   22:59:58   |   24:54:57   |
145000      |   -2.54616e+06   |   -2.54633e+06   |        171.604   |       26.04717   |       23.24977   |       26.69047   |   23:09:07   |   24:44:55   |
146000      |   -2.54619e+06   |   -2.54634e+06   |        153.405   |       25.67826   |        23.2161   |       28.49914   |   23:18:19   |   24:34:56   |
147000      |   -2.54617e+06   |   -2.54635e+06   |        178.197   |       25.06162   |        23.4041   |       28.40774   |   23:28:08   |   24:25:36   |
148000      |   -2.54617e+06   |   -2.54635e+06   |        171.436   |       25.48634   |       23.56256   |       29.03923   |   23:37:44   |   24:16:03   |
149000      |   -2.54618e+06   |   -2.54634e+06   |        155.261   |       25.13168   |        23.9985   |       29.73086   |   23:47:24   |   24:06:33   |
150000      |   -2.54616e+06   |   -2.54633e+06   |        169.352   |       25.02722   |       23.79218   |       28.24828   |   23:56:59   |   23:56:59   |
151000      |   -2.54618e+06   |   -2.54634e+06   |        158.533   |       24.68542   |        23.7609   |       28.79613   |   24:06:33   |   23:47:23   |
152000      |   -2.54618e+06   |   -2.54633e+06   |        150.721   |       24.92524   |       23.95335   |       29.33736   |   24:16:17   |   23:37:57   |
153000      |   -2.54619e+06   |   -2.54634e+06   |        148.419   |       24.86202   |       23.80474   |       28.30113   |   24:26:25   |   23:28:54   |
154000      |   -2.54615e+06   |   -2.54635e+06   |        200.614   |       24.95165   |       23.76634   |       28.86403   |   24:36:15   |   23:19:33   |
155000      |   -2.54617e+06   |   -2.54634e+06   |        170.965   |       24.97626   |       23.63814   |       27.22302   |   24:45:42   |   23:09:50   |
156000      |    -2.5462e+06   |   -2.54635e+06   |        150.229   |       24.70006   |       23.62269   |       27.04964   |   24:55:25   |   23:00:23   |
157000      |   -2.54619e+06   |   -2.54634e+06   |        153.811   |       24.86502   |       23.72864   |       27.06964   |   25:04:56   |   22:50:44   |
158000      |   -2.54619e+06   |   -2.54635e+06   |        152.346   |        24.7222   |       23.67882   |       27.29902   |   25:14:44   |   22:41:20   |
159000      |   -2.54619e+06   |   -2.54634e+06   |        148.927   |       24.35966   |       23.72455   |       27.81489   |   25:24:13   |   22:31:39   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
160000      |   -2.54616e+06   |   -2.54634e+06   |        172.811   |       24.31826   |       23.71226   |       25.42703   |   25:33:57   |   22:22:12   |
161000      |    -2.5462e+06   |   -2.54634e+06   |        143.892   |        24.5391   |       23.64017   |       29.51741   |   25:44:09   |   22:13:08   |
162000      |   -2.54617e+06   |   -2.54633e+06   |        156.828   |       24.42452   |       23.66726   |       29.30294   |   25:54:24   |   22:04:07   |
163000      |   -2.54617e+06   |   -2.54633e+06   |        166.286   |       24.36711   |       23.67459   |       26.46262   |   26:04:17   |   21:54:45   |
