
RevBayes version (1.1.1)
Build from development (rapture-649-g20534c) on Sun Apr 18 13:22:17 CDT 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("scripts/combined_evidence_fbd_clean.Rev")
   Processing file "scripts/combined_evidence_fbd_clean.Rev"
   Successfully read one character matrix from file 'data/nuclear.nex'
   Successfully read one character matrix from file 'data/morpho_clean.nex'
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   WARNING: There are 18 characters incompatible with the specified coding bias. These characters will be excluded.
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_minicephalus[&index=23]:6.491439,Urocyon_...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_cinereoargenteus[&index=23]:9.153915,Uroc...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   (Urocyon_webbi[&index=23]:18.355508,((Urocyon_minic...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_webbi[&index=23]:5.030323,Urocyon_cinereo...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_cinereoargenteus[&index=23]:15.518183,Uro...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_minicephalus[&index=23]:13.556674,Urocyon...

   Drawing new initial states ...

   Running MCMC simulation
   This simulation runs 2 independent replicates.
   The simulator uses 296 different moves in a random move schedule with 346.767 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
164000      |   -2.54618e+06   |   -2.54634e+06   |        162.588   |       24.39216   |       23.59978   |       27.95677   |   26:14:37   |   21:45:46   |
165000      |   -2.54616e+06   |   -2.54633e+06   |        172.824   |       24.42904   |       23.47399   |       27.93436   |   26:24:26   |   21:36:21   |
166000      |   -2.54619e+06   |   -2.54635e+06   |         165.72   |       24.37991   |       23.54097   |       27.11992   |   26:33:58   |   21:26:41   |
167000      |   -2.54615e+06   |   -2.54634e+06   |         187.79   |        24.8011   |       23.44791   |       26.66445   |   26:43:40   |   21:17:10   |
168000      |    -2.5462e+06   |   -2.54635e+06   |        143.531   |       24.36139   |       23.47541   |       29.86425   |   26:53:45   |   21:07:56   |
169000      |   -2.54618e+06   |   -2.54635e+06   |        169.814   |       24.49318   |       23.48631   |       26.53067   |   27:03:42   |   20:58:36   |
170000      |   -2.54617e+06   |   -2.54634e+06   |        169.667   |       24.35382   |       23.23302   |       25.91099   |   27:13:29   |   20:49:08   |
171000      |   -2.54617e+06   |   -2.54633e+06   |        161.076   |       24.63459   |        23.4098   |       27.87724   |   27:23:08   |   20:39:33   |
172000      |   -2.54619e+06   |   -2.54634e+06   |         153.19   |       25.14128   |       23.24606   |       27.58736   |   27:32:41   |   20:29:54   |
173000      |   -2.54618e+06   |   -2.54636e+06   |        179.874   |       25.38383   |       23.04209   |       28.36345   |   27:42:14   |   20:20:15   |
174000      |   -2.54617e+06   |   -2.54634e+06   |        165.716   |       26.30911   |         23.363   |       29.47873   |   27:51:54   |   20:10:41   |
175000      |   -2.54617e+06   |   -2.54635e+06   |        175.523   |       26.59627   |       23.25015   |        27.4342   |   28:01:31   |   20:01:05   |
176000      |   -2.54617e+06   |   -2.54635e+06   |        174.475   |       25.97631   |       22.66918   |       29.05019   |   28:11:35   |   19:51:47   |
177000      |   -2.54615e+06   |   -2.54634e+06   |        188.403   |       26.00856   |       23.06944   |       28.92591   |   28:21:23   |   19:42:19   |
178000      |   -2.54618e+06   |   -2.54635e+06   |        177.307   |       27.35035   |       22.29709   |       28.40071   |   28:31:10   |   19:32:49   |
179000      |   -2.54617e+06   |   -2.54634e+06   |        169.861   |       27.46387   |       22.40232   |       28.47875   |   28:40:58   |   19:23:20   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
180000      |   -2.54618e+06   |   -2.54634e+06   |        167.733   |       26.96541   |       21.43417   |       27.52628   |   28:50:51   |   19:13:54   |
181000      |   -2.54619e+06   |   -2.54635e+06   |         162.87   |       26.11446   |       21.87558   |       29.79027   |   29:00:22   |   19:04:13   |
182000      |   -2.54617e+06   |   -2.54634e+06   |        166.268   |       25.74476   |        22.6427   |       28.07139   |   29:09:46   |   18:54:27   |
183000      |   -2.54618e+06   |   -2.54634e+06   |        160.968   |        25.1231   |       22.37018   |       27.23215   |   29:19:18   |   18:44:47   |
184000      |   -2.54616e+06   |   -2.54634e+06   |        180.493   |       25.17198   |       21.98613   |       29.84576   |   29:28:53   |   18:35:09   |
185000      |   -2.54618e+06   |   -2.54634e+06   |        162.384   |       25.28162   |       22.16784   |       29.55671   |   29:38:37   |   18:25:37   |
186000      |   -2.54618e+06   |   -2.54633e+06   |        151.966   |       24.78595   |       21.70694   |       28.58259   |   29:48:16   |   18:16:02   |
187000      |   -2.54619e+06   |   -2.54634e+06   |        156.124   |       26.11655   |       21.15134   |       28.41325   |   29:58:11   |   18:06:36   |
188000      |   -2.54616e+06   |   -2.54634e+06   |        177.847   |       25.73678   |       20.84093   |        29.2302   |   30:07:45   |   17:56:57   |
189000      |   -2.54619e+06   |   -2.54635e+06   |        168.684   |       26.44491   |       21.42299   |       29.98291   |   30:17:19   |   17:47:18   |
190000      |    -2.5462e+06   |   -2.54635e+06   |        146.212   |       25.52387   |       20.97105   |       29.86023   |   30:26:33   |   17:37:28   |
191000      |    -2.5462e+06   |   -2.54636e+06   |        161.689   |       25.95565   |       20.45548   |        29.1286   |   30:35:58   |   17:27:45   |
192000      |    -2.5462e+06   |   -2.54636e+06   |         156.52   |       26.15336   |       20.54152   |        27.8877   |   30:45:17   |   17:17:58   |
193000      |   -2.54617e+06   |   -2.54634e+06   |        170.248   |       25.54344   |       19.95866   |       29.35604   |   30:54:30   |   17:08:08   |
194000      |    -2.5462e+06   |   -2.54635e+06   |        147.365   |       25.69085   |       19.51721   |       29.23597   |   31:03:46   |   16:58:20   |
195000      |    -2.5462e+06   |   -2.54636e+06   |        155.152   |       22.99652   |       19.44502   |       29.15247   |   31:13:08   |   16:48:36   |
196000      |   -2.54617e+06   |   -2.54634e+06   |        164.613   |       23.63243   |       19.83334   |       27.39702   |   31:22:51   |   16:39:03   |
197000      |   -2.54617e+06   |   -2.54634e+06   |        167.896   |       23.16602   |         20.249   |       24.99615   |   31:32:13   |   16:29:19   |
198000      |   -2.54617e+06   |   -2.54634e+06   |         170.45   |       23.53224   |       20.17927   |       29.43372   |   31:41:49   |   16:19:43   |
199000      |   -2.54617e+06   |   -2.54635e+06   |        179.721   |       23.53133   |       19.97863   |       24.72728   |   31:51:22   |   16:10:05   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
200000      |   -2.54618e+06   |   -2.54634e+06   |        153.279   |       22.70372   |       20.39138   |       27.39441   |   32:00:42   |   16:00:21   |
201000      |   -2.54619e+06   |   -2.54634e+06   |        154.821   |       22.09943   |       20.21161   |       27.78688   |   32:10:01   |   15:50:36   |
202000      |   -2.54619e+06   |   -2.54634e+06   |          149.6   |       21.97924   |       20.32479   |       29.41089   |   32:19:23   |   15:40:53   |
203000      |   -2.54618e+06   |   -2.54634e+06   |        164.051   |       21.89022   |        20.0026   |       27.85798   |   32:28:46   |   15:31:11   |
204000      |   -2.54616e+06   |   -2.54634e+06   |        188.026   |       21.61271   |       19.99406   |       29.63213   |   32:38:11   |   15:21:29   |
205000      |   -2.54618e+06   |   -2.54635e+06   |        167.122   |       21.88101   |       20.15263   |       27.37769   |   32:47:42   |   15:11:51   |
206000      |   -2.54616e+06   |   -2.54634e+06   |        183.652   |       21.88887   |        20.0733   |       25.68982   |   32:57:25   |   15:02:18   |
207000      |   -2.54618e+06   |   -2.54634e+06   |        158.627   |       22.13954   |        19.8714   |       24.50745   |   33:07:10   |   14:52:47   |
208000      |   -2.54618e+06   |   -2.54634e+06   |        156.042   |       21.97549   |       19.28828   |       29.14205   |   33:16:49   |   14:43:12   |
209000      |   -2.54619e+06   |   -2.54633e+06   |         146.63   |       21.83065   |       18.90128   |       28.61523   |   33:26:30   |   14:33:38   |
210000      |   -2.54618e+06   |   -2.54635e+06   |        177.843   |       21.08202   |       18.80551   |       27.23811   |   33:35:52   |   14:23:56   |
211000      |   -2.54619e+06   |   -2.54636e+06   |        163.992   |       21.24243   |       18.91777   |       24.28166   |   33:45:22   |   14:14:18   |
212000      |   -2.54619e+06   |   -2.54634e+06   |        150.032   |       21.49382   |       18.92295   |       25.11502   |   33:54:32   |   14:04:31   |
213000      |   -2.54618e+06   |   -2.54634e+06   |        153.172   |       21.73669   |       18.09765   |       24.64983   |   34:03:44   |   13:54:45   |
214000      |   -2.54618e+06   |   -2.54635e+06   |         167.18   |       22.49815   |       18.06038   |       28.70555   |   34:13:19   |   13:45:09   |
215000      |   -2.54619e+06   |   -2.54635e+06   |         152.79   |        21.4473   |       18.58717   |       25.99888   |   34:22:47   |   13:35:31   |
216000      |   -2.54619e+06   |   -2.54634e+06   |        151.607   |       22.21823   |       18.27416   |        27.1962   |   34:32:12   |   13:25:51   |
217000      |   -2.54619e+06   |   -2.54634e+06   |        152.915   |       20.38648   |       18.03202   |       27.51624   |   34:41:48   |   13:16:15   |
218000      |   -2.54616e+06   |   -2.54633e+06   |        172.316   |         20.561   |       18.59094   |       26.53165   |   34:51:19   |   13:06:38   |
219000      |   -2.54617e+06   |   -2.54634e+06   |          173.1   |       20.02301   |       18.47491   |       26.59619   |   35:00:54   |   12:57:02   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
220000      |   -2.54618e+06   |   -2.54634e+06   |        160.567   |       20.05783   |       18.46168   |        26.8425   |   35:10:40   |   12:47:30   |
221000      |   -2.54616e+06   |   -2.54635e+06   |         187.48   |       19.86126   |       17.81467   |       26.08084   |   35:20:34   |   12:38:01   |
222000      |   -2.54617e+06   |   -2.54634e+06   |        174.605   |       20.38893   |       16.83395   |       29.37486   |   35:29:51   |   12:28:19   |
223000      |   -2.54618e+06   |   -2.54633e+06   |        146.798   |       19.91935   |       16.74571   |       27.32935   |   35:39:27   |   12:18:44   |
224000      |   -2.54615e+06   |   -2.54634e+06   |        192.789   |       19.45523   |       16.75196   |        28.0698   |   35:49:22   |   12:09:14   |
225000      |   -2.54621e+06   |   -2.54635e+06   |        138.116   |       18.49393   |       16.68987   |       23.45882   |   35:59:15   |   11:59:45   |
226000      |   -2.54616e+06   |   -2.54634e+06   |        184.595   |       18.49276   |       16.85625   |       29.33405   |   36:09:04   |   11:50:13   |
227000      |   -2.54618e+06   |   -2.54634e+06   |        160.348   |        18.5374   |       16.28933   |       22.44968   |   36:19:00   |   11:40:44   |
228000      |   -2.54619e+06   |   -2.54634e+06   |        144.409   |       18.52298   |        16.5071   |       24.46812   |   36:28:47   |   11:31:11   |
229000      |   -2.54616e+06   |   -2.54634e+06   |        175.666   |       18.47585   |       16.41643   |       25.96145   |   36:38:29   |   11:21:37   |
230000      |   -2.54619e+06   |   -2.54635e+06   |        160.071   |       18.57289   |       16.71866   |       23.26088   |   36:48:13   |   11:12:03   |
231000      |    -2.5462e+06   |   -2.54633e+06   |         137.46   |       18.52502   |       16.77365   |       25.53289   |   36:57:55   |   11:02:29   |
232000      |   -2.54619e+06   |   -2.54634e+06   |        149.511   |       18.49778   |       16.86209   |       26.87783   |   37:07:41   |   10:52:56   |
233000      |   -2.54618e+06   |   -2.54635e+06   |        175.856   |       18.51282   |       16.64707   |       23.51828   |   37:17:27   |   10:43:23   |
234000      |   -2.54615e+06   |   -2.54634e+06   |        190.061   |       18.95192   |       16.70174   |       27.51376   |   37:27:27   |   10:33:53   |
235000      |   -2.54615e+06   |   -2.54634e+06   |        189.473   |        18.9705   |       16.71677   |       27.33616   |   37:37:03   |   10:24:17   |
236000      |   -2.54621e+06   |   -2.54635e+06   |        133.371   |        18.9167   |       16.57836   |       24.79222   |   37:46:20   |   10:14:35   |
237000      |   -2.54617e+06   |   -2.54634e+06   |        170.763   |       18.18787   |       16.39455   |       27.71545   |   37:55:48   |   10:04:57   |
238000      |    -2.5462e+06   |   -2.54634e+06   |        139.186   |       17.83051   |       16.48864   |       24.98943   |   38:05:11   |   09:55:17   |
239000      |   -2.54617e+06   |   -2.54634e+06   |        168.528   |       17.87793   |       16.62261   |       26.59265   |   38:14:42   |   09:45:40   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
240000      |   -2.54619e+06   |   -2.54636e+06   |        173.432   |       17.95033   |       16.95674   |       28.20364   |   38:24:08   |   09:36:02   |
241000      |   -2.54618e+06   |   -2.54635e+06   |        172.706   |       17.71456   |       16.88161   |       29.00315   |   38:33:48   |   09:26:26   |
242000      |   -2.54618e+06   |   -2.54635e+06   |        168.409   |       17.51803   |       16.70816   |       25.56216   |   38:43:42   |   09:16:55   |
243000      |   -2.54619e+06   |   -2.54634e+06   |          153.4   |       17.58812   |       16.54396   |       28.81759   |   38:53:36   |   09:07:23   |
244000      |   -2.54619e+06   |   -2.54634e+06   |        154.067   |       17.64548   |       16.57251   |        26.4546   |   39:03:18   |   08:57:48   |
245000      |    -2.5462e+06   |   -2.54635e+06   |        155.475   |       17.72442   |       16.67183   |       28.18285   |   39:12:58   |   08:48:13   |
246000      |   -2.54617e+06   |   -2.54635e+06   |        182.071   |       17.76867   |       16.75246   |       29.11179   |   39:22:35   |   08:38:36   |
247000      |   -2.54619e+06   |   -2.54635e+06   |        152.734   |       17.88098   |       16.97902   |       25.02811   |   39:32:05   |   08:28:59   |
248000      |    -2.5462e+06   |   -2.54636e+06   |        158.276   |       17.99157   |        16.9965   |        29.9912   |   39:41:36   |   08:19:22   |
249000      |   -2.54618e+06   |   -2.54635e+06   |        168.353   |       18.20784   |       17.04236   |       29.12027   |   39:51:00   |   08:09:43   |
250000      |   -2.54618e+06   |   -2.54635e+06   |        162.923   |       18.41738   |       16.85712   |       27.92024   |   40:00:13   |   08:00:02   |
251000      |   -2.54617e+06   |   -2.54634e+06   |        176.133   |        18.5628   |       16.78867   |       25.23538   |   40:09:28   |   07:50:22   |
252000      |   -2.54617e+06   |   -2.54634e+06   |        169.826   |        18.2317   |       16.58746   |       26.71376   |   40:18:20   |   07:40:38   |
253000      |    -2.5462e+06   |   -2.54635e+06   |        153.448   |       17.71744   |       16.54331   |       29.20345   |   40:27:28   |   07:30:57   |
254000      |   -2.54618e+06   |   -2.54634e+06   |        162.476   |       17.51642   |       16.59825   |       21.67062   |   40:36:39   |   07:21:16   |
255000      |    -2.5462e+06   |   -2.54635e+06   |        146.446   |       17.30996   |         16.717   |       23.69204   |   40:45:48   |   07:11:36   |
256000      |    -2.5462e+06   |   -2.54635e+06   |         149.23   |       17.21702   |       16.79474   |       28.29701   |   40:55:11   |   07:01:59   |
257000      |   -2.54619e+06   |   -2.54635e+06   |        164.118   |       17.30629   |       16.71331   |       25.30765   |   41:04:42   |   06:52:22   |
258000      |    -2.5462e+06   |   -2.54635e+06   |         147.12   |        17.4658   |       16.69891   |       25.45789   |   41:14:06   |   06:42:45   |
259000      |   -2.54619e+06   |   -2.54634e+06   |        150.379   |       17.43659   |       16.51897   |       22.69798   |   41:23:25   |   06:33:07   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
260000      |   -2.54622e+06   |   -2.54635e+06   |        130.665   |       17.39793   |       16.52887   |       23.16572   |   41:32:42   |   06:23:29   |
261000      |   -2.54622e+06   |   -2.54636e+06   |        137.469   |       17.51329   |       16.35512   |        24.8735   |   41:42:23   |   06:13:55   |
262000      |    -2.5462e+06   |   -2.54635e+06   |        153.355   |       17.89102   |       16.22925   |       26.39769   |   41:52:09   |   06:04:21   |
263000      |   -2.54618e+06   |   -2.54635e+06   |        169.373   |       18.61821   |       16.56062   |       26.75052   |   42:01:53   |   05:54:47   |
264000      |   -2.54618e+06   |   -2.54635e+06   |        165.575   |        18.7521   |       16.67947   |       25.27221   |   42:11:28   |   05:45:12   |
265000      |   -2.54618e+06   |   -2.54634e+06   |        166.554   |       18.43789   |       16.93228   |       29.66207   |   42:21:19   |   05:35:38   |
266000      |   -2.54619e+06   |   -2.54635e+06   |        155.673   |       18.97103   |       16.79102   |       28.73753   |   42:31:18   |   05:26:06   |
267000      |   -2.54621e+06   |   -2.54634e+06   |        133.224   |       19.10618   |       16.19661   |       25.25266   |   42:41:13   |   05:16:33   |
268000      |   -2.54619e+06   |   -2.54635e+06   |        162.297   |       18.97316   |       17.16978   |       23.87572   |   42:50:59   |   05:06:58   |
269000      |   -2.54622e+06   |   -2.54636e+06   |        140.137   |       18.58216   |       17.08816   |       22.88796   |   43:00:24   |   04:57:22   |
270000      |   -2.54622e+06   |   -2.54635e+06   |        129.562   |       18.59049   |       17.48442   |       27.86107   |   43:09:49   |   04:47:45   |
271000      |   -2.54619e+06   |   -2.54634e+06   |        153.724   |       18.33829   |       17.38374   |       25.36488   |   43:19:02   |   04:38:07   |
272000      |   -2.54617e+06   |   -2.54634e+06   |        167.449   |       18.43264   |       17.39523   |       26.39451   |   43:27:59   |   04:28:28   |
273000      |   -2.54618e+06   |   -2.54634e+06   |          163.1   |       18.37396   |       17.54454   |       28.00223   |   43:37:13   |   04:18:50   |
274000      |   -2.54618e+06   |   -2.54635e+06   |        170.243   |       18.21643   |       17.49781   |        29.0874   |   43:46:33   |   04:09:14   |
275000      |   -2.54622e+06   |   -2.54635e+06   |        129.288   |       18.15715   |       17.60919   |       22.98711   |   43:55:47   |   03:59:37   |
276000      |   -2.54617e+06   |   -2.54635e+06   |        184.905   |        18.1949   |        17.5976   |       23.67393   |   44:05:04   |   03:50:00   |
277000      |    -2.5462e+06   |   -2.54634e+06   |        142.063   |       18.22551   |       17.52506   |       27.35599   |   44:14:27   |   03:40:24   |
278000      |   -2.54621e+06   |   -2.54635e+06   |        137.795   |       18.16838   |       17.46089   |       24.29443   |   44:24:08   |   03:30:49   |
279000      |    -2.5462e+06   |   -2.54634e+06   |        144.713   |       18.16036   |       17.43129   |       29.24382   |   44:33:55   |   03:21:15   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
280000      |   -2.54617e+06   |   -2.54635e+06   |        181.196   |       18.26161   |       17.52689   |       25.72514   |   44:43:34   |   03:11:41   |
281000      |   -2.54618e+06   |   -2.54634e+06   |         162.76   |       18.34696   |       17.46053   |        29.2991   |   44:52:59   |   03:02:05   |
282000      |   -2.54617e+06   |   -2.54633e+06   |        163.464   |       18.32513   |         17.449   |        26.7257   |   45:02:14   |   02:52:28   |
283000      |   -2.54618e+06   |   -2.54634e+06   |          155.8   |       18.33095   |        17.5787   |       21.61371   |   45:11:32   |   02:42:53   |
284000      |   -2.54622e+06   |   -2.54635e+06   |        126.403   |       18.22808   |       17.51082   |       20.60847   |   45:20:46   |   02:33:16   |
285000      |   -2.54618e+06   |   -2.54634e+06   |        160.908   |       18.21573   |       17.58632   |       21.53956   |   45:30:10   |   02:23:41   |
286000      |   -2.54619e+06   |   -2.54634e+06   |        150.222   |       18.19634   |       17.55739   |       27.75632   |   45:39:46   |   02:14:06   |
287000      |   -2.54618e+06   |   -2.54635e+06   |        165.698   |       18.16086   |       17.55937   |       20.98295   |   45:49:33   |   02:04:32   |
288000      |   -2.54622e+06   |   -2.54635e+06   |        134.702   |       18.17144   |       17.53374   |        21.8411   |   45:59:32   |   01:54:58   |
289000      |   -2.54619e+06   |   -2.54634e+06   |          153.6   |       18.15097   |       17.54887   |       26.81475   |   46:09:12   |   01:45:24   |
290000      |   -2.54618e+06   |   -2.54634e+06   |        162.428   |       18.11476   |       17.50783   |       23.62474   |   46:18:42   |   01:35:49   |
291000      |   -2.54619e+06   |   -2.54634e+06   |        148.537   |       18.17314   |       17.53027   |       28.02998   |   46:28:14   |   01:26:14   |
292000      |   -2.54618e+06   |   -2.54634e+06   |        160.899   |       18.15487   |       17.44068   |       24.30225   |   46:37:45   |   01:16:39   |
293000      |   -2.54618e+06   |   -2.54634e+06   |        160.252   |       18.02306   |       17.39802   |       23.38083   |   46:47:09   |   01:07:03   |
294000      |   -2.54619e+06   |   -2.54634e+06   |        145.209   |       18.20945   |       17.36736   |       28.76747   |   46:56:36   |   00:57:28   |
295000      |   -2.54618e+06   |   -2.54635e+06   |        163.248   |       18.31399   |       17.39252   |       23.97897   |   47:06:12   |   00:47:54   |
296000      |   -2.54617e+06   |   -2.54634e+06   |         162.62   |       18.37083   |       17.29931   |       26.15565   |   47:15:56   |   00:38:19   |
297000      |   -2.54617e+06   |   -2.54634e+06   |        171.063   |       18.31684   |       17.44201   |         26.367   |   47:25:30   |   00:28:44   |
298000      |   -2.54615e+06   |   -2.54634e+06   |         191.01   |       18.34169   |       17.27219   |       27.71281   |   47:35:00   |   00:19:09   |
299000      |   -2.54617e+06   |   -2.54635e+06   |        174.331   |        18.3561   |       17.28089   |       24.61944   |   47:44:45   |   00:09:34   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
300000      |    -2.5462e+06   |   -2.54635e+06   |        149.632   |       18.27868   |       17.18973   |        24.5717   |   47:54:28   |   00:00:00   |
