
RevBayes version (1.1.1)
Build from development (rapture-649-g20534c) on Sun Apr 18 13:22:17 CDT 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("scripts/combined_evidence_fbd_clean.Rev")
   Processing file "scripts/combined_evidence_fbd_clean.Rev"
   Successfully read one character matrix from file 'data/nuclear.nex'
   Successfully read one character matrix from file 'data/morpho_clean.nex'
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   WARNING: There are 18 characters incompatible with the specified coding bias. These characters will be excluded.
   Could not compute lnProb for node fbd_tree.
   (((((Canis_arnensis[&index=23]:11.734823,Canis_latr...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   (Urocyon_cinereoargenteus[&index=23]:23.310167,((Ur...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   (((Canis_mosbachensis[&index=23]:2.209081,Lycaon_pi...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   (Urocyon_cinereoargenteus[&index=23]:23.310167,((Ur...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((((((Canis_variabilis[&index=23]:4.165806,Lycaon_p...

   Drawing new initial states ...

   Running MCMC simulation
   This simulation runs 2 independent replicates.
   The simulator uses 296 different moves in a random move schedule with 346.767 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
157000      |   -2.54442e+06   |   -2.54452e+06   |        99.6249   |       17.62637   |       14.49986   |       25.15039   |   23:58:54   |   21:50:35   |
158000      |    -2.5444e+06   |   -2.54452e+06   |         116.46   |       17.54177   |       14.45562   |        27.3948   |   24:07:46   |   21:41:09   |
159000      |   -2.54441e+06   |   -2.54452e+06   |        105.285   |       18.35027   |       14.54804   |       26.34285   |   24:16:35   |   21:31:41   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
160000      |    -2.5444e+06   |    -2.5445e+06   |        107.179   |       17.97276   |       14.76466   |       27.52807   |   24:25:27   |   21:22:16   |
161000      |   -2.54439e+06   |   -2.54452e+06   |         124.02   |       17.71564   |       14.42314   |        27.0727   |   24:34:13   |   21:12:46   |
162000      |   -2.54438e+06   |   -2.54451e+06   |        133.588   |       17.50069   |       14.29048   |       29.61512   |   24:42:57   |   21:03:15   |
163000      |   -2.54438e+06   |    -2.5445e+06   |        125.672   |       18.09159   |       14.59053   |       28.40981   |   24:51:45   |   20:53:48   |
164000      |   -2.54439e+06   |   -2.54451e+06   |        117.569   |       17.25579   |       14.99445   |       27.57132   |   25:00:33   |   20:44:21   |
165000      |   -2.54439e+06   |    -2.5445e+06   |        114.744   |       17.43161   |       15.35646   |       29.04176   |   25:09:18   |   20:34:52   |
166000      |   -2.54438e+06   |    -2.5445e+06   |         121.27   |       17.62969   |       16.16097   |       28.69067   |   25:18:11   |   20:25:31   |
167000      |    -2.5444e+06   |   -2.54451e+06   |        109.823   |       17.61332   |       16.65926   |       26.34854   |   25:27:05   |   20:16:10   |
168000      |   -2.54438e+06   |    -2.5445e+06   |        126.819   |       17.44334   |       16.79144   |       27.98677   |   25:35:54   |   20:06:46   |
169000      |   -2.54437e+06   |    -2.5445e+06   |        137.366   |       17.48124   |       16.73865   |       29.83166   |   25:44:46   |   19:57:25   |
170000      |    -2.5444e+06   |   -2.54451e+06   |        105.465   |       17.39852   |       16.78431   |       29.08946   |   25:53:32   |   19:47:59   |
171000      |   -2.54438e+06   |   -2.54451e+06   |        132.999   |       17.44936   |       16.78352   |       29.17433   |   26:02:16   |   19:38:33   |
172000      |   -2.54438e+06   |   -2.54451e+06   |        126.361   |        17.5501   |       16.59623   |       27.65752   |   26:11:30   |   19:29:29   |
173000      |    -2.5444e+06   |   -2.54451e+06   |        116.852   |       17.70498   |       16.49364   |       28.60722   |   26:20:13   |   19:20:02   |
174000      |   -2.54439e+06   |   -2.54451e+06   |        121.554   |         17.494   |       16.35728   |       27.32947   |   26:29:04   |   19:10:42   |
175000      |    -2.5444e+06   |   -2.54452e+06   |        111.501   |       17.36945   |       15.84218   |       28.71356   |   26:37:54   |   19:01:21   |
176000      |    -2.5444e+06   |   -2.54451e+06   |        113.053   |        17.2111   |       15.95666   |       28.39862   |   26:46:36   |   18:51:55   |
177000      |   -2.54441e+06   |   -2.54451e+06   |        95.7867   |       17.22157   |       16.19786   |       28.92724   |   26:55:26   |   18:42:35   |
178000      |   -2.54436e+06   |    -2.5445e+06   |        134.963   |       17.10623   |       15.61246   |       29.10726   |   27:04:20   |   18:33:18   |
179000      |   -2.54436e+06   |    -2.5445e+06   |        138.658   |       17.23164   |       15.13917   |       28.88437   |   27:13:16   |   18:24:03   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
180000      |   -2.54438e+06   |    -2.5445e+06   |        116.613   |       16.74285   |        14.9486   |       28.45127   |   27:22:11   |   18:14:47   |
181000      |   -2.54438e+06   |   -2.54451e+06   |        130.446   |       17.47492   |       14.28411   |       28.55807   |   27:30:59   |   18:05:27   |
182000      |    -2.5444e+06   |    -2.5445e+06   |         100.45   |        18.0288   |       13.94411   |       29.96163   |   27:39:50   |   17:56:09   |
183000      |    -2.5444e+06   |   -2.54451e+06   |        107.788   |        17.0367   |       13.38562   |       28.86461   |   27:48:36   |   17:46:48   |
184000      |   -2.54437e+06   |    -2.5445e+06   |         134.54   |       17.28002   |        13.5247   |       29.10732   |   27:57:26   |   17:37:30   |
185000      |   -2.54438e+06   |    -2.5445e+06   |        122.245   |       17.91632   |       13.36822   |       29.26611   |   28:06:24   |   17:28:18   |
186000      |    -2.5444e+06   |    -2.5445e+06   |        102.748   |       18.32184   |       13.21945   |       29.82216   |   28:15:21   |   17:19:05   |
187000      |   -2.54437e+06   |    -2.5445e+06   |        131.727   |       18.87247   |        13.3517   |        28.1817   |   28:24:12   |   17:09:48   |
188000      |   -2.54437e+06   |    -2.5445e+06   |        132.309   |       18.50998   |       13.22084   |       28.78563   |   28:33:04   |   17:00:33   |
189000      |   -2.54439e+06   |   -2.54451e+06   |        111.709   |        19.0539   |       13.33355   |       28.84942   |   28:41:48   |   16:51:12   |
190000      |    -2.5444e+06   |   -2.54451e+06   |        104.797   |       19.54789   |       13.34853   |        29.9323   |   28:50:32   |   16:41:53   |
191000      |   -2.54439e+06   |   -2.54451e+06   |        126.282   |       19.91945   |       13.30014   |       28.96028   |   28:59:22   |   16:32:37   |
192000      |   -2.54439e+06   |   -2.54451e+06   |        116.934   |       20.19679   |       13.26746   |       29.32646   |   29:08:12   |   16:23:21   |
193000      |   -2.54438e+06   |    -2.5445e+06   |        125.253   |       20.49711   |       13.39135   |       29.96434   |   29:16:59   |   16:14:04   |
194000      |   -2.54441e+06   |   -2.54452e+06   |        114.877   |        19.9324   |       13.42715   |       29.12936   |   29:25:47   |   16:04:48   |
195000      |   -2.54439e+06   |    -2.5445e+06   |        116.011   |        19.6169   |       13.41806   |       29.83021   |   29:34:35   |   15:55:32   |
196000      |   -2.54438e+06   |    -2.5445e+06   |        124.814   |       19.96684   |       13.34069   |       28.91841   |   29:43:22   |   15:46:16   |
197000      |   -2.54438e+06   |    -2.5445e+06   |        129.723   |       20.40176   |       13.43791   |       29.44654   |   29:52:08   |   15:37:00   |
198000      |   -2.54439e+06   |   -2.54451e+06   |        126.171   |       20.05464   |       13.58656   |       29.95777   |   30:00:58   |   15:27:46   |
199000      |   -2.54439e+06   |    -2.5445e+06   |        114.409   |       19.92805   |       13.66835   |       29.84561   |   30:09:48   |   15:18:32   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
200000      |   -2.54438e+06   |    -2.5445e+06   |        126.198   |       18.97283   |       13.55457   |       28.32852   |   30:18:38   |   15:09:19   |
201000      |   -2.54438e+06   |   -2.54451e+06   |        125.094   |       18.79916   |       13.57854   |       29.25316   |   30:27:35   |   15:00:09   |
202000      |   -2.54438e+06   |    -2.5445e+06   |        123.319   |       18.93201   |        13.5983   |       29.85628   |   30:36:28   |   14:50:57   |
203000      |   -2.54436e+06   |    -2.5445e+06   |        135.191   |       19.72838   |       13.59113   |       29.52596   |   30:45:25   |   14:41:48   |
204000      |   -2.54438e+06   |    -2.5445e+06   |        118.135   |       19.99794   |       13.62402   |       27.51728   |   30:54:23   |   14:32:39   |
205000      |   -2.54439e+06   |    -2.5445e+06   |         107.81   |        19.9826   |       13.81492   |       28.30595   |   31:03:09   |   14:23:24   |
206000      |   -2.54439e+06   |   -2.54451e+06   |        127.566   |       19.06411   |       13.81983   |       27.90277   |   31:11:49   |   14:14:07   |
207000      |   -2.54439e+06   |   -2.54451e+06   |        123.933   |       19.75137   |       13.80355   |       27.81318   |   31:20:29   |   14:04:51   |
208000      |   -2.54439e+06   |   -2.54451e+06   |         127.64   |       19.73561   |       13.83527   |       29.17943   |   31:29:13   |   13:55:36   |
209000      |   -2.54437e+06   |    -2.5445e+06   |        128.224   |       20.18417   |       14.02627   |       28.76971   |   31:37:54   |   13:46:21   |
210000      |    -2.5444e+06   |   -2.54452e+06   |        120.853   |       19.75489   |       13.99444   |         26.331   |   31:46:30   |   13:37:04   |
211000      |   -2.54439e+06   |   -2.54451e+06   |        119.921   |       22.35463   |       14.09745   |        28.9833   |   31:55:04   |   13:27:46   |
212000      |   -2.54437e+06   |   -2.54451e+06   |        137.411   |       22.65632   |       14.14139   |       28.52609   |   32:03:42   |   13:18:31   |
213000      |   -2.54438e+06   |   -2.54451e+06   |        125.188   |        22.6281   |       13.98158   |       28.97276   |   32:12:26   |   13:09:18   |
214000      |   -2.54438e+06   |   -2.54451e+06   |        138.117   |       26.06622   |       14.02604   |       29.75619   |   32:21:05   |   13:00:03   |
215000      |   -2.54438e+06   |   -2.54451e+06   |        121.499   |       24.92171   |       14.09008   |        28.6672   |   32:29:42   |   12:50:48   |
216000      |   -2.54437e+06   |    -2.5445e+06   |         136.03   |       26.86101   |       13.97392   |       29.37278   |   32:38:18   |   12:41:33   |
217000      |   -2.54439e+06   |   -2.54451e+06   |        119.857   |       22.91066   |       13.89437   |       27.37568   |   32:47:06   |   12:32:23   |
218000      |   -2.54439e+06   |    -2.5445e+06   |        115.533   |       25.29696   |       13.70582   |       27.22503   |   32:55:55   |   12:23:14   |
219000      |    -2.5444e+06   |   -2.54451e+06   |        107.356   |       24.67987   |       13.63172   |       28.02607   |   33:04:43   |   12:14:04   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
220000      |   -2.54441e+06   |   -2.54451e+06   |        99.8786   |       23.99121   |       13.57614   |       28.38877   |   33:13:45   |   12:05:00   |
221000      |   -2.54439e+06   |    -2.5445e+06   |         112.44   |       27.23021   |       13.69796   |       27.82358   |   33:22:42   |   11:55:53   |
222000      |   -2.54436e+06   |    -2.5445e+06   |        139.618   |       23.54682   |       13.66578   |       29.60036   |   33:31:45   |   11:46:49   |
223000      |   -2.54438e+06   |   -2.54451e+06   |        134.231   |       22.42241   |       13.70742   |       25.97215   |   33:40:45   |   11:37:44   |
224000      |   -2.54442e+06   |   -2.54451e+06   |        96.7423   |       22.77346   |       13.71166   |       26.85072   |   33:49:38   |   11:28:37   |
225000      |   -2.54436e+06   |    -2.5445e+06   |        139.291   |       22.82159   |       13.53606   |       27.92261   |   33:58:23   |   11:19:27   |
226000      |   -2.54438e+06   |    -2.5445e+06   |        123.085   |       20.89681   |       13.44908   |       26.41576   |   34:07:09   |   11:10:18   |
227000      |   -2.54437e+06   |   -2.54451e+06   |        141.313   |       20.15633   |       13.50843   |       28.92023   |   34:15:58   |   11:01:10   |
228000      |   -2.54438e+06   |   -2.54451e+06   |        126.385   |        20.8804   |       13.58051   |       29.81878   |   34:24:41   |   10:52:00   |
229000      |   -2.54438e+06   |    -2.5445e+06   |        118.184   |       22.50969   |       13.38352   |       27.23452   |   34:33:16   |   10:42:48   |
230000      |   -2.54441e+06   |   -2.54451e+06   |        104.344   |       22.92113   |       13.30794   |       29.78138   |   34:41:47   |   10:33:35   |
231000      |   -2.54438e+06   |    -2.5445e+06   |        125.732   |       20.39102   |       13.26875   |       26.51366   |   34:50:26   |   10:24:24   |
232000      |   -2.54438e+06   |    -2.5445e+06   |        121.124   |       20.51307   |       13.07174   |       26.36615   |   34:59:09   |   10:15:16   |
233000      |    -2.5444e+06   |    -2.5445e+06   |        108.117   |        20.4302   |       13.02209   |       26.39747   |   35:07:50   |   10:06:06   |
234000      |    -2.5444e+06   |    -2.5445e+06   |        106.243   |        21.6077   |       13.07307   |       29.57675   |   35:16:36   |   09:56:59   |
235000      |   -2.54442e+06   |    -2.5445e+06   |        82.6511   |       21.27683   |       12.99287   |       29.55465   |   35:25:26   |   09:47:53   |
236000      |   -2.54442e+06   |   -2.54452e+06   |        97.3627   |       20.80792   |        12.9419   |       25.95345   |   35:34:07   |   09:38:44   |
237000      |   -2.54438e+06   |    -2.5445e+06   |        120.089   |       20.67851   |       12.83801   |       26.27018   |   35:43:00   |   09:29:39   |
238000      |   -2.54439e+06   |   -2.54451e+06   |        113.445   |       21.38137   |       12.85442   |       27.62831   |   35:51:48   |   09:20:33   |
239000      |   -2.54441e+06   |    -2.5445e+06   |        87.4605   |       20.38413   |       12.84028   |       27.13164   |   36:00:36   |   09:11:27   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
240000      |   -2.54439e+06   |    -2.5445e+06   |        115.724   |       18.70617   |       13.04427   |       29.53279   |   36:09:28   |   09:02:22   |
241000      |   -2.54439e+06   |    -2.5445e+06   |        109.686   |       17.98609   |       12.99161   |       28.78302   |   36:18:41   |   08:53:22   |
242000      |   -2.54437e+06   |    -2.5445e+06   |        127.497   |       18.71276   |       12.95256   |       27.67012   |   36:27:52   |   08:44:21   |
243000      |   -2.54439e+06   |   -2.54451e+06   |        120.431   |       18.30603   |       12.92444   |        26.9212   |   36:36:53   |   08:35:19   |
244000      |   -2.54438e+06   |    -2.5445e+06   |        116.079   |       18.31524   |       13.16911   |       28.07613   |   36:45:51   |   08:26:15   |
245000      |   -2.54439e+06   |   -2.54451e+06   |        120.909   |       19.15973   |       13.01594   |       27.32666   |   36:54:46   |   08:17:11   |
246000      |    -2.5444e+06   |   -2.54451e+06   |        110.221   |       17.85722   |       13.07414   |        28.5558   |   37:03:40   |   08:08:07   |
247000      |   -2.54436e+06   |   -2.54451e+06   |        148.123   |       16.90808   |       13.05916   |        28.5927   |   37:12:28   |   07:59:01   |
248000      |   -2.54439e+06   |   -2.54451e+06   |        115.625   |       18.49753   |       13.09635   |       27.11633   |   37:21:16   |   07:49:56   |
249000      |    -2.5444e+06   |   -2.54451e+06   |        107.539   |       17.53358   |       12.99041   |       27.26448   |   37:30:05   |   07:40:51   |
250000      |   -2.54438e+06   |   -2.54451e+06   |        129.087   |       16.77871   |       13.00765   |       29.07155   |   37:38:56   |   07:31:47   |
251000      |   -2.54437e+06   |    -2.5445e+06   |        131.221   |        16.4296   |       12.95719   |       29.98135   |   37:47:57   |   07:22:44   |
252000      |   -2.54437e+06   |   -2.54451e+06   |        137.818   |       16.25724   |       13.08373   |        25.0404   |   37:56:57   |   07:13:42   |
253000      |   -2.54439e+06   |   -2.54451e+06   |        121.808   |       16.32462   |       13.05415   |       28.27224   |   38:05:49   |   07:04:38   |
254000      |   -2.54441e+06   |   -2.54452e+06   |        105.844   |       16.21448   |        13.1336   |       27.09964   |   38:14:50   |   06:55:35   |
255000      |   -2.54438e+06   |    -2.5445e+06   |         112.34   |       15.95428   |       13.11788   |        28.3633   |   38:23:34   |   06:46:30   |
256000      |    -2.5444e+06   |   -2.54451e+06   |        109.446   |       16.76047   |       13.00061   |       25.79196   |   38:32:21   |   06:37:26   |
257000      |   -2.54438e+06   |    -2.5445e+06   |        119.175   |       17.20846   |       13.06801   |       26.83085   |   38:41:04   |   06:28:20   |
258000      |   -2.54438e+06   |    -2.5445e+06   |        125.352   |       18.02349   |       12.90068   |       28.46111   |   38:49:42   |   06:19:15   |
259000      |    -2.5444e+06   |    -2.5445e+06   |        99.9183   |       17.80022   |       13.07389   |       26.76462   |   38:58:32   |   06:10:11   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
260000      |   -2.54436e+06   |    -2.5445e+06   |        140.695   |       17.06643   |       13.14411   |       27.36422   |   39:07:34   |   06:01:09   |
261000      |   -2.54441e+06   |   -2.54452e+06   |        112.826   |       17.40569   |         13.144   |       28.21391   |   39:16:49   |   05:52:10   |
262000      |   -2.54435e+06   |    -2.5445e+06   |        150.691   |       16.76788   |       13.10637   |       28.01733   |   39:25:53   |   05:43:08   |
263000      |   -2.54438e+06   |    -2.5445e+06   |        120.388   |       16.30506   |       13.06959   |       27.07447   |   39:34:53   |   05:34:06   |
264000      |    -2.5444e+06   |   -2.54451e+06   |        102.647   |        16.0777   |       13.23621   |       27.62324   |   39:43:46   |   05:25:03   |
265000      |   -2.54439e+06   |    -2.5445e+06   |         111.47   |       15.94267   |       13.23794   |       27.40954   |   39:52:53   |   05:16:02   |
266000      |    -2.5444e+06   |   -2.54451e+06   |        112.259   |       15.77898   |       13.15559   |       27.44271   |   40:01:59   |   05:07:01   |
267000      |   -2.54439e+06   |   -2.54451e+06   |        113.479   |       15.53478   |       13.12744   |       29.15072   |   40:11:08   |   04:58:00   |
268000      |   -2.54438e+06   |    -2.5445e+06   |        112.637   |       15.26837   |       13.14066   |       28.58352   |   40:20:14   |   04:48:58   |
269000      |    -2.5444e+06   |   -2.54451e+06   |        109.081   |       15.21424   |       13.07729   |        28.7509   |   40:29:21   |   04:39:57   |
270000      |   -2.54438e+06   |    -2.5445e+06   |        117.953   |       15.11084   |       13.03944   |       26.77827   |   40:38:09   |   04:30:54   |
271000      |   -2.54439e+06   |   -2.54451e+06   |        111.814   |       15.54241   |       13.05523   |       28.58616   |   40:47:13   |   04:21:52   |
272000      |   -2.54437e+06   |   -2.54451e+06   |        143.319   |       15.28755   |       12.94979   |        29.7811   |   40:56:27   |   04:12:52   |
273000      |   -2.54439e+06   |   -2.54451e+06   |        114.111   |        14.9907   |       12.92401   |       27.74129   |   41:05:44   |   04:03:51   |
274000      |   -2.54439e+06   |   -2.54451e+06   |        117.005   |        14.8604   |       12.91854   |       26.71101   |   41:14:44   |   03:54:49   |
275000      |   -2.54437e+06   |    -2.5445e+06   |        135.009   |       15.17258   |       12.96735   |       27.61744   |   41:23:45   |   03:45:47   |
276000      |   -2.54439e+06   |    -2.5445e+06   |        115.379   |       15.25805   |       12.95661   |       28.09137   |   41:32:49   |   03:36:46   |
277000      |   -2.54437e+06   |   -2.54451e+06   |         140.82   |       15.16548   |        12.9917   |       29.76737   |   41:42:05   |   03:27:45   |
278000      |   -2.54437e+06   |    -2.5445e+06   |        133.384   |       14.93447   |       13.11093   |       28.37341   |   41:51:19   |   03:18:44   |
279000      |   -2.54438e+06   |   -2.54451e+06   |        132.659   |       15.00982   |       13.13911   |        28.4052   |   42:00:41   |   03:09:43   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
280000      |   -2.54436e+06   |    -2.5445e+06   |        141.487   |       14.86112   |       13.22857   |       29.68146   |   42:09:55   |   03:00:42   |
281000      |   -2.54439e+06   |    -2.5445e+06   |        110.188   |       14.77044   |       13.21151   |       27.00545   |   42:19:09   |   02:51:41   |
282000      |   -2.54441e+06   |   -2.54451e+06   |         100.89   |       14.83361   |       13.54315   |       28.66261   |   42:28:11   |   02:42:39   |
283000      |   -2.54439e+06   |   -2.54451e+06   |        119.775   |        14.9831   |       13.46204   |        26.7232   |   42:37:29   |   02:33:37   |
284000      |   -2.54439e+06   |    -2.5445e+06   |        115.523   |       15.05099   |       13.47282   |       27.07593   |   42:46:38   |   02:24:35   |
285000      |   -2.54436e+06   |    -2.5445e+06   |        136.398   |       15.09483   |       13.20234   |        25.2473   |   42:55:51   |   02:15:34   |
286000      |   -2.54439e+06   |    -2.5445e+06   |        107.971   |       15.02994   |       13.61677   |       27.84556   |   43:05:10   |   02:06:32   |
287000      |    -2.5444e+06   |   -2.54451e+06   |        112.958   |       14.94658   |       13.53018   |       27.56757   |   43:14:36   |   01:57:31   |
288000      |    -2.5444e+06   |   -2.54451e+06   |         114.16   |       14.88606   |       13.64262   |       27.11635   |   43:23:53   |   01:48:29   |
289000      |   -2.54436e+06   |   -2.54451e+06   |        150.505   |        14.9509   |       13.25847   |       27.48806   |   43:33:14   |   01:39:27   |
290000      |   -2.54438e+06   |   -2.54452e+06   |        130.406   |       14.82513   |       13.63087   |       28.22322   |   43:42:21   |   01:30:25   |
291000      |   -2.54442e+06   |   -2.54451e+06   |        88.5237   |       14.66288   |        13.3658   |       28.46365   |   43:51:20   |   01:21:22   |
292000      |   -2.54438e+06   |    -2.5445e+06   |        124.318   |       14.56443   |       13.32846   |       27.09952   |   44:00:30   |   01:12:20   |
293000      |   -2.54439e+06   |   -2.54451e+06   |        121.621   |       14.54366   |       13.23119   |       27.84108   |   44:09:34   |   01:03:18   |
294000      |   -2.54438e+06   |   -2.54451e+06   |        134.016   |        14.5987   |       13.29503   |       25.15496   |   44:18:39   |   00:54:15   |
295000      |   -2.54442e+06   |   -2.54452e+06   |        100.416   |       14.53518   |       13.08934   |        26.7282   |   44:27:40   |   00:45:12   |
296000      |   -2.54438e+06   |   -2.54451e+06   |        125.167   |       14.42589   |       13.28063   |       26.22018   |   44:36:39   |   00:36:10   |
297000      |    -2.5444e+06   |   -2.54451e+06   |        117.621   |       14.40779   |       13.37659   |       26.00284   |   44:45:41   |   00:27:07   |
298000      |   -2.54441e+06   |    -2.5445e+06   |        89.7986   |       14.38967   |       13.44719   |        25.1059   |   44:54:41   |   00:18:05   |
299000      |   -2.54439e+06   |   -2.54451e+06   |        121.471   |       14.23249   |       13.02729   |       25.58017   |   45:03:30   |   00:09:02   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
300000      |   -2.54438e+06   |   -2.54451e+06   |        129.223   |       14.15446   |       12.73442   |       26.67544   |   45:12:22   |   00:00:00   |
