
RevBayes version (1.1.1)
Build from development (rapture-649-g20534c) on Sun Apr 11 23:30:45 CDT 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("scripts/combined_evidence_fbd_clean.Rev")
   Processing file "scripts/combined_evidence_fbd_clean.Rev"
   Successfully read one character matrix from file 'data/nuclear.nex'
   Successfully read one character matrix from file 'data/morpho_clean.nex'
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   Could not compute lnProb for node fbd_tree.
   (Canis_edwardii[&index=23]:23.646973,(Canis_etruscu...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   (((Urocyon_webbi[&index=23]:4.827300,Canis_armbrust...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   (Canis_edwardii[&index=23]:23.646973,((Canis_chihli...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   (Canis_ferox[&index=23]:22.146973,(((((((Canis_diru...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   (((Canis_mosbachensis[&index=23]:13.640306,Canis_me...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Canis_variabilis[&index=23]:15.307172,(Canis_edwa...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   (Canis_simensis[&index=23]:23.946973,((Urocyon_cine...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Canis_adustus[&index=23]:12.242876,((Canis_mosbac...

   Drawing new initial states ...

   Running MCMC simulation
   This simulation runs 2 independent replicates.
   The simulator uses 30 different moves in a random move schedule with 76 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
46000       |   -2.60287e+06   |   -2.60211e+06   |       -766.266   |       5.086384   |       5.086384   |       27.27431   |   03:35:22   |   08:06:54   |
47000       |   -2.60288e+06   |   -2.60211e+06   |        -769.53   |       5.084236   |       5.084236   |       29.90581   |   03:40:01   |   08:02:09   |
48000       |   -2.60287e+06   |    -2.6021e+06   |       -763.031   |       5.122102   |       5.122102   |       28.75745   |   03:44:39   |   07:57:22   |
49000       |   -2.60287e+06   |   -2.60211e+06   |       -765.234   |       5.122752   |       5.122752   |       28.60105   |   03:49:18   |   07:52:38   |
50000       |   -2.60288e+06   |    -2.6021e+06   |       -770.875   |       5.163597   |       5.163597   |       26.11297   |   03:53:57   |   07:47:54   |
51000       |   -2.60287e+06   |   -2.60211e+06   |       -764.913   |       5.187493   |       5.187493   |        26.6345   |   03:58:37   |   07:43:11   |
52000       |   -2.60287e+06   |   -2.60211e+06   |        -769.66   |       5.193344   |       5.193344   |       27.73987   |   04:03:22   |   07:38:39   |
53000       |   -2.60287e+06   |   -2.60211e+06   |       -762.555   |       5.160382   |       5.160382   |       28.28605   |   04:08:02   |   07:33:56   |
54000       |   -2.60287e+06   |   -2.60211e+06   |       -767.539   |       5.199219   |       5.199219   |       28.26505   |   04:12:45   |   07:29:20   |
55000       |   -2.60287e+06   |    -2.6021e+06   |       -765.088   |       5.200629   |       5.200629   |       29.46906   |   04:17:26   |   07:24:39   |
56000       |   -2.60287e+06   |   -2.60211e+06   |        -761.42   |       5.198603   |       5.198603   |       29.58752   |   04:22:05   |   07:19:55   |
57000       |   -2.60288e+06   |   -2.60211e+06   |       -772.289   |       5.156055   |       5.156055   |       26.10951   |   04:26:45   |   07:15:13   |
58000       |   -2.60287e+06   |   -2.60211e+06   |       -767.492   |       5.109776   |       5.109776   |       27.48119   |   04:31:25   |   07:10:31   |
59000       |   -2.60287e+06   |   -2.60211e+06   |       -757.691   |       5.081676   |       5.081676   |       27.63767   |   04:36:05   |   07:05:49   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
60000       |   -2.60287e+06   |    -2.6021e+06   |       -762.262   |       4.988152   |       4.988152   |       28.00653   |   04:40:43   |   07:01:04   |
61000       |   -2.60287e+06   |    -2.6021e+06   |       -765.486   |       4.975941   |       4.975941   |       29.54977   |   04:45:21   |   06:56:19   |
62000       |   -2.60287e+06   |   -2.60211e+06   |       -765.091   |       4.992207   |       4.992207   |       27.54882   |   04:50:02   |   06:51:39   |
63000       |   -2.60288e+06   |    -2.6021e+06   |       -774.659   |       5.009934   |       5.009934   |       29.60962   |   04:54:43   |   06:46:59   |
64000       |   -2.60287e+06   |   -2.60211e+06   |       -766.739   |       4.971352   |       4.971352   |       25.32872   |   04:59:23   |   06:42:17   |
65000       |   -2.60287e+06   |   -2.60211e+06   |       -765.201   |       5.007885   |       5.007885   |       27.33921   |   05:04:06   |   06:37:40   |
66000       |   -2.60287e+06   |    -2.6021e+06   |       -767.886   |       5.012601   |       5.012601   |        28.5614   |   05:08:46   |   06:32:58   |
67000       |   -2.60287e+06   |   -2.60211e+06   |       -766.784   |       5.079909   |       5.079909   |       29.56562   |   05:13:29   |   06:28:20   |
68000       |   -2.60288e+06   |   -2.60211e+06   |       -768.497   |        5.12232   |        5.12232   |       25.90748   |   05:18:11   |   06:23:41   |
69000       |   -2.60287e+06   |   -2.60211e+06   |       -759.324   |       5.088129   |       5.088129   |       26.30548   |   05:22:48   |   06:18:56   |
70000       |   -2.60287e+06   |    -2.6021e+06   |       -761.497   |       5.058013   |       5.058013   |       26.22123   |   05:27:23   |   06:14:09   |
71000       |   -2.60288e+06   |   -2.60211e+06   |       -774.409   |       5.023199   |       5.023199   |       26.96943   |   05:32:04   |   06:09:28   |
72000       |   -2.60287e+06   |   -2.60211e+06   |       -761.294   |       5.042873   |       5.042873   |       27.42352   |   05:36:44   |   06:04:47   |
73000       |   -2.60286e+06   |    -2.6021e+06   |       -760.532   |       5.087473   |       5.087473   |       28.52906   |   05:41:27   |   06:00:09   |
74000       |   -2.60287e+06   |   -2.60211e+06   |       -764.738   |       5.080366   |       5.080366   |       26.14895   |   05:46:07   |   05:55:28   |
75000       |   -2.60287e+06   |    -2.6021e+06   |       -762.408   |       5.028392   |       5.028392   |       29.92484   |   05:50:47   |   05:50:47   |
76000       |   -2.60287e+06   |    -2.6021e+06   |       -767.882   |       5.047316   |       5.047316   |       28.81693   |   05:55:27   |   05:46:05   |
77000       |   -2.60287e+06   |   -2.60211e+06   |       -766.718   |       4.964921   |       4.964921   |       25.34234   |   06:00:06   |   05:41:23   |
78000       |   -2.60287e+06   |   -2.60211e+06   |       -765.883   |       5.061262   |       5.061262   |       27.32868   |   06:04:43   |   05:36:39   |
79000       |   -2.60287e+06   |    -2.6021e+06   |         -772.3   |       5.047096   |       5.047096   |       29.74532   |   06:09:24   |   05:31:59   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
80000       |   -2.60288e+06   |   -2.60211e+06   |       -766.529   |       5.043162   |       5.043162   |       25.78732   |   06:14:04   |   05:27:18   |
81000       |   -2.60287e+06   |   -2.60211e+06   |       -766.312   |       5.103202   |       5.103202   |       25.61103   |   06:18:43   |   05:22:36   |
82000       |   -2.60287e+06   |    -2.6021e+06   |       -771.072   |       4.981137   |       4.981137   |       25.64106   |   06:23:24   |   05:17:56   |
83000       |   -2.60287e+06   |    -2.6021e+06   |       -766.988   |       5.002927   |       5.002927   |       27.99452   |   06:28:01   |   05:13:13   |
84000       |   -2.60288e+06   |   -2.60211e+06   |       -768.828   |       4.947795   |       4.947795   |       26.59777   |   06:32:44   |   05:08:34   |
85000       |   -2.60286e+06   |   -2.60211e+06   |       -756.479   |       4.871481   |       4.871481   |       26.98439   |   06:37:24   |   05:03:53   |
86000       |   -2.60287e+06   |    -2.6021e+06   |       -763.672   |       4.829751   |       4.829751   |       26.46736   |   06:42:05   |   04:59:13   |
87000       |   -2.60287e+06   |    -2.6021e+06   |       -763.815   |       4.887199   |       4.887199   |       27.01116   |   06:46:43   |   04:54:31   |
88000       |   -2.60287e+06   |   -2.60211e+06   |       -765.649   |       4.890896   |       4.890896   |       25.00325   |   06:51:21   |   04:49:48   |
89000       |   -2.60287e+06   |    -2.6021e+06   |       -768.258   |       4.993532   |       4.993532   |       26.86369   |   06:56:05   |   04:45:10   |
90000       |   -2.60288e+06   |   -2.60211e+06   |       -765.533   |       4.870638   |       4.870638   |       25.08859   |   07:00:44   |   04:40:29   |
91000       |   -2.60287e+06   |    -2.6021e+06   |       -769.309   |       4.907091   |       4.907091   |       25.73193   |   07:05:26   |   04:35:49   |
92000       |   -2.60287e+06   |    -2.6021e+06   |       -765.168   |        4.81932   |        4.81932   |       25.50845   |   07:10:08   |   04:31:10   |
93000       |   -2.60287e+06   |    -2.6021e+06   |       -761.444   |       4.887441   |       4.887441   |       28.39639   |   07:14:46   |   04:26:28   |
94000       |   -2.60287e+06   |    -2.6021e+06   |       -767.876   |       4.903959   |       4.903959   |       29.57035   |   07:19:30   |   04:21:49   |
95000       |   -2.60288e+06   |   -2.60211e+06   |       -772.271   |       4.937921   |       4.937921   |       26.12958   |   07:24:12   |   04:17:10   |
96000       |   -2.60287e+06   |   -2.60211e+06   |       -762.197   |       4.905358   |       4.905358   |       26.55957   |   07:28:54   |   04:12:30   |
97000       |   -2.60287e+06   |   -2.60211e+06   |       -768.176   |       4.900792   |       4.900792   |       27.55924   |   07:33:34   |   04:07:49   |
98000       |   -2.60287e+06   |   -2.60211e+06   |       -768.467   |       4.952115   |       4.952115   |       28.40266   |   07:38:14   |   04:03:08   |
99000       |   -2.60288e+06   |    -2.6021e+06   |       -773.233   |       4.974092   |       4.974092   |       29.32669   |   07:42:53   |   03:58:27   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
100000      |   -2.60287e+06   |    -2.6021e+06   |       -769.182   |        5.00982   |        5.00982   |       25.45004   |   07:47:34   |   03:53:47   |
101000      |   -2.60288e+06   |    -2.6021e+06   |       -776.318   |       5.010484   |       5.010484   |       27.92235   |   07:52:16   |   03:49:07   |
102000      |   -2.60287e+06   |   -2.60211e+06   |       -765.622   |       4.916899   |       4.916899   |       29.48539   |   07:56:59   |   03:44:27   |
103000      |   -2.60287e+06   |   -2.60211e+06   |       -761.788   |       4.989419   |       4.989419   |       28.27373   |   08:01:39   |   03:39:46   |
104000      |   -2.60288e+06   |   -2.60211e+06   |        -767.85   |        4.96358   |        4.96358   |       26.06815   |   08:06:20   |   03:35:06   |
105000      |   -2.60286e+06   |    -2.6021e+06   |       -759.799   |       4.978294   |       4.978294   |        27.1714   |   08:11:00   |   03:30:25   |
106000      |   -2.60288e+06   |   -2.60212e+06   |       -764.765   |       4.946738   |       4.946738   |       28.89024   |   08:15:43   |   03:25:46   |
107000      |   -2.60288e+06   |    -2.6021e+06   |       -776.021   |       4.880508   |       4.880508   |       29.42259   |   08:20:24   |   03:21:05   |
108000      |   -2.60286e+06   |    -2.6021e+06   |       -756.851   |       4.860449   |       4.860449   |       24.63541   |   08:25:03   |   03:16:24   |
109000      |   -2.60287e+06   |   -2.60211e+06   |       -763.713   |       4.853331   |       4.853331   |       25.94429   |   08:29:43   |   03:11:43   |
110000      |   -2.60288e+06   |   -2.60211e+06   |       -768.591   |       4.844113   |       4.844113   |       24.85181   |   08:34:22   |   03:07:02   |
111000      |   -2.60287e+06   |   -2.60211e+06   |       -760.912   |       4.865078   |       4.865078   |         26.506   |   08:39:01   |   03:02:21   |
112000      |   -2.60286e+06   |    -2.6021e+06   |       -760.758   |       4.806644   |       4.806644   |       27.71704   |   08:43:36   |   02:57:39   |
113000      |   -2.60287e+06   |    -2.6021e+06   |       -770.944   |       4.845152   |       4.845152   |       26.18916   |   08:48:19   |   02:52:59   |
114000      |   -2.60287e+06   |   -2.60211e+06   |       -761.556   |       4.903848   |       4.903848   |       26.62728   |   08:52:58   |   02:48:18   |
115000      |   -2.60288e+06   |   -2.60211e+06   |       -767.222   |       4.814138   |       4.814138   |       28.08932   |   08:57:37   |   02:43:37   |
116000      |   -2.60288e+06   |   -2.60211e+06   |       -769.962   |       4.823965   |       4.823965   |        25.5803   |   09:02:16   |   02:38:56   |
117000      |   -2.60287e+06   |    -2.6021e+06   |       -766.893   |       4.858264   |       4.858264   |       27.93654   |   09:06:59   |   02:34:16   |
118000      |   -2.60287e+06   |   -2.60211e+06   |       -761.762   |       4.790798   |       4.790798   |       25.24584   |   09:11:39   |   02:29:36   |
119000      |   -2.60287e+06   |    -2.6021e+06   |       -764.381   |       4.749352   |       4.749352   |       28.24789   |   09:16:22   |   02:24:56   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
120000      |   -2.60287e+06   |   -2.60211e+06   |       -764.847   |       4.802729   |       4.802729   |       29.61294   |   09:21:03   |   02:20:15   |
121000      |   -2.60287e+06   |    -2.6021e+06   |       -763.466   |        4.82336   |        4.82336   |       26.64225   |   09:25:46   |   02:15:35   |
122000      |   -2.60287e+06   |    -2.6021e+06   |       -763.909   |       4.797152   |       4.797152   |       25.65101   |   09:30:27   |   02:10:55   |
123000      |   -2.60288e+06   |   -2.60211e+06   |        -769.16   |       4.825973   |       4.825973   |       29.37613   |   09:35:06   |   02:06:14   |
124000      |   -2.60288e+06   |    -2.6021e+06   |       -777.449   |       4.665613   |       4.665613   |       29.63436   |   09:39:51   |   02:01:34   |
125000      |   -2.60287e+06   |   -2.60211e+06   |       -765.919   |       4.707407   |       4.707407   |         25.914   |   09:44:31   |   01:56:54   |
126000      |   -2.60288e+06   |   -2.60211e+06   |       -769.067   |       4.645476   |       4.645476   |       29.77463   |   09:49:12   |   01:52:13   |
127000      |   -2.60288e+06   |   -2.60211e+06   |       -768.621   |       4.708033   |       4.708033   |       26.00475   |   09:53:51   |   01:47:32   |
128000      |   -2.60287e+06   |    -2.6021e+06   |        -761.15   |       4.735679   |       4.735679   |       27.01287   |   09:58:30   |   01:42:52   |
129000      |   -2.60287e+06   |   -2.60211e+06   |         -765.8   |       4.767042   |       4.767042   |       28.70423   |   10:03:08   |   01:38:11   |
130000      |   -2.60287e+06   |    -2.6021e+06   |        -768.74   |       4.841752   |       4.841752   |       25.26984   |   10:07:51   |   01:33:30   |
131000      |   -2.60288e+06   |   -2.60211e+06   |       -772.332   |       4.829685   |       4.829685   |       29.47282   |   10:12:31   |   01:28:50   |
132000      |   -2.60287e+06   |   -2.60211e+06   |       -767.655   |       4.787045   |       4.787045   |       24.79246   |   10:17:14   |   01:24:10   |
133000      |   -2.60287e+06   |   -2.60211e+06   |       -765.205   |       4.824404   |       4.824404   |       27.81979   |   10:21:59   |   01:19:30   |
134000      |   -2.60287e+06   |    -2.6021e+06   |       -767.453   |       4.834836   |       4.834836   |       29.98966   |   10:26:39   |   01:14:49   |
135000      |   -2.60287e+06   |    -2.6021e+06   |       -762.063   |       4.763755   |       4.763755   |       28.33997   |   10:31:18   |   01:10:08   |
136000      |   -2.60287e+06   |   -2.60211e+06   |       -758.697   |        4.76834   |        4.76834   |        29.6155   |   10:35:58   |   01:05:28   |
137000      |   -2.60288e+06   |   -2.60211e+06   |       -769.739   |       4.762214   |       4.762214   |       29.66111   |   10:40:39   |   01:00:47   |
138000      |   -2.60287e+06   |   -2.60211e+06   |       -765.228   |       4.717738   |       4.717738   |       26.25808   |   10:45:18   |   00:56:06   |
139000      |   -2.60287e+06   |   -2.60211e+06   |        -763.74   |       4.651358   |       4.651358   |       24.68375   |   10:49:59   |   00:51:26   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
140000      |   -2.60288e+06   |    -2.6021e+06   |       -776.605   |        4.69694   |        4.69694   |       27.71681   |   10:54:40   |   00:46:45   |
141000      |   -2.60287e+06   |   -2.60211e+06   |       -760.135   |       4.763608   |       4.763608   |       29.77202   |   10:59:21   |   00:42:05   |
142000      |   -2.60287e+06   |   -2.60211e+06   |       -764.467   |       4.737216   |       4.737216   |       25.47517   |   11:03:59   |   00:37:24   |
143000      |   -2.60287e+06   |   -2.60211e+06   |       -765.218   |       4.760832   |       4.760832   |       26.14275   |   11:08:36   |   00:32:43   |
144000      |   -2.60288e+06   |   -2.60211e+06   |       -770.012   |       4.742621   |       4.742621   |       27.78717   |   11:13:22   |   00:28:03   |
145000      |   -2.60287e+06   |    -2.6021e+06   |       -764.306   |       4.786153   |       4.786153   |       24.59902   |   11:18:04   |   00:23:22   |
146000      |   -2.60287e+06   |    -2.6021e+06   |       -762.849   |       4.831188   |       4.831188   |        29.9868   |   11:22:53   |   00:18:42   |
147000      |   -2.60287e+06   |    -2.6021e+06   |       -769.551   |       4.821802   |       4.821802   |       25.47551   |   11:27:31   |   00:14:01   |
148000      |   -2.60287e+06   |   -2.60211e+06   |       -764.598   |       4.792948   |       4.792948   |       24.24398   |   11:32:13   |   00:09:21   |
149000      |   -2.60287e+06   |    -2.6021e+06   |       -762.376   |       4.766038   |       4.766038   |       25.91722   |   11:36:54   |   00:04:40   |
150000      |   -2.60287e+06   |   -2.60211e+06   |       -765.543   |       4.749896   |       4.749896   |       24.27287   |   11:41:35   |   00:00:00   |
