Iteration	Replicate_ID	Posterior	Likelihood	Prior	birth	clock_morpho	clock_nuclear	death	diversification	divtime_dirus	divtime_jackals	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
55	1	-2603028	-2602102	-926.0741	0.4985099	3.357598	0.06070415	0.2370093	0.2615006	1.347776	1.347776	0.272173	0	0.229853	0.225844	0	0.27213	0.272173	0.229853	0.225844	0.27213	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282764	0.217064	0.216639	0.283533	0.6259709	0.3990445	19.59487	2.06686	4.71671	7.57156	4.74423	0.657421	2.71984	0.389522	2.38502	0.720165	1.25863	2.96345	0.292117	4.49615	0.4754355
56	0	-2603080	-2602110	-970.3643	0.6376199	1.0144	0.04571985	0.245063	0.3925569	1.791625	1.791625	0.270745	0	0.229887	0.226551	0	0.272817	0.270745	0.229887	0.226551	0.272817	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283779	0.216777	0.216305	0.283138	0.6765787	0.09374816	13.36709	6.42652	4.34462	7.57955	2.08204	1.25755	2.54952	0.492853	0.829981	0.990889	0.286784	2.00611	2.639	0.785511	0.3843403
57	1	-2603036	-2602102	-934.508	0.5282274	4.356462	0.06065683	0.09894196	0.4292855	1.348042	1.348042	0.271813	0	0.228773	0.226729	0	0.272684	0.271813	0.228773	0.226729	0.272684	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283453	0.216212	0.216688	0.283648	0.5996559	0.2885162	21.20933	0.428025	4.5722	9.82128	3.83061	2.53917	1.78555	1.24015	0.926268	0.519171	1.4788	1.93846	2.49233	3.4512	0.1873094
58	0	-2603070	-2602106	-963.8672	0.4925872	1.837178	0.04580514	0.2442674	0.2483197	1.791814	1.791814	0.270644	0	0.228673	0.227854	0	0.272829	0.270644	0.228673	0.227854	0.272829	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283734	0.216216	0.216779	0.283271	0.7167624	0.3022924	19.73062	8.70028	3.0698	9.0902	2.65289	1.14976	4.2923	1.0503	1.73101	0.847676	1.01417	4.56331	3.5708	1.02352	0.4958867
59	1	-2603034	-2602106	-927.5112	0.5221028	2.787317	0.06074891	0.02879203	0.4933108	1.348772	1.348772	0.273451	0	0.228458	0.226224	0	0.271866	0.273451	0.228458	0.226224	0.271866	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283149	0.21548	0.217215	0.284156	0.619948	0.2211915	11.75878	0.0617202	3.22447	8.90944	3.47151	2.7499	3.44899	0.442095	1.42794	2.53695	0.591359	4.41733	2.1109	1.87399	0.05514628
60	0	-2603071	-2602108	-963.134	0.7813119	2.201482	0.04568225	0.2930746	0.4882373	1.791814	1.791814	0.271809	0	0.229588	0.227405	0	0.271199	0.271809	0.229588	0.227405	0.271199	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282273	0.216593	0.217225	0.283909	0.6473349	0.2287597	27.8344	6.16018	2.21293	7.90592	3.98173	4.69837	2.92344	0.826493	2.2574	1.26304	0.833971	4.68254	2.53249	1.12033	0.3751058
61	1	-2603031	-2602105	-926.3951	0.7199477	2.840095	0.06085898	0.202229	0.5177187	1.346486	1.346486	0.27177	0	0.23	0.226736	0	0.271494	0.27177	0.23	0.226736	0.271494	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28297	0.217108	0.216317	0.283605	0.5982005	0.3247698	20.76969	0.280673	1.03455	10.0624	1.85712	1.18472	3.48477	0.819872	1.42681	0.28898	1.60388	3.78754	0.679549	3.53061	0.280894
62	0	-2603068	-2602106	-962.1426	0.5652736	3.829674	0.04566499	0.1002181	0.4650555	1.792299	1.792299	0.272238	0	0.229285	0.226547	0	0.27193	0.272238	0.229285	0.226547	0.27193	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283287	0.216454	0.21733	0.282929	0.6352207	0.1424908	25.46632	0.2919	1.40004	5.03231	4.25276	2.87455	2.67262	1.0863	1.88588	1.14048	1.53137	3.79689	0.392376	6.04117	0.1772913
63	1	-2603030	-2602105	-924.422	0.7848736	2.940304	0.0611122	0.1461248	0.6387487	1.347004	1.347004	0.271684	0	0.230028	0.225399	0	0.272888	0.271684	0.230028	0.225399	0.272888	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283685	0.216791	0.216902	0.282622	0.6217106	0.1719245	11.35146	0.251117	0.354532	9.19379	2.05099	3.77893	2.29443	0.666372	1.60931	0.142564	2.63298	3.30735	1.80858	1.91413	0.1861762
64	0	-2603066	-2602106	-959.418	0.7531565	1.468687	0.04563711	0.4619013	0.2912552	1.792299	1.792299	0.273502	0	0.22907	0.226427	0	0.271001	0.273502	0.22907	0.226427	0.271001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282724	0.216195	0.217104	0.283977	0.6872025	0.1708876	11.12664	1.81218	5.71354	7.28736	6.66785	4.42718	4.77631	0.403419	2.19241	0.609609	1.06516	2.13146	5.02883	0.619463	0.6132873
65	1	-2603039	-2602104	-934.389	0.3532429	5.209554	0.06134122	0.05170629	0.3015366	1.337307	1.337307	0.271804	0	0.229047	0.226245	0	0.272904	0.271804	0.229047	0.226245	0.272904	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283973	0.216394	0.216523	0.283109	0.6004306	0.1848287	29.89745	0.37856	1.37065	9.94188	2.50884	1.43554	2.54977	0.898276	2.14999	1.41193	2.43917	3.17123	0.302797	2.90779	0.146376
66	0	-2603070	-2602107	-963.0797	0.4947422	1.604076	0.04561282	0.2577207	0.2370215	1.804554	1.804554	0.271152	0	0.228807	0.226167	0	0.273874	0.271152	0.228807	0.226167	0.273874	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283716	0.216447	0.21644	0.283397	0.7844998	0.2968878	26.32009	4.32681	0.839344	8.93049	4.31978	0.618119	0.0805058	1.552	2.53231	1.75925	1.67359	1.95179	0.94615	1.35441	0.5209192
67	1	-2603039	-2602106	-933.792	0.5087143	2.641302	0.06097287	0.01620486	0.4925095	1.342851	1.342851	0.272126	0	0.229433	0.227098	0	0.271342	0.272126	0.229433	0.227098	0.271342	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282885	0.216754	0.216784	0.283577	0.5313991	0.4371145	25.22194	4.30999	4.26403	9.69755	1.94118	4.62984	1.65429	1.01372	1.53987	2.12719	0.367091	3.94194	0.283683	1.71882	0.03185454
68	0	-2603071	-2602106	-964.6629	0.5240671	7.580591	0.04550441	0.1595876	0.3644795	1.804554	1.804554	0.272847	0	0.229935	0.226401	0	0.270817	0.272847	0.229935	0.226401	0.270817	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28239	0.216707	0.217139	0.283764	0.7137369	0.2312939	11.8387	0.411027	2.17018	8.13032	1.94683	1.52464	1.3785	0.880588	2.42892	0.545914	1.63011	4.10113	2.49608	1.5332	0.3045175
69	1	-2603039	-2602110	-929.8708	0.3901001	2.76291	0.06091308	0.06367535	0.3264247	1.343051	1.343051	0.272605	0	0.230105	0.225638	0	0.271652	0.272605	0.230105	0.225638	0.271652	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283038	0.216825	0.217241	0.282896	0.5359249	0.2267705	18.31318	4.80572	0.956484	9.75816	1.93457	2.83805	0.582651	1.69554	1.92996	0.950885	2.68002	2.22274	0.214921	0.607424	0.1632282
70	0	-2603061	-2602104	-957.0845	0.548308	1.629949	0.04568702	0.07699635	0.4713117	1.799739	1.799739	0.27208	0	0.229768	0.226977	0	0.271176	0.27208	0.229768	0.226977	0.271176	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283361	0.216769	0.216837	0.283032	0.6769465	0.210619	28.93572	0.353272	1.72529	8.44398	1.94244	1.62535	2.14353	0.999671	1.39686	1.58168	0.81364	3.3236	1.15868	3.2814	0.1404254
71	1	-2603045	-2602112	-933.2423	0.4848999	4.638049	0.06063364	0.01103674	0.4738632	1.356622	1.356622	0.272799	0	0.227728	0.227206	0	0.272267	0.272799	0.227728	0.227206	0.272267	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282904	0.216751	0.217271	0.283074	0.6310792	0.2642382	26.30276	1.14412	0.469922	10.2488	5.58599	1.84159	1.01881	1.35156	1.45714	1.64635	3.13596	2.34885	0.264592	1.56374	0.02276087
72	0	-2603070	-2602108	-961.9643	0.6212206	2.364671	0.04557161	0.237218	0.3840025	1.799739	1.799739	0.272607	0	0.230155	0.225287	0	0.271951	0.272607	0.230155	0.225287	0.271951	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282699	0.216295	0.2169	0.284106	0.5957623	0.2357258	19.49813	7.58588	0.186756	7.23912	3.07253	4.6522	1.39461	1.22853	2.49224	1.77341	1.4476	3.34193	0.767816	0.950858	0.381858
73	1	-2603038	-2602104	-934.3284	0.4789673	2.431413	0.06058826	0.1548805	0.3240868	1.357105	1.357105	0.272295	0	0.229783	0.226021	0	0.271901	0.272295	0.229783	0.226021	0.271901	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283361	0.216192	0.216965	0.283483	0.6233267	0.1619737	18.22054	1.68082	0.0836716	9.87153	5.11682	4.0658	0.370184	0.335398	1.69911	0.440339	1.68975	2.37837	1.49896	8.60526	0.3233633
74	0	-2603077	-2602112	-965.2754	0.5759235	1.999149	0.04574064	0.1641381	0.4117854	1.793102	1.793102	0.271596	0	0.230748	0.226494	0	0.271163	0.271596	0.230748	0.226494	0.271163	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283056	0.216988	0.216891	0.283064	0.6622607	0.1454016	10.76745	8.48068	0.762986	6.41775	7.27258	1.27422	0.383171	0.949522	2.55953	2.477	0.633711	4.73698	2.98527	2.0398	0.2849998
75	1	-2603045	-2602112	-932.6218	0.546517	3.944653	0.06026416	0.1207423	0.4257747	1.362456	1.362456	0.271765	0	0.230269	0.226021	0	0.271945	0.271765	0.230269	0.226021	0.271945	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283597	0.216775	0.216264	0.283363	0.5518118	0.1317915	26.44584	0.579865	1.83111	6.26993	8.08748	2.95325	1.69455	1.72859	0.789556	1.06649	1.63664	1.85841	4.01097	11.1908	0.2209305
76	0	-2603074	-2602109	-965.3983	0.6517279	3.21187	0.04574768	0.2498791	0.4018488	1.789811	1.789811	0.270842	0	0.229059	0.22721	0	0.272889	0.270842	0.229059	0.22721	0.272889	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283351	0.217161	0.21549	0.283998	0.7009728	0.1221037	21.58734	5.44741	0.886263	7.63523	6.237	0.0854056	0.413738	0.839035	1.88331	0.804815	1.77909	3.31905	0.165998	5.0289	0.3834101
77	1	-2603028	-2602107	-920.9047	0.4439858	3.026231	0.06016921	0.1604397	0.2835462	1.361445	1.361445	0.271822	0	0.22828	0.226981	0	0.272917	0.271822	0.22828	0.226981	0.272917	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283046	0.216694	0.216349	0.283911	0.6266337	0.2793305	18.49983	4.7802	1.33898	5.14346	6.22723	1.66472	0.188311	0.738881	2.20174	1.06083	0.370247	2.6246	5.01644	9.59216	0.3613621
78	0	-2603064	-2602104	-960.524	0.3545754	5.600265	0.04585613	0.01389624	0.3406791	1.789811	1.789811	0.271745	0	0.229122	0.226389	0	0.272744	0.271745	0.229122	0.226389	0.272744	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282928	0.216844	0.216431	0.283796	0.7389763	0.2221395	21.83247	0.049895	1.52769	5.93964	4.91077	4.75206	1.12836	0.34922	0.931749	0.891706	0.714343	4.24236	3.50763	1.98783	0.03919122
79	1	-2603042	-2602105	-936.5431	0.3214854	2.457214	0.06027429	0.1318368	0.1896486	1.356416	1.356416	0.271086	0	0.22835	0.227522	0	0.273042	0.271086	0.22835	0.227522	0.273042	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283659	0.216413	0.216461	0.283467	0.592715	0.1807092	29.3243	4.9208	4.87194	6.73111	1.85115	0.477946	0.565866	0.323014	0.982852	0.243681	2.93854	2.42202	1.55675	23.0295	0.4100864
80	0	-2603071	-2602104	-967.0171	0.5845019	4.214105	0.04575264	0.1396162	0.4448857	1.78228	1.78228	0.271932	0	0.229123	0.227129	0	0.271816	0.271932	0.229123	0.227129	0.271816	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283805	0.216051	0.216343	0.283801	0.7282715	0.1377217	22.80148	0.452878	6.63022	6.46227	1.83251	2.08554	2.35865	0.804725	1.90504	0.871889	1.49985	2.9888	3.50385	2.16171	0.2388635
81	1	-2603035	-2602104	-930.8854	0.2837199	3.192354	0.06018078	0.04019793	0.2435219	1.361704	1.361704	0.272733	0	0.228123	0.226178	0	0.272967	0.272733	0.228123	0.226178	0.272967	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283494	0.216741	0.216118	0.283647	0.6927181	0.3694763	21.60772	2.42634	0.368672	6.48905	4.52513	3.419	3.20973	1.22559	1.02303	0.42346	3.07179	4.11305	0.626605	16.6449	0.1416817
82	0	-2603073	-2602110	-962.398	0.4975395	2.269633	0.04597407	0.07024904	0.4272904	1.785871	1.785871	0.273752	0	0.229133	0.226095	0	0.271021	0.273752	0.229133	0.226095	0.271021	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282986	0.216602	0.216916	0.283496	0.6169399	0.1972627	15.18715	0.995377	4.75774	6.02231	3.18228	4.14388	4.3004	1.07978	1.64239	1.11306	2.24258	1.89092	3.70734	2.48865	0.1411929
83	1	-2603044	-2602110	-934.1466	0.3972414	2.011418	0.06060947	0.1584809	0.2387605	1.35821	1.35821	0.271978	0	0.230541	0.224776	0	0.272706	0.271978	0.230541	0.224776	0.272706	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282932	0.216871	0.217572	0.282625	0.6838609	0.2189635	24.20775	1.36141	0.971831	5.11671	3.25006	1.94337	0.4288	0.66047	2.18674	0.364684	2.74162	3.71713	2.57709	22.5314	0.3989537
84	0	-2603062	-2602106	-955.7761	0.9180547	1.648217	0.0457106	0.1603368	0.7577179	1.793436	1.793436	0.273219	0	0.22965	0.225797	0	0.271334	0.273219	0.22965	0.225797	0.271334	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283017	0.217021	0.216355	0.283607	0.7417624	0.2489421	20.04271	0.369445	0.84639	7.67972	4.29894	1.29344	4.18954	0.532961	0.95492	0.656827	1.97059	1.98055	2.56954	7.67359	0.1746484
85	1	-2603032	-2602102	-929.6824	0.6833326	2.538809	0.06050213	0.1168809	0.5664517	1.352238	1.352238	0.272366	0	0.229	0.226606	0	0.272028	0.272366	0.229	0.226606	0.272028	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282861	0.216341	0.216606	0.284192	0.5820342	0.2740112	12.03406	0.115146	0.623394	5.28601	2.39985	5.14379	4.04164	0.523168	0.959663	2.46763	1.07388	3.95632	0.236784	8.78908	0.1710455
86	0	-2603068	-2602105	-962.9103	0.3155164	2.948293	0.04594001	0.03636736	0.279149	1.786103	1.786103	0.273056	0	0.228925	0.226255	0	0.271764	0.273056	0.228925	0.226255	0.271764	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283168	0.21648	0.216635	0.283716	0.7461978	0.266221	29.32539	1.00675	0.0174349	7.53926	7.41806	0.904738	2.59054	0.870886	1.44616	0.132958	0.387773	4.47775	2.48452	0.308148	0.115263
87	1	-2603039	-2602108	-931.2403	0.4198053	6.319491	0.06054404	0.00717932	0.4126259	1.348229	1.348229	0.272324	0	0.229422	0.225159	0	0.273095	0.272324	0.229422	0.225159	0.273095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282854	0.217128	0.216601	0.283417	0.6273469	0.2861757	27.04491	3.23739	2.1478	6.04849	3.73438	0.375606	0.81293	1.03391	1.16976	0.494475	0.125084	4.23992	2.90508	15.0367	0.01710155
88	0	-2603055	-2602102	-953.1986	0.5359769	2.403816	0.04578783	0.2235564	0.3124205	1.792006	1.792006	0.272437	0	0.228832	0.226353	0	0.272377	0.272437	0.228832	0.226353	0.272377	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282851	0.216688	0.217013	0.283448	0.7276061	0.3298266	27.90165	0.126001	6.93709	6.86366	5.55409	1.2629	1.59187	1.20045	0.894464	1.13014	1.29051	4.74183	5.21476	0.546352	0.4171007
89	1	-2603024	-2602104	-919.4555	0.482017	5.105041	0.06043503	0.005860111	0.4761569	1.353633	1.353633	0.270815	0	0.229866	0.227142	0	0.272177	0.270815	0.229866	0.227142	0.272177	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283159	0.216667	0.2166	0.283574	0.5386093	0.3053425	23.38376	0.0279863	1.36145	6.24285	3.77286	2.79536	0.308939	0.941115	1.26282	0.877627	1.04189	4.22344	0.417469	7.08024	0.01215748
90	0	-2603061	-2602106	-954.897	0.5017025	3.529086	0.04589493	0.05721763	0.4444848	1.797873	1.797873	0.272837	0	0.229394	0.226953	0	0.270816	0.272837	0.229394	0.226953	0.270816	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28372	0.216205	0.216527	0.283547	0.7229408	0.418543	22.08816	0.138851	7.45186	7.52084	4.84372	0.37733	1.48304	0.360385	2.31585	1.34345	0.80834	3.86947	1.78978	1.31514	0.1140469
91	1	-2603030	-2602104	-926.0153	0.6182159	4.560943	0.06048854	0.003026524	0.6151893	1.360586	1.360586	0.271789	0	0.23034	0.225619	0	0.272252	0.271789	0.23034	0.225619	0.272252	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282539	0.216852	0.217007	0.283602	0.5983214	0.3446104	14.62836	1.76182	2.28435	6.05451	2.1092	3.71772	2.36576	0.818448	1.03681	1.64976	0.505717	2.68701	2.3617	8.2124	0.004895577
92	0	-2603073	-2602111	-962.0668	0.3946078	1.430962	0.04575745	0.06823159	0.3263762	1.797821	1.797821	0.269765	0	0.230459	0.226416	0	0.273359	0.269765	0.230459	0.226416	0.273359	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283703	0.216027	0.216924	0.283347	0.5804644	0.1356153	11.37406	2.17785	1.15165	6.98185	3.88641	2.34461	0.535938	1.69471	1.03649	1.60008	1.58426	4.27911	2.44768	0.428235	0.1729099
93	1	-2603038	-2602104	-934.1739	0.5124154	7.806723	0.0603329	0.02747517	0.4849402	1.360903	1.360903	0.271998	0	0.230802	0.225621	0	0.271579	0.271998	0.230802	0.225621	0.271579	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282993	0.217064	0.217017	0.282925	0.5927842	0.2545765	28.45052	3.12138	1.81659	6.08435	6.49342	0.50016	3.52115	1.65924	1.64368	0.37733	0.0876326	4.10183	3.29392	15.0573	0.05361894
94	0	-2603069	-2602104	-964.9171	0.3879795	2.777339	0.04563175	0.0834752	0.3045043	1.804144	1.804144	0.271802	0	0.228951	0.22671	0	0.272537	0.271802	0.228951	0.22671	0.272537	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282891	0.215937	0.216713	0.284458	0.6060425	0.1483314	14.40178	1.0478	4.13565	7.29049	6.42442	2.06396	1.20741	0.651967	2.38444	2.00992	3.12771	3.94764	3.62059	1.19311	0.2151536
95	1	-2603027	-2602105	-922.4892	0.592592	6.426763	0.06040654	0.03735572	0.5552363	1.356736	1.356736	0.270694	0	0.230168	0.226156	0	0.272982	0.270694	0.230168	0.226156	0.272982	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282736	0.216773	0.216928	0.283562	0.5510855	0.4585962	12.04596	1.29329	0.163743	5.17235	3.71531	1.41504	3.7358	0.730502	0.811489	0.161154	0.814507	4.36143	5.07972	9.47946	0.06303784
96	0	-2603071	-2602111	-960.6533	0.7045256	2.573739	0.04544063	0.1253751	0.5791505	1.796255	1.796255	0.271474	0	0.229601	0.227725	0	0.2712	0.271474	0.229601	0.227725	0.2712	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283369	0.216703	0.216016	0.283913	0.7870812	0.1692894	13.16093	11.2035	5.59044	6.47221	3.33916	0.0718613	2.12965	1.16295	2.402	1.97135	1.48004	2.93421	3.45257	0.897195	0.1779567
97	1	-2603042	-2602104	-937.5714	0.6010037	6.109875	0.0603886	0.04820179	0.552802	1.354106	1.354106	0.27208	0	0.230152	0.226044	0	0.271724	0.27208	0.230152	0.226044	0.271724	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282776	0.216896	0.217184	0.283144	0.5288809	0.1510012	22.77361	2.41257	1.02624	5.93377	3.74071	1.22678	1.33042	0.46297	2.23534	1.04551	1.11067	3.51706	1.25708	21.8759	0.08020215
98	0	-2603070	-2602105	-965.0859	0.6651136	2.87001	0.04564183	0.3962577	0.2688559	1.798813	1.798813	0.272925	0	0.229674	0.22559	0	0.271812	0.272925	0.229674	0.22559	0.271812	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283095	0.2163	0.216333	0.284273	0.5542106	0.2234457	10.1341	9.87507	4.91619	6.26479	4.76598	0.162732	1.62875	0.467784	1.90834	0.227527	2.21974	3.01816	4.12112	0.876814	0.5957744
99	1	-2603033	-2602105	-927.9873	0.3748011	3.363649	0.06045125	0.0551443	0.3196568	1.364519	1.364519	0.271459	0	0.230459	0.225746	0	0.272336	0.271459	0.230459	0.225746	0.272336	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282691	0.21731	0.216838	0.283161	0.6282379	0.2919201	19.51609	2.55727	3.60111	5.15416	3.53418	0.318287	4.17516	0.361843	2.39838	0.292509	1.88012	3.02096	5.04219	18.3706	0.1471295
100	0	-2603063	-2602109	-953.7148	0.4993177	3.239564	0.04563569	0.05454727	0.4447704	1.794495	1.794495	0.272798	0	0.229769	0.226492	0	0.270941	0.272798	0.229769	0.226492	0.270941	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282939	0.216185	0.216542	0.284333	0.652721	0.2883609	11.52256	11.1528	2.90985	5.67738	2.04181	3.02356	1.81738	0.330905	0.849976	1.00746	2.83444	2.32781	4.51367	0.708392	0.1092436
101	1	-2603026	-2602104	-922.5113	0.4338922	5.371718	0.06024502	0.007356816	0.4265354	1.362837	1.362837	0.272561	0	0.229008	0.227227	0	0.271204	0.272561	0.229008	0.227227	0.271204	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282363	0.216446	0.21712	0.284071	0.7165429	0.5657569	14.12937	0.355204	0.877761	5.43061	3.96181	1.26351	2.74036	0.876061	0.921529	0.0626848	1.07195	2.40779	3.57764	11.412	0.0169554
102	0	-2603055	-2602104	-950.6862	0.5641168	2.001488	0.04568512	0.02231565	0.5418012	1.795009	1.795009	0.270976	0	0.230689	0.225838	0	0.272497	0.270976	0.230689	0.225838	0.272497	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282907	0.216788	0.216989	0.283315	0.8097848	0.4005146	18.08669	9.77048	0.92994	7.06267	8.26456	2.10139	0.90185	0.303408	0.851288	0.741719	1.20495	3.67896	2.26203	0.376157	0.03955857
103	1	-2603022	-2602109	-912.6857	0.7818875	3.004472	0.0604546	0.08419698	0.6976905	1.363303	1.363303	0.272757	0	0.229406	0.224395	0	0.273442	0.272757	0.229406	0.224395	0.273442	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282792	0.217032	0.216138	0.284038	0.6184708	0.5121291	11.84057	0.114116	0.778387	6.15508	3.59593	1.41076	3.72557	0.749394	0.957805	0.31823	0.500395	2.03488	0.147206	9.55499	0.1076843
104	0	-2603077	-2602109	-968.0174	0.5113	6.264247	0.04560538	0.2762262	0.2350738	1.798922	1.798922	0.270726	0	0.229635	0.225914	0	0.273725	0.270726	0.229635	0.225914	0.273725	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282919	0.217676	0.216085	0.28332	0.6180541	0.1854711	13.19078	11.6025	0.204461	6.3103	3.32067	2.6123	0.865629	0.733544	1.75007	1.41119	2.47523	4.64654	0.237968	0.690999	0.5402429
105	1	-2603027	-2602102	-924.8474	0.5522571	2.54004	0.06025972	0.007706628	0.5445505	1.362791	1.362791	0.270981	0	0.228885	0.227316	0	0.272817	0.270981	0.228885	0.227316	0.272817	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283853	0.216231	0.216832	0.283085	0.5664524	0.3622641	28.11041	2.21413	0.345058	5.02721	5.98523	1.3006	0.649794	0.834506	1.89774	0.56009	0.661822	2.80093	0.281296	14.9188	0.01395478
106	0	-2603072	-2602110	-962.7072	0.7913534	2.265224	0.0455702	0.2414277	0.5499257	1.791213	1.791213	0.272408	0	0.230695	0.225363	0	0.271534	0.272408	0.230695	0.225363	0.271534	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282515	0.215956	0.21729	0.284239	0.682388	0.1939461	26.54178	10.8485	0.910105	5.15043	2.20239	3.14018	0.603294	1.01946	1.04701	0.48602	1.27963	2.53361	0.318148	1.85367	0.305082
107	1	-2603043	-2602105	-937.9729	0.6669631	4.010852	0.06028209	0.07050881	0.5964542	1.365843	1.365843	0.271788	0	0.229507	0.225703	0	0.273001	0.271788	0.229507	0.225703	0.273001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28344	0.216963	0.216685	0.282912	0.6680167	0.3690053	27.53135	0.251224	3.91515	5.0112	6.10106	1.19832	0.31286	0.872092	1.00403	0.955728	0.420514	2.10029	1.59811	19.6465	0.1057162
108	0	-2603066	-2602107	-959.4264	0.5270864	2.126059	0.04564748	0.214283	0.3128034	1.799655	1.799655	0.273102	0	0.229659	0.226348	0	0.270892	0.273102	0.229659	0.226348	0.270892	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282907	0.215995	0.216664	0.284433	0.743566	0.1373088	12.31846	11.525	1.62578	7.05749	6.11497	0.923471	3.54236	1.46181	2.32983	0.686839	2.01155	4.88383	0.782653	1.02734	0.4065425
109	1	-2603034	-2602110	-924.1307	0.6834317	2.724994	0.06004156	0.03105645	0.6523753	1.365483	1.365483	0.271825	0	0.229041	0.226506	0	0.272628	0.271825	0.229041	0.226506	0.272628	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283975	0.216328	0.216024	0.283673	0.5516051	0.3412612	21.13218	0.176894	0.0507525	5.91228	2.42372	4.42214	3.09125	1.31695	1.05973	2.12078	0.270762	2.37134	3.61318	14.8223	0.04544192
110	0	-2603058	-2602103	-955.0426	0.3105613	1.609007	0.04555185	0.07484022	0.2357211	1.804017	1.804017	0.271533	0	0.229957	0.225408	0	0.273102	0.271533	0.229957	0.225408	0.273102	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283161	0.216273	0.21728	0.283286	0.7349005	0.2884791	21.65155	11.5008	0.0788356	6.60275	5.29802	1.36612	2.80271	0.471559	1.8086	0.736243	2.23641	4.40971	0.804615	0.889855	0.2409837
111	1	-2603042	-2602106	-935.5458	0.4195898	2.307881	0.05979476	0.02723847	0.3923514	1.370122	1.370122	0.272246	0	0.230657	0.225915	0	0.271183	0.272246	0.230657	0.225915	0.271183	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283277	0.216631	0.217021	0.283071	0.5472234	0.2406969	27.03916	2.47567	0.252889	5.85225	2.08618	5.30957	3.19634	0.662567	1.33521	0.517964	0.415291	1.96731	4.88455	18.6677	0.06491689
