Iteration	Posterior	Likelihood	Prior	birth	clock_morpho	clock_nuclear	death	diversification	divtime_dirus	divtime_jackals	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
28300	-2603033	-2602106	-927.8153	0.5448621	3.310948	0.05982293	0.02551684	0.5193453	1.367657	1.367657	0.272088	0	0.230361	0.22547	0	0.272081	0.272088	0.230361	0.22547	0.272081	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283207	0.216722	0.217282	0.282788	0.6131509	0.2497631	24.49617	1.96567	1.69115	5.31105	4.70379	4.15069	3.8551	1.65317	0.822468	1.89897	1.20153	4.45901	0.461751	12.7184	0.04683173
28400	-2603032	-2602107	-924.2899	0.454773	4.889033	0.05999805	0.1368511	0.3179219	1.367462	1.367462	0.272635	0	0.229076	0.227028	0	0.271261	0.272635	0.229076	0.227028	0.271261	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282797	0.21576	0.217117	0.284326	0.5388601	0.3904249	26.27388	4.11253	1.11234	5.62643	5.38308	2.29256	0.163006	1.65316	1.71122	2.2042	1.33279	3.54816	3.3461	15.4988	0.3009217
28500	-2603026	-2602105	-921.472	0.4466726	2.385908	0.05979513	0.1693413	0.2773313	1.371071	1.371071	0.271388	0	0.229184	0.226252	0	0.273176	0.271388	0.229184	0.226252	0.273176	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283202	0.216534	0.216929	0.283335	0.5393406	0.5492847	29.29276	0.948252	0.817094	5.41677	2.31588	1.85674	0.568932	0.764343	0.914869	1.11327	2.33441	1.90348	2.5758	11.5164	0.3791173
28600	-2603032	-2602106	-925.2769	0.4681942	2.393745	0.05954776	0.01226925	0.4559249	1.371359	1.371359	0.272775	0	0.229244	0.225214	0	0.272767	0.272775	0.229244	0.225214	0.272767	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283125	0.216565	0.216582	0.283729	0.7101798	0.1620271	29.23605	0.704399	0.422624	5.06399	4.13577	2.06495	1.79841	0.302657	2.04328	0.786076	1.03349	2.65127	5.284	16.3636	0.02620548
28700	-2603027	-2602113	-914.1195	0.6197027	4.378444	0.0595151	0.0004059778	0.6192968	1.37489	1.37489	0.270675	0	0.228974	0.227752	0	0.272598	0.270675	0.228974	0.227752	0.272598	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284365	0.21585	0.216355	0.283431	0.5225297	0.6072826	9.707593	0.575074	1.48936	5.16371	4.07397	5.12282	0.899962	1.25666	1.37631	0.0814164	0.456043	2.73276	5.27132	8.50911	0.0006551169
28800	-2603028	-2602103	-924.8952	0.336473	3.584844	0.05976031	0.01950289	0.3169701	1.375948	1.375948	0.272364	0	0.229413	0.226403	0	0.27182	0.272364	0.229413	0.226403	0.27182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282973	0.217069	0.216885	0.283073	0.5639085	0.4134217	24.17155	0.273701	6.19936	6.77168	1.90551	2.30305	0.457834	0.80789	1.36715	0.348691	0.479833	3.43107	1.37118	17.245	0.05796271
28900	-2603040	-2602106	-933.6586	0.409965	2.513885	0.05978681	0.237235	0.17273	1.370663	1.370663	0.271554	0	0.230295	0.225523	0	0.272628	0.271554	0.230295	0.225523	0.272628	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282919	0.216709	0.217114	0.283257	0.5473894	0.2593721	24.21625	4.28103	6.85248	5.45497	5.63439	4.58877	1.33336	0.465442	1.84577	0.400249	1.1776	3.0833	4.59246	21.7209	0.5786713
29000	-2603023	-2602106	-916.783	0.7408523	4.467258	0.0597239	0.0614679	0.6793844	1.370456	1.370456	0.272757	0	0.230348	0.226025	0	0.27087	0.272757	0.230348	0.226025	0.27087	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283279	0.216078	0.217515	0.283127	0.4824418	0.6925267	28.62231	0.421903	4.54734	5.63148	6.14909	3.53911	0.425991	0.796229	0.787561	1.86764	1.60693	2.51071	3.84033	7.52551	0.08296916
29100	-2603025	-2602105	-919.573	0.5589223	2.849491	0.05991492	0.009205442	0.5497169	1.368368	1.368368	0.271327	0	0.230332	0.22694	0	0.271401	0.271327	0.230332	0.22694	0.271401	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283808	0.215991	0.217055	0.283146	0.5540976	0.2622906	27.62867	0.397254	3.35329	5.18658	2.49947	2.27173	2.15877	1.17939	1.02934	0.930295	2.84332	4.4222	5.10955	13.5364	0.01646998
29200	-2603022	-2602108	-914.8773	0.610906	1.991957	0.06019061	0.03331366	0.5775923	1.371027	1.371027	0.271083	0	0.230182	0.226048	0	0.272688	0.271083	0.230182	0.226048	0.272688	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283534	0.21719	0.216168	0.283108	0.5130038	0.7203342	17.81841	0.305012	1.23829	6.60621	4.23923	3.20778	2.67156	0.948308	0.791436	0.515552	1.5049	4.67752	5.16199	10.874	0.05453157
29300	-2603033	-2602105	-927.8555	0.3941853	4.133324	0.06046647	0.08776446	0.3064208	1.352116	1.352116	0.271551	0	0.228742	0.226518	0	0.273189	0.271551	0.228742	0.226518	0.273189	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283988	0.216664	0.2162	0.283149	0.7281175	0.4398907	27.76533	0.437871	0.361402	5.96293	4.24522	2.31782	0.367833	0.581379	1.18964	0.938791	1.64649	3.85598	0.761075	17.3706	0.2226477
29400	-2603013	-2602102	-911.2746	0.7389307	2.241886	0.06041255	0.05429335	0.6846373	1.357884	1.357884	0.272567	0	0.228176	0.2269	0	0.272356	0.272567	0.228176	0.2269	0.272356	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283668	0.21633	0.216272	0.28373	0.5369937	0.4702003	9.628422	0.666241	0.640689	5.68389	3.6675	2.87532	2.41421	1.00473	1.04539	0.212784	1.77731	4.66133	4.23671	9.58701	0.07347556
29500	-2603025	-2602109	-915.2266	0.7358378	3.53442	0.06062993	0.01285825	0.7229795	1.343007	1.343007	0.273021	0	0.229085	0.226153	0	0.271741	0.273021	0.229085	0.226153	0.271741	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282784	0.215952	0.217453	0.283811	0.5209775	0.4548908	15.25491	0.611518	0.309736	5.40976	3.10487	1.95306	2.5511	1.00203	0.90109	2.44688	0.333547	3.65688	4.58621	9.51079	0.0174743
29600	-2603032	-2602111	-920.8265	0.5085072	2.420661	0.06078514	0.002063942	0.5064433	1.34383	1.34383	0.272387	0	0.229345	0.226462	0	0.271806	0.272387	0.229345	0.226462	0.271806	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282569	0.216229	0.217063	0.284138	0.6212616	0.2673983	26.78585	0.137666	0.649872	6.02523	3.85314	1.79187	2.84926	1.65604	0.799013	2.551	0.51978	3.39182	4.61238	11.5168	0.004058825
29700	-2603028	-2602105	-923.5539	0.3283065	3.774533	0.0605271	0.01006283	0.3182437	1.358699	1.358699	0.272457	0	0.228761	0.227074	0	0.271708	0.272457	0.228761	0.227074	0.271708	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283903	0.216086	0.216303	0.283708	0.5462403	0.3756534	28.12795	0.314684	0.142637	6.62143	5.44706	0.103381	0.337842	1.07969	0.811344	0.982349	0.524343	4.55421	1.44782	21.9856	0.03065072
29800	-2603022	-2602104	-917.9369	0.2916791	4.584875	0.06060992	0.01834543	0.2733337	1.351954	1.351954	0.272584	0	0.228802	0.226999	0	0.271615	0.272584	0.228802	0.226999	0.271615	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283453	0.216326	0.216182	0.28404	0.5705391	0.2772946	29.25004	2.4326	0.935796	6.00819	4.34872	0.0915069	0.312659	0.81721	0.953595	2.23414	0.585577	4.08881	2.68167	10.2305	0.06289595
29900	-2603035	-2602108	-927.2113	0.2158783	3.403624	0.06060907	0.001808059	0.2140703	1.348998	1.348998	0.271887	0	0.230101	0.226644	0	0.271368	0.271887	0.230101	0.226644	0.271368	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283275	0.216652	0.21697	0.283103	0.5783026	0.285102	29.97371	1.19076	4.96403	6.04601	4.76586	1.57004	0.65451	0.730728	0.90096	1.13893	1.0716	2.42275	0.936356	23.0197	0.008375359
30000	-2603029	-2602107	-922.1042	0.6229365	5.634913	0.06107056	0.04332155	0.579615	1.344551	1.344551	0.271589	0	0.229566	0.227237	0	0.271608	0.271589	0.229566	0.227237	0.271608	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283601	0.216513	0.215895	0.283991	0.6777978	0.4225456	29.9539	2.95908	3.82239	6.11391	3.24033	1.74532	1.21203	1.29322	0.905784	0.328786	0.727568	3.804	2.63384	10.2429	0.06954408
30100	-2603030	-2602108	-922.4908	0.3069616	7.893007	0.06063436	0.04232069	0.2646409	1.349887	1.349887	0.270064	0	0.229957	0.227086	0	0.272894	0.270064	0.229957	0.227086	0.272894	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283777	0.216826	0.216679	0.282719	0.6122577	0.5459341	12.84353	2.73751	0.493286	6.27837	2.50661	3.50777	0.35152	1.07927	0.803718	1.04223	0.254134	4.6777	3.25595	8.14761	0.1378696
30200	-2603027	-2602106	-921.2331	0.2936302	1.857595	0.06068618	0.01322805	0.2804022	1.350761	1.350761	0.2724	0	0.227993	0.227438	0	0.272169	0.2724	0.227993	0.227438	0.272169	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283282	0.216673	0.216753	0.283292	0.5091969	0.2462339	25.09627	2.63473	0.373288	6.44839	6.39163	4.08755	3.51005	1.23745	0.956635	0.0881876	1.02757	2.30181	1.55724	18.8127	0.04505004
30300	-2603016	-2602105	-910.719	0.4691829	2.911949	0.06055322	0.04217613	0.4270068	1.351686	1.351686	0.27156	0	0.229836	0.226049	0	0.272554	0.27156	0.229836	0.226049	0.272554	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28303	0.217021	0.216533	0.283416	0.5040616	0.6396969	11.27955	5.67862	0.801089	6.37965	6.36763	4.47343	3.28233	0.542403	1.09168	0.0904498	3.10098	4.84632	0.313023	7.84825	0.08989273
30400	-2603032	-2602112	-919.5201	0.4108814	7.416936	0.06082253	0.02140749	0.3894739	1.34307	1.34307	0.273271	0	0.228463	0.226424	0	0.271843	0.273271	0.228463	0.226424	0.271843	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283067	0.216426	0.21762	0.282887	0.6365069	0.4511505	13.89178	3.65158	0.139263	5.78598	4.99817	3.57837	4.41415	1.17657	1.13155	0.109408	1.86012	2.85666	0.62686	11.4494	0.05210139
30500	-2603025	-2602104	-921.6897	0.4066048	5.335519	0.06084613	0.1113011	0.2953038	1.352109	1.352109	0.272112	0	0.230005	0.22609	0	0.271793	0.272112	0.230005	0.22609	0.271793	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282814	0.217023	0.217131	0.283032	0.5529598	0.3554309	21.02113	4.14806	0.0615274	6.32281	3.09125	0.664778	2.92015	1.21908	1.29285	2.27538	1.04638	4.62147	0.910889	16.6581	0.2737327
30600	-2603041	-2602113	-928.2787	0.2908694	5.084798	0.06024419	0.005479568	0.2853898	1.36125	1.36125	0.27236	0	0.2299	0.225795	0	0.271945	0.27236	0.2299	0.225795	0.271945	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282813	0.216508	0.216952	0.283727	0.465465	0.5192385	27.46587	3.38568	0.320372	5.7078	6.32953	1.12858	4.8561	0.670615	1.83127	1.06396	0.316396	3.6993	0.347587	10.8233	0.01883859
30700	-2603039	-2602105	-934.1501	0.5990755	6.791028	0.0607397	0.1268757	0.4721998	1.350392	1.350392	0.272536	0	0.229597	0.225446	0	0.272421	0.272536	0.229597	0.225446	0.272421	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283146	0.216776	0.216938	0.283141	0.5479575	0.3699935	28.32647	2.00064	1.15424	5.96258	5.25744	0.395577	3.9744	0.66215	1.10252	0.031944	0.905262	2.46789	1.4885	22.9992	0.2117858
30800	-2603027	-2602107	-919.9899	0.4034035	5.463043	0.06060371	0.008325726	0.3950778	1.34845	1.34845	0.270692	0	0.230292	0.226549	0	0.272468	0.270692	0.230292	0.226549	0.272468	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283526	0.217191	0.216198	0.283085	0.5918132	0.5499337	16.7231	2.36499	0.833105	5.74337	3.89001	0.435756	3.50771	0.580744	1.11605	0.0445875	2.88946	2.42259	3.50367	13.8952	0.0206387
30900	-2603033	-2602108	-924.9806	0.5002376	5.823251	0.06061614	0.0867142	0.4135234	1.351617	1.351617	0.272383	0	0.229035	0.226875	0	0.271707	0.272383	0.229035	0.226875	0.271707	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282906	0.215659	0.217726	0.28371	0.6395156	0.2633672	19.83653	1.51135	2.56983	5.49025	5.82584	3.63034	0.140163	0.418135	1.2756	0.0600687	0.915067	3.96012	0.310327	18.2808	0.173346
31000	-2603032	-2602108	-924.4402	0.9063638	2.416893	0.06013039	0.06369203	0.8426717	1.368436	1.368436	0.271321	0	0.228784	0.22715	0	0.272745	0.271321	0.228784	0.22715	0.272745	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283085	0.216979	0.216316	0.28362	0.5203631	0.6374986	12.79435	0.550122	0.236905	6.51939	5.34338	3.48355	1.0353	0.858678	1.05511	2.36785	0.214962	2.25308	0.857365	11.8236	0.07027204
31100	-2603020	-2602104	-916.0671	0.4907226	3.226097	0.06033415	0.016823	0.4738996	1.35355	1.35355	0.271491	0	0.229026	0.226837	0	0.272646	0.271491	0.229026	0.226837	0.272646	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283841	0.216768	0.216564	0.282827	0.6290918	0.3203678	28.24643	0.164554	0.340605	5.51407	3.11801	0.213465	4.59271	1.06511	1.1401	0.93511	1.22431	3.46153	0.947662	10.9489	0.0342821
31200	-2603021	-2602105	-916.9007	0.4597196	3.845975	0.06008317	0.02164879	0.4380708	1.365837	1.365837	0.272066	0	0.229188	0.226587	0	0.272159	0.272066	0.229188	0.226587	0.272159	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282521	0.216217	0.217375	0.283887	0.6175477	0.3017062	16.53437	0.0916549	0.153788	6.46045	4.96028	3.86538	1.80928	0.849511	1.31152	0.0684311	0.936343	4.64203	3.51486	14.8756	0.04709129
31300	-2603025	-2602105	-919.4467	0.2065355	2.91701	0.06041393	0.008249707	0.1982858	1.359765	1.359765	0.272942	0	0.229183	0.226968	0	0.270908	0.272942	0.229183	0.226968	0.270908	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282977	0.215964	0.216713	0.284346	0.4865974	0.415897	25.57703	0.13369	0.110533	5.85235	2.86414	2.63149	4.04948	1.13655	0.999051	0.601698	1.35157	4.65563	1.78401	14.7773	0.03994328
31400	-2603030	-2602103	-926.1708	0.2812159	2.187223	0.06041818	0.04742404	0.2337919	1.354844	1.354844	0.272849	0	0.22942	0.22621	0	0.271521	0.272849	0.22942	0.22621	0.271521	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282794	0.21606	0.217598	0.283548	0.7862955	0.2981271	25.5853	0.800471	1.77833	6.69276	5.71649	4.83967	2.25546	1.16447	1.02031	0.211858	1.4019	2.90412	0.740912	20.2206	0.1686393
31500	-2603035	-2602104	-931.0533	0.5110865	4.317331	0.06050455	0.09987377	0.4112127	1.354193	1.354193	0.272395	0	0.229459	0.226187	0	0.271959	0.272395	0.229459	0.226187	0.271959	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282941	0.216481	0.217432	0.283146	0.5396172	0.2860938	25.01176	2.89426	1.00047	4.92972	1.94973	3.45109	4.74947	0.941891	1.26603	0.801875	0.451223	3.71353	0.30481	16.8867	0.1954146
31600	-2603036	-2602107	-929.3364	0.7266524	12.16123	0.06072889	0.3719818	0.3546706	1.350873	1.350873	0.272446	0	0.22815	0.226774	0	0.27263	0.272446	0.22815	0.226774	0.27263	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283559	0.216128	0.215699	0.284613	0.5816268	0.4077653	15.73099	4.19373	0.0907835	5.28795	1.82567	1.61936	0.89164	1.19281	1.25524	0.144912	0.526436	4.59955	0.674996	10.3641	0.5119116
31700	-2603025	-2602108	-916.3398	0.4434992	2.771153	0.06069375	0.03888363	0.4046156	1.354434	1.354434	0.271764	0	0.228429	0.226304	0	0.273503	0.271764	0.228429	0.226304	0.273503	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284142	0.216481	0.216095	0.283282	0.6070774	0.4004567	12.2498	3.17337	0.657409	6.5098	2.02506	2.2868	0.396404	1.12665	1.29561	2.07837	0.582898	3.99464	0.416534	11.7853	0.08767464
31800	-2603021	-2602102	-918.5211	0.5662095	4.237972	0.06033992	0.1502347	0.4159749	1.358463	1.358463	0.271598	0	0.229386	0.226181	0	0.272835	0.271598	0.229386	0.226181	0.272835	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283786	0.216306	0.216169	0.28374	0.6149672	0.396234	11.01701	0.533913	0.690959	6.16044	6.73282	3.91905	0.210375	0.828173	1.14023	0.866354	1.90739	2.58897	4.55802	8.26307	0.265334
31900	-2603028	-2602106	-922.5051	0.4593341	3.220434	0.06063627	0.002500489	0.4568337	1.351987	1.351987	0.272093	0	0.22991	0.225552	0	0.272445	0.272093	0.22991	0.225552	0.272445	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283413	0.216556	0.21675	0.283281	0.6074051	0.2040453	24.70741	0.413045	0.254954	6.00477	4.56274	2.36322	0.690762	0.963835	1.21538	0.856533	2.61037	4.81751	0.166739	13.5345	0.005443726
32000	-2603034	-2602102	-932.3995	0.624925	3.212006	0.06073644	0.05796842	0.5669566	1.353232	1.353232	0.272065	0	0.228986	0.227169	0	0.271779	0.272065	0.228986	0.227169	0.271779	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283328	0.216426	0.216686	0.283561	0.5651702	0.2228635	21.91251	0.314368	0.416576	5.0113	6.34219	1.99135	0.172804	1.24391	0.923857	0.359064	1.49455	4.45439	0.315049	21.2141	0.0927606
32100	-2603022	-2602108	-914.9153	0.6898626	3.959057	0.06011728	0.03874507	0.6511175	1.365112	1.365112	0.273684	0	0.22866	0.226501	0	0.271155	0.273684	0.22866	0.226501	0.271155	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283297	0.216396	0.216958	0.283349	0.6853854	0.4672358	28.21356	0.24966	0.286346	6.24839	4.60109	3.05749	0.155415	1.56521	1.75917	0.107658	1.53962	3.45882	1.24368	11.4504	0.05616346
32200	-2603036	-2602109	-927.2505	0.4172846	4.7908	0.06031773	0.1087631	0.3085215	1.367437	1.367437	0.271702	0	0.23027	0.225753	0	0.272275	0.271702	0.23027	0.225753	0.272275	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283006	0.216813	0.216294	0.283887	0.6174895	0.2544036	23.05516	1.84115	0.305271	5.56752	3.6835	4.29336	0.529399	0.516694	1.5521	0.0707492	1.51828	2.93024	1.27573	20.5754	0.2606449
32300	-2603022	-2602106	-916.3868	0.415104	3.219314	0.05998417	0.1456018	0.2695021	1.369771	1.369771	0.271112	0	0.230258	0.225276	0	0.273354	0.271112	0.230258	0.225276	0.273354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283392	0.216786	0.216809	0.283013	0.5680891	0.4818076	15.94086	1.49158	0.655613	5.51693	6.58199	1.03729	2.72102	1.0656	1.75803	0.0739326	0.959177	4.849	1.12349	7.80548	0.3507599
32400	-2603036	-2602105	-930.8033	0.3690253	2.612007	0.0600097	0.1195513	0.249474	1.357294	1.357294	0.270684	0	0.22945	0.226992	0	0.272874	0.270684	0.22945	0.226992	0.272874	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283714	0.216508	0.216701	0.283077	0.5061435	0.3616931	23.29874	5.64803	0.831838	5.75482	4.53998	3.57724	4.12558	1.13901	0.812402	0.30918	1.52313	2.64098	0.387926	16.6236	0.323965
32500	-2603027	-2602105	-921.489	0.5038677	1.399293	0.06009264	0.06800465	0.4358631	1.366554	1.366554	0.271472	0	0.229072	0.226426	0	0.27303	0.271472	0.229072	0.226426	0.27303	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283751	0.217092	0.216381	0.282775	0.5624961	0.267314	20.68178	1.60835	3.18099	6.46107	6.71198	4.23574	0.677943	0.971203	0.849196	1.37637	2.2061	2.30286	0.40957	9.32619	0.1349653
32600	-2603017	-2602104	-913.1719	0.6179736	3.796401	0.06032128	0.02347315	0.5945004	1.359406	1.359406	0.271521	0	0.229913	0.226408	0	0.272158	0.271521	0.229913	0.226408	0.272158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282909	0.216972	0.217033	0.283086	0.4984321	0.3146685	9.124276	0.86837	1.94395	5.62469	4.99218	3.04201	0.0669049	1.26663	1.15872	0.11852	0.655303	4.12411	0.745352	7.95947	0.03798407
32700	-2603014	-2602101	-913.3001	0.3932779	2.703042	0.0603432	0.03079348	0.3624844	1.360573	1.360573	0.271629	0	0.229136	0.226314	0	0.272921	0.271629	0.229136	0.226314	0.272921	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283333	0.216251	0.216506	0.28391	0.5839036	0.3027923	19.63604	0.189072	0.242819	5.92021	4.35365	3.27346	0.311803	1.42797	1.26516	0.200858	1.02311	4.05759	3.77968	16.0885	0.07829954
32800	-2603017	-2602104	-912.9695	0.9117233	4.042833	0.06050395	0.05554603	0.8561773	1.358291	1.358291	0.271945	0	0.229961	0.225865	0	0.272229	0.271945	0.229961	0.225865	0.272229	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283044	0.216475	0.216849	0.283632	0.6120727	0.5911952	24.27727	0.731422	0.111555	5.74434	6.53281	1.25532	1.93543	0.870226	2.58045	0.0971182	2.20686	3.08472	3.88894	8.15179	0.06092422
32900	-2603025	-2602110	-915.0183	0.3478187	2.368682	0.06039721	0.006069493	0.3417492	1.364302	1.364302	0.270933	0	0.229397	0.227013	0	0.272658	0.270933	0.229397	0.227013	0.272658	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283876	0.216001	0.217116	0.283007	0.4942704	0.7177356	25.17295	0.497235	0.277165	5.68307	6.21321	0.918975	3.24322	1.252	1.4603	0.0539492	2.55384	4.16455	4.28332	11.0883	0.01745017
33000	-2603020	-2602104	-916.2123	0.8643072	4.456897	0.06052952	0.2010737	0.6632335	1.354158	1.354158	0.273099	0	0.229763	0.225236	0	0.271902	0.273099	0.229763	0.225236	0.271902	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283456	0.216744	0.216739	0.283061	0.6229471	0.4114159	23.96323	0.160036	2.12682	4.98452	3.60696	0.275138	0.0916982	1.31165	1.31309	0.550662	2.4763	3.9537	4.65099	7.97765	0.2326415
33100	-2603016	-2602103	-912.2278	0.6921441	1.663168	0.06052278	0.04218786	0.6499563	1.352838	1.352838	0.271787	0	0.229666	0.226741	0	0.271806	0.271787	0.229666	0.226741	0.271806	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282721	0.216287	0.216739	0.284253	0.5675742	0.3108198	20.01576	0.246114	5.7094	6.7338	3.55945	0.636259	1.26438	0.85254	1.29401	0.426337	2.21332	2.05517	1.80395	8.34957	0.06095243
33200	-2603021	-2602104	-917.3751	0.4733671	2.931324	0.06053485	0.08719084	0.3861762	1.350115	1.350115	0.272318	0	0.229052	0.226939	0	0.271691	0.272318	0.229052	0.226939	0.271691	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283759	0.216404	0.216452	0.283384	0.477892	0.4073888	17.31226	0.325858	2.59979	6.16849	5.25379	0.512983	2.26106	0.532752	1.18283	0.0737262	0.784513	3.33556	2.83969	11.4286	0.1841929
33300	-2603028	-2602110	-918.5792	0.7744843	2.644281	0.05998222	0.08261772	0.6918666	1.360669	1.360669	0.27149	0	0.228831	0.226931	0	0.272749	0.27149	0.228831	0.226931	0.272749	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283346	0.216204	0.21653	0.28392	0.5248206	0.3837065	24.58791	0.337378	3.96987	5.72485	2.72464	3.47426	3.09017	0.51995	0.812638	0.175282	1.42105	2.43502	2.74603	15.4521	0.1066745
33400	-2603030	-2602109	-920.3428	0.3581832	1.875072	0.06003941	0.0514938	0.3066894	1.366119	1.366119	0.27142	0	0.230615	0.225203	0	0.272762	0.27142	0.230615	0.225203	0.272762	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28332	0.217079	0.216093	0.283508	0.6417048	0.5400816	28.1456	0.538823	5.87409	6.77773	3.17973	0.291842	1.26812	0.772841	1.14578	0.275585	1.05507	2.63645	1.92674	16.1615	0.1437639
33500	-2603029	-2602106	-923.0492	0.4808061	4.851526	0.06038656	0.136189	0.3446171	1.358065	1.358065	0.271921	0	0.229974	0.227099	0	0.271006	0.271921	0.229974	0.227099	0.271006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282582	0.21647	0.217146	0.283802	0.5567342	0.2897888	28.33602	0.67002	4.62756	5.10434	2.80013	0.297005	1.59114	1.73451	1.98711	1.3844	0.636733	3.5969	5.115	12.0919	0.2832514
33600	-2603025	-2602106	-919.2827	0.4835375	3.690645	0.06063857	0.03356517	0.4499724	1.352074	1.352074	0.272541	0	0.230411	0.225387	0	0.271661	0.272541	0.230411	0.225387	0.271661	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283395	0.216126	0.217239	0.283241	0.5347783	0.3983296	20.09303	0.31164	6.78716	5.1318	4.3365	0.10771	0.197968	1.46853	1.03179	0.189004	0.720413	2.0892	5.31356	15.3305	0.06941585
33700	-2603024	-2602110	-913.814	0.4832033	7.868006	0.06023877	0.0526513	0.430552	1.358113	1.358113	0.274243	0	0.229305	0.22491	0	0.271542	0.274243	0.229305	0.22491	0.271542	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282139	0.216345	0.217677	0.283839	0.5589706	0.5542437	21.45841	0.0812744	3.06534	6.03954	1.85922	0.781686	0.320838	1.63597	1.72242	0.0222129	0.801498	4.47377	0.647705	9.10062	0.108963
33800	-2603021	-2602102	-918.3577	0.5020566	3.028335	0.060392	0.02064896	0.4814077	1.360656	1.360656	0.271633	0	0.229617	0.227025	0	0.271726	0.271633	0.229617	0.227025	0.271726	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283338	0.21675	0.216694	0.283218	0.5821319	0.2453462	18.49071	0.446754	2.83586	5.5449	6.4379	0.275758	1.98309	1.59536	1.07425	0.142825	0.982679	3.0978	0.64127	10.819	0.04112874
33900	-2603023	-2602104	-918.7197	0.8374132	3.81852	0.06074845	0.06626735	0.7711459	1.354739	1.354739	0.272538	0	0.229794	0.226058	0	0.271609	0.272538	0.229794	0.226058	0.271609	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283978	0.216	0.216821	0.283201	0.5691197	0.6045474	11.03353	0.305883	0.617438	6.39044	4.89376	1.20217	1.32879	1.1351	1.9364	0.0710854	0.631854	2.01061	1.35613	10.114	0.0791334
34000	-2603027	-2602104	-922.4483	0.2032553	2.285564	0.06063961	0.08501259	0.1182427	1.358393	1.358393	0.270411	0	0.228734	0.226953	0	0.273901	0.270411	0.228734	0.226953	0.273901	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283621	0.216695	0.216193	0.283491	0.5987303	0.3512888	20.19669	0.387764	0.214599	5.59253	3.4597	0.246624	1.49959	1.00268	0.850563	0.0666076	0.0525731	4.05003	0.45435	14.6494	0.4182552
