Iteration	Posterior	Likelihood	Prior	birth	clock_morpho	clock_nuclear	death	diversification	divtime_dirus	divtime_jackals	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
46600	-2603061	-2602104	-956.7882	0.4268216	2.611676	0.04267727	0.007368553	0.419453	1.928029	1.928029	0.271899	0	0.230137	0.225591	0	0.272373	0.271899	0.230137	0.225591	0.272373	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283724	0.216499	0.216451	0.283325	0.6385086	0.3650494	23.71641	6.04352	8.49964	6.61786	5.33399	3.33923	0.4717	1.30037	1.26439	0.572466	2.63333	2.95396	2.47641	21.7715	0.01726378
46700	-2603065	-2602112	-953.1946	0.4610915	3.841801	0.04299757	0.05133686	0.4097547	1.906684	1.906684	0.273823	0	0.229212	0.227117	0	0.269848	0.273823	0.229212	0.227117	0.269848	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283023	0.21588	0.217143	0.283954	0.5519854	0.6770298	21.17389	1.12063	1.6719	7.20415	4.10825	3.51755	1.36637	0.515711	1.39842	0.289556	0.996722	4.8596	4.44615	11.1045	0.1113377
46800	-2603071	-2602111	-960.6752	0.4711337	2.205162	0.0430149	0.2103791	0.2607546	1.906663	1.906663	0.271957	0	0.229232	0.226484	0	0.272326	0.271957	0.229232	0.226484	0.272326	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282986	0.217048	0.216232	0.283733	0.7393018	0.170843	25.34584	3.3414	1.42544	5.71738	5.30715	1.37202	0.157621	0.561384	1.58701	0.267806	0.263382	4.55423	5.2986	22.5198	0.4465381
46900	-2603063	-2602107	-955.9057	0.3585415	2.736568	0.04308799	0.06406796	0.2944735	1.906663	1.906663	0.271846	0	0.229845	0.225452	0	0.272856	0.271846	0.229845	0.225452	0.272856	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283424	0.216257	0.216171	0.284147	0.6991599	0.2379637	24.89826	7.17723	7.48701	5.64969	3.86649	1.34598	0.693091	0.927889	1.04728	1.14219	1.58729	2.63557	2.66591	18.3294	0.1786905
47000	-2603061	-2602106	-955.4505	0.323934	2.734217	0.04319275	0.1150806	0.2088534	1.90031	1.90031	0.270539	0	0.230274	0.226072	0	0.273116	0.270539	0.230274	0.226072	0.273116	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283588	0.217259	0.216863	0.28229	0.6063153	0.4395573	19.43118	0.115797	0.872174	5.58301	7.90367	0.37503	3.93821	0.916425	1.23145	0.559444	1.94019	2.23848	3.6584	19.2702	0.3552594
47100	-2603069	-2602106	-963.1747	0.2653145	1.972668	0.04316209	0.01348537	0.2518291	1.904898	1.904898	0.271674	0	0.229655	0.227837	0	0.270834	0.271674	0.229655	0.227837	0.270834	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283345	0.216098	0.216934	0.283623	0.6284994	0.1530757	22.74334	1.01405	0.835798	4.91012	4.4296	2.90977	1.363	0.369822	1.84289	2.16776	0.173535	2.5639	1.45309	22.7419	0.05082788
47200	-2603066	-2602109	-957.1151	0.5730415	4.615185	0.04304665	0.07886072	0.4941808	1.898175	1.898175	0.27308	0	0.229067	0.225655	0	0.272198	0.27308	0.229067	0.225655	0.272198	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282861	0.216259	0.217006	0.283875	0.6842165	0.2915938	17.62936	1.79088	1.76123	6.37639	7.37819	3.11401	0.744145	1.56847	0.810613	0.21396	2.99223	4.40723	0.840763	12.1657	0.1376178
47300	-2603066	-2602107	-959.165	0.3651661	3.20517	0.04347139	0.02193696	0.3432292	1.899694	1.899694	0.271848	0	0.228589	0.227339	0	0.272224	0.271848	0.228589	0.227339	0.272224	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283112	0.215864	0.217221	0.283803	0.7289325	0.2031126	23.38352	3.51211	0.659701	5.87339	6.63694	1.91282	0.578223	0.532101	1.08684	0.230483	0.707355	1.83362	1.79119	17.509	0.06007391
47400	-2603067	-2602104	-963.6142	0.4356012	2.282758	0.04347201	0.1702512	0.2653501	1.890366	1.890366	0.272394	0	0.228918	0.226111	0	0.272577	0.272394	0.228918	0.226111	0.272577	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282784	0.216809	0.216503	0.283905	0.6262447	0.1884781	27.52505	2.46256	1.69825	8.98801	3.56169	1.02824	1.75034	0.530526	1.12918	0.813754	0.451102	3.0747	0.608668	22.674	0.3908418
47500	-2603063	-2602102	-960.5435	0.2763106	2.001594	0.04355608	0.02287522	0.2534353	1.884412	1.884412	0.272336	0	0.229336	0.225965	0	0.272363	0.272336	0.229336	0.225965	0.272363	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283372	0.216384	0.21633	0.283915	0.659225	0.2149957	23.97695	4.2755	2.26147	6.59421	5.56416	0.455056	0.729113	1.03047	1.73834	1.42747	1.56317	2.12475	0.210189	20.8853	0.08278808
47600	-2603064	-2602105	-958.5318	0.6011077	2.111292	0.04344683	0.04512518	0.5559826	1.885799	1.885799	0.272564	0	0.229719	0.226546	0	0.271172	0.272564	0.229719	0.226546	0.271172	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282303	0.216524	0.217003	0.28417	0.5123827	0.3434311	18.09814	0.324544	2.44049	6.04683	8.05146	1.41272	0.305094	1.04196	1.25639	1.43845	0.365313	3.0323	0.661246	13.7848	0.07507004
47700	-2603060	-2602111	-948.5475	0.5865112	3.068314	0.04342473	0.07158523	0.514926	1.885799	1.885799	0.272613	0	0.228401	0.225288	0	0.273698	0.272613	0.228401	0.225288	0.273698	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283807	0.217247	0.216041	0.282905	0.7110131	0.4728792	17.01989	0.20609	6.46249	8.32581	5.11522	2.96899	0.416404	0.314158	1.51482	0.0191899	0.998594	3.08416	0.930536	10.6403	0.1220526
47800	-2603057	-2602102	-955.1536	0.3934757	5.367494	0.04362936	0.0959152	0.2975605	1.879363	1.879363	0.27172	0	0.229296	0.226991	0	0.271993	0.27172	0.229296	0.226991	0.271993	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283668	0.216272	0.216497	0.283563	0.7865937	0.3797251	16.94528	0.120504	4.53224	7.88889	6.6889	2.24709	1.06296	0.61098	2.10925	0.912202	0.269237	1.81566	0.765054	11.9239	0.243764
47900	-2603070	-2602109	-961.3165	0.3466398	1.459452	0.04375869	0.03305629	0.3135835	1.87826	1.87826	0.272098	0	0.228138	0.226417	0	0.273347	0.272098	0.228138	0.226417	0.273347	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282836	0.216591	0.216838	0.283735	0.6795406	0.1725703	22.59449	0.714533	3.13575	5.24288	7.98006	1.24855	1.1578	1.7748	2.56269	0.521992	0.309064	2.67367	1.34748	21.1277	0.09536207
48000	-2603066	-2602106	-960.3751	0.3176386	1.3135	0.0437029	0.04544938	0.2721892	1.879319	1.879319	0.271698	0	0.228835	0.22637	0	0.273098	0.271698	0.228835	0.22637	0.273098	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283578	0.216981	0.215765	0.283676	0.6417913	0.1578323	21.54943	1.34463	3.8893	8.67496	8.45288	3.25234	0.719794	0.897783	2.50825	1.33717	1.0269	2.58774	1.38371	21.5173	0.1430852
48100	-2603070	-2602103	-966.4425	0.3342264	4.037417	0.04369539	0.01607593	0.3181504	1.880522	1.880522	0.270135	0	0.229756	0.226714	0	0.273395	0.270135	0.229756	0.226714	0.273395	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283536	0.216724	0.216787	0.282953	0.7926172	0.1875862	23.7143	1.56106	4.60496	8.51089	7.97033	4.45532	1.76936	1.6674	1.41444	0.442999	0.795578	3.04704	4.97035	22.4772	0.04809893
48200	-2603061	-2602111	-950.5817	0.4623625	2.76752	0.04355881	0.00802769	0.4543348	1.87857	1.87857	0.272218	0	0.229307	0.226452	0	0.272023	0.272218	0.229307	0.226452	0.272023	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283822	0.215749	0.216724	0.283704	0.6942811	0.3052832	15.75694	0.949805	0.237319	7.67072	2.59994	1.74564	3.26869	1.34387	1.00669	0.109359	0.972757	3.43947	2.16191	15.4298	0.01736233
48300	-2603055	-2602106	-948.84	0.3966476	2.127378	0.04344482	0.005933357	0.3907143	1.88659	1.88659	0.272359	0	0.230338	0.225138	0	0.272164	0.272359	0.230338	0.225138	0.272164	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283171	0.216871	0.216901	0.283057	0.8045755	0.3471397	22.56891	0.20574	0.665844	9.37772	6.98481	2.5538	1.92028	0.564796	2.45317	1.00625	0.348853	4.10783	1.77846	13.1029	0.01495876
48400	-2603064	-2602103	-961.3797	0.563851	4.22293	0.04316822	0.0363886	0.5274624	1.897511	1.897511	0.27098	0	0.230064	0.225893	0	0.273063	0.27098	0.230064	0.225893	0.273063	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283078	0.21648	0.217199	0.283243	0.6131964	0.3863093	20.98731	1.58457	8.19715	5.30369	5.26553	1.88323	0.768273	1.19808	1.17641	0.274069	0.510796	2.29906	4.42717	19.6795	0.06453583
48500	-2603068	-2602107	-961.843	0.2767208	3.252429	0.04324351	0.0800874	0.1966334	1.89848	1.89848	0.271598	0	0.22839	0.22778	0	0.272232	0.271598	0.22839	0.22778	0.272232	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283274	0.216483	0.215839	0.284404	0.6520133	0.2560181	29.92025	7.61281	6.07481	6.83835	7.05002	2.92261	0.307691	1.22654	1.25331	1.13042	0.310065	3.49527	1.0609	13.9411	0.2894159
48600	-2603067	-2602107	-960.0752	0.3699811	1.789438	0.04331173	0.02782631	0.3421548	1.903969	1.903969	0.272507	0	0.228304	0.225879	0	0.273311	0.272507	0.228304	0.225879	0.273311	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283126	0.215911	0.216553	0.28441	0.6573544	0.151602	24.42019	4.58014	6.11741	4.97567	5.71057	1.37428	0.83308	1.13503	2.47279	2.46417	1.7792	2.35105	3.97294	22.9599	0.07521009
48700	-2603067	-2602109	-957.4743	0.3463969	4.590836	0.04342662	0.04666593	0.299731	1.883819	1.883819	0.272574	0	0.22884	0.226188	0	0.272398	0.272574	0.22884	0.226188	0.272398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283042	0.216548	0.216237	0.284173	0.6241974	0.2856397	24.33897	3.21482	3.7887	6.02449	4.22406	4.76346	0.908994	0.384438	1.75362	1.38001	2.10356	4.522	3.45662	17.2484	0.1347181
48800	-2603075	-2602111	-963.1888	0.2939605	3.798442	0.04380539	0.07495819	0.2190023	1.879968	1.879968	0.272097	0	0.230426	0.225835	0	0.271642	0.272097	0.230426	0.225835	0.271642	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283652	0.216477	0.217329	0.282542	0.7948335	0.1597305	29.84717	1.92944	2.64901	6.71711	8.21593	2.29862	2.21313	0.947433	1.56558	0.114717	1.48341	3.25884	4.4725	22.8407	0.2549941
48900	-2603065	-2602109	-956.6096	0.4798148	3.365249	0.04354084	0.03856111	0.4412537	1.878316	1.878316	0.272446	0	0.227941	0.22768	0	0.271933	0.272446	0.227941	0.22768	0.271933	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283712	0.216072	0.216535	0.28368	0.7235437	0.201764	17.78779	0.97594	0.38739	7.76397	8.75755	0.500805	0.269815	0.950779	0.921009	0.524016	0.157846	3.87107	4.52254	16.7127	0.08036666
49000	-2603068	-2602108	-959.7789	0.4898669	2.503133	0.04388072	0.0008312892	0.4890356	1.864357	1.864357	0.271199	0	0.229843	0.226641	0	0.272318	0.271199	0.229843	0.226641	0.272318	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284218	0.21621	0.216206	0.283366	0.6275594	0.2610051	24.95162	5.7804	0.516497	6.57433	6.09954	0.280813	2.54497	0.62246	1.53062	1.90592	0.449203	4.05804	3.0417	22.063	0.00169697
49100	-2603063	-2602106	-956.8239	0.3452795	1.647489	0.04377995	0.04185121	0.3034283	1.866173	1.866173	0.272173	0	0.229793	0.225987	0	0.272047	0.272173	0.229793	0.225987	0.272047	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282646	0.217059	0.216901	0.283394	0.7198137	0.2006002	16.81204	2.15915	1.0954	5.27752	6.57123	2.25035	1.65234	0.403844	0.797768	0.96499	2.63388	1.86699	1.57716	12.3589	0.1212097
49200	-2603068	-2602104	-963.9938	0.2791247	1.58613	0.04364611	0.04945971	0.229665	1.879941	1.879941	0.272806	0	0.228455	0.227581	0	0.271158	0.272806	0.228455	0.227581	0.271158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282841	0.216469	0.21708	0.28361	0.7274958	0.1479345	27.80085	2.39628	0.991385	8.89653	2.85347	2.29223	4.52016	0.397853	0.949634	0.818248	1.21486	3.97227	3.24731	21.9637	0.1771957
49300	-2603068	-2602110	-957.6501	0.3379521	2.806926	0.04383789	0.02124659	0.3167055	1.874739	1.874739	0.273355	0	0.229855	0.225493	0	0.271297	0.273355	0.229855	0.225493	0.271297	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283276	0.216557	0.21674	0.283428	0.6970804	0.2691733	22.99655	5.87493	0.801562	9.28544	8.08765	1.31839	3.31912	0.674401	0.808863	2.36317	0.588376	3.14343	2.19749	19.1881	0.06286866
49400	-2603065	-2602105	-960.1777	0.583419	3.383892	0.04396615	0.235769	0.34765	1.863647	1.863647	0.271647	0	0.228751	0.226343	0	0.273259	0.271647	0.228751	0.226343	0.273259	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283292	0.216353	0.216467	0.283888	0.6328672	0.3042117	27.02425	4.51933	8.9726	8.93077	3.49956	0.551138	2.6185	0.958324	2.43128	1.09878	2.22001	3.56893	2.12853	20.8416	0.4041161
49500	-2603054	-2602102	-952.1029	0.4183495	2.06749	0.04398093	0.03389611	0.3844534	1.86646	1.86646	0.27218	0	0.228921	0.226404	0	0.272496	0.27218	0.228921	0.226404	0.272496	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283175	0.216264	0.216378	0.284184	0.7232739	0.3137749	26.53541	7.21668	6.68735	6.25538	8.7821	2.88872	3.16511	0.477546	0.965837	2.57684	0.406842	3.66505	0.814949	21.5557	0.08102343
49600	-2603076	-2602111	-964.9017	0.4530923	8.555091	0.04423679	0.04003802	0.4130543	1.850413	1.850413	0.271191	0	0.230922	0.226753	0	0.271133	0.271191	0.230922	0.226753	0.271133	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283279	0.217028	0.216541	0.283151	0.7356441	0.1770504	24.51709	5.54524	3.10256	6.61815	1.81819	0.927462	3.47315	1.24055	1.53156	0.869532	2.59797	4.84161	0.563048	17.1169	0.08836615
49700	-2603061	-2602104	-956.7516	0.361474	2.588734	0.04442867	0.02141274	0.3400613	1.847086	1.847086	0.271284	0	0.22976	0.225857	0	0.273099	0.271284	0.22976	0.225857	0.273099	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283113	0.217183	0.21643	0.283274	0.6351258	0.1787034	24.42164	8.45539	2.18535	5.23348	6.90706	1.11143	2.0452	0.876743	2.2319	1.53244	1.73701	4.76727	4.10928	19.8196	0.0592373
49800	-2603066	-2602108	-958.275	0.5437835	2.36681	0.04455293	0.09033577	0.4534478	1.848772	1.848772	0.271564	0	0.231397	0.225229	0	0.27181	0.271564	0.231397	0.225229	0.27181	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283286	0.216699	0.21732	0.282696	0.5524949	0.154603	23.8033	3.23572	0.775571	7.76301	3.37174	1.72783	1.01637	1.37723	1.03893	0.954536	0.984419	4.36435	1.91262	22.86	0.1661245
49900	-2603059	-2602104	-955.0476	0.2496209	3.05932	0.04439419	0.03903479	0.2105861	1.853182	1.853182	0.273584	0	0.229194	0.225629	0	0.271592	0.273584	0.229194	0.225629	0.271592	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282644	0.216245	0.217631	0.28348	0.8215955	0.3986242	22.45994	6.08543	0.567382	8.12472	2.28002	1.47799	1.3774	1.34723	1.8557	0.785487	1.70324	4.59917	2.86347	14.7104	0.1563763
50000	-2603070	-2602106	-963.766	0.4283871	4.038393	0.04438004	0.03585215	0.3925349	1.853515	1.853515	0.27311	0	0.229249	0.224755	0	0.272887	0.27311	0.229249	0.224755	0.272887	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282859	0.21655	0.216554	0.284038	0.5856198	0.1824522	25.51915	5.22964	0.775583	8.36039	4.87593	0.46469	1.53826	0.461199	0.808776	1.2469	0.403481	2.96806	1.93473	22.967	0.08369101
50100	-2603066	-2602105	-960.8568	0.2778801	2.395712	0.04454241	0.002148338	0.2757318	1.836996	1.836996	0.27223	0	0.228761	0.226428	0	0.272581	0.27223	0.228761	0.226428	0.272581	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283657	0.216097	0.216196	0.284049	0.6163744	0.1535908	26.62286	5.2163	0.46665	6.86924	6.77546	1.13495	0.847552	1.16335	2.17096	0.124216	1.00172	3.31145	1.04071	22.488	0.007731169
50200	-2603067	-2602106	-961.0727	0.5170339	2.104056	0.04458211	0.05591758	0.4611163	1.842286	1.842286	0.27139	0	0.230709	0.225753	0	0.272148	0.27139	0.230709	0.225753	0.272148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283051	0.217198	0.216546	0.283206	0.6987719	0.1582339	22.53114	0.456163	0.796871	5.06056	5.46727	1.6565	1.91712	1.48831	1.01179	0.412807	0.287634	2.13001	4.75983	22.5291	0.1081507
50300	-2603067	-2602108	-959.0115	0.2436307	1.47789	0.04467623	0.01426113	0.2293696	1.83577	1.83577	0.272612	0	0.229897	0.226932	0	0.270559	0.272612	0.229897	0.226932	0.270559	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283688	0.215759	0.216605	0.283948	0.6052332	0.4513007	22.3933	3.74214	2.07813	8.06293	5.63307	1.33588	3.13811	1.17727	2.36132	0.593087	0.855294	2.65245	2.44565	17.4235	0.05853583
50400	-2603069	-2602105	-964.2775	0.3002342	1.730338	0.04457027	0.06364425	0.23659	1.837015	1.837015	0.270794	0	0.229936	0.22643	0	0.27284	0.270794	0.229936	0.22643	0.27284	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28302	0.216958	0.217137	0.282884	0.7878399	0.1277033	21.35964	4.28186	1.68981	8.46979	5.73787	3.85561	1.12051	0.485961	2.10417	0.781137	2.85392	3.27847	1.54284	21.052	0.211982
50500	-2603063	-2602103	-960.4895	0.4765083	6.178834	0.04482166	0.09842175	0.3780865	1.835347	1.835347	0.271944	0	0.230128	0.226935	0	0.270993	0.271944	0.230128	0.226935	0.270993	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282676	0.216325	0.217083	0.283917	0.6175713	0.1996162	25.91458	7.22447	0.714632	5.33005	5.70215	1.3942	1.50912	1.63294	1.27406	0.8454	0.140084	4.64761	2.49716	16.5418	0.2065478
50600	-2603065	-2602107	-957.6258	0.5689708	4.337746	0.04471649	0.005412339	0.5635585	1.830322	1.830322	0.272217	0	0.23043	0.226119	0	0.271234	0.272217	0.23043	0.226119	0.271234	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282695	0.216024	0.216805	0.284476	0.6698339	0.2100086	25.43857	6.0883	5.19473	8.86466	4.3913	0.557728	0.963182	1.65277	0.791049	0.689489	0.240271	3.29272	1.56267	19.2108	0.009512507
50700	-2603055	-2602102	-953.7858	0.3884599	1.879181	0.04460201	0.0273603	0.3610996	1.834542	1.834542	0.271556	0	0.229627	0.225438	0	0.273378	0.271556	0.229627	0.225438	0.273378	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28318	0.216808	0.216897	0.283116	0.5822508	0.4101174	29.15776	7.35519	1.31717	7.54342	4.17647	5.1093	1.73256	1.06178	0.977806	1.43504	0.411909	2.20346	1.62988	15.9145	0.07043275
50800	-2603060	-2602105	-954.5526	0.5297506	2.967392	0.04463663	0.07181783	0.4579328	1.828144	1.828144	0.272633	0	0.228759	0.226147	0	0.272461	0.272633	0.228759	0.226147	0.272461	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282877	0.216259	0.216962	0.283902	0.598668	0.2542004	27.61536	7.21266	1.29327	8.61247	4.95007	4.63956	1.67178	0.408111	2.58507	0.219754	0.46732	3.94612	1.66016	23.0203	0.1355691
50900	-2603052	-2602103	-949.8768	0.3802269	2.700637	0.04467782	0.005038977	0.3751879	1.827418	1.827418	0.272488	0	0.228694	0.22622	0	0.272597	0.272488	0.228694	0.22622	0.272597	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283784	0.216097	0.216727	0.283391	0.705786	0.2839179	24.13227	7.69828	4.89355	5.41763	1.96263	3.34035	0.385586	0.327448	2.19993	0.708613	1.51807	4.0791	0.866967	13.2155	0.01325255
51000	-2603066	-2602110	-956.325	0.2029086	3.91188	0.04455884	0.04553475	0.1573738	1.841851	1.841851	0.272098	0	0.228801	0.225125	0	0.273976	0.272098	0.228801	0.225125	0.273976	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283154	0.217695	0.216505	0.282647	0.7531438	0.2739595	20.68273	7.35717	8.17689	5.8153	2.16159	3.36287	1.07724	1.6186	1.55649	0.760223	2.88841	3.86471	1.43333	14.1063	0.2244102
51100	-2603060	-2602105	-955.8974	0.4568602	1.671761	0.04467129	0.07822697	0.3786332	1.8378	1.8378	0.272283	0	0.228585	0.227854	0	0.271278	0.272283	0.228585	0.227854	0.271278	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283425	0.215718	0.21658	0.284277	0.6435517	0.210423	24.04937	4.91865	6.7808	7.24561	4.34475	3.25015	0.415145	0.870359	1.34235	0.261359	0.0391763	2.00456	0.643371	22.6323	0.1712274
51200	-2603059	-2602105	-954.0423	0.253414	2.96788	0.04477518	0.01192872	0.2414853	1.824482	1.824482	0.271636	0	0.230288	0.225748	0	0.272328	0.271636	0.230288	0.225748	0.272328	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283627	0.216111	0.21688	0.283382	0.6627097	0.2506855	20.74227	6.74842	4.54976	5.23568	2.84035	0.625149	1.07299	1.57367	2.07647	0.121298	1.06363	2.0761	0.859488	14.4354	0.04707207
51300	-2603058	-2602105	-953.1249	0.2499174	2.068969	0.04474536	0.001847536	0.2480699	1.821208	1.821208	0.271552	0	0.229208	0.226733	0	0.272507	0.271552	0.229208	0.226733	0.272507	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283489	0.216594	0.216247	0.28367	0.5648929	0.2489067	29.38556	6.66302	6.98397	5.48658	7.27105	3.3835	0.28285	1.19777	1.49952	0.492334	0.306101	2.02048	0.522307	15.1139	0.007392587
51400	-2603060	-2602106	-954.5616	0.2037312	3.83539	0.04437741	0.04342417	0.1603071	1.855528	1.855528	0.27227	0	0.228115	0.226615	0	0.273	0.27227	0.228115	0.226615	0.273	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284179	0.21619	0.21649	0.28314	0.6890629	0.2568731	17.02929	0.327589	5.68276	6.15229	9.30972	1.4974	0.553552	0.400962	1.2074	0.987789	1.33373	3.98251	0.725454	14.3641	0.2131444
51500	-2603063	-2602108	-954.9379	0.232565	2.293313	0.04448146	0.02423119	0.2083338	1.848034	1.848034	0.271484	0	0.230834	0.225258	0	0.272425	0.271484	0.230834	0.225258	0.272425	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28297	0.21682	0.21688	0.28333	0.6911103	0.2499424	29.56801	3.08746	5.21852	6.33862	7.0378	0.836322	0.905915	0.478829	1.27854	0.348753	0.629723	2.40385	1.43204	23.0052	0.104191
51600	-2603060	-2602103	-956.7672	0.3628241	2.359933	0.04422179	0.002343954	0.3604801	1.856741	1.856741	0.271341	0	0.229101	0.226636	0	0.272922	0.271341	0.229101	0.226636	0.272922	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283439	0.216708	0.216477	0.283376	0.6840763	0.1983729	27.24776	7.90231	4.4843	6.49459	7.34199	3.13813	1.18599	0.513966	1.83689	1.27742	0.847341	3.57065	1.29842	18.8285	0.006460305
51700	-2603059	-2602103	-956.6289	0.4621276	2.073823	0.04459283	0.08413576	0.3779919	1.844582	1.844582	0.271935	0	0.229726	0.226404	0	0.271936	0.271935	0.229726	0.226404	0.271936	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283495	0.216504	0.216578	0.283423	0.725802	0.2225076	23.77933	0.930301	6.92655	6.31719	8.16166	1.83641	4.14464	1.41524	1.76951	0.571264	2.2238	4.41799	1.64587	15.4448	0.1820617
51800	-2603063	-2602107	-956.3823	0.3889854	1.272015	0.04450567	0.01384296	0.3751425	1.845818	1.845818	0.271404	0	0.229258	0.226996	0	0.272342	0.271404	0.229258	0.226996	0.272342	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282593	0.217153	0.216467	0.283787	0.5925645	0.1564254	15.12446	4.62285	7.58038	5.97469	5.56591	5.18225	3.58974	1.04077	1.71416	0.839654	1.60572	3.15182	4.86461	10.8153	0.03558734
51900	-2603063	-2602104	-959.6386	0.374175	1.825633	0.044507	0.007699806	0.3664752	1.851856	1.851856	0.271914	0	0.230173	0.22618	0	0.271733	0.271914	0.230173	0.22618	0.271733	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282496	0.216569	0.21695	0.283985	0.7198801	0.229158	24.72907	4.81263	5.99782	7.51807	3.05693	4.99127	1.15741	1.03633	2.15695	0.134428	1.67432	1.88815	1.48742	21.4932	0.02057809
52000	-2603060	-2602102	-957.4263	0.2617438	1.891065	0.04439149	0.02792587	0.2338179	1.85064	1.85064	0.272049	0	0.229417	0.226581	0	0.271953	0.272049	0.229417	0.226581	0.271953	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283373	0.216244	0.216614	0.28377	0.6890377	0.1487576	29.72226	7.06857	5.89388	5.71575	3.26891	0.758943	1.24715	1.37026	2.37373	0.154401	2.30588	4.15699	2.7635	22.3696	0.1066916
52100	-2603069	-2602107	-961.8129	0.4873379	4.382521	0.04433352	0.006807381	0.4805305	1.853481	1.853481	0.27257	0	0.229908	0.226448	0	0.271074	0.27257	0.229908	0.226448	0.271074	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283473	0.215858	0.216523	0.284145	0.7588978	0.2673278	27.82772	6.48018	0.382636	8.38835	7.4879	1.053	1.51818	1.7347	0.811361	1.17749	2.59415	2.27288	1.69379	22.9719	0.0139685
52200	-2603056	-2602103	-953.0917	0.4366973	3.391573	0.04446427	0.03247343	0.4042239	1.849282	1.849282	0.27275	0	0.229014	0.225579	0	0.272656	0.27275	0.229014	0.225579	0.272656	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283184	0.216455	0.216466	0.283896	0.7104125	0.2200379	18.83507	5.83991	2.15289	7.5922	3.7592	0.39637	2.741	1.34463	1.50941	1.05595	1.56021	1.93763	3.23413	12.6949	0.07436141
52300	-2603058	-2602106	-951.9913	0.3487215	3.916984	0.04454899	0.00159044	0.3471311	1.840498	1.840498	0.272886	0	0.229338	0.224747	0	0.273029	0.272886	0.229338	0.224747	0.273029	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28314	0.216818	0.216516	0.283525	0.6385964	0.3510628	13.73497	4.85708	4.02895	6.25849	3.21111	1.13899	1.28112	0.79279	2.36203	2.02869	1.09157	2.79075	0.200722	13.4929	0.004560774
