Iteration	Posterior	Likelihood	Prior	birth	clock_morpho	clock_nuclear	death	diversification	divtime_dirus	divtime_jackals	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
22900	-2603069	-2602103	-966.7713	0.5612643	1.42427	0.04211995	0.1747427	0.3865216	1.940397	1.940397	0.27161	0	0.228985	0.227255	0	0.272151	0.27161	0.228985	0.227255	0.272151	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283349	0.217037	0.216184	0.28343	0.7805741	0.2461005	16.31554	3.71263	9.87799	7.31077	8.99436	3.87963	4.34266	0.599369	1.75114	0.206393	2.61238	4.58659	3.75815	16.0632	0.3113377
23000	-2603061	-2602106	-955.4056	0.2263856	2.051118	0.04211277	0.008023229	0.2183624	1.95268	1.95268	0.27134	0	0.2301	0.226698	0	0.271863	0.27134	0.2301	0.226698	0.271863	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28284	0.21651	0.216866	0.283784	0.6339568	0.2471462	24.7103	1.24062	8.90197	5.32133	2.07565	1.18077	1.63394	1.56269	1.17805	2.40119	1.37632	2.40921	2.91483	22.5031	0.03544054
23100	-2603064	-2602105	-959.1399	0.3016412	3.464325	0.04222083	0.002748647	0.2988925	1.937529	1.937529	0.271293	0	0.228456	0.228603	0	0.271647	0.271293	0.228456	0.228603	0.271647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283501	0.215793	0.216633	0.284072	0.7680236	0.2814194	18.50828	2.37488	0.375044	7.85226	5.83062	0.470736	2.49154	1.05202	0.906836	1.48744	0.660471	4.00355	4.95443	13.6954	0.009112308
23200	-2603061	-2602107	-954.5424	0.2713496	1.854831	0.04225666	0.03684119	0.2345084	1.939332	1.939332	0.270605	0	0.229324	0.226422	0	0.273648	0.270605	0.229324	0.226422	0.273648	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283826	0.216631	0.216096	0.283448	0.655784	0.1532834	18.6918	3.51699	0.613063	5.40782	2.30774	1.36574	1.89729	0.945529	0.928562	1.47744	0.351909	2.38146	1.93548	14.8976	0.1357702
23300	-2603068	-2602105	-963.0967	0.5256578	1.985334	0.04217731	0.1748694	0.3507884	1.94471	1.94471	0.27078	0	0.229905	0.227103	0	0.272213	0.27078	0.229905	0.227103	0.272213	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283268	0.217207	0.216276	0.283248	0.6790768	0.2788278	17.07975	1.559	2.11888	6.48893	8.49464	4.52106	3.0903	0.382453	1.7737	0.787088	1.23931	2.12336	1.75197	14.6062	0.3326678
23400	-2603059	-2602104	-955.1946	0.4913751	1.580881	0.04212699	0.1465309	0.3448442	1.947737	1.947737	0.271529	0	0.229548	0.227314	0	0.271609	0.271529	0.229548	0.227314	0.271609	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283306	0.216499	0.217054	0.283141	0.6661964	0.2282913	19.33219	1.59344	4.5134	9.38977	6.63312	3.10049	2.36068	0.399462	0.916071	0.738354	1.91907	4.08968	1.56949	12.2191	0.2982058
23500	-2603069	-2602105	-963.3161	0.4158131	2.331087	0.04213763	0.05076762	0.3650455	1.949122	1.949122	0.271895	0	0.228143	0.227176	0	0.272786	0.271895	0.228143	0.227176	0.272786	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283546	0.216529	0.21565	0.284274	0.5797597	0.106188	21.57975	1.16349	7.83172	6.88782	5.85335	5.12728	3.43648	1.30227	0.80536	0.86883	2.97284	3.02011	4.06264	18.278	0.1220924
23600	-2603065	-2602103	-962.2088	0.4344415	2.434069	0.04198724	0.02833879	0.4061027	1.951356	1.951356	0.272266	0	0.228493	0.226831	0	0.27241	0.272266	0.228493	0.226831	0.27241	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283582	0.21578	0.217047	0.28359	0.601851	0.2074581	22.91143	2.0141	3.16005	5.30517	4.85467	2.38599	2.33627	1.70817	1.72507	0.491965	0.468529	1.92987	2.75351	18.3635	0.06523039
23700	-2603063	-2602107	-955.6887	0.4496485	1.785466	0.04211911	0.1571535	0.292495	1.945629	1.945629	0.270943	0	0.229384	0.22829	0	0.271383	0.270943	0.229384	0.22829	0.271383	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283005	0.216621	0.2166	0.283774	0.6963741	0.2041861	15.21861	3.78711	1.77845	8.18228	3.04356	2.50156	0.996124	1.50468	1.91923	1.15213	2.53497	4.27962	0.925266	12.7414	0.349503
23800	-2603070	-2602105	-964.324	0.2802607	2.157029	0.04192041	0.03463698	0.2456237	1.958343	1.958343	0.272213	0	0.229874	0.225544	0	0.272369	0.272213	0.229874	0.225544	0.272369	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282658	0.216919	0.21695	0.283474	0.7284952	0.09511558	29.12634	0.109305	1.82545	6.24074	2.97235	2.97423	1.51677	0.695953	0.805349	1.64044	0.550368	1.88547	1.27872	22.6718	0.1235884
23900	-2603070	-2602105	-964.3526	0.339138	1.754007	0.0416912	0.03549918	0.3036389	1.971505	1.971505	0.270626	0	0.230244	0.226219	0	0.272911	0.270626	0.230244	0.226219	0.272911	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283697	0.217468	0.216384	0.282451	0.7721061	0.09753339	19.14878	3.28757	8.62409	7.5827	5.39844	1.42346	0.861514	0.403362	1.5221	1.65213	2.94926	3.8518	0.729887	17.608	0.1046747
24000	-2603068	-2602102	-965.8837	0.2894831	3.75703	0.04183713	0.02112244	0.2683607	1.955888	1.955888	0.272156	0	0.229566	0.225836	0	0.272442	0.272156	0.229566	0.225836	0.272442	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283563	0.216351	0.216282	0.283804	0.6774681	0.1851397	28.30084	1.58187	1.85458	9.4842	4.69074	2.75538	0.239942	0.452916	2.28576	0.963041	1.35911	4.52483	1.16858	22.9416	0.07296605
24100	-2603067	-2602105	-962.0752	0.2730792	1.640984	0.04197012	0.1803521	0.09272712	1.957115	1.957115	0.272097	0	0.228878	0.225606	0	0.273419	0.272097	0.228878	0.225606	0.273419	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283665	0.216143	0.216739	0.283452	0.6586214	0.2157903	29.58405	6.89719	0.603287	7.65114	4.91051	2.3598	0.859909	1.65864	1.51265	0.916508	0.945838	3.69206	2.05049	22.9912	0.6604387
24200	-2603062	-2602104	-958.0149	0.427582	1.990419	0.04194345	0.02373848	0.4038435	1.954185	1.954185	0.271406	0	0.229236	0.226252	0	0.273106	0.271406	0.229236	0.226252	0.273106	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283161	0.216597	0.216292	0.28395	0.672571	0.2222151	27.54095	4.6328	5.88584	8.59402	7.12164	1.1743	0.949425	1.09237	1.56626	1.52943	1.68686	2.69233	3.55231	18.7016	0.05551796
24300	-2603060	-2602104	-956.13	0.335065	2.081543	0.04198329	0.1921021	0.1429629	1.956132	1.956132	0.271743	0	0.230215	0.226174	0	0.271868	0.271743	0.230215	0.226174	0.271868	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283756	0.2168	0.216325	0.283119	0.6552681	0.3114407	23.28542	3.53987	8.45943	9.06846	1.8778	1.8523	3.45581	1.52367	0.816907	0.250537	0.945222	4.59355	1.6223	10.8397	0.5733278
24400	-2603069	-2602103	-965.471	0.3337048	2.533126	0.04188076	0.02682854	0.3068762	1.956597	1.956597	0.270722	0	0.22878	0.227008	0	0.27349	0.270722	0.22878	0.227008	0.27349	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283822	0.216804	0.216125	0.283249	0.5606508	0.1841336	28.29495	2.53456	2.01095	6.63418	7.76671	0.339236	3.42646	1.66091	1.67176	1.41739	2.78719	2.53905	0.269022	22.987	0.08039603
24500	-2603059	-2602104	-954.6495	0.464666	1.924319	0.04187428	0.0005673834	0.4640987	1.967089	1.967089	0.272133	0	0.22969	0.226172	0	0.272005	0.272133	0.22969	0.226172	0.272005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283348	0.216752	0.216649	0.283251	0.6219227	0.3486884	17.00618	1.31209	5.22304	9.28515	4.77122	0.436626	3.04954	1.47435	1.68334	0.722646	0.561245	2.7565	3.47791	14.5546	0.001221056
24600	-2603067	-2602103	-963.5597	0.4416896	2.598003	0.04199984	0.02758158	0.4141081	1.959886	1.959886	0.272542	0	0.229739	0.226321	0	0.271397	0.272542	0.229739	0.226321	0.271397	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283205	0.216346	0.21728	0.28317	0.5787366	0.1979164	25.07497	0.462166	1.55815	7.76965	6.2912	1.30445	3.81929	0.505443	1.227	0.996249	0.527935	2.31688	5.10439	14.8736	0.0624456
24700	-2603060	-2602104	-956.1924	0.6408128	2.200534	0.04188958	0.1866757	0.4541371	1.956866	1.956866	0.272404	0	0.228632	0.226159	0	0.272804	0.272404	0.228632	0.226159	0.272804	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283296	0.216887	0.216981	0.282835	0.7601489	0.2522949	19.70524	2.72405	1.09166	8.59983	5.82598	1.98068	3.82909	1.52583	0.945912	1.41088	0.396256	2.01801	1.82318	12.7679	0.2913108
24800	-2603056	-2602102	-953.6288	0.6517961	1.78331	0.04196903	0.07277932	0.5790168	1.957722	1.957722	0.273186	0	0.229336	0.22547	0	0.272008	0.273186	0.229336	0.22547	0.272008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283247	0.216803	0.216943	0.283006	0.5763933	0.2765821	25.67645	3.47945	2.41842	8.09523	7.99852	4.57079	4.84638	0.9199	0.833506	0.425927	2.5807	4.2748	1.8532	11.6818	0.1116596
24900	-2603054	-2602103	-951.2716	0.4635781	1.681443	0.04186089	0.06030837	0.4032697	1.966243	1.966243	0.271582	0	0.229967	0.225976	0	0.272474	0.271582	0.229967	0.225976	0.272474	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282789	0.216835	0.216779	0.283598	0.649766	0.2087237	17.70589	1.65533	7.504	7.15811	6.12688	3.59906	1.1428	0.53913	1.76647	0.313562	2.98029	4.57442	1.39873	13.4058	0.1300932
25000	-2603069	-2602105	-963.4229	0.5571431	3.190112	0.04178084	0.06620636	0.4909368	1.95964	1.95964	0.271193	0	0.23021	0.225384	0	0.273213	0.271193	0.23021	0.225384	0.273213	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283615	0.217022	0.216413	0.28295	0.6875141	0.1694625	18.24833	0.740936	3.68137	5.98007	5.81921	1.36985	1.71783	1.55435	0.811337	0.491198	1.60633	3.84043	1.75575	12.6859	0.1188319
25100	-2603064	-2602105	-958.8629	0.1835388	2.353122	0.04184652	0.02151478	0.162024	1.970993	1.970993	0.270365	0	0.229628	0.227366	0	0.272641	0.270365	0.229628	0.227366	0.272641	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283859	0.216643	0.216225	0.283272	0.6553929	0.206579	24.20162	2.83092	7.24964	8.16196	4.09693	1.46499	2.22768	0.815849	1.07611	0.216199	1.58214	3.61256	0.837015	23.0099	0.1172219
25200	-2603072	-2602109	-962.6837	0.2589425	2.136684	0.04184576	0.09065307	0.1682895	1.964844	1.964844	0.273028	0	0.229363	0.224301	0	0.273307	0.273028	0.229363	0.224301	0.273307	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282776	0.216849	0.216898	0.283478	0.5440484	0.2388934	25.15775	2.66318	3.46355	9.36878	4.28465	1.71503	2.0042	1.15582	2.46798	0.721747	0.00605556	2.85976	0.627501	23.026	0.3500895
25300	-2603065	-2602107	-958.4176	0.2937852	2.462727	0.04188037	0.02944205	0.2643432	1.953658	1.953658	0.271502	0	0.228858	0.226461	0	0.273179	0.271502	0.228858	0.226461	0.273179	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28423	0.216504	0.216501	0.282765	0.6787349	0.1673537	23.96928	0.820814	2.91134	6.56285	4.05794	0.627402	3.16219	0.719871	2.36599	0.678403	1.07866	1.92097	0.424015	21.9451	0.1002162
25400	-2603065	-2602106	-958.8555	0.5716109	2.013485	0.04181809	0.003661379	0.5679495	1.961132	1.961132	0.271232	0	0.229701	0.225384	0	0.273684	0.271232	0.229701	0.225384	0.273684	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283606	0.216941	0.216543	0.28291	0.6485605	0.2556134	15.07844	1.52105	2.89882	7.48951	6.02524	0.36777	1.44622	0.51867	1.24517	0.346616	2.69362	4.12973	1.72666	14.9365	0.006405369
25500	-2603066	-2602104	-962.5893	0.421961	1.431313	0.04184764	0.02295682	0.3990042	1.954196	1.954196	0.27214	0	0.229494	0.226103	0	0.272263	0.27214	0.229494	0.226103	0.272263	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283122	0.21669	0.216876	0.283312	0.5444299	0.2233247	26.95848	1.38343	5.00917	8.00375	2.45878	2.46029	1.8954	1.53503	2.41442	0.537269	0.180192	3.03243	1.54403	21.4462	0.05440508
25600	-2603064	-2602108	-955.7249	0.3190389	1.940438	0.04184482	0.001245784	0.3177931	1.954422	1.954422	0.27044	0	0.230147	0.227618	0	0.271795	0.27044	0.230147	0.227618	0.271795	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282404	0.216293	0.217233	0.28407	0.6551608	0.2585956	15.26807	0.297295	0.760799	8.3007	4.47171	1.49319	1.8419	0.546398	1.42829	0.761194	0.643942	2.30491	3.57865	15.2667	0.003904802
25700	-2603067	-2602104	-962.9834	0.2793365	2.732366	0.04189106	0.0203824	0.2589541	1.963129	1.963129	0.271915	0	0.228753	0.226835	0	0.272497	0.271915	0.228753	0.226835	0.272497	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283823	0.216956	0.216268	0.282953	0.6743213	0.1538605	25.47717	0.10716	1.02567	7.33518	6.91195	4.28279	0.635727	0.536454	1.50255	1.8014	0.318896	3.55988	2.71053	23.0279	0.0729672
25800	-2603067	-2602106	-960.7249	0.3422219	4.773912	0.04200696	0.0005419086	0.34168	1.949726	1.949726	0.272371	0	0.228392	0.22648	0	0.272756	0.272371	0.228392	0.22648	0.272756	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284107	0.216614	0.216028	0.28325	0.6585661	0.2125864	28.47786	1.41962	0.187156	5.18312	5.26744	2.57859	2.40679	0.467763	1.324	0.794307	0.248683	2.17806	4.35033	22.9999	0.001583501
25900	-2603060	-2602103	-957.6192	0.3844543	2.498627	0.04203326	0.06145436	0.323	1.946611	1.946611	0.272479	0	0.22966	0.225834	0	0.272027	0.272479	0.22966	0.225834	0.272027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283302	0.216302	0.216746	0.28365	0.5301117	0.1362537	20.49529	0.0298063	0.390019	7.7852	8.00164	3.88701	0.673364	1.0274	1.73094	0.595268	0.40693	3.89557	5.00118	16.3867	0.1598483
26000	-2603063	-2602103	-960.8685	0.4740453	3.786383	0.04200073	0.03553356	0.4385117	1.944977	1.944977	0.271208	0	0.229688	0.226536	0	0.272568	0.271208	0.229688	0.226536	0.272568	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28309	0.216319	0.21635	0.284241	0.6245759	0.2767364	17.88304	2.2401	1.30989	5.00473	9.34696	1.89481	0.284437	1.15567	1.0462	2.13947	0.00707474	2.68131	0.664645	15.0719	0.07495815
26100	-2603063	-2602104	-959.1278	0.3113689	1.276116	0.0422182	0.02655317	0.2848158	1.939432	1.939432	0.272386	0	0.228791	0.227146	0	0.271678	0.272386	0.228791	0.227146	0.271678	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283177	0.215652	0.21677	0.284401	0.7856789	0.2784351	29.36692	0.998866	0.922274	9.58931	2.22922	3.57632	1.5914	1.05141	1.18749	2.16981	2.23668	3.88272	4.76849	17.6915	0.0852788
26200	-2603075	-2602105	-970.0865	0.2533256	4.595791	0.04221263	0.01601416	0.2373114	1.942904	1.942904	0.272722	0	0.229094	0.225449	0	0.272735	0.272722	0.229094	0.225449	0.272735	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283056	0.216185	0.21648	0.284279	0.6915314	0.1863117	23.16014	0.875397	8.73295	8.96227	6.85667	1.61206	1.82458	1.19667	1.06799	0.21662	1.41593	3.29989	3.0746	22.2253	0.06321574
26300	-2603065	-2602104	-961.0454	0.6613013	4.27953	0.04188769	0.02593672	0.6353646	1.948143	1.948143	0.271489	0	0.228848	0.226784	0	0.272879	0.271489	0.228848	0.226784	0.272879	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283367	0.216665	0.21656	0.283407	0.6642915	0.2142793	22.37462	0.286628	0.424413	5.87221	4.08408	0.321085	3.28875	1.01975	0.977968	2.27205	0.947215	3.96266	2.27785	15.3694	0.03922073
26400	-2603069	-2602109	-959.0969	0.4333306	1.976884	0.04204325	0.0849323	0.3483983	1.953207	1.953207	0.272903	0	0.228455	0.225931	0	0.272711	0.272903	0.228455	0.225931	0.272711	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283252	0.215821	0.216832	0.284096	0.5333948	0.2525126	27.1781	0.190938	1.533	6.51393	3.24706	0.175775	2.08051	1.23798	1.85238	0.676791	0.556963	2.61605	1.03387	19.0049	0.1959989
26500	-2603062	-2602106	-955.5977	0.410081	4.704094	0.0418653	0.003070936	0.4070101	1.961559	1.961559	0.272754	0	0.229567	0.226242	0	0.271437	0.272754	0.229567	0.226242	0.271437	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283346	0.216803	0.216994	0.282857	0.6121477	0.2558634	28.71972	0.355122	0.966263	6.47581	3.93695	2.90754	1.4124	0.469023	1.5311	0.575639	1.90273	3.79309	0.232995	15.8736	0.007488608
26600	-2603060	-2602106	-954.3098	0.4861009	3.334111	0.04210011	0.05064237	0.4354585	1.940456	1.940456	0.272063	0	0.229406	0.226968	0	0.271562	0.272063	0.229406	0.226968	0.271562	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283598	0.215855	0.216882	0.283665	0.7037661	0.2326632	24.52307	0.41142	0.990152	9.06912	2.7372	0.726657	2.14029	0.907458	1.88925	1.37596	1.2345	4.49408	0.465036	14.9863	0.1041808
26700	-2603068	-2602110	-957.1358	0.2608527	3.990583	0.04238983	0.03152043	0.2293322	1.925829	1.925829	0.272367	0	0.228767	0.226467	0	0.272399	0.272367	0.228767	0.226467	0.272399	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283865	0.215622	0.217419	0.283094	0.7244835	0.2738964	27.07379	1.08775	1.24394	6.83256	4.7867	0.894193	4.53143	0.944281	0.953324	0.388137	1.35015	4.4302	1.28313	13.4946	0.1208362
26800	-2603065	-2602108	-957.0486	0.4082545	2.190056	0.0424756	0.05228295	0.3559715	1.932804	1.932804	0.273853	0	0.228074	0.226523	0	0.27155	0.273853	0.228074	0.226523	0.27155	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28265	0.215985	0.21767	0.283694	0.7950351	0.2439762	27.6458	0.276665	1.16191	7.86549	7.48982	1.251	1.87729	0.30004	1.92548	0.406767	2.87405	3.84985	1.10212	22.7464	0.1280646
26900	-2603061	-2602103	-957.2105	0.4657363	2.584525	0.04215608	0.07349072	0.3922456	1.94422	1.94422	0.271248	0	0.230122	0.227345	0	0.271285	0.271248	0.230122	0.227345	0.271285	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283355	0.216708	0.21655	0.283387	0.633424	0.3276099	23.20624	0.0779416	6.84403	9.55663	3.35784	3.52958	0.284726	0.656951	1.64406	0.178441	0.923831	3.68239	0.770392	18.4801	0.1577947
27000	-2603065	-2602108	-957.1772	0.3419255	1.982858	0.04200313	0.007613048	0.3343124	1.959319	1.959319	0.271582	0	0.228908	0.22687	0	0.27264	0.271582	0.228908	0.22687	0.27264	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283841	0.215582	0.216465	0.284112	0.6485158	0.2420482	27.19594	0.2606	5.32634	9.58414	8.41675	4.63252	2.97839	0.995229	2.20913	0.687518	0.115818	4.30964	0.591247	19.9365	0.02226523
27100	-2603063	-2602105	-958.656	0.3404943	2.05134	0.0419783	0.04918697	0.2913073	1.959352	1.959352	0.27224	0	0.228645	0.226938	0	0.272177	0.27224	0.228645	0.226938	0.272177	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283403	0.215914	0.216969	0.283714	0.5677844	0.1454038	21.82985	0.118525	8.37613	8.31143	6.37267	1.24156	3.14637	0.405574	1.48765	0.555504	2.70276	4.4695	1.04456	18.3145	0.1444576
27200	-2603063	-2602105	-958.6566	0.4733673	2.066987	0.0417839	0.2749245	0.1984429	1.970851	1.970851	0.271251	0	0.229136	0.226677	0	0.272936	0.271251	0.229136	0.226677	0.272936	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28347	0.216399	0.216555	0.283576	0.5906793	0.2376357	23.73618	1.51708	1.40527	8.1651	5.95783	1.96873	4.56069	0.470709	0.78579	0.190845	1.58266	1.8413	2.44545	22.2043	0.5807846
27300	-2603067	-2602105	-962.1022	0.2786044	1.779078	0.04180823	0.006610181	0.2719942	1.958162	1.958162	0.271212	0	0.229926	0.225967	0	0.272896	0.271212	0.229926	0.225967	0.272896	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28347	0.216399	0.216555	0.283576	0.767835	0.1377051	27.43498	0.0181249	7.54059	6.05688	6.83821	4.38424	4.87407	0.931485	1.46198	0.190845	0.286706	3.41496	3.22979	23.0261	0.02372605
27400	-2603068	-2602109	-959.5586	0.3404444	3.851622	0.04187618	0.1588796	0.1815649	1.974516	1.974516	0.271205	0	0.229124	0.227224	0	0.272447	0.271205	0.229124	0.227224	0.272447	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283929	0.216779	0.216289	0.283003	0.69939	0.244988	22.01605	7.59693	1.47956	6.71206	6.06054	2.79846	0.556852	1.18707	1.86382	1.06394	2.32532	3.25218	0.663841	12.584	0.4666828
27500	-2603069	-2602103	-966.0538	0.321639	1.305656	0.04193392	0.1143544	0.2072846	1.960122	1.960122	0.272279	0	0.229494	0.225462	0	0.272765	0.272279	0.229494	0.225462	0.272765	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283757	0.216807	0.216339	0.283097	0.6214848	0.2105869	23.76902	1.90845	1.02493	9.2144	9.00776	3.38398	3.6707	1.448	1.07607	1.43973	0.263911	2.92278	2.7144	22.9365	0.3555365
27600	-2603055	-2602107	-947.8389	0.4067532	2.391511	0.04190388	0.02050055	0.3862527	1.971209	1.971209	0.272482	0	0.228985	0.226123	0	0.27241	0.272482	0.228985	0.226123	0.27241	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282666	0.217436	0.21658	0.283318	0.5990592	0.3245005	28.46406	0.588874	0.433406	5.17294	3.24839	2.0545	0.774725	0.756988	2.39536	0.845746	1.27713	2.79038	2.90853	11.5996	0.05040046
27700	-2603077	-2602108	-968.8913	0.4014999	1.971643	0.0419057	0.04982656	0.3516733	1.95929	1.95929	0.272189	0	0.228485	0.227319	0	0.272007	0.272189	0.228485	0.227319	0.272007	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28289	0.215741	0.217201	0.284168	0.5609673	0.1475485	24.8249	0.035169	7.66262	8.9855	7.18897	1.38258	4.8659	0.714542	1.81998	0.200215	2.3743	3.38314	3.5102	22.9096	0.1241011
27800	-2603067	-2602105	-961.4977	0.4255381	1.843674	0.04171078	0.06597402	0.359564	1.975354	1.975354	0.272154	0	0.230313	0.226186	0	0.271347	0.272154	0.230313	0.226186	0.271347	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28338	0.216357	0.217016	0.283246	0.7253042	0.2455062	26.73522	6.33294	5.32406	8.12919	4.58191	1.75524	3.83961	1.11622	0.800189	0.350593	0.896246	4.11726	0.594474	22.8726	0.1550367
27900	-2603083	-2602109	-974.0395	0.5123763	2.560511	0.04161111	0.005082154	0.5072941	1.968451	1.968451	0.270877	0	0.229299	0.227527	0	0.272296	0.270877	0.229299	0.227527	0.272296	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283617	0.217087	0.215739	0.283557	0.6151184	0.1006216	22.98466	1.95495	4.90319	7.23987	9.73214	1.78605	0.137884	0.851166	1.04912	2.17905	1.07036	4.56673	1.1513	22.4227	0.009918793
28000	-2603067	-2602106	-960.2987	0.4654315	3.748957	0.04148899	0.2016237	0.2638078	1.973477	1.973477	0.271551	0	0.22977	0.225091	0	0.273588	0.271551	0.22977	0.225091	0.273588	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283078	0.216946	0.216532	0.283444	0.6664263	0.2482058	29.00645	3.54152	3.97923	5.3244	9.77542	0.208013	2.84281	1.31837	1.74003	1.49485	1.75371	2.87761	0.844331	11.4735	0.4331974
28100	-2603068	-2602107	-961.4523	0.2957105	2.739091	0.04149546	0.01794422	0.2777663	1.969733	1.969733	0.271376	0	0.229616	0.227359	0	0.271649	0.271376	0.229616	0.227359	0.271649	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283085	0.217336	0.216424	0.283154	0.6841479	0.1122111	24.2016	0.123346	6.14595	6.37844	5.74906	1.50808	4.16476	1.49075	2.34217	0.923062	1.2153	3.44185	0.515978	17.733	0.06068171
28200	-2603070	-2602110	-960.3586	0.371107	1.877686	0.04161193	0.0582688	0.3128383	1.974558	1.974558	0.272443	0	0.230092	0.226192	0	0.271274	0.272443	0.230092	0.226192	0.271274	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283935	0.215677	0.216595	0.283794	0.6768752	0.2654811	29.26974	0.602494	5.54072	7.86875	8.34309	0.808147	1.12916	0.596516	1.96763	1.60958	0.935809	3.14324	1.13203	22.1466	0.1570135
28300	-2603062	-2602103	-959.04	0.3313696	1.801393	0.04165138	0.04445366	0.286916	1.966003	1.966003	0.270929	0	0.230049	0.226604	0	0.272418	0.270929	0.230049	0.226604	0.272418	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283374	0.217005	0.216666	0.282955	0.7225366	0.1612224	28.37702	0.916842	0.400844	5.67481	4.66903	1.04259	2.47688	1.38628	1.76651	0.726511	1.16195	1.94201	1.18001	18.8559	0.1341513
28400	-2603068	-2602108	-960.3976	0.5437314	1.784737	0.0413859	0.2828666	0.2608648	1.979262	1.979262	0.272267	0	0.229538	0.22553	0	0.272665	0.272267	0.229538	0.22553	0.272665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28373	0.217054	0.216779	0.282437	0.7076119	0.1807314	23.24393	1.08833	0.584146	5.451	1.89206	0.637274	4.49913	1.04051	2.43755	0.256514	0.665287	1.9446	1.67836	20.6465	0.5202322
28500	-2603079	-2602110	-969.3582	0.2750842	2.124492	0.04133891	0.05587577	0.2192084	1.975246	1.975246	0.271444	0	0.229544	0.226121	0	0.272891	0.271444	0.229544	0.226121	0.272891	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28301	0.216584	0.216085	0.284322	0.6607834	0.07691042	27.86762	0.0604937	6.56598	8.49737	4.61736	3.76138	1.75582	0.31737	1.23091	2.58187	3.15386	3.99852	0.254173	21.306	0.2031224
28600	-2603076	-2602104	-972.0855	0.3800611	3.99136	0.04156319	0.2163394	0.1637217	1.980146	1.980146	0.271592	0	0.229064	0.227396	0	0.271948	0.271592	0.229064	0.227396	0.271948	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283042	0.216608	0.216647	0.283703	0.5932365	0.1377035	23.33315	0.693343	6.94398	7.4393	8.7566	3.37808	2.09053	0.783045	1.13253	1.06851	0.657978	2.09411	4.74351	22.9905	0.5692226
