
RevBayes version (1.1.1)
Build from development (rapture-649-g20534c) on Sun Apr 11 23:30:45 CDT 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("scripts/combined_evidence_fbd_clean.Rev")
   Processing file "scripts/combined_evidence_fbd_clean.Rev"
   Successfully read one character matrix from file 'data/nuclear.nex'
   Successfully read one character matrix from file 'data/morpho_clean.nex'
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   Could not compute lnProb for node fbd_tree.
   (Canis_edwardii[&index=23]:24.865707,((((((Canis_me...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Canis_latrans[&index=23]:0.187010,Canis_mosbachen...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((((Canis_adustus[&index=23]:2.156601,Canis_edwardi...

   Drawing new initial states ...

   Running MCMC simulation
   This simulation runs 2 independent replicates.
   The simulator uses 30 different moves in a random move schedule with 73 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
900         |   -2.60308e+06   |   -2.60211e+06   |       -968.006   |       1.778998   |       1.778998   |       20.44817   |   00:03:54   |   07:09:26   |
1000        |   -2.60307e+06   |   -2.60211e+06   |        -958.54   |       1.784095   |       1.784095   |       12.30605   |   00:04:21   |   07:10:39   |
1100        |   -2.60306e+06   |    -2.6021e+06   |        -956.69   |       1.788256   |       1.788256   |       11.50818   |   00:04:47   |   07:10:03   |
1200        |   -2.60307e+06   |   -2.60211e+06   |        -959.01   |       1.779018   |       1.779018   |       11.53756   |   00:05:12   |   07:08:08   |
1300        |   -2.60307e+06   |    -2.6021e+06   |       -965.381   |       1.791616   |       1.791616   |       9.574066   |   00:05:38   |   07:07:42   |
1400        |   -2.60307e+06   |   -2.60211e+06   |       -969.851   |       1.786254   |       1.786254   |       9.857193   |   00:06:02   |   07:04:55   |
1500        |   -2.60306e+06   |   -2.60211e+06   |       -958.829   |       1.798487   |       1.798487   |       15.23543   |   00:06:28   |   07:04:38   |
1600        |   -2.60307e+06   |   -2.60211e+06   |       -968.042   |       1.785772   |       1.785772   |       13.48045   |   00:06:53   |   07:03:19   |
1700        |   -2.60306e+06   |   -2.60211e+06   |       -952.021   |       1.770319   |       1.770319   |       20.64421   |   00:07:20   |   07:04:02   |
1800        |   -2.60307e+06   |   -2.60211e+06   |       -957.891   |       1.776901   |       1.776901   |       15.62384   |   00:07:46   |   07:03:42   |
1900        |   -2.60306e+06   |    -2.6021e+06   |       -958.814   |         1.7867   |         1.7867   |       14.33002   |   00:08:12   |   07:03:22   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
2000        |   -2.60308e+06   |    -2.6021e+06   |       -973.692   |       1.794019   |       1.794019   |       9.244906   |   00:08:38   |   07:03:02   |
2100        |   -2.60306e+06   |    -2.6021e+06   |       -960.509   |        1.79457   |        1.79457   |       16.46021   |   00:09:03   |   07:01:54   |
2200        |   -2.60307e+06   |   -2.60211e+06   |       -963.113   |        1.79457   |        1.79457   |       28.65104   |   00:09:28   |   07:00:50   |
2300        |   -2.60307e+06   |   -2.60211e+06   |        -965.47   |        1.79457   |        1.79457   |       15.57639   |   00:09:54   |   07:00:32   |
2400        |   -2.60308e+06   |    -2.6021e+06   |       -972.815   |       1.783707   |       1.783707   |       12.92424   |   00:10:21   |   07:00:54   |
2500        |   -2.60307e+06   |    -2.6021e+06   |       -972.913   |       1.786278   |       1.786278   |       21.03211   |   00:10:47   |   07:00:33   |
2600        |   -2.60307e+06   |    -2.6021e+06   |       -962.003   |       1.786278   |       1.786278   |       25.05283   |   00:11:12   |   06:59:34   |
2700        |   -2.60307e+06   |   -2.60211e+06   |        -963.93   |       1.791625   |       1.791625   |       29.52444   |   00:11:39   |   06:59:49   |
2800        |   -2.60308e+06   |   -2.60211e+06   |       -970.364   |       1.791625   |       1.791625   |       13.36709   |   00:12:06   |   07:00:02   |
2900        |   -2.60307e+06   |   -2.60211e+06   |       -963.867   |       1.791814   |       1.791814   |       19.73062   |   00:12:32   |   06:59:39   |
3000        |   -2.60307e+06   |   -2.60211e+06   |       -963.134   |       1.791814   |       1.791814   |        27.8344   |   00:12:58   |   06:59:15   |
3100        |   -2.60307e+06   |   -2.60211e+06   |       -962.143   |       1.792299   |       1.792299   |       25.46632   |   00:13:25   |   06:59:22   |
3200        |   -2.60307e+06   |   -2.60211e+06   |       -959.418   |       1.792299   |       1.792299   |       11.12664   |   00:13:50   |   06:58:27   |
3300        |   -2.60307e+06   |   -2.60211e+06   |        -963.08   |       1.804554   |       1.804554   |       26.32009   |   00:14:16   |   06:58:03   |
3400        |   -2.60307e+06   |   -2.60211e+06   |       -964.663   |       1.804554   |       1.804554   |        11.8387   |   00:14:42   |   06:57:39   |
3500        |   -2.60306e+06   |    -2.6021e+06   |       -957.084   |       1.799739   |       1.799739   |       28.93572   |   00:15:09   |   06:57:42   |
3600        |   -2.60307e+06   |   -2.60211e+06   |       -961.964   |       1.799739   |       1.799739   |       19.49813   |   00:15:35   |   06:57:17   |
3700        |   -2.60308e+06   |   -2.60211e+06   |       -965.275   |       1.793102   |       1.793102   |       10.76745   |   00:16:01   |   06:56:51   |
3800        |   -2.60307e+06   |   -2.60211e+06   |       -965.398   |       1.789811   |       1.789811   |       21.58734   |   00:16:27   |   06:56:26   |
3900        |   -2.60306e+06   |    -2.6021e+06   |       -960.524   |       1.789811   |       1.789811   |       21.83247   |   00:16:52   |   06:55:36   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
4000        |   -2.60307e+06   |    -2.6021e+06   |       -967.017   |        1.78228   |        1.78228   |       22.80148   |   00:17:18   |   06:55:12   |
4100        |   -2.60307e+06   |   -2.60211e+06   |       -962.398   |       1.785871   |       1.785871   |       15.18715   |   00:17:45   |   06:55:10   |
4200        |   -2.60306e+06   |   -2.60211e+06   |       -955.776   |       1.793436   |       1.793436   |       20.04271   |   00:18:10   |   06:54:22   |
4300        |   -2.60307e+06   |   -2.60211e+06   |        -962.91   |       1.786103   |       1.786103   |       29.32539   |   00:18:37   |   06:54:19   |
4400        |   -2.60306e+06   |    -2.6021e+06   |       -953.199   |       1.792006   |       1.792006   |       27.90165   |   00:19:02   |   06:53:32   |
4500        |   -2.60306e+06   |   -2.60211e+06   |       -954.897   |       1.797873   |       1.797873   |       22.08816   |   00:19:28   |   06:53:07   |
4600        |   -2.60307e+06   |   -2.60211e+06   |       -962.067   |       1.797821   |       1.797821   |       11.37406   |   00:19:54   |   06:52:42   |
4700        |   -2.60307e+06   |    -2.6021e+06   |       -964.917   |       1.804144   |       1.804144   |       14.40178   |   00:20:20   |   06:52:17   |
4800        |   -2.60307e+06   |   -2.60211e+06   |       -960.653   |       1.796255   |       1.796255   |       13.16093   |   00:20:46   |   06:51:52   |
4900        |   -2.60307e+06   |    -2.6021e+06   |       -965.086   |       1.798813   |       1.798813   |        10.1341   |   00:21:13   |   06:51:46   |
5000        |   -2.60306e+06   |   -2.60211e+06   |       -953.715   |       1.794495   |       1.794495   |       11.52256   |   00:21:38   |   06:51:02   |
5100        |   -2.60305e+06   |    -2.6021e+06   |       -950.686   |       1.795009   |       1.795009   |       18.08669   |   00:22:04   |   06:50:36   |
5200        |   -2.60308e+06   |   -2.60211e+06   |       -968.017   |       1.798922   |       1.798922   |       13.19078   |   00:22:30   |   06:50:11   |
5300        |   -2.60307e+06   |   -2.60211e+06   |       -962.707   |       1.791213   |       1.791213   |       26.54178   |   00:22:55   |   06:49:28   |
5400        |   -2.60307e+06   |   -2.60211e+06   |       -959.426   |       1.799655   |       1.799655   |       12.31846   |   00:23:21   |   06:49:03   |
5500        |   -2.60306e+06   |    -2.6021e+06   |       -955.043   |       1.804017   |       1.804017   |       21.65155   |   00:23:48   |   06:48:55   |
5600        |   -2.60306e+06   |    -2.6021e+06   |       -959.981   |       1.798174   |       1.798174   |       21.95094   |   00:24:15   |   06:48:47   |
5700        |   -2.60306e+06   |    -2.6021e+06   |       -959.107   |       1.804038   |       1.804038   |       14.67345   |   00:24:41   |   06:48:21   |
5800        |   -2.60306e+06   |   -2.60211e+06   |       -953.075   |       1.796517   |       1.796517   |       14.30076   |   00:25:08   |   06:48:12   |
5900        |   -2.60306e+06   |   -2.60211e+06   |       -957.004   |       1.800057   |       1.800057   |       19.38393   |   00:25:35   |   06:48:01   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
6000        |   -2.60307e+06   |    -2.6021e+06   |       -961.691   |       1.814827   |       1.814827   |       28.35774   |   00:26:01   |   06:47:35   |
6100        |   -2.60306e+06   |    -2.6021e+06   |       -960.068   |       1.806472   |       1.806472   |       18.01987   |   00:26:28   |   06:47:24   |
6200        |   -2.60305e+06   |    -2.6021e+06   |       -953.507   |       1.809069   |       1.809069   |       15.99211   |   00:26:53   |   06:46:43   |
6300        |   -2.60307e+06   |   -2.60211e+06   |       -959.244   |       1.804528   |       1.804528   |       21.16673   |   00:27:20   |   06:46:31   |
6400        |   -2.60307e+06   |    -2.6021e+06   |       -967.765   |       1.807614   |       1.807614   |       27.72741   |   00:27:46   |   06:46:05   |
6500        |   -2.60306e+06   |   -2.60211e+06   |       -953.772   |       1.800105   |       1.800105   |       14.37914   |   00:28:12   |   06:45:38   |
6600        |   -2.60305e+06   |    -2.6021e+06   |       -950.567   |       1.803332   |       1.803332   |       27.64241   |   00:28:38   |   06:45:12   |
6700        |   -2.60307e+06   |   -2.60211e+06   |       -957.023   |       1.808949   |       1.808949   |       20.19865   |   00:29:04   |   06:44:45   |
6800        |   -2.60306e+06   |    -2.6021e+06   |        -954.89   |       1.808949   |       1.808949   |       24.32093   |   00:29:30   |   06:44:19   |
6900        |   -2.60308e+06   |   -2.60211e+06   |       -967.859   |       1.808294   |       1.808294   |       21.13858   |   00:29:56   |   06:43:52   |
7000        |   -2.60306e+06   |   -2.60211e+06   |       -955.387   |        1.80478   |        1.80478   |       17.82391   |   00:30:22   |   06:43:26   |
7100        |   -2.60307e+06   |   -2.60211e+06   |        -964.13   |         1.8003   |         1.8003   |       20.53903   |   00:30:48   |   06:43:00   |
7200        |   -2.60307e+06   |   -2.60211e+06   |       -958.731   |       1.802019   |       1.802019   |       27.93234   |   00:31:13   |   06:42:20   |
7300        |   -2.60307e+06   |   -2.60211e+06   |       -957.561   |       1.792649   |       1.792649   |        12.7553   |   00:31:40   |   06:42:07   |
7400        |   -2.60307e+06   |   -2.60211e+06   |       -962.488   |        1.80439   |        1.80439   |       18.20259   |   00:32:07   |   06:41:53   |
7500        |   -2.60306e+06   |    -2.6021e+06   |       -962.246   |         1.8062   |         1.8062   |       14.47796   |   00:32:33   |   06:41:27   |
7600        |   -2.60307e+06   |    -2.6021e+06   |        -962.69   |       1.804194   |       1.804194   |       18.01158   |   00:32:59   |   06:41:00   |
7700        |   -2.60306e+06   |    -2.6021e+06   |       -955.613   |       1.815603   |       1.815603   |       18.09516   |   00:33:25   |   06:40:33   |
7800        |   -2.60306e+06   |    -2.6021e+06   |       -958.207   |       1.812247   |       1.812247   |       23.20822   |   00:33:52   |   06:40:19   |
7900        |   -2.60306e+06   |   -2.60211e+06   |       -956.636   |       1.814901   |       1.814901   |       23.03598   |   00:34:18   |   06:39:52   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
8000        |   -2.60306e+06   |   -2.60211e+06   |       -955.245   |       1.816357   |       1.816357   |       23.35918   |   00:34:44   |   06:39:26   |
8100        |   -2.60306e+06   |   -2.60211e+06   |       -953.193   |        1.81292   |        1.81292   |       24.69769   |   00:35:09   |   06:38:48   |
8200        |   -2.60306e+06   |   -2.60211e+06   |       -952.269   |       1.816916   |       1.816916   |       15.55253   |   00:35:36   |   06:38:32   |
8300        |   -2.60306e+06   |    -2.6021e+06   |       -959.162   |       1.813972   |       1.813972   |       29.75337   |   00:36:02   |   06:38:06   |
8400        |   -2.60307e+06   |   -2.60211e+06   |       -955.017   |       1.816434   |       1.816434   |       21.81944   |   00:36:28   |   06:37:39   |
8500        |   -2.60306e+06   |   -2.60211e+06   |       -951.795   |       1.819957   |       1.819957   |       16.00496   |   00:36:54   |   06:37:13   |
8600        |   -2.60305e+06   |    -2.6021e+06   |       -950.502   |       1.821086   |       1.821086   |       12.08113   |   00:37:20   |   06:36:46   |
8700        |   -2.60306e+06   |    -2.6021e+06   |        -958.87   |       1.824953   |       1.824953   |        27.4212   |   00:37:47   |   06:36:30   |
8800        |   -2.60306e+06   |   -2.60211e+06   |        -957.91   |       1.812117   |       1.812117   |       12.77045   |   00:38:13   |   06:36:03   |
8900        |   -2.60306e+06   |    -2.6021e+06   |       -955.883   |       1.822886   |       1.822886   |       15.77107   |   00:38:39   |   06:35:37   |
9000        |   -2.60307e+06   |    -2.6021e+06   |       -968.099   |        1.81998   |        1.81998   |       26.99041   |   00:39:05   |   06:35:10   |
9100        |   -2.60306e+06   |    -2.6021e+06   |       -957.861   |       1.819496   |       1.819496   |       19.78872   |   00:39:32   |   06:34:53   |
9200        |   -2.60306e+06   |    -2.6021e+06   |       -957.128   |       1.820045   |       1.820045   |       18.20348   |   00:39:58   |   06:34:27   |
9300        |   -2.60306e+06   |   -2.60211e+06   |       -954.678   |       1.828003   |       1.828003   |       20.40024   |   00:40:24   |   06:34:00   |
9400        |   -2.60306e+06   |   -2.60211e+06   |        -953.13   |       1.804962   |       1.804962   |       22.31558   |   00:40:51   |   06:33:43   |
9500        |   -2.60307e+06   |    -2.6021e+06   |       -964.185   |       1.807999   |       1.807999   |         28.441   |   00:41:17   |   06:33:16   |
9600        |   -2.60307e+06   |   -2.60211e+06   |       -965.766   |       1.814902   |       1.814902   |       28.97601   |   00:41:44   |   06:32:59   |
9700        |   -2.60306e+06   |    -2.6021e+06   |       -955.994   |       1.823369   |       1.823369   |       19.61074   |   00:42:10   |   06:32:32   |
9800        |   -2.60307e+06   |   -2.60211e+06   |       -955.035   |       1.800246   |       1.800246   |       29.20069   |   00:42:36   |   06:32:05   |
9900        |   -2.60305e+06   |   -2.60211e+06   |       -947.944   |       1.816873   |       1.816873   |       14.26266   |   00:43:02   |   06:31:38   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
10000       |   -2.60306e+06   |    -2.6021e+06   |       -953.943   |       1.815596   |       1.815596   |       27.04469   |   00:43:28   |   06:31:12   |
10100       |   -2.60306e+06   |   -2.60211e+06   |       -955.426   |       1.814999   |       1.814999   |       23.76966   |   00:43:54   |   06:30:45   |
10200       |   -2.60307e+06   |   -2.60211e+06   |       -962.559   |       1.814841   |       1.814841   |       21.52776   |   00:44:20   |   06:30:18   |
10300       |   -2.60307e+06   |   -2.60211e+06   |       -968.546   |       1.805894   |       1.805894   |       24.85617   |   00:44:46   |   06:29:51   |
10400       |   -2.60308e+06   |   -2.60211e+06   |       -968.456   |       1.806634   |       1.806634   |       17.65179   |   00:45:13   |   06:29:33   |
10500       |   -2.60307e+06   |   -2.60211e+06   |       -960.751   |        1.79681   |        1.79681   |       16.49774   |   00:45:40   |   06:29:15   |
10600       |   -2.60306e+06   |    -2.6021e+06   |        -953.08   |       1.783877   |       1.783877   |       18.89291   |   00:46:06   |   06:28:48   |
10700       |   -2.60307e+06   |   -2.60211e+06   |       -960.277   |       1.780025   |       1.780025   |         18.518   |   00:46:32   |   06:28:21   |
10800       |   -2.60306e+06   |    -2.6021e+06   |       -962.198   |       1.785488   |       1.785488   |       20.57336   |   00:46:59   |   06:28:02   |
10900       |   -2.60306e+06   |   -2.60211e+06   |       -955.858   |       1.779027   |       1.779027   |       28.35829   |   00:47:26   |   06:27:44   |
11000       |   -2.60307e+06   |    -2.6021e+06   |       -966.216   |       1.779976   |       1.779976   |       24.11057   |   00:47:52   |   06:27:17   |
11100       |   -2.60306e+06   |    -2.6021e+06   |       -956.282   |        1.77265   |        1.77265   |       20.74444   |   00:48:18   |   06:26:50   |
11200       |   -2.60306e+06   |    -2.6021e+06   |       -954.062   |       1.776575   |       1.776575   |       24.09454   |   00:48:46   |   06:26:39   |
11300       |   -2.60307e+06   |    -2.6021e+06   |       -961.803   |       1.771211   |       1.771211   |       27.20068   |   00:49:11   |   06:26:04   |
11400       |   -2.60306e+06   |    -2.6021e+06   |       -952.378   |       1.789189   |       1.789189   |       25.04352   |   00:49:37   |   06:25:37   |
11500       |   -2.60307e+06   |   -2.60211e+06   |       -960.199   |       1.790774   |       1.790774   |       18.94625   |   00:50:03   |   06:25:10   |
11600       |   -2.60306e+06   |    -2.6021e+06   |       -959.415   |       1.812651   |       1.812651   |       28.75782   |   00:50:29   |   06:24:43   |
11700       |   -2.60307e+06   |   -2.60211e+06   |       -962.361   |       1.800723   |       1.800723   |       24.39592   |   00:50:55   |   06:24:16   |
11800       |   -2.60307e+06   |   -2.60211e+06   |       -958.004   |       1.820177   |       1.820177   |       28.15948   |   00:51:22   |   06:23:56   |
11900       |   -2.60307e+06   |    -2.6021e+06   |       -964.752   |       1.809196   |       1.809196   |       21.73177   |   00:51:48   |   06:23:29   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
12000       |   -2.60308e+06   |   -2.60211e+06   |       -971.464   |       1.814178   |       1.814178   |       28.24347   |   00:52:16   |   06:23:17   |
12100       |   -2.60308e+06   |   -2.60211e+06   |       -968.883   |       1.814178   |       1.814178   |       23.76946   |   00:52:42   |   06:22:50   |
12200       |   -2.60306e+06   |    -2.6021e+06   |       -955.329   |       1.816277   |       1.816277   |       28.96084   |   00:53:08   |   06:22:23   |
12300       |   -2.60307e+06   |    -2.6021e+06   |       -961.093   |       1.810849   |       1.810849   |       27.50696   |   00:53:34   |   06:21:56   |
12400       |   -2.60307e+06   |   -2.60211e+06   |       -960.434   |        1.81687   |        1.81687   |       21.00937   |   00:54:01   |   06:21:36   |
12500       |   -2.60306e+06   |   -2.60211e+06   |       -952.411   |       1.813741   |       1.813741   |       28.42001   |   00:54:27   |   06:21:09   |
12600       |   -2.60307e+06   |   -2.60211e+06   |       -966.431   |        1.82426   |        1.82426   |       26.02722   |   00:54:53   |   06:20:41   |
12700       |   -2.60307e+06   |   -2.60211e+06   |       -957.323   |       1.823445   |       1.823445   |       27.36435   |   00:55:19   |   06:20:14   |
12800       |   -2.60306e+06   |    -2.6021e+06   |       -958.363   |       1.816283   |       1.816283   |       29.48718   |   00:55:46   |   06:19:54   |
12900       |   -2.60306e+06   |   -2.60211e+06   |       -956.532   |       1.816544   |       1.816544   |        22.3569   |   00:56:12   |   06:19:27   |
13000       |   -2.60307e+06   |   -2.60211e+06   |       -961.053   |       1.825811   |       1.825811   |       23.58693   |   00:56:38   |   06:19:00   |
13100       |   -2.60306e+06   |   -2.60211e+06   |       -953.243   |       1.803545   |       1.803545   |       26.08882   |   00:57:04   |   06:18:33   |
13200       |   -2.60307e+06   |   -2.60211e+06   |       -958.227   |       1.807608   |       1.807608   |       20.86428   |   00:57:32   |   06:18:19   |
13300       |   -2.60307e+06   |    -2.6021e+06   |       -962.041   |       1.808156   |       1.808156   |       28.92503   |   00:57:58   |   06:17:52   |
13400       |   -2.60306e+06   |    -2.6021e+06   |       -955.499   |       1.814871   |       1.814871   |       16.69735   |   00:58:24   |   06:17:25   |
13500       |   -2.60308e+06   |   -2.60211e+06   |       -970.615   |       1.805897   |       1.805897   |       24.76255   |   00:58:50   |   06:16:58   |
13600       |   -2.60307e+06   |    -2.6021e+06   |       -962.783   |       1.817282   |       1.817282   |       23.57601   |   00:59:16   |   06:16:31   |
13700       |   -2.60307e+06   |   -2.60211e+06   |       -956.243   |       1.818434   |       1.818434   |       29.88718   |   00:59:42   |   06:16:03   |
13800       |   -2.60306e+06   |   -2.60211e+06   |       -958.268   |       1.823433   |       1.823433   |       24.77977   |   01:00:08   |   06:15:36   |
13900       |   -2.60305e+06   |    -2.6021e+06   |       -949.973   |       1.829751   |       1.829751   |       18.69385   |   01:00:33   |   06:15:03   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
14000       |   -2.60307e+06   |   -2.60211e+06   |       -960.799   |        1.82415   |        1.82415   |       20.79756   |   01:01:00   |   06:14:42   |
14100       |   -2.60307e+06   |   -2.60212e+06   |       -953.388   |       1.814307   |       1.814307   |       22.17996   |   01:01:26   |   06:14:15   |
14200       |   -2.60306e+06   |   -2.60211e+06   |       -953.968   |       1.824349   |       1.824349   |       16.67167   |   01:01:52   |   06:13:48   |
14300       |   -2.60308e+06   |   -2.60211e+06   |       -965.525   |       1.834004   |       1.834004   |       23.22411   |   01:02:19   |   06:13:27   |
14400       |   -2.60306e+06   |    -2.6021e+06   |       -959.516   |       1.834004   |       1.834004   |       21.14096   |   01:02:46   |   06:13:06   |
14500       |   -2.60306e+06   |   -2.60211e+06   |       -958.342   |       1.829286   |       1.829286   |        20.0128   |   01:03:13   |   06:12:45   |
14600       |   -2.60307e+06   |   -2.60211e+06   |       -957.974   |       1.842255   |       1.842255   |       26.17901   |   01:03:39   |   06:12:18   |
14700       |   -2.60306e+06   |   -2.60211e+06   |       -955.785   |       1.834852   |       1.834852   |       16.84646   |   01:04:05   |   06:11:51   |
14800       |   -2.60307e+06   |   -2.60211e+06   |       -959.411   |       1.828283   |       1.828283   |       28.75417   |   01:04:31   |   06:11:24   |
14900       |   -2.60309e+06   |   -2.60211e+06   |       -975.212   |       1.833173   |       1.833173   |       24.12139   |   01:04:57   |   06:10:57   |
15000       |   -2.60306e+06   |   -2.60211e+06   |       -958.041   |       1.828796   |       1.828796   |       20.06846   |   01:05:22   |   06:10:24   |
15100       |   -2.60306e+06   |    -2.6021e+06   |       -961.479   |       1.828684   |       1.828684   |       25.76289   |   01:05:48   |   06:09:57   |
15200       |   -2.60305e+06   |    -2.6021e+06   |       -949.726   |        1.83404   |        1.83404   |       16.29679   |   01:06:13   |   06:09:25   |
15300       |   -2.60306e+06   |   -2.60211e+06   |       -952.521   |       1.836454   |       1.836454   |       14.39755   |   01:06:39   |   06:08:58   |
15400       |   -2.60307e+06   |   -2.60211e+06   |       -961.564   |       1.832296   |       1.832296   |       23.40484   |   01:07:05   |   06:08:31   |
15500       |   -2.60308e+06   |   -2.60211e+06   |       -974.039   |       1.832093   |       1.832093   |       22.54377   |   01:07:31   |   06:08:04   |
15600       |   -2.60306e+06   |    -2.6021e+06   |       -961.348   |       1.842518   |       1.842518   |       21.60203   |   01:07:56   |   06:07:32   |
15700       |   -2.60307e+06   |   -2.60211e+06   |        -965.27   |       1.843913   |       1.843913   |       28.03989   |   01:08:22   |   06:07:05   |
15800       |   -2.60306e+06   |   -2.60211e+06   |       -955.614   |       1.837127   |       1.837127   |       18.27789   |   01:08:48   |   06:06:38   |
15900       |   -2.60307e+06   |   -2.60211e+06   |       -965.272   |       1.835787   |       1.835787   |       20.84633   |   01:09:14   |   06:06:11   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
16000       |   -2.60307e+06   |   -2.60211e+06   |       -967.022   |       1.842087   |       1.842087   |       27.18814   |   01:09:40   |   06:05:45   |
16100       |   -2.60307e+06   |   -2.60211e+06   |       -963.271   |       1.845995   |       1.845995   |       29.95192   |   01:10:06   |   06:05:18   |
16200       |   -2.60307e+06   |    -2.6021e+06   |       -964.185   |       1.845995   |       1.845995   |       27.56026   |   01:10:32   |   06:04:51   |
16300       |   -2.60308e+06   |   -2.60211e+06   |       -970.462   |       1.837065   |       1.837065   |       28.33073   |   01:10:58   |   06:04:24   |
16400       |   -2.60307e+06   |   -2.60211e+06   |        -959.32   |       1.838631   |       1.838631   |       25.16062   |   01:11:24   |   06:03:57   |
16500       |   -2.60307e+06   |   -2.60211e+06   |       -966.267   |       1.844447   |       1.844447   |        26.9822   |   01:11:50   |   06:03:31   |
16600       |   -2.60307e+06   |    -2.6021e+06   |       -968.231   |       1.841244   |       1.841244   |       21.84426   |   01:12:15   |   06:02:59   |
16700       |   -2.60306e+06   |    -2.6021e+06   |       -957.871   |       1.833799   |       1.833799   |       15.86441   |   01:12:40   |   06:02:27   |
16800       |   -2.60306e+06   |    -2.6021e+06   |       -953.445   |       1.845409   |       1.845409   |       21.54817   |   01:13:07   |   06:02:06   |
