Iteration	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
26800	-3548836	-3548840	4.105478	7.818513e+07	1	0.00208608	0.0019107	0.0204647	0.00436714	0.0992997	0.0285116	0.0112654	0.0886688	0.0504537	0.00828983	0.16222	0.00383928	0.00175246	0.0174694	0.646834	0.0156111	0.00913511	0.00686716	0.0272272	0.0131163	0.00526926	0.00693071	0.00539103	1.80071e-07	0.112157	0.00671643	0.00628402	0.0239379	0.00848176	0.271559	0	0.228457	0.229741	0	0.270243	0.271559	0.228457	0.229741	0.270243	1.885543	0.283197	0.216533	0.216379	0.283892	5	0.999856	0.999963	1.00004	1.00014	1.394558
26810	-3548816	-3548840	23.69325	1e+08	0	0.00215064	0.00184752	0.0206664	0.00436714	0.0999378	0.0285683	0.0112794	0.0888452	0.0505814	0.00859281	0.16273	0.00393276	0.00185929	0.0174216	0.643128	0.0151678	0.00899467	0.00676053	0.0273262	0.0131995	0.00525319	0.00725444	0.00524644	4.63695e-07	0.112263	0.00669162	0.00621749	0.0239379	0.00866479	0.271954	0	0.228862	0.229373	0	0.269811	0.271954	0.228862	0.229373	0.269811	0.735172	0.283896	0.216322	0.216168	0.283615	5	0.999873	0.999968	1.00003	1.00013	1.392885
26820	-3548829	-3548852	22.98974	1e+08	0	0.00224002	0.00195736	0.020911	0.00448173	0.0997762	0.0286311	0.0109347	0.0887055	0.0507395	0.00855367	0.161425	0.00379628	0.00195913	0.0176445	0.648248	0.0151678	0.00880032	0.00676053	0.027768	0.0128897	0.00505387	0.00725444	0.0053259	3.10462e-06	0.111931	0.00672299	0.0060466	0.0235265	0.00909218	0.271975	0	0.228803	0.229391	0	0.269831	0.271975	0.228803	0.229391	0.269831	1.404072	0.283896	0.216322	0.216168	0.283615	5	0.999873	0.999968	1.00003	1.00013	1.396347
26830	-3548831	-3548837	5.75126	9.044248e+07	1	0.00224002	0.00190007	0.0208279	0.00448173	0.0995298	0.0286311	0.0111827	0.0885413	0.0505629	0.00864585	0.161425	0.00384675	0.00184596	0.0171649	0.644862	0.015499	0.00901224	0.00671977	0.0274561	0.0128897	0.00515659	0.00712789	0.00548739	3.63267e-05	0.112789	0.00672299	0.00607109	0.0238432	0.00862816	0.271636	0	0.228639	0.23023	0	0.269495	0.271636	0.228639	0.23023	0.269495	0.2540722	0.28313	0.216553	0.216399	0.283918	5	0.999867	0.999966	1.00003	1.00013	1.393126
26840	-3548829	-3548835	5.653271	7397356	1	0.00222662	0.00184571	0.0203834	0.00445627	0.100198	0.0280037	0.0112314	0.0887826	0.0505363	0.00864585	0.161568	0.00384038	0.00184596	0.0173902	0.645761	0.015499	0.00923831	0.00670363	0.0273133	0.0130784	0.005232	0.0072038	0.00548739	5.40877e-06	0.111824	0.00690722	0.00614945	0.0238325	0.00882889	0.270733	0	0.229329	0.22963	0	0.270308	0.270733	0.229329	0.22963	0.270308	0.3431307	0.284007	0.216201	0.216047	0.283746	5	0.999533	0.999881	1.00012	1.00047	1.394019
26850	-3548833	-3548839	5.972436	9.719148e+07	1	0.00222351	0.00184671	0.0203834	0.00455459	0.0994945	0.0282648	0.0112858	0.0887826	0.050643	0.00864585	0.161056	0.0038839	0.00181478	0.0175534	0.648691	0.0153776	0.00914425	0.00670843	0.0272168	0.0130634	0.005232	0.00732364	0.00559187	5.40877e-06	0.111485	0.00704916	0.00637987	0.0238325	0.0086972	0.270733	0	0.229329	0.22963	0	0.270308	0.270733	0.229329	0.22963	0.270308	0.001851422	0.284007	0.216201	0.216047	0.283746	5	0.999871	0.999966	1.00003	1.00013	1.396231
26860	-3548813	-3548837	23.93543	1e+08	0	0.00217716	0.00178333	0.0205878	0.00440558	0.0995338	0.0278789	0.0112938	0.0890437	0.0505664	0.00855686	0.162315	0.00371584	0.00188473	0.0173115	0.647589	0.015491	0.00909099	0.00674568	0.0276181	0.0127982	0.00509112	0.00703685	0.00559187	2.43327e-05	0.111881	0.00681419	0.00633209	0.0235492	0.00894759	0.270733	0	0.229329	0.22963	0	0.270308	0.270733	0.229329	0.22963	0.270308	0.4652933	0.284007	0.216201	0.216047	0.283746	5	0.999873	0.999968	1.00003	1.00013	1.395655
26870	-3548831	-3548836	5.408368	6.637441e+07	1	0.00225752	0.00188603	0.0207231	0.00458448	0.0998966	0.0287096	0.0111062	0.0886439	0.0505588	0.00864853	0.162315	0.00383936	0.00188473	0.0173693	0.645602	0.015534	0.00900796	0.00666116	0.0272115	0.0128411	0.00509632	0.00696123	0.00554391	1.40374e-05	0.11317	0.00691189	0.00633209	0.0239711	0.00886429	0.270428	0	0.22907	0.230259	0	0.270243	0.270428	0.22907	0.230259	0.270243	0.5667768	0.284045	0.216229	0.216075	0.283651	5	0.999844	0.99996	1.00004	1.00016	1.396145
26880	-3548826	-3548849	22.8456	1e+08	0	0.00222995	0.00178006	0.020749	0.00457002	0.099187	0.0281804	0.0109122	0.0885886	0.0498329	0.00840012	0.16201	0.00375609	0.00188671	0.0171227	0.643401	0.015534	0.00900796	0.00702032	0.0277286	0.0131956	0.00494872	0.00697087	0.00531323	2.47538e-05	0.112088	0.00688509	0.00617637	0.0236197	0.00885659	0.271208	0	0.229731	0.228039	0	0.271022	0.271208	0.229731	0.228039	0.271022	1.611913	0.282889	0.216578	0.216424	0.284109	5	0.999873	0.999968	1.00003	1.00013	1.389976
26890	-3548829	-3548850	20.6102	1e+08	0	0.00219894	0.00192985	0.0208284	0.00457002	0.0990986	0.0284477	0.0113061	0.0889252	0.0494862	0.00857278	0.161739	0.00381504	0.00188671	0.0167403	0.646405	0.0153705	0.00900796	0.0071055	0.0275282	0.0132927	0.00497267	0.00720417	0.00552135	1.6454e-07	0.112667	0.00704433	0.00598929	0.0236509	0.00885662	0.27055	0	0.230221	0.228525	0	0.270704	0.27055	0.230221	0.228525	0.270704	3.805467	0.282889	0.216578	0.216424	0.284109	5	0.999873	0.999968	1.00003	1.00013	1.394161
26900	-3548849	-3548852	3.31261	3.109867e+07	1	0.00225267	0.00177457	0.0208731	0.00457002	0.100188	0.0284624	0.0113061	0.0885271	0.050176	0.00854994	0.160699	0.0038809	0.00189161	0.0167115	0.643919	0.0152953	0.0091366	0.00710417	0.0278998	0.0129177	0.00509756	0.00703563	0.00564502	1.85294e-06	0.112554	0.00655387	0.00609125	0.0234956	0.00888007	0.27055	0	0.230221	0.228525	0	0.270704	0.27055	0.230221	0.228525	0.270704	2.709081	0.283216	0.216828	0.216813	0.283143	5	0.999772	0.999942	1.00006	1.00023	1.39149
26910	-3548844	-3548850	5.620428	4903182	1	0.00225267	0.0018268	0.0208678	0.00437178	0.099437	0.0283242	0.0115783	0.0892794	0.0504316	0.00861473	0.161425	0.0038809	0.00192372	0.0169687	0.646749	0.015653	0.00946166	0.00683636	0.0273272	0.0131061	0.00531318	0.00694044	0.00540041	1.69972e-06	0.113083	0.00696381	0.00609125	0.0239973	0.00897526	0.270429	0	0.230118	0.22887	0	0.270583	0.270429	0.230118	0.22887	0.270583	0.3453363	0.282492	0.216273	0.217804	0.283431	5	0.999426	0.999853	1.00015	1.00057	1.397083
26920	-3548816	-3548840	24.34477	1e+08	0	0.00211371	0.00193225	0.0210157	0.00450004	0.099437	0.0287308	0.0113136	0.0887966	0.0504846	0.00843828	0.162673	0.0038809	0.00196847	0.017267	0.647528	0.0152883	0.00889672	0.00675415	0.0271284	0.013105	0.00519597	0.0071568	0.00556758	3.43393e-05	0.112519	0.00681406	0.00636078	0.0239673	0.00910708	0.270429	0	0.230118	0.22887	0	0.270583	0.270429	0.230118	0.22887	0.270583	0.03274517	0.282888	0.216577	0.216705	0.28383	5	0.999873	0.999968	1.00003	1.00013	1.397976
26930	-3548830	-3548836	5.879831	8.008224e+07	1	0.002144	0.00193225	0.0208457	0.00445455	0.099437	0.0283691	0.0113466	0.0890742	0.0503612	0.00846621	0.162387	0.00381277	0.00182102	0.01734	0.646557	0.0152535	0.00901192	0.00681867	0.0274223	0.0130492	0.00529958	0.00680276	0.00545311	1.11427e-05	0.111754	0.00690002	0.00595996	0.0238647	0.00882829	0.270429	0	0.230118	0.22887	0	0.270583	0.270429	0.230118	0.22887	0.270583	0.1089879	0.282869	0.216583	0.216711	0.283837	5	0.999858	0.999963	1.00004	1.00014	1.394778
26940	-3548812	-3548836	24.25848	1e+08	0	0.00220029	0.00189086	0.0207177	0.00445455	0.099437	0.0282771	0.0110414	0.0888019	0.0504211	0.00865811	0.161721	0.00395704	0.00181399	0.0173418	0.646275	0.0152535	0.00892453	0.00702449	0.0271641	0.0130626	0.00537637	0.00723528	0.00560256	1.0742e-05	0.112256	0.00690002	0.00618246	0.0238767	0.00858799	0.270768	0	0.229152	0.229157	0	0.270923	0.270768	0.229152	0.229157	0.270923	0.1541361	0.283011	0.216188	0.21682	0.283981	5	0.999873	0.999968	1.00003	1.00013	1.394466
26950	-3548830	-3548835	5.218485	1.911094e+07	1	0.00223353	0.00178411	0.0209279	0.00445455	0.099437	0.0284478	0.011285	0.0891574	0.0504211	0.00857351	0.161953	0.00376778	0.00181399	0.0177984	0.646542	0.0157253	0.00892453	0.00679894	0.0271706	0.0131627	0.00505079	0.00704357	0.00525308	7.33511e-06	0.111953	0.00690347	0.0062803	0.0235388	0.00873603	0.271081	0	0.229417	0.229422	0	0.27008	0.271081	0.229417	0.229422	0.27008	0.766655	0.283011	0.216188	0.21682	0.283981	5	0.999709	0.999926	1.00007	1.00029	1.395146
26960	-3548834	-3548840	5.894713	7.33359e+07	1	0.00217904	0.0017846	0.0209279	0.0045386	0.0999417	0.0284597	0.011178	0.0887958	0.0502094	0.00857351	0.161799	0.0037834	0.00185667	0.0170898	0.647084	0.015556	0.00929276	0.00681905	0.026987	0.013072	0.00527195	0.00688727	0.005501	4.08024e-05	0.112433	0.00679528	0.00593397	0.0236143	0.0087781	0.271081	0	0.229417	0.229422	0	0.27008	0.271081	0.229417	0.229422	0.27008	0.09004103	0.283011	0.216188	0.21682	0.283981	5	0.999851	0.999962	1.00004	1.00015	1.395184
26970	-3548818	-3548842	23.9432	1e+08	0	0.0020816	0.00176714	0.0212346	0.00448361	0.0996702	0.0283676	0.011403	0.0892266	0.0503731	0.00876583	0.162174	0.00381887	0.00193293	0.0174403	0.647171	0.0152265	0.00882343	0.00672316	0.0272736	0.0127789	0.00529064	0.00699242	0.00569417	3.8499e-05	0.112307	0.00660712	0.00619235	0.0236143	0.0088148	0.271081	0	0.229417	0.229422	0	0.27008	0.271081	0.229417	0.229422	0.27008	0.4512125	0.283011	0.216188	0.21682	0.283981	5	0.999873	0.999968	1.00003	1.00013	1.396287
26980	-3548839	-3548842	3.01043	4.776234e+07	1	0.00217817	0.00191935	0.0211489	0.00448361	0.0996702	0.0284272	0.0113653	0.0896397	0.0509018	0.00881318	0.162107	0.00383018	0.00179498	0.0172785	0.646214	0.0152599	0.00881997	0.00681398	0.0277782	0.0131004	0.00514591	0.00725828	0.00562037	3.8499e-05	0.112307	0.00663937	0.00630414	0.0241045	0.00868817	0.270683	0	0.22908	0.229085	0	0.271151	0.270683	0.22908	0.229085	0.271151	2.949662	0.282883	0.21609	0.216722	0.284305	5	0.999816	0.999953	1.00005	1.00018	1.39765
26990	-3548831	-3548836	5.143379	5.537311e+07	1	0.00220142	0.00188314	0.0206227	0.00448361	0.100072	0.0283237	0.0113432	0.0886512	0.049992	0.00869733	0.161273	0.00386559	0.00178881	0.0171259	0.644429	0.0156603	0.00910986	0.00681398	0.0273293	0.0128691	0.00532399	0.00696735	0.00562037	8.27149e-06	0.11151	0.00661173	0.00625174	0.0236604	0.00882429	0.270683	0	0.22908	0.229085	0	0.271151	0.270683	0.22908	0.229085	0.271151	0.8800889	0.283564	0.215885	0.216516	0.284035	5	0.999829	0.999956	1.00004	1.00017	1.391313
27000	-3548812	-3548835	23.30868	1e+08	0	0.00223706	0.00181493	0.0205593	0.00445125	0.0993822	0.0286968	0.0112354	0.0886512	0.0501469	0.00869733	0.162318	0.00374437	0.00178881	0.0172923	0.644981	0.0157398	0.0091837	0.00681398	0.0274756	0.0129649	0.00520827	0.00721061	0.00551217	5.81182e-06	0.112433	0.00646653	0.00625174	0.0238001	0.00882429	0.270644	0	0.229047	0.229197	0	0.271112	0.270644	0.229047	0.229197	0.271112	1.109719	0.28357	0.21589	0.216499	0.284041	5	0.999873	0.999968	1.00003	1.00013	1.393888
27010	-3548815	-3548839	24.35827	1e+08	0	0.00216545	0.00190392	0.0206614	0.00475106	0.0996306	0.0281528	0.0113745	0.0887655	0.0504365	0.00848388	0.16252	0.00368595	0.00191897	0.0172923	0.645331	0.0156466	0.00887629	0.00679222	0.0273555	0.0132769	0.0050379	0.00731087	0.00547951	2.05858e-06	0.111498	0.0067537	0.00635147	0.0237205	0.00879301	0.270541	0	0.228746	0.229704	0	0.271009	0.270541	0.228746	0.229704	0.271009	0.05932181	0.283911	0.21615	0.21676	0.283179	5	0.999873	0.999968	1.00003	1.00013	1.393969
27020	-3548816	-3548840	23.91999	1e+08	0	0.00220977	0.00186453	0.020759	0.00475106	0.0993042	0.0285651	0.0110924	0.0887799	0.0503306	0.00859808	0.162023	0.0039065	0.00186258	0.0174937	0.647015	0.0153466	0.00899734	0.00679222	0.0270395	0.0132132	0.00533222	0.00677248	0.00551705	3.77425e-06	0.111778	0.00683478	0.00625035	0.0237205	0.0090957	0.270757	0	0.22893	0.229087	0	0.271226	0.270757	0.22893	0.229087	0.271226	0.4847969	0.283911	0.21615	0.21676	0.283179	5	0.999873	0.999968	1.00003	1.00013	1.395249
27030	-3548831	-3548835	4.041571	9.397737e+07	1	0.00226053	0.00187613	0.0206948	0.00446477	0.0992332	0.0286485	0.011398	0.0887799	0.0500719	0.00877591	0.162449	0.00383102	0.00186258	0.0174614	0.646847	0.015397	0.00882615	0.00654984	0.0274049	0.0131169	0.0051951	0.00722269	0.00541454	6.70166e-06	0.112812	0.00683478	0.00625035	0.0234017	0.00893564	0.270757	0	0.22893	0.229087	0	0.271226	0.270757	0.22893	0.229087	0.271226	1.934805	0.283595	0.216245	0.216856	0.283304	5	0.999869	0.999966	1.00003	1.00013	1.396022
27040	-3548830	-3548836	5.922286	1.789869e+07	1	0.00215145	0.00185213	0.02045	0.00447199	0.0992548	0.0285113	0.0114229	0.0886117	0.0500716	0.00856433	0.161929	0.00383102	0.00186258	0.0174614	0.646607	0.015397	0.00915816	0.00653815	0.0274049	0.0130886	0.00519847	0.00709578	0.0053574	5.55828e-05	0.111357	0.00686656	0.00626587	0.0237206	0.00871069	0.270757	0	0.22893	0.229087	0	0.271226	0.270757	0.22893	0.229087	0.271226	0.08162907	0.283443	0.216665	0.21674	0.283152	5	0.9997	0.999923	1.00008	1.0003	1.393268
27050	-3548811	-3548835	24.0369	1e+08	0	0.00218492	0.00195669	0.0205776	0.00445998	0.0992548	0.0283722	0.0112828	0.0888819	0.0509197	0.00851036	0.161544	0.00383273	0.00177192	0.0174614	0.646129	0.015397	0.00886902	0.00670462	0.0275063	0.0130798	0.00519847	0.00690152	0.00558345	1.20294e-05	0.111607	0.00674348	0.00621962	0.023851	0.00871069	0.27103	0	0.228844	0.229002	0	0.271124	0.27103	0.228844	0.229002	0.271124	0.3851408	0.283014	0.216336	0.216411	0.284239	5	0.999873	0.999968	1.00003	1.00013	1.393524
27060	-3548816	-3548840	24.05826	1e+08	0	0.00218492	0.00183501	0.0205776	0.00452233	0.100114	0.0285161	0.0112828	0.088662	0.0508108	0.00879818	0.162059	0.00386743	0.00189396	0.0172158	0.645264	0.0153856	0.00930513	0.00680491	0.0270832	0.0128575	0.00520048	0.00732123	0.00531682	1.20294e-05	0.1117	0.00669353	0.00621962	0.0236601	0.00879219	0.27103	0	0.228844	0.229002	0	0.271124	0.27103	0.228844	0.229002	0.271124	0.3594587	0.283014	0.216336	0.216411	0.284239	5	0.999873	0.999968	1.00003	1.00013	1.393956
27070	-3548816	-3548840	24.02842	1e+08	0	0.00223612	0.00195852	0.0209316	0.00452462	0.0993765	0.0285757	0.0112828	0.0885305	0.0503658	0.00874366	0.162224	0.00385552	0.00181771	0.0172604	0.643417	0.0151822	0.00889992	0.00703462	0.0272961	0.0130213	0.00523563	0.00737221	0.00569929	5.60438e-06	0.112619	0.00682778	0.00604598	0.0235012	0.00862312	0.270904	0	0.229203	0.228895	0	0.270998	0.270904	0.229203	0.228895	0.270998	0.4042228	0.283014	0.216336	0.216411	0.284239	5	0.999873	0.999968	1.00003	1.00013	1.392464
27080	-3548835	-3548840	5.379384	8.98187e+07	1	0.00209744	0.00193358	0.0204652	0.00425975	0.0998804	0.0286519	0.0113965	0.0891308	0.0506118	0.00874366	0.161609	0.00376583	0.00179787	0.017525	0.64337	0.0153196	0.00901641	0.00705514	0.0275395	0.0130721	0.00517676	0.00693624	0.00553446	4.71686e-06	0.112549	0.00680508	0.00628593	0.0235012	0.00888799	0.271798	0	0.228922	0.228614	0	0.270666	0.271798	0.228922	0.228614	0.270666	0.6279932	0.283014	0.216336	0.216411	0.284239	5	0.999866	0.999965	1.00003	1.00013	1.392922
27090	-3548816	-3548840	24.3824	1e+08	0	0.00224434	0.00193358	0.0204652	0.00425975	0.10048	0.0283951	0.0113791	0.0895815	0.0503084	0.00874366	0.162441	0.00385195	0.00185097	0.017284	0.645463	0.0156826	0.00901641	0.00657942	0.0275395	0.0132321	0.00502605	0.00700771	0.00553446	2.70541e-06	0.111982	0.0067852	0.00641481	0.0237558	0.0086895	0.271725	0	0.228902	0.22878	0	0.270593	0.271725	0.228902	0.22878	0.270593	0.01558195	0.283347	0.216592	0.216666	0.283395	5	0.999873	0.999968	1.00003	1.00013	1.395929
27100	-3548813	-3548836	23.77622	1e+08	0	0.00224366	0.00193358	0.0207903	0.00450062	0.0992096	0.0283679	0.0114055	0.0883083	0.0503116	0.00883544	0.162946	0.00390438	0.00185097	0.0172304	0.645463	0.0155373	0.00895296	0.00675954	0.0275521	0.0131797	0.005192	0.00701502	0.00553446	4.96862e-06	0.111191	0.00676088	0.00614472	0.0237836	0.00900843	0.271725	0	0.228902	0.22878	0	0.270593	0.271725	0.228902	0.22878	0.270593	0.64187	0.283347	0.216592	0.216666	0.283395	5	0.999873	0.999968	1.00003	1.00013	1.393919
27110	-3548819	-3548843	23.98093	1e+08	0	0.00225974	0.00192758	0.0206513	0.00456008	0.0995695	0.0280997	0.0110237	0.0892828	0.0509349	0.00856143	0.162946	0.0037593	0.00176278	0.0171667	0.645463	0.0155373	0.00937961	0.0066685	0.0276384	0.0129545	0.00503017	0.00707603	0.00553446	2.24633e-06	0.112119	0.00663944	0.00636598	0.0241257	0.00876232	0.271446	0	0.22912	0.228545	0	0.270889	0.271446	0.22912	0.228545	0.270889	0.4183159	0.283347	0.216592	0.216666	0.283395	5	0.999873	0.999968	1.00003	1.00013	1.395803
27120	-3548815	-3548838	22.57688	1e+08	0	0.00226511	0.00194186	0.0211047	0.00453427	0.100123	0.028364	0.0113319	0.0892828	0.0500716	0.00833722	0.161612	0.00386829	0.00176111	0.0176023	0.645369	0.015348	0.00902396	0.00653502	0.027442	0.0129545	0.00524478	0.00707603	0.00553446	4.84792e-06	0.112119	0.00668386	0.00623089	0.023899	0.00854813	0.271446	0	0.22912	0.228545	0	0.270889	0.271446	0.22912	0.228545	0.270889	1.83825	0.283399	0.216448	0.216706	0.283447	5	0.999873	0.999968	1.00003	1.00013	1.394214
27130	-3548833	-3548839	5.708654	4.098879e+07	1	0.00224035	0.00181748	0.0209713	0.00439923	0.100495	0.0283468	0.0113319	0.0887734	0.0503957	0.00870601	0.161499	0.00389573	0.00184371	0.017215	0.64706	0.0157052	0.00907709	0.00705123	0.0272375	0.0131505	0.00499889	0.00707603	0.00543323	1.33665e-05	0.111908	0.00668386	0.00637709	0.0238092	0.00860431	0.271446	0	0.22912	0.228545	0	0.270889	0.271446	0.22912	0.228545	0.270889	0.2667827	0.283392	0.216469	0.2167	0.283439	5	0.999801	0.999949	1.00005	1.0002	1.396116
27140	-3548835	-3548837	2.227325	6.442966e+07	1	0.0021812	0.00187023	0.0205925	0.00442584	0.0990173	0.0282776	0.0115177	0.0884624	0.0503957	0.00835544	0.161807	0.00380484	0.00187283	0.0174548	0.646067	0.0155898	0.0090509	0.00715911	0.0274596	0.013213	0.00506024	0.00707603	0.00547148	6.61751e-07	0.111687	0.00684225	0.00632526	0.0241682	0.00889514	0.271446	0	0.22912	0.228545	0	0.270889	0.271446	0.22912	0.228545	0.270889	3.768262	0.283419	0.21649	0.216624	0.283467	5	0.999842	0.999959	1.00004	1.00016	1.394101
27150	-3548811	-3548835	23.91636	1e+08	0	0.00218828	0.00185149	0.0205925	0.00444158	0.0990173	0.028225	0.0114647	0.0884678	0.0503957	0.00855178	0.1619	0.00366908	0.00182104	0.0176073	0.648251	0.0155063	0.0090509	0.00673644	0.0273742	0.0128371	0.00526126	0.00723985	0.00565443	1.70623e-05	0.112639	0.00681418	0.00615423	0.0236961	0.00888684	0.270984	0	0.228934	0.229414	0	0.270669	0.270984	0.228934	0.229414	0.270669	0.4777864	0.283419	0.21649	0.216624	0.283467	5	0.999873	0.999968	1.00003	1.00013	1.396313
27160	-3548834	-3548838	4.035208	8.976725e+07	1	0.00215398	0.00190711	0.0205734	0.00441352	0.0990173	0.0282239	0.011284	0.0880305	0.0503957	0.00855178	0.161692	0.00392563	0.00187352	0.0173406	0.642154	0.01543	0.00903965	0.00675348	0.0273548	0.0130056	0.00526126	0.007076	0.00540739	1.56336e-07	0.111862	0.00662344	0.00613984	0.0236961	0.00860555	0.270284	0	0.229275	0.229756	0	0.270685	0.270284	0.229275	0.229756	0.270685	2.023469	0.283281	0.215935	0.216518	0.284267	5	0.999866	0.999966	1.00003	1.00013	1.387792
27170	-3548814	-3548837	22.27835	1e+08	0	0.00218063	0.00181045	0.0207255	0.00457453	0.0999389	0.0285012	0.0114893	0.0889974	0.0499852	0.00851549	0.162975	0.00384357	0.00188884	0.0172177	0.64608	0.0153143	0.00912823	0.00682489	0.0270784	0.0133346	0.00512143	0.007076	0.0054953	1.46344e-07	0.111917	0.00676845	0.00613984	0.0236877	0.00845196	0.271658	0	0.228843	0.229323	0	0.270175	0.271658	0.228843	0.229323	0.270175	2.128308	0.283158	0.215841	0.216858	0.284143	5	0.999873	0.999968	1.00003	1.00013	1.395062
27180	-3548834	-3548839	5.316422	3.604175e+07	1	0.00223145	0.00191317	0.0205985	0.00456726	0.0997827	0.0285012	0.011153	0.0884337	0.0508493	0.00851549	0.161083	0.00396102	0.00178376	0.0173895	0.647125	0.0153458	0.00928102	0.00675207	0.0273388	0.0133258	0.00519957	0.00706371	0.00562619	1.36589e-08	0.112882	0.00672356	0.00619245	0.0235301	0.00870444	0.271658	0	0.228843	0.229323	0	0.270175	0.271658	0.228843	0.229323	0.270175	0.6616351	0.283158	0.215841	0.216858	0.284143	5	0.999788	0.999946	1.00005	1.00021	1.395854
27190	-3548813	-3548837	24.26937	1e+08	0	0.00214901	0.00187734	0.0210485	0.00443184	0.0995121	0.0280724	0.0112507	0.0891215	0.0508001	0.00858252	0.161441	0.00388595	0.00193246	0.017237	0.645888	0.0152862	0.008978	0.00691342	0.027629	0.0128691	0.00529017	0.00692569	0.00560649	4.04493e-06	0.111482	0.00692414	0.00620894	0.0235829	0.00888426	0.271571	0	0.22877	0.22925	0	0.27041	0.271571	0.22877	0.22925	0.27041	0.1497616	0.283158	0.215841	0.216858	0.284143	5	0.999873	0.999968	1.00003	1.00013	1.393814
27200	-3548812	-3548836	24.13544	1e+08	0	0.00229551	0.00187734	0.0206624	0.00431418	0.0991388	0.0280927	0.011246	0.0881543	0.0504713	0.00837715	0.162184	0.00392686	0.00180723	0.0175486	0.646144	0.0155939	0.00906613	0.00694453	0.0275696	0.0128139	0.00517107	0.00692569	0.0054644	1.33619e-06	0.112126	0.00685712	0.00631037	0.02375	0.00884855	0.271571	0	0.22877	0.22925	0	0.27041	0.271571	0.22877	0.22925	0.27041	0.2850038	0.283158	0.215841	0.216858	0.284143	5	0.999873	0.999968	1.00003	1.00013	1.393683
27210	-3548831	-3548836	4.949203	8.556456e+07	1	0.00216027	0.00190788	0.0206905	0.00444066	0.0995785	0.0286022	0.0110943	0.0892341	0.0502748	0.00866662	0.161696	0.00394632	0.00180723	0.0178174	0.64516	0.0157245	0.0091802	0.00672616	0.0275696	0.0128139	0.00514827	0.00715268	0.00551339	7.07202e-06	0.11281	0.00681038	0.00634837	0.0240517	0.00890954	0.271571	0	0.22877	0.22925	0	0.27041	0.271571	0.22877	0.22925	0.27041	1.028973	0.283158	0.215841	0.216858	0.284143	5	0.999863	0.999965	1.00004	1.00014	1.395842
27220	-3548841	-3548847	5.790076	1.54482e+07	1	0.00216027	0.00182901	0.0207298	0.00433158	0.0995259	0.0286293	0.0110943	0.0882211	0.050188	0.00874499	0.161868	0.00367487	0.0019473	0.017108	0.645804	0.0155472	0.0091802	0.00679459	0.0279543	0.0129316	0.00514827	0.00716078	0.00551339	9.39764e-06	0.11248	0.00697552	0.00648923	0.0239518	0.00855116	0.272117	0	0.22923	0.229711	0	0.268941	0.272117	0.22923	0.229711	0.268941	0.20108	0.283158	0.215841	0.216858	0.284143	5	0.999677	0.999917	1.00008	1.00032	1.394544
27230	-3548846	-3548849	2.962291	7.539242e+07	1	0.00216027	0.00174947	0.0211649	0.00457865	0.100034	0.0280338	0.011345	0.0883825	0.0501793	0.00872748	0.162105	0.0036371	0.00172781	0.0175879	0.645804	0.0154	0.00920551	0.0067456	0.0274131	0.0130041	0.00516801	0.0070315	0.00542904	9.39764e-06	0.111961	0.00650369	0.00640133	0.0239039	0.00880351	0.272412	0	0.229478	0.228877	0	0.269233	0.272412	0.229478	0.228877	0.269233	3.03234	0.282916	0.216511	0.216673	0.2839	5	0.999854	0.999963	1.00004	1.00015	1.394197
27240	-3548833	-3548839	5.852876	1.894934e+07	1	0.00226821	0.00186704	0.0205776	0.0044525	0.100221	0.028385	0.0111866	0.089108	0.0503072	0.00872748	0.161253	0.00386292	0.00194189	0.0173219	0.644544	0.0155904	0.00904332	0.00682921	0.0273143	0.0130443	0.00516801	0.00679078	0.0053966	4.69366e-06	0.112502	0.00693204	0.00605659	0.023922	0.0086867	0.271973	0	0.229109	0.228508	0	0.270409	0.271973	0.229109	0.228508	0.270409	0.1506615	0.283595	0.216306	0.216468	0.283631	5	0.999708	0.999925	1.00007	1.00029	1.393306
27250	-3548839	-3548844	5.063565	3.113458e+07	1	0.00232175	0.00174056	0.0211313	0.00444603	0.099593	0.0286898	0.0112117	0.089417	0.0502791	0.00849648	0.161178	0.00385118	0.00177964	0.0173232	0.646208	0.0153556	0.00892656	0.00700345	0.0274707	0.0129053	0.00514722	0.00675574	0.0053966	1.04916e-05	0.112502	0.00683838	0.00617006	0.0237392	0.00905823	0.271973	0	0.229109	0.228508	0	0.270409	0.271973	0.229109	0.228508	0.270409	0.9235729	0.283336	0.216108	0.21627	0.284286	5	0.999772	0.999942	1.00006	1.00023	1.394946
