Iteration	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
28940	-3547576	-3547598	22.11757	1e+08	0	0.00221534	0.00185575	0.0211763	0.00474457	0.0984319	0.0337305	0.0115812	0.0886261	0.0504515	0.00880937	0.161301	0.00395427	0.00168982	0.017418	0.64389	0.0152509	0.0198886	0.112644	0.0129583	8.88732e-06	0.00790062	0.00535124	0.00985581	0.0276299	0.00750472	0.00569995	0.00504262	0.00663253	0.00602054	0.27096	0	0.229363	0.229123	0	0.270553	0.27096	0.229363	0.229123	0.270553	2.317061	0.283771	0.215859	0.216531	0.283839	5	0.999873	0.999968	1.00003	1.00013	1.392265
28950	-3547590	-3547593	3.425616	2.047007e+07	1	0.00223347	0.00194468	0.0206394	0.00440463	0.09844	0.0339628	0.0115287	0.0889162	0.0502765	0.0084314	0.161584	0.00387098	0.00191577	0.017418	0.646517	0.0154046	0.0197149	0.112398	0.0127791	4.9055e-06	0.00816123	0.00535124	0.00964028	0.0278963	0.00777549	0.0059787	0.00520351	0.00685074	0.00612775	0.270543	0	0.22901	0.228771	0	0.271676	0.270543	0.22901	0.228771	0.271676	2.557275	0.28408	0.216094	0.216767	0.283058	5	0.999719	0.999928	1.00007	1.00028	1.395371
28960	-3547568	-3547591	23.57006	1e+08	0	0.00214518	0.00192842	0.0208917	0.00468496	0.0979374	0.0337667	0.0112624	0.0883292	0.0506666	0.00838267	0.161236	0.0038562	0.00197853	0.0175158	0.64581	0.0154255	0.0190867	0.11254	0.0131072	4.71151e-07	0.00818808	0.0053725	0.00980133	0.0275167	0.00777549	0.00596355	0.00491526	0.00681301	0.00612775	0.269974	0	0.229189	0.228949	0	0.271888	0.269974	0.229189	0.228949	0.271888	0.8569676	0.284007	0.216298	0.216711	0.282985	5	0.999873	0.999968	1.00003	1.00013	1.393025
28970	-3547574	-3547597	22.94237	1e+08	0	0.00215829	0.00184331	0.0208917	0.0043678	0.0989305	0.0340187	0.011293	0.0893322	0.0509813	0.00847761	0.161068	0.00390567	0.00182831	0.0175285	0.644534	0.0154255	0.019424	0.111919	0.0129101	6.09786e-06	0.00810599	0.0053725	0.0101247	0.027991	0.0078781	0.00599708	0.00512236	0.00646682	0.00586745	0.269735	0	0.228986	0.229632	0	0.271647	0.269735	0.228986	0.229632	0.271647	1.47721	0.283882	0.216641	0.216616	0.282861	5	0.999873	0.999968	1.00003	1.00013	1.39377
28980	-3547585	-3547591	5.742387	5.166131e+07	1	0.00223251	0.00183859	0.0208917	0.00437878	0.0983025	0.0335751	0.0111432	0.0886145	0.0504155	0.00844171	0.162231	0.00374975	0.00183643	0.0173719	0.645493	0.015302	0.0194108	0.112649	0.0131449	2.43158e-06	0.00805812	0.0052359	0.00958384	0.0278967	0.00783677	0.00596352	0.00492708	0.00661251	0.00586133	0.269898	0	0.229125	0.229001	0	0.271976	0.269898	0.229125	0.229001	0.271976	0.264208	0.283548	0.216742	0.216717	0.282993	5	0.999823	0.999955	1.00005	1.00018	1.393
28990	-3547573	-3547596	22.70087	1e+08	0	0.00220984	0.00191691	0.0208219	0.00452125	0.098982	0.0341297	0.0111625	0.0883672	0.050555	0.00844171	0.162152	0.00388897	0.00183691	0.0173838	0.646679	0.0155159	0.0195287	0.113327	0.0128131	2.86824e-05	0.00818726	0.00507951	0.00956019	0.0275896	0.00788477	0.00580479	0.00534416	0.00661251	0.0058881	0.271135	0	0.228736	0.228613	0	0.271515	0.271135	0.228736	0.228613	0.271515	1.694273	0.283548	0.216742	0.216717	0.282993	5	0.999873	0.999968	1.00003	1.00013	1.396213
29000	-3547571	-3547595	24.19646	1e+08	0	0.00226761	0.00189438	0.0210363	0.00452125	0.0993283	0.0340519	0.011307	0.0887986	0.0507737	0.00842065	0.161429	0.00376219	0.00191423	0.0176649	0.64683	0.0155159	0.0194586	0.112789	0.0130716	4.30688e-05	0.00818726	0.00526005	0.00957039	0.0278297	0.00753159	0.0060297	0.00523286	0.00643816	0.00598455	0.271135	0	0.228736	0.228613	0	0.271515	0.271135	0.228736	0.228613	0.271515	0.19139	0.282873	0.216397	0.217159	0.283571	5	0.999873	0.999968	1.00003	1.00013	1.396942
29010	-3547595	-3547601	5.786243	4967008	1	0.00234096	0.00185172	0.020452	0.00477531	0.0988494	0.0339248	0.0112942	0.0883342	0.0506847	0.00869334	0.162399	0.0038182	0.00194072	0.017435	0.643994	0.0154055	0.0196478	0.112731	0.0130586	1.9303e-05	0.00792017	0.0053933	0.00975271	0.0276293	0.00782888	0.0060297	0.0052067	0.00643816	0.00592497	0.270779	0	0.22975	0.228312	0	0.271158	0.270779	0.22975	0.228312	0.271158	0.2126188	0.282697	0.216263	0.217024	0.284016	5	0.99943	0.999854	1.00015	1.00057	1.393773
29020	-3547584	-3547590	5.195374	7.285807e+07	1	0.00217411	0.00184791	0.0209809	0.00468167	0.0986771	0.0339127	0.011425	0.0886258	0.0506671	0.00855954	0.162472	0.0038182	0.00179241	0.0173586	0.645467	0.0154406	0.0196878	0.11322	0.0129901	1.21783e-05	0.0081054	0.00522399	0.0095964	0.0277282	0.0078395	0.00600837	0.0051213	0.00639144	0.00582854	0.271157	0	0.228972	0.228335	0	0.271536	0.271157	0.228972	0.228335	0.271536	0.7846776	0.282949	0.216187	0.216948	0.283916	5	0.999851	0.999962	1.00004	1.00015	1.395654
29030	-3547586	-3547591	5.200989	3.516235e+07	1	0.00217411	0.00179723	0.0207011	0.00460308	0.0981444	0.0338407	0.0113294	0.0881177	0.0507203	0.00855954	0.161718	0.00387147	0.00189155	0.017278	0.645281	0.0152635	0.0196496	0.112319	0.0132595	3.6859e-06	0.0082988	0.00522246	0.00967942	0.027738	0.00786029	0.00603981	0.0049514	0.00692402	0.00612466	0.271117	0	0.229085	0.228302	0	0.271497	0.271117	0.229085	0.228302	0.271497	0.8019855	0.283308	0.216078	0.216839	0.283774	5	0.999786	0.999945	1.00005	1.00021	1.393362
29040	-3547574	-3547597	23.81801	1e+08	0	0.00204043	0.00178177	0.0206111	0.00460016	0.0983961	0.0336002	0.0113457	0.0894117	0.0498886	0.00842635	0.161544	0.00374988	0.0018589	0.0173607	0.643775	0.0156791	0.0191539	0.112319	0.0133489	2.08707e-05	0.00829214	0.00522246	0.00967942	0.027738	0.00786029	0.00567617	0.00507278	0.00686689	0.00601765	0.271056	0	0.229523	0.228738	0	0.270684	0.271056	0.229523	0.228738	0.270684	0.6258837	0.283258	0.21604	0.216801	0.283902	5	0.999873	0.999968	1.00003	1.00013	1.391338
29050	-3547589	-3547594	4.482305	3.175558e+07	1	0.00203528	0.00178399	0.0207079	0.00469665	0.0983961	0.0337282	0.011336	0.0887892	0.0502344	0.00858246	0.16181	0.00365947	0.00170017	0.017558	0.643775	0.0152157	0.0196556	0.112385	0.0129822	5.14338e-06	0.00812152	0.00527639	0.00967942	0.0277136	0.00766177	0.00600025	0.00498802	0.00670015	0.00594434	0.271118	0	0.229575	0.22856	0	0.270746	0.271118	0.229575	0.22856	0.270746	1.543068	0.283374	0.216129	0.216479	0.284018	5	0.999775	0.999942	1.00006	1.00023	1.391122
29060	-3547570	-3547594	23.93106	1e+08	0	0.00216401	0.00196135	0.0210948	0.00469665	0.0989062	0.0339597	0.0113773	0.0887479	0.0503545	0.00859362	0.160688	0.00366603	0.00174034	0.0174734	0.647915	0.0153544	0.0193369	0.112377	0.0130921	5.14338e-06	0.00803912	0.00517414	0.00945373	0.0282659	0.00762334	0.00597025	0.00498802	0.00689211	0.00600941	0.270792	0	0.229299	0.229488	0	0.270421	0.270792	0.229299	0.229488	0.270421	0.4670073	0.283413	0.216235	0.216585	0.283767	5	0.999873	0.999968	1.00003	1.00013	1.395921
29070	-3547588	-3547591	2.233823	5.367309e+07	1	0.00216401	0.00188942	0.0206174	0.00462953	0.0992129	0.0338567	0.0113773	0.0894183	0.0506126	0.00848707	0.161794	0.00382251	0.00197324	0.0174734	0.645717	0.0153818	0.0191943	0.112499	0.0131045	5.56268e-06	0.00810614	0.00540186	0.00960749	0.0282397	0.00757687	0.00588389	0.00486765	0.00680108	0.00600941	0.270851	0	0.229349	0.229321	0	0.270479	0.270851	0.229349	0.229321	0.270479	3.74553	0.283413	0.216235	0.216585	0.283767	5	0.999826	0.999956	1.00004	1.00017	1.395724
29080	-3547574	-3547597	22.84783	1e+08	0	0.00235904	0.00191022	0.021232	0.00449362	0.09781	0.0337543	0.0114597	0.088536	0.0506126	0.0086068	0.161525	0.00388225	0.00184138	0.0176796	0.646041	0.0153108	0.0192537	0.112013	0.013016	1.17298e-05	0.00822459	0.00508111	0.00975082	0.0277315	0.00777241	0.00601865	0.00478505	0.00659464	0.00600941	0.271132	0	0.229587	0.228521	0	0.27076	0.271132	0.229587	0.228521	0.27076	1.576277	0.283285	0.216587	0.216488	0.283639	5	0.999873	0.999968	1.00003	1.00013	1.393317
29090	-3547572	-3547595	23.79743	1e+08	0	0.00211891	0.00189073	0.0210115	0.00469176	0.0979722	0.0337543	0.0115566	0.0883958	0.0506126	0.0086119	0.16152	0.00394255	0.00178644	0.0177001	0.645289	0.0155723	0.0194007	0.112013	0.0132496	1.17298e-05	0.00822459	0.00505722	0.00975082	0.027556	0.00786716	0.00601865	0.00519021	0.00667347	0.0061426	0.271674	0	0.228046	0.228978	0	0.271302	0.271674	0.228046	0.228978	0.271302	0.6240326	0.283561	0.216451	0.216351	0.283637	5	0.999873	0.999968	1.00003	1.00013	1.393582
29100	-3547595	-3547601	5.95553	4.08699e+07	1	0.00217094	0.00185933	0.0208674	0.00449986	0.0979722	0.0338258	0.0112706	0.0891839	0.0503173	0.00852825	0.161012	0.00392723	0.00189442	0.0175142	0.646603	0.0153334	0.0193491	0.113163	0.0131591	1.42816e-05	0.00817633	0.0049679	0.00965324	0.0279232	0.00786716	0.00597023	0.00479322	0.00636919	0.00621426	0.271674	0	0.228046	0.228978	0	0.271302	0.271674	0.228046	0.228978	0.271302	0.03705663	0.283518	0.216418	0.216469	0.283595	5	0.999801	0.999949	1.00005	1.0002	1.394401
29110	-3547595	-3547600	5.240295	6.388391e+07	1	0.00223786	0.00183974	0.0208674	0.00449986	0.0984347	0.0339657	0.0113697	0.089175	0.0496054	0.00841191	0.161793	0.00372679	0.00193659	0.0173692	0.646419	0.0154235	0.0193491	0.112958	0.0131498	1.42816e-05	0.0083936	0.00509499	0.00993479	0.02807	0.00758731	0.00577951	0.00482445	0.00672045	0.00607292	0.271674	0	0.228046	0.228978	0	0.271302	0.271674	0.228046	0.228978	0.271302	0.7460611	0.283518	0.216418	0.216469	0.283595	5	0.999841	0.999959	1.00004	1.00016	1.395024
29120	-3547570	-3547593	22.99647	1e+08	0	0.00216948	0.00181709	0.0211648	0.00454958	0.0978843	0.0334796	0.0113697	0.089175	0.0505414	0.00841191	0.161345	0.00392059	0.00179907	0.0173692	0.646708	0.015357	0.0195943	0.113172	0.0132612	4.20157e-07	0.00806056	0.00535008	0.00987472	0.02807	0.00782646	0.00570513	0.00497847	0.00672045	0.00618302	0.271628	0	0.228178	0.228939	0	0.271255	0.271628	0.228178	0.228939	0.271255	1.402221	0.283518	0.216418	0.216469	0.283595	5	0.999873	0.999968	1.00003	1.00013	1.395859
29130	-3547570	-3547594	24.18555	1e+08	0	0.00213525	0.00179229	0.0209681	0.00458593	0.0980944	0.0344321	0.0113697	0.0881395	0.0501396	0.00869495	0.160946	0.00392672	0.00185198	0.017607	0.646548	0.0156442	0.0196107	0.112785	0.0128636	1.59547e-06	0.0080683	0.00529148	0.00968973	0.0278182	0.00779403	0.00570513	0.00519048	0.00672045	0.00587272	0.269566	0	0.228858	0.229621	0	0.271955	0.269566	0.228858	0.229621	0.271955	0.2288616	0.283518	0.216418	0.216469	0.283595	5	0.999873	0.999968	1.00003	1.00013	1.394287
29140	-3547568	-3547592	23.68257	1e+08	0	0.00222079	0.00190971	0.0210452	0.00455537	0.0988171	0.0335831	0.0113701	0.0892934	0.0506218	0.00869495	0.160675	0.00392672	0.00190621	0.0174249	0.646564	0.0155945	0.0196107	0.113201	0.0128636	9.42845e-07	0.00835201	0.00517904	0.00983343	0.0278124	0.00774177	0.0061194	0.00513723	0.00665468	0.00583249	0.270981	0	0.228415	0.229176	0	0.271428	0.270981	0.228415	0.229176	0.271428	0.7092844	0.283713	0.216567	0.215931	0.28379	5	0.999873	0.999968	1.00003	1.00013	1.396542
29150	-3547568	-3547592	24.37009	1e+08	0	0.00219878	0.00184605	0.0205899	0.00455537	0.0983273	0.0337857	0.0112437	0.0890982	0.0503835	0.00853703	0.160675	0.00383886	0.00172835	0.017649	0.644918	0.0154025	0.01948	0.112583	0.0129987	1.3638e-05	0.00803194	0.00539298	0.0095397	0.0280775	0.00767842	0.00607707	0.00503207	0.0068102	0.00589297	0.270598	0	0.228092	0.230266	0	0.271044	0.270598	0.228092	0.230266	0.271044	0.06333257	0.283713	0.216567	0.215931	0.28379	5	0.999873	0.999968	1.00003	1.00013	1.392385
29160	-3547581	-3547604	22.88261	1e+08	0	0.00219878	0.00184888	0.0206278	0.00476465	0.0983403	0.0341976	0.0112437	0.0890782	0.0502603	0.00853703	0.162023	0.00359643	0.00179896	0.0176366	0.642355	0.0153875	0.01948	0.113595	0.0129987	7.76833e-05	0.00855845	0.00530381	0.00986116	0.0277058	0.00762206	0.00585831	0.00507245	0.00659701	0.00588077	0.27027	0	0.229662	0.228189	0	0.27188	0.27027	0.229662	0.228189	0.27188	1.5496	0.283703	0.21657	0.215934	0.283794	5	0.999873	0.999968	1.00003	1.00013	1.392507
29170	-3547575	-3547598	22.92374	1e+08	0	0.0021684	0.00184888	0.0209858	0.00456947	0.0983594	0.0334775	0.0112437	0.0880934	0.051163	0.00853703	0.161767	0.00380049	0.00179896	0.0172764	0.642355	0.0153875	0.0192474	0.113147	0.0132103	1.36933e-05	0.00793622	0.00529152	0.00967067	0.0280283	0.00778841	0.00600655	0.00514709	0.00698089	0.005925	0.270069	0	0.229491	0.228761	0	0.271678	0.270069	0.229491	0.228761	0.271678	1.521287	0.283798	0.216305	0.216007	0.283889	5	0.999873	0.999968	1.00003	1.00013	1.391225
29180	-3547585	-3547590	5.178815	5.849526e+07	1	0.0021684	0.00184888	0.0210806	0.00467899	0.0984122	0.0338533	0.0114859	0.0888632	0.0502082	0.00845189	0.161082	0.00380049	0.00180796	0.0176238	0.645255	0.0153875	0.0191325	0.112762	0.012887	1.36933e-05	0.00790822	0.00529152	0.00973844	0.027529	0.0076529	0.00573334	0.00515469	0.00670995	0.005925	0.26969	0	0.229169	0.229844	0	0.271297	0.26969	0.229169	0.229844	0.271297	0.8333211	0.28392	0.216398	0.21567	0.284011	5	0.999834	0.999958	1.00004	1.00017	1.392446
29190	-3547570	-3547592	22.1612	1e+08	0	0.00214648	0.00189957	0.020655	0.00452246	0.0987942	0.033628	0.0112726	0.0886457	0.0503047	0.00831259	0.161001	0.00396985	0.00180796	0.0176013	0.644292	0.0154813	0.0191325	0.113145	0.012887	1.81346e-05	0.00833103	0.00530017	0.00973844	0.0280224	0.00765356	0.0058314	0.00525361	0.00687527	0.00598345	0.270249	0	0.228297	0.229595	0	0.271859	0.270249	0.228297	0.229595	0.271859	2.271007	0.28392	0.216398	0.21567	0.284011	5	0.999873	0.999968	1.00003	1.00013	1.392507
29200	-3547588	-3547594	5.439788	1.067023e+07	1	0.00219578	0.00189957	0.021066	0.00458649	0.0988034	0.0335575	0.0114078	0.0891191	0.0504503	0.00854633	0.161001	0.0038144	0.00185748	0.017718	0.647703	0.0153825	0.0191988	0.112672	0.0131794	1.43874e-05	0.00837169	0.00541222	0.00993974	0.0275995	0.00785994	0.00597577	0.00525361	0.00667217	0.00598345	0.269925	0	0.229222	0.22932	0	0.271533	0.269925	0.229222	0.22932	0.271533	0.5243864	0.283817	0.216319	0.215591	0.284273	5	0.999611	0.999901	1.0001	1.00039	1.397242
29210	-3547572	-3547597	24.32155	1e+08	0	0.0021684	0.00182732	0.0208503	0.00459385	0.0989105	0.0340457	0.0111306	0.0880976	0.0501515	0.00872849	0.161001	0.0038144	0.00185748	0.0177939	0.642799	0.0155309	0.0191988	0.113488	0.0132676	1.4895e-05	0.00819843	0.00536668	0.00970017	0.028016	0.00770048	0.00594227	0.00502294	0.00685629	0.00593492	0.270971	0	0.228208	0.230209	0	0.270612	0.270971	0.228208	0.230209	0.270612	0.1156351	0.283829	0.216286	0.2156	0.284285	5	0.999873	0.999968	1.00003	1.00013	1.392009
29220	-3547575	-3547598	23.26574	1e+08	0	0.0021684	0.00186023	0.0210803	0.00468685	0.097696	0.0336749	0.0115373	0.0895908	0.0504579	0.00856261	0.161226	0.00379412	0.00193427	0.0176218	0.642799	0.015746	0.0197198	0.111766	0.013394	2.73831e-06	0.00822264	0.00522713	0.00966131	0.0274488	0.00763748	0.00609061	0.00501268	0.00647941	0.00593492	0.270971	0	0.228208	0.230209	0	0.270612	0.270971	0.228208	0.230209	0.270612	1.181198	0.283765	0.216237	0.216242	0.283756	5	0.999873	0.999968	1.00003	1.00013	1.391034
29230	-3547569	-3547591	22.76242	1e+08	0	0.0021684	0.00192848	0.0209156	0.00450395	0.0982301	0.0339243	0.0112725	0.0886294	0.0505414	0.00836217	0.161262	0.0037555	0.00193427	0.0176474	0.64341	0.0152742	0.0194522	0.112634	0.01293	5.00686e-06	0.00815052	0.00526974	0.00976538	0.0274488	0.00805272	0.00585666	0.00522725	0.00676226	0.00615872	0.270971	0	0.228208	0.230209	0	0.270612	0.270971	0.228208	0.230209	0.270612	1.680135	0.283765	0.216237	0.216242	0.283756	5	0.999873	0.999968	1.00003	1.00013	1.391472
29240	-3547582	-3547588	5.570878	6.576811e+07	1	0.00216922	0.00192122	0.0209156	0.00460412	0.0982619	0.0338646	0.0112177	0.0882519	0.050541	0.00854184	0.161262	0.00383284	0.00182519	0.0177317	0.643179	0.0153845	0.0193888	0.112212	0.0130896	2.76859e-06	0.00818392	0.00526974	0.00978103	0.0281472	0.00774645	0.00601205	0.00517298	0.00660125	0.00576985	0.270609	0	0.228085	0.230085	0	0.271221	0.270609	0.228085	0.230085	0.271221	0.4569004	0.283765	0.216237	0.216242	0.283756	5	0.999844	0.99996	1.00004	1.00016	1.390882
29250	-3547568	-3547592	23.60312	1e+08	0	0.00216922	0.00193766	0.0210103	0.00459514	0.0986147	0.0338646	0.011653	0.0882519	0.0505028	0.00854184	0.160443	0.00379077	0.001854	0.0175541	0.643452	0.0152985	0.0193888	0.112391	0.0131881	1.49387e-06	0.00809898	0.005282	0.00978103	0.0280697	0.00790039	0.00571321	0.00503252	0.00651228	0.00612018	0.270609	0	0.228085	0.230085	0	0.271221	0.270609	0.228085	0.230085	0.271221	0.8440222	0.283765	0.216237	0.216242	0.283756	5	0.999873	0.999968	1.00003	1.00013	1.391013
29260	-3547582	-3547605	23.59752	1e+08	0	0.00199868	0.00194209	0.0212263	0.00427516	0.0986147	0.0339585	0.0115193	0.0887337	0.0505154	0.00846926	0.162109	0.00382266	0.00186618	0.0178265	0.643295	0.0158646	0.0196411	0.113158	0.0131881	2.72428e-05	0.00836644	0.00521151	0.00975187	0.027848	0.00760807	0.00574136	0.00511895	0.00685011	0.00613861	0.270015	0	0.229902	0.229524	0	0.270559	0.270015	0.229902	0.229524	0.270559	0.8128869	0.283919	0.216191	0.216196	0.283695	5	0.999873	0.999968	1.00003	1.00013	1.394687
29270	-3547577	-3547598	21.07097	1e+08	0	0.0020729	0.00187581	0.020855	0.00436976	0.0990605	0.0339801	0.0114601	0.0887337	0.0507533	0.00837539	0.160471	0.00397575	0.00181063	0.0178265	0.648401	0.0154711	0.0195219	0.112653	0.0128596	5.32157e-06	0.00809526	0.00536279	0.00975187	0.0276932	0.00761161	0.00592466	0.00495568	0.00685011	0.00600808	0.27022	0	0.230076	0.228941	0	0.270763	0.27022	0.230076	0.228941	0.270763	3.318455	0.283919	0.216191	0.216196	0.283695	5	0.999873	0.999968	1.00003	1.00013	1.396786
29280	-3547578	-3547599	21.45827	1e+08	0	0.00227295	0.00201867	0.020855	0.00454986	0.0990605	0.0339867	0.0113196	0.0886254	0.0507769	0.00841863	0.161205	0.00389976	0.00178941	0.0178114	0.645099	0.015066	0.0195219	0.112988	0.0131614	5.32157e-06	0.00835752	0.00511642	0.00992111	0.0278621	0.00753694	0.00588342	0.00490998	0.00683403	0.00581251	0.270222	0	0.230078	0.228942	0	0.270758	0.270222	0.230078	0.228942	0.270758	2.952341	0.283919	0.216191	0.216196	0.283695	5	0.999873	0.999968	1.00003	1.00013	1.394666
29290	-3547568	-3547592	24.1323	1e+08	0	0.00223893	0.0019348	0.0208308	0.0045384	0.0990514	0.0338955	0.0111878	0.0887846	0.0507769	0.0084924	0.161887	0.00393537	0.0017582	0.0173578	0.646794	0.0153203	0.0197703	0.112629	0.0130712	1.53816e-05	0.00831298	0.00526151	0.00961771	0.0278621	0.00753694	0.00597473	0.00508193	0.006751	0.00573793	0.269979	0	0.229872	0.229634	0	0.270515	0.269979	0.229872	0.229634	0.270515	0.2609072	0.283919	0.216191	0.216196	0.283695	5	0.999873	0.999968	1.00003	1.00013	1.396407
29300	-3547587	-3547593	5.970119	7.951179e+07	1	0.0022272	0.00188524	0.0210423	0.00454498	0.0985735	0.0338059	0.0114622	0.089076	0.050263	0.00861521	0.162106	0.00377842	0.00178286	0.0175537	0.645122	0.0154195	0.0198051	0.111858	0.0129378	1.53816e-05	0.00811201	0.0052601	0.0099499	0.0277272	0.0078361	0.00583001	0.00506066	0.00683404	0.0061616	0.26941	0	0.229387	0.22915	0	0.272052	0.26941	0.229387	0.22915	0.272052	0.02002519	0.283919	0.216191	0.216196	0.283695	5	0.999858	0.999963	1.00004	1.00014	1.394645
29310	-3547588	-3547594	5.879885	2.709376e+07	1	0.0022272	0.00188347	0.0208766	0.00455154	0.098353	0.0336493	0.0114622	0.0882432	0.0502057	0.00861478	0.161506	0.0039235	0.00186631	0.017538	0.647516	0.0152359	0.0192158	0.111858	0.0129405	9.88492e-06	0.00822738	0.00515922	0.00961013	0.0278299	0.00763091	0.00590707	0.00497226	0.00683404	0.00611225	0.269344	0	0.229578	0.229093	0	0.271985	0.269344	0.229578	0.229093	0.271985	0.1171222	0.282984	0.216473	0.216478	0.284065	5	0.999756	0.999938	1.00006	1.00024	1.393959
29320	-3547591	-3547596	5.811529	5.003641e+07	1	0.00218831	0.00200833	0.0207388	0.00449913	0.0984613	0.0341697	0.0113636	0.0884873	0.0502057	0.0087221	0.161706	0.00379176	0.00191538	0.0171719	0.642633	0.015263	0.0192372	0.112913	0.0132406	4.85369e-06	0.00841504	0.00531025	0.00961013	0.0277183	0.00752364	0.00614553	0.00524936	0.00656554	0.00586289	0.270914	0	0.229566	0.229082	0	0.270438	0.270914	0.229566	0.229082	0.270438	0.2138521	0.282984	0.216473	0.216478	0.284065	5	0.99982	0.999955	1.00005	1.00018	1.391122
29330	-3547567	-3547591	23.9409	1e+08	0	0.0021617	0.0018763	0.0211805	0.00471025	0.0984613	0.0341927	0.0113233	0.0884873	0.0501	0.00839448	0.161205	0.00383952	0.0018223	0.0171719	0.644718	0.0151817	0.0193577	0.112702	0.0128113	1.62288e-05	0.00822464	0.00538999	0.00995369	0.0277812	0.00798001	0.00596896	0.00509265	0.00685715	0.00589192	0.271195	0	0.229478	0.228994	0	0.270334	0.271195	0.229478	0.228994	0.270334	0.4878438	0.282984	0.216473	0.216478	0.284065	5	0.999873	0.999968	1.00003	1.00013	1.392854
29340	-3547570	-3547594	23.80854	1e+08	0	0.00209543	0.00185006	0.0208526	0.00441266	0.0986799	0.0336891	0.0115674	0.0891185	0.0509712	0.00829663	0.16189	0.00383952	0.00182971	0.0177039	0.645167	0.0156343	0.0195526	0.112725	0.0128113	1.01142e-05	0.00807249	0.0051631	0.00960656	0.0281274	0.00766523	0.00571245	0.00509265	0.00680597	0.00585947	0.271119	0	0.229413	0.229211	0	0.270257	0.271119	0.229413	0.229211	0.270257	0.6007189	0.2835	0.216318	0.216322	0.283861	5	0.999873	0.999968	1.00003	1.00013	1.394802
29350	-3547583	-3547588	4.968564	5.956094e+07	1	0.00225233	0.00183703	0.0205987	0.00461615	0.0986799	0.0340041	0.0114114	0.0891185	0.0509712	0.00829663	0.161456	0.00383682	0.00187387	0.0174763	0.644099	0.0154098	0.0194259	0.11258	0.0129391	6.26444e-06	0.00820805	0.005338	0.00969049	0.0282307	0.0078223	0.00588457	0.0051854	0.00665714	0.00585947	0.271433	0	0.229314	0.229112	0	0.270141	0.271433	0.229314	0.229112	0.270141	1.030372	0.283228	0.21611	0.217073	0.283589	5	0.999835	0.999958	1.00004	1.00016	1.393766
29360	-3547573	-3547598	24.24143	1e+08	0	0.0023073	0.00188061	0.0208886	0.0046279	0.09894	0.0338219	0.0115912	0.0893919	0.0504298	0.00837283	0.162317	0.00397537	0.00187387	0.0176277	0.647023	0.0154456	0.0195182	0.112955	0.013338	1.66622e-06	0.00818293	0.00527771	0.0100213	0.0281007	0.0074018	0.00588457	0.00516182	0.00697766	0.00573874	0.270967	0	0.22892	0.228719	0	0.271394	0.270967	0.22892	0.228719	0.271394	0.1250996	0.28343	0.216264	0.216515	0.283791	5	0.999873	0.999968	1.00003	1.00013	1.399074
29370	-3547595	-3547600	5.112631	7.988789e+07	1	0.00219665	0.00188061	0.0203696	0.0046458	0.0984559	0.0338219	0.0115912	0.0889946	0.0500337	0.00837283	0.161136	0.00385183	0.00182413	0.01749	0.647068	0.0156922	0.0192971	0.112481	0.0133297	6.72016e-06	0.00798755	0.00548391	0.0100213	0.028066	0.00777253	0.00586592	0.00508294	0.00661405	0.00568879	0.270521	0	0.230189	0.228343	0	0.270947	0.270521	0.230189	0.228343	0.270947	0.8727352	0.283243	0.216782	0.216372	0.283604	5	0.999858	0.999964	1.00004	1.00014	1.395123
29380	-3547593	-3547598	5.347553	7.962735e+07	1	0.00207306	0.00194541	0.0211869	0.00468832	0.0975798	0.0338219	0.0112933	0.0881332	0.0501051	0.00832329	0.161311	0.00394225	0.00185045	0.0173813	0.64531	0.0151665	0.0196246	0.112481	0.0131356	1.73252e-05	0.0084213	0.00529038	0.00958157	0.028188	0.00790729	0.00579822	0.00511652	0.00648527	0.00600735	0.270521	0	0.230189	0.228343	0	0.270947	0.270521	0.230189	0.228343	0.270947	0.6673747	0.283243	0.216782	0.216372	0.283604	5	0.999857	0.999963	1.00004	1.00014	1.392167
29390	-3547586	-3547591	4.863358	1.935347e+07	1	0.0022492	0.00191394	0.0208836	0.00441265	0.0977554	0.0336128	0.0112586	0.0882888	0.0506194	0.00843897	0.161092	0.00379461	0.00185045	0.0174908	0.645499	0.0154968	0.0190957	0.112863	0.0130616	6.20884e-06	0.00843066	0.00524228	0.00975213	0.0278645	0.00784454	0.00600902	0.00518618	0.00678486	0.00597174	0.271376	0	0.228483	0.228732	0	0.271409	0.271376	0.228483	0.228732	0.271409	1.145536	0.283243	0.216782	0.216372	0.283604	5	0.999711	0.999926	1.00007	1.00029	1.39277
