Iteration	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
3830	-3547592	-3547597	5.483101	3.148953e+07	1	0.00211357	0.00181877	0.0209766	0.00464973	0.0982866	0.0338941	0.011152	0.0888356	0.0503037	0.00869707	0.161167	0.00392645	0.00186452	0.0173728	0.646412	0.0151661	0.0194552	0.112298	0.0129277	2.89478e-05	0.00817346	0.00557862	0.00981522	0.0278095	0.0076649	0.00617662	0.00503097	0.00684178	0.00594128	0.271851	0	0.228062	0.229419	0	0.270669	0.271851	0.228062	0.229419	0.270669	0.5097108	0.283735	0.216334	0.216174	0.283757	5	0.999774	0.999942	1.00006	1.00023	1.394378
3840	-3547590	-3547593	3.191166	5.801617e+07	1	0.00212818	0.00181877	0.020967	0.00479993	0.0984649	0.0343665	0.0114847	0.0888356	0.0505432	0.0085226	0.160934	0.00399248	0.00177149	0.0171498	0.646412	0.0153709	0.0190382	0.112857	0.0132015	2.09897e-06	0.0081757	0.0053677	0.00949816	0.0275833	0.00779933	0.00587544	0.00503097	0.00653807	0.00594128	0.270523	0	0.228477	0.229837	0	0.271162	0.270523	0.228477	0.229837	0.271162	2.800722	0.283735	0.216334	0.216174	0.283757	5	0.999833	0.999958	1.00004	1.00017	1.394471
3850	-3547592	-3547597	4.562024	7.275429e+07	1	0.00222666	0.00186333	0.0209187	0.00458806	0.0984649	0.0343665	0.011222	0.089612	0.0505459	0.00865575	0.161775	0.00383156	0.0018495	0.0176203	0.646222	0.0157351	0.0196123	0.113608	0.0130274	1.52179e-05	0.0081757	0.00507821	0.00956835	0.0280283	0.00761711	0.00586096	0.00501727	0.00683096	0.0060913	0.270246	0	0.228243	0.230628	0	0.270884	0.270246	0.228243	0.230628	0.270884	1.394289	0.283735	0.216334	0.216174	0.283757	5	0.999851	0.999962	1.00004	1.00015	1.398028
3860	-3547587	-3547592	5.789584	6.301202e+07	1	0.00215662	0.00187756	0.0209087	0.00458806	0.0981148	0.0344848	0.011716	0.0885382	0.0502755	0.00849391	0.161223	0.00381242	0.00185883	0.0174017	0.646222	0.0153628	0.0196003	0.111871	0.0128847	1.52179e-05	0.00797863	0.00542726	0.00979013	0.0279334	0.0075381	0.00586096	0.00500271	0.00656923	0.00596635	0.270616	0	0.228556	0.229574	0	0.271255	0.270616	0.228556	0.229574	0.271255	0.212286	0.283941	0.215767	0.21633	0.283962	5	0.99984	0.999959	1.00004	1.00016	1.393473
3870	-3547568	-3547590	21.89924	1e+08	0	0.00215662	0.00186478	0.0209087	0.00460205	0.097618	0.0338986	0.0114271	0.0880638	0.0502828	0.00849251	0.162339	0.00378407	0.00185883	0.0175443	0.645764	0.0153628	0.0196003	0.11315	0.012986	1.91513e-05	0.00811147	0.00547572	0.00979013	0.0277773	0.00784657	0.00573026	0.00509906	0.00680298	0.00596635	0.270748	0	0.228514	0.229532	0	0.271206	0.270748	0.228514	0.229532	0.271206	2.514809	0.283949	0.216458	0.216336	0.283256	5	0.999873	0.999968	1.00003	1.00013	1.394322
3880	-3547564	-3547588	24.06886	1e+08	0	0.0021474	0.00191949	0.0211193	0.00474651	0.0977257	0.0338986	0.0112628	0.088214	0.0504611	0.0084229	0.161692	0.00378407	0.00180445	0.0175702	0.644084	0.0153628	0.0192588	0.11252	0.0132321	4.17516e-06	0.00818138	0.00546833	0.00969546	0.0278596	0.00770421	0.00574162	0.00515514	0.00681602	0.00597894	0.270748	0	0.228514	0.229532	0	0.271206	0.270748	0.228514	0.229532	0.271206	0.3701069	0.283705	0.216532	0.21641	0.283353	5	0.999873	0.999968	1.00003	1.00013	1.391831
3890	-3547564	-3547588	24.24486	1e+08	0	0.00221623	0.00180136	0.0209306	0.00467898	0.0985812	0.0339173	0.0112921	0.0889247	0.0504611	0.008558	0.161064	0.00389425	0.00188794	0.0173501	0.645266	0.0154594	0.0194759	0.112144	0.0133139	4.17516e-06	0.00808925	0.0052577	0.00990232	0.0279305	0.00756851	0.00608524	0.00505603	0.00683332	0.00590777	0.270882	0	0.228627	0.229645	0	0.270846	0.270882	0.228627	0.229645	0.270846	0.1738933	0.283705	0.216532	0.21641	0.283353	5	0.999873	0.999968	1.00003	1.00013	1.393852
3900	-3547585	-3547589	4.04195	8.215293e+07	1	0.00217317	0.00193096	0.0209306	0.00462475	0.0981325	0.0338723	0.0118117	0.0890931	0.0503994	0.00848616	0.162117	0.00385897	0.00180443	0.0176686	0.645348	0.0154284	0.0193514	0.11283	0.0132339	4.69109e-06	0.00820422	0.00517951	0.00990232	0.0274467	0.00756851	0.00602342	0.00496408	0.00673744	0.00590777	0.270988	0	0.228323	0.229736	0	0.270953	0.270988	0.228323	0.229736	0.270953	1.944298	0.283705	0.216532	0.21641	0.283353	5	0.99986	0.999963	1.00004	1.00014	1.395035
3910	-3547577	-3547601	24.01792	1e+08	0	0.00234245	0.00184852	0.0210404	0.0045917	0.0975698	0.0342784	0.011233	0.0893393	0.05078	0.00862188	0.162117	0.00392696	0.00176675	0.0172907	0.646243	0.0154284	0.0195601	0.112664	0.0130611	1.25179e-05	0.00831797	0.00516425	0.00979269	0.0278509	0.00807113	0.00601298	0.00495729	0.00653864	0.00593056	0.270822	0	0.228183	0.229595	0	0.271401	0.270822	0.228183	0.229595	0.271401	0.3758406	0.283804	0.216607	0.216138	0.283451	5	0.999873	0.999968	1.00003	1.00013	1.396352
3920	-3547573	-3547595	22.58108	1e+08	0	0.00222132	0.00190396	0.0209725	0.00484885	0.0993816	0.0337879	0.0111823	0.088802	0.0502799	0.00845682	0.160884	0.00383861	0.00193715	0.0173355	0.642057	0.0150947	0.0195601	0.112005	0.0131215	1.4307e-05	0.00828593	0.00536344	0.00967011	0.0278351	0.00782196	0.00588466	0.00505981	0.00663805	0.00585217	0.270822	0	0.228183	0.229595	0	0.271401	0.270822	0.228183	0.229595	0.271401	1.875236	0.283804	0.216607	0.216138	0.283451	5	0.999873	0.999968	1.00003	1.00013	1.390096
3930	-3547572	-3547591	18.60742	1e+08	0	0.00233241	0.00183651	0.0208552	0.00457979	0.0986367	0.033677	0.0113766	0.0888581	0.0505102	0.00841356	0.161195	0.00379969	0.00188197	0.0175479	0.646597	0.0155607	0.0193059	0.111979	0.0133338	4.04414e-06	0.00819431	0.00536344	0.00966937	0.0279141	0.0077086	0.00587791	0.0051834	0.00686338	0.00610169	0.270748	0	0.228206	0.229618	0	0.271428	0.270748	0.228206	0.229618	0.271428	5.79829	0.283804	0.216607	0.216138	0.283451	5	0.999873	0.999968	1.00003	1.00013	1.395157
3940	-3547593	-3547599	5.779706	9.598555e+07	1	0.00221684	0.00190358	0.0208552	0.00463858	0.0976067	0.0336147	0.0112148	0.0882905	0.0505395	0.0086014	0.162096	0.00371064	0.00194111	0.0172939	0.646677	0.0156639	0.0196499	0.111972	0.0129291	1.0242e-05	0.00821612	0.00513743	0.00996888	0.0279013	0.00743633	0.00587791	0.00502417	0.00658523	0.00603309	0.270748	0	0.228206	0.229618	0	0.271428	0.270748	0.228206	0.229618	0.271428	0.2208257	0.283804	0.216607	0.216138	0.283451	5	0.999871	0.999967	1.00003	1.00013	1.393606
3950	-3547572	-3547597	24.42758	1e+08	0	0.00220241	0.00183704	0.0205901	0.00458013	0.0987346	0.0339068	0.0110572	0.0888699	0.0503042	0.00861749	0.161296	0.00366465	0.00194111	0.0175262	0.644062	0.0154286	0.0192692	0.112484	0.0129291	5.34738e-06	0.00863836	0.00531173	0.00947093	0.0281396	0.00772233	0.00587791	0.00520516	0.00667799	0.00600037	0.27015	0	0.229911	0.229111	0	0.270829	0.27015	0.229911	0.229111	0.270829	0.00619851	0.283804	0.216607	0.216138	0.283451	5	0.999873	0.999968	1.00003	1.00013	1.39235
3960	-3547594	-3547598	3.735184	1.249075e+07	1	0.00207256	0.00197459	0.0209572	0.00447277	0.0981933	0.0344324	0.0113557	0.0881936	0.0505816	0.00866891	0.162023	0.00386611	0.00176768	0.0176431	0.646744	0.015657	0.019523	0.112532	0.0132975	4.93927e-06	0.00834256	0.00557644	0.00974617	0.0279975	0.00788052	0.00587791	0.00509528	0.00667799	0.00594513	0.27015	0	0.229911	0.229111	0	0.270829	0.27015	0.229911	0.229111	0.270829	2.230405	0.283804	0.216607	0.216138	0.283451	5	0.99964	0.999908	1.00009	1.00036	1.397101
3970	-3547591	-3547595	3.752284	2.794892e+07	1	0.00216437	0.00184782	0.0206579	0.00458876	0.0985703	0.0337509	0.0115295	0.0889541	0.0502767	0.00851976	0.162071	0.00380712	0.00185333	0.0176085	0.644836	0.0152982	0.0192556	0.112746	0.0132975	5.77078e-06	0.00854814	0.00505342	0.00961661	0.0274555	0.00782839	0.00586426	0.00509528	0.00667799	0.00568599	0.27015	0	0.229911	0.229111	0	0.270829	0.27015	0.229911	0.229111	0.270829	2.249669	0.282949	0.216874	0.216405	0.283771	5	0.99976	0.999939	1.00006	1.00024	1.393464
3980	-3547585	-3547590	5.507412	6.165966e+07	1	0.00218263	0.00197493	0.0207242	0.00476443	0.0987624	0.0338064	0.0114153	0.0891075	0.0502767	0.0085405	0.161797	0.00385475	0.00185333	0.0173435	0.645193	0.0152982	0.0194042	0.112668	0.0132975	5.77078e-06	0.00838143	0.00525913	0.00961661	0.0273712	0.00768717	0.00586426	0.00501536	0.00668226	0.00567112	0.27015	0	0.229911	0.229111	0	0.270829	0.27015	0.229911	0.229111	0.270829	0.4910012	0.28297	0.21689	0.216347	0.283792	5	0.999838	0.999958	1.00004	1.00016	1.393818
3990	-3547587	-3547592	5.848602	8.607925e+07	1	0.0022765	0.00181325	0.0209289	0.00476443	0.098381	0.0340543	0.0114158	0.0888229	0.0505516	0.0085405	0.161929	0.0040097	0.00180535	0.0172814	0.645193	0.0153723	0.0195837	0.112668	0.0130764	1.15671e-05	0.00817421	0.00524156	0.00983964	0.0279654	0.00776103	0.00582936	0.00534458	0.00654735	0.00577267	0.270537	0	0.229099	0.228492	0	0.271872	0.270537	0.229099	0.228492	0.271872	0.1384439	0.283938	0.216598	0.216055	0.283409	5	0.999864	0.999965	1.00003	1.00014	1.394955
4000	-3547586	-3547591	4.960252	1.017521e+07	1	0.0022765	0.001876	0.0210261	0.00475091	0.0985024	0.0334262	0.0116655	0.0884745	0.0509313	0.00848035	0.161561	0.00379642	0.00176003	0.0172814	0.644816	0.0153723	0.0193642	0.112668	0.0130764	7.24948e-06	0.00817421	0.00522259	0.00983964	0.0277212	0.00763225	0.0058939	0.00506889	0.00687533	0.00595748	0.270606	0	0.228904	0.22855	0	0.27194	0.270606	0.228904	0.22855	0.27194	1.041356	0.283509	0.21627	0.216675	0.283545	5	0.999602	0.999898	1.0001	1.0004	1.393499
4010	-3547590	-3547593	3.885118	6.771144e+07	1	0.00220445	0.00185194	0.0211478	0.00464749	0.0987206	0.0335237	0.0115002	0.0885654	0.0509244	0.00847622	0.160896	0.00379642	0.00184693	0.0176929	0.644816	0.0156776	0.0194019	0.111985	0.0131436	2.17168e-05	0.00779683	0.00529345	0.00983964	0.0278421	0.00771888	0.00590814	0.00497587	0.00658439	0.00595748	0.270742	0	0.229019	0.228665	0	0.271574	0.270742	0.229019	0.228665	0.271574	2.123898	0.283509	0.21627	0.216675	0.283545	5	0.999845	0.999961	1.00004	1.00015	1.392758
4020	-3547571	-3547595	23.86714	1e+08	0	0.00223275	0.00185194	0.0211415	0.00465946	0.0987206	0.0333975	0.0114838	0.0885654	0.0507351	0.00875135	0.161828	0.00387492	0.00185061	0.0173112	0.649316	0.0154975	0.0196568	0.112197	0.0133069	1.52715e-05	0.00812613	0.00518235	0.00968664	0.027925	0.00760599	0.00604629	0.00522564	0.00666608	0.0060558	0.270722	0	0.229075	0.228649	0	0.271554	0.270722	0.229075	0.228649	0.271554	0.5010098	0.283637	0.216368	0.216322	0.283673	5	0.999873	0.999968	1.00003	1.00013	1.398913
4030	-3547564	-3547588	23.38669	1e+08	0	0.00214631	0.00180765	0.0211237	0.00465946	0.0983309	0.0335769	0.0113018	0.0887395	0.0507753	0.00875135	0.161409	0.00383056	0.00185061	0.0173787	0.647429	0.0154975	0.0195006	0.112487	0.0129988	6.59437e-07	0.00830299	0.00523187	0.00965952	0.0279393	0.00773399	0.00585268	0.00530356	0.00666608	0.0058629	0.270541	0	0.229592	0.228495	0	0.271372	0.270541	0.229592	0.228495	0.271372	1.009096	0.283672	0.216357	0.216311	0.283659	5	0.999873	0.999968	1.00003	1.00013	1.396149
4040	-3547591	-3547597	5.909906	9615338	1	0.00207431	0.00180765	0.020671	0.00444226	0.0991368	0.0336226	0.0115404	0.08859	0.0503198	0.00842382	0.16107	0.00383056	0.00173778	0.0173644	0.642823	0.0156078	0.0196204	0.113328	0.0130999	4.71826e-05	0.00830299	0.00523187	0.00979712	0.0281644	0.00773161	0.00585268	0.00497119	0.00652735	0.00585856	0.270541	0	0.229592	0.228495	0	0.271372	0.270541	0.229592	0.228495	0.271372	0.1107318	0.283672	0.216357	0.216311	0.283659	5	0.99959	0.999895	1.0001	1.00041	1.391596
4050	-3547583	-3547588	5.156648	2.10014e+07	1	0.00219623	0.00181114	0.0208416	0.00468429	0.0984021	0.0341304	0.0115118	0.0888018	0.0507184	0.00842382	0.161088	0.00383056	0.00180255	0.0176631	0.646244	0.0153135	0.0193212	0.113045	0.0130999	6.68738e-06	0.00814377	0.00523187	0.00979323	0.0273418	0.00758617	0.00580189	0.00492429	0.00676826	0.00585856	0.270541	0	0.229592	0.228495	0	0.271372	0.270541	0.229592	0.228495	0.271372	0.8360898	0.283672	0.216357	0.216311	0.283659	5	0.999723	0.999929	1.00007	1.00028	1.394386
4060	-3547575	-3547598	23.51394	1e+08	0	0.00235205	0.00191314	0.0208416	0.00444721	0.098067	0.0335831	0.0111833	0.0886664	0.0502938	0.0083802	0.160867	0.00394737	0.00187351	0.0173366	0.64604	0.0153135	0.0197114	0.112375	0.0133665	3.79151e-06	0.00831218	0.00537461	0.00978902	0.0276506	0.00764903	0.00598552	0.00492429	0.00676826	0.00615552	0.270495	0	0.229721	0.228457	0	0.271327	0.270495	0.229721	0.228457	0.271327	0.9116253	0.284168	0.216207	0.216162	0.283463	5	0.999873	0.999968	1.00003	1.00013	1.393171
4070	-3547574	-3547598	24.31618	1e+08	0	0.00204602	0.00182826	0.0209372	0.00457929	0.0976541	0.033812	0.0111833	0.0886664	0.0505169	0.00863837	0.161875	0.00366198	0.0018045	0.0171996	0.643809	0.0155351	0.0193727	0.112471	0.0132003	3.88192e-05	0.00831529	0.00534408	0.00958817	0.0281654	0.00784845	0.00578942	0.00517606	0.00673701	0.00604394	0.269688	0	0.229035	0.23076	0	0.270517	0.269688	0.229035	0.23076	0.270517	0.1227288	0.284168	0.216207	0.216162	0.283463	5	0.999873	0.999968	1.00003	1.00013	1.391837
4080	-3547585	-3547591	5.814148	9227808	1	0.00215037	0.00190484	0.0210204	0.00459355	0.0986799	0.0339936	0.0113545	0.0886664	0.0502087	0.00852367	0.162069	0.00372403	0.00194768	0.017499	0.646625	0.0155351	0.019567	0.112856	0.0132098	3.88192e-05	0.00807059	0.00522225	0.00962282	0.0273986	0.00779542	0.00578942	0.0049211	0.00678522	0.00601952	0.270615	0	0.228419	0.230328	0	0.270639	0.270615	0.228419	0.230328	0.270639	0.1645192	0.284168	0.216207	0.216162	0.283463	5	0.999582	0.999893	1.00011	1.00042	1.395793
4090	-3547594	-3547599	4.763506	7.734165e+07	1	0.00219841	0.00191868	0.0209261	0.00459355	0.0986799	0.0341513	0.0112229	0.0886664	0.0504869	0.00851876	0.162069	0.00395618	0.00191187	0.0174364	0.643355	0.0160222	0.0191911	0.112849	0.0130437	3.88192e-05	0.00816379	0.0053343	0.00965959	0.0273986	0.0080021	0.00578942	0.00515664	0.00670481	0.00601952	0.270615	0	0.228419	0.230328	0	0.270639	0.270615	0.228419	0.230328	0.270639	1.23843	0.283623	0.215793	0.215894	0.28469	5	0.999855	0.999964	1.00004	1.00015	1.393466
4100	-3547569	-3547592	23.50197	1e+08	0	0.00219841	0.00184523	0.0209261	0.00459355	0.0983239	0.0339862	0.0113268	0.0889685	0.0504171	0.00848205	0.16135	0.00391755	0.00185396	0.0175134	0.64472	0.0158587	0.0197051	0.113391	0.013178	3.88192e-05	0.00810408	0.00511908	0.00980293	0.0276068	0.00778471	0.00593631	0.00495372	0.00661757	0.00598559	0.270615	0	0.228419	0.230328	0	0.270639	0.270615	0.228419	0.230328	0.270639	0.9102598	0.283623	0.215793	0.215894	0.28469	5	0.999873	0.999968	1.00003	1.00013	1.394505
4110	-3547572	-3547596	24.07519	1e+08	0	0.0021486	0.00195887	0.0206283	0.00437449	0.0981469	0.0339862	0.0112994	0.0889663	0.0504631	0.00872824	0.161619	0.003907	0.0018161	0.0172786	0.645329	0.0156926	0.0193749	0.113239	0.0132522	8.87731e-06	0.00825016	0.00539245	0.00980293	0.0277821	0.00786545	0.00597278	0.00511394	0.00656675	0.00625041	0.270555	0	0.228591	0.230276	0	0.270578	0.270555	0.228591	0.230276	0.270578	0.329939	0.283599	0.21586	0.215876	0.284665	5	0.999873	0.999968	1.00003	1.00013	1.395215
4120	-3547590	-3547595	4.489571	7.610036e+07	1	0.0021808	0.0018675	0.0210166	0.00476905	0.0985812	0.0339862	0.0112751	0.089451	0.0504631	0.00867723	0.16242	0.00383767	0.00178365	0.0173995	0.647013	0.0153645	0.0195629	0.113508	0.0130193	1.03508e-05	0.00841329	0.00513468	0.00974193	0.0273406	0.00783829	0.00594845	0.00506078	0.00666786	0.00588596	0.270785	0	0.228786	0.22962	0	0.270809	0.270785	0.228786	0.22962	0.270809	1.464842	0.283441	0.215732	0.215999	0.284828	5	0.999854	0.999963	1.00004	1.00015	1.398218
4130	-3547570	-3547594	23.37375	1e+08	0	0.00222464	0.00191259	0.0210144	0.00450423	0.0979663	0.0339633	0.0115851	0.0881715	0.0504019	0.00847983	0.160921	0.00384742	0.00186466	0.0176562	0.648309	0.0155867	0.0195406	0.112543	0.0131091	1.76603e-06	0.00821432	0.00550982	0.00980758	0.0276255	0.00770958	0.00580761	0.00495673	0.00675293	0.00611078	0.270898	0	0.228881	0.229715	0	0.270506	0.270898	0.228881	0.229715	0.270506	1.022563	0.283441	0.215732	0.215999	0.284828	5	0.999873	0.999968	1.00003	1.00013	1.396097
4140	-3547564	-3547588	23.96881	1e+08	0	0.00226833	0.00191086	0.0210144	0.00460426	0.0983187	0.0341839	0.0114899	0.088655	0.0504019	0.00864259	0.161295	0.00374786	0.0017967	0.0173966	0.647549	0.0155127	0.0193106	0.112863	0.0131835	2.26759e-06	0.00812997	0.00522289	0.00963462	0.0278422	0.00757198	0.00591193	0.00503854	0.00679772	0.00586611	0.270594	0	0.22908	0.229458	0	0.270869	0.270594	0.22908	0.229458	0.270869	0.4268318	0.283343	0.216003	0.215924	0.28473	5	0.999873	0.999968	1.00003	1.00013	1.396163
4150	-3547589	-3547595	5.82134	6.223675e+07	1	0.00221626	0.00188448	0.0210144	0.00478155	0.0986835	0.0336365	0.0114899	0.0879	0.0502423	0.00840558	0.161882	0.00383659	0.0018549	0.0175211	0.647262	0.0155168	0.0192141	0.113019	0.0131914	3.8877e-05	0.00814564	0.00556966	0.00963462	0.0279605	0.00761405	0.00585024	0.00514107	0.00660791	0.00605235	0.270594	0	0.22908	0.229458	0	0.270869	0.270594	0.22908	0.229458	0.270869	0.1535787	0.283343	0.216003	0.215924	0.28473	5	0.999839	0.999959	1.00004	1.00016	1.396168
4160	-3547575	-3547599	23.74701	1e+08	0	0.00216669	0.00185787	0.0207688	0.00444217	0.0987055	0.0331248	0.0110827	0.0880995	0.0506537	0.00848223	0.161423	0.00376931	0.00179882	0.0174593	0.645008	0.0154007	0.0196976	0.113408	0.0128769	2.77929e-05	0.00830401	0.00526796	0.0099384	0.0275064	0.00792855	0.00585024	0.00513363	0.0067149	0.00592034	0.270594	0	0.22908	0.229458	0	0.270869	0.270594	0.22908	0.229458	0.270869	0.6820765	0.283343	0.216003	0.215924	0.28473	5	0.999873	0.999968	1.00003	1.00013	1.392819
4170	-3547588	-3547593	5.623172	7.016243e+07	1	0.00216669	0.00184789	0.0210845	0.00480675	0.0987055	0.0335626	0.011212	0.0886338	0.0503512	0.00848223	0.160862	0.00378421	0.00179882	0.0174593	0.645475	0.0154007	0.0194212	0.112477	0.0130858	4.803e-05	0.00830445	0.00524304	0.0098839	0.0278298	0.00792682	0.00607178	0.00495914	0.0067149	0.00608342	0.271217	0	0.228464	0.230179	0	0.270141	0.271217	0.228464	0.230179	0.270141	0.3765996	0.283232	0.21631	0.21584	0.284618	5	0.999848	0.999961	1.00004	1.00015	1.393682
4180	-3547597	-3547597	-0.3767725	5.050173e+07	1	0.00216669	0.00185151	0.0209083	0.00480675	0.0983663	0.0338167	0.0113806	0.0886338	0.0502066	0.00867709	0.160862	0.00384755	0.00185748	0.0170446	0.643456	0.0156151	0.0194157	0.112467	0.0131644	9.53331e-06	0.00827899	0.00547097	0.00958572	0.0278298	0.00770069	0.00585435	0.00532764	0.00672222	0.00594236	0.271826	0	0.228389	0.230695	0	0.26909	0.271826	0.228389	0.230695	0.26909	6.400698	0.282987	0.215891	0.216387	0.284734	5	0.999821	0.999954	1.00005	1.00018	1.391267
4190	-3547565	-3547587	22.42081	1e+08	0	0.00218784	0.00185151	0.0209262	0.00458876	0.0983663	0.0340556	0.011495	0.0886338	0.0503357	0.0085393	0.161025	0.00375071	0.00195046	0.0175075	0.646564	0.0152968	0.0194363	0.112868	0.0130982	5.51035e-06	0.00827899	0.0053165	0.00972614	0.0278298	0.0075213	0.00593861	0.00505484	0.00672222	0.00594236	0.271231	0	0.227889	0.23019	0	0.270689	0.271231	0.227889	0.23019	0.270689	1.98834	0.282987	0.215891	0.216387	0.284734	5	0.999873	0.999968	1.00003	1.00013	1.394812
4200	-3547573	-3547596	23.24683	1e+08	0	0.00208603	0.00190911	0.0209262	0.00453914	0.0983663	0.0338775	0.011566	0.0893663	0.0503376	0.00878099	0.161999	0.0037976	0.0018787	0.0170404	0.645054	0.0155387	0.019317	0.112071	0.0130982	4.30358e-05	0.00840619	0.00527875	0.00972614	0.0280464	0.0074706	0.00603871	0.00514552	0.00639319	0.00586318	0.271177	0	0.229567	0.228729	0	0.270526	0.271177	0.229567	0.228729	0.270526	1.170838	0.283453	0.216246	0.216743	0.283558	5	0.999873	0.999968	1.00003	1.00013	1.393961
4210	-3547568	-3547592	24.0531	1e+08	0	0.00222211	0.00199862	0.0209152	0.00452531	0.0989594	0.0337458	0.0116674	0.089253	0.0503376	0.0085056	0.16155	0.00375361	0.00189512	0.0172561	0.645383	0.0154445	0.019317	0.112844	0.0128941	7.17964e-06	0.00817955	0.00527875	0.0101066	0.0276463	0.00748144	0.00589588	0.00503049	0.00654912	0.00604083	0.271177	0	0.229567	0.228729	0	0.270526	0.271177	0.229567	0.228729	0.270526	0.3573447	0.283453	0.216246	0.216743	0.283558	5	0.999873	0.999968	1.00003	1.00013	1.394683
4220	-3547586	-3547591	5.127505	1.405123e+07	1	0.00211169	0.00186384	0.0209756	0.00467963	0.0982062	0.0338854	0.0114627	0.0891981	0.0509463	0.0085059	0.161229	0.0037663	0.00182865	0.0172561	0.645007	0.0156513	0.0192874	0.113424	0.0129415	7.17964e-06	0.00822381	0.00515854	0.00966511	0.0280257	0.00745067	0.00596679	0.00515243	0.00668835	0.00574431	0.270812	0	0.229712	0.22878	0	0.270696	0.270812	0.229712	0.22878	0.270696	0.866001	0.283453	0.216246	0.216743	0.283558	5	0.999661	0.999913	1.00009	1.00034	1.394309
4230	-3547587	-3547593	5.438153	4.868149e+07	1	0.00211169	0.00186572	0.0209705	0.00477854	0.0985258	0.0344471	0.0110449	0.0892085	0.0504944	0.00868425	0.162525	0.00376311	0.00178142	0.0172561	0.644582	0.0153831	0.0193314	0.112748	0.0131936	5.54295e-06	0.00828115	0.00508474	0.00966511	0.0277621	0.00766352	0.00582604	0.00516293	0.00672922	0.00587807	0.270531	0	0.229473	0.229581	0	0.270415	0.270531	0.229473	0.229581	0.270415	0.550906	0.283453	0.216246	0.216743	0.283558	5	0.999818	0.999954	1.00005	1.00018	1.394754
4240	-3547586	-3547591	5.585066	8.49969e+07	1	0.0022525	0.00191703	0.0211044	0.00441217	0.0984174	0.0343434	0.0113781	0.0891218	0.0501875	0.00856311	0.161662	0.00379052	0.00191342	0.0175898	0.644582	0.0156892	0.0192049	0.112304	0.0129687	5.54295e-06	0.00818974	0.00515156	0.00980754	0.0281444	0.00779866	0.00582604	0.00516293	0.00681372	0.00587797	0.270531	0	0.229473	0.229581	0	0.270415	0.270531	0.229473	0.229581	0.270415	0.4097377	0.283065	0.216683	0.216722	0.28353	5	0.999862	0.999965	1.00004	1.00014	1.394179
4250	-3547586	-3547590	4.02354	1.553939e+07	1	0.00228456	0.00180667	0.0207168	0.00457649	0.0989525	0.0344259	0.0113781	0.0887723	0.0502792	0.00873019	0.161662	0.00376433	0.00181138	0.0175898	0.645009	0.015565	0.0196426	0.112691	0.0129503	1.45408e-05	0.00818974	0.00527526	0.00980754	0.0278141	0.00777415	0.00579479	0.00519735	0.00676925	0.00580832	0.27037	0	0.229417	0.229444	0	0.270769	0.27037	0.229417	0.229444	0.270769	1.962523	0.283168	0.216399	0.2168	0.283633	5	0.999678	0.999918	1.00008	1.00032	1.395053
4260	-3547593	-3547597	4.827247	7.602571e+07	1	0.00223656	0.00193337	0.02082	0.0045866	0.0981803	0.0332704	0.0114266	0.0887723	0.0502792	0.0086789	0.161372	0.00362843	0.00191644	0.0172136	0.643917	0.0155114	0.01945	0.112348	0.0128226	1.45408e-05	0.00829783	0.00537598	0.0098062	0.0282719	0.00768232	0.00573228	0.00534771	0.00657333	0.0058859	0.270549	0	0.229569	0.228935	0	0.270948	0.270549	0.229569	0.228935	0.270948	1.195833	0.283168	0.216399	0.2168	0.283633	5	0.999854	0.999963	1.00004	1.00015	1.391352
4270	-3547587	-3547593	5.64601	4.729512e+07	1	0.00214702	0.00185712	0.0209537	0.00468552	0.097974	0.0337886	0.0111165	0.0887723	0.0498187	0.00844991	0.161237	0.00379065	0.00178731	0.0175291	0.644363	0.0153766	0.0193791	0.113072	0.0134548	1.9009e-05	0.00809211	0.00548941	0.0098062	0.0279761	0.0079353	0.00572317	0.00506229	0.00673537	0.0058859	0.270549	0	0.229569	0.228935	0	0.270948	0.270549	0.229569	0.228935	0.270948	0.3678099	0.283183	0.216357	0.216812	0.283648	5	0.999815	0.999953	1.00005	1.00018	1.392278
4280	-3547572	-3547596	24.16919	1e+08	0	0.00216474	0.00201684	0.0208837	0.00476011	0.0983565	0.0338538	0.011334	0.0896251	0.0499356	0.00844991	0.160971	0.00379821	0.00178731	0.0173583	0.644434	0.0153766	0.019542	0.112951	0.0129621	8.00289e-06	0.00792682	0.00525045	0.00954565	0.0276284	0.0079353	0.00589484	0.00516905	0.00667923	0.00576335	0.270891	0	0.228274	0.229043	0	0.271791	0.270891	0.228274	0.229043	0.271791	0.2644669	0.283077	0.216297	0.216884	0.283743	5	0.999873	0.999968	1.00003	1.00013	1.392362
