Iteration	Posterior	Likelihood	Prior	birth	clock_morpho[1]	clock_morpho[2]	clock_morpho[3]	clock_nuclear	death	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_scale[1]	er_scale[2]	er_scale[3]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	F[86]	F[87]	F[88]	F[89]	F[90]	F[91]	F[92]	F[93]	F[94]	F[95]	F[96]	F[97]	F[98]	F[99]	F[100]	F[101]	F[102]	F[103]	F[104]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale[1]	pi_scale[2]	pi_scale[3]	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	turnover
13600	-2611040	-2602109	-8930.567	0.4068833	3.41123	8.29554	6.09885	0.01394304	0.01715809	0.3897252	0.270913	0	0.230116	0.226112	0	0.272858	0.8876	0.724917	1.63581	0.270913	0.230116	0.226112	0.272858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283581	0.216662	0.21721	0.282547	0.309215	0.997189	6.18466	0.3300109	29.91874	12.1673	9.02691	0.817498	4.63778	2.06113	3.50622	3.07475	1.78633	3.79308	2.44365	3.03338	1.2307	1.50425	2.84374	0.398668	3.13171	1.31769	2.23705	2.13595	0.819533	1.95747	1.85508	1.81012	1.46014	1.192	1.53746	1.41934	0.984401	1.46519	0.871529	1.13344	1.69266	0.356101	0.387163	0.1228	0.0536187	0.0812773	0.0818031	0.16191	0.073693	0.12386	0.2145	0.0661847	0.100319	0.742472	0.123725	0.0175155	0.123568	0.092324	0.639875	0.316496	0.265495	0.338887	0.252003	0.428368	0.696659	0.63215	0.336308	0.17494	0.719412	0.965132	0.438598	0.502443	1.39415	1.08456	3.57611	3.15727	2.76882	3.14102	2.32296	1.95348	1.60394	1.47347	1.13089	1.7228	1.15602	1.35106	2.50675	2.06549	1.7751	1.02869	2.43111	2.30095	1.88954	1.45481	1.05575	2.02755	1.20975	1.91051	2.40366	0.555978	1.46592	2.89927	2.91757	2.13306	2.25751	2.2221	4.17631	2.34719	2.69405	2.58977	0.952535	6.29198	6.41721	0.04216956
13700	-2611039	-2602108	-8931.616	0.3344456	2.73506	6.47978	5.61004	0.01394906	0.00376211	0.3306835	0.271983	0	0.230376	0.226906	0	0.270735	0.720506	56.6054	6.51373	0.271983	0.230376	0.226906	0.270735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282793	0.21686	0.21691	0.283437	0.314036	1.11259	7.49023	0.3937268	29.5967	8.67605	6.31591	1.39382	4.3489	2.02563	3.50622	3.11165	0.697071	4.47143	2.21536	3.01202	3.09398	1.51421	3.13494	0.289091	2.91287	1.80341	1.17421	2.49127	0.505571	0.688131	2.01361	1.90522	1.68186	1.192	1.87801	1.79707	0.984401	0.874061	0.871529	1.13344	1.16297	0.639425	0.418052	0.0537764	0.0305703	0.0812773	0.091197	0.130921	0.073693	0.0581718	0.2145	0.0661847	0.059199	0.214766	0.0544886	0.116892	0.123568	0.105248	1.73511	0.114911	0.392901	0.338887	0.252003	0.428368	0.22205	0.235541	0.336308	0.519981	0.716788	0.954474	0.421289	1.57146	1.39415	2.53731	2.96582	3.15727	3.28891	2.72854	1.09554	1.95348	1.19869	1.47347	0.491486	1.30744	1.43018	1.5781	1.88057	1.92484	1.61686	0.642678	1.98333	2.30095	1.64487	1.89848	1.19183	2.02755	1.15845	1.61266	1.8086	0.813799	1.46592	3.00049	2.91757	2.81922	1.76167	1.72603	4.20413	2.44591	3.52781	3.01727	2.33804	6.71958	6.1108	0.0112488
13800	-2611037	-2602113	-8923.408	0.3817094	3.20936	6.82605	7.55221	0.01396075	0.03161133	0.350098	0.272899	0	0.230428	0.224806	0	0.271867	0.471802	1.74014	8.57625	0.272899	0.230428	0.224806	0.271867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282146	0.216492	0.217395	0.283967	0.330779	1.14313	5.72103	0.35651	29.62876	9.70784	6.25932	1.78843	3.70848	1.85073	3.25194	2.11727	1.02874	4.47143	2.35888	3.01202	3.09398	1.07548	2.89574	0.289091	2.60735	1.40724	0.862446	2.46523	1.29125	1.68902	2.01361	1.52752	0.820365	1.49727	0.17366	2.42277	0.822828	1.02424	1.03445	1.58373	1.48251	0.713662	0.481218	0.124183	0.0305703	0.0471058	0.091197	0.130921	0.073693	0.0581718	0.299428	0.0661847	0.059199	0.214766	0.157936	0.101637	0.123568	0.105248	1.73511	0.114911	0.233723	0.338887	0.252003	0.428368	0.189528	0.311857	0.176885	0.6092	0.716788	0.995627	0.324506	1.16058	1.56756	1.99781	2.63468	3.404	2.73158	2.88952	1.09554	1.95348	1.09515	1.47347	0.350583	1.17852	0.544023	1.42458	1.88057	1.92484	1.30554	0.71079	1.90715	0.884597	2.15699	1.89848	1.19183	2.02755	2.06014	1.61266	1.8086	1.17939	1.98521	3.00049	2.98022	2.81922	0.800948	1.72603	3.42228	2.20354	3.36532	3.01727	2.41632	7.73255	6.14786	0.08281517
13900	-2611048	-2602107	-8941.443	0.4352204	3.01602	7.53616	6.81298	0.01389466	0.003627116	0.4315933	0.272694	0	0.228726	0.226642	0	0.271937	0.667798	6.14048	0.918256	0.272694	0.228726	0.226642	0.271937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28303	0.216298	0.216842	0.28383	0.297069	1.19567	5.33147	0.4082987	29.87238	16.1066	6.21031	1.78843	4.14211	2.28619	2.97007	2.48681	0.557593	4.47143	1.98937	3.35962	2.78786	0.859682	2.89574	0.289091	2.60735	1.39478	0.461056	1.81165	1.29125	2.05891	2.15308	1.39796	1.32628	0.509337	0.577129	2.42277	0.823378	1.02424	1.03445	1.58373	1.52767	0.713662	0.714931	0.124183	0.0305703	0.0117297	0.091197	0.0641474	0.073693	0.101069	0.299428	0.0174858	0.0621118	0.693221	0.157936	0.101637	0.123568	0.0697561	1.73511	0.187265	0.485958	0.545232	0.252003	0.755582	0.272944	0.652012	0.176885	0.6092	0.716788	0.995627	1.76356	1.34209	1.98409	1.99781	2.63468	3.404	2.73158	2.73647	1.30871	1.95348	1.49253	0.498439	0.537002	1.17852	0.504044	1.42458	1.82665	1.92484	1.55042	1.03052	2.13636	1.69796	2.12328	2.06163	1.17698	2.36262	2.08263	1.61266	2.30717	2.48281	1.22421	3.00049	3.05923	3.5867	0.766905	2.62915	3.85316	3.3448	3.66612	3.01727	2.75999	7.5926	4.92189	0.008333976
14000	-2611042	-2602110	-8931.762	0.4433269	4.12688	6.8553	7.44737	0.01386499	0.02750013	0.4158267	0.272689	0	0.230426	0.225331	0	0.271553	3.83188	0.267632	16.8959	0.272689	0.230426	0.225331	0.271553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283442	0.216599	0.217079	0.28288	0.306819	1.16975	5.59512	0.2805256	29.73993	18.0883	7.20686	2.31257	4.59954	2.12171	2.96564	3.50017	0.540868	4.3695	1.9156	3.43313	2.78786	1.87988	2.59095	0.856437	2.60735	2.11295	0.533839	1.81165	2.04569	1.8463	2.22446	1.18159	1.23333	0.509337	0.577129	2.08346	0.410328	1.02424	0.406325	1.77257	0.857367	0.731953	0.557579	0.124183	0.026691	0.0117297	0.116152	0.293454	0.107583	0.101069	0.265239	0.0207271	0.0654455	0.693221	0.157936	0.0849436	0.123568	0.0697561	1.09855	0.778857	0.575674	0.545232	0.252003	0.558565	0.272944	0.652012	0.246159	0.0428444	0.557238	1.16478	1.53608	1.34209	1.38808	2.42615	2.63468	2.87051	2.85839	3.52446	1.2816	1.95348	1.25164	0.471103	0.87816	0.546919	1.55259	0.785566	1.82665	1.92484	1.55042	0.234814	2.39294	1.25354	2.12328	2.34902	0.679728	2.36262	2.33732	1.5217	1.09496	1.25351	0.748326	2.78016	3.05923	3.60607	2.75459	3.59687	3.22123	3.45086	3.66612	3.01727	2.38698	5.14297	5.59509	0.06203127
14100	-2611063	-2602110	-8952.756	0.3133434	2.83744	6.44308	5.98681	0.01390318	0.004652539	0.3086908	0.271548	0	0.230589	0.225906	0	0.271957	3.78589	2.09002	5.3968	0.271548	0.230589	0.225906	0.271957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283251	0.21719	0.216418	0.283141	0.325822	1.14606	6.00081	0.2759439	29.86772	6.06638	6.14519	2.51158	4.37733	1.93385	2.94548	3.183	2.82741	3.50507	2.05979	2.71966	3.04122	1.60806	2.63711	2.78455	2.60735	0.386088	0.533839	1.81165	2.04569	1.84896	1.72348	1.18159	2.16613	0.509337	2.194	0.787332	0.410328	1.02424	0.314896	1.77257	0.911342	0.26826	0.650335	0.0155109	0.026691	0.0815301	0.111158	0.293454	0.123544	0.101069	0.265239	0.0207271	0.281981	0.693221	0.172838	0.0849436	0.123568	0.0697561	1.09855	0.135685	0.575674	0.418798	0.252003	0.728015	0.34169	0.527174	0.258591	0.0286338	0.557238	1.19458	1.53608	1.34209	1.6896	2.42615	2.63468	3.51334	2.85839	3.52446	1.62214	1.95348	1.26652	0.180844	0.457679	0.779639	1.48305	1.73884	0.802557	1.87704	1.60337	0.68932	2.39294	1.25354	0.499149	0.999252	1.0751	1.94988	0.401077	1.5217	1.25912	1.04246	1.11972	3.12332	3.10151	3.60607	1.9407	4.60424	3.22123	2.45903	4.63466	3.57601	2.11975	5.0206	5.60058	0.01484805
14200	-2611068	-2602116	-8952.075	0.3341882	3.23241	6.81743	7.44767	0.01392395	0.004002057	0.3301862	0.270322	0	0.228582	0.227936	0	0.27316	1.1723	4.34324	1.80563	0.270322	0.228582	0.227936	0.27316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283834	0.215934	0.216669	0.283563	0.339709	1.15501	3.69738	0.3025179	29.80165	6.74698	7.79697	0.993091	4.37733	2.27298	2.98837	4.32734	4.11319	3.44624	2.05979	3.10361	3.51559	2.35985	2.63711	2.78455	2.60735	0.199109	0.379371	1.81165	2.17638	0.166503	1.53236	1.02065	1.83086	0.504169	2.55491	1.38636	0.371993	2.00854	0.314896	1.77257	1.36705	0.26826	0.611096	0.0977973	0.026691	0.0815301	0.111158	0.293454	0.0265307	0.0494182	0.265239	0.0207271	0.281981	0.461494	0.296901	0.0608576	0.123568	0.112217	0.877504	0.187121	0.329685	0.350623	0.252003	0.728015	0.303693	0.564916	0.210747	0.0435242	0.557238	0.558104	0.531999	0.877381	1.51643	2.00588	2.63468	3.51334	2.85839	3.52446	2.18112	2.41884	1.5447	0.134868	1.2475	0.924823	0.60233	1.4878	2.11369	1.87704	1.42909	1.10686	2.271	0.975371	0.499149	0.999252	1.0751	1.94988	0.401077	1.5217	1.41139	1.92126	1.4898	3.12332	3.09074	4.22669	2.11325	3.58509	2.87302	2.76517	3.47015	3.54538	1.26761	7.60141	5.27687	0.01197546
14300	-2611085	-2602115	-8970.007	0.3415723	3.77161	6.94208	5.66743	0.01389414	0.0107391	0.3308332	0.270799	0	0.230195	0.225726	0	0.27328	3.72543	2.5727	7.3043	0.270799	0.230195	0.225726	0.27328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283886	0.216098	0.216686	0.283331	0.351083	1.08013	5.86398	0.3196349	29.94487	6.93235	8.18879	2.97489	2.91657	2.27298	2.98837	3.93164	3.41463	3.44624	2.62464	3.10361	1.55705	2.766	2.63711	2.96647	2.60735	2.07945	0.178187	2.365	2.49663	0.166503	1.95564	1.5986	1.87219	0.470141	2.40791	0.838303	0.371993	2.00854	0.314896	1.44599	1.40859	0.360308	0.69085	0.0473914	0.0235715	0.0815301	0.111158	0.293454	0.0265307	0.0853798	0.253441	0.0207271	0.175032	0.479631	0.296901	0.0608576	0.123568	0.0556924	0.877504	0.392976	0.329685	0.350623	0.252003	0.728015	0.303693	0.564916	0.210747	0.0455645	0.738612	0.46646	0.781997	1.76019	1.51643	2.42852	2.68338	3.14826	3.04172	3.26695	2.18112	2.1404	2.71961	0.617685	0.964012	1.01101	0.0399294	0.991689	2.11369	1.87704	1.21139	2.06164	2.271	1.51404	1.77743	2.32715	0.288673	1.8788	0.907913	1.5217	1.12703	0.17032	1.4898	3.12332	3.09074	4.88785	1.39249	3.58509	2.63443	2.76517	3.47015	3.54538	1.2609	7.61459	5.27687	0.0314402
14400	-2611070	-2602110	-8960.27	0.3203454	3.08028	7.29301	7.59223	0.01387188	0.001987651	0.3183577	0.272317	0	0.22978	0.225745	0	0.272158	0.441627	2.20136	1.33438	0.272317	0.22978	0.225745	0.272158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282504	0.216539	0.216475	0.284482	0.320362	1.10815	8.21764	0.2981892	29.94005	7.53685	8.02205	2.97489	2.91657	2.23472	2.98837	4.7439	3.39826	4.25878	2.59172	3.10361	0.502597	3.19663	2.63711	2.80072	2.60735	2.07945	0.178187	2.365	2.36886	2.33851	1.24331	1.24799	1.97758	0.470141	1.91853	0.838303	0.371993	2.10505	0.697118	0.887454	0.313489	0.199291	0.69085	0.0380619	0.0235715	0.105184	0.084206	0.290601	0.0265307	0.0853798	0.253441	0.0458077	0.161212	0.479631	0.296901	0.0608576	0.123568	0.0556924	0.221821	0.452886	0.0183048	0.436421	0.252003	0.558116	0.73116	0.564916	0.210747	0.688763	0.738612	0.597184	1.15651	1.76019	1.51643	2.42852	2.61629	3.14826	2.85966	2.81985	2.18112	1.87795	0.93789	0.32882	1.30359	1.01101	0.0399294	0.939576	2.11369	1.87704	1.71735	2.42801	2.20431	1.01881	1.77743	1.56755	0.439204	2.07768	0.907913	1.93291	1.48484	0.816998	1.99295	3.12332	3.09074	4.7546	1.44502	3.58509	4.29206	2.76517	3.69947	5.16042	1.50896	9.5651	6.26983	0.006204713
14500	-2611055	-2602112	-8942.682	0.3190942	3.01177	7.46276	6.61522	0.01391327	0.01090041	0.3081937	0.271583	0	0.228289	0.228605	0	0.271522	1.83302	6.54432	4.79859	0.271583	0.228289	0.228605	0.271522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283488	0.216003	0.216836	0.283673	0.337746	1.06156	5.74118	0.2820878	29.71883	5.65227	7.67673	2.81286	4.12585	2.23472	2.98837	3.61533	2.05694	4.72982	3.98959	4.15535	0.381572	2.1171	2.63711	2.80072	2.60735	2.24263	2.33482	2.365	0.891478	0.475732	1.03845	1.60905	0.927508	0.386137	1.36841	1.28049	0.347874	2.16094	0.697118	1.25252	0.48559	0.293026	0.69085	0.0193369	0.0699225	0.105184	0.084206	0.0725216	0.0265307	0.0853798	0.253441	0.0458077	0.161212	0.648117	0.296901	0.09918	0.123568	0.0556924	0.945303	0.452886	0.670012	0.237786	0.252003	0.206702	0.562011	0.564916	0.216541	0.721764	0.762248	0.449727	1.61615	1.76019	1.51643	2.42852	2.95053	3.14826	2.85966	3.39405	2.89102	1.87795	2.31115	0.632338	1.30359	1.01101	0.74019	1.49279	2.11369	1.87704	1.70055	2.28457	1.97585	0.903761	1.84812	1.4951	0.439204	2.52706	1.27536	0.933001	2.16401	0.291693	1.48967	3.12332	3.09074	4.52693	1.45861	3.53927	4.19539	3.28248	2.61699	4.60445	3.72834	7.50597	5.28313	0.03416049
14600	-2611057	-2602110	-8946.445	0.3138403	4.17309	8.70529	5.14127	0.01388796	0.01009929	0.303741	0.271637	0	0.228846	0.22765	0	0.271867	0.781531	4.81437	2.85459	0.271637	0.228846	0.22765	0.271867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283198	0.216473	0.21687	0.283458	0.319975	1.17435	4.71685	0.3244299	29.91226	5.43321	5.765	2.64463	4.12585	2.35962	3.0209	4.73499	2.30187	4.89281	2.34878	4.27528	0.382552	4.22129	2.63711	2.38987	2.60735	2.42552	0.307279	2.365	0.499295	0.440643	1.11519	1.02174	1.39116	0.386137	1.57299	1.18589	0.332491	2.12837	0.697118	1.65574	0.48559	0.421999	0.69085	0.0983852	0.0699225	0.105184	0.084206	0.155912	0.0265307	0.0853798	0.249206	0.0458077	0.234726	0.582349	0.256081	0.09918	0.123568	0.0556924	0.809513	0.291225	0.670012	0.427164	0.0767405	0.281333	0.562011	0.564916	0.611147	0.721764	0.718836	1.72891	1.61615	1.76019	2.47078	2.41531	3.35601	3.14826	2.85966	3.0763	2.92189	2.15759	2.61941	1.33435	1.43892	1.01101	0.74019	1.49279	2.0226	2.45223	2.01662	2.28457	1.97585	1.70077	1.52515	1.4951	0.390711	2.52706	1.37803	0.905074	0.988086	0.291693	1.05025	2.76272	3.09074	4.40523	1.48282	2.54232	4.19539	2.7644	3.32927	5.02953	3.72834	7.60167	5.16656	0.03217971
14700	-2611052	-2602112	-8939.982	0.373808	3.82118	8.45177	5.99247	0.01381964	0.02275057	0.3510574	0.273392	0	0.229068	0.225205	0	0.272336	0.333459	8.59101	2.0492	0.273392	0.229068	0.225205	0.272336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283304	0.216577	0.216789	0.28333	0.312566	1.11906	5.65104	0.3130695	29.97759	5.93824	5.02784	2.64463	4.12585	2.43483	3.0209	4.85633	3.61719	4.48745	2.54324	3.07664	0.842346	3.47514	2.63711	1.23489	2.60735	1.5427	0.66641	2.03896	2.00473	0.440643	1.49144	2.15407	1.43874	0.386137	1.10204	1.36655	0.342846	0.848359	0.316721	1.46434	1.32838	0.339917	0.740654	0.0338961	0.0699225	0.105184	0.084206	0.0407286	0.0700363	0.117999	0.146288	0.0458077	0.234726	0.176491	0.168584	0.0338662	0.123568	0.0556924	0.615104	0.267481	0.670012	0.199727	0.232086	0.281333	0.495642	0.758546	0.215217	0.75893	0.718836	1.52501	1.61615	1.18015	2.47078	1.30739	3.03515	3.14826	2.85966	3.59755	1.35226	2.15759	2.89793	1.33734	0.91886	0.333894	1.06953	1.49279	2.28232	2.10698	2.46298	1.32813	2.17673	1.06555	2.01961	1.4951	1.08831	2.1983	0.791245	0.905074	1.2773	2.12762	0.898235	2.76272	3.09074	3.70695	1.59334	3.15263	4.49731	4.04805	5.19226	4.42499	5.22871	6.16319	5.15384	0.06086165
14800	-2611066	-2602109	-8956.822	0.3580854	2.61511	7.74389	5.31922	0.01382828	0.002926428	0.3551589	0.272682	0	0.229465	0.226672	0	0.27118	0.619978	8.978	2.06004	0.272682	0.229465	0.226672	0.27118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282876	0.216316	0.21698	0.283828	0.311699	0.978865	3.42013	0.2626589	29.99888	6.78759	5.02784	1.35044	1.95593	2.43552	2.79751	3.8439	3.69719	4.23721	2.58272	3.07664	0.767611	3.13707	2.79557	1.23489	2.60735	1.02084	1.49739	2.03896	2.3739	0.372196	2.00224	1.61085	1.43874	2.57312	1.56024	1.60365	0.201581	1.76611	0.316721	1.46434	1.57974	0.315278	0.740654	0.0338961	0.0699225	0.105184	0.084206	0.0407286	0.0282039	0.117999	0.282634	0.0458077	0.234726	0.256659	0.125786	0.0338662	0.123568	0.0556924	1.25236	0.267923	0.73336	0.246034	0.232086	0.281333	0.495642	0.758546	0.215217	0.75893	0.718836	1.26856	1.09875	0.85719	1.73662	0.798983	3.03515	3.14826	2.68349	2.90985	1.52906	2.15759	1.74686	1.29508	1.23646	0.512345	1.06953	1.49279	2.28084	2.0739	2.46298	0.388884	2.27829	0.258234	2.01961	1.38911	1.70533	2.1983	1.46352	0.905074	1.2773	1.68831	0.717217	2.76272	3.09074	3.70695	1.59334	2.94122	4.33896	4.35582	4.21991	4.42499	5.08489	6.15308	5.11457	0.008172431
14900	-2611053	-2602111	-8942.315	0.2922826	3.49868	5.31511	5.4632	0.0138905	0.004672223	0.2876104	0.272023	0	0.230476	0.22653	0	0.270971	1.36362	3.29694	4.80734	0.272023	0.230476	0.22653	0.270971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28273	0.217099	0.216705	0.283466	0.2969	1.05209	5.60671	0.3766606	29.70398	5.81634	5.02784	7.53965	2.32763	2.43552	3.39314	3.8439	3.04477	3.91192	2.67936	2.83871	3.41782	3.09419	3.03276	2.44823	2.60735	1.10505	2.05108	2.03896	2.3739	0.358553	1.81322	2.13364	1.43874	2.57312	1.786	1.06866	0.201581	1.87094	0.412363	1.72452	1.50348	0.715954	0.603423	0.0338961	0.0699225	0.0362243	0.084206	0.290091	0.0282039	0.0839496	0.282634	0.0458077	0.245519	0.517286	0.125786	0.0210581	0.123568	0.0556924	1.58763	0.727583	0.73336	0.19148	0.0754088	0.505858	0.495642	0.758546	0.215217	0.75893	0.761115	1.26856	1.72664	0.760055	1.73662	0.960019	3.03515	3.14826	2.68349	3.27234	2.15264	2.43016	1.74686	1.29508	1.24576	0.975084	1.06953	1.26312	2.31416	2.50675	2.46298	0.777208	2.27829	0.258234	1.60332	2.22627	1.3631	2.1983	1.46352	0.853032	2.03419	2.21902	1.23862	2.97301	3.09074	2.76517	1.59334	2.94122	4.0339	2.41277	4.95692	4.14338	5.08489	6.15308	5.11457	0.01598529
