Iteration	Posterior	Likelihood	Prior	birth	clock_morpho[1]	clock_morpho[2]	clock_morpho[3]	clock_nuclear	death	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_scale[1]	er_scale[2]	er_scale[3]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	F[86]	F[87]	F[88]	F[89]	F[90]	F[91]	F[92]	F[93]	F[94]	F[95]	F[96]	F[97]	F[98]	F[99]	F[100]	F[101]	F[102]	F[103]	F[104]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale[1]	pi_scale[2]	pi_scale[3]	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	turnover
26700	-2611018	-2602110	-8907.565	0.3424779	3.6478	4.6294	4.71446	0.01419649	0.0001351846	0.3423428	0.27313	0	0.228718	0.226766	0	0.271387	2.8123	5.82257	4.90319	0.27313	0.228718	0.226766	0.271387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283293	0.21695	0.216296	0.283462	0.316238	1.16859	6.2357	0.4655103	29.27834	12.7381	5.10831	2.12959	0.952756	1.83926	2.97806	2.28574	4.08862	2.47035	1.90299	2.62869	2.6562	1.31367	2.77029	2.75311	2.81617	2.30968	1.0022	2.21308	0.1295	1.30664	2.39907	2.54396	2.10185	2.19044	2.54266	1.48926	0.253451	1.16085	0.601649	1.36563	1.13352	0.346405	0.364183	0.0311359	0.013654	0.0661403	0.0750567	0.0548472	0.0258176	0.0438619	0.0424372	0.0731587	0.158954	0.676678	0.299489	0.0787264	0.124906	0.0435306	0.157366	0.688233	0.606537	0.311388	0.213875	0.769687	0.403219	0.235792	0.346263	0.478935	0.402985	0.581352	1.32179	1.5973	0.299403	2.04647	3.29914	3.11222	2.97476	3.17185	1.51738	1.81501	1.17278	1.43713	0.955354	0.896501	0.411703	1.73546	2.55201	2.12681	1.3775	0.431267	1.91137	1.31944	2.46282	1.43313	2.1934	2.36846	1.28823	2.00256	1.51252	1.73505	0.811215	3.15858	2.91863	2.79523	1.92362	0.354041	3.48255	2.95117	4.6366	3.19789	0.622311	7.83833	5.89166	0.0003947249
26800	-2611002	-2602107	-8895.194	0.3910885	3.57631	6.3265	5.2604	0.01414137	0.003024828	0.3880637	0.272789	0	0.229508	0.226357	0	0.271346	1.79882	1.92391	5.04469	0.272789	0.229508	0.226357	0.271346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28352	0.216101	0.216897	0.283483	0.302685	1.05945	4.09257	0.4228437	29.8338	13.3761	4.96911	2.16172	1.75231	1.83926	2.97806	2.28574	4.15089	2.47035	1.90299	2.82923	3.92939	1.49159	2.69208	2.05907	2.81617	1.44887	1.21396	2.22737	0.700978	0.580841	2.31581	2.53628	2.10185	2.16479	2.54266	1.50077	0.750593	1.16085	0.407425	1.71445	1.13352	0.189884	0.22533	0.0311359	0.0717879	0.118728	0.0750567	0.0548472	0.0258176	0.0591651	0.228367	0.0757988	0.297387	0.590094	0.299489	0.0787264	0.124906	0.0746026	0.157366	0.0459288	0.179654	0.308976	0.213875	0.769687	0.403219	0.235792	0.346263	0.419489	0.591412	0.846031	1.28385	1.5973	0.453244	1.22759	3.08426	3.23489	3.24727	3.08267	2.45769	1.81501	2.60819	1.73001	0.465972	0.896501	0.411703	1.73546	2.29217	2.12681	1.16847	0.431267	1.91137	1.53413	1.01997	0.884882	2.16621	2.32343	2.13494	1.32346	1.60338	0.939461	0.242013	3.15858	2.91863	3.89424	1.33454	0.354041	3.38723	3.66826	4.6366	3.69913	0.869614	9.00154	6.71491	0.007734382
26900	-2610997	-2602113	-8883.838	0.3701413	3.96676	7.08301	3.97083	0.01424858	0.03554776	0.3345935	0.272319	0	0.229359	0.226698	0	0.271625	1.03887	2.77649	3.3938	0.272319	0.229359	0.226698	0.271625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284029	0.216548	0.216425	0.282998	0.308769	1.32837	5.67216	0.4898279	29.06132	16.9164	5.15139	3.42467	1.97506	1.83926	2.97806	1.96923	3.75935	2.44999	1.90299	2.76398	3.92939	0.935184	2.78743	1.34248	2.81617	1.44887	0.437787	2.1031	1.15959	0.597697	2.11548	2.12306	2.19156	2.02291	2.37766	1.48003	1.48985	1.16085	0.985418	1.6948	1.13352	0.763317	0.663538	0.0311359	0.0717879	0.0809343	0.0750567	0.0548472	0.0258176	0.0672747	0.228367	0.0757988	0.297387	0.582861	0.299489	0.10179	0.124906	0.105423	0.209244	0.0135656	0.0270731	0.365527	0.194033	0.769687	0.403219	0.228498	0.346263	0.419489	0.162058	0.846031	1.28385	1.5973	2.03886	1.7911	3.08426	3.57791	3.24727	2.86308	2.83827	2.50973	0.300087	1.73001	1.29051	0.619961	0.558209	0.926702	2.20317	2.03379	1.16847	0.665059	2.35384	1.19673	1.01997	0.884882	2.16621	1.8829	2.10676	1.79119	1.82483	0.866699	0.528829	3.09034	3.07887	3.89424	0.400423	0.243983	2.78676	4.21317	4.14828	3.81348	3.39292	9.00154	6.71491	0.09603836
27000	-2610998	-2602108	-8889.716	0.4573903	3.4885	9.07918	5.91092	0.01414396	0.07310442	0.3842859	0.273011	0	0.22881	0.225805	0	0.272375	0.149319	1.23662	2.04559	0.273011	0.22881	0.225805	0.272375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283199	0.216114	0.216738	0.283949	0.363189	1.28548	6.2416	0.4963511	29.83497	13.6587	4.9731	3.42467	1.97506	1.965	2.90985	2.6688	3.88816	2.44999	2.39374	2.77062	2.76452	0.935184	2.78743	1.34248	2.81617	1.31781	0.523966	2.41641	1.15959	0.6989	1.28805	1.41928	2.13171	1.87228	2.32495	1.56571	0.886425	1.16085	0.955163	1.6948	1.29224	0.763317	0.663538	0.064655	0.0717879	0.0809343	0.0750567	0.125002	0.0258176	0.0672747	0.228367	0.0757988	0.25831	0.159921	0.273606	0.10239	0.124906	0.105423	0.209244	0.0699748	0.0306248	0.543297	0.194033	0.769687	0.403219	0.160833	0.597611	0.237467	0.68233	0.334624	0.70056	0.842198	0.56285	1.50402	3.08426	3.58447	3.27247	2.86308	3.06181	2.10561	0.300087	1.73001	1.29051	0.600904	1.12634	1.17995	2.20317	2.03379	1.43113	0.370229	2.34347	1.08515	2.2745	1.5652	2.1478	1.97802	1.11865	2.50887	1.82483	0.866699	0.145943	3.09034	2.86573	3.78143	0.669676	0.609293	2.78676	4.21317	4.14828	3.74951	2.50701	9.00154	6.71491	0.1598294
27100	-2611013	-2602114	-8898.403	0.3657897	5.06029	12.7021	6.66111	0.01414649	0.002019708	0.36377	0.272412	0	0.23012	0.225392	0	0.272076	0.947805	0.691056	1.60962	0.272412	0.23012	0.225392	0.272076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283595	0.216992	0.216854	0.282559	0.314257	1.12302	5.3582	0.4247055	29.97615	18.3867	5.73962	3.42467	2.15889	1.965	2.90985	2.1747	4.2114	2.2802	2.36478	2.77062	3.09783	1.63532	2.7224	1.8454	2.81617	0.910508	0.32141	2.41641	1.15959	0.574103	1.33983	2.10748	2.1622	1.57103	2.32495	2.53767	2.04419	0.874807	0.996432	1.13595	1.29224	0.763317	0.135899	0.082918	0.0717879	0.0809343	0.0750567	0.0608406	0.103912	0.0672747	0.228367	0.0400171	0.273543	0.384312	0.0482037	0.0333948	0.124906	0.0158998	0.133672	0.112667	0.513972	0.533638	0.194033	0.769687	0.403219	0.231745	0.551892	0.237467	0.682961	0.449789	0.70056	0.511491	1.3807	1.50402	2.66724	3.11381	2.86295	2.76525	0.92941	2.14351	1.37257	1.73001	1.32671	0.600904	1.12634	1.17995	1.30764	2.04143	0.884113	0.288679	2.25824	0.840407	1.72492	1.42764	2.04863	1.97802	1.1096	2.50887	1.31154	1.86366	1.58351	3.19974	2.71314	3.0966	0.669676	1.07033	2.78676	3.37976	3.33063	3.07962	0.939569	8.86666	5.26196	0.005521502
27200	-2610995	-2602112	-8883.555	0.3843483	3.53606	7.68386	4.13697	0.01411102	0.001789809	0.3825584	0.272188	0	0.229681	0.226484	0	0.271647	0.148791	1.88115	4.58019	0.272188	0.229681	0.226484	0.271647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283108	0.216163	0.216856	0.283873	0.322482	1.05702	3.81965	0.5184351	29.90193	12.3718	5.71077	3.37777	2.15889	1.82811	2.90985	2.58369	4.2114	1.87425	2.36478	2.59256	3.24909	1.63532	3.1101	1.47286	3.03893	0.558672	0.32141	2.49231	1.15959	0.441198	1.06565	1.9548	2.1622	2.01403	1.50854	1.36866	0.969338	0.874807	1.32149	1.13595	1.23401	0.711174	0.135899	0.082918	0.0717879	0.0809343	0.101427	0.0608406	0.103912	0.0672747	0.228367	0.0840554	0.273543	0.741663	0.0482037	0.0333948	0.124906	0.0158998	0.173838	0.736256	0.347177	0.57546	0.194033	0.769687	0.29674	0.411453	0.465351	0.50217	0.62082	0.334906	0.88995	0.595464	1.48571	1.50402	2.92595	3.26261	2.86295	2.94518	0.92941	2.24337	1.15371	1.43831	1.30085	0.522779	1.12634	1.1092	1.30764	2.04143	0.884113	0.491948	2.18014	1.10415	1.36691	1.14219	1.62746	1.97802	0.80672	1.89731	1.24237	1.5911	0.337849	2.87263	2.90234	3.0966	0.669676	1.50246	2.78676	3.49629	2.70995	2.68485	1.77818	8.86666	5.29633	0.004656738
27300	-2611010	-2602110	-8900.072	0.3939288	3.65851	6.31955	7.77017	0.01405132	0.0005222496	0.3934065	0.271163	0	0.230058	0.226459	0	0.272319	3.07929	8.11713	8.31977	0.271163	0.230058	0.226459	0.272319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282867	0.216662	0.216655	0.283816	0.348822	1.02807	6.12541	0.4501084	29.61271	22.4787	6.57269	3.29734	2.78095	1.82811	2.90985	2.46886	2.36132	2.27063	2.3633	2.59256	4.13666	1.50211	3.1101	1.54774	2.66522	1.138	0.32141	2.5142	1.15959	1.56534	1.24456	1.86036	2.1622	2.01403	1.50854	1.72618	0.969338	1.46487	1.77391	1.13595	1.23008	0.439127	0.559927	0.0256547	0.036927	0.116058	0.101427	0.0608406	0.0992016	0.0672747	0.28621	0.0840554	0.273543	0.741663	0.0639282	0.0333948	0.124906	0.0158998	0.192891	0.240452	0.570601	0.57546	0.199185	0.769687	0.29674	0.438553	0.227015	0.147575	0.613784	0.502894	0.87834	0.815009	1.07349	1.50402	2.90432	3.26261	2.86295	2.61325	1.11335	2.47045	1.95803	1.43831	1.30085	0.518653	1.12634	1.17777	1.90013	2.13864	0.92839	0.484985	2.49408	1.15903	1.98422	1.32226	0.451074	1.86392	0.333648	1.89731	1.24114	1.69582	2.02637	2.97911	2.90234	4.31638	1.01379	1.54597	2.83588	3.49629	2.96151	3.79315	0.359737	8.86666	5.07643	0.001325746
27400	-2611009	-2602113	-8896.557	0.3310379	4.76804	5.75425	7.67629	0.01413394	0.01051848	0.3205194	0.271966	0	0.229682	0.226274	0	0.272079	9.09737	9.32671	3.42418	0.271966	0.229682	0.226274	0.272079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283427	0.216928	0.217259	0.282386	0.331665	0.912826	4.07053	0.4800406	29.26244	22.0642	6.34366	3.10482	3.028	1.82811	3.23019	1.92139	2.53414	2.27142	2.3633	2.59256	4.14321	0.904442	3.1101	1.30407	2.66522	1.25133	0.32141	2.57631	1.1329	0.255815	1.82159	1.4696	2.1622	2.45307	1.43285	1.10254	1.6044	2.21049	1.77391	1.67569	0.77021	0.32951	0.35486	0.0245962	0.036927	0.0688638	0.101427	0.162734	0.0185229	0.0672747	0.28621	0.0840554	0.273543	0.741663	0.157925	0.0333948	0.124906	0.0158998	0.183804	0.326534	0.190153	0.66232	0.199185	0.311351	0.29674	0.438553	0.389699	0.147575	0.773192	0.39506	0.503598	0.725306	0.599661	1.96604	3.34176	3.26261	2.86295	2.696	1.85096	2.47045	0.418056	1.47757	1.28439	1.52643	0.770228	1.17777	2.10449	2.13864	0.825936	0.497277	2.49408	0.428469	1.25144	1.48308	0.752967	1.86392	0.333648	0.870611	0.889947	1.01072	2.02637	2.97911	3.14978	4.19539	0.89118	0.794962	2.83588	2.58899	2.96151	3.71805	0.359737	8.86666	5.63979	0.03177424
27500	-2611010	-2602111	-8899.489	0.3292837	2.64888	8.87033	6.25433	0.01415883	0.007106879	0.3221768	0.27179	0	0.228705	0.22732	0	0.272185	2.22508	3.8515	5.36107	0.27179	0.228705	0.22732	0.272185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28416	0.216575	0.216521	0.282743	0.308297	1.11526	3.99781	0.4245646	29.08019	22.0959	6.96896	3.02228	4.52199	1.86685	3.13742	1.92655	2.53414	2.17322	2.38464	2.61058	4.73614	2.61152	2.81564	1.40168	2.66522	1.09807	0.32141	2.57631	1.1329	0.255815	2.3535	1.32307	2.18	2.47296	1.64834	1.6779	2.03	2.21049	1.77391	1.66977	1.67572	0.520449	0.379139	0.0245962	0.036927	0.0688638	0.101427	0.188618	0.0185229	0.0936144	0.28621	0.0840554	0.237995	0.456056	0.154245	0.0709657	0.124906	0.0158998	0.183804	0.516155	0.292027	0.66232	0.12781	0.753386	0.338415	0.482642	0.596412	0.516572	0.773192	0.52807	0.43036	1.76591	0.599661	2.29912	3.2067	3.26261	2.86295	3.13795	1.85096	1.9069	2.17236	1.49243	1.28439	1.52643	0.878183	1.41168	1.77853	2.13864	1.79732	0.825936	1.82044	0.165931	1.18516	1.54674	1.35138	1.86392	0.993382	0.870611	0.920371	0.752297	1.85697	2.97244	3.14978	4.28906	2.76873	1.2975	2.61721	2.38037	4.11484	3.84931	1.20674	9.76721	6.12623	0.02158285
27600	-2610998	-2602107	-8890.864	0.3663551	2.93704	6.19808	6.60432	0.0141011	0.02376365	0.3425915	0.270811	0	0.230123	0.227166	0	0.2719	0.430662	4.74663	1.54684	0.270811	0.230123	0.227166	0.2719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283536	0.216316	0.216807	0.283342	0.334528	1.04305	5.56182	0.4460995	29.69473	22.0959	6.57521	3.24331	4.52199	2.24755	3.13742	2.05328	2.50328	4.0075	2.38464	3.87119	4.73614	2.65852	2.81564	0.258912	2.66522	2.21272	0.302813	2.56784	1.1329	0.795465	1.75486	0.8618	2.00181	2.48047	0.992347	1.35164	0.669382	2.22084	1.77391	1.67507	1.60826	0.520449	0.379139	0.0245962	0.0344926	0.0688638	0.101427	0.021797	0.0185229	0.0936144	0.28621	0.0482123	0.237995	0.344851	0.0520711	0.0709657	0.124906	0.0191704	0.183804	0.277086	0.339894	0.548958	0.12781	0.753386	0.338415	0.482642	0.596412	0.516572	0.407847	0.876026	0.666516	1.10546	0.26309	2.29912	3.27404	3.42596	3.39119	2.74976	1.85096	1.9069	1.62139	1.16439	1.28439	1.29457	0.830003	1.41168	1.90409	2.13864	0.885517	0.448796	1.82044	0.204513	1.18516	1.22507	1.94164	2.08088	1.41833	0.870611	1.33224	2.48554	1.78817	2.97244	2.74157	3.25139	2.31924	1.22001	2.61721	2.46372	4.02287	3.8899	2.01866	9.76721	5.72905	0.06486506
27700	-2610981	-2602110	-8870.945	0.3303102	2.79535	8.27098	7.4837	0.01407115	0.002782412	0.3275278	0.271714	0	0.228696	0.227378	0	0.272212	1.88239	0.753132	1.69693	0.271714	0.228696	0.227378	0.272212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283974	0.216456	0.216763	0.282808	0.306279	1.05043	6.21201	0.5606448	29.74284	17.2272	6.05775	5.27687	4.48444	2.16658	3.28063	2.05328	4.06029	4.0075	2.38464	3.50472	2.36791	2.34853	2.64233	1.18582	2.88743	2.40321	0.302813	2.56784	1.1329	2.34177	1.78446	1.05511	1.90483	2.12328	1.99047	1.15704	0.676715	2.22084	1.77391	1.4873	0.724677	0.520449	0.707738	0.0459746	0.0271913	0.0688638	0.0161172	0.0204999	0.120968	0.0317273	0.28621	0.0482123	0.237995	0.234252	0.243615	0.0688429	0.124906	0.0191704	0.183804	0.584715	0.282886	0.392696	0.12781	0.670732	0.297296	0.68663	0.585687	0.268596	0.212451	0.966482	1.62335	0.684449	0.911757	1.88273	3.35124	3.42596	3.39119	2.74453	1.85096	2.4589	1.4188	1.16439	1.28439	1.63873	0.830003	1.32737	2.44451	1.91268	1.9261	0.448796	2.28779	0.458969	0.502322	2.30546	2.239	2.08088	1.3293	1.08223	1.33224	2.5248	1.78817	3.06496	2.78619	3.5312	0.893985	1.04535	2.61531	2.04011	4.83865	3.8899	2.01866	9.76721	5.62458	0.008423632
27800	-2610999	-2602116	-8882.973	0.3254167	5.61104	7.41381	5.47663	0.01402072	0.03246952	0.2929472	0.271538	0	0.22819	0.227375	0	0.272896	0.353435	2.46575	6.64922	0.271538	0.22819	0.227375	0.272896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284097	0.215739	0.216224	0.28394	0.333073	1.17735	4.73287	0.466833	29.63573	17.2272	6.05775	5.56702	3.13522	2.57509	3.28063	3.05363	3.5257	3.78357	2.38464	3.50472	2.36791	2.34853	2.64233	1.18582	2.88743	2.42304	0.483698	2.56784	1.1329	2.28684	2.03763	1.05511	0.889346	0.925483	2.13234	1.15704	2.09133	2.22084	1.77192	1.16589	0.944953	0.520449	0.707738	0.0459746	0.122743	0.0688638	0.0161172	0.197991	0.120968	0.0317273	0.28621	0.0482123	0.237995	0.250266	0.243615	0.0688429	0.124906	0.0191704	0.183804	0.0875369	0.287549	0.666102	0.12781	0.670732	0.297296	0.68663	0.585687	0.129365	0.335448	0.646373	1.42252	0.684449	0.532355	1.40625	3.26114	2.88787	3.39119	2.65193	2.03127	2.47945	1.37516	0.854668	1.28439	1.72249	0.830003	1.28614	1.76033	2.21834	1.9261	0.356966	2.28779	0.326097	1.65188	0.986118	2.239	2.08088	0.797792	1.14817	1.33224	1.30544	1.10659	3.03462	2.78619	2.93711	0.817498	0.958804	2.61531	1.90346	4.8693	3.06787	2.01866	9.76721	5.669	0.09977828
27900	-2610999	-2602110	-8889.197	0.3846681	5.2533	9.64185	4.85625	0.01404631	0.003736221	0.3809318	0.271505	0	0.229592	0.226375	0	0.272527	0.688957	2.31392	13.976	0.271505	0.229592	0.226375	0.272527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28392	0.216048	0.216413	0.283618	0.340127	1.10979	5.32771	0.4634125	29.85398	12.1427	6.81751	5.30767	1.55752	2.48948	3.24935	2.32241	3.26855	2.59131	2.2308	3.81496	1.57455	1.89414	2.64233	1.18582	2.71536	2.42304	0.807506	2.40134	1.12555	2.19614	2.47314	1.05511	0.889346	1.71232	1.07941	0.988338	2.09133	1.42444	1.63055	1.16589	0.799761	0.547377	0.432075	0.0459746	0.036088	0.0688638	0.0161172	0.197991	0.0285981	0.0317273	0.239516	0.0482123	0.233457	0.134792	0.071689	0.0688429	0.124906	0.0191704	0.906918	0.654644	0.486492	0.227978	0.12781	0.670732	0.297296	0.68663	0.301745	0.298544	0.335448	0.646373	1.52557	0.635075	0.991519	1.11818	3.3997	2.67121	3.54501	2.65193	2.7017	2.46042	1.18814	0.854668	1.28439	1.71579	1.39727	0.947529	1.57299	2.25899	1.02802	0.475733	2.41134	0.326097	1.65188	1.75814	2.27922	2.08088	1.47678	1.14817	1.1836	0.600727	0.953365	2.59075	2.78619	2.16093	0.713653	0.785444	2.61531	2.14621	4.57123	3.06787	1.18043	9.76721	5.669	0.009712843
28000	-2610995	-2602109	-8885.2	0.4463294	3.55632	7.62028	4.22573	0.01403892	0.0305638	0.4157656	0.272443	0	0.228381	0.226654	0	0.272522	0.214491	6.91329	2.23526	0.272443	0.228381	0.226654	0.272522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283308	0.216539	0.215916	0.284237	0.35794	0.931389	5.03011	0.4179677	29.9659	14.6799	8.66933	3.99632	1.24736	2.48824	3.24935	2.33839	3.43845	3.34099	2.2308	3.81496	1.17173	2.52111	2.94354	2.59094	2.71536	2.38709	0.863293	2.35929	1.12555	1.99593	2.47314	1.16561	1.78202	0.782341	2.21677	1.61503	2.09133	1.71839	1.51093	1.47442	1.11483	0.547377	0.24542	0.105381	0.036088	0.0146623	0.0222584	0.197991	0.0933723	0.0541063	0.205894	0.0482123	0.233457	0.134792	0.271576	0.0688429	0.124906	0.0191704	0.649229	0.440075	0.234817	0.320729	0.136316	0.502255	0.495288	0.68663	0.178453	0.224096	0.412326	0.473992	1.52557	1.53674	0.591459	1.11818	3.39153	2.67121	3.54501	2.65193	2.17835	2.44873	0.758564	0.971916	1.28439	1.71579	1.39727	0.947529	1.57299	2.17602	1.13135	0.389593	2.41134	0.188007	0.388245	2.26982	2.43113	2.44468	1.44421	1.14817	0.947024	0.590864	1.8044	2.59075	2.68211	2.23466	0.631195	0.785444	2.59663	1.96599	4.39112	3.08754	1.26007	9.67316	5.56424	0.06847812
