Iteration	Posterior	Likelihood	Prior	birth	clock_morpho[1]	clock_morpho[2]	clock_morpho[3]	clock_nuclear	death	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_scale[1]	er_scale[2]	er_scale[3]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	F[86]	F[87]	F[88]	F[89]	F[90]	F[91]	F[92]	F[93]	F[94]	F[95]	F[96]	F[97]	F[98]	F[99]	F[100]	F[101]	F[102]	F[103]	F[104]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale[1]	pi_scale[2]	pi_scale[3]	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	turnover
15700	-2612401	-2602110	-10290.54	0.8667484	12.7371	11.8729	1.35	0.2449836	0.3456898	0.5210586	0.271946	0	0.229833	0.225985	0	0.272236	0.348806	2.61334	0.596952	0.271946	0.229833	0.225985	0.272236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28238	0.216854	0.2169	0.283866	6.78562	0.625756	0.163372	1.297114	26.69774	7.286	6.0232	11.6074	2.28617	2.07898	2.98382	1.82931	0.561668	2.24057	3.85211	3.25299	1.72429	3.63756	3.09001	0.01269	2.86539	1.92437	2.43354	2.56927	2.41067	1.64102	0.992938	1.32013	1.29144	1.30253	1.68524	2.01807	1.11552	1.06947	1.30609	1.56295	1.37724	0.532186	0.182008	0.0598933	0.0284523	0.0913412	0.0494486	0.0895728	0.02401	0.0484311	0.0928787	0.0591712	0.254971	0.576658	0.211233	0.0736159	0.0702393	0.0251792	1.32505	0.335502	0.764047	0.499509	0.184848	0.305246	0.425812	0.59381	0.386174	0.747436	0.338219	0.768884	0.917042	1.71112	1.76515	1.03298	3.19518	3.10864	2.98083	2.70579	2.04548	2.02424	0.985113	0.338414	1.22074	0.468644	1.70655	1.4686	2.00082	2.54649	1.69802	1.8166	2.07326	1.15551	0.140863	2.07993	1.94388	2.3082	0.277472	1.26795	2.35363	1.05082	0.450585	2.94931	2.67326	4.01197	4.37045	0.147758	2.94971	4.71054	3.518	2.66447	0.289714	5.15829	9.701	0.3988352
15800	-2612398	-2602109	-10288.35	0.8776095	11.7606	13.5201	1.17313	0.244698	0.2625626	0.6150469	0.271335	0	0.229108	0.226797	0	0.272761	1.09428	2.48043	5.16144	0.271335	0.229108	0.226797	0.272761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283318	0.216165	0.216211	0.284306	7.51913	0.753665	0.204901	1.366745	24.0459	7.286	5.2885	11.6074	2.17134	1.97476	2.98382	1.82931	0.561668	2.15285	4.30622	3.15837	2.30238	3.50386	3.07446	0.557761	2.86539	1.64926	2.43354	2.56927	2.4707	1.64102	0.992938	1.27774	1.75451	1.15324	1.91269	2.41031	0.711279	1.12757	1.38831	1.56295	1.25262	0.595177	0.182008	0.0864039	0.0414748	0.0913412	0.0494486	0.269282	0.0250439	0.0484311	0.210254	0.056611	0.254971	0.638776	0.207118	0.0736159	0.0568942	0.0251792	1.10868	0.377845	0.223485	0.29821	0.141419	0.373168	0.233252	0.664635	0.186583	0.22381	0.266174	0.643813	1.02496	1.16174	1.76515	0.952382	3.30348	3.10864	3.01944	2.98128	1.92132	2.02424	0.189695	0.338414	1.0921	0.468644	1.78897	1.50157	2.15782	2.00333	1.69802	1.88361	2.18354	0.80659	0.334356	2.07993	2.3508	2.55166	0.493467	1.16372	2.35363	1.12782	0.411909	3.08568	2.65615	3.57856	1.81029	0.489558	3.17108	4.71054	3.41812	2.66447	1.22907	5.15829	8.75956	0.2991793
15900	-2612398	-2602115	-10282.16	0.8824575	11.9144	10.9146	0.959123	0.2471724	0.2895406	0.592917	0.272603	0	0.228453	0.227189	0	0.271756	0.0649776	14.1835	2.3404	0.272603	0.228453	0.227189	0.271756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283173	0.215628	0.216971	0.284228	6.73178	0.66889	0.187587	1.099359	23.70104	7.286	5.03313	11.6074	2.17134	1.97476	2.98382	1.9883	0.561668	2.28244	4.33546	3.00301	2.30238	3.76377	3.09448	0.39526	2.98946	1.31937	1.95593	2.56927	2.45218	1.88985	0.833306	1.32253	1.75451	1.25993	1.53101	2.29515	0.711279	1.17164	1.38831	1.16296	1.15944	0.567744	0.187282	0.0864039	0.0414748	0.0913412	0.0494486	0.269282	0.0178935	0.0484311	0.20347	0.0559939	0.257879	0.638776	0.206654	0.0134726	0.0852972	0.0360364	1.0357	0.024476	0.052739	0.29821	0.198588	0.373168	0.191933	0.500075	0.400079	0.583173	0.364979	0.552239	1.03004	1.32568	1.76515	0.952382	3.19832	3.10864	3.01944	2.74414	1.78618	2.02424	0.339045	0.341386	0.49918	0.444506	1.41882	0.835198	2.15782	2.00333	0.857798	1.53616	1.92881	1.25359	0.364059	2.45938	2.27546	2.47278	0.493467	1.16372	2.29097	0.625512	0.172926	3.08568	2.65615	3.57856	1.81029	1.33624	2.73312	4.24559	3.43516	2.66447	1.22907	5.15829	8.75956	0.3281071
16000	-2612396	-2602118	-10278.29	0.8950317	11.6003	12.8707	1.15559	0.2470089	0.1801434	0.7148883	0.271504	0	0.2304	0.226378	0	0.271718	5.80627	0.943549	0.689309	0.271504	0.2304	0.226378	0.271718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28343	0.21616	0.216458	0.283952	8.41068	0.761458	0.288881	1.435749	10.57179	7.286	5.03313	10.3417	2.17134	2.35703	2.98382	1.9883	0.541873	2.28244	4.1796	3.20276	2.30238	3.50027	3.02131	0.162342	2.842	1.70257	2.31429	2.56927	2.415	1.86446	0.845182	1.03915	1.96793	1.25993	1.12266	2.29515	0.711279	1.35804	1.38831	1.12736	0.784038	0.614999	0.23783	0.0864039	0.0414748	0.0870967	0.0411305	0.269282	0.0167191	0.0484311	0.20347	0.0965445	0.230595	0.726758	0.205271	0.0531378	0.110405	0.0360364	1.24441	0.415918	0.0328718	0.29821	0.196092	0.373168	0.199193	0.451301	0.408955	0.559197	0.442494	0.698369	1.03004	1.32568	1.49935	1.60646	3.19148	3.11849	3.01944	2.83875	0.91495	2.02424	0.144268	0.22799	0.378105	0.464442	1.76064	0.835198	1.95478	2.00333	0.857798	1.66687	1.81982	0.688331	0.233441	2.29124	2.27546	2.47278	0.493467	1.28089	2.29097	0.625512	0.132848	3.0943	3.03786	4.01159	2.76056	0.828792	3.06465	4.2595	3.22972	2.70202	1.22907	5.31314	8.75956	0.2012704
16100	-2612399	-2602114	-10285.13	0.7814513	10.8648	11.7441	0.972723	0.2469732	0.1324287	0.6490226	0.273299	0	0.228903	0.226496	0	0.271302	0.282544	3.26443	1.06327	0.273299	0.228903	0.226496	0.271302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283749	0.215907	0.217063	0.28328	7.94299	0.732567	0.388319	1.515032	21.40425	7.286	4.93106	11.5759	2.4633	2.10277	2.98382	2.10006	0.563425	2.90651	4.19606	2.84195	2.34179	3.69664	3.05807	0.78306	2.842	1.65694	2.31429	2.56927	2.415	1.88122	1.09649	1.07988	1.94377	1.19165	1.89967	2.29515	0.548241	1.35804	1.45491	0.938269	1.44629	0.566756	0.227271	0.0864039	0.037304	0.0737903	0.0411305	0.296711	0.0167191	0.0522668	0.20347	0.106716	0.230595	0.726758	0.113129	0.11111	0.11045	0.0360364	0.672084	0.533531	0.364225	0.29821	0.259369	0.524027	0.114117	0.462651	0.347731	0.312252	0.326056	0.887733	1.49207	0.746161	1.49935	2.1835	3.13093	3.11849	3.01944	2.76044	0.91495	2.02424	0.346168	0.22799	0.321849	0.464442	1.5875	0.835198	1.95478	2.00274	1.20125	1.66687	1.93306	0.764881	1.35552	2.20432	2.27546	2.47278	0.329887	1.42423	2.29097	0.982062	0.105142	3.07678	2.96005	4.10535	2.72453	1.61226	3.06465	4.83514	3.12829	2.70202	1.45397	4.99305	9.15561	0.169465
16200	-2612382	-2602113	-10269.12	1.031475	11.9409	12.843	1.00067	0.2473636	0.05501598	0.9764588	0.272647	0	0.228787	0.225792	0	0.272774	7.60931	1.85052	0.563127	0.272647	0.228787	0.225792	0.272774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283219	0.216391	0.216891	0.283499	7.66297	0.610683	0.290612	1.327126	20.03091	7.286	5.47791	11.4712	2.4633	2.89924	3.121	2.10006	0.648823	2.90651	4.38301	2.80914	2.40304	3.69664	3.01849	0.78306	2.842	1.65694	2.31429	2.43615	2.415	1.73611	1.10683	1.15841	1.67546	1.1712	2.00615	2.05373	0.657564	1.35804	1.27577	0.938269	0.774075	0.566756	0.254162	0.0847461	0.037304	0.0737903	0.0411305	0.285109	0.0203164	0.0522668	0.20347	0.111543	0.0138956	0.744604	0.196132	0.0619448	0.0976215	0.0475203	0.948946	0.353137	0.0473197	0.498059	0.288545	0.524027	0.141716	0.531179	0.414332	0.484149	0.682571	1.43956	0.553084	0.746161	1.49935	2.1835	3.19152	3.14615	3.01944	2.76044	0.844084	2.02424	0.478172	0.189745	0.614055	0.464442	1.55696	0.825211	1.8318	2.12329	0.8289	1.69137	1.98355	0.862361	0.353193	2.11878	2.27546	2.10902	0.340493	1.3434	2.29097	0.942453	0.0214181	3.02484	2.96005	4.1564	2.54838	1.61226	3.75526	4.83514	3.12829	2.70202	0.543159	4.99305	9.46783	0.0533372
16300	-2612402	-2602112	-10290.07	0.9315831	9.67234	13.7985	1.15634	0.2463159	0.1635095	0.7680736	0.271301	0	0.229792	0.227245	0	0.271662	2.26401	0.67866	2.55138	0.271301	0.229792	0.227245	0.271662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282618	0.216805	0.217376	0.283201	7.22209	0.686831	0.216847	1.169551	18.14194	7.286	5.53783	11.6	2.21311	2.71691	3.121	1.89671	0.648823	2.90651	4.38301	2.80914	2.40304	3.65541	3.01849	0.78306	2.842	1.74193	2.31429	2.51324	2.42491	1.73611	1.15805	1.15841	1.30487	1.1712	1.2683	2.10819	0.657564	1.35804	1.14469	1.20299	0.774075	0.566756	0.236321	0.0847461	0.037304	0.0846627	0.0481874	0.185154	0.0174771	0.0522668	0.20347	0.111543	0.146405	0.744604	0.160498	0.11755	0.0976215	0.0475203	0.983451	0.332097	0.725363	0.367681	0.221439	0.312753	0.141716	0.326973	0.174461	0.500319	0.682571	1.06725	0.859301	0.684459	1.41909	2.1835	3.18567	3.14703	3.01944	3.00682	0.844084	1.8422	0.572338	0.189745	0.92428	0.743526	1.66463	0.926285	2.12241	2.08724	0.907074	1.45514	1.98355	0.956969	0.353193	2.11878	2.40134	2.03982	0.533353	1.41244	2.36407	0.942453	0.0214181	3.02484	3.07954	4.10598	2.20923	0.604136	3.75526	4.83514	3.12829	2.75405	1.91815	5.26039	9.46783	0.1755179
16400	-2612424	-2602116	-10308.07	0.678832	10.6318	12.8208	1.00796	0.2462305	0.02813524	0.6506968	0.270809	0	0.229503	0.226532	0	0.273156	22.131	1.34088	0.340573	0.270809	0.229503	0.226532	0.273156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28271	0.216749	0.216696	0.283845	6.66122	0.665272	0.206606	1.310695	18.88535	6.27651	5.53783	11.6046	2.3283	2.76032	3.36743	1.89671	0.57245	2.90651	4.22271	2.6671	1.51674	4.84658	3.18738	0.0286439	2.842	1.85868	2.31429	2.51324	1.91924	1.73611	1.01795	1.53539	1.30487	1.12775	1.43083	2.13698	0.657564	1.13857	1.44277	1.53857	0.709731	0.530009	0.233473	0.0847461	0.037304	0.0788373	0.0481874	0.185154	0.0147471	0.0631867	0.20347	0.102814	0.146405	0.705782	0.12491	0.0894508	0.0976215	0.0475203	0.983451	0.603857	0.725363	0.367681	0.286364	0.150714	0.141716	0.647619	0.290901	0.500319	0.413272	1.30738	0.697658	0.638071	1.45991	2.43436	3.26714	3.09879	3.01944	3.00682	0.799837	1.81291	0.572338	0.224911	0.842711	0.752287	1.75155	0.926285	2.12241	2.13848	0.993664	1.45514	1.98355	1.40305	0.730656	2.11878	2.49464	1.98177	0.403006	1.37266	2.47016	0.935841	0.0276445	3.02484	3.10422	4.10598	3.04703	1.77382	3.73432	4.62321	2.94755	2.63931	0.801821	6.16575	8.64843	0.04144654
16500	-2612395	-2602116	-10278.96	0.8561028	11.5408	13.5999	1.05519	0.2458325	0.1243542	0.7317486	0.272101	0	0.230261	0.225448	0	0.27219	1.71514	0.869421	0.310677	0.272101	0.230261	0.225448	0.27219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283144	0.216439	0.216505	0.283912	7.39444	0.6723	0.301008	1.565393	12.32739	6.27651	5.53783	10.5146	1.91261	2.9683	3.39972	2.47004	0.852036	2.88458	3.82481	3.28574	1.98859	4.36139	3.14846	0.165617	2.98569	1.65304	2.31429	2.47279	1.72483	2.18956	1.01795	1.34763	1.29448	1.58269	1.28233	2.13698	0.681956	1.13857	1.37123	1.53857	0.902429	0.526727	0.257813	0.0847461	0.037304	0.0788373	0.0374159	0.185154	0.0268843	0.0631867	0.20347	0.0494543	0.227692	0.539646	0.159848	0.101808	0.0976215	0.0475203	1.1221	0.626582	0.725363	0.605984	0.286364	0.763984	0.199556	0.413891	0.244814	0.500319	0.502472	1.30738	0.997404	0.925158	1.2665	2.22073	3.29504	3.07995	2.92269	2.71021	0.799837	1.81291	0.572338	0.224911	0.678852	0.92451	1.60044	0.856656	2.00505	2.13848	0.980386	1.42467	1.83253	2.15076	0.728176	2.408	2.46653	1.98177	0.338705	1.36853	2.47016	1.10352	0.0807244	3.16746	3.10422	4.10598	3.04703	1.40901	3.73432	4.44829	2.94755	2.69321	2.8804	6.57467	7.62903	0.1452561
16600	-2612384	-2602110	-10274.04	0.8201263	11.6713	13.6235	1.00023	0.2450984	0.123005	0.6971212	0.272027	0	0.230172	0.226666	0	0.271134	0.470066	0.547296	0.0806165	0.272027	0.230172	0.226666	0.271134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282803	0.216081	0.217252	0.283864	8.17823	0.676283	0.251326	1.455561	27.28424	6.27651	5.53783	11.5962	1.96832	2.82915	3.2742	2.78762	1.05091	2.88458	3.82481	4.48018	0.772253	4.36139	3.13278	0.569849	3.01601	1.75779	2.31429	2.38515	1.50725	2.3859	1.01795	1.34763	1.48528	2.03088	1.74632	2.13698	0.976541	1.43781	1.19545	1.18914	0.713873	0.526727	0.296063	0.0847461	0.0402507	0.0788373	0.0442654	0.185154	0.020028	0.0631867	0.20347	0.0556903	0.273826	0.539646	0.162435	0.0211862	0.116786	0.0579455	1.14106	0.690431	0.422621	0.233098	0.0627964	0.763984	0.199556	0.413891	0.314157	0.500319	0.502472	1.52112	0.858905	0.81399	1.26623	1.63359	3.42513	3.07995	2.92269	2.71021	0.799837	1.86873	0.884101	0.224911	0.950947	1.33868	1.60044	0.856656	1.47263	2.21265	0.980386	1.64186	1.83975	2.11145	0.854802	2.408	2.38011	1.98177	0.413652	1.26473	2.47016	1.10352	0.884336	2.70201	3.19962	4.0363	3.25765	0.571311	3.04436	4.24299	2.90461	2.69321	2.8804	6.69715	7.62903	0.1499831
16700	-2612374	-2602106	-10267.31	0.8119475	10.6212	11.551	1.05352	0.2455558	0.2156364	0.5963111	0.272559	0	0.229977	0.22619	0	0.271274	0.594782	1.52153	0.919712	0.272559	0.229977	0.22619	0.271274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282932	0.216669	0.216655	0.283744	9.26491	0.647304	0.21305	1.380118	23.11233	7.03038	5.19928	11.046	2.16741	2.82915	3.13058	2.58242	0.641731	2.88458	3.82481	4.89223	0.772253	4.59986	3.13278	0.3121	3.01601	1.84406	2.31429	2.44081	1.49246	2.3859	1.0835	1.02853	1.53084	2.03088	1.54424	2.13698	0.733525	1.24592	1.38905	1.24087	1.44449	0.526727	0.296063	0.0847461	0.0402507	0.0788373	0.0442654	0.124967	0.0225675	0.0631867	0.192329	0.0556903	0.219641	0.616193	0.162435	0.0450674	0.116786	0.0579455	1.14106	0.467592	0.745127	0.319946	0.183469	0.775692	0.199556	0.413891	0.145039	0.203164	0.41685	1.52112	0.858905	0.81399	1.40701	1.63359	3.42513	3.07995	2.96784	2.81563	0.817473	1.93713	0.330513	0.224911	0.950947	1.17296	1.76522	0.842335	2.26746	2.20878	0.980386	1.54274	1.91875	2.07786	0.624962	2.408	2.38011	2.18327	0.413652	1.26473	2.47016	1.06974	0.884336	2.70201	3.19962	3.49697	3.43797	1.05959	2.93481	4.57524	3.01874	2.69321	3.29108	6.79371	8.83115	0.2655792
16800	-2612385	-2602107	-10278.5	0.7471688	12.8826	15.8656	1.23862	0.2459524	0.1243978	0.622771	0.271714	0	0.229278	0.226884	0	0.272124	0.360318	0.677666	2.06221	0.271714	0.229278	0.226884	0.272124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283488	0.21625	0.216265	0.283997	6.33955	0.606394	0.178556	1.384714	13.91145	7.03038	5.02494	11.5604	2.20665	2.82915	2.8039	2.61446	1.04851	2.82832	4.089	5.11289	0.680683	4.4876	2.70923	0.3121	3.01601	2.07213	2.28014	2.5731	1.64609	2.3859	1.0667	1.02853	1.52096	2.19348	1.58969	1.86953	1.263	2.16395	1.67491	1.24087	1.44449	0.428691	0.17287	0.0847461	0.0402507	0.0788373	0.0442654	0.124967	0.0225675	0.0449848	0.100437	0.0556903	0.208757	0.616193	0.162435	0.0298283	0.118181	0.0526149	1.38065	0.438556	0.389706	0.56142	0.183469	0.775692	0.287679	0.413891	0.287997	0.203164	0.188836	1.36669	1.04723	0.81399	1.77111	2.33389	3.38033	3.07995	2.94542	2.71626	0.821804	1.93499	1.15699	0.347385	0.616264	1.20985	1.76451	0.842335	2.1745	2.24895	1.05865	1.73209	1.91875	1.97991	0.624962	2.20974	2.41286	2.41658	0.508172	1.46367	2.47016	1.06974	0.884336	2.72909	3.16764	3.49697	3.71864	1.05959	2.93481	4.37482	2.8657	2.7109	0.954551	6.52202	9.63771	0.1664923
16900	-2612394	-2602107	-10286.81	0.7094064	12.7929	12.5003	1.38073	0.2464282	0.2099992	0.4994071	0.272599	0	0.229468	0.226515	0	0.271419	0.142614	2.08618	0.900092	0.272599	0.229468	0.226515	0.271419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283501	0.216069	0.216859	0.283572	6.87292	0.672647	0.222592	1.294133	23.84305	7.03038	5.02494	11.6047	2.14783	2.82915	2.85939	2.79088	1.04851	2.82832	4.089	4.8187	1.16822	5.11283	2.81931	0.475015	3.01601	2.22766	2.28014	2.49469	1.61715	1.89009	1.0667	1.33083	1.52363	1.90469	1.85602	1.57773	0.755328	0.958587	1.38535	1.24087	1.44449	0.597697	0.175205	0.0638326	0.0402507	0.0788373	0.0442654	0.188071	0.0261326	0.0436223	0.136947	0.0556903	0.139886	0.0967265	0.107594	0.0250963	0.118181	0.056979	1.40789	0.108375	0.480035	0.56142	0.0360171	0.775692	0.416162	0.308306	0.24428	0.203164	0.188836	1.36669	1.34228	0.81399	1.61066	2.25224	3.41129	3.07995	2.94542	2.71626	0.969607	1.98078	0.956679	0.347385	0.726274	1.16396	1.76451	0.842335	2.1745	2.24895	1.05865	1.47556	2.00808	1.6093	0.639409	2.14896	2.40865	2.41658	0.508172	1.30251	2.39208	1.06974	0.884336	3.02532	3.16764	3.32994	3.59991	0.647148	2.96984	4.5452	2.8657	2.7109	1.85204	6.33934	9.63771	0.2960211
17000	-2612388	-2602109	-10279.48	0.6603449	12.7738	12.5765	1.17888	0.2450648	0.03725768	0.6230872	0.271766	0	0.229042	0.227132	0	0.27206	0.841356	1.03128	0.341971	0.271766	0.229042	0.227132	0.27206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283007	0.217062	0.216659	0.283273	8.7216	0.733304	0.193981	1.355639	27.80601	7.08373	5.13637	11.6053	2.14783	2.82915	2.90226	2.79088	0.821085	2.82832	4.089	3.96342	0.964358	4.25115	2.81998	1.92604	2.99025	2.25467	2.28014	2.49469	1.65455	1.95112	0.983305	1.22289	1.55846	1.95049	1.85602	1.57773	1.3525	0.933446	1.42992	1.00837	1.4333	0.556131	0.155652	0.0638326	0.0402507	0.080589	0.0442654	0.153989	0.0196145	0.0436223	0.20749	0.0824617	0.185635	0.0967265	0.188527	0.0965495	0.118181	0.056979	1.37576	0.19792	0.168832	0.589776	0.118306	0.632664	0.305054	0.328548	0.27818	0.400911	0.530834	0.8311	0.871039	0.81399	1.30034	2.25224	3.50729	3.07995	2.94542	2.71626	1.49412	1.98078	0.818877	0.347385	0.726274	1.18579	1.77426	0.842335	1.30889	2.19711	0.784094	1.3952	1.9824	1.95046	0.639409	2.23173	2.40865	2.40551	0.508172	1.2169	1.65141	1.06974	0.797017	3.02532	2.97581	3.35874	3.48368	0.647148	2.71267	4.54078	2.8657	2.60141	1.99298	6.54116	9.15784	0.05642155
