Iteration	Posterior	Likelihood	Prior	birth	clock_morpho[1]	clock_morpho[2]	clock_morpho[3]	clock_nuclear	death	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_scale[1]	er_scale[2]	er_scale[3]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	F[86]	F[87]	F[88]	F[89]	F[90]	F[91]	F[92]	F[93]	F[94]	F[95]	F[96]	F[97]	F[98]	F[99]	F[100]	F[101]	F[102]	F[103]	F[104]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale[1]	pi_scale[2]	pi_scale[3]	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	turnover
6200	-2612384	-2602113	-10271.61	1.208755	13.0993	12.6548	1.09862	0.2474025	0.3515569	0.8571985	0.271829	0	0.23044	0.225843	0	0.271888	0.26475	2.51158	2.55569	0.271829	0.23044	0.225843	0.271888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283676	0.216385	0.216843	0.283096	6.23087	0.665612	0.19624	1.256324	18.01743	6.73905	5.2877	4.67001	4.10272	2.79614	2.9115	2.19159	4.67254	3.36466	2.76489	3.08645	2.40378	5.17324	2.90148	2.09169	2.70088	1.42847	1.4211	2.47748	1.50372	0.279958	1.15281	0.845773	1.90572	0.700989	1.38239	1.03382	2.21377	1.3832	0.890904	1.32883	1.55625	0.515026	0.384856	0.0362624	0.052062	0.113734	0.0397079	0.138535	0.0133453	0.0331798	0.182677	0.0669934	0.0904963	0.22659	0.142392	0.0330634	0.07893	0.0221386	1.02999	0.716813	0.0844085	0.295962	0.0888941	0.313783	0.0615112	0.307872	0.668744	0.312499	0.592701	0.701133	1.04496	0.815479	0.410253	1.48805	3.1471	2.93658	2.86119	2.63682	1.3337	1.95873	2.09909	0.197602	0.522243	1.19974	1.44189	1.41183	0.387499	2.13342	1.25496	2.38791	2.01824	1.84009	2.19641	1.10646	0.346677	2.30543	1.02214	1.63096	1.05684	1.94605	1.76403	2.67422	3.09095	3.62213	0.0262495	0.554399	2.69905	2.09518	2.60405	2.71791	0.129651	5.55882	10.2989	0.290842
6300	-2612386	-2602116	-10269.63	1.193303	11.9635	12.7555	1.05571	0.2478482	0.530844	0.6624586	0.272677	0	0.229404	0.227126	0	0.270793	1.05278	0.746828	0.297735	0.272677	0.229404	0.227126	0.270793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282888	0.216604	0.216275	0.284234	7.13979	0.600015	0.185176	1.310194	13.13278	6.73905	5.01499	4.67001	4.10272	3.01561	2.78733	2.19159	4.42089	4.12212	2.71658	3.08645	2.40378	5.17324	2.85151	2.02387	2.70088	1.42847	1.4211	2.47748	1.50372	0.536266	0.974863	0.845773	1.90572	0.75395	2.00481	1.03382	2.21377	1.10169	0.887676	1.3408	1.7769	0.46675	0.431832	0.0858859	0.052062	0.113734	0.0576515	0.090154	0.0144788	0.0376705	0.195034	0.0737165	0.190913	0.066247	0.142392	0.0274877	0.102179	0.0221386	0.543372	0.716813	0.375864	0.301007	0.209327	0.313783	0.0661891	0.135208	0.668744	0.441227	0.442043	0.466211	1.51679	1.13702	0.521052	2.46139	3.07651	2.95856	2.86119	2.73722	1.45437	1.95873	1.90417	0.325041	0.500555	1.76206	1.48522	1.41183	0.843796	1.9691	2.0569	2.30466	2.27272	1.84009	2.19641	1.15163	0.777719	2.30543	1.11066	1.63096	0.937127	1.94605	1.82439	2.67422	3.04549	3.7716	0.370106	0.775086	2.61196	2.32707	2.60405	2.6538	0.170807	5.49122	10.1983	0.4448528
6400	-2612391	-2602109	-10281.69	0.997194	12.1797	12.7006	1.3311	0.2466903	0.4652091	0.5319849	0.272793	0	0.228563	0.226304	0	0.272341	0.788515	0.980066	0.587967	0.272793	0.228563	0.226304	0.272341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282975	0.216929	0.21648	0.283617	6.79546	0.635981	0.20185	1.348541	14.77818	7.11088	5.20328	4.67001	4.10272	3.04179	2.78733	2.19159	4.40275	4.12212	2.72171	2.93372	2.40378	5.17324	2.97777	2.194	2.70088	1.53154	1.27559	2.47748	1.50372	0.314048	0.974863	0.845773	1.90572	0.670559	2.00481	1.03382	2.22757	1.05392	0.784965	1.52874	1.7769	0.559002	0.431832	0.0689762	0.0306045	0.113734	0.0610317	0.189683	0.0186844	0.0564732	0.245459	0.0708253	0.166353	0.289885	0.0703765	0.068867	0.102179	0.0221386	0.523031	0.716358	0.324297	0.395378	0.209327	0.137994	0.0773208	0.290348	0.646084	0.046665	0.668197	1.21349	1.28804	1.13702	0.922369	2.46139	3.07651	2.95856	2.78583	2.73722	1.66437	2.1035	0.409046	0.479166	0.710211	1.76206	1.58099	1.41183	0.364968	1.97273	2.0569	2.35086	1.89256	1.98433	2.08172	1.0218	0.0548574	1.86436	1.08361	1.55979	1.26255	2.24929	2.07921	2.67422	3.01729	3.7716	0.058029	1.28454	2.59867	2.267	2.60405	2.72667	0.654365	5.34236	10.22	0.4665181
6500	-2612394	-2602110	-10284.12	0.9911317	10.98	13.7043	1.2478	0.2465757	0.415552	0.5755797	0.271933	0	0.228395	0.226891	0	0.272781	0.842348	1.16109	1.6769	0.271933	0.228395	0.226891	0.272781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28327	0.21601	0.216808	0.283912	6.93022	0.641944	0.139207	1.048316	13.64606	7.11088	5.66952	4.67001	4.50846	2.99787	2.78711	2.19159	3.41992	4.62736	4.33867	2.93372	2.40378	5.17324	3.14566	2.39472	2.83559	1.53154	1.27559	2.48626	1.50372	0.60961	0.974863	0.992571	1.90572	0.898371	2.00481	0.935831	2.28272	0.841337	0.784965	1.18071	1.65907	0.702837	0.499624	0.0689762	0.0306045	0.105815	0.0610317	0.189683	0.0186844	0.0525861	0.283083	0.0626293	0.182664	0.467804	0.0466905	0.108021	0.102179	0.0221386	0.514467	0.623438	0.0939884	0.266484	0.199442	0.206557	0.0535135	0.241958	0.646084	0.046665	0.540124	1.56233	1.28804	0.908517	0.922385	2.46139	3.41518	2.90399	2.79761	2.73722	1.66437	2.08307	0.474863	0.0909762	1.13716	1.74739	1.68297	1.41183	0.526963	1.82414	2.0569	2.35086	2.48402	1.82394	2.0418	1.1175	0.814643	1.86436	1.00495	1.58057	0.977035	2.24929	1.97084	2.67422	3.01729	4.19081	0.529	1.28454	2.59867	2.24842	2.60405	2.6381	0.596752	5.31255	10.2391	0.4192702
6600	-2612425	-2602109	-10315.34	0.7948586	14.5813	13.2819	1.13143	0.2468039	0.499323	0.2955356	0.272295	0	0.229505	0.226695	0	0.271505	0.309196	0.754316	0.704507	0.272295	0.229505	0.226695	0.271505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283444	0.21645	0.217515	0.282591	6.07036	0.629739	0.304433	1.346864	14.18715	7.11088	5.66952	4.97798	4.54584	2.97224	2.78711	2.19159	3.41992	4.80558	3.47159	3.09387	0.803393	4.76971	3.18055	2.39472	2.83269	1.56491	0.796871	2.48626	1.36327	0.442483	0.896155	0.992571	1.79743	0.703135	2.00481	0.814623	2.28272	0.988688	0.784965	1.37435	0.345023	0.702837	0.252428	0.0689762	0.0306045	0.105815	0.0637102	0.156034	0.0189042	0.0404023	0.230107	0.0568667	0.196306	0.0364009	0.0546534	0.119954	0.0585077	0.0221386	0.61587	0.168496	0.328365	0.225643	0.268347	0.206557	0.0196894	0.261399	0.646084	0.0256545	0.540124	1.23924	1.38071	0.443419	0.764364	2.40246	3.42303	2.90399	2.79279	2.64287	1.65156	2.08307	0.474863	0.708283	0.885941	1.74739	1.72688	1.18658	0.584096	2.01293	2.0569	2.29444	2.43345	1.82394	1.97333	1.02246	0.821228	1.86436	0.908251	1.21938	1.14632	1.88468	2.13314	2.67422	3.09436	4.19081	0.29	1.69529	2.59867	2.60844	2.60405	2.78032	0.729666	5.31255	10.2614	0.628191
6700	-2612411	-2602108	-10302.84	0.9790923	13.102	11.9508	1.10133	0.2460975	0.2671068	0.7119855	0.272061	0	0.230155	0.225449	0	0.272335	1.52664	1.9412	0.381442	0.272061	0.230155	0.225449	0.272335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283259	0.216785	0.216929	0.283028	7.33866	0.685464	0.166683	0.9990523	24.86231	7.11088	5.50278	4.97798	4.54584	2.87273	2.61166	1.93865	3.61209	4.80558	3.18914	3.09387	0.76451	4.76971	3.18055	2.64748	2.83269	1.68299	1.0149	2.57794	1.05513	0.491227	0.994959	0.841111	1.62015	0.505717	2.00481	1.28903	2.28272	0.988688	0.784965	1.6806	0.345023	0.702837	0.608958	0.0689762	0.0306045	0.105815	0.0462978	0.156034	0.0134222	0.0404023	0.252917	0.0568667	0.196306	0.603271	0.0407349	0.119954	0.0797035	0.0221386	0.513009	0.585897	0.207117	0.482067	0.113908	0.206557	0.0547221	0.203579	0.337317	0.203467	0.540124	1.33839	1.38071	1.08744	0.764364	2.40246	3.42303	2.90399	2.79279	2.70516	1.84806	2.3157	0.395781	0.151581	0.700977	1.52415	1.76045	1.27994	0.614217	2.01293	2.48207	2.29444	2.44569	1.81836	1.62375	0.966157	0.64701	1.99149	0.908251	1.38578	1.01521	1.8508	2.00048	2.67422	3.07329	3.89867	0.18453	1.06424	2.60001	2.60844	4.18032	2.68537	0.985252	5.09582	10.2823	0.2728107
6800	-2612423	-2602109	-10314.3	0.912274	11.8387	11.5255	1.1237	0.2465114	0.4935763	0.4186976	0.271899	0	0.229266	0.225412	0	0.273422	1.32677	0.833265	0.599612	0.271899	0.229266	0.225412	0.273422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282986	0.216539	0.21696	0.283515	7.32067	0.66111	0.1968	1.326477	12.16899	7.11088	6.10692	4.97798	4.38246	2.87273	2.61166	1.93865	3.18679	4.80558	3.03703	3.01263	1.21458	4.76971	3.18055	1.61777	2.72377	1.51155	0.904882	2.47223	0.97682	0.37733	1.17554	0.840453	1.52666	0.511256	2.00481	1.28903	2.10453	0.988688	0.784965	1.6806	0.366778	0.578646	0.629335	0.0689762	0.0548613	0.105815	0.0462978	0.195055	0.0237572	0.0404023	0.252917	0.111483	0.166877	0.525077	0.215487	0.119954	0.0797035	0.0400146	0.601759	0.585897	0.267865	0.482067	0.113908	0.206557	0.105379	0.152959	0.337317	0.0428008	0.487245	1.513	1.38071	1.62715	1.09404	2.40246	3.34767	2.90399	2.80699	2.70516	1.02527	2.06086	0.375207	0.136222	0.700977	1.52415	1.79173	1.27994	0.57951	2.16793	1.94482	2.29444	2.50115	1.79329	1.62375	0.83104	1.10669	1.99149	1.0158	1.60124	1.57153	1.02675	2.03109	2.67422	3.07329	3.73779	0.023531	1.01887	2.60001	2.60844	4.18032	2.73808	0.190441	5.09582	10.1641	0.5410396
6900	-2612420	-2602112	-10308.2	1.083204	12.4217	12.1097	1.23713	0.2460871	0.3641872	0.7190166	0.271508	0	0.228883	0.227377	0	0.272232	0.400773	3.62179	8.29767	0.271508	0.228883	0.227377	0.272232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28339	0.216751	0.216724	0.283134	7.49085	0.660123	0.217427	1.567751	10.33832	7.11088	6.10692	5.04141	3.90236	2.88881	2.61166	1.93865	3.404	4.57107	2.60363	3.08544	1.21458	4.76971	3.18055	2.53184	2.94161	1.48032	0.868841	2.47223	0.97682	0.37733	0.88181	0.862144	1.43599	0.199215	1.39063	1.15296	2.0791	0.875568	0.784965	1.6806	0.570585	0.693194	0.729853	0.0689762	0.0548613	0.105815	0.0603427	0.202746	0.0237572	0.0404023	0.252917	0.111483	0.214557	0.078118	0.203955	0.0558041	0.0797035	0.0451878	0.398875	0.237366	0.496546	0.401808	0.0293131	0.206557	0.105379	0.218726	0.337317	0.181801	0.681682	1.36061	1.38071	1.74855	1.29387	2.40246	3.43338	2.90399	2.8238	2.67209	1.02527	2.06086	0.610236	0.0571486	0.328983	0.722733	1.79173	1.28506	0.786581	2.03929	1.67155	2.4392	2.50115	1.77858	1.74357	0.95457	1.09909	2.25551	0.875825	1.66217	0.926131	1.36895	2.49587	2.67422	3.10434	3.83925	0.0727611	1.44051	2.60001	2.34858	4.18032	2.73808	0.611195	5.24336	10.2957	0.336213
7000	-2612402	-2602108	-10293.83	1.164173	10.8577	10.5091	1.39871	0.2470064	0.6356891	0.5284841	0.271687	0	0.229769	0.225973	0	0.27257	0.35436	1.92673	1.81642	0.271687	0.229769	0.225973	0.27257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283055	0.216939	0.216876	0.283131	8.10158	0.645614	0.212985	1.264978	24.00826	7.7186	5.89378	5.04141	3.23746	2.88881	2.61162	2.21555	3.09022	4.57107	2.60363	2.98388	0.619231	4.76971	3.18055	2.53184	2.90181	1.48032	1.04119	2.58036	1.10518	0.37733	1.333	0.862144	1.43599	0.199215	1.39063	1.55005	2.23852	0.875568	0.784965	1.51521	0.570585	0.655679	0.729853	0.0689762	0.0564679	0.105815	0.0603427	0.202746	0.0285877	0.0404023	0.276449	0.0535177	0.288027	0.15504	0.203955	0.0558041	0.0975254	0.0451878	0.588857	0.237366	0.397432	0.383468	0.232923	0.206557	0.0219527	0.259939	0.337317	0.0345705	0.729198	1.36307	1.38071	1.74855	1.31336	2.47294	3.21468	2.90399	2.8238	2.67209	1.10622	2.29236	1.46381	0.121104	0.328983	1.05012	1.79173	1.20828	0.786581	2.18999	2.10361	2.27792	2.3585	1.77858	2.02415	0.95457	1.51815	1.86191	0.875825	1.66217	0.918776	1.36895	2.50264	2.67422	3.10434	3.83925	0.0153141	2.00733	2.58921	2.34858	4.57623	2.73808	0.719724	5.10712	10.2957	0.5460434
7100	-2612387	-2602108	-10278.64	1.059071	12.4863	13.0769	1.45256	0.2472595	0.322073	0.7369984	0.272703	0	0.229188	0.226212	0	0.271897	0.530372	1.50901	2.64013	0.272703	0.229188	0.226212	0.271897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283275	0.216083	0.217088	0.283555	7.09039	0.624306	0.211838	1.51022	14.62337	7.7186	5.7996	5.04141	3.35397	2.88881	2.85899	2.50458	1.96226	4.53008	2.84461	4.00265	0.938681	4.76971	3.18055	1.9611	2.92813	1.20206	0.99163	2.58036	1.10518	0.595184	1.51685	2.19455	1.37535	0.199215	1.39063	1.31068	1.49515	1.11949	0.718456	1.52532	0.479356	0.554909	0.729853	0.0689762	0.0415776	0.105815	0.0603427	0.202746	0.0148028	0.0889033	0.276449	0.0535177	0.276662	0.615295	0.189625	0.0794284	0.0975254	0.052747	0.588857	0.295439	0.215645	0.195718	0.0227319	0.206557	0.0324961	0.160155	0.337317	0.150688	0.774723	1.02721	1.38071	1.61413	1.31336	2.47294	3.21468	2.88717	2.8238	2.73286	0.989531	2.30983	1.46381	0.0193655	0.328983	0.813577	1.79173	1.38785	0.648283	2.02874	2.06392	2.27792	2.52382	1.19713	1.07044	1.07371	1.06593	1.86076	0.875825	1.65365	0.918776	1.36895	2.46207	2.67422	3.06804	4.12815	0.0153141	1.19511	2.58921	2.34431	4.57623	2.66288	0.708608	5.10712	10.2977	0.3041088
7200	-2612397	-2602109	-10287.93	1.060372	11.3667	12.1468	1.24252	0.2471988	0.4220548	0.6383171	0.27293	0	0.229215	0.22673	0	0.271125	0.84781	2.35149	1.68819	0.27293	0.229215	0.22673	0.271125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283035	0.21629	0.216891	0.283784	8.32362	0.701171	0.241859	1.149694	14.87732	7.7186	6.16455	5.04141	3.67972	2.88881	2.85899	2.50458	1.96226	4.53008	1.8576	4.00265	0.938681	5.04375	3.15856	0.663926	2.92813	1.27708	0.99163	2.58036	1.06998	0.930916	1.48755	2.4889	1.18268	0.199215	1.37613	1.31068	1.53867	1.11277	0.718456	1.52532	0.609369	0.617615	0.483833	0.0940094	0.0348288	0.105815	0.0603427	0.202746	0.0199237	0.0359744	0.293344	0.0687047	0.276662	0.357726	0.189625	0.0714517	0.0975254	0.0437327	0.991197	0.295439	0.350582	0.754158	0.0227319	0.206557	0.0857467	0.160155	0.308257	0.0542144	0.774723	0.904536	1.38071	1.49819	1.31336	2.41772	3.21468	2.88717	2.8238	2.60114	0.989531	2.43391	1.1056	0.174053	0.328983	0.813577	1.76879	1.21733	0.674939	2.02874	2.06392	2.24856	1.92354	1.06523	1.4124	1.07371	1.00275	1.90298	0.690019	1.53366	0.941684	1.49396	2.46207	2.67422	3.06804	4.31718	0.158906	0.818572	2.58921	2.25476	4.57623	2.67725	0.618585	5.10712	10.2977	0.3980252
7300	-2612385	-2602111	-10273.63	1.129948	11.5552	11.9773	1.3948	0.2473783	0.2047426	0.9252052	0.270424	0	0.229716	0.226883	0	0.272977	1.80248	1.26744	0.374641	0.270424	0.229716	0.226883	0.272977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283132	0.216887	0.216998	0.282983	7.8444	0.699831	0.243951	1.290987	24.57053	7.7186	6.09042	5.04141	3.79151	2.88881	2.85899	2.50458	2.53408	4.53008	1.8576	4.87998	0.811037	5.15805	3.13546	0.164664	2.78852	1.2513	0.942036	2.58036	1.06998	0.914368	1.54159	2.45228	1.10242	0.199215	1.12296	1.48865	1.64787	1.1357	0.443103	1.52532	0.687956	0.682511	0.546451	0.0940094	0.0348288	0.105815	0.0603427	0.211778	0.0145243	0.0359744	0.299373	0.0687047	0.274874	0.538372	0.189625	0.0646974	0.0975254	0.042889	0.950562	0.184829	0.0173054	0.359341	0.0850992	0.312466	0.0857467	0.160155	0.274492	0.106025	0.60923	0.657585	1.26063	1.49819	0.469105	2.01579	3.21468	2.88717	2.81845	2.72912	1.30494	1.96775	1.12789	0.326005	0.488922	1.29103	1.76879	0.992191	0.674939	2.13303	1.40409	2.13942	1.92354	1.15719	1.46367	1.07371	1.00275	1.90298	0.598607	1.64298	0.939267	1.65602	2.37101	2.67422	2.91432	4.31718	0.0188345	0.0516369	2.58921	1.95621	4.48345	2.67725	1.01298	5.10712	10.2977	0.1811965
7400	-2612372	-2602110	-10261.83	1.352373	11.0758	11.3922	1.2988	0.2471883	0.3253264	1.027047	0.271608	0	0.228876	0.226151	0	0.273365	1.53954	2.37246	3.70784	0.271608	0.228876	0.226151	0.273365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283357	0.216951	0.216443	0.28325	7.77016	0.65576	0.208876	1.708405	14.42354	7.48318	6.09042	6.39327	3.90702	2.898	2.85899	2.50458	2.30207	4.53008	1.8576	4.93364	0.362436	5.14828	3.13546	0.519655	2.73953	0.634793	0.898523	2.58036	1.12298	0.923229	1.54159	2.38303	1.10242	0.385123	1.52993	1.48865	1.36833	0.940174	0.42765	0.922758	0.685592	0.682511	0.546451	0.0940094	0.0398096	0.105815	0.0603427	0.221811	0.0235707	0.0626981	0.299373	0.0687047	0.243215	0.538372	0.151389	0.0309222	0.0975254	0.040044	0.950562	0.184829	0.0173054	0.341489	0.272913	0.312466	0.0282391	0.133078	0.306543	0.218693	0.649219	0.938916	1.18158	1.39333	1.21587	2.01579	3.17744	2.90055	2.81845	2.67898	1.59803	2.39189	1.12789	0.4511	0.488922	1.53173	1.76879	0.909189	0.732489	2.03464	2.00084	2.03143	1.92177	1.07965	1.46367	1.22152	1.32683	1.93837	0.580719	1.2706	0.939267	1.75686	2.37101	2.67422	3.06041	4.42834	0.162844	0.788676	2.58921	1.83085	4.19259	2.8443	0.387002	5.11829	10.2977	0.2405597
7500	-2612390	-2602110	-10279.94	0.8223914	11.0758	10.9939	1.39065	0.2478052	0.2586906	0.5637008	0.271123	0	0.228502	0.227391	0	0.272984	1.53954	3.40864	0.704277	0.271123	0.228502	0.227391	0.272984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283348	0.216566	0.216348	0.283738	7.77016	0.70409	0.180967	1.342412	17.90805	7.27219	6.09042	6.39327	3.80997	2.74048	2.87369	2.50458	2.15701	3.09555	1.83907	4.63062	1.06171	5.14011	3.10681	0.405532	2.7969	0.95922	0.944566	2.58036	1.03989	0.890528	1.49017	2.38303	1.31482	0.385123	1.52993	1.48865	1.54758	0.894861	0.42765	1.19084	0.686854	0.661996	0.538864	0.0940094	0.0398096	0.105815	0.0603427	0.221811	0.0283712	0.0626981	0.264464	0.115509	0.208763	0.538372	0.151389	0.0790426	0.08846	0.040044	0.994032	0.729811	0.0173054	0.341489	0.28065	0.303949	0.125886	0.188377	0.306543	0.018881	0.649219	0.938916	1.4005	1.23694	1.21587	1.6463	3.50272	2.90055	2.78704	2.66814	1.59803	2.11919	1.36614	0.4511	0.488922	1.00568	1.76879	0.909189	0.732489	2.03464	1.70437	2.16808	2.27846	1.73128	1.93977	1.05082	1.37936	1.84047	0.560679	1.2706	0.939267	1.04509	2.51167	2.68946	3.00944	4.42834	0.0408617	0.5865	2.58921	1.89892	3.91487	3.12586	0.387002	5.20073	10.2987	0.314559
