Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	kappa	p_inv	p_inv_indicator	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	sub_rate	sub_rate_vec[1]	sub_rate_vec[2]	sub_rate_vec[3]	sub_rate_vec[4]	sub_rate_vec[5]	TL
3462	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00573114	0.0113597	0.553474	0.0418335	0.753238	1.578571
3463	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.680952	0.00566603	0.862077	0.00347498	0.738433	1.611605
3464	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.52588	0.00597759	0.017035	0.0564477	0.753238	1.578571
3465	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.0039909	0.0071958	0.0546984	0.0564992	0.738433	1.611605
3466	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00403878	0.324158	0.00331856	0.0767091	0.753238	1.578571
3467	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.222503	0.012905	0.00103841	0.00138399	0.738433	1.611605
3468	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0466932	0.202329	0.00773191	0.167325	0.753238	1.578571
3469	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.515438	0.237939	0.0103908	0.0582401	0.738433	1.611605
3470	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0322142	0.59337	0.0720352	0.682247	0.753238	1.578571
3471	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.0598674	0.500159	0.0039548	0.0116494	0.738433	1.611605
3472	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00108385	0.00406661	0.0437054	0.109933	0.753238	1.578571
3473	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.975384	0.798971	0.0451686	0.00896527	0.738433	1.611605
3474	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0275701	0.0365772	0.175251	0.5959	0.753238	1.578571
3475	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.00298268	0.120835	0.00218931	0.00448648	0.738433	1.611605
3476	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.847882	0.0517751	0.0144196	0.00165951	0.753238	1.578571
3477	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.00107091	0.732882	0.00361419	0.00116326	0.738433	1.611605
3478	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.355587	0.438095	0.0719862	0.334152	0.753238	1.578571
3479	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.0278231	0.350303	0.0389299	0.176393	0.738433	1.611605
3480	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.670066	0.00553448	0.117294	0.0575161	0.753238	1.578571
3481	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.00277905	0.017099	0.921589	0.995125	0.738433	1.611605
3482	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00476889	0.0573773	0.0815541	0.148372	0.753238	1.578571
3483	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.00872163	0.239406	0.0385894	0.569268	0.738433	1.611605
3484	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.202011	0.00478558	0.00769055	0.0114142	0.753238	1.578571
3485	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.304463	0.0163058	0.758221	0.00734972	0.738433	1.611605
3486	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00232525	0.00460178	0.00394995	0.096763	0.753238	1.578571
3487	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.808097	0.299197	0.626743	0.0334545	0.738433	1.611605
3488	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00275541	0.162777	0.00145057	0.00480406	0.753238	1.578571
3489	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.00162865	0.208248	0.0218465	0.00182498	0.738433	1.611605
3490	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.800869	0.866684	0.0930727	0.00778254	0.753238	1.578571
3491	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.297361	0.0346302	0.0110541	0.0590924	0.738433	1.611605
3492	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.165875	0.713083	0.0392961	0.119468	0.753238	1.578571
3493	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.571349	0.00267304	0.0231259	0.0128885	0.738433	1.611605
3494	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0750922	0.00154519	0.00422322	0.0026688	0.753238	1.578571
3495	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.313676	0.0131665	0.00167163	0.381339	0.738433	1.611605
3496	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0684436	0.111311	0.00290329	0.00525641	0.753238	1.578571
3497	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.341096	0.00248078	0.377289	0.375934	0.738433	1.611605
3498	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00495379	0.150674	0.0118838	0.00421741	0.753238	1.578571
3499	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.434328	0.0186829	0.974982	0.00744249	0.738433	1.611605
3500	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.162316	0.0060088	0.00364527	0.0415247	0.753238	1.578571
3501	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.00912754	0.480626	0.673397	0.00235162	0.738433	1.611605
3502	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.35978	0.00557239	0.817737	0.00520797	0.753238	1.578571
3503	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.0128376	0.482788	0.0405905	0.263471	0.738433	1.611605
3504	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00445749	0.00124476	0.116575	0.0021797	0.753238	1.578571
3505	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.00236129	0.233783	0.00248482	0.00455238	0.738433	1.611605
3506	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0634207	0.00848431	0.512634	0.00347953	0.753238	1.578571
3507	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.00551116	0.00551139	0.141088	0.0351575	0.738433	1.611605
3508	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.202424	0.00197183	0.363763	0.0532463	0.753238	1.578571
3509	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.895186	0.48493	0.342527	0.250863	0.738433	1.611605
3510	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00793848	0.0744655	0.198002	0.00571677	0.753238	1.578571
3511	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.169264	0.021474	0.340955	0.689452	0.738433	1.611605
3512	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00726366	0.00183602	0.00113058	0.203969	0.753238	1.578571
3513	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.6935	0.0136039	0.0481024	0.128368	0.738433	1.611605
3514	0	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.187538	0.00341678	0.0603833	0.00220512	0.753238	1.578571
3515	1	-nan	-nan	-nan	3.160911e+07	1	0.00738374	0.0172435	0.00492689	0.137467	0.00293839	0.129473	0.0544643	0.156573	0.996053	0.00446533	0.00595147	0.0107079	0.0200295	0.00370516	0.0401713	0.00997055	0.0100812	0.192701	0.134581	0.309791	0.00908019	0.0397767	0.314071	9.500146e-07	-nan	1	0.281968	0.217149	0.218177	0.282705	4	0.999774	0.999942	1.00006	1.00023	0.7384334	0.147402	0.00158571	0.301748	0.251198	0.738433	1.611605
