Iteration	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	kappa	p_inv	p_inv_indicator	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	sub_rate	sub_rate_vec[1]	sub_rate_vec[2]	sub_rate_vec[3]	sub_rate_vec[4]	sub_rate_vec[5]	TL
11720	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0966025	0.274996	0.00107791	0.0111248	0.753238	1.578571
11730	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.105036	0.0344771	0.00150367	0.764221	0.753238	1.578571
11740	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.104129	0.214971	0.0925754	0.00123994	0.753238	1.578571
11750	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.427461	0.00656782	0.00242242	0.0597416	0.753238	1.578571
11760	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0702994	0.0127304	0.00693508	0.00945754	0.753238	1.578571
11770	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00161937	0.0263375	0.942339	0.0769528	0.753238	1.578571
11780	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0104118	0.187152	0.0892614	0.00196957	0.753238	1.578571
11790	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0154316	0.00181365	0.0382102	0.0112999	0.753238	1.578571
11800	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0271488	0.00947402	0.00995016	0.151733	0.753238	1.578571
11810	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00167401	0.0290726	0.00289137	0.0374967	0.753238	1.578571
11820	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00286942	0.00126648	0.00118244	0.0259292	0.753238	1.578571
11830	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00108246	0.25839	0.040412	0.757209	0.753238	1.578571
11840	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00329871	0.461685	0.00748287	0.00137454	0.753238	1.578571
11850	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.820417	0.451325	0.205787	0.0422353	0.753238	1.578571
11860	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.713652	0.0685759	0.00114771	0.721468	0.753238	1.578571
11870	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.184126	0.00237862	0.0391861	0.00176471	0.753238	1.578571
11880	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.118875	0.00725048	0.152785	0.106069	0.753238	1.578571
11890	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0241034	0.787854	0.923588	0.279679	0.753238	1.578571
11900	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00418329	0.00140369	0.0447413	0.634673	0.753238	1.578571
11910	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.343345	0.720533	0.00115656	0.0130276	0.753238	1.578571
11920	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0414994	0.00702	0.019656	0.0804667	0.753238	1.578571
11930	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.826668	0.00107183	0.00403696	0.122984	0.753238	1.578571
11940	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.499475	0.0767996	0.168529	0.246042	0.753238	1.578571
11950	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.758032	0.0328766	0.0108182	0.0038877	0.753238	1.578571
11960	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00278185	0.319047	0.0206771	0.347175	0.753238	1.578571
11970	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0705889	0.00286763	0.463381	0.812707	0.753238	1.578571
11980	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00101413	0.405434	0.0736782	0.0554541	0.753238	1.578571
11990	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00761694	0.134957	0.00394934	0.017588	0.753238	1.578571
12000	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0038642	0.00104085	0.0152808	0.00363942	0.753238	1.578571
12010	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0467555	0.664702	0.00647113	0.00115237	0.753238	1.578571
12020	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00171249	0.0250556	0.00367142	0.05185	0.753238	1.578571
12030	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.077961	0.0524887	0.14672	0.646221	0.753238	1.578571
12040	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.336505	0.00327393	0.00325467	0.04805	0.753238	1.578571
12050	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.424006	0.0785566	0.519294	0.0215346	0.753238	1.578571
12060	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0333705	0.00202346	0.0607276	0.171532	0.753238	1.578571
12070	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00932293	0.299914	0.0438167	0.0083765	0.753238	1.578571
12080	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.214023	0.991017	0.370583	0.260559	0.753238	1.578571
12090	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00729262	0.00121116	0.0220082	0.0711975	0.753238	1.578571
12100	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.522759	0.25204	0.570496	0.0294659	0.753238	1.578571
12110	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0628787	0.00257595	0.236365	0.250551	0.753238	1.578571
12120	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0120982	0.216188	0.00544261	0.0553386	0.753238	1.578571
12130	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.124891	0.0793544	0.00330015	0.0269861	0.753238	1.578571
12140	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00441211	0.00106188	0.00109991	0.183909	0.753238	1.578571
12150	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0534501	0.392736	0.0389213	0.315222	0.753238	1.578571
12160	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.116297	0.308917	0.00431922	0.0105011	0.753238	1.578571
12170	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00887799	0.958878	0.00267732	0.0016942	0.753238	1.578571
12180	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00591695	0.0092532	0.00249252	0.222952	0.753238	1.578571
12190	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00998035	0.534631	0.275748	0.131232	0.753238	1.578571
12200	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00294733	0.107214	0.021684	0.0260699	0.753238	1.578571
12210	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.0107322	0.0565687	0.00261735	0.0023741	0.753238	1.578571
12220	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00181021	0.0320096	0.0226266	0.0486613	0.753238	1.578571
12230	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.00210457	0.00259803	0.00977803	0.0624838	0.753238	1.578571
12240	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.77717	0.0983687	0.367139	0.0403311	0.753238	1.578571
12250	-nan	-nan	-nan	2.286138e+07	1	0.016458	0.0165875	0.00490593	0.136701	0.00267232	0.1251	0.0537815	0.151739	0.977287	0.00426901	0.0104546	0.00456534	0.00601705	0.0384633	0.00610928	0.0199678	0.00349275	0.389573	0.173296	0.109745	0.00583826	0.248965	0.0725835	8.742938e-06	-nan	1	0.282088	0.217974	0.217968	0.28197	4	0.999734	0.999932	1.00007	1.00027	0.7532385	0.136562	0.798951	0.0154148	0.0115982	0.753238	1.578571
