Iteration	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	kappa	p_inv	p_inv_indicator	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	sub_rate	sub_rate_vec[1]	sub_rate_vec[2]	sub_rate_vec[3]	sub_rate_vec[4]	sub_rate_vec[5]	TL
2860	-2546508	-2546516	7.395857	3.926998e+07	1	0.0134198	0.013699	0.00417994	0.111441	0.00231415	0.102998	0.0436405	0.126158	0.798515	0.00343695	0.00833655	0.00378293	0.00466363	0.0315736	0.00492888	0.0161747	0.00281575	0.177008	0.00293395	0.0358039	0.501912	0.0138912	0.268451	9.510765e-06	0	0	0.28219	0.217167	0.21768	0.282962	4	0.999797	0.999948	1.00005	1.0002	0.9198602	0.00346724	0.0203687	0.881713	0.0287425	0.91986	1.292078
2870	-2546487	-2546516	28.82805	1e+08	0	0.0134198	0.0135808	0.00422881	0.111441	0.00223595	0.102153	0.0432482	0.125927	0.798005	0.00351067	0.00835802	0.00407199	0.00435091	0.0316818	0.00495153	0.0161578	0.00291706	0.333574	0.000701862	0.449388	0.213318	0.00152165	0.00149592	5.126057e-06	0	0	0.28219	0.217167	0.21768	0.282962	4	0.999873	0.999968	1.00003	1.00013	0.9219441	0.0453207	0.0135551	0.0534735	0.0027251	0.921944	1.29024
2880	-2546495	-2546521	26.03934	1e+08	0	0.0133863	0.0137616	0.00405603	0.110696	0.0021399	0.103174	0.0432482	0.12619	0.797438	0.0035135	0.00870361	0.00383856	0.00482177	0.0319592	0.00503514	0.0155788	0.00278361	0.268367	0.000600369	0.0871903	0.378615	0.00282456	0.262403	3.38955e-07	0	0	0.282313	0.217262	0.217126	0.283299	4	0.999873	0.999968	1.00003	1.00013	0.9204514	0.161396	0.100888	0.00192688	0.046429	0.920451	1.290324
2890	-2546493	-2546516	23.15452	1e+08	0	0.013221	0.0136044	0.00421417	0.110956	0.00213835	0.102533	0.0434507	0.124227	0.791673	0.00345243	0.00848581	0.00342459	0.00467716	0.0315324	0.00475584	0.0156548	0.00276912	0.186155	0.00622362	0.171148	0.252653	0.324857	0.058964	3.107873e-06	0	0	0.28263	0.217547	0.217369	0.282454	4	0.999873	0.999968	1.00003	1.00013	0.9268314	0.00358822	0.172437	0.112031	0.411043	0.926831	1.280769
2900	-2546491	-2546518	26.20969	1e+08	0	0.0133516	0.01344	0.0041255	0.109924	0.00210891	0.100703	0.0432	0.123324	0.786347	0.00360116	0.00819066	0.00398042	0.00423571	0.0312892	0.00468953	0.0154954	0.00276912	0.120798	0.0976926	0.0540917	0.10695	0.10885	0.511618	7.181413e-06	0	0	0.28263	0.217547	0.217369	0.282454	4	0.999873	0.999968	1.00003	1.00013	0.9347761	0.00141417	0.155528	0.0979062	0.0683071	0.934776	1.270775
2910	-2546489	-2546514	25.03779	1e+08	0	0.0131339	0.0137167	0.00432397	0.110278	0.00214444	0.101324	0.0430537	0.123914	0.789737	0.00358288	0.00856514	0.00386054	0.00438562	0.0314522	0.00481994	0.0159856	0.0026909	0.250179	0.214069	0.160288	0.128268	0.217553	0.029644	1.070664e-06	0	0	0.28243	0.216767	0.217751	0.283052	4	0.999873	0.999968	1.00003	1.00013	0.9310322	0.00539904	0.176831	0.473793	0.00990652	0.931032	1.276969
2920	-2546489	-2546520	31.14146	1e+08	0	0.0134814	0.0135074	0.00408029	0.110514	0.00218968	0.102594	0.0428977	0.124969	0.791969	0.00359841	0.00829029	0.00424283	0.00414179	0.0315202	0.00471626	0.0159856	0.00286222	0.283508	0.155804	0.107291	0.188079	0.0603824	0.204935	1.805244e-05	0	0	0.28243	0.216767	0.217751	0.283052	4	0.999873	0.999968	1.00003	1.00013	0.9285574	0.002943	0.0321061	0.0113517	0.00894056	0.928557	1.28156
2930	-2546511	-2546518	6.389905	7.809116e+07	1	0.0133696	0.0135156	0.00407231	0.110666	0.00220643	0.102531	0.0431839	0.123709	0.790007	0.003491	0.00843363	0.00381099	0.00461581	0.0316799	0.00463169	0.0160573	0.00270428	0.0608934	0.231297	0.207812	0.0612528	0.076124	0.362621	4.072959e-06	0	0	0.282617	0.216247	0.217895	0.28324	4	0.999856	0.999964	1.00004	1.00014	0.9313472	0.0472668	0.233066	0.0238011	0.0210776	0.931347	1.278686
2940	-2546517	-2546521	3.858229	5.186478e+07	1	0.0131704	0.0136288	0.0040243	0.109638	0.00217053	0.100841	0.0427367	0.122706	0.787189	0.00345251	0.00844119	0.00383616	0.00463724	0.031561	0.00497808	0.0153091	0.00283909	0.0225199	0.183866	0.579368	0.0885252	0.0565892	0.0691312	8.758599e-06	0	0	0.282235	0.217775	0.217132	0.282857	4	0.999824	0.999955	1.00004	1.00018	0.9345095	0.695868	0.152513	0.112931	0.00623032	0.93451	1.27116
2950	-2546491	-2546518	26.31283	1e+08	0	0.0128531	0.0135594	0.00418723	0.109723	0.00208905	0.10114	0.0430755	0.122651	0.786683	0.00360964	0.00832325	0.00411031	0.00440327	0.0314315	0.00465381	0.0161046	0.00280538	0.0978643	0.0196762	0.144233	0.697159	0.0109205	0.0301476	2.448167e-06	0	0	0.282235	0.217775	0.217132	0.282857	4	0.999873	0.999968	1.00003	1.00013	0.9365583	0.223906	0.0100558	0.00197125	0.296497	0.936558	1.271402
2960	-2546516	-2546518	1.555299	2.538502e+07	1	0.0132381	0.0134977	0.00441866	0.110513	0.00211087	0.101565	0.0433625	0.123225	0.785517	0.00356074	0.00842651	0.00399845	0.00452449	0.0312997	0.00468048	0.0161454	0.00282878	0.17341	0.0788512	0.400695	0.0798712	0.144806	0.122367	7.326154e-06	0	0	0.282067	0.217509	0.218322	0.282102	4	0.999748	0.999936	1.00006	1.00025	0.9313815	0.299827	0.939558	0.292846	0.00892728	0.931382	1.272912
2970	-2546490	-2546515	25.30168	1e+08	0	0.0133645	0.0135334	0.00400819	0.110014	0.00221333	0.102632	0.0428729	0.12342	0.791068	0.00350387	0.00843248	0.00380819	0.0046426	0.031443	0.00489634	0.015941	0.00280757	0.0424532	0.256134	0.257901	0.0725203	0.0119491	0.359042	4.104661e-06	0	0	0.282626	0.217339	0.218152	0.281883	4	0.999873	0.999968	1.00003	1.00013	0.9286381	0.0392648	0.140396	0.0240156	0.025642	0.928638	1.278602
2980	-2546513	-2546520	6.844255	8.386159e+07	1	0.0135518	0.01369	0.00402666	0.110344	0.00225634	0.102422	0.0430368	0.123224	0.784658	0.00371256	0.00845442	0.00426798	0.00426191	0.0314904	0.00478283	0.0159385	0.00278285	0.107139	0.142054	0.024975	0.257726	0.0283217	0.439785	6.238523e-06	0	0	0.2822	0.217012	0.217274	0.283514	4	0.999861	0.999964	1.00004	1.00014	0.9316255	0.151313	0.0267483	0.049129	0.0186901	0.931625	1.272901
2990	-2546514	-2546519	5.567802	1.875594e+07	1	0.0132187	0.0135231	0.00415777	0.110536	0.00220151	0.101588	0.0439085	0.124014	0.787709	0.00368881	0.00840651	0.00403877	0.00441662	0.0314839	0.00465015	0.0162186	0.00292519	0.0311631	0.266876	0.332878	0.119911	0.137576	0.111595	3.325684e-06	0	0	0.282095	0.216897	0.217599	0.283408	4	0.999707	0.999925	1.00007	1.00029	0.9298216	0.83304	0.437044	0.00338427	0.0104287	0.929822	1.276686
3000	-2546491	-2546515	23.9785	1e+08	0	0.0133189	0.0138744	0.0041348	0.109982	0.00212606	0.102014	0.04307	0.123974	0.787709	0.00364723	0.00836744	0.00409432	0.00434177	0.0312293	0.0047893	0.0160779	0.00283567	0.101601	0.0979886	0.213587	0.112397	0.0904681	0.383959	9.548141e-07	0	0	0.282215	0.21699	0.217266	0.283529	4	0.999873	0.999968	1.00003	1.00013	0.9294858	0.00197205	0.0794863	0.645087	0.129816	0.929486	1.275586
3010	-2546489	-2546519	30.24959	1e+08	0	0.0132469	0.0137492	0.00406525	0.109257	0.00205772	0.101048	0.0425393	0.122622	0.787329	0.0035576	0.00846325	0.00381438	0.00435036	0.0316522	0.00474332	0.0159163	0.00292341	0.358373	0.0740733	0.0153228	0.0193736	0.49825	0.0346078	2.313527e-06	0	0	0.282016	0.216901	0.21767	0.283413	4	0.999873	0.999968	1.00003	1.00013	0.9344885	0.0959108	0.156957	0.00105492	0.00162151	0.934488	1.271335
3020	-2546487	-2546519	31.46107	1e+08	0	0.0134455	0.0133706	0.00406275	0.110197	0.00226286	0.101985	0.0430486	0.1233	0.782068	0.00361748	0.00851965	0.00388799	0.00445129	0.0318768	0.00484549	0.0159221	0.00289259	0.0520582	0.305149	0.0229837	0.0591969	0.559246	0.00136641	2.599786e-07	0	0	0.281955	0.216853	0.217841	0.283351	4	0.999873	0.999968	1.00003	1.00013	0.9337389	0.133434	0.00101229	0.0347071	0.00166295	0.933739	1.269753
3030	-2546497	-2546517	19.96762	1e+08	0	0.0131797	0.0138195	0.00432355	0.110461	0.00222827	0.102137	0.0432039	0.123657	0.791081	0.00361748	0.00872622	0.00398394	0.00465495	0.0316374	0.00491568	0.0160049	0.00277126	0.0336352	0.620082	0.0942318	0.155504	0.0431037	0.0534431	5.681531e-06	0	0	0.282048	0.216594	0.217913	0.283445	4	0.999873	0.999968	1.00003	1.00013	0.9265046	0.103817	0.0485947	0.184762	0.743138	0.926505	1.280401
3040	-2546509	-2546519	9.251532	3600363	1	0.0132554	0.0136026	0.00421681	0.111474	0.00226491	0.102716	0.0434611	0.124917	0.792488	0.00350754	0.00843786	0.00362244	0.00468179	0.0318658	0.00476394	0.0162565	0.0029874	0.127537	0.00921068	0.29678	0.0476922	0.124757	0.394023	4.8508e-06	0	0	0.282048	0.216594	0.217913	0.283445	4	0.99933	0.999829	1.00017	1.00067	0.9258959	0.17803	0.0103979	0.00243017	0.0666513	0.925896	1.284519
3050	-2546494	-2546523	28.91954	1e+08	0	0.0132014	0.0135867	0.00441021	0.111453	0.00200698	0.101959	0.0429819	0.125005	0.791822	0.00363838	0.0085025	0.00383309	0.0046137	0.0312327	0.00479952	0.0162538	0.00273353	0.0288346	0.142624	0.0464301	0.733224	0.00839072	0.0404968	6.995572e-06	0	0	0.282068	0.21737	0.21729	0.283272	4	0.999873	0.999968	1.00003	1.00013	0.9238802	0.00647314	0.0146833	0.0048293	0.192792	0.92388	1.282033
3060	-2546512	-2546513	1.637007	9.673029e+07	1	0.0134438	0.0136556	0.0042215	0.111999	0.00220285	0.104013	0.0439222	0.125419	0.80092	0.00362127	0.00863355	0.00383417	0.00452371	0.0318214	0.00475254	0.016179	0.00286104	0.115459	0.424953	0.00184608	0.180289	0.269504	0.00794987	8.480594e-06	0	0	0.282072	0.217373	0.21728	0.283276	4	0.999871	0.999967	1.00003	1.00013	0.9161038	0.14988	0.0104938	0.38398	0.906773	0.916104	1.296023
3070	-2546504	-2546517	13.09459	1843391	1	0.0133681	0.0139064	0.00436305	0.111875	0.00228511	0.103622	0.044009	0.126491	0.805362	0.00361492	0.00854844	0.00412522	0.00472727	0.0317903	0.00505844	0.0160022	0.002839	0.369448	0.0797192	0.229714	0.0441243	0.0154577	0.261537	6.066378e-06	0	0	0.282262	0.216844	0.217426	0.283467	4	0.999064	0.999761	1.00024	1.00094	0.9116505	0.032808	0.00105076	0.037906	0.00419314	0.911651	1.301987
3080	-2546514	-2546520	6.363354	8.066741e+07	1	0.0132906	0.0141894	0.00422324	0.113068	0.00230591	0.104552	0.0446183	0.126704	0.805362	0.0035601	0.00837676	0.00393362	0.00476747	0.0322271	0.00482188	0.0162248	0.0028076	0.0373534	0.136139	0.118663	0.0687431	0.23735	0.401751	9.007641e-06	0	0	0.282038	0.216673	0.218047	0.283242	4	0.999858	0.999964	1.00004	1.00014	0.9121723	0.00524557	0.0690161	0.0753016	0.163323	0.912172	1.305032
3090	-2546509	-2546521	11.57419	4.017222e+07	1	0.0136894	0.0142302	0.00424289	0.112928	0.00225474	0.105613	0.0443339	0.126662	0.806209	0.00359658	0.00855517	0.00399666	0.00460486	0.0323283	0.00474947	0.0165754	0.00287031	0.0910709	0.109785	0.208073	0.125271	0.0521774	0.413622	1.314494e-05	0	0	0.282353	0.217441	0.21829	0.281916	4	0.9998	0.999949	1.00005	1.0002	0.9049378	0.0245287	0.265335	0.00217113	0.00169202	0.904938	1.307439
3100	-2546494	-2546516	22.78899	1e+08	0	0.0138846	0.0142799	0.00436665	0.113081	0.00238609	0.105904	0.0443218	0.128585	0.815041	0.00371564	0.00857211	0.0041883	0.00454519	0.0327259	0.0049684	0.0163096	0.00284383	0.21389	0.167782	0.120255	0.0629168	0.351772	0.0833848	5.987742e-06	0	0	0.282066	0.216994	0.217841	0.283099	4	0.999873	0.999968	1.00003	1.00013	0.8994226	0.647286	0.239223	0.00916876	0.0201905	0.899423	1.319719
3110	-2546511	-2546519	8.118035	4.056159e+07	1	0.0137187	0.0142913	0.00437806	0.113793	0.00238062	0.105887	0.0440526	0.12858	0.817463	0.00375376	0.0084402	0.00386849	0.0047762	0.0330246	0.0049348	0.0161885	0.00287121	0.0143764	0.331017	0.0734544	0.219475	0.130736	0.230941	1.012869e-05	0	0	0.282263	0.217145	0.217993	0.2826	4	0.999801	0.999949	1.00005	1.0002	0.8984023	0.0256645	0.0283479	0.0947386	0.00953533	0.898402	1.322402
3120	-2546499	-2546514	15.08704	1.967747e+07	1	0.0138122	0.0143006	0.00445533	0.114842	0.00232309	0.105827	0.0447366	0.129049	0.82477	0.0036346	0.0087126	0.00396069	0.00487741	0.0328559	0.00504384	0.0166828	0.00303643	0.0109149	0.0285581	0.168711	0.299715	0.455812	0.0362892	7.316674e-06	0	0	0.282263	0.217145	0.217993	0.2826	4	0.999713	0.999927	1.00007	1.00029	0.8927955	0.0364354	0.00134208	0.00117828	0.00971865	0.892795	1.33292
3130	-2546485	-2546515	29.78187	1e+08	0	0.0138852	0.0141525	0.00448356	0.115286	0.00229289	0.105551	0.0444652	0.128933	0.822299	0.00364412	0.0086617	0.00365539	0.00504605	0.0328559	0.00497445	0.0165396	0.00295931	0.330609	0.30466	0.15205	0.178417	0.0175863	0.0166791	7.300189e-07	0	0	0.28248	0.217312	0.217391	0.282818	4	0.999873	0.999968	1.00003	1.00013	0.8908886	0.0280327	0.0765898	0.00498353	0.00224843	0.890889	1.329686
3140	-2546505	-2546522	17.18803	5.738082e+07	1	0.014105	0.0138442	0.00408127	0.114068	0.002365	0.106366	0.0446182	0.129516	0.822679	0.00380909	0.00865218	0.00402846	0.00500468	0.0328902	0.00486858	0.0163147	0.00286708	0.134916	0.106257	0.116986	0.316343	0.139515	0.185984	6.94312e-06	0	0	0.28248	0.217312	0.217391	0.282818	4	0.999832	0.999957	1.00004	1.00017	0.894189	0.00755066	0.0012424	0.00107192	0.0069979	0.894189	1.330078
3150	-2546511	-2546517	5.681307	5.910465e+07	1	0.0137918	0.0136551	0.00434657	0.114579	0.00234314	0.105418	0.0444736	0.128347	0.817403	0.00380752	0.00854084	0.00377242	0.00470529	0.0327956	0.00495486	0.0163852	0.00288529	0.149364	0.461019	0.0473105	0.0465875	0.113171	0.182548	9.07145e-07	0	0	0.281713	0.217818	0.217504	0.282965	4	0.999835	0.999958	1.00004	1.00017	0.8979386	0.369246	0.00322132	0.0148912	0.425378	0.897939	1.322205
3160	-2546505	-2546513	7.947726	9.944853e+07	1	0.0140002	0.0139584	0.00421391	0.115056	0.00234619	0.106428	0.0446627	0.12885	0.818323	0.003673	0.00890403	0.00408564	0.00470663	0.0326139	0.00500627	0.0164178	0.00291621	0.0514979	0.211052	0.00674438	0.0265558	0.403098	0.301051	1.196431e-06	0	0	0.281804	0.217567	0.217573	0.283056	4	0.999872	0.999968	1.00003	1.00013	0.8950605	0.00942458	0.0614874	0.164648	0.0078953	0.895061	1.326162
3170	-2546491	-2546513	22.44562	1e+08	0	0.013749	0.0143036	0.00444874	0.11587	0.00227178	0.106523	0.0456843	0.130247	0.828911	0.00374848	0.00909016	0.00391205	0.00486519	0.0328493	0.00494665	0.0169075	0.0029482	0.168589	0.116051	0.299315	0.112251	0.212097	0.0916972	3.653936e-06	0	0	0.282185	0.217452	0.217458	0.282905	4	0.999873	0.999968	1.00003	1.00013	0.8853204	0.0291321	0.919448	0.0447389	0.027615	0.88532	1.341276
3180	-2546490	-2546524	34.14451	1e+08	0	0.0136842	0.0144131	0.00436232	0.116158	0.00237058	0.107495	0.0455597	0.131436	0.82842	0.00369276	0.00874352	0.0039244	0.00462643	0.0332977	0.00520001	0.0163072	0.00315264	0.00411001	0.322213	0.234412	0.171061	0.0789948	0.18921	2.161569e-06	0	0	0.281796	0.217152	0.218353	0.282699	4	0.999873	0.999968	1.00003	1.00013	0.8858643	0.0011294	0.0174874	0.00503836	0.0027166	0.885864	1.342844
3190	-2546507	-2546517	10.2121	7.641779e+07	1	0.0135616	0.0141811	0.00433358	0.116546	0.00225844	0.106847	0.0450686	0.128975	0.825662	0.00372113	0.00875301	0.00426275	0.00455264	0.0334258	0.0049541	0.0165286	0.00298943	0.101671	0.071045	0.275945	0.0986213	0.248135	0.204583	2.03333e-06	0	0	0.281763	0.217126	0.218328	0.282782	4	0.999855	0.999963	1.00004	1.00015	0.8875188	0.00126055	0.00758116	0.063966	0.116301	0.887519	1.336619
3200	-2546489	-2546519	29.41476	1e+08	0	0.0137809	0.0140908	0.00430204	0.116256	0.00225427	0.106536	0.0454048	0.130562	0.828986	0.00389521	0.00905403	0.00433137	0.00449308	0.0328704	0.00499298	0.0167898	0.00298227	0.50283	0.165356	0.0256301	0.0744249	0.17836	0.0533987	5.87975e-07	0	0	0.281661	0.217047	0.218612	0.28268	4	0.999873	0.999968	1.00003	1.00013	0.8864151	0.00158253	0.00170427	0.786437	0.0146102	0.886415	1.341581
3210	-2546490	-2546516	25.53844	1e+08	0	0.0141119	0.014653	0.00443528	0.117197	0.00245225	0.107799	0.0453431	0.131311	0.833412	0.00381835	0.00886847	0.00400621	0.00477301	0.0334579	0.0052375	0.0167586	0.0029517	0.070876	0.343726	0.121061	0.21916	0.112702	0.132475	1.58132e-06	0	0	0.282953	0.217033	0.217353	0.282661	4	0.999873	0.999968	1.00003	1.00013	0.8807186	0.0669602	0.0443836	0.109778	0.00421514	0.880719	1.350586
3220	-2546490	-2546519	28.96488	1e+08	0	0.0138488	0.0140022	0.00443528	0.116732	0.00230387	0.107517	0.0459966	0.130049	0.83391	0.0037675	0.00888994	0.00376715	0.00506576	0.0333497	0.00499545	0.0167223	0.00306643	0.38983	0.0670245	0.111925	0.304334	0.0665196	0.0603664	6.372541e-06	0	0	0.282953	0.217033	0.217353	0.282661	4	0.999873	0.999968	1.00003	1.00013	0.8829825	0.0101917	0.0367081	0.00247684	0.0491662	0.882982	1.34842
3230	-2546492	-2546514	22.19372	1e+08	0	0.0141047	0.0143862	0.00450274	0.115623	0.00245719	0.107421	0.0452001	0.130699	0.832578	0.00375646	0.00888994	0.0038596	0.00482418	0.0333907	0.00505358	0.0165208	0.00297997	0.188622	0.160093	0.193822	0.241236	0.0517119	0.164516	2.654634e-06	0	0	0.281826	0.217374	0.217695	0.283105	4	0.999873	0.999968	1.00003	1.00013	0.8817446	0.733646	0.0273828	0.430642	0.0047012	0.881745	1.346248
3240	-2546504	-2546513	9.348295	1.023664e+07	1	0.0140471	0.0145092	0.00448746	0.117774	0.00240204	0.108924	0.0458429	0.132432	0.843308	0.00379234	0.00921416	0.00385524	0.00505771	0.0336659	0.00519142	0.0169644	0.00298615	0.329954	0.211031	0.189874	0.0150555	0.21243	0.0416564	4.659449e-06	0	0	0.281965	0.217482	0.217307	0.283246	4	0.999603	0.999899	1.0001	1.0004	0.8690934	0.386006	0.00816205	0.00464921	0.00890083	0.869093	1.364453
3250	-2546507	-2546522	14.39596	2938214	1	0.0142488	0.0143814	0.00439638	0.11803	0.00250358	0.110362	0.0459796	0.132145	0.839885	0.003719	0.0088319	0.00413706	0.0047228	0.0331039	0.00509138	0.0168075	0.00289666	0.20988	0.245493	0.0644839	0.0687827	0.370341	0.0410189	2.403515e-06	0	0	0.281502	0.217622	0.217447	0.283428	4	0.999259	0.999811	1.00019	1.00074	0.8710127	0.0019918	0.00105651	0.0127917	0.0320601	0.871013	1.361243
3260	-2546493	-2546522	28.89064	1e+08	0	0.0143729	0.0145715	0.0045929	0.118053	0.00243747	0.109095	0.0457256	0.131635	0.843237	0.00384745	0.00895094	0.00417549	0.0045033	0.0334062	0.00523405	0.0174565	0.00292376	0.210138	0.241182	0.141792	0.0131442	0.104341	0.289403	5.489724e-06	0	0	0.281412	0.217553	0.217378	0.283657	4	0.999873	0.999968	1.00003	1.00013	0.8712176	0.00314372	0.136009	0.0196209	0.00506177	0.871218	1.364218
3270	-2546502	-2546518	16.4575	3.818412e+07	1	0.014579	0.0147883	0.00464189	0.118496	0.00243527	0.110127	0.0467102	0.132913	0.844854	0.00384536	0.00899903	0.00410646	0.00473838	0.0337111	0.00516786	0.0169456	0.00302929	0.251602	0.0728534	0.543834	0.0881825	0.019302	0.0242258	1.93803e-07	0	0	0.281362	0.216901	0.218242	0.283495	4	0.999794	0.999948	1.00005	1.00021	0.8655749	0.00217288	0.012991	0.00155038	0.00231147	0.865575	1.370088
3280	-2546496	-2546523	26.95025	1e+08	0	0.014504	0.0146329	0.00443974	0.118591	0.00240096	0.109742	0.0455288	0.131412	0.840527	0.00378264	0.00884042	0.00393516	0.00488429	0.0338117	0.00528093	0.0171426	0.00308697	0.123332	0.0184124	0.103793	0.101185	0.126458	0.526821	4.085753e-06	0	0	0.281195	0.217726	0.218112	0.282967	4	0.999873	0.999968	1.00003	1.00013	0.8720529	0.00552305	0.0179597	0.0662502	0.0457004	0.872053	1.362544
3290	-2546500	-2546528	27.33956	1e+08	0	0.0141189	0.0146524	0.00432544	0.117448	0.00226238	0.110395	0.0459816	0.133362	0.840984	0.00366958	0.0088715	0.00412159	0.00457853	0.0335004	0.00501725	0.016576	0.00302574	0.0171601	0.000146065	0.167599	0.21726	0.237727	0.360108	9.239105e-06	0	0	0.281195	0.217726	0.218112	0.282967	4	0.999873	0.999968	1.00003	1.00013	0.8692326	0.0803117	0.00553108	0.0388132	0.0117988	0.869233	1.362891
3300	-2546488	-2546516	27.21323	1e+08	0	0.0144594	0.014539	0.00438144	0.118079	0.00233177	0.109488	0.046268	0.133295	0.840984	0.00378297	0.00889251	0.00412795	0.00506076	0.0335667	0.00523538	0.0170889	0.00304011	0.3671	0.00654685	0.4214	0.0890414	0.105278	0.010633	2.20083e-07	0	0	0.282623	0.217411	0.217797	0.282169	4	0.999873	0.999968	1.00003	1.00013	0.8667772	0.0384333	0.00186676	0.0279293	0.113537	0.866777	1.364621
3310	-2546489	-2546519	29.12573	1e+08	0	0.0141133	0.0147525	0.00447969	0.119057	0.00222177	0.109985	0.0462469	0.133525	0.84713	0.00372035	0.00917459	0.00450003	0.00443557	0.0335121	0.00515227	0.0168364	0.00291612	0.192354	0.0146118	0.199417	0.125323	0.467641	0.000653361	3.546212e-06	0	0	0.282623	0.217411	0.217797	0.282169	4	0.999873	0.999968	1.00003	1.00013	0.8668646	0.114325	0.00147366	0.0246294	0.00754004	0.866865	1.371758
3320	-2546517	-2546519	1.670951	2.702038e+07	1	0.0139431	0.0143253	0.00446778	0.117267	0.00240979	0.109391	0.0462796	0.132493	0.844956	0.00383391	0.00884234	0.00430221	0.0050816	0.0337132	0.00499609	0.0167179	0.00292744	0.0535707	0.470429	0.130801	0.311278	0.0202193	0.0137025	4.248568e-06	0	0	0.282232	0.21671	0.217495	0.283563	4	0.999756	0.999938	1.00006	1.00024	0.8698212	0.074262	0.986888	0.0226161	0.167159	0.869821	1.365947
3330	-2546489	-2546516	27.27945	1e+08	0	0.0141906	0.01443	0.00451472	0.117885	0.00235118	0.108748	0.0460381	0.130713	0.836313	0.00372698	0.00889576	0.00430982	0.00475906	0.0329639	0.00519334	0.0166572	0.00297264	0.193599	0.315057	0.00653629	0.431227	0.0480639	0.00551625	4.169245e-06	0	0	0.281789	0.21766	0.217275	0.283276	4	0.999873	0.999968	1.00003	1.00013	0.8760496	0.0120762	0.124271	0.00118423	0.130956	0.87605	1.354662
3340	-2546510	-2546515	4.179137	1.719704e+07	1	0.0142392	0.0145943	0.00429828	0.117526	0.00234834	0.108365	0.0459497	0.132125	0.836276	0.00370953	0.00891656	0.00397073	0.00492035	0.0336824	0.00526141	0.0169517	0.00290809	0.0742418	0.165311	0.136237	0.210229	0.403906	0.0100757	5.146501e-06	0	0	0.282346	0.217491	0.217107	0.283056	4	0.999694	0.999922	1.00008	1.00031	0.8751046	0.113402	0.0629114	0.587873	0.00590246	0.875105	1.356044
3350	-2546499	-2546516	16.6148	1e+08	0	0.0140669	0.0142667	0.00445038	0.116185	0.00241513	0.107358	0.0461822	0.130908	0.836103	0.00388102	0.00882651	0.00403705	0.00478753	0.0335204	0.00502854	0.0165955	0.00296268	0.119553	0.0932935	0.588942	0.0495742	0.0719014	0.076736	6.359954e-06	0	0	0.282003	0.217227	0.218058	0.282712	4	0.999873	0.999968	1.00003	1.00013	0.8798471	0.446496	0.128594	0.334261	0.53317	0.879847	1.351575
3360	-2546485	-2546513	28.49002	1e+08	0	0.0138992	0.0145104	0.0045995	0.115871	0.00233025	0.107029	0.0454372	0.13083	0.833445	0.0036941	0.00882797	0.00401948	0.00478753	0.0330877	0.00516739	0.0166801	0.00300005	0.519523	0.0155826	0.00586022	0.27947	0.172702	0.00686279	4.737717e-06	0	0	0.282003	0.217227	0.218058	0.282712	4	0.999873	0.999968	1.00003	1.00013	0.8816639	0.00266543	0.00741662	0.340711	0.0110233	0.881664	1.347217
3370	-2546511	-2546518	7.751177	7.735787e+07	1	0.0141076	0.014309	0.0044225	0.116122	0.00221594	0.107333	0.045536	0.130294	0.83024	0.00358541	0.00855664	0.003969	0.00486453	0.0330877	0.00502149	0.0171827	0.00292809	0.0304974	0.110534	0.307397	0.341059	0.00927884	0.201233	8.660476e-06	0	0	0.282295	0.217451	0.218284	0.28197	4	0.999855	0.999963	1.00004	1.00014	0.8828959	0.016282	0.166234	0.00357001	0.0806641	0.882896	1.343776
3380	-2546508	-2546518	9.987139	9.242419e+07	1	0.0135993	0.0142489	0.0045966	0.115372	0.00220886	0.107078	0.0450649	0.128737	0.825342	0.00380226	0.00875385	0.00399117	0.00473814	0.0327153	0.00482194	0.0164991	0.0030214	0.0127629	0.138197	0.103116	0.545619	0.00392021	0.196385	1.200866e-06	0	0	0.282385	0.217521	0.218033	0.282061	4	0.999868	0.999966	1.00003	1.00013	0.8883243	0.0123499	0.00506509	0.00896451	0.161871	0.888324	1.33459
3390	-2546511	-2546522	11.18992	7.055992e+07	1	0.0142712	0.0143269	0.00418468	0.114365	0.00235091	0.10477	0.0444511	0.127552	0.820103	0.00373156	0.00870127	0.00412723	0.00460404	0.0327604	0.00497279	0.0165491	0.00286132	0.045455	0.069443	0.167121	0.18062	0.213854	0.323507	1.005155e-05	0	0	0.282385	0.217521	0.218033	0.282061	4	0.999848	0.999962	1.00004	1.00015	0.8980407	0.00333988	0.0155449	0.00174829	0.328061	0.898041	1.324682
