Iteration	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	kappa	p_inv	p_inv_indicator	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	sub_rate	sub_rate_vec[1]	sub_rate_vec[2]	sub_rate_vec[3]	sub_rate_vec[4]	sub_rate_vec[5]	TL
5440	-2545828	-2545845	16.45629	1e+08	0	0.00702628	0.0182169	0.00552761	0.146101	0.0029968	0.133672	0.0560597	0.163517	1.037	0.00471199	0.00634232	0.0109982	0.0211441	0.0035472	0.0416265	0.0104498	0.0115674	0.197843	0.0603945	0.0675794	0.126366	0.285035	0.262783	9.53569e-06	0	0	0.28204	0.21726	0.218361	0.282339	4	0.999873	0.999968	1.00003	1.00013	0.7033153	0.0460887	0.714973	0.188251	0.0901419	0.703315	1.680507
5450	-2545837	-2545845	8.395332	9.000763e+07	1	0.00702628	0.0179269	0.00539474	0.14521	0.00299735	0.133973	0.0562602	0.162057	1.03374	0.00433397	0.00623683	0.0108912	0.0213784	0.0036122	0.0416503	0.0100199	0.0111883	0.0979858	0.179959	0.087274	0.115594	0.494718	0.0244692	4.318318e-06	0	0	0.281675	0.217371	0.218472	0.282482	4	0.999866	0.999966	1.00003	1.00013	0.7096259	0.00749712	0.00742346	0.034231	0.0098466	0.709626	1.673897
5460	-2545829	-2545837	7.606971	6.509668e+07	1	0.00738695	0.0178074	0.00538391	0.145081	0.00289659	0.13437	0.0566495	0.162665	1.03221	0.00455952	0.00611771	0.0110487	0.020946	0.00373035	0.0412525	0.0103586	0.0111907	0.107328	0.176467	0.046085	0.05457	0.206439	0.409112	3.706213e-06	0	0	0.282021	0.217638	0.217512	0.28283	4	0.999842	0.99996	1.00004	1.00016	0.7072028	0.074502	0.0026154	0.100835	0.00211259	0.707203	1.673654
5470	-2545819	-2545847	27.88168	1e+08	0	0.00732285	0.0179621	0.00566567	0.145459	0.00267141	0.13453	0.0571529	0.162439	1.03429	0.00495404	0.00617994	0.0109181	0.020946	0.00361413	0.0405554	0.0104257	0.0111945	0.336815	0.025011	0.12456	0.296728	0.0157177	0.201168	5.688607e-06	0	0	0.281996	0.217645	0.217519	0.282839	4	0.999873	0.999968	1.00003	1.00013	0.708261	0.0113135	0.010478	0.0331177	0.00161041	0.708261	1.676282
5480	-2545824	-2545843	18.71266	1e+08	0	0.00725083	0.0175643	0.00515033	0.144956	0.00281661	0.134477	0.0567487	0.162882	1.03722	0.00473469	0.00614882	0.0104503	0.0207158	0.00368556	0.0420486	0.0101536	0.0113567	0.324724	0.100522	0.00265085	0.019431	0.497921	0.0547516	7.499296e-07	0	0	0.282619	0.217227	0.218	0.282154	4	0.999873	0.999968	1.00003	1.00013	0.7074479	0.648016	0.0648139	0.28101	0.00503975	0.707448	1.678364
5490	-2545810	-2545842	31.65296	1e+08	0	0.00719989	0.0175304	0.00557456	0.144163	0.00287277	0.132606	0.0566557	0.161411	1.02665	0.00473469	0.00609429	0.0104415	0.0203235	0.00361078	0.0409665	0.0105972	0.0107532	0.161201	0.191404	0.0893334	0.0382357	0.39843	0.121396	3.60794e-06	0	0	0.282199	0.216904	0.217676	0.283222	4	0.999873	0.999968	1.00003	1.00013	0.7143237	0.00225309	0.0382784	0.00143481	0.00134289	0.714324	1.66218
5500	-2545819	-2545841	21.81534	1e+08	0	0.0074225	0.0180183	0.00560843	0.14431	0.00282062	0.134203	0.0564084	0.162118	1.03114	0.00474412	0.00654322	0.0107945	0.0209191	0.00347374	0.0415551	0.0105672	0.0109847	0.550382	0.203855	0.11992	0.0218455	0.0360774	0.0679198	5.569577e-06	0	0	0.282504	0.216811	0.217583	0.283102	4	0.999873	0.999968	1.00003	1.00013	0.7087871	0.393293	0.132922	0.00309064	0.0176599	0.708787	1.671626
5510	-2545840	-2545844	3.65046	6.156412e+07	1	0.0067677	0.0180412	0.0055828	0.144691	0.00285812	0.133502	0.0568537	0.160731	1.03285	0.00453867	0.00634246	0.0111766	0.0207249	0.00374527	0.0415082	0.0103114	0.0114162	0.163153	0.498844	0.158964	0.175056	0.00143563	0.00254768	2.132689e-07	0	0	0.282766	0.216988	0.217064	0.283182	4	0.999838	0.999958	1.00004	1.00016	0.710765	0.134126	0.0257519	0.0370952	0.0171917	0.710765	1.671646
5520	-2545823	-2545842	19.02536	1e+08	0	0.00688998	0.0179749	0.0054688	0.143891	0.00294366	0.132965	0.0566688	0.161553	1.03665	0.00453643	0.00624574	0.0110397	0.021142	0.00359323	0.0408223	0.0104585	0.0112592	0.298851	0.0598286	0.325814	0.0606065	0.010367	0.244532	4.111182e-06	0	0	0.28245	0.216746	0.217939	0.282866	4	0.999873	0.999968	1.00003	1.00013	0.7085625	0.050884	0.353274	0.471505	0.00534827	0.708562	1.674105
5530	-2545834	-2545838	4.565048	1.375589e+07	1	0.00703532	0.0180459	0.00535084	0.144079	0.00282577	0.134554	0.0564793	0.163491	1.03664	0.00456217	0.00630694	0.0109294	0.0211207	0.00380794	0.0416972	0.0104585	0.0110257	0.233365	0.305019	0.0984986	0.340374	0.00618763	0.0165566	1.523127e-06	0	0	0.282348	0.217026	0.217861	0.282764	4	0.999657	0.999912	1.00009	1.00034	0.7080401	0.00829819	0.0454455	0.0111655	0.196661	0.70804	1.678406
5540	-2545824	-2545842	17.97738	1e+08	0	0.00763106	0.0177636	0.00520717	0.145439	0.00277963	0.133679	0.0565327	0.16177	1.02808	0.00479986	0.00652261	0.0108636	0.0210091	0.00366293	0.0418084	0.0100922	0.0110875	0.239909	0.0773987	0.203088	0.29825	0.00790132	0.173453	8.901326e-07	0	0	0.282107	0.217635	0.217735	0.282523	4	0.999873	0.999968	1.00003	1.00013	0.7106653	0.0259011	0.905434	0.0473747	0.122424	0.710665	1.668729
5550	-2545819	-2545840	20.54843	1e+08	0	0.00730665	0.0179983	0.00530081	0.145493	0.00289618	0.133594	0.0564655	0.161404	1.03398	0.00472778	0.00633551	0.0111733	0.0207877	0.00360176	0.041838	0.0101753	0.0111184	0.0862992	0.136961	0.212175	0.243681	0.215476	0.105408	5.887899e-06	0	0	0.282107	0.217635	0.217735	0.282523	4	0.999873	0.999968	1.00003	1.00013	0.7078502	0.0509092	0.00405626	0.40228	0.118988	0.70785	1.674201
5560	-2545815	-2545843	27.57093	1e+08	0	0.00697441	0.0177584	0.00557728	0.143625	0.00285211	0.134129	0.0566804	0.162013	1.03398	0.00469905	0.0064231	0.0105943	0.0207341	0.00365126	0.0415067	0.0103577	0.0109173	0.261129	0.315766	0.167788	0.108906	0.104381	0.0420293	5.46595e-07	0	0	0.28222	0.218296	0.216849	0.282635	4	0.999873	0.999968	1.00003	1.00013	0.7108002	0.233741	0.00211836	0.00703169	0.0025645	0.7108	1.672478
5570	-2545827	-2545847	20.4892	1e+08	0	0.00732668	0.0179006	0.00526324	0.144514	0.00291419	0.134861	0.0560943	0.162193	1.03095	0.00453429	0.00608282	0.010816	0.0209953	0.0039265	0.0412428	0.0106221	0.0110951	0.0120113	0.465022	0.437108	0.0314233	0.0423944	0.0120411	2.382497e-06	0	0	0.282169	0.218436	0.21681	0.282585	4	0.999873	0.999968	1.00003	1.00013	0.7111326	0.080643	0.0145633	0.151217	0.0604918	0.711133	1.671332
5580	-2545833	-2545844	11.15644	6.962957e+07	1	0.00745009	0.0177736	0.00542075	0.144724	0.00272558	0.135014	0.0565536	0.162861	1.03037	0.00470499	0.00659863	0.010956	0.0210843	0.00369942	0.0408809	0.0105947	0.010777	0.0273486	0.135235	0.14565	0.00581132	0.216241	0.469714	4.50167e-06	0	0	0.281749	0.218111	0.217977	0.282164	4	0.999848	0.999961	1.00004	1.00015	0.7092971	0.00478405	0.0139096	0.0139831	0.00129719	0.709297	1.672183
5590	-2545815	-2545842	26.59232	1e+08	0	0.00721965	0.0180742	0.00515194	0.145524	0.00291389	0.13411	0.0563614	0.163799	1.04086	0.0047658	0.00614186	0.0106178	0.0207135	0.00376042	0.0416927	0.0103331	0.0111682	0.304057	0.118862	0.0456481	0.0315861	0.0811999	0.418647	5.718566e-08	0	0	0.281556	0.217398	0.217828	0.283218	4	0.999873	0.999968	1.00003	1.00013	0.7043177	0.00709664	0.00271739	0.00453501	0.246258	0.704318	1.68321
5600	-2545842	-2545845	3.036495	1017406	1	0.00692189	0.0174566	0.00541684	0.145627	0.00293784	0.134534	0.0564131	0.162237	1.03198	0.00444593	0.00610373	0.0108294	0.0215185	0.00351943	0.0412487	0.0102171	0.0114512	0.0212349	0.0952032	0.024035	0.610723	0.159109	0.0896955	1.2517e-06	0	0	0.281609	0.217251	0.217869	0.283271	4	0.99874	0.999678	1.00032	1.00126	0.7084895	0.0303746	0.00817102	0.0604709	0.268771	0.708489	1.672862
5610	-2545820	-2545845	24.29555	1e+08	0	0.00677307	0.0176641	0.00561552	0.144486	0.00278477	0.135392	0.0572847	0.16175	1.0355	0.00459357	0.00619968	0.0110387	0.0208038	0.00375404	0.0412839	0.0106469	0.0113406	0.0427718	0.45703	0.12868	0.328399	0.00387359	0.0392448	1.649452e-06	0	0	0.281449	0.217299	0.217918	0.283334	4	0.999873	0.999968	1.00003	1.00013	0.707654	0.0787359	0.157126	0.00962684	0.00190571	0.707654	1.676909
5620	-2545819	-2545847	27.86682	1e+08	0	0.00727621	0.0173898	0.00551503	0.145134	0.00290661	0.133659	0.0563354	0.160982	1.03413	0.00453668	0.00651145	0.0106947	0.0213733	0.00375685	0.0417296	0.0107865	0.0112596	0.0303565	0.637944	0.143306	0.0339963	0.00317572	0.151221	1.60402e-06	0	0	0.281576	0.217397	0.218016	0.283011	4	0.999873	0.999968	1.00003	1.00013	0.709567	0.00144546	0.00372803	0.024895	0.0488563	0.709567	1.673981
5630	-2545841	-2545846	5.147942	5.186733e+07	1	0.00727683	0.0176053	0.00538402	0.143918	0.00275704	0.134225	0.0559134	0.163274	1.03275	0.00459856	0.00649917	0.0105595	0.021156	0.0037082	0.0417808	0.0106448	0.0110466	0.0709832	0.329633	0.170783	0.287153	0.106823	0.0346247	1.399191e-05	0	0	0.283177	0.216909	0.217538	0.282376	4	0.999823	0.999955	1.00004	1.00018	0.7075477	0.244375	0.0482473	0.0180285	0.00229492	0.707548	1.673101
5640	-2545819	-2545841	22.10113	1e+08	0	0.007012	0.0179846	0.00547859	0.144862	0.00278285	0.135027	0.0563126	0.162629	1.03228	0.004706	0.00638091	0.010784	0.0209095	0.00348398	0.0415737	0.0104853	0.0113284	0.0188093	0.286939	0.0142543	0.378453	0.110602	0.190943	1.371573e-06	0	0	0.283177	0.216909	0.217538	0.282376	4	0.999873	0.999968	1.00003	1.00013	0.7067959	0.0885089	0.653978	0.015613	0.00232292	0.706796	1.674018
5650	-2545836	-2545845	8.365372	4.291251e+07	1	0.00733683	0.0176458	0.00547859	0.145264	0.00288455	0.135033	0.0562703	0.162875	1.03776	0.00468599	0.00648271	0.0109144	0.0211309	0.00375825	0.0414105	0.0103698	0.0112412	0.151864	0.0383902	0.398608	0.220349	0.0561596	0.134629	7.251088e-07	0	0	0.283611	0.217241	0.21634	0.282808	4	0.999806	0.99995	1.00005	1.00019	0.7059808	0.0106608	0.00147812	0.00342009	0.33732	0.705981	1.680547
5660	-2545826	-2545846	20.1069	1e+08	0	0.00733683	0.0180361	0.005158	0.144946	0.00288039	0.134965	0.0570712	0.163444	1.03342	0.00472467	0.00656921	0.0108547	0.0210856	0.0037809	0.040916	0.0107262	0.0108819	0.301966	0.0153525	0.233419	0.0189432	0.0577908	0.372528	8.188758e-07	0	0	0.282832	0.216645	0.218491	0.282032	4	0.999873	0.999968	1.00003	1.00013	0.706651	0.00894321	0.280443	0.394698	0.0151552	0.706651	1.676798
5670	-2545831	-2545849	17.12738	1e+08	0	0.00742142	0.017909	0.00564162	0.145377	0.00292199	0.134284	0.0568493	0.164005	1.03688	0.00476208	0.00625956	0.0111402	0.0204879	0.00373312	0.041403	0.0107311	0.0109528	0.00501407	0.0385744	0.437849	0.00597858	0.126322	0.386262	4.480791e-05	0	0	0.282429	0.217327	0.217724	0.282521	4	0.999873	0.999968	1.00003	1.00013	0.7038027	0.0139805	0.670604	0.581786	0.0522325	0.703803	1.680758
5680	-2545820	-2545847	26.50709	1e+08	0	0.00752573	0.0178512	0.00509979	0.145386	0.0028798	0.13413	0.0563613	0.162721	1.02996	0.00456102	0.00627921	0.0107327	0.0210105	0.00363604	0.0427885	0.0103618	0.0107974	0.540094	0.00863417	0.0308385	0.0156635	0.0967157	0.308054	1.295613e-05	0	0	0.282429	0.217327	0.217724	0.282521	4	0.999873	0.999968	1.00003	1.00013	0.7095891	0.00130248	0.465288	0.0030389	0.014127	0.709589	1.672085
5690	-2545835	-2545840	5.277273	6.324967e+07	1	0.00760215	0.0180522	0.00566191	0.144246	0.0029391	0.133515	0.0569251	0.161614	1.03335	0.00462576	0.00606811	0.0109333	0.0212923	0.00367167	0.0414665	0.0103981	0.0108551	0.170433	0.035499	0.148081	0.00700216	0.146065	0.49292	7.341896e-06	0	0	0.281911	0.217484	0.217881	0.282724	4	0.99984	0.999959	1.00004	1.00016	0.708603	0.0397372	0.645148	0.010856	0.00153611	0.708603	1.673215
5700	-2545823	-2545844	20.48859	1e+08	0	0.00752685	0.0179175	0.00576697	0.144236	0.00281755	0.133942	0.0570097	0.162415	1.03594	0.00464426	0.00645394	0.0108197	0.0210024	0.00358268	0.0413631	0.0105769	0.0108711	0.149459	0.0154608	0.380224	0.108785	0.149527	0.196544	2.808978e-06	0	0	0.281641	0.217276	0.218487	0.282596	4	0.999873	0.999968	1.00003	1.00013	0.7099279	0.0830354	0.104804	0.787914	0.0014856	0.709928	1.676883
5710	-2545821	-2545843	22.0158	1e+08	0	0.0068688	0.0179133	0.00576697	0.144622	0.00296945	0.132918	0.0566016	0.161663	1.03233	0.00457903	0.0065514	0.0107183	0.0211825	0.00360222	0.041251	0.0103729	0.0112723	0.320144	0.00383092	0.146682	0.0150845	0.297241	0.217017	9.633909e-06	0	0	0.281859	0.217443	0.217884	0.282814	4	0.999873	0.999968	1.00003	1.00013	0.7107083	0.00298379	0.0125717	0.641653	0.0971819	0.710708	1.67118
5720	-2545843	-2545847	4.038478	8.387199e+07	1	0.00705551	0.0178385	0.00562796	0.144916	0.00298994	0.132969	0.056609	0.161192	1.02398	0.00470055	0.00619388	0.0107466	0.0206307	0.00352216	0.0411536	0.0101593	0.0112083	0.237914	0.0184391	0.353627	0.184862	0.0488275	0.15633	3.831772e-05	0	0	0.281859	0.217443	0.217884	0.282814	4	0.999861	0.999965	1.00003	1.00014	0.7127949	0.00102338	0.380025	0.0433658	0.0977842	0.712795	1.661498
5730	-2545823	-2545845	22.37486	1e+08	0	0.00709946	0.0176293	0.00559496	0.141911	0.00297577	0.132438	0.0552468	0.160422	1.01746	0.00445153	0.00633184	0.0104679	0.0208943	0.00351706	0.0412029	0.0106386	0.0112026	0.108973	0.289383	0.0560936	0.220818	0.18402	0.140712	7.276595e-06	0	0	0.281937	0.217504	0.217944	0.282615	4	0.999873	0.999968	1.00003	1.00013	0.7200914	0.0172745	0.0940083	0.00157456	0.78325	0.720091	1.649487
5740	-2545831	-2545840	8.433407	6.008324e+07	1	0.0074532	0.017512	0.00531197	0.142095	0.00278301	0.131154	0.056164	0.15875	1.01207	0.00457835	0.00617143	0.0107568	0.0206155	0.00352256	0.0404549	0.0100541	0.0106645	0.0532087	0.102093	0.262159	0.0715527	0.452662	0.0583246	1.361756e-05	0	0	0.281937	0.217504	0.217944	0.282615	4	0.999836	0.999959	1.00004	1.00016	0.7234725	0.00183521	0.0116274	0.00797587	0.145906	0.723473	1.640108
5750	-2545812	-2545840	27.68945	1e+08	0	0.0074532	0.0176507	0.00508553	0.142643	0.00278982	0.131301	0.0555625	0.160228	1.01841	0.0046204	0.00624336	0.0104078	0.0209768	0.00357186	0.0410191	0.0103415	0.0110365	0.0837696	0.141633	0.287372	0.140713	0.130578	0.215934	3.000489e-06	0	0	0.282237	0.2177	0.217347	0.282716	4	0.999873	0.999968	1.00003	1.00013	0.7192143	0.00144335	0.336343	0.00207844	0.00979103	0.719214	1.649336
5760	-2545834	-2545842	7.608324	5.355605e+07	1	0.00740256	0.0174	0.00527739	0.141724	0.00281103	0.13246	0.0553152	0.159582	1.015	0.0045741	0.00599362	0.0106716	0.0209029	0.00353208	0.0400977	0.00994135	0.0108439	0.0203108	0.145423	0.232655	0.122969	0.270483	0.208159	8.933925e-06	0	0	0.282268	0.217725	0.217371	0.282636	4	0.999826	0.999955	1.00004	1.00017	0.7221581	0.0650948	0.00164302	0.00290186	0.17677	0.722158	1.643531
5770	-2545830	-2545848	17.90463	1e+08	0	0.00743416	0.0175635	0.00568483	0.141921	0.00281944	0.131572	0.0547145	0.161367	1.01588	0.00470244	0.00627621	0.0106596	0.0212831	0.00360912	0.0409824	0.0101069	0.011039	0.288257	0.02864	0.154607	0.0164911	0.45958	0.052425	2.204973e-07	0	0	0.282343	0.217782	0.217164	0.282711	4	0.999873	0.999968	1.00003	1.00013	0.7196889	0.593276	0.00164429	0.58641	0.311869	0.719689	1.647614
5780	-2545822	-2545844	21.99697	1e+08	0	0.00701331	0.0174469	0.00551652	0.14084	0.0027188	0.132555	0.054819	0.160148	1.01296	0.00459762	0.00623832	0.0103948	0.0205413	0.0035096	0.0404999	0.0104048	0.0107564	0.278575	0.0867029	0.201808	0.203758	0.0689228	0.160233	3.524249e-06	0	0	0.282853	0.217628	0.21701	0.28251	4	0.999873	0.999968	1.00003	1.00013	0.7225921	0.0614302	0.197503	0.0497974	0.0052495	0.722592	1.640958
5790	-2545846	-2545850	3.51442	8.075077e+07	1	0.00663049	0.0173705	0.00513852	0.142622	0.00303654	0.130686	0.0551561	0.159076	1.01171	0.00463182	0.00618684	0.0104743	0.020878	0.00371793	0.0403052	0.00966202	0.0111685	0.101661	0.191393	0.0408822	0.348241	0.297524	0.0202992	7.264779e-06	0	0	0.282987	0.217178	0.217113	0.282723	4	0.999859	0.999964	1.00004	1.00014	0.7230286	0.0019883	0.0291944	0.143439	0.415252	0.723029	1.638454
5800	-2545814	-2545844	29.76259	1e+08	0	0.00692844	0.0172079	0.00536618	0.143471	0.00275452	0.132092	0.056088	0.160605	1.01748	0.00463182	0.00613177	0.0106752	0.0205924	0.00349064	0.0407173	0.0102885	0.0116688	0.00969194	0.0657834	0.4277	0.0830996	0.225748	0.187977	1.843476e-06	0	0	0.282987	0.217178	0.217113	0.282723	4	0.999873	0.999968	1.00003	1.00013	0.717751	0.00340699	0.26724	0.00107509	0.00126133	0.717751	1.650188
5810	-2545840	-2545846	6.549128	8.815237e+07	1	0.00737218	0.0173	0.00550393	0.140827	0.00292674	0.132203	0.0558017	0.159431	1.02077	0.00458725	0.00622497	0.0104757	0.0207642	0.00361006	0.04096	0.0104757	0.0111668	0.23859	0.0850779	0.270183	0.211109	0.0326927	0.162348	2.520717e-06	0	0	0.282516	0.216816	0.218414	0.282253	4	0.999865	0.999966	1.00003	1.00014	0.7204858	0.00180108	0.00136544	0.728972	0.0825931	0.720486	1.650399
5820	-2545817	-2545841	24.33442	1e+08	0	0.00738935	0.0175668	0.00536284	0.141848	0.0028285	0.130671	0.0558368	0.160182	1.00944	0.00456597	0.00621642	0.0104757	0.0203368	0.00363892	0.0407123	0.0101542	0.0107419	0.100156	0.181943	0.170198	0.29827	0.00792894	0.241506	6.140627e-06	0	0	0.282516	0.216816	0.218414	0.282253	4	0.999873	0.999968	1.00003	1.00013	0.7218569	0.290448	0.00965286	0.0245587	0.00458835	0.721857	1.637963
5830	-2545820	-2545842	21.96371	1e+08	0	0.00704113	0.0179407	0.00516004	0.141792	0.0028132	0.13171	0.0551616	0.15923	1.00911	0.00454121	0.00619588	0.0104471	0.020449	0.00354083	0.0407274	0.0103985	0.0111672	0.176331	0.237266	0.131285	0.01894	0.0347362	0.401442	5.180922e-06	0	0	0.282274	0.21663	0.218227	0.282869	4	0.999873	0.999968	1.00003	1.00013	0.7249318	0.553366	0.0371872	0.006257	0.0262953	0.724932	1.637428
5840	-2545834	-2545841	6.894734	6.313169e+07	1	0.00714331	0.0173711	0.00540791	0.141557	0.0029045	0.131317	0.0553284	0.158284	1.01144	0.00456828	0.00619084	0.0103728	0.0204213	0.00380624	0.0406893	0.0104473	0.0110477	0.182217	0.0278937	0.2024	0.118955	0.284549	0.183986	5.647184e-07	0	0	0.282274	0.21663	0.218227	0.282869	4	0.99984	0.999959	1.00004	1.00016	0.7225023	0.103189	0.0100736	0.00746525	0.0151995	0.722502	1.638301
5850	-2545825	-2545841	16.099	1e+08	0	0.00723657	0.017302	0.0051216	0.141381	0.00268246	0.13024	0.0549305	0.158542	1.01322	0.00447618	0.00626374	0.0107303	0.0204391	0.00360453	0.0400481	0.0103576	0.0108068	0.110839	0.340688	0.120889	0.104695	0.114709	0.20818	2.15698e-06	0	0	0.282726	0.217077	0.217644	0.282553	4	0.999873	0.999968	1.00003	1.00013	0.7263893	0.425749	0.0762275	0.120046	0.305749	0.726389	1.637385
5860	-2545841	-2545847	5.625023	3.905867e+07	1	0.00738076	0.0176395	0.00523535	0.142605	0.00274705	0.131916	0.055923	0.158205	1.01701	0.00443375	0.00579374	0.0107257	0.0204571	0.00360314	0.0411232	0.0101349	0.0104946	0.024768	0.140857	0.044188	0.450241	0.0863712	0.253574	1.610591e-06	0	0	0.282364	0.217419	0.217212	0.283005	4	0.999797	0.999948	1.00005	1.0002	0.7232603	0.263432	0.00122511	0.419547	0.00288469	0.72326	1.645426
5870	-2545841	-2545843	2.149809	7.914253e+07	1	0.0069383	0.0175306	0.00535184	0.141064	0.00289819	0.131642	0.054784	0.159656	1.01037	0.00482515	0.00618789	0.0105763	0.0204643	0.00354132	0.0401143	0.0101434	0.0108932	0.0491713	0.467914	0.435156	0.00996219	0.0131823	0.0246143	1.784648e-05	0	0	0.282394	0.217335	0.217235	0.283036	4	0.999857	0.999964	1.00004	1.00014	0.7243719	0.0146366	0.0247824	0.58325	0.0647998	0.724372	1.636976
5880	-2545834	-2545838	4.191543	2.211835e+07	1	0.00704382	0.0176195	0.00532003	0.142049	0.00290638	0.131915	0.0561725	0.160309	1.01945	0.00476062	0.00624963	0.0107078	0.0207274	0.00340264	0.0405654	0.0103035	0.0108003	0.250552	0.23236	0.0780334	0.168844	0.0525754	0.217636	3.073213e-07	0	0	0.282313	0.217273	0.217459	0.282955	4	0.99973	0.999931	1.00007	1.00027	0.7194187	0.00176529	0.562817	0.00785507	0.200953	0.719419	1.650298
5890	-2545849	-2545850	1.324268	8.222042e+07	1	0.0068714	0.0180496	0.00569961	0.142237	0.00289669	0.132111	0.0554009	0.161727	1.01749	0.00467723	0.00620108	0.010373	0.0204825	0.00357548	0.0396738	0.0105907	0.0110881	0.0186007	0.39254	0.0560345	0.265747	0.103489	0.163589	1.447428e-06	0	0	0.282427	0.216959	0.217546	0.283068	4	0.99986	0.999964	1.00004	1.00014	0.7204123	0.278685	0.0072372	0.0936251	0.147566	0.720412	1.649149
5900	-2545822	-2545843	21.18268	1e+08	0	0.00688064	0.0173989	0.00496492	0.142539	0.00283355	0.131907	0.05511	0.158449	1.01201	0.00464165	0.00604082	0.0109524	0.0203474	0.00371033	0.041237	0.0100376	0.0109145	0.0627828	0.0217633	0.0951695	0.552046	0.129935	0.138303	1.516265e-07	0	0	0.282338	0.217204	0.217478	0.28298	4	0.999873	0.999968	1.00003	1.00013	0.7235723	0.0179043	0.516211	0.0364912	0.0214101	0.723572	1.639979
5910	-2545819	-2545838	18.38458	1e+08	0	0.00714246	0.0177742	0.00550291	0.143775	0.0029604	0.132263	0.0556361	0.16046	1.02214	0.00471309	0.00633221	0.0108977	0.0204084	0.00364983	0.0411175	0.0104232	0.0110957	0.540111	0.074529	0.0460367	0.0528647	0.108088	0.17837	1.014903e-08	0	0	0.282338	0.217204	0.217478	0.28298	4	0.999873	0.999968	1.00003	1.00013	0.7142992	0.281981	0.147595	0.0336408	0.0728449	0.714299	1.656288
5920	-2545841	-2545846	5.317233	6.311443e+07	1	0.00678123	0.0177541	0.00566191	0.144615	0.00283673	0.13274	0.0562284	0.161784	1.02353	0.00480077	0.00610025	0.0106512	0.0209506	0.00348905	0.0409747	0.0102906	0.0112855	0.187602	0.0233192	0.0321256	0.114915	0.431068	0.210971	4.841965e-06	0	0	0.282321	0.21719	0.217688	0.282801	4	0.99984	0.999959	1.00004	1.00016	0.71713	0.00146965	0.00427941	0.781279	0.0938251	0.71713	1.660477
5930	-2545830	-2545837	6.856736	5.470429e+07	1	0.00727895	0.0176357	0.00550902	0.143385	0.00277469	0.133005	0.0563244	0.160058	1.01895	0.00463773	0.0060527	0.0105765	0.0208881	0.00361471	0.0406794	0.0103911	0.0109167	0.10528	0.0343413	0.668401	0.135977	0.00439649	0.0516046	5.45871e-08	0	0	0.282247	0.217133	0.217892	0.282727	4	0.999828	0.999956	1.00004	1.00017	0.7162501	0.0492436	0.90464	0.00108831	0.00220775	0.71625	1.652678
5940	-2545839	-2545844	5.577127	4.221808e+07	1	0.00724978	0.017359	0.00543591	0.141486	0.00295098	0.131446	0.0559013	0.158959	1.0166	0.00456204	0.0059541	0.0102372	0.0206089	0.00356625	0.0402339	0.0101481	0.0102637	0.273838	0.0236271	0.260636	0.0576139	0.0984066	0.285878	1.564687e-06	0	0	0.282464	0.217301	0.21806	0.282175	4	0.999804	0.99995	1.00005	1.0002	0.721176	0.631452	0.004886	0.00273921	0.0498379	0.721176	1.642962
5950	-2545837	-2545842	5.433679	2.14993e+07	1	0.00718475	0.0172649	0.00517379	0.140872	0.00285323	0.130625	0.0559076	0.159305	1.00782	0.00464491	0.00621963	0.0103425	0.0205866	0.00368256	0.040585	0.0100682	0.0104487	0.187986	0.486874	0.153073	0.0401764	0.100153	0.0317387	2.327414e-06	0	0	0.28181	0.218045	0.217555	0.28259	4	0.999726	0.99993	1.00007	1.00027	0.7276141	0.0484026	0.00680725	0.00632176	0.25407	0.727614	1.633587
5960	-2545824	-2545845	21.5707	1e+08	0	0.00748975	0.0174186	0.00501955	0.143794	0.00276416	0.132892	0.0553996	0.159305	1.0168	0.00442142	0.0061863	0.0107389	0.0205923	0.00366531	0.0411473	0.0103965	0.0108661	0.126053	0.0590376	0.0409375	0.227747	0.0250509	0.521174	3.186111e-06	0	0	0.28181	0.218045	0.217555	0.28259	4	0.999873	0.999968	1.00003	1.00013	0.7204703	0.00184126	0.101479	0.0600697	0.40094	0.72047	1.648893
5970	-2545831	-2545838	7.009159	3843122	1	0.00684409	0.0175325	0.00534507	0.142325	0.00283576	0.131216	0.0557734	0.160543	1.01517	0.00459809	0.00614621	0.0109764	0.0203356	0.00359624	0.0406705	0.0103029	0.0108472	0.119296	0.0504504	0.252872	0.192244	0.269008	0.11613	4.916466e-06	0	0	0.282139	0.217134	0.217809	0.282919	4	0.999352	0.999834	1.00017	1.00065	0.7204748	0.0397989	0.00430759	0.411451	0.00139779	0.720475	1.64506
5980	-2545827	-2545847	19.95999	1e+08	0	0.00682826	0.0171665	0.005246	0.142004	0.00278195	0.132733	0.0550373	0.159222	1.01505	0.00466757	0.00618259	0.0112512	0.0203285	0.00353844	0.0402433	0.0102193	0.0105862	0.183665	0.0675212	0.51856	0.0758898	0.0510458	0.103318	6.182059e-06	0	0	0.28224	0.217212	0.217887	0.282661	4	0.999873	0.999968	1.00003	1.00013	0.7225838	0.0012544	0.258675	0.47128	0.155671	0.722584	1.643089
