Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er_cats[1]	er_cats[2]	er_cats[3]	er_cats[4]	er_indicator	er_scale	m_er	m_er_dist	m_pi	m_pi_dist	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	pi_cats[1]	pi_cats[2]	pi_cats[3]	pi_cats[4]	pi_indicator	pi_scale	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
42	0	-53.68177	-61.42452	7.742752	1e+08	0	0.0442	0.0212591	0.0439068	0.0558012	0.0731297	0.227289	0.157012	0.0522584	0.0570966	0.187537	0.0991042	0.051015	0.0328208	0.0935592	0.0418942	0.117578	0.106026	0.498242	0.49956	0.500347	0.501851	0	62000	3.136793	3.136793	0.4492076	0.4492076	0.106558	0.241142	0.270262	0.382039	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.461487
43	1	-69.21357	-69.53017	0.3165997	1e+08	0	0.0167646	0.095009	0.00426356	0.333771	0.121434	0.143766	0.0312107	0.0986065	0.123116	0.652368	0.183718	0.154701	0.128466	0.0899333	0.0133785	0.0690894	0.22879	0.498242	0.49956	0.500347	0.501851	0	62000	0.3941073	0.3941073	0.3490558	0.3490558	0.520392	0.0583183	0.315615	0.105674	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999873	0.999968	1.00003	1.00013	2.488386
44	0	-57.91357	-58.89982	0.9862571	1e+08	0	0.0442	0.0150626	0.0439068	0.0690175	0.0662682	0.227289	0.144145	0.0858076	0.0570966	0.26991	0.157248	0.0122009	0.0406227	0.0935592	0.0418942	0.116723	0.121357	0.498242	0.49956	0.500347	0.501851	0	62000	2.721431	2.721431	1	0.60626	0.0813457	0.155375	0.511582	0.251698	0.36686	0.46512	0.534879	0.633141	1	11.02264	1	0.999873	0.999968	1.00003	1.00013	1.606308
45	1	-68.13673	-68.2184	0.08167667	1e+08	0	0.0167646	0.112287	0.00478354	0.273359	0.0902329	0.143766	0.0377719	0.0986065	0.0761299	0.652368	0.122583	0.154701	0.121868	0.106121	0.0133785	0.0690894	0.149132	0.267002	0.435316	0.564684	0.732998	1	3.333429	1	0.4987042	0.1246157	0.1246157	0.191777	0.072908	0.696371	0.0389435	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	2.242942
46	0	-79.09874	-60.69521	-18.40353	53066.97	1	0.039049	0.0150626	0.0439068	0.0720316	0.0608824	0.203055	0.127418	0.0539266	0.129858	0.198255	0.203176	0.0105105	0.0584264	0.199056	0.0264449	0.0841343	0.0518126	0.498242	0.49956	0.500347	0.501851	0	62000	9.114655	9.114655	1.041756	1.041756	0.248028	0.202385	0.162794	0.386793	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.994488	0.998585	1.0014	1.00552	1.577006
47	1	-61.877	-65.21761	3.340611	1e+08	0	0.0167646	0.11141	0.00666543	0.273359	0.0902329	0.155638	0.0287652	0.0517857	0.0637037	0.652368	0.0820562	0.169065	0.135276	0.0569189	0.017231	0.0518666	0.196931	0.498242	0.49956	0.500347	0.501851	0	62000	0.2570131	0.2570131	1	0.2419871	0.188634	0.0646821	0.712322	0.0343614	0.0393235	0.299485	0.700515	0.960676	1	0.4404395	2	0.999873	0.999968	1.00003	1.00013	2.160037
48	0	-54.66464	-58.0647	3.40006	1e+08	0	0.0767611	0.00555619	0.032563	0.0649966	0.0479909	0.257932	0.153588	0.0377664	0.092508	0.325297	0.178498	0.0123608	0.0423451	0.139638	0.0225007	0.0690229	0.0516433	0.498242	0.49956	0.500347	0.501851	0	62000	3.466831	3.466831	1	1.483919	0.135714	0.111814	0.142396	0.610076	0.16912	0.397753	0.602248	0.83088	1	1.428937	1	0.999873	0.999968	1.00003	1.00013	1.610968
49	1	-64.58857	-65.94	1.351423	1e+08	0	0.0235404	0.0794801	0.00970879	0.273359	0.0751146	0.131311	0.0259653	0.0517857	0.0637037	0.652368	0.117739	0.169065	0.069776	0.0569189	0.0187587	0.0518666	0.196931	0.271802	0.436887	0.563114	0.728198	1	3.49261	1	0.131532	1	0.4970387	0.0221701	0.213133	0.488258	0.276439	0.00700966	0.21802	0.78198	0.99299	1	0.231764	1	0.999873	0.999968	1.00003	1.00013	2.067391
50	0	-74.34336	-60.03393	-14.30943	2.681778e+07	1	0.0581479	0.0029116	0.032563	0.0478248	0.0678007	0.178935	0.153588	0.0325169	0.0702231	0.336096	0.17796	0.0162958	0.061515	0.139638	0.0225007	0.0602462	0.055407	0.204933	0.413001	0.586999	0.795067	1	1.916558	1	2.33721	1	1.381117	0.174505	0.315392	0.177045	0.333058	0.126024	0.375596	0.624403	0.873976	1	1.008429	2	0.999755	0.999937	1.00006	1.00025	1.51417
51	1	-68.11455	-65.13256	-2.981993	1e+08	0	0.0196462	0.0794801	0.0120307	0.273359	0.0744551	0.131311	0.0211154	0.050751	0.0768354	0.652368	0.117739	0.169065	0.0782097	0.066712	0.0240069	0.0601282	0.225916	0.330554	0.454869	0.54513	0.669447	1	6.65872	1	0.129282	1	0.9628893	0.154043	0.371717	0.22418	0.250061	0.230571	0.422729	0.57727	0.769429	1	2.38653	1	0.999873	0.999968	1.00003	1.00013	2.133128
52	0	-56.01037	-59.83955	3.829176	1e+08	0	0.0581479	0.0029116	0.0536587	0.0405473	0.0678007	0.178935	0.114992	0.0381142	0.0702231	0.491285	0.17796	0.0211611	0.061515	0.137385	0.0218901	0.0602462	0.055407	0.108611	0.364877	0.635122	0.891389	1	0.8727372	1	3.668323	0.9736815	0.9736815	0.229214	0.203191	0.292262	0.275332	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.652181
53	1	-79.92817	-65.92137	-14.0068	1.507855e+07	1	0.0150763	0.0794801	0.0120307	0.259145	0.0744551	0.117582	0.036197	0.0261217	0.0768354	0.435296	0.117739	0.169065	0.0782097	0.100877	0.0240069	0.0601282	0.224284	0.498242	0.49956	0.500347	0.501851	0	62000	0.08219224	0.08219224	1	1.990175	0.13323	0.425389	0.271415	0.169966	0.0118442	0.239172	0.760828	0.988156	1	0.271589	2	0.999673	0.999916	1.00008	1.00033	1.906529
54	0	-58.4255	-57.54801	-0.8774945	1e+08	0	0.0925251	0.0029116	0.0417464	0.0405473	0.0744179	0.210391	0.115791	0.0371195	0.0283575	0.491285	0.143623	0.0177286	0.0494679	0.137385	0.0218901	0.0980879	0.055407	0.0228359	0.269982	0.730018	0.977164	1	0.344541	1	2.559215	1	1.564767	0.181957	0.197183	0.433473	0.187387	0.369588	0.465873	0.534128	0.630412	1	11.50463	1	0.999873	0.999968	1.00003	1.00013	1.658683
55	1	-82.35326	-69.8305	-12.52277	6.712183e+07	1	0.0150763	0.0794801	0.0120307	0.301774	0.0744551	0.0601967	0.0581181	0.0261217	0.117128	0.435296	0.0803696	0.169065	0.0698229	0.140319	0.0240069	0.0601282	0.224284	0.498242	0.49956	0.500347	0.501851	0	62000	0.08533916	0.08533916	0.4836576	0.4836576	0.319794	0.222913	0.194417	0.262876	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999845	0.99996	1.00004	1.00015	1.947671
56	0	-51.19287	-58.22796	7.03509	1e+08	0	0.0925251	0.00355212	0.0647921	0.0405473	0.0881999	0.222813	0.115791	0.0371195	0.0186382	0.491285	0.195905	0.0177286	0.0494679	0.137385	0.0250118	0.0266564	0.0338076	0.498242	0.49956	0.500347	0.501851	0	62000	1.173923	1.173923	1.122344	1.122344	0.412248	0.052831	0.157682	0.377239	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999873	0.999968	1.00003	1.00013	1.661227
57	1	-63.03498	-69.24625	6.211262	1e+08	0	0.0150763	0.0482634	0.011211	0.301774	0.0744551	0.0667979	0.0908518	0.0261217	0.0939828	0.340181	0.0607652	0.137144	0.0617534	0.100781	0.0240069	0.0742651	0.224284	0.0201644	0.263748	0.736251	0.979836	1	0.3279811	1	0.09260357	1.707149	1.707149	0.356833	0.248731	0.123384	0.271052	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999873	0.999968	1.00003	1.00013	1.751714
58	0	-68.2508	-57.51482	-10.73598	7.384683e+07	1	0.0925251	0.002569	0.0647921	0.0571942	0.0705237	0.208603	0.100409	0.042761	0.0186382	0.491285	0.195905	0.0184623	0.0359801	0.137385	0.0192844	0.0266564	0.0338076	0.498242	0.49956	0.500347	0.501851	0	62000	0.9773232	0.9773232	1.11378	1.11378	0.0508094	0.0870981	0.259958	0.602135	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999852	0.999962	1.00004	1.00015	1.616782
59	1	-64.70321	-70.49207	5.788867	1e+08	0	0.0150763	0.0482634	0.0146038	0.327574	0.0744551	0.0667979	0.0583588	0.0261217	0.0592115	0.405702	0.0566234	0.137144	0.0738014	0.172421	0.0240069	0.049639	0.224284	0.498242	0.49956	0.500347	0.501851	0	62000	0.0601977	0.0601977	1.753718	1.753718	0.431645	0.257748	0.0228108	0.287797	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999873	0.999968	1.00003	1.00013	1.834084
60	0	-69.65806	-59.13808	-10.51998	691969.4	1	0.0925251	0.00311473	0.0397287	0.0410252	0.0531833	0.208603	0.100409	0.042761	0.0123491	0.247297	0.159128	0.028558	0.0359801	0.137385	0.0192844	0.0266564	0.0226215	0.498242	0.49956	0.500347	0.501851	0	62000	0.3700391	0.3700391	1	0.5468616	0.0302696	0.0731873	0.616006	0.280537	0.335234	0.45622	0.54378	0.664766	1	7.064715	2	0.998472	0.999609	1.00039	1.00153	1.27061
61	1	-83.09613	-68.87964	-14.21648	3.893756e+07	1	0.0150763	0.0482634	0.0111188	0.327574	0.0556973	0.0829796	0.0583588	0.0261217	0.0592115	0.405702	0.0321995	0.136777	0.124171	0.129469	0.0240069	0.0498542	0.224284	0.498242	0.49956	0.500347	0.501851	0	62000	0.06724897	0.06724897	3.563529	3.563529	0.189926	0.193427	0.095009	0.521638	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999796	0.999948	1.00005	1.0002	1.810865
62	0	-59.90394	-54.54747	-5.356469	3.568254e+07	1	0.150979	0.00311473	0.0306088	0.0410252	0.034233	0.11016	0.0801003	0.0360319	0.00818127	0.247297	0.16503	0.028558	0.0605233	0.137385	0.0273786	0.0320104	0.0234337	0.498242	0.49956	0.500347	0.501851	0	62000	0.2583443	0.2583443	0.4605677	0.4605677	0.00561975	0.146243	0.43295	0.415187	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999787	0.999945	1.00005	1.00021	1.21605
63	1	-59.68154	-68.14601	8.464465	1e+08	0	0.0148456	0.0332717	0.0111188	0.220286	0.0350555	0.047465	0.104884	0.0261217	0.0592115	0.299731	0.0291556	0.136777	0.124171	0.127476	0.0240069	0.0764584	0.262509	0.498242	0.49956	0.500347	0.501851	0	62000	0.07796032	0.07796032	1.07576	1.07576	0.134576	0.212349	0.0804093	0.572666	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999873	0.999968	1.00003	1.00013	1.632544
64	0	-66.15138	-54.78567	-11.36571	7.671217e+07	1	0.150979	0.00472555	0.0306088	0.0485979	0.034233	0.0818475	0.0801003	0.0360319	0.00517488	0.247297	0.16503	0.0459097	0.0605233	0.137385	0.038082	0.0320104	0.0155666	0.498242	0.49956	0.500347	0.501851	0	62000	0.2145699	0.2145699	1	0.9463816	0.0193865	0.271687	0.51576	0.193166	0.367331	0.465249	0.53475	0.63267	1	11.10367	2	0.999855	0.999963	1.00004	1.00015	1.214103
65	1	-63.32353	-67.74691	4.42338	1e+08	0	0.0111343	0.0214663	0.0111188	0.0989585	0.0350555	0.058937	0.104884	0.037112	0.0621958	0.383453	0.0200529	0.11262	0.124171	0.127476	0.0472392	0.0764584	0.262509	0.278493	0.439045	0.560955	0.721507	1	3.731846	1	0.2372306	1	0.3833604	0.279642	0.171975	0.191432	0.356951	0.208323	0.414337	0.585663	0.791677	1	1.971853	1	0.999873	0.999968	1.00003	1.00013	1.594841
66	0	-46.66575	-56.06673	9.400978	1e+08	0	0.0716621	0.00351406	0.0373071	0.035421	0.0470883	0.0773647	0.0801003	0.0360319	0.00517488	0.247297	0.100511	0.0720489	0.0605233	0.244603	0.038082	0.0322838	0.0155666	0.142702	0.384797	0.615203	0.857298	1	1.154797	1	1.587838	1	0.4848585	0.0252427	0.338556	0.494366	0.141835	0.138307	0.38246	0.617541	0.861693	1	1.114468	1	0.999873	0.999968	1.00003	1.00013	1.20458
67	1	-77.76199	-69.88675	-7.875241	1.427317e+07	1	0.0111343	0.0214663	0.011794	0.0989585	0.0350555	0.071325	0.104884	0.0320924	0.0621958	0.281701	0.0187163	0.0998684	0.0794989	0.190171	0.0472392	0.0764584	0.262509	0.498242	0.49956	0.500347	0.501851	0	62000	0.3201608	0.3201608	0.02734691	0.02734691	0.23849	0.094155	0.605142	0.0622129	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999664	0.999914	1.00009	1.00034	1.505068
68	0	-44.50521	-55.71998	11.21477	1e+08	0	0.0795374	0.00351406	0.0373071	0.0340853	0.0470883	0.0856323	0.0672708	0.0360319	0.003338	0.228723	0.100511	0.100079	0.0925271	0.244603	0.0321258	0.0322838	0.0184065	0.498242	0.49956	0.500347	0.501851	0	62000	1.248264	1.248264	1.049939	1.049939	0.00997589	0.189152	0.418064	0.382809	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.243065
69	1	-58.40518	-67.02621	8.621027	1e+08	0	0.0142311	0.0214663	0.011794	0.133578	0.028005	0.0895982	0.0930969	0.0231374	0.0660241	0.44366	0.02915	0.0998684	0.0794989	0.147976	0.0472392	0.0764584	0.262509	0.498242	0.49956	0.500347	0.501851	0	62000	0.09210038	0.09210038	1	0.02323318	0.222925	0.114387	0.64816	0.0145283	0.0450637	0.307474	0.692526	0.954936	1	0.4729161	1	0.999873	0.999968	1.00003	1.00013	1.667291
70	0	-45.33441	-55.30357	9.96916	1e+08	0	0.0795374	0.00334537	0.0373071	0.0558593	0.0470883	0.0929212	0.0672708	0.0580307	0.003338	0.228723	0.0661769	0.0841897	0.0918181	0.367303	0.0476471	0.0173344	0.0184065	0.0451714	0.307616	0.692384	0.954829	1	0.4735255	1	1.452594	0.3239567	0.3239567	0.423703	0.104595	0.0381157	0.433587	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999873	0.999968	1.00003	1.00013	1.366297
71	1	-64.67169	-70.31405	5.642352	1e+08	0	0.0162937	0.0147002	0.011794	0.280563	0.0292971	0.0895982	0.0930969	0.0263561	0.0660241	0.44366	0.00959036	0.0675084	0.0794989	0.219055	0.0616191	0.0644732	0.221727	0.200126	0.411079	0.588922	0.799873	1	1.841254	1	0.458831	0.06838286	0.06838286	0.258177	0.150699	0.493511	0.0976138	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999873	0.999968	1.00003	1.00013	1.794857
72	0	-63.3416	-56.18268	-7.158917	1.610198e+07	1	0.0629387	0.00334537	0.0373071	0.0558593	0.0535056	0.0756217	0.0429322	0.0580307	0.00389499	0.253413	0.0328241	0.0841897	0.0918181	0.26089	0.0618178	0.0173344	0.0160739	0.498242	0.49956	0.500347	0.501851	0	62000	0.3014747	0.3014747	1	0.6906127	0.321061	0.0708391	0.00924659	0.598853	0.177651	0.401595	0.598406	0.822349	1	1.531145	2	0.999683	0.999919	1.00008	1.00032	1.211796
73	1	-79.80484	-66.32227	-13.48257	7.797139e+07	1	0.0162937	0.0312213	0.0168096	0.291768	0.0292971	0.0895982	0.141915	0.0429357	0.0660241	0.44366	0.00959036	0.0675084	0.0794989	0.179469	0.0640021	0.0644732	0.221727	0.498242	0.49956	0.500347	0.501851	0	62000	0.4497739	0.4497739	1	0.4294219	0.193518	0.264944	0.432372	0.109166	0.177329	0.401452	0.598547	0.822671	1	1.527153	2	0.999856	0.999964	1.00004	1.00014	1.855792
74	0	-66.38958	-55.67877	-10.71081	7.678313e+07	1	0.118755	0.00452644	0.0253974	0.0578503	0.0347508	0.0756217	0.030826	0.0580307	0.00581491	0.312098	0.0274558	0.0841897	0.0589045	0.170983	0.0618178	0.0165132	0.0104616	0.37135	0.466356	0.533643	0.628651	1	11.83222	1	0.5478611	0.3833912	0.3833912	0.314687	0.328023	0.0428168	0.314473	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999855	0.999963	1.00004	1.00014	1.153996
75	1	-63.41202	-62.96134	-0.4506776	1e+08	0	0.0162937	0.0312213	0.0167572	0.291768	0.0338643	0.113173	0.141915	0.0429357	0.0582355	0.44366	0.0170291	0.0542784	0.0794989	0.179469	0.101265	0.0644732	0.221727	0.145815	0.386418	0.613582	0.854185	1	1.184186	1	1.116092	1	0.4170035	0.193706	0.247506	0.403914	0.154874	0.338613	0.457191	0.542809	0.661387	1	7.379937	1	0.999873	0.999968	1.00003	1.00013	1.907564
76	0	-63.98058	-57.25055	-6.730025	1.667959e+07	1	0.122596	0.00382145	0.0542537	0.0578503	0.0455003	0.0756217	0.030826	0.0580307	0.00372936	0.312098	0.0245372	0.0937337	0.0589045	0.23946	0.029273	0.0118382	0.0085172	0.0170543	0.255653	0.744348	0.982946	1	0.3079566	1	0.1322956	1.409968	1.409968	0.511148	0.229481	0.0126651	0.246706	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999689	0.999921	1.00008	1.00031	1.230591
77	1	-55.51931	-62.46758	6.948268	1e+08	0	0.0207847	0.0259399	0.0331088	0.198552	0.0335658	0.0703871	0.141915	0.0270295	0.0582355	0.44366	0.0170291	0.0542784	0.0595094	0.160458	0.0789234	0.0267814	0.221727	2.11884e-08	0.0607937	0.939206	1	1	0.04777552	1	0.5797543	0.3072329	0.3072329	0.132298	0.214674	0.51798	0.135048	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999873	0.999968	1.00003	1.00013	1.671886
78	0	-61.93365	-56.85713	-5.07652	4.770498e+07	1	0.123948	0.00382145	0.0542537	0.0390276	0.0355081	0.0417376	0.030826	0.0580307	0.00306017	0.312098	0.0245372	0.108406	0.0589045	0.240229	0.0206383	0.0118382	0.0101938	0.498242	0.49956	0.500347	0.501851	0	62000	0.1526664	0.1526664	0.6762286	0.6762286	0.219134	0.554106	0.00336653	0.223394	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999816	0.999953	1.00005	1.00018	1.177057
79	1	-57.14912	-62.81457	5.665451	1e+08	0	0.0207847	0.016302	0.0516033	0.193288	0.010183	0.0703871	0.127219	0.0376547	0.0560264	0.30025	0.0170291	0.0806852	0.0595094	0.160458	0.0641909	0.0189718	0.221727	0.00231142	0.181814	0.818186	0.997689	1	0.1761826	1	4.334383	0.4452048	0.4452048	0.198232	0.239387	0.287983	0.274399	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999873	0.999968	1.00003	1.00013	1.50627
80	0	-63.79129	-57.46664	-6.324649	9.112708e+07	1	0.0809204	0.00422794	0.0542537	0.0526121	0.0355081	0.0415475	0.0468227	0.0580307	0.00227869	0.312098	0.0245372	0.108406	0.0589045	0.240229	0.0280728	0.0140506	0.0104615	0.498242	0.49956	0.500347	0.501851	0	62000	1.060122	1.060122	1.057865	1.057865	0.15949	0.619321	0.000413927	0.220775	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999866	0.999965	1.00004	1.00013	1.17296
81	1	-59.62643	-63.39964	3.773212	1e+08	0	0.0419376	0.00786395	0.0516033	0.129521	0.010183	0.0703871	0.187496	0.0376547	0.0560264	0.30025	0.0181738	0.0806852	0.0667519	0.172294	0.0776183	0.0189718	0.221727	0.324069	0.452979	0.54702	0.675932	1	6.148763	1	1.424064	1.163552	1.163552	0.19776	0.373564	0.0861153	0.342561	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999873	0.999968	1.00003	1.00013	1.549145
82	0	-69.43377	-58.43984	-10.99393	5064588	1	0.0588185	0.00422794	0.0542537	0.0526121	0.0623647	0.0442991	0.0586943	0.0580307	0.00117755	0.312098	0.0250043	0.152215	0.081602	0.268663	0.0423577	0.01077	0.0103065	0.282065	0.440185	0.559816	0.717934	1	3.868608	1	1.093048	1	0.9405348	0.213916	0.339268	0.000585529	0.446231	0.0192998	0.261598	0.738402	0.9807	1	0.3225055	2	0.999435	0.999856	1.00014	1.00056	1.297494
83	1	-72.88634	-61.94441	-10.94193	6.731589e+07	1	0.0577092	0.0056183	0.0543582	0.0935278	0.010183	0.0703871	0.187496	0.0311628	0.0565581	0.30025	0.0181738	0.0806852	0.0667519	0.125554	0.087742	0.0189718	0.221727	0.000374881	0.140748	0.859252	0.999625	1	0.1255808	1	1.471982	1	0.387561	0.165237	0.392553	0.0722224	0.369988	0.135928	0.38117	0.61883	0.864073	1	1.093182	1	0.999845	0.999961	1.00004	1.00016	1.486857
84	0	-48.45329	-57.60651	9.153224	1e+08	0	0.0472248	0.00431568	0.0542537	0.0491384	0.0623647	0.0286259	0.122276	0.0580307	0.00117755	0.367703	0.0292844	0.0914857	0.0670852	0.232566	0.0430891	0.0114488	0.0103065	0.192246	0.407851	0.59215	0.807754	1	1.725088	1	0.6946765	1	1.033482	0.302189	0.0581248	0.000829293	0.638857	0.0434234	0.305276	0.694724	0.956577	1	0.4636382	1	0.999873	0.999968	1.00003	1.00013	1.280377
85	1	-75.40218	-65.00007	-10.40211	4792449	1	0.0577092	0.00400648	0.0721175	0.135737	0.0155218	0.0523973	0.216245	0.0311628	0.0579695	0.317024	0.0116952	0.0912246	0.0667519	0.223834	0.134568	0.0189718	0.181746	0.498242	0.49956	0.500347	0.501851	0	62000	0.244257	0.244257	0.7939873	0.7939873	0.151793	0.180762	0.257483	0.409962	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999419	0.999852	1.00015	1.00058	1.68868
86	0	-50.87619	-57.80361	6.927415	1e+08	0	0.0456283	0.00431568	0.073121	0.0491384	0.0623647	0.0286259	0.0546961	0.0612964	0.0015631	0.367703	0.0292844	0.0937587	0.102847	0.234392	0.0430891	0.00977953	0.0103065	0.126684	0.375978	0.624021	0.873316	1	1.013891	1	0.8186309	1	1.677273	0.410266	0.107443	0.00167719	0.480613	0.261248	0.433409	0.566591	0.738752	1	3.155004	1	0.999873	0.999968	1.00003	1.00013	1.27191
87	1	-53.71524	-60.04954	6.334299	1e+08	0	0.0577092	0.00400648	0.0721175	0.147353	0.0155218	0.0535365	0.216245	0.0499246	0.0494922	0.175066	0.0116952	0.0912246	0.110586	0.223834	0.180488	0.0281515	0.166108	0.0749961	0.339477	0.660523	0.925004	1	0.6477093	1	0.2630756	1	0.640245	0.146839	0.351463	0.330564	0.171134	0.166966	0.396759	0.603242	0.833034	1	1.404295	2	0.999873	0.999968	1.00003	1.00013	1.653059
88	0	-67.21556	-58.79935	-8.416207	6.094532e+07	1	0.0505462	0.00431568	0.113728	0.0491384	0.0623647	0.021814	0.0546961	0.0612964	0.0015631	0.367703	0.0292844	0.101586	0.102847	0.234392	0.0430891	0.00626009	0.0180455	0.498242	0.49956	0.500347	0.501851	0	62000	0.8713993	0.8713993	1	0.9554331	0.778417	0.0766296	0.00133281	0.143621	0.099883	0.358972	0.641028	0.900117	1	0.8101983	1	0.999837	0.999959	1.00004	1.00016	1.32267
89	1	-50.395	-56.6258	6.230802	1e+08	0	0.0577092	0.00334623	0.0731248	0.119618	0.0173999	0.0535365	0.167033	0.0373354	0.0494922	0.175066	0.012783	0.147996	0.110586	0.223834	0.165385	0.0281515	0.166108	0.179735	0.402512	0.597489	0.820264	1	1.557302	1	0.4418125	1	0.7236806	0.593351	0.176183	0.183678	0.0467878	0.0974842	0.357276	0.642724	0.902516	1	0.7935734	2	0.999873	0.999968	1.00003	1.00013	1.608505
90	0	-64.72476	-58.80735	-5.917411	1.618808e+07	1	0.0505462	0.00431568	0.0917397	0.0491384	0.0562928	0.021814	0.0546961	0.0398449	0.0015631	0.292405	0.036623	0.0848958	0.0850813	0.201984	0.0430891	0.00974642	0.0180455	0.498242	0.49956	0.500347	0.501851	0	62000	0.6156953	0.6156953	1.406451	1.406451	0.7014	0.081749	0.00335299	0.213498	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999684	0.999919	1.00008	1.00032	1.141821
91	1	-47.45884	-56.18467	8.725827	1e+08	0	0.0577092	0.00587537	0.134221	0.119618	0.0160022	0.0535365	0.120467	0.0373354	0.0494922	0.0824277	0.0153432	0.147996	0.110586	0.225384	0.165385	0.0449239	0.166108	0.498242	0.49956	0.500347	0.501851	0	62000	0.1564545	0.1564545	1	0.3589881	0.355442	0.335096	0.304213	0.00524856	0.136648	0.381562	0.618438	0.863352	1	1.099591	1	0.999873	0.999968	1.00003	1.00013	1.55241
92	0	-44.39419	-55.50828	11.11409	1e+08	0	0.0505462	0.00371369	0.068181	0.0364257	0.0972478	0.0293142	0.0821349	0.0528912	0.00177952	0.292405	0.036623	0.0754173	0.0850813	0.222178	0.0430891	0.0099539	0.0180455	0.498242	0.49956	0.500347	0.501851	0	62000	0.2768036	0.2768036	1	2.030644	0.650302	0.0757935	0.00503992	0.268865	0.0330326	0.289612	0.710388	0.966967	1	0.4046049	1	0.999873	0.999968	1.00003	1.00013	1.205027
93	1	-46.24879	-55.84654	9.597748	1e+08	0	0.0579391	0.00587537	0.0715245	0.119618	0.0109495	0.0684033	0.120467	0.0474478	0.0455362	0.0824277	0.0186042	0.147996	0.110586	0.225384	0.165385	0.0619963	0.141713	0.498242	0.49956	0.500347	0.501851	0	62000	1.213091	1.213091	0.1142538	0.1142538	0.282797	0.412685	0.256465	0.0480521	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999873	0.999968	1.00003	1.00013	1.501853
94	0	-61.48807	-56.54468	-4.943387	7.500845e+07	1	0.0505462	0.00338257	0.068181	0.0286869	0.0972478	0.0637741	0.0821349	0.0752315	0.00207965	0.292405	0.036623	0.0754173	0.0961688	0.064805	0.0430891	0.00793329	0.020454	0.0351757	0.293127	0.706873	0.964824	1	0.4168676	1	0.1239894	0.7783249	0.7783249	0.253031	0.357742	0.014301	0.374926	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.999853	0.999963	1.00004	1.00015	1.10816
95	1	-66.14949	-54.9161	-11.23339	9.640108e+07	1	0.113158	0.00233453	0.0715245	0.162787	0.00867483	0.0684033	0.120467	0.0474478	0.0455362	0.0824277	0.0235597	0.147996	0.110586	0.225384	0.125573	0.0937705	0.210712	0.0492048	0.312757	0.687243	0.950795	1	0.4963815	1	1.354532	0.2410295	0.2410295	0.173682	0.379264	0.103228	0.343826	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999871	0.999966	1.00003	1.00013	1.660342
96	0	-48.18312	-56.12871	7.945586	1e+08	0	0.0799261	0.00526731	0.0529859	0.0263292	0.0494073	0.0490642	0.0674437	0.0752315	0.00324692	0.346133	0.036623	0.0754173	0.0961688	0.064805	0.0430891	0.00793329	0.025182	0.361731	0.463703	0.536296	0.63827	1	10.19241	1	0.03777938	1	0.4007345	0.142922	0.253637	0.00951559	0.593926	0.13484	0.380574	0.619426	0.865161	1	1.083575	2	0.999873	0.999968	1.00003	1.00013	1.104253
