Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	pi[1]	pi[2]	pi[3]	pi[4]
510	-2544492	-2544511	19.03981	0.00545861	0.0127348	0.00429845	0.101311	0.00206867	0.0936096	0.0396478	0.118661	0.732904	0.00336533	0.00767107	0.00423912	0.0339784	0.00436534	0.00262327	0.00452687	0.0158985	0.271903	0	0.229834	0.225417	0	0.272847	0.271903	0.229834	0.225417	0.272847	0.282939	0.216702	0.217422	0.282937
520	-2544493	-2544512	19.01082	0.00548404	0.0128104	0.00438474	0.101781	0.00194491	0.0943756	0.040095	0.118818	0.733998	0.00329343	0.00740122	0.00422983	0.0342859	0.0043563	0.00261467	0.00447	0.0159179	0.272999	0	0.230245	0.224735	0	0.272021	0.272999	0.230245	0.224735	0.272021	0.282939	0.216702	0.217422	0.282937
530	-2544495	-2544514	19.03571	0.00566033	0.012669	0.00439044	0.101789	0.00199928	0.0955786	0.0397959	0.117967	0.731185	0.00332168	0.00762806	0.00442006	0.034136	0.00438208	0.00265589	0.00464575	0.0155486	0.272999	0	0.230245	0.224735	0	0.272021	0.272999	0.230245	0.224735	0.272021	0.282939	0.216702	0.217422	0.282937
540	-2544505	-2544524	19.07356	0.00550154	0.0126966	0.00435317	0.102631	0.00195865	0.0933458	0.040265	0.117718	0.72878	0.00324622	0.0074565	0.0045313	0.0346631	0.00431773	0.00248954	0.00429373	0.0157397	0.272592	0	0.229902	0.22589	0	0.271616	0.272592	0.229902	0.22589	0.271616	0.282939	0.216702	0.217422	0.282937
550	-2544494	-2544513	19.03575	0.00554797	0.0124147	0.00438878	0.102069	0.0021032	0.0943466	0.0400462	0.118598	0.732121	0.00333234	0.00746971	0.00431128	0.0335972	0.00442315	0.0025774	0.00470929	0.015713	0.272592	0	0.229902	0.22589	0	0.271616	0.272592	0.229902	0.22589	0.271616	0.282939	0.216702	0.217422	0.282937
560	-2544492	-2544511	19.02736	0.00545218	0.0124749	0.00426097	0.101757	0.00211935	0.0947726	0.0398734	0.118611	0.732652	0.00336055	0.00788853	0.00429498	0.0338064	0.00442559	0.00267925	0.00441874	0.0157599	0.272822	0	0.230096	0.225236	0	0.271846	0.272822	0.230096	0.225236	0.271846	0.282939	0.216702	0.217422	0.282937
570	-2544494	-2544513	19.02687	0.00590952	0.0127161	0.00433441	0.101288	0.00200215	0.0946809	0.0401837	0.117826	0.732905	0.00338093	0.00706184	0.00448281	0.0343003	0.00451642	0.0026425	0.00459815	0.0158279	0.272727	0	0.230366	0.225157	0	0.271751	0.272727	0.230366	0.225157	0.271751	0.282939	0.216702	0.217422	0.282937
580	-2544497	-2544516	19.01092	0.00537063	0.0127369	0.00442884	0.101131	0.00214247	0.094569	0.0399775	0.118521	0.734949	0.00320988	0.00787786	0.00436134	0.0342259	0.0041806	0.00251378	0.00435127	0.0157052	0.272727	0	0.230366	0.225157	0	0.271751	0.272727	0.230366	0.225157	0.271751	0.282939	0.216702	0.217422	0.282937
590	-2544500	-2544519	19.04742	0.00575975	0.0126378	0.0043419	0.100138	0.00197023	0.0942196	0.0399754	0.11946	0.73128	0.00338126	0.0076455	0.0042839	0.0342823	0.00440968	0.00260426	0.00444127	0.0157695	0.270601	0	0.23078	0.225932	0	0.272686	0.270601	0.23078	0.225932	0.272686	0.282939	0.216702	0.217422	0.282937
600	-2544494	-2544513	19.04418	0.00537313	0.0125708	0.00436934	0.101235	0.00207409	0.0950858	0.040233	0.117608	0.732078	0.00334395	0.00771008	0.00448195	0.0337803	0.00429811	0.00258569	0.00444371	0.0156553	0.270601	0	0.23078	0.225932	0	0.272686	0.270601	0.23078	0.225932	0.272686	0.282939	0.216702	0.217422	0.282937
610	-2544490	-2544509	19.02195	0.00574713	0.012665	0.00433238	0.10149	0.00210488	0.0948875	0.040231	0.1186	0.733031	0.00335685	0.00718468	0.00447064	0.0339447	0.00447888	0.00256449	0.00450144	0.0155581	0.272108	0	0.230304	0.225465	0	0.272123	0.272108	0.230304	0.225465	0.272123	0.282939	0.216702	0.217422	0.282937
620	-2544491	-2544510	19.03181	0.00561882	0.0125694	0.00429839	0.101708	0.00201923	0.0942842	0.0403063	0.118709	0.732085	0.00334638	0.00753111	0.00431744	0.0344101	0.00425012	0.00252122	0.00452445	0.015663	0.272108	0	0.230304	0.225465	0	0.272123	0.272108	0.230304	0.225465	0.272123	0.282939	0.216702	0.217422	0.282937
630	-2544490	-2544509	19.0342	0.00577139	0.012724	0.00428859	0.101542	0.00200722	0.0946157	0.0399926	0.118819	0.732223	0.00330393	0.00714628	0.00442996	0.0338626	0.00441064	0.00273388	0.00440735	0.015645	0.272303	0	0.230242	0.225405	0	0.27205	0.272303	0.230242	0.225405	0.27205	0.282939	0.216702	0.217422	0.282937
640	-2544496	-2544515	19.0566	0.0056148	0.0122463	0.00413528	0.101924	0.00204176	0.0946485	0.0400748	0.118267	0.730583	0.00335399	0.00752686	0.00429228	0.0338942	0.00434932	0.00259432	0.00425718	0.0158804	0.27227	0	0.230214	0.225378	0	0.272139	0.27227	0.230214	0.225378	0.272139	0.283239	0.216931	0.216594	0.283236
650	-2544498	-2544517	19.0882	0.00540312	0.0124949	0.0045612	0.101597	0.0020507	0.0938903	0.039884	0.118228	0.728678	0.00338512	0.00742103	0.00433938	0.0337381	0.00439093	0.00252683	0.00450023	0.0154345	0.27227	0	0.230214	0.225378	0	0.272139	0.27227	0.230214	0.225378	0.272139	0.28339	0.217047	0.216709	0.282854
660	-2544493	-2544512	19.01026	0.00531255	0.0126522	0.00435145	0.101057	0.00206652	0.0949744	0.0401645	0.118546	0.735073	0.00324536	0.00768692	0.00437975	0.0337788	0.00426723	0.00267047	0.00441047	0.0156814	0.271965	0	0.229956	0.225125	0	0.272953	0.271965	0.229956	0.225125	0.272953	0.28339	0.217047	0.216709	0.282854
670	-2544496	-2544515	19.04453	0.00561998	0.0125124	0.00418466	0.100701	0.00203666	0.0949151	0.039928	0.11797	0.732582	0.0034541	0.00730364	0.00459543	0.033909	0.00434179	0.00265367	0.00456204	0.0156203	0.271603	0	0.22965	0.226158	0	0.272589	0.271603	0.22965	0.226158	0.272589	0.28339	0.217047	0.216709	0.282854
680	-2544495	-2544514	19.04425	0.00591901	0.0125176	0.00432407	0.101991	0.00201759	0.0941481	0.040361	0.118607	0.729755	0.00334598	0.00742417	0.00462186	0.0343882	0.00442844	0.0026446	0.00454056	0.0158837	0.271618	0	0.229608	0.226171	0	0.272604	0.271618	0.229608	0.226171	0.272604	0.28339	0.217047	0.216709	0.282854
690	-2544493	-2544512	19.04148	0.00573893	0.0126301	0.00424028	0.101518	0.00195691	0.093897	0.0398563	0.118217	0.732511	0.00338001	0.00763616	0.00437158	0.0338332	0.00434944	0.00277516	0.00450683	0.0157776	0.271618	0	0.229608	0.226171	0	0.272604	0.271618	0.229608	0.226171	0.272604	0.28315	0.216864	0.21737	0.282616
700	-2544495	-2544514	19.05628	0.00542546	0.0123088	0.00441292	0.102318	0.0020918	0.0937831	0.0400554	0.117846	0.731479	0.00330371	0.00764325	0.00426844	0.0337555	0.00428058	0.00259819	0.00449981	0.0156453	0.271618	0	0.229608	0.226171	0	0.272604	0.271618	0.229608	0.226171	0.272604	0.28315	0.216864	0.21737	0.282616
710	-2544496	-2544515	19.01482	0.0055345	0.0126582	0.00419682	0.101326	0.00207306	0.0944566	0.0397269	0.11884	0.734573	0.00332655	0.00752967	0.00451111	0.033971	0.00459377	0.00276441	0.00438611	0.0153941	0.271618	0	0.229608	0.226171	0	0.272604	0.271618	0.229608	0.226171	0.272604	0.28315	0.216864	0.21737	0.282616
720	-2544493	-2544512	19.00618	0.00554358	0.0124739	0.00417265	0.102145	0.00195317	0.0945289	0.0403041	0.118334	0.734398	0.00330801	0.0077787	0.00443489	0.0339755	0.00447411	0.00272681	0.0045049	0.0156708	0.271618	0	0.229608	0.226171	0	0.272604	0.271618	0.229608	0.226171	0.272604	0.28315	0.216864	0.21737	0.282616
730	-2544498	-2544517	19.03561	0.00547315	0.0126425	0.00437938	0.102225	0.00200249	0.0951561	0.0403099	0.119041	0.730197	0.00333707	0.00750715	0.00451706	0.0335252	0.00465397	0.00255608	0.00453486	0.0157245	0.271618	0	0.229608	0.226171	0	0.272604	0.271618	0.229608	0.226171	0.272604	0.28315	0.216864	0.21737	0.282616
740	-2544493	-2544512	19.04203	0.00551754	0.0123467	0.00420991	0.101899	0.00200381	0.0947156	0.0399184	0.118169	0.732228	0.00335317	0.00741529	0.00432625	0.0340872	0.00442951	0.00252068	0.00435578	0.0156448	0.271618	0	0.229608	0.226171	0	0.272604	0.271618	0.229608	0.226171	0.272604	0.283282	0.2165	0.217471	0.282747
