Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	pi[1]	pi[2]	pi[3]	pi[4]
2170	-2544499	-2544518	19.04851	0.00564722	0.012587	0.00408459	0.101778	0.00213934	0.0944682	0.0402344	0.117635	0.731605	0.00334779	0.00756765	0.00434814	0.0337911	0.00457234	0.00271847	0.00452526	0.0154426	0.272019	0	0.230679	0.224817	0	0.272485	0.272019	0.230679	0.224817	0.272485	0.282394	0.217568	0.217582	0.282456
2180	-2544499	-2544518	19.03671	0.00574275	0.0127488	0.00413087	0.101202	0.00195569	0.0942533	0.0395271	0.118883	0.732888	0.00339982	0.00748654	0.00443895	0.0339488	0.00454988	0.00272839	0.00438787	0.0154011	0.272239	0	0.22908	0.22573	0	0.272951	0.272239	0.22908	0.22573	0.272951	0.283177	0.217199	0.217213	0.282411
2190	-2544495	-2544514	19.03784	0.00562984	0.0127491	0.00425545	0.101891	0.00203544	0.0939926	0.0400234	0.117731	0.732358	0.00339121	0.00786413	0.00440534	0.0338691	0.00438732	0.0027253	0.00436528	0.0158853	0.271878	0	0.230565	0.225221	0	0.272336	0.271878	0.230565	0.225221	0.272336	0.283177	0.217199	0.217213	0.282411
2200	-2544492	-2544511	19.0076	0.00555104	0.0126742	0.0043274	0.10144	0.0020084	0.0943836	0.0397689	0.118976	0.734539	0.00322732	0.00760918	0.00449968	0.0343495	0.00438029	0.00263592	0.00443606	0.0157774	0.271945	0	0.230621	0.224923	0	0.272511	0.271945	0.230621	0.224923	0.272511	0.283177	0.217199	0.217213	0.282411
2210	-2544498	-2544517	19.05583	0.00570336	0.0125722	0.00421171	0.101363	0.0020485	0.0945245	0.0396362	0.118495	0.731117	0.0032707	0.00754445	0.00447962	0.0342367	0.00439396	0.00251831	0.00420788	0.0154371	0.271786	0	0.230679	0.224853	0	0.272682	0.271786	0.230679	0.224853	0.272682	0.283035	0.21709	0.217606	0.282269
2220	-2544494	-2544513	19.01987	0.00567939	0.0126599	0.00427282	0.101277	0.00213067	0.0945909	0.0404427	0.118511	0.732911	0.0032161	0.00748811	0.00444599	0.0344494	0.00423679	0.00257536	0.00454902	0.0159202	0.271977	0	0.230841	0.225011	0	0.272172	0.271977	0.230841	0.225011	0.272172	0.28301	0.21689	0.216854	0.283245
2230	-2544499	-2544518	19.02502	0.00584188	0.0124567	0.00434804	0.101872	0.0019399	0.0941719	0.040189	0.118665	0.733056	0.00325791	0.00759207	0.0045744	0.034108	0.00430404	0.00268957	0.0045356	0.0152406	0.270795	0	0.230653	0.224828	0	0.273725	0.270795	0.230653	0.224828	0.273725	0.282833	0.217382	0.216718	0.283068
2240	-2544498	-2544517	19.04332	0.00524833	0.0127228	0.00430611	0.101276	0.00193191	0.0945502	0.0399925	0.117623	0.732752	0.00322865	0.00810069	0.00434699	0.0339186	0.0044992	0.0025918	0.00448564	0.0154368	0.271108	0	0.230919	0.22553	0	0.272443	0.271108	0.230919	0.22553	0.272443	0.283071	0.217309	0.216646	0.282973
2250	-2544498	-2544517	19.01249	0.00564354	0.0128554	0.00459201	0.10134	0.00203424	0.0943472	0.0403678	0.118481	0.734552	0.00334686	0.00731753	0.00449437	0.0340394	0.00442717	0.0025605	0.00420818	0.0154867	0.270912	0	0.230753	0.225367	0	0.272967	0.270912	0.230753	0.225367	0.272967	0.28326	0.217376	0.21679	0.282573
2260	-2544495	-2544514	19.04136	0.00540219	0.0124965	0.00430678	0.101546	0.00208279	0.093638	0.0402656	0.117925	0.732999	0.00335358	0.00760791	0.00441464	0.0340264	0.00421867	0.00252627	0.0045164	0.0158825	0.271055	0	0.22937	0.226465	0	0.273111	0.271055	0.22937	0.226465	0.273111	0.283284	0.217395	0.216809	0.282512
2270	-2544494	-2544513	19.06743	0.00566669	0.0126195	0.00411483	0.101382	0.00203236	0.0948861	0.0399765	0.118462	0.729178	0.00328248	0.00737357	0.00448279	0.0340646	0.00445548	0.0026328	0.00450097	0.01549	0.271157	0	0.229613	0.225831	0	0.2734	0.271157	0.229613	0.225831	0.2734	0.283284	0.217395	0.216809	0.282512
2280	-2544501	-2544520	19.01938	0.00509047	0.0129022	0.0043371	0.101212	0.00214159	0.0948956	0.0401263	0.118334	0.734	0.00337831	0.00791669	0.00423559	0.0341217	0.00433774	0.00241256	0.00442142	0.0155422	0.271172	0	0.229626	0.225843	0	0.273359	0.271172	0.229626	0.225843	0.273359	0.283589	0.216553	0.217042	0.282816
2290	-2544501	-2544521	19.04072	0.00606742	0.0130089	0.00442648	0.101816	0.00216846	0.0940005	0.0398264	0.117882	0.732263	0.00332698	0.00736975	0.00443451	0.0336112	0.00448014	0.00267962	0.00422255	0.0156879	0.270673	0	0.23002	0.225972	0	0.273334	0.270673	0.23002	0.225972	0.273334	0.283601	0.216562	0.217051	0.282785
2300	-2544498	-2544517	19.04987	0.00578892	0.0129862	0.00424138	0.101806	0.00201641	0.0941556	0.0405067	0.117289	0.731004	0.00326962	0.00726101	0.00459672	0.0340541	0.00431579	0.00266811	0.0044867	0.0159102	0.271669	0	0.230867	0.225769	0	0.271695	0.271669	0.230867	0.225769	0.271695	0.282842	0.216664	0.217153	0.283341
2310	-2544492	-2544511	19.02771	0.00575435	0.0128092	0.00435199	0.10177	0.00201656	0.0944671	0.0398805	0.119015	0.732332	0.00334685	0.00744803	0.00441044	0.0337147	0.004421	0.00259564	0.00464155	0.0155976	0.271959	0	0.231113	0.224942	0	0.271985	0.271959	0.231113	0.224942	0.271985	0.282842	0.216664	0.217153	0.283341
2320	-2544495	-2544514	19.05143	0.00544588	0.0127604	0.00435536	0.101024	0.00210475	0.0942625	0.0402349	0.118019	0.731916	0.00336059	0.00757106	0.00446035	0.0337414	0.00451434	0.00253816	0.00426561	0.0156253	0.271913	0	0.231074	0.224904	0	0.272109	0.271913	0.231074	0.224904	0.272109	0.282842	0.216664	0.217153	0.283341
2330	-2544493	-2544512	19.02085	0.0056635	0.0126467	0.00429341	0.10174	0.00213698	0.0947849	0.0402338	0.118228	0.732813	0.00312316	0.00763731	0.00446141	0.0341735	0.00445815	0.00257397	0.0045162	0.0157743	0.272091	0	0.228713	0.225741	0	0.273455	0.272091	0.228713	0.225741	0.273455	0.283061	0.216831	0.216549	0.283559
2340	-2544496	-2544515	19.03291	0.00553844	0.0126114	0.00449559	0.101236	0.00204877	0.0948579	0.0398399	0.119131	0.732483	0.00325724	0.0074405	0.00434188	0.0339715	0.00415386	0.00265278	0.00437531	0.0156184	0.272654	0	0.228536	0.225567	0	0.273244	0.272654	0.228536	0.225567	0.273244	0.283491	0.216529	0.216878	0.283102
2350	-2544497	-2544516	19.02198	0.00556019	0.0129919	0.0043013	0.102106	0.00210363	0.0943976	0.0405032	0.118539	0.731835	0.00350709	0.00770006	0.00433328	0.0340165	0.00437006	0.00266534	0.00433969	0.0158755	0.270815	0	0.229704	0.226719	0	0.272763	0.270815	0.229704	0.226719	0.272763	0.283491	0.216529	0.216878	0.283102
2360	-2544495	-2544514	19.05356	0.00556994	0.0125419	0.00420478	0.102403	0.00212293	0.0936234	0.039761	0.118851	0.730909	0.00329413	0.00749618	0.00441232	0.0341503	0.00424906	0.00256441	0.00437534	0.0154582	0.272029	0	0.229434	0.226095	0	0.272442	0.272029	0.229434	0.226095	0.272442	0.283545	0.216366	0.21692	0.283169
2370	-2544490	-2544509	19.0275	0.00571977	0.0126481	0.00429718	0.10171	0.00212375	0.094523	0.0400466	0.118246	0.732917	0.00335838	0.00757802	0.00438579	0.0337897	0.00443312	0.00248238	0.00464044	0.0156942	0.272045	0	0.229447	0.226108	0	0.272401	0.272045	0.229447	0.226108	0.272401	0.282821	0.216584	0.217139	0.283455
2380	-2544491	-2544510	19.01089	0.00572739	0.0127229	0.00414891	0.101453	0.00209576	0.0942631	0.0401284	0.118259	0.734945	0.00331786	0.00727567	0.00443841	0.0342708	0.00432932	0.00255833	0.00438855	0.0159315	0.271822	0	0.229259	0.225923	0	0.272996	0.271822	0.229259	0.225923	0.272996	0.282787	0.216558	0.217235	0.283421
2390	-2544494	-2544513	19.0385	0.00561062	0.0125479	0.00426532	0.101872	0.00200756	0.0957026	0.0404909	0.118143	0.730516	0.0032334	0.00753624	0.00440798	0.0339226	0.00444707	0.00264705	0.00453651	0.0156079	0.271822	0	0.229259	0.225923	0	0.272996	0.271822	0.229259	0.225923	0.272996	0.283112	0.216807	0.216335	0.283746
2400	-2544494	-2544513	19.05124	0.00571748	0.0127362	0.00423433	0.101184	0.00200082	0.0951696	0.0402479	0.118002	0.731135	0.00318975	0.00745861	0.00437584	0.0340512	0.00446326	0.00246449	0.00433245	0.0154556	0.271822	0	0.229259	0.225923	0	0.272996	0.271822	0.229259	0.225923	0.272996	0.283043	0.216531	0.21704	0.283385
2410	-2544495	-2544514	18.99138	0.00581504	0.0125702	0.00436653	0.10117	0.00206932	0.094544	0.0397422	0.11866	0.737172	0.00319792	0.00751378	0.00442063	0.0336391	0.0044201	0.00252253	0.00443651	0.0159465	0.271822	0	0.229259	0.225923	0	0.272996	0.271822	0.229259	0.225923	0.272996	0.283043	0.216531	0.21704	0.283385
2420	-2544495	-2544514	19.02993	0.00570304	0.0124364	0.00436523	0.101308	0.00196308	0.094752	0.0399616	0.118123	0.733263	0.0033541	0.00751441	0.00423964	0.0336569	0.00438017	0.00279889	0.00451451	0.0160159	0.271925	0	0.229227	0.225891	0	0.272957	0.271925	0.229227	0.225891	0.272957	0.283754	0.216566	0.216717	0.282963
2430	-2544497	-2544516	19.00991	0.0054975	0.0124822	0.00413285	0.101567	0.00199157	0.094842	0.0400853	0.11882	0.734434	0.00315703	0.00781159	0.00423241	0.0338802	0.00451969	0.0026887	0.00442117	0.0157893	0.27291	0	0.228878	0.225614	0	0.272598	0.27291	0.228878	0.225614	0.272598	0.28338	0.216281	0.216431	0.283908
2440	-2544494	-2544513	19.02415	0.00562109	0.0124595	0.00431585	0.101707	0.0019604	0.0953765	0.0401616	0.11852	0.732532	0.00325969	0.00749154	0.00434968	0.0339764	0.00445236	0.00248519	0.00452868	0.0157317	0.2724	0	0.228559	0.226952	0	0.272089	0.2724	0.228559	0.226952	0.272089	0.28338	0.216281	0.216431	0.283908
2450	-2544496	-2544515	19.0349	0.00546467	0.0126802	0.00445527	0.101391	0.00202239	0.0945477	0.0401537	0.117954	0.732611	0.00338388	0.00737537	0.00462006	0.0337789	0.00442306	0.00267753	0.00443264	0.0158822	0.271943	0	0.230803	0.225622	0	0.271632	0.271943	0.230803	0.225622	0.271632	0.283005	0.215994	0.217469	0.283532
2460	-2544494	-2544513	19.03534	0.00524156	0.0125782	0.00454193	0.101724	0.00196149	0.0942719	0.039959	0.117942	0.732935	0.00327995	0.00782638	0.00451511	0.0340881	0.00441362	0.00254304	0.00445527	0.0155332	0.271495	0	0.23046	0.225287	0	0.272758	0.271495	0.23046	0.225287	0.272758	0.28257	0.217199	0.217135	0.283096
2470	-2544494	-2544513	19.04541	0.00579266	0.0126586	0.00443849	0.101193	0.00204755	0.0945928	0.0400242	0.117583	0.731938	0.00342933	0.0076241	0.0044029	0.0336644	0.00434145	0.00262994	0.00452256	0.01592	0.270922	0	0.229974	0.226921	0	0.272183	0.270922	0.229974	0.226921	0.272183	0.282686	0.216878	0.217224	0.283212
2480	-2544498	-2544517	19.03452	0.00539806	0.0127027	0.00427707	0.101921	0.00195461	0.0947479	0.0399672	0.118213	0.732363	0.00332807	0.00776652	0.00457158	0.0338847	0.00410859	0.00265026	0.004596	0.0154406	0.270786	0	0.230825	0.225199	0	0.27319	0.270786	0.230825	0.225199	0.27319	0.282686	0.216878	0.217224	0.283212
2490	-2544498	-2544517	19.04226	0.00571043	0.0124516	0.00452598	0.102749	0.00197392	0.0941055	0.0402303	0.11825	0.730773	0.00340673	0.00743083	0.00426752	0.0342411	0.00431314	0.00257408	0.00456765	0.0155477	0.270648	0	0.230707	0.226184	0	0.272461	0.270648	0.230707	0.226184	0.272461	0.282662	0.21686	0.217177	0.283301
2500	-2544494	-2544513	19.05003	0.00583264	0.0127765	0.00434279	0.101882	0.00220247	0.0943707	0.0397338	0.117926	0.731199	0.00344964	0.00733849	0.00428411	0.0339469	0.00445169	0.00263388	0.00446991	0.0155003	0.271924	0	0.230168	0.226084	0	0.271824	0.271924	0.230168	0.226084	0.271824	0.283233	0.216687	0.217004	0.283075
2510	-2544496	-2544515	19.00126	0.00584332	0.0125629	0.00412802	0.101991	0.00211138	0.0950896	0.0400324	0.118415	0.734497	0.00341841	0.00746674	0.00446757	0.0339744	0.00427495	0.00255212	0.00442847	0.0159633	0.271373	0	0.230148	0.226065	0	0.272413	0.271373	0.230148	0.226065	0.272413	0.283029	0.216531	0.216368	0.284073
2520	-2544493	-2544512	19.04713	0.00531224	0.0126084	0.00450112	0.101869	0.0019929	0.0939659	0.0400446	0.118302	0.731259	0.00334417	0.00762759	0.00443846	0.0339246	0.00459752	0.00267313	0.00445315	0.0157171	0.272185	0	0.229767	0.226087	0	0.271961	0.272185	0.229767	0.226087	0.271961	0.283035	0.217083	0.21692	0.282962
2530	-2544492	-2544511	19.03404	0.00561567	0.0125318	0.00451799	0.1022	0.00203802	0.0937482	0.0397702	0.118517	0.733026	0.00322328	0.00746596	0.00442064	0.0337196	0.00448928	0.00265361	0.00441788	0.0155848	0.272213	0	0.229758	0.226078	0	0.271951	0.272213	0.229758	0.226078	0.271951	0.283023	0.217074	0.216911	0.282993
2540	-2544494	-2544513	19.03504	0.00582411	0.0127168	0.00432598	0.102012	0.00185927	0.0945283	0.0399515	0.1182	0.731948	0.00337908	0.00734227	0.00453401	0.0341439	0.00424472	0.00265786	0.00448641	0.0156853	0.270577	0	0.22979	0.226109	0	0.273524	0.270577	0.22979	0.226109	0.273524	0.283023	0.217074	0.216911	0.282993
2550	-2544495	-2544514	19.01735	0.00572312	0.0126885	0.00435015	0.101891	0.00213373	0.0941666	0.0394626	0.118527	0.734827	0.00332544	0.00742195	0.00435804	0.0341243	0.0044018	0.00251053	0.00432358	0.0153742	0.270734	0	0.229555	0.225878	0	0.273833	0.270734	0.229555	0.225878	0.273833	0.283164	0.217182	0.216521	0.283134
2560	-2544498	-2544517	19.05722	0.00609127	0.0127536	0.004406	0.102194	0.00205114	0.0935911	0.0399884	0.117528	0.731407	0.00336723	0.00730583	0.00433827	0.0334415	0.00442361	0.00254139	0.00458223	0.0156119	0.271278	0	0.229884	0.226202	0	0.272636	0.271278	0.229884	0.226202	0.272636	0.283293	0.217281	0.21662	0.282806
2570	-2544492	-2544511	19.03104	0.00564668	0.0125653	0.00453809	0.102075	0.00199868	0.0948516	0.0404684	0.118017	0.731452	0.00336539	0.00752639	0.00445723	0.0341333	0.00435572	0.00265525	0.00442631	0.0157066	0.271333	0	0.229931	0.226045	0	0.272691	0.271333	0.229931	0.226045	0.272691	0.283586	0.216471	0.216844	0.283099
2580	-2544494	-2544513	19.03451	0.00569527	0.0127025	0.00428421	0.101807	0.00208929	0.0945271	0.0399903	0.118392	0.732763	0.00322672	0.00762246	0.00447325	0.0335125	0.00446462	0.00266305	0.00425161	0.0154278	0.271549	0	0.229965	0.226436	0	0.272051	0.271549	0.229965	0.226436	0.272051	0.28351	0.216413	0.217053	0.283023
2590	-2544492	-2544511	19.05294	0.00587864	0.0124572	0.00430383	0.101414	0.00203352	0.0940809	0.0403135	0.118173	0.730807	0.00338897	0.00720803	0.0043626	0.0341498	0.00445957	0.00265042	0.00458571	0.015782	0.271568	0	0.229015	0.226905	0	0.272512	0.271568	0.229015	0.226905	0.272512	0.283311	0.216474	0.217113	0.283102
2600	-2544492	-2544511	19.02141	0.00557827	0.0126283	0.00458947	0.10215	0.00199866	0.0941838	0.0398096	0.118528	0.733301	0.00334002	0.00755897	0.00438059	0.033911	0.00426398	0.00257861	0.00456483	0.0158375	0.272078	0	0.229375	0.225604	0	0.272943	0.272078	0.229375	0.225604	0.272943	0.283385	0.21653	0.21727	0.282816
2610	-2544496	-2544515	19.04029	0.00571501	0.0123253	0.00426437	0.101901	0.00197999	0.0941431	0.0401064	0.118859	0.73194	0.00336071	0.00705975	0.00429705	0.0337834	0.00449217	0.00272866	0.00449079	0.0158676	0.271772	0	0.230243	0.22535	0	0.272635	0.271772	0.230243	0.22535	0.272635	0.282468	0.216996	0.217111	0.283425
2620	-2544493	-2544512	19.05242	0.00579008	0.0127341	0.00437021	0.102202	0.00198251	0.0937651	0.0400324	0.117572	0.73193	0.00322579	0.00724973	0.00438399	0.033582	0.00443006	0.00269065	0.00452251	0.0156384	0.271498	0	0.230011	0.226129	0	0.272361	0.271498	0.230011	0.226129	0.272361	0.282468	0.216996	0.217111	0.283425
2630	-2544497	-2544516	19.03402	0.00567943	0.0127282	0.00447354	0.10193	0.00198849	0.0944262	0.0399432	0.119178	0.730948	0.00333251	0.00770719	0.00442415	0.0342793	0.00412557	0.00253495	0.00455028	0.0156928	0.27112	0	0.229582	0.225855	0	0.273443	0.27112	0.229582	0.225855	0.273443	0.282874	0.217049	0.216473	0.283603
2640	-2544496	-2544515	19.00915	0.00608138	0.012606	0.00452555	0.1017	0.00203292	0.0940482	0.0399506	0.118636	0.735629	0.00322741	0.00702267	0.00418543	0.0338433	0.00431073	0.0025971	0.0044008	0.0156315	0.271317	0	0.229748	0.226019	0	0.272916	0.271317	0.229748	0.226019	0.272916	0.282866	0.217074	0.216466	0.283595
2650	-2544499	-2544518	19.02884	0.00589121	0.0125659	0.00420637	0.102525	0.00199627	0.0942002	0.0406101	0.118212	0.731453	0.0033929	0.00721283	0.0044922	0.0342837	0.00459333	0.00270928	0.00444788	0.0156673	0.271464	0	0.229137	0.227378	0	0.27202	0.271464	0.229137	0.227378	0.27202	0.282866	0.217074	0.216466	0.283595
2660	-2544495	-2544514	19.04455	0.00548823	0.0124555	0.00429331	0.102201	0.00216481	0.0947173	0.0397626	0.118073	0.73145	0.00335696	0.0075216	0.00447155	0.0335951	0.00445433	0.00262905	0.0044897	0.0157641	0.271927	0	0.230363	0.225226	0	0.272484	0.271927	0.230363	0.225226	0.272484	0.282866	0.217074	0.216466	0.283595
2670	-2544496	-2544515	19.05463	0.00547788	0.0126485	0.00435001	0.102056	0.00211971	0.0942359	0.0401595	0.118017	0.730778	0.00347105	0.00754896	0.00451567	0.033889	0.00425721	0.0025026	0.0045333	0.0153199	0.272277	0	0.229075	0.225814	0	0.272834	0.272277	0.229075	0.225814	0.272834	0.282974	0.216804	0.217374	0.282848
2680	-2544497	-2544516	19.05755	0.00592335	0.0123924	0.0042945	0.101954	0.00197938	0.0944596	0.0399913	0.117768	0.730927	0.0033221	0.00714792	0.00450665	0.0334858	0.00429709	0.00264239	0.0045763	0.0159208	0.271566	0	0.231088	0.225224	0	0.272122	0.271566	0.231088	0.225224	0.272122	0.282974	0.216804	0.217374	0.282848
2690	-2544502	-2544521	19.05598	0.00537785	0.0129662	0.00442906	0.101488	0.00187763	0.0939099	0.0402322	0.118216	0.731728	0.00335965	0.00753275	0.00426443	0.0336469	0.00447118	0.00254912	0.00424187	0.0154549	0.271631	0	0.231144	0.225278	0	0.271948	0.271631	0.231144	0.225278	0.271948	0.283122	0.216917	0.216966	0.282996
2700	-2544497	-2544516	19.03437	0.00559542	0.0126833	0.00446133	0.102632	0.00192004	0.0948079	0.0397886	0.119447	0.730894	0.00332067	0.00735721	0.00442889	0.0336383	0.00439308	0.00258974	0.00447122	0.0154785	0.272215	0	0.229542	0.225083	0	0.27316	0.272215	0.229542	0.225083	0.27316	0.282934	0.216596	0.217418	0.283052
2710	-2544493	-2544512	19.03527	0.00571025	0.012584	0.00442116	0.1025	0.00195621	0.0940913	0.0400141	0.118128	0.732606	0.00320056	0.00727379	0.00447321	0.0340101	0.00432007	0.0026176	0.00443784	0.0154728	0.272574	0	0.229429	0.224972	0	0.273025	0.272574	0.229429	0.224972	0.273025	0.282934	0.216596	0.217418	0.283052
2720	-2544494	-2544513	19.01625	0.00581287	0.0128782	0.00437509	0.101515	0.00197649	0.0947936	0.0398329	0.118778	0.733165	0.00326827	0.00766886	0.00438731	0.0338862	0.00434802	0.00267886	0.00454178	0.0158126	0.272316	0	0.230795	0.224472	0	0.272418	0.272316	0.230795	0.224472	0.272418	0.282053	0.217022	0.217616	0.283309
2730	-2544498	-2544517	19.00672	0.00585156	0.0129227	0.00423805	0.101671	0.00197658	0.094831	0.0399573	0.118625	0.734666	0.00324566	0.00735873	0.00435163	0.0342974	0.00440854	0.00266717	0.00437322	0.0152298	0.272658	0	0.230702	0.224854	0	0.271786	0.272658	0.230702	0.224854	0.271786	0.282659	0.217448	0.21664	0.283253
2740	-2544492	-2544511	19.01797	0.00584096	0.0125148	0.00448083	0.102229	0.00203119	0.0948041	0.0400699	0.118011	0.733177	0.00325649	0.00744199	0.00440336	0.0342078	0.00437703	0.00265928	0.00433644	0.015706	0.272658	0	0.230702	0.224854	0	0.271786	0.272658	0.230702	0.224854	0.271786	0.282945	0.216828	0.217113	0.283114
2750	-2544500	-2544519	19.01672	0.00553048	0.0124106	0.00413852	0.101806	0.00201817	0.0938165	0.0403174	0.119371	0.734005	0.00332571	0.00751037	0.00419596	0.0344735	0.00431502	0.00258985	0.00425068	0.0155975	0.273131	0	0.229368	0.225244	0	0.272257	0.273131	0.229368	0.225244	0.272257	0.282945	0.216828	0.217113	0.283114
2760	-2544496	-2544515	19.0001	0.0057708	0.0124737	0.00445972	0.102218	0.00218131	0.0938518	0.0401999	0.119135	0.735144	0.0032445	0.0072833	0.00432778	0.0339326	0.00436727	0.00254245	0.00463381	0.0155677	0.271233	0	0.23005	0.225794	0	0.272922	0.271233	0.23005	0.225794	0.272922	0.28301	0.216878	0.216934	0.283179
2770	-2544496	-2544515	19.01964	0.0057853	0.0126621	0.00435325	0.10255	0.0020819	0.0944415	0.0397527	0.118258	0.733646	0.00317934	0.00704379	0.00438298	0.0340344	0.00447148	0.0027494	0.00438751	0.0156011	0.271226	0	0.229385	0.226064	0	0.273325	0.271226	0.229385	0.226064	0.273325	0.283122	0.216888	0.216944	0.283046
2780	-2544494	-2544513	19.02893	0.00568176	0.0128469	0.00432652	0.101629	0.00216904	0.0940037	0.0402414	0.118679	0.732539	0.00325329	0.00762407	0.00435384	0.0338118	0.00445528	0.00272058	0.00427336	0.0158417	0.271226	0	0.229385	0.226064	0	0.273325	0.271226	0.229385	0.226064	0.273325	0.283117	0.216884	0.21694	0.283059
2790	-2544492	-2544511	19.01438	0.00578506	0.0127097	0.00433731	0.101932	0.00207244	0.0947737	0.0399182	0.118804	0.733007	0.00338343	0.00732215	0.00446368	0.0345352	0.00434227	0.00259482	0.00433507	0.015589	0.271596	0	0.229415	0.226093	0	0.272897	0.271596	0.229415	0.226093	0.272897	0.283363	0.216204	0.217128	0.283305
2800	-2544495	-2544514	19.05329	0.00563642	0.0125725	0.00439449	0.101709	0.00197619	0.0946606	0.0396456	0.118403	0.731177	0.00340651	0.00731865	0.00408655	0.033686	0.00441882	0.00262918	0.0044386	0.0158546	0.271596	0	0.229415	0.226093	0	0.272897	0.271596	0.229415	0.226093	0.272897	0.283304	0.21616	0.217289	0.283247
2810	-2544493	-2544512	19.00196	0.00565695	0.0127679	0.00443661	0.101954	0.00204029	0.0946163	0.0403663	0.119086	0.73361	0.00338486	0.00772874	0.00436832	0.033634	0.00447914	0.00258944	0.00448994	0.0159386	0.271596	0	0.229415	0.226093	0	0.272897	0.271596	0.229415	0.226093	0.272897	0.283726	0.216324	0.216488	0.283461
2820	-2544499	-2544518	19.01473	0.00595571	0.0126079	0.0044975	0.102028	0.00196209	0.0939982	0.0401596	0.118292	0.734344	0.00353595	0.00733725	0.00428556	0.0335857	0.00446659	0.00261604	0.00441315	0.0157855	0.272813	0	0.229644	0.225704	0	0.271839	0.272813	0.229644	0.225704	0.271839	0.283615	0.216239	0.216403	0.283743
2830	-2544495	-2544514	19.0398	0.00519562	0.0126807	0.00447702	0.101945	0.00208267	0.0940322	0.03974	0.11832	0.732312	0.00325259	0.00777483	0.00426349	0.033946	0.00437955	0.00260691	0.00462647	0.015728	0.27167	0	0.230005	0.226059	0	0.272266	0.27167	0.230005	0.226059	0.272266	0.282292	0.216553	0.216998	0.284156
2840	-2544497	-2544516	18.99563	0.00567828	0.0128212	0.00448172	0.102612	0.0022023	0.0949515	0.0401586	0.118328	0.733779	0.00338096	0.00747477	0.00449619	0.0341617	0.00443424	0.0025966	0.00437092	0.0158527	0.271776	0	0.230153	0.226204	0	0.271868	0.271776	0.230153	0.226204	0.271868	0.282254	0.216565	0.21701	0.284171
2850	-2544503	-2544522	19.03159	0.00564698	0.0128161	0.00407891	0.101527	0.00208296	0.0941892	0.0403856	0.118975	0.731781	0.00359768	0.00740434	0.00433227	0.0342302	0.00423792	0.00259464	0.00463922	0.0156656	0.271776	0	0.230153	0.226204	0	0.271868	0.271776	0.230153	0.226204	0.271868	0.283572	0.216167	0.216611	0.283649
2860	-2544495	-2544514	19.03773	0.00556179	0.0126062	0.00426245	0.101532	0.00206801	0.0944606	0.0401828	0.118877	0.732338	0.00340863	0.00748538	0.00441491	0.033483	0.00432316	0.00265788	0.00427521	0.0156337	0.271859	0	0.229593	0.226273	0	0.272275	0.271859	0.229593	0.226273	0.272275	0.282077	0.216742	0.21701	0.284171
2870	-2544503	-2544522	19.00321	0.0058464	0.0124871	0.00452572	0.101438	0.00205089	0.0946508	0.0396836	0.119438	0.73509	0.00317488	0.00763914	0.00434979	0.0335249	0.00425123	0.00252606	0.0044727	0.0158732	0.271895	0	0.22826	0.226862	0	0.272983	0.271895	0.22826	0.226862	0.272983	0.28373	0.216	0.217072	0.283198
2880	-2544493	-2544512	19.01167	0.00580894	0.0126429	0.00435018	0.1023	0.00198533	0.095001	0.0402088	0.118865	0.732389	0.00333214	0.00748041	0.00439153	0.0339183	0.00433825	0.0026808	0.00452436	0.0159601	0.271601	0	0.229442	0.226822	0	0.272135	0.271601	0.229442	0.226822	0.272135	0.28373	0.216	0.217072	0.283198
2890	-2544498	-2544517	19.02964	0.00606022	0.0125103	0.00417934	0.102042	0.00200552	0.0941422	0.0404072	0.118621	0.732039	0.00335381	0.00739014	0.00420826	0.0342079	0.00439555	0.00256603	0.00454061	0.0157098	0.271258	0	0.230415	0.226535	0	0.271791	0.271258	0.230415	0.226535	0.271791	0.283836	0.21608	0.21678	0.283303
2900	-2544498	-2544517	19.0376	0.00558436	0.0127734	0.00443487	0.101837	0.00212698	0.0946361	0.0400976	0.11824	0.731748	0.00314149	0.0077911	0.00449369	0.0337135	0.00418851	0.00270918	0.00436033	0.0157064	0.271511	0	0.229827	0.225956	0	0.272706	0.271511	0.229827	0.225956	0.272706	0.283497	0.215918	0.217494	0.283091
2910	-2544495	-2544514	19.04021	0.00562796	0.0126586	0.00448722	0.101477	0.002185	0.0943808	0.0402126	0.118586	0.7318	0.0034353	0.00752287	0.00432702	0.0338438	0.00430518	0.00249537	0.00444169	0.0155368	0.27163	0	0.229487	0.226056	0	0.272826	0.27163	0.229487	0.226056	0.272826	0.283453	0.215884	0.217105	0.283559
2920	-2544496	-2544515	18.99779	0.00569523	0.01286	0.00431021	0.101693	0.00199223	0.0948491	0.0402398	0.118648	0.734423	0.00326241	0.00756293	0.00457632	0.0340231	0.00459645	0.00271491	0.00443092	0.0156879	0.271825	0	0.229652	0.22746	0	0.271063	0.271825	0.229652	0.22746	0.271063	0.283487	0.216516	0.216815	0.283181
