
RevBayes version (1.1.1)
Build from development (rapture-649-g20534c) on Sun Apr 18 13:22:17 CDT 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("scripts/combined_evidence_fbd_clean.Rev")
   Processing file "scripts/combined_evidence_fbd_clean.Rev"
   Successfully read one character matrix from file 'data/nuclear.nex'
   Successfully read one character matrix from file 'data/morpho_clean.nex'
   NOTE: setNumStatesPartition() partitions by the maximum observed state, not the total number of observed states.
   WARNING: There are 18 characters incompatible with the specified coding bias. These characters will be excluded.
   Could not compute lnProb for node fbd_tree.
   (((((Canis_arnensis[&index=23]:2.595880,Canis_mosba...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((((Canis_aureus[&index=23]:0.139530,Canis_etruscus...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_webbi[&index=23]:2.668938,Urocyon_minicep...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((((Canis_etruscus[&index=23]:8.846826,(Canis_adust...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Canis_arnensis[&index=23]:16.615764,((((Lycaon_pi...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   (((Lycaon_pictus[&index=23]:9.184433,Canis_etruscus...

   Drawing new initial states ...
   Could not compute lnProb for node fbd_tree.
   ((Urocyon_cinereoargenteus[&index=23]:9.599269,Uroc...

   Drawing new initial states ...

   Running MCMC simulation
   This simulation runs 2 independent replicates.
   The simulator uses 296 different moves in a random move schedule with 346.767 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
162000      |   -2.54432e+06   |    -2.5445e+06   |        173.352   |       15.64479   |       11.70446   |       27.04026   |   25:12:11   |   21:28:09   |
163000      |   -2.54434e+06   |    -2.5445e+06   |        158.122   |       15.13998   |       11.65824   |       27.90157   |   25:21:23   |   21:18:42   |
164000      |   -2.54434e+06   |    -2.5445e+06   |        161.296   |       14.68387   |       11.52914   |        28.2881   |   25:30:27   |   21:09:09   |
165000      |   -2.54435e+06   |    -2.5445e+06   |        152.921   |       15.42323   |       11.73754   |       29.43049   |   25:39:32   |   20:59:37   |
166000      |   -2.54434e+06   |    -2.5445e+06   |        159.792   |       15.79431   |        11.5123   |       28.83488   |   25:48:48   |   20:50:14   |
167000      |   -2.54435e+06   |   -2.54451e+06   |        157.325   |       16.15457   |       11.79784   |       27.41164   |   25:58:01   |   20:40:48   |
168000      |   -2.54435e+06   |    -2.5445e+06   |        154.311   |       15.78659   |       11.81873   |       28.02289   |   26:07:19   |   20:31:27   |
169000      |   -2.54435e+06   |   -2.54451e+06   |        153.164   |       17.07844   |       11.98522   |       28.69782   |   26:17:24   |   20:22:43   |
170000      |   -2.54434e+06   |    -2.5445e+06   |        162.222   |       16.85314   |       12.02528   |       28.47287   |   26:26:58   |   20:13:33   |
171000      |   -2.54433e+06   |    -2.5445e+06   |        168.899   |        17.4965   |       12.08853   |       28.01519   |   26:36:22   |   20:04:16   |
172000      |   -2.54433e+06   |    -2.5445e+06   |        172.739   |       17.51659   |       12.20061   |       28.75708   |   26:45:34   |   19:54:50   |
173000      |   -2.54437e+06   |    -2.5445e+06   |         128.95   |       16.69217   |       11.94511   |       27.36534   |   26:54:35   |   19:45:16   |
174000      |   -2.54434e+06   |    -2.5445e+06   |        152.647   |       16.62657   |       11.93593   |       28.03381   |   27:03:36   |   19:35:42   |
175000      |   -2.54437e+06   |    -2.5445e+06   |        130.547   |       15.88198   |       11.93422   |       29.24434   |   27:12:34   |   19:26:07   |
176000      |   -2.54437e+06   |    -2.5445e+06   |         132.94   |       16.44739   |       12.21701   |       29.67322   |   27:21:40   |   19:16:37   |
177000      |   -2.54437e+06   |   -2.54451e+06   |        134.915   |       15.45702   |       11.99128   |       27.83589   |   27:30:54   |   19:07:14   |
178000      |   -2.54437e+06   |    -2.5445e+06   |         136.81   |       15.60204   |       12.20998   |       27.60897   |   27:40:10   |   18:57:52   |
179000      |   -2.54436e+06   |    -2.5445e+06   |        141.699   |       16.13257   |       11.98018   |       27.72145   |   27:49:21   |   18:48:26   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
180000      |   -2.54435e+06   |    -2.5445e+06   |        145.126   |       15.55696   |       11.91362   |       28.70943   |   27:58:33   |   18:39:02   |
181000      |   -2.54436e+06   |   -2.54451e+06   |         143.52   |       15.23904   |        12.0708   |       27.67322   |   28:07:51   |   18:29:41   |
182000      |   -2.54435e+06   |   -2.54451e+06   |        158.634   |        15.5661   |        12.0063   |       26.78647   |   28:17:02   |   18:20:16   |
183000      |   -2.54434e+06   |   -2.54451e+06   |        167.293   |       17.40786   |       11.96694   |       28.33218   |   28:26:01   |   18:10:43   |
184000      |   -2.54435e+06   |    -2.5445e+06   |        156.203   |       16.86392   |       11.59205   |       26.40814   |   28:35:06   |   18:01:15   |
185000      |   -2.54434e+06   |   -2.54451e+06   |        165.187   |       17.00951   |       11.43996   |       29.32808   |   28:44:30   |   17:51:59   |
186000      |   -2.54435e+06   |    -2.5445e+06   |        152.815   |       16.90974   |        11.4065   |       29.21657   |   28:53:38   |   17:42:32   |
187000      |   -2.54435e+06   |    -2.5445e+06   |        149.892   |       16.47294   |       11.23766   |        27.0361   |   29:02:56   |   17:33:12   |
188000      |   -2.54434e+06   |    -2.5445e+06   |        162.792   |       16.18773   |       11.32369   |       26.38277   |   29:12:23   |   17:23:58   |
189000      |   -2.54434e+06   |    -2.5445e+06   |        162.512   |       14.85275   |       10.90716   |       28.59185   |   29:21:51   |   17:14:44   |
190000      |   -2.54434e+06   |    -2.5445e+06   |        162.304   |        15.0832   |       10.85643   |       28.35482   |   29:31:26   |   17:05:34   |
191000      |   -2.54437e+06   |    -2.5445e+06   |        132.694   |       15.08961   |       10.84884   |       27.39966   |   29:40:40   |   16:56:11   |
192000      |   -2.54436e+06   |    -2.5445e+06   |        138.808   |       15.54926   |       10.87819   |       29.11523   |   29:49:51   |   16:46:47   |
193000      |   -2.54435e+06   |   -2.54449e+06   |        144.676   |       14.97925   |       10.93156   |       28.96244   |   29:59:04   |   16:37:24   |
194000      |   -2.54434e+06   |   -2.54449e+06   |        155.589   |        15.0738   |        10.8704   |       29.69835   |   30:08:26   |   16:28:06   |
195000      |   -2.54434e+06   |   -2.54451e+06   |        163.017   |        15.0481   |       10.75689   |       28.83513   |   30:17:37   |   16:18:43   |
196000      |   -2.54435e+06   |   -2.54449e+06   |        145.525   |       14.64455   |       10.78122   |       28.41334   |   30:26:33   |   16:09:11   |
197000      |   -2.54436e+06   |    -2.5445e+06   |        142.875   |       14.62324   |       10.63824   |       29.66639   |   30:35:46   |   15:59:49   |
198000      |   -2.54438e+06   |   -2.54451e+06   |        131.046   |       14.42971   |        10.5529   |       28.25596   |   30:44:52   |   15:50:23   |
199000      |   -2.54434e+06   |    -2.5445e+06   |        161.432   |       14.52341   |       10.49982   |       28.92184   |   30:53:45   |   15:40:50   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
200000      |   -2.54435e+06   |   -2.54451e+06   |        150.813   |       14.39517   |       10.62563   |       29.50562   |   31:02:40   |   15:31:20   |
201000      |   -2.54436e+06   |    -2.5445e+06   |         144.59   |       13.60109   |       10.69094   |       28.09634   |   31:11:44   |   15:21:53   |
202000      |   -2.54435e+06   |    -2.5445e+06   |        153.572   |       14.00776   |       10.77113   |       29.26937   |   31:20:50   |   15:12:29   |
203000      |   -2.54434e+06   |   -2.54451e+06   |        166.115   |       14.04437   |       10.86465   |       28.23036   |   31:30:09   |   15:03:10   |
204000      |   -2.54438e+06   |   -2.54451e+06   |        134.592   |       15.16296   |       10.82162   |       29.08593   |   31:39:25   |   14:53:50   |
205000      |   -2.54434e+06   |    -2.5445e+06   |        159.933   |       14.11855   |       11.08387   |       29.17797   |   31:49:05   |   14:44:41   |
206000      |   -2.54434e+06   |    -2.5445e+06   |        154.211   |       14.72013   |       10.80452   |       28.01388   |   31:58:31   |   14:35:26   |
207000      |   -2.54434e+06   |    -2.5445e+06   |        159.859   |       14.72304   |       11.25061   |       29.82901   |   32:07:55   |   14:26:09   |
208000      |   -2.54434e+06   |   -2.54451e+06   |        168.339   |       14.64052   |       11.28898   |       29.93123   |   32:17:11   |   14:16:49   |
209000      |   -2.54436e+06   |   -2.54451e+06   |        146.722   |       14.73466   |        11.4725   |       29.89435   |   32:26:40   |   14:07:35   |
210000      |   -2.54435e+06   |   -2.54451e+06   |        162.421   |       14.94646   |       11.87233   |       29.28989   |   32:35:51   |   13:58:13   |
211000      |   -2.54435e+06   |   -2.54451e+06   |        154.895   |       15.40678   |       11.37445   |       29.48934   |   32:45:08   |   13:48:53   |
212000      |   -2.54435e+06   |   -2.54451e+06   |        156.762   |       15.46893   |       11.37195   |       29.23673   |   32:54:33   |   13:39:37   |
213000      |   -2.54435e+06   |   -2.54451e+06   |        162.368   |       15.36824   |       11.34563   |       29.10315   |   33:04:01   |   13:30:22   |
214000      |   -2.54435e+06   |    -2.5445e+06   |        145.362   |       14.97684   |       11.53486   |        29.9043   |   33:13:19   |   13:21:03   |
215000      |   -2.54437e+06   |   -2.54451e+06   |        145.171   |        14.9885   |        11.4679   |       29.11825   |   33:22:28   |   13:11:40   |
216000      |   -2.54435e+06   |    -2.5445e+06   |        146.838   |       14.55965   |       11.52149   |        29.1094   |   33:31:56   |   13:02:25   |
217000      |   -2.54434e+06   |   -2.54451e+06   |        165.912   |        14.2475   |       11.66389   |       27.94493   |   33:41:28   |   12:53:11   |
218000      |   -2.54435e+06   |    -2.5445e+06   |        151.469   |       13.98267   |       11.73648   |       27.97884   |   33:50:44   |   12:43:51   |
219000      |   -2.54433e+06   |   -2.54451e+06   |        179.565   |       13.91931   |       11.78059   |       27.69745   |   33:59:57   |   12:34:30   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
220000      |   -2.54433e+06   |   -2.54449e+06   |        163.777   |       14.21786   |       11.65827   |       27.68081   |   34:09:32   |   12:25:17   |
221000      |   -2.54436e+06   |   -2.54449e+06   |        132.996   |       14.49031   |       11.71644   |       25.99612   |   34:19:03   |   12:16:02   |
222000      |   -2.54435e+06   |    -2.5445e+06   |        151.142   |       14.08731   |       11.73435   |       26.02004   |   34:28:20   |   12:06:42   |
223000      |   -2.54432e+06   |   -2.54449e+06   |        170.068   |       13.95859   |       11.78964   |       28.12665   |   34:37:32   |   11:57:21   |
224000      |   -2.54436e+06   |    -2.5445e+06   |        143.267   |        13.7846   |       11.83141   |       26.17467   |   34:46:51   |   11:48:02   |
225000      |   -2.54432e+06   |   -2.54449e+06   |        170.044   |       13.68859   |        12.1259   |       26.86239   |   34:55:57   |   11:38:39   |
226000      |   -2.54434e+06   |    -2.5445e+06   |        155.191   |        13.7894   |       11.93351   |       27.38647   |   35:05:16   |   11:29:20   |
227000      |   -2.54432e+06   |    -2.5445e+06   |        174.737   |       13.60933   |         12.112   |       27.21026   |   35:14:27   |   11:19:58   |
228000      |   -2.54433e+06   |    -2.5445e+06   |        161.311   |       13.95868   |       12.26882   |       27.66644   |   35:23:26   |   11:10:33   |
229000      |   -2.54434e+06   |    -2.5445e+06   |        158.215   |       14.13923   |       12.32635   |       28.72898   |   35:32:33   |   11:01:11   |
230000      |   -2.54436e+06   |   -2.54452e+06   |        159.258   |       14.15853   |       12.45199   |       28.11034   |   35:41:47   |   10:51:50   |
231000      |   -2.54434e+06   |    -2.5445e+06   |        157.458   |       14.52989   |       12.34854   |       28.34738   |   35:50:55   |   10:42:28   |
232000      |   -2.54434e+06   |    -2.5445e+06   |        160.051   |       14.95691   |       12.53214   |       27.38486   |   36:00:09   |   10:33:08   |
233000      |   -2.54434e+06   |    -2.5445e+06   |        158.915   |       14.98922   |       12.09028   |       27.34439   |   36:09:31   |   10:23:51   |
234000      |   -2.54434e+06   |    -2.5445e+06   |        160.028   |       15.88773   |       12.07617   |       28.10608   |   36:18:49   |   10:14:32   |
235000      |   -2.54434e+06   |    -2.5445e+06   |        155.399   |       15.99602   |       12.37058   |       28.06926   |   36:27:57   |   10:05:10   |
236000      |   -2.54434e+06   |   -2.54449e+06   |        155.485   |       15.80866   |       12.36923   |       28.20164   |   36:37:11   |   09:55:50   |
237000      |   -2.54434e+06   |    -2.5445e+06   |        163.368   |       15.58223   |       12.39854   |       28.87946   |   36:46:34   |   09:46:33   |
238000      |   -2.54434e+06   |    -2.5445e+06   |        166.059   |       15.73086   |       12.52834   |       28.58623   |   36:55:39   |   09:37:11   |
239000      |   -2.54435e+06   |   -2.54451e+06   |        158.467   |       15.59658   |       12.29001   |        29.6279   |   37:04:51   |   09:27:50   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
240000      |   -2.54435e+06   |    -2.5445e+06   |        149.678   |       15.62201   |       12.40207   |       29.08342   |   37:14:05   |   09:18:31   |
241000      |   -2.54434e+06   |    -2.5445e+06   |        161.767   |       16.55534   |       12.18398   |       28.74456   |   37:23:24   |   09:09:12   |
242000      |   -2.54434e+06   |   -2.54451e+06   |        167.722   |       17.66854   |       12.13298   |        28.5714   |   37:32:25   |   08:59:50   |
243000      |   -2.54435e+06   |   -2.54451e+06   |        165.934   |       17.83624   |       11.99483   |       29.15724   |   37:41:33   |   08:50:29   |
244000      |   -2.54439e+06   |   -2.54451e+06   |        121.833   |       16.61417   |       11.95908   |       29.00412   |   37:50:47   |   08:41:09   |
245000      |   -2.54435e+06   |   -2.54451e+06   |        152.746   |       17.44111   |       11.96568   |       29.59725   |   37:59:46   |   08:31:47   |
246000      |   -2.54435e+06   |    -2.5445e+06   |        152.032   |       17.52984   |       11.90681   |       28.62369   |   38:08:46   |   08:22:24   |
247000      |   -2.54436e+06   |    -2.5445e+06   |        143.161   |       18.09611   |       12.01262   |       29.26126   |   38:17:35   |   08:13:00   |
248000      |   -2.54432e+06   |   -2.54449e+06   |        176.141   |         18.218   |       12.23203   |       29.72163   |   38:26:42   |   08:03:39   |
249000      |   -2.54433e+06   |    -2.5445e+06   |        169.105   |       20.01724   |       12.11888   |       29.89096   |   38:35:46   |   07:54:18   |
250000      |   -2.54434e+06   |    -2.5445e+06   |        156.569   |       18.98743   |       12.08811   |       28.94364   |   38:44:56   |   07:44:59   |
251000      |   -2.54432e+06   |   -2.54449e+06   |        175.048   |       18.97531   |       12.35496   |       27.94713   |   38:54:04   |   07:35:39   |
252000      |   -2.54435e+06   |    -2.5445e+06   |        150.849   |       18.58248   |       12.15178   |       28.19239   |   39:03:07   |   07:26:18   |
253000      |   -2.54434e+06   |    -2.5445e+06   |        161.805   |       18.57492   |       12.10479   |       28.21831   |   39:12:12   |   07:16:58   |
254000      |   -2.54436e+06   |   -2.54451e+06   |        142.952   |       19.60285   |       12.20563   |       27.99164   |   39:21:16   |   07:07:37   |
255000      |   -2.54434e+06   |   -2.54451e+06   |        171.358   |       18.99777   |       12.27835   |       26.98015   |   39:30:23   |   06:58:18   |
256000      |   -2.54435e+06   |   -2.54451e+06   |        151.527   |       19.68071   |       12.78967   |       29.13876   |   39:39:31   |   06:48:58   |
257000      |   -2.54434e+06   |    -2.5445e+06   |        155.363   |       21.01538   |       13.24508   |       27.74501   |   39:48:32   |   06:39:38   |
258000      |   -2.54435e+06   |    -2.5445e+06   |        153.671   |       21.57396   |       13.04153   |       29.43791   |   39:57:28   |   06:30:17   |
259000      |   -2.54432e+06   |    -2.5445e+06   |        174.979   |       19.45275   |       12.97465   |       29.93087   |   40:06:19   |   06:20:55   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
260000      |   -2.54437e+06   |   -2.54452e+06   |        152.557   |       18.58442   |       13.52343   |       27.89027   |   40:15:14   |   06:11:34   |
261000      |   -2.54435e+06   |   -2.54451e+06   |        155.561   |       18.34591   |       13.44022   |       29.12995   |   40:24:20   |   06:02:15   |
262000      |   -2.54435e+06   |   -2.54451e+06   |        154.862   |       17.68252   |       13.43016   |       27.67401   |   40:33:26   |   05:52:56   |
263000      |   -2.54434e+06   |    -2.5445e+06   |        163.702   |       18.54431   |       13.60191   |       29.69628   |   40:42:38   |   05:43:38   |
264000      |   -2.54431e+06   |    -2.5445e+06   |        194.835   |       19.43389   |       13.87831   |        27.8889   |   40:51:40   |   05:34:19   |
265000      |   -2.54435e+06   |    -2.5445e+06   |         151.18   |       19.24837   |       13.99796   |       29.92089   |   41:00:47   |   05:25:00   |
266000      |   -2.54433e+06   |    -2.5445e+06   |        173.832   |       18.20277   |       14.03634   |       29.70378   |   41:09:59   |   05:15:42   |
267000      |   -2.54434e+06   |    -2.5445e+06   |        157.277   |        19.4656   |       13.33873   |       29.19592   |   41:19:08   |   05:06:24   |
268000      |   -2.54434e+06   |    -2.5445e+06   |         166.52   |       19.00859   |       13.51109   |        28.0582   |   41:28:21   |   04:57:06   |
269000      |   -2.54437e+06   |   -2.54451e+06   |        142.596   |       18.04457   |       13.49324   |       29.82181   |   41:37:33   |   04:47:49   |
270000      |   -2.54435e+06   |    -2.5445e+06   |        148.874   |       16.88851   |        12.6429   |       28.94064   |   41:46:25   |   04:38:29   |
271000      |   -2.54436e+06   |   -2.54451e+06   |        148.287   |       16.99113   |       12.37339   |       28.57992   |   41:55:12   |   04:29:09   |
272000      |   -2.54437e+06   |   -2.54451e+06   |        144.157   |       18.51195   |       12.07928   |       29.30553   |   42:04:04   |   04:19:49   |
273000      |   -2.54436e+06   |    -2.5445e+06   |        138.149   |       15.74426   |       11.67128   |       29.74681   |   42:12:56   |   04:10:30   |
274000      |   -2.54437e+06   |   -2.54451e+06   |        138.058   |       17.14559   |       11.90726   |       28.22393   |   42:21:44   |   04:01:11   |
275000      |   -2.54435e+06   |   -2.54451e+06   |        155.027   |        17.0848   |       12.12487   |       29.61162   |   42:30:43   |   03:51:53   |
276000      |   -2.54435e+06   |    -2.5445e+06   |        150.535   |        16.7283   |        11.8518   |       29.70131   |   42:39:43   |   03:42:35   |
277000      |   -2.54436e+06   |   -2.54451e+06   |        150.472   |       16.64502   |       12.03534   |       28.24199   |   42:48:35   |   03:33:16   |
278000      |   -2.54438e+06   |   -2.54451e+06   |        132.275   |       16.78097   |       12.22036   |       29.27535   |   42:57:38   |   03:23:59   |
279000      |   -2.54439e+06   |   -2.54452e+06   |        129.954   |       15.73727   |       11.94475   |       29.45562   |   43:06:34   |   03:14:41   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
280000      |   -2.54438e+06   |   -2.54451e+06   |        128.739   |       15.39658   |       11.83291   |       29.68522   |   43:15:36   |   03:05:24   |
281000      |   -2.54438e+06   |   -2.54452e+06   |        138.208   |       15.60722   |       11.83293   |       29.77809   |   43:24:56   |   02:56:08   |
282000      |   -2.54437e+06   |   -2.54452e+06   |         145.47   |       15.17402   |        11.8274   |       29.05818   |   43:33:55   |   02:46:50   |
283000      |   -2.54437e+06   |   -2.54452e+06   |        146.085   |       15.68334   |       11.88292   |       28.71042   |   43:43:05   |   02:37:34   |
284000      |   -2.54437e+06   |   -2.54452e+06   |        156.853   |       16.51618   |       11.90946   |       29.67426   |   43:52:20   |   02:28:18   |
285000      |   -2.54436e+06   |   -2.54452e+06   |        156.483   |        15.7066   |       12.12465   |       29.32668   |   44:01:48   |   02:19:02   |
286000      |   -2.54436e+06   |   -2.54451e+06   |        153.598   |       14.94104   |       11.77248   |        29.8876   |   44:10:59   |   02:09:46   |
287000      |   -2.54435e+06   |   -2.54451e+06   |        157.365   |       15.33129   |       11.82214   |       29.08841   |   44:20:08   |   02:00:29   |
288000      |   -2.54435e+06   |   -2.54451e+06   |        160.238   |       15.36821   |       11.72036   |       29.04598   |   44:29:26   |   01:51:13   |
289000      |   -2.54435e+06   |   -2.54451e+06   |        159.731   |       15.74001   |       11.53732   |       28.68231   |   44:38:42   |   01:41:57   |
290000      |   -2.54438e+06   |   -2.54452e+06   |        138.464   |        16.1661   |       11.48224   |       29.74795   |   44:48:02   |   01:32:41   |
291000      |   -2.54435e+06   |    -2.5445e+06   |        158.768   |       15.19128   |       11.68584   |       29.33819   |   44:57:15   |   01:23:25   |
292000      |   -2.54436e+06   |   -2.54451e+06   |        151.813   |       15.00468   |       11.77686   |       28.43675   |   45:06:23   |   01:14:08   |
293000      |   -2.54436e+06   |    -2.5445e+06   |        144.844   |       14.69167   |       11.81235   |       27.43112   |   45:15:36   |   01:04:52   |
294000      |   -2.54433e+06   |    -2.5445e+06   |        161.938   |        14.8516   |       11.72437   |       27.96841   |   45:24:47   |   00:55:36   |
295000      |   -2.54436e+06   |    -2.5445e+06   |         142.32   |       15.20214   |       12.00155   |        27.1701   |   45:33:58   |   00:46:20   |
296000      |   -2.54436e+06   |    -2.5445e+06   |        147.827   |        14.6528   |       11.56819   |        29.9678   |   45:43:04   |   00:37:04   |
297000      |   -2.54434e+06   |    -2.5445e+06   |        164.069   |       14.30838   |       11.69762   |       27.40515   |   45:52:11   |   00:27:47   |
298000      |   -2.54435e+06   |    -2.5445e+06   |        148.846   |       14.00779   |       11.43856   |        27.1492   |   46:01:31   |   00:18:32   |
299000      |   -2.54436e+06   |    -2.5445e+06   |         144.39   |       14.12808   |       11.50681   |       28.37277   |   46:10:45   |   00:09:16   |


Iter        |      Posterior   |     Likelihood   |          Prior   |   divtime_di..   |   divtime_ja..   |      root_time   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
300000      |   -2.54436e+06   |    -2.5445e+06   |        145.381   |       13.82319   |       11.29308   |       27.84108   |   46:19:45   |   00:00:00   |
