Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er_cats[1]	er_cats[2]	er_cats[3]	er_cats[4]	er_indicator	er_scale	m_er	m_er_dist	m_pi	m_pi_dist	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	pi_cats[1]	pi_cats[2]	pi_cats[3]	pi_cats[4]	pi_indicator	pi_scale	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
10	0	-160.9375	-143.8052	-17.13234	0.9383747	1	0.146481	0.03966	0.0637158	0.0433925	0.241948	0.2259	0.0214519	0.0295301	0.166	0.450363	0.550811	0.0442211	0.00411759	0.0217685	0.0814014	0.0612852	0.111824	0.498242	0.49956	0.500347	0.501851	0	62000	0.6634702	0.6634702	1	0.504407	0.370463	0.0347009	0.242011	0.352825	0.0281407	0.280878	0.719122	0.971859	1	0.376246	1	0.1245	0.457412	0.988988	2.4291	2.303871
11	1	-174.0975	-165.4385	-8.658982	0.3925067	1	0.0303804	0.00235945	0.0782813	0.0261712	0.241921	0.123516	0.0262247	0.0270609	0.0849622	0.00142788	0.137304	0.000470658	0.170074	0.122476	0.109495	0.0167063	0.0609257	0.498242	0.49956	0.500347	0.501851	0	62000	1.923034	1.923034	1	0.07911074	0.350738	0.267483	0.367736	0.0140435	0.178627	0.402025	0.597975	0.821373	1	1.543338	1	0.0156484	0.176137	0.723043	3.08517	1.259757
12	0	-159.7571	-144.1742	-15.58296	1.186585	1	0.146481	0.042277	0.0719781	0.0467949	0.171907	0.2259	0.0182238	0.0396165	0.166	0.383328	0.550811	0.0442211	0.00324307	0.0194226	0.0814014	0.0855787	0.111824	0.498242	0.49956	0.500347	0.501851	0	62000	0.2623991	0.2623991	0.7534326	0.7534326	0.397033	0.0332363	0.231797	0.337934	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.172614	0.526452	1.02515	2.27579	2.209007
13	1	-158.3406	-150.0258	-8.314743	0.2508906	1	0.0303804	0.00235945	0.0782813	0.0267712	0.179771	0.123516	0.0262247	0.0339356	0.0897181	0.00165308	0.168598	0.000394601	0.170074	0.122476	0.109495	0.0167063	0.0933431	0.498242	0.49956	0.500347	0.501851	0	62000	2.515268	2.515268	1	0.1355726	0.111362	0.677363	0.203741	0.00753434	0.028398	0.281365	0.718634	0.971602	1	0.377754	1	0.00215352	0.0673339	0.50336	3.42715	1.273698
14	0	-165.4642	-144.5357	-20.92845	1.318667	1	0.136536	0.067821	0.0719781	0.0246438	0.133936	0.2259	0.0165105	0.0326751	0.149799	0.471771	0.595052	0.0437457	0.00383176	0.0207766	0.110333	0.235749	0.0984131	0.2759	0.438213	0.561788	0.724099	1	3.63663	1	0.2042017	0.8775286	0.8775286	0.207361	0.0644378	0.449402	0.278799	0.498242	0.49956	0.500347	0.501851	0	62000	1	0.195903	0.5553	1.03773	2.21107	2.439472
15	1	-161.6862	-149.5638	-12.12235	0.4247151	1	0.0275833	0.00294874	0.0522707	0.0179512	0.179771	0.116261	0.0262247	0.0674988	0.0976415	0.00165308	0.168598	0.000406273	0.170074	0.122476	0.109495	0.0193998	0.0933431	0.13384	0.380023	0.619977	0.866159	1	1.074815	1	2.859076	1	0.1072232	0.155247	0.550219	0.28403	0.0105035	0.265876	0.434945	0.565054	0.734124	1	3.297498	1	0.0204355	0.199965	0.756697	3.0229	1.273596
16	0	-165.3241	-145.8029	-19.52119	1.023028	1	0.136536	0.067821	0.0719781	0.0341509	0.150849	0.289594	0.015137	0.0320714	0.23369	0.423265	0.595052	0.052109	0.00383176	0.0249626	0.110333	0.153269	0.0984131	0.498242	0.49956	0.500347	0.501851	0	62000	0.1672234	0.1672234	1	0.6457915	0.349512	0.304062	0.206625	0.139801	0.150298	0.388704	0.611296	0.849702	1	1.227773	3	0.141526	0.483566	1.00371	2.3712	2.493062
17	1	-153.2461	-147.324	-5.922087	0.7139642	1	0.0275833	0.00294874	0.0335886	0.0187399	0.120668	0.101143	0.0163392	0.0674988	0.0976415	0.00111559	0.158221	0.000354516	0.170074	0.122476	0.109495	0.0182519	0.0826532	0.0702123	0.335145	0.664855	0.929788	1	0.6186385	1	0.2859503	1	0.3484762	0.150488	0.533352	0.311859	0.00430048	0.0631416	0.328289	0.671711	0.936858	1	0.576642	1	0.0771732	0.370045	0.929935	2.62285	1.148793
18	0	-169.3658	-148.4077	-20.95807	4.820798e+07	1	0.136536	0.0625767	0.113543	0.0341509	0.150849	0.434311	0.015137	0.0343433	0.23369	0.423265	0.595052	0.0729151	0.00428195	0.0245998	0.121888	0.153269	0.0984131	0.498242	0.49956	0.500347	0.501851	0	62000	0.1055943	0.1055943	1	0.3541588	0.1396	0.434515	0.160574	0.265311	0.106287	0.363344	0.636656	0.893713	1	0.8557586	2	0.999817	0.999953	1.00005	1.00018	2.708819
19	1	-131.9234	-145.223	13.29966	1e+08	0	0.0275833	0.00294874	0.0226319	0.0248874	0.120668	0.0687868	0.0140491	0.0674988	0.0889941	0.000873698	0.124163	0.000551839	0.229172	0.19053	0.0753092	0.0169765	0.0817908	0.498242	0.49956	0.500347	0.501851	0	62000	0.1365857	0.1365857	0.9332203	0.9332203	0.247007	0.624591	0.118893	0.00950882	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.157416
20	0	-169.3989	-147.7085	-21.69033	2.196683e+07	1	0.136536	0.0932687	0.113543	0.032552	0.105086	0.434311	0.0136597	0.0432659	0.23369	0.423265	0.507334	0.0494722	0.00428195	0.0253646	0.0889305	0.153269	0.118683	0.152971	0.390042	0.609958	0.84703	1	1.254502	1	0.03018613	1	0.2400871	0.162541	0.387398	0.143161	0.3069	0.202363	0.411978	0.588023	0.797637	1	1.87586	2	0.999729	0.999931	1.00007	1.00027	2.576511
21	1	-128.3794	-138.9515	10.57211	1e+08	0	0.0301771	0.00555414	0.0189017	0.0372379	0.107682	0.0474999	0.0140491	0.102542	0.0696843	0.000852981	0.134288	0.000551839	0.236748	0.210669	0.0616276	0.0205031	0.0701833	0.266588	0.43518	0.56482	0.733412	1	3.32016	1	0.2354987	0.6467443	0.6467443	0.142791	0.582127	0.0530128	0.222069	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.168753
22	0	-167.1357	-150.1467	-16.98906	641233.3	1	0.136536	0.0966605	0.113543	0.0182823	0.140914	0.448406	0.0136597	0.0432659	0.23369	0.249414	0.350347	0.0368292	0.00353564	0.0253646	0.113437	0.153269	0.128335	0.0315364	0.287053	0.712947	0.968463	1	0.3959942	1	0.01069985	0.9818589	0.9818589	0.153056	0.364793	0.129701	0.35245	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.998413	0.999594	1.0004	1.00159	2.305487
23	1	-127.2482	-139.1768	11.92863	1e+08	0	0.0301771	0.00673323	0.0189017	0.0464811	0.0778083	0.0474999	0.0149603	0.0875643	0.0696843	0.000852981	0.156724	0.000551839	0.199965	0.210669	0.0843364	0.0205031	0.0701833	0.498242	0.49956	0.500347	0.501851	0	62000	0.6869237	0.6869237	1.892107	1.892107	0.497877	0.305028	0.0441669	0.152929	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.143596
24	0	-168.4878	-146.9776	-21.51023	7.902389e+07	1	0.136536	0.0966605	0.0499381	0.0171354	0.140914	0.448406	0.00793242	0.0432659	0.259407	0.402305	0.350347	0.0368292	0.00353564	0.0312548	0.0782883	0.153269	0.128335	0.321055	0.452093	0.547906	0.678945	1	5.930367	1	0.1363359	1.045196	1.045196	0.189724	0.140803	0.160774	0.508699	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999857	0.999963	1.00004	1.00014	2.384358
25	1	-128.4743	-140.0901	11.61577	1e+08	0	0.0301771	0.00930622	0.0292423	0.0407632	0.0778083	0.0494977	0.0149603	0.0574672	0.0696843	0.000852981	0.16486	0.000551839	0.201942	0.200395	0.0843364	0.0205031	0.050291	0.498242	0.49956	0.500347	0.501851	0	62000	1.306412	1.306412	1	1.323964	0.165642	0.311059	0.0666805	0.456619	0.0682665	0.333315	0.666685	0.931734	1	0.6069727	2	0.999873	0.999968	1.00003	1.00013	1.10264
26	0	-141.4156	-146.2549	4.839297	1e+08	0	0.0925794	0.060716	0.0315643	0.0201796	0.0914199	0.39071	0.00691864	0.0432659	0.259407	0.402305	0.24961	0.0328434	0.0071125	0.0312548	0.059932	0.153269	0.100951	0.498242	0.49956	0.500347	0.501851	0	62000	0.2831233	0.2831233	0.4808257	0.4808257	0.150133	0.400452	0.165281	0.284134	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	2.034038
27	1	-132.139	-140.3835	8.244551	1e+08	0	0.0301771	0.00930622	0.0227309	0.0729023	0.0778083	0.066138	0.0199251	0.0574672	0.0696843	0.000550311	0.16486	0.000482378	0.192521	0.200395	0.0843364	0.0171719	0.0369785	0.113419	0.367968	0.632032	0.886581	1	0.908662	1	0.893227	1	2.692	0.0137114	0.245943	0.379312	0.361033	0.205583	0.413258	0.586741	0.794418	1	1.927011	2	0.999873	0.999968	1.00003	1.00013	1.123436
28	0	-165.7889	-148.1717	-17.61713	5.544686e+07	1	0.0611645	0.0959725	0.0191922	0.0161559	0.102905	0.576476	0.00691864	0.0426932	0.259407	0.402305	0.353501	0.0527182	0.0071125	0.0268412	0.0645045	0.165657	0.111625	0.115251	0.369118	0.630882	0.884749	1	0.9226406	1	0.1486101	0.3381012	0.3381012	0.0309085	0.735748	0.0404164	0.192927	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999829	0.999956	1.00004	1.00017	2.365149
29	1	-130.3996	-139.7859	9.386265	1e+08	0	0.0366954	0.0175784	0.0197885	0.0681461	0.104054	0.0533888	0.0199251	0.0574672	0.0696843	0.000550311	0.16486	0.000677336	0.192521	0.200395	0.0843364	0.0153231	0.0369785	0.0687865	0.333808	0.666191	0.931214	1	0.6100819	1	1.107057	1	0.2906409	0.00982598	0.212665	0.237299	0.54021	0.280341	0.439636	0.560364	0.71966	1	3.801755	2	0.999873	0.999968	1.00003	1.00013	1.142371
30	0	-148.2713	-145.3685	-2.902804	1e+08	0	0.171676	0.0959725	0.0191922	0.0260627	0.102905	0.576476	0.0107886	0.0426932	0.259407	0.380813	0.435819	0.0527182	0.0071125	0.0256453	0.0488492	0.165657	0.111883	0.0322778	0.288333	0.711667	0.967722	1	0.4002667	1	0.194366	1	1.502752	0.0323267	0.679313	0.0373163	0.251044	0.154993	0.391042	0.608958	0.845006	1	1.275108	2	0.999873	0.999968	1.00003	1.00013	2.53367
31	1	-128.2972	-140.3118	12.01458	1e+08	0	0.0320524	0.0190917	0.0197885	0.0592367	0.109324	0.0533888	0.0199251	0.0574672	0.0747505	0.000550311	0.141399	0.000488305	0.15241	0.200395	0.0843364	0.0171373	0.0369785	0.0999976	0.359052	0.640948	0.900002	1	0.8109985	1	1.72225	0.5331267	0.5331267	0.146214	0.200503	0.364853	0.28843	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.078721
32	0	-160.4177	-143.9771	-16.44058	8.286775e+07	1	0.142179	0.104722	0.0191922	0.0174107	0.0886455	0.576476	0.0107886	0.0460896	0.151992	0.380813	0.435819	0.0334094	0.0071125	0.0189173	0.0696456	0.131608	0.111883	0.498242	0.49956	0.500347	0.501851	0	62000	0.1668743	0.1668743	0.329626	0.329626	0.282656	0.357109	0.0196168	0.340618	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.99986	0.999964	1.00004	1.00014	2.346702
33	1	-123.1621	-138.0223	14.86013	1e+08	0	0.033917	0.0265539	0.0205016	0.0764442	0.102607	0.0557819	0.0205285	0.0422992	0.0598004	0.000870634	0.0864669	0.000547899	0.15241	0.200395	0.0843364	0.0171373	0.0471229	0.498242	0.49956	0.500347	0.501851	0	62000	0.5571923	0.5571923	0.2490797	0.2490797	0.0782809	0.354352	0.219778	0.347589	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.027722
34	0	-157.7653	-142.5222	-15.24312	7.702371e+07	1	0.206807	0.0734728	0.0174027	0.00933537	0.0886455	0.576476	0.0107886	0.0460896	0.071824	0.264385	0.435819	0.0520238	0.0071125	0.0189173	0.107732	0.131608	0.111883	0.498242	0.49956	0.500347	0.501851	0	62000	0.1833218	0.1833218	0.2795295	0.2795295	0.491837	0.102487	0.0277152	0.37796	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999855	0.999963	1.00004	1.00014	2.230321
35	1	-139.7025	-135.1964	-4.50615	4.823142e+07	1	0.0533871	0.0265539	0.0205016	0.0764442	0.102607	0.0443076	0.0227783	0.0422992	0.0598004	0.000870634	0.0864669	0.000657404	0.15241	0.19306	0.0802508	0.0171373	0.0651414	0.498242	0.49956	0.500347	0.501851	0	62000	0.2077866	0.2077866	1	0.9830609	0.0496313	0.280599	0.190927	0.478843	0.00743064	0.220231	0.779769	0.992569	1	0.2356262	2	0.999817	0.999953	1.00005	1.00018	1.044674
36	0	-157.7925	-144.6037	-13.18876	6.747906e+07	1	0.146377	0.0674073	0.0123369	0.00933537	0.0488845	0.406695	0.00909098	0.0460896	0.0740005	0.174081	0.435819	0.0407385	0.0071125	0.0292734	0.107732	0.131608	0.101208	0.498242	0.49956	0.500347	0.501851	0	62000	0.09542245	0.09542245	2.13839	2.13839	0.336256	0.429801	0.0102043	0.223739	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999846	0.999961	1.00004	1.00016	1.847789
37	1	-122.7911	-135.7704	12.97928	1e+08	0	0.0533871	0.0314426	0.0315873	0.109691	0.11256	0.0523092	0.0153883	0.0354198	0.0598004	0.00105778	0.0544381	0.000612427	0.139057	0.19306	0.0651042	0.019697	0.0651414	0.498242	0.49956	0.500347	0.501851	0	62000	0.4540243	0.4540243	2.112793	2.112793	0.0208462	0.43306	0.170234	0.37586	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.039753
38	0	-160.6696	-145.5103	-15.1593	6.439437e+07	1	0.146377	0.0835149	0.0123369	0.0143302	0.0488845	0.389443	0.00909098	0.0565698	0.0740005	0.174081	0.435819	0.0682935	0.00668229	0.0420543	0.117607	0.131608	0.101208	0.0464171	0.309241	0.690759	0.953583	1	0.4805765	1	0.1308343	2.890604	2.890604	0.601175	0.111053	0.0063184	0.281453	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999842	0.99996	1.00004	1.00016	1.911901
39	1	-142.6184	-133.7974	-8.821026	2.501697e+07	1	0.0617066	0.0314426	0.0315873	0.129339	0.0874257	0.0523092	0.0153883	0.0334831	0.0598004	0.00101851	0.0536931	0.000605179	0.22516	0.281838	0.0268508	0.0126107	0.0658054	0.262349	0.433776	0.566224	0.737651	1	3.188155	1	1.095527	0.8213031	0.8213031	0.0094223	0.486731	0.180232	0.323615	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999746	0.999935	1.00006	1.00025	1.170065
40	0	-140.513	-144.8683	4.355328	1e+08	0	0.146377	0.0835149	0.0144384	0.00951792	0.0729377	0.354826	0.00901231	0.0568787	0.0783855	0.174081	0.405096	0.0682935	0.00668229	0.0420543	0.117607	0.0584415	0.101208	0.0546066	0.319146	0.680854	0.945393	1	0.5271859	1	0.1014418	1	1.295578	0.528336	0.0606357	0.00180878	0.409219	0.181158	0.403133	0.596867	0.818841	1	1.575445	2	0.999873	0.999968	1.00003	1.00013	1.799352
41	1	-145.5114	-135.7301	-9.781303	3.118337e+07	1	0.0617066	0.0314426	0.0244433	0.164938	0.0742071	0.0494223	0.0152514	0.0334831	0.0835166	0.000812674	0.0842667	0.00107822	0.140201	0.281838	0.0693488	0.0103597	0.0658054	0.0649405	0.330089	0.669911	0.935059	1	0.5872271	1	2.485301	2.247362	2.247362	0.0124608	0.150539	0.435916	0.401085	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999772	0.999942	1.00006	1.00023	1.192122
42	0	-141.2671	-144.3273	3.060273	1e+08	0	0.146377	0.0835149	0.0218296	0.00951792	0.0729377	0.354826	0.00901231	0.0805935	0.0655491	0.0783374	0.405096	0.0682935	0.00432749	0.0420543	0.0938985	0.0684076	0.101208	0.306214	0.447666	0.552334	0.693786	1	4.998881	1	0.1069206	2.091237	2.091237	0.254471	0.307928	0.0213998	0.4162	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.70578
43	1	-147.4083	-137.6886	-9.719682	6.747868e+07	1	0.0614212	0.0314426	0.0280813	0.203377	0.0952362	0.0428034	0.0240103	0.0334831	0.123789	0.000357562	0.0842667	0.00147741	0.0881532	0.295275	0.0693488	0.0103597	0.0730184	0.498242	0.49956	0.500347	0.501851	0	62000	1.236495	1.236495	1	2.957168	0.0116901	0.040056	0.408955	0.539298	0.00929363	0.229033	0.770967	0.990706	1	0.2516627	2	0.999846	0.99996	1.00004	1.00015	1.265901
44	0	-152.3451	-141.3796	-10.96554	3.312439e+07	1	0.230443	0.0835149	0.031468	0.00951792	0.0729377	0.354826	0.00744906	0.0805935	0.0462039	0.0991755	0.331453	0.0458506	0.00636259	0.0452017	0.0938985	0.0243425	0.0732297	0.0256251	0.275926	0.724074	0.974375	1	0.3613704	1	0.2061038	1.48019	1.48019	0.270445	0.264486	0.0227431	0.442326	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999779	0.999944	1.00006	1.00022	1.636467
45	1	-126.4546	-131.7519	5.297356	1e+08	0	0.145167	0.0500096	0.0439001	0.144667	0.0952362	0.0309176	0.02398	0.0334831	0.0858517	0.000226469	0.0842667	0.00126094	0.138344	0.265061	0.0586513	0.0103597	0.108213	0.498242	0.49956	0.500347	0.501851	0	62000	1.424584	1.424584	1	2.721906	0.0999369	0.299015	0.248385	0.352664	0.292042	0.443321	0.55668	0.707957	1	4.288334	2	0.999873	0.999968	1.00003	1.00013	1.319595
46	0	-139.5705	-142.4399	2.869366	1e+08	0	0.230443	0.0835149	0.0247186	0.00932527	0.0821075	0.550231	0.00744906	0.0874227	0.0462039	0.162518	0.355492	0.0355994	0.00721795	0.0452017	0.0938985	0.0243425	0.051255	0.498242	0.49956	0.500347	0.501851	0	62000	0.5568608	0.5568608	1	3.151123	0.121525	0.32234	0.00307804	0.553057	0.00570993	0.210509	0.789491	0.99429	1	0.2190998	2	0.999873	0.999968	1.00003	1.00013	1.896941
47	1	-123.2412	-132.7323	9.491157	1e+08	0	0.117986	0.0318398	0.0439001	0.144667	0.0809957	0.0309176	0.02398	0.0440488	0.0858517	0.000342251	0.128437	0.00126094	0.138344	0.221236	0.0424951	0.0135302	0.132367	0.0743869	0.338938	0.661062	0.925613	1	0.6439745	1	1.908129	1.012228	1.012228	0.0462646	0.200516	0.413749	0.33947	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.282199
48	0	-143.0712	-147.1053	4.034093	1e+08	0	0.218938	0.040809	0.0164841	0.00932527	0.0678719	0.797905	0.00522799	0.0874227	0.0484261	0.138625	0.355492	0.0315008	0.00854318	0.0731029	0.0896356	0.0243425	0.036771	0.498242	0.49956	0.500347	0.501851	0	62000	0.4675041	0.4675041	0.9377844	0.9377844	0.353686	0.144434	0.00208824	0.499792	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	2.050424
49	1	-140.6811	-132.864	-7.817063	2.026217e+07	1	0.117986	0.0377577	0.0439001	0.144667	0.0564315	0.0367737	0.0156658	0.0441857	0.0858517	0.000305421	0.136118	0.000698898	0.138344	0.221236	0.0641493	0.0135302	0.114528	0.498242	0.49956	0.500347	0.501851	0	62000	1.062022	1.062022	1	0.18764	0.0578966	0.25093	0.34937	0.341804	0.157572	0.392302	0.607698	0.842429	1	1.301866	2	0.999718	0.999928	1.00007	1.00028	1.272129
50	0	-142.5354	-144.7211	2.185716	1e+08	0	0.218938	0.040809	0.0172526	0.00932527	0.0515435	0.797905	0.00551335	0.0874227	0.0491923	0.138625	0.355492	0.0453593	0.00747811	0.0653138	0.0802523	0.0392041	0.0471921	0.498242	0.49956	0.500347	0.501851	0	62000	0.4688998	0.4688998	1	2.037955	0.235855	0.215621	0.0386921	0.509831	0.0701332	0.335072	0.664928	0.929867	1	0.6181629	2	0.999873	0.999968	1.00003	1.00013	2.056819
51	1	-143.24	-133.2966	-9.943371	9783501	1	0.117986	0.0615142	0.0439874	0.185632	0.0492119	0.0279538	0.0210082	0.0441857	0.123353	0.000305421	0.099985	0.000811301	0.138344	0.311576	0.0525445	0.00934511	0.0885961	0.498242	0.49956	0.500347	0.501851	0	62000	0.4002655	0.4002655	1	0.8187627	0.232143	0.129984	0.532944	0.104929	0.247807	0.428843	0.571157	0.752193	1	2.784263	2	0.999594	0.999896	1.0001	1.00041	1.37634
52	0	-163.0752	-147.4784	-15.59675	1.846437e+07	1	0.218938	0.0632875	0.0172526	0.0104437	0.0515435	0.728349	0.00686289	0.0874227	0.0491923	0.138625	0.254994	0.0470439	0.00916748	0.0653138	0.0802523	0.0431145	0.0302928	0.498242	0.49956	0.500347	0.501851	0	62000	0.7248542	0.7248542	1	2.073153	0.0981234	0.50482	0.109315	0.287742	0.15032	0.388716	0.611284	0.84968	1	1.227997	2	0.999704	0.999925	1.00008	1.0003	1.902097
53	1	-122.896	-135.345	12.44906	1e+08	0	0.0914139	0.0615142	0.0439874	0.22263	0.0492119	0.0292268	0.024937	0.071685	0.0713934	0.000305421	0.0424332	0.0010431	0.138344	0.230769	0.0525445	0.0129858	0.0885961	0.498242	0.49956	0.500347	0.501851	0	62000	0.424892	0.424892	0.7394654	0.7394654	0.0796517	0.427111	0.331279	0.161958	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.23302
