Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er_cats[1]	er_cats[2]	er_cats[3]	er_cats[4]	er_indicator	er_scale	m_er	m_er_dist	m_pi	m_pi_dist	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	pi_cats[1]	pi_cats[2]	pi_cats[3]	pi_cats[4]	pi_indicator	pi_scale	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
54	0	-163.8192	-145.9561	-17.86309	8.311517e+07	1	0.218938	0.0789642	0.0164477	0.0135044	0.0574835	0.728349	0.00428286	0.12071	0.0409831	0.138625	0.254994	0.0406468	0.00765796	0.0579876	0.0802523	0.0288815	0.0287682	0.300247	0.445852	0.554148	0.699753	1	4.68135	1	0.8743697	1.850089	1.850089	0.148829	0.218979	0.21403	0.418162	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999861	0.999963	1.00004	1.00014	1.917478
55	1	-127.7441	-137.8246	10.08049	1e+08	0	0.0914139	0.097757	0.0439874	0.411471	0.0492119	0.0292268	0.024937	0.071685	0.0618087	0.000483001	0.0553184	0.000939089	0.138344	0.210163	0.0525445	0.0129858	0.0896184	0.0131865	0.243867	0.756133	0.986813	1	0.2814101	1	0.6423243	0.4073358	0.4073358	0.065964	0.525559	0.274351	0.134127	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.441895
56	0	-144.1523	-145.56	1.407697	1e+08	0	0.183373	0.0789642	0.0157739	0.0122563	0.0574835	0.728137	0.00428286	0.131299	0.0409831	0.243814	0.315059	0.0406468	0.00765796	0.0579876	0.0802523	0.0454112	0.0287682	0.143526	0.385229	0.614771	0.856474	1	1.16251	1	1.845469	0.7301241	0.7301241	0.673414	0.11709	0.114444	0.095052	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	2.072149
57	1	-150.0029	-136.9387	-13.06418	8.295776e+07	1	0.105226	0.097757	0.0268667	0.411471	0.03228	0.0292268	0.024937	0.071685	0.078561	0.000551942	0.0553184	0.00123275	0.0989296	0.183444	0.0491963	0.0202376	0.110584	0.244905	0.427834	0.572165	0.755095	1	2.711699	1	2.300889	1	0.1296497	0.0544884	0.151513	0.707867	0.0861321	0.193146	0.408224	0.591776	0.806854	1	1.737917	2	0.99986	0.999964	1.00004	1.00014	1.397505
58	0	-142.0955	-144.659	2.56352	1e+08	0	0.201498	0.0514018	0.00839727	0.00997408	0.0390076	0.728137	0.00441614	0.131299	0.0541371	0.156663	0.320427	0.0406468	0.00765796	0.0579876	0.0636264	0.0454112	0.0424101	0.498242	0.49956	0.500347	0.501851	0	62000	0.7539472	0.7539472	1	1.037809	0.582343	0.16534	0.209782	0.0425349	0.210804	0.415305	0.584696	0.789196	1	2.013519	2	0.999873	0.999968	1.00003	1.00013	1.963096
59	1	-147.31	-138.074	-9.235967	7.150805e+07	1	0.105226	0.0902417	0.0268667	0.402894	0.0200214	0.0292268	0.024937	0.071685	0.078561	0.000551942	0.0553184	0.000787937	0.0989296	0.1338	0.0774484	0.0296209	0.110584	0.498242	0.49956	0.500347	0.501851	0	62000	0.8054343	0.8054343	1	0.4439106	0.0987291	0.267746	0.520948	0.112577	0.209634	0.41485	0.585151	0.790365	1	1.993748	2	0.99985	0.999962	1.00004	1.00015	1.356702
60	0	-163.9452	-146.1289	-17.81626	8.339817e+07	1	0.201678	0.0514018	0.00839727	0.00997408	0.0390076	0.728137	0.00441614	0.131299	0.0541371	0.226639	0.288273	0.0293876	0.00765796	0.0484771	0.0636264	0.0454112	0.0212608	0.320183	0.451836	0.548164	0.679817	1	5.869213	1	0.164454	1	0.1327172	0.270701	0.0768581	0.342928	0.309513	0.167415	0.396967	0.603033	0.832585	1	1.409395	2	0.999861	0.999963	1.00004	1.00014	1.95918
61	1	-147.9187	-138.3663	-9.552411	6.561642e+07	1	0.105226	0.0902417	0.0268667	0.479189	0.0200214	0.033104	0.0243679	0.0479964	0.0476618	0.00116752	0.0553184	0.000841646	0.134167	0.1338	0.0774484	0.0291664	0.110584	0.123233	0.373962	0.626038	0.876767	1	0.9855971	1	1.410822	0.4272267	0.4272267	0.0215126	0.336955	0.164405	0.477128	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999843	0.99996	1.00004	1.00016	1.417169
62	0	-157.9188	-145.9078	-12.01095	2.593971e+07	1	0.201678	0.0692178	0.00839727	0.00811192	0.0463663	0.426904	0.00546097	0.131299	0.0541371	0.226639	0.288273	0.0278902	0.00802486	0.0484771	0.162483	0.032491	0.0324298	0.498242	0.49956	0.500347	0.501851	0	62000	0.120654	0.120654	1	0.5912722	0.33802	0.0959714	0.0548856	0.511124	0.119957	0.372006	0.627994	0.880043	1	0.9593499	2	0.99975	0.999936	1.00006	1.00025	1.77828
63	1	-134.4767	-140.6448	6.168068	1e+08	0	0.105226	0.0902417	0.0376348	0.479189	0.0204812	0.0533961	0.0286723	0.0341798	0.0476618	0.00185231	0.0320951	0.00115125	0.180405	0.162024	0.0861544	0.0287441	0.0355021	0.18038	0.402794	0.597207	0.81962	1	1.56549	1	2.598791	1.329629	1.329629	0.0318118	0.333408	0.162674	0.472106	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.424612
64	0	-141.143	-143.2709	2.127928	1e+08	0	0.33163	0.0692178	0.0152745	0.00968433	0.064461	0.426904	0.00546097	0.131299	0.0334079	0.197622	0.288273	0.036587	0.00802486	0.0484771	0.199325	0.0511361	0.0483509	0.282001	0.440165	0.559836	0.717999	1	3.866084	1	0.2220543	0.8475683	0.8475683	0.407832	0.115793	0.10622	0.370156	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.965135
65	1	-149.6887	-138.2791	-11.40954	2.31705e+07	1	0.105226	0.0669357	0.0376348	0.301328	0.0252327	0.0455768	0.0365836	0.0282693	0.0476618	0.00200753	0.0320951	0.00109163	0.174333	0.162024	0.11282	0.0287441	0.0539135	0.12889	0.377245	0.622756	0.871109	1	1.032346	1	3.129207	1	0.6535591	0.0502504	0.344541	0.0937847	0.511424	0.163085	0.394942	0.605058	0.836915	1	1.36101	2	0.999736	0.999933	1.00007	1.00026	1.261478
66	0	-159.4109	-143.3784	-16.03256	1.925905e+07	1	0.301672	0.0910663	0.00979766	0.00689373	0.0593275	0.426904	0.00546097	0.131299	0.0457276	0.318394	0.288273	0.0407813	0.00581848	0.073255	0.199325	0.0551145	0.0462255	0.00677782	0.21676	0.78324	0.993222	1	0.2295915	1	0.3090838	1	1.403173	0.272625	0.144567	0.12067	0.462138	0.00569891	0.21044	0.78956	0.994301	1	0.2189868	2	0.99971	0.999926	1.00007	1.00029	2.105336
67	1	-128.4171	-136.5072	8.090137	1e+08	0	0.149299	0.0304368	0.0376348	0.207441	0.0232903	0.0410784	0.0639026	0.0464304	0.0948162	0.00165023	0.0320951	0.00095067	0.196151	0.162024	0.11282	0.0287441	0.0539135	7.95759e-07	0.0774252	0.922575	0.999999	1	0.06236352	1	1.498685	1	1.339397	0.0484683	0.152878	0.101386	0.697267	0.126706	0.375991	0.624009	0.873294	1	1.014075	2	0.999873	0.999968	1.00003	1.00013	1.282677
68	0	-167.2339	-141.2142	-26.01971	1.914986e+07	1	0.397927	0.0910663	0.00699213	0.00689373	0.0893888	0.426904	0.00546097	0.103048	0.0309614	0.318394	0.180123	0.0474674	0.00456168	0.100208	0.199325	0.0906681	0.0490148	0.393229	0.472287	0.527713	0.606772	1	17.34773	1	0.3373729	1	3.58772	0.174024	0.389476	0.0595543	0.376946	0.144802	0.385894	0.614107	0.855198	1	1.174551	2	0.99971	0.999926	1.00007	1.00029	2.148404
69	1	-125.2945	-136.0893	10.79484	1e+08	0	0.137417	0.0304368	0.0496777	0.135886	0.0212355	0.0617204	0.0639026	0.0464304	0.0948162	0.00187974	0.0320951	0.000741682	0.154659	0.213507	0.11282	0.0287441	0.0595139	0.0951586	0.355599	0.644401	0.904841	1	0.7776732	1	0.2005543	1.641893	1.641893	0.228582	0.108613	0.0593187	0.603487	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.245483
70	0	-155.5449	-139.4517	-16.09319	5.578763e+07	1	0.397927	0.0910663	0.00524188	0.00689373	0.0893888	0.368589	0.00546097	0.0945002	0.0308351	0.318394	0.180123	0.0474674	0.00501732	0.100208	0.161458	0.0705452	0.0322513	0.200857	0.411373	0.588627	0.799143	1	1.852474	1	0.6439643	1.084229	1.084229	0.256251	0.721248	0.0130819	0.00941853	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.99983	0.999956	1.00004	1.00017	2.005367
71	1	-145.5531	-135.771	-9.782124	5.680214e+07	1	0.137417	0.0372923	0.0445487	0.137108	0.0170806	0.0561642	0.0639026	0.0445461	0.14342	0.00129601	0.0320951	0.000741682	0.199037	0.213507	0.11282	0.0287441	0.0595139	0.135876	0.381142	0.618859	0.864124	1	1.092726	1	1.671998	1	0.7668416	0.215953	0.137334	0.0115316	0.635181	0.0162436	0.253362	0.746638	0.983756	1	0.3025682	2	0.999831	0.999957	1.00004	1.00017	1.329234
72	0	-138.3494	-142.0449	3.695519	1e+08	0	0.266098	0.0910663	0.00771272	0.00689373	0.0692616	0.259645	0.0040367	0.0945002	0.0272636	0.318394	0.180123	0.017869	0.00501732	0.100208	0.115263	0.0705452	0.0392582	0.0931963	0.354158	0.645842	0.906804	1	0.7644174	1	0.4101959	4.268806	4.268806	0.490453	0.484112	0.00675414	0.0186808	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.673155
73	1	-149.8723	-136.8329	-13.03938	9658083	1	0.159919	0.0506987	0.0373595	0.0874477	0.0173992	0.0660339	0.121036	0.0445461	0.0975928	0.00163775	0.0320951	0.000883332	0.189438	0.213507	0.0865471	0.0412489	0.0785211	0.176989	0.401302	0.598699	0.823011	1	1.522941	1	5.305056	0.4333626	0.4333626	0.0256496	0.609409	0.00351906	0.361422	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999591	0.999895	1.0001	1.00041	1.325911
74	0	-154.8393	-137.8816	-16.95777	6.029261e+07	1	0.453015	0.0591296	0.00879714	0.004802	0.0811113	0.259645	0.00596523	0.116044	0.0272636	0.318394	0.180123	0.017869	0.0053695	0.126866	0.240099	0.0705452	0.0392582	0.23786	0.425353	0.574647	0.76214	1	2.545336	1	0.7193277	1.287886	1.287886	0.778521	0.208338	0.00348976	0.0096521	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999836	0.999958	1.00004	1.00016	2.014298
75	1	-132.2327	-135.7088	3.476146	1e+08	0	0.159919	0.0343921	0.0186308	0.0874477	0.0173992	0.065867	0.121036	0.0390533	0.0975928	0.00287874	0.0363852	0.000699755	0.156293	0.206834	0.128889	0.0412489	0.16809	1.12375e-07	0.0674908	0.932509	1	1	0.0535637	1	5.507051	1	0.2306644	0.10512	0.227252	0.00715741	0.660471	0.18456	0.404603	0.595397	0.81544	1	1.61975	2	0.999873	0.999968	1.00003	1.00013	1.382657
76	0	-154.6208	-137.9226	-16.69816	2.358124e+07	1	0.453015	0.0422185	0.00610901	0.00335077	0.0789957	0.233323	0.00596523	0.144921	0.0272636	0.330695	0.180123	0.0216304	0.00643373	0.127108	0.240099	0.065991	0.0392582	0.498242	0.49956	0.500347	0.501851	0	62000	0.8490991	0.8490991	3.307002	3.307002	0.46416	0.441986	0.0258006	0.0680533	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999738	0.999933	1.00007	1.00026	2.0065
77	1	-144.8634	-136.3842	-8.479124	4.980077e+07	1	0.159919	0.0343921	0.0183852	0.0872296	0.0256105	0.0714123	0.119788	0.0390533	0.0975928	0.00357697	0.0363852	0.000837741	0.0941122	0.115564	0.0906906	0.041677	0.16809	0.179798	0.402539	0.597461	0.820201	1	1.5581	1	1.61317	1	0.3167444	0.280018	0.0782689	0.0113297	0.630383	0.0248611	0.274348	0.725651	0.975139	1	0.3567998	2	0.99982	0.999954	1.00005	1.00018	1.204316
78	0	-160.5201	-138.0191	-22.50103	3.413077e+07	1	0.564848	0.0422185	0.00565277	0.00335077	0.0454233	0.131617	0.00596523	0.197171	0.0272636	0.330695	0.240295	0.014692	0.00404919	0.0992756	0.240099	0.065991	0.0411451	0.388465	0.471007	0.528993	0.611535	1	15.86624	1	1.068098	1	0.644412	0.191811	0.707566	0.0411075	0.0595146	0.127619	0.376518	0.623483	0.87238	1	1.021681	2	0.999782	0.999944	1.00006	1.00022	2.059752
79	1	-127.5904	-137.5926	10.0022	1e+08	0	0.139124	0.0521373	0.0183852	0.124178	0.0163056	0.0701352	0.105663	0.0390533	0.0960003	0.00357697	0.0403843	0.000837741	0.0833441	0.125271	0.100425	0.0448191	0.169496	0.0372319	0.296348	0.703652	0.962768	1	0.4285733	1	1.520231	1.636991	1.636991	0.326713	0.0665456	0.1094	0.497341	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.229138
80	0	-152.0844	-137.2206	-14.86376	2.385465e+07	1	0.564848	0.0422185	0.00565277	0.00314911	0.0454233	0.174683	0.00649721	0.197171	0.0272636	0.330695	0.330228	0.014692	0.00438758	0.0992756	0.163076	0.065991	0.0313727	0.498242	0.49956	0.500347	0.501851	0	62000	0.6853703	0.6853703	0.6350968	0.6350968	0.0419512	0.306167	0.520472	0.13141	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.99974	0.999934	1.00007	1.00026	2.106624
81	1	-145.4753	-137.2865	-8.188831	7410080	1	0.139124	0.0521373	0.0204302	0.0955728	0.0235831	0.0868262	0.105663	0.0281707	0.132898	0.00357697	0.0481992	0.000837741	0.0833441	0.0807409	0.0800231	0.0448191	0.122285	0.199873	0.410976	0.589023	0.800127	1	1.83738	1	0.9047957	1.502195	1.502195	0.845587	0.0550515	0.0665913	0.03277	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999533	0.999881	1.00012	1.00047	1.148233
82	0	-154.5883	-134.4685	-20.11985	9.491524e+07	1	0.564848	0.0422185	0.0105897	0.00471744	0.0544972	0.111823	0.00449935	0.197171	0.0274983	0.330695	0.26479	0.0210353	0.00306543	0.0992756	0.163076	0.0624178	0.0313727	0.498242	0.49956	0.500347	0.501851	0	62000	0.6874066	0.6874066	1	3.511284	0.0232049	0.195423	0.712669	0.0687032	0.301174	0.446135	0.553864	0.698827	1	4.728797	2	0.99987	0.999966	1.00003	1.00013	1.99359
83	1	-151.5059	-139.6014	-11.90444	4.541137e+07	1	0.142669	0.0524862	0.0204302	0.0955728	0.0235831	0.151209	0.105663	0.0887546	0.132898	0.00357697	0.0728904	0.00136165	0.0557194	0.0807409	0.119144	0.0448191	0.165636	0.157501	0.392268	0.607733	0.842498	1	1.301129	1	0.6553948	3.832061	3.832061	0.598309	0.196351	0.094173	0.111167	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999811	0.999951	1.00005	1.00019	1.357155
84	0	-130.6716	-131.4464	0.7748237	1e+08	0	0.5878	0.0422185	0.00728074	0.00420187	0.0544972	0.111823	0.00636308	0.205972	0.0541568	0.221373	0.26479	0.0292125	0.00306543	0.0992756	0.119286	0.0382313	0.0313727	0.182855	0.403869	0.596131	0.817145	1	1.597373	1	1.052121	1	2.230789	0.00829643	0.215409	0.506643	0.269651	0.165717	0.396177	0.603822	0.834283	1	1.390209	2	0.999873	0.999968	1.00003	1.00013	1.880919
85	1	-131.2203	-138.2447	7.024483	1e+08	0	0.220629	0.0423021	0.0244754	0.0955728	0.0235831	0.14126	0.105663	0.0887546	0.178274	0.00357697	0.0728904	0.00136165	0.0783881	0.0576925	0.119144	0.0583334	0.165636	0.498242	0.49956	0.500347	0.501851	0	62000	1.217488	1.217488	2.926278	2.926278	0.188794	0.423255	0.307933	0.0800178	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.477537
86	0	-141.8157	-130.6184	-11.19721	6.963977e+07	1	0.5878	0.0602421	0.00525545	0.00403904	0.0757291	0.111823	0.0055054	0.205972	0.0413774	0.169352	0.243292	0.0373683	0.00230642	0.0755731	0.0862547	0.0269598	0.0305219	0.498242	0.49956	0.500347	0.501851	0	62000	0.2384408	0.2384408	0.787996	0.787996	0.0694291	0.517013	0.218481	0.195078	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999848	0.999961	1.00004	1.00015	1.769371
87	1	-129.5429	-132.6401	3.097224	1e+08	0	0.467164	0.0423021	0.0174528	0.0718847	0.0224937	0.14126	0.105663	0.0887546	0.168663	0.00357697	0.0512812	0.00136165	0.0620822	0.0617036	0.0556721	0.0321631	0.165636	0.112896	0.367637	0.632363	0.887104	1	0.9046946	1	1.11162	1	2.060987	0.654426	0.175454	0.0714829	0.0986371	0.282219	0.440234	0.559767	0.71778	1	3.874674	2	0.999873	0.999968	1.00003	1.00013	1.559115
88	0	-129.4617	-132.0453	2.58358	1e+08	0	0.72245	0.0602421	0.00519513	0.00328208	0.0839888	0.0940114	0.00739957	0.205972	0.0415851	0.125169	0.243292	0.0763722	0.00235974	0.0826658	0.081295	0.036897	0.0305219	0.498242	0.49956	0.500347	0.501851	0	62000	0.2068815	0.2068815	1	0.804565	0.717612	0.0421505	0.128396	0.111842	0.292862	0.443576	0.556425	0.707137	1	4.325547	2	0.999873	0.999968	1.00003	1.00013	1.902699
89	1	-145.9322	-132.9429	-12.98936	6.56151e+07	1	0.406129	0.0439457	0.0195174	0.0580062	0.023661	0.161654	0.139906	0.0887546	0.108062	0.00273644	0.0512812	0.00136165	0.0979172	0.0932452	0.0873611	0.0236716	0.103403	3.34843e-05	0.107039	0.892961	0.999967	1	0.09023854	1	1.313262	1	1.200818	0.491953	0.155655	0.184771	0.167621	0.223236	0.42003	0.57997	0.776763	1	2.238997	2	0.999843	0.999959	1.00004	1.00016	1.510613
90	0	-123.4311	-130.0954	6.664243	1e+08	0	0.572522	0.0486258	0.00558682	0.00320629	0.122544	0.0940114	0.00739957	0.205972	0.0415851	0.125169	0.227879	0.0763722	0.00235974	0.0826658	0.0776713	0.0399732	0.0301379	0.0214056	0.266717	0.733282	0.978594	1	0.3357373	1	0.5430979	0.6793147	0.6793147	0.502276	0.153534	0.152554	0.191636	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.763681
91	1	-126.6652	-134.9795	8.314298	1e+08	0	0.349099	0.0390805	0.0195174	0.0552388	0.0229867	0.161654	0.166615	0.0887546	0.108062	0.00729054	0.0277567	0.00136165	0.0979172	0.0932452	0.0873611	0.0576783	0.103403	0.498242	0.49956	0.500347	0.501851	0	62000	0.1734701	0.1734701	1	1.374466	0.557341	0.176343	0.0764166	0.1899	0.140414	0.383587	0.616413	0.859586	1	1.133635	2	0.999873	0.999968	1.00003	1.00013	1.487021
92	0	-143.5503	-132.5142	-11.0361	8.791391e+07	1	0.450364	0.0366215	0.0042018	0.00316044	0.11091	0.0675234	0.00739957	0.205972	0.0415851	0.125169	0.198675	0.0763722	0.00235974	0.0826658	0.0746652	0.082541	0.0198174	0.498242	0.49956	0.500347	0.501851	0	62000	0.6075958	0.6075958	1	0.9760694	0.329672	0.179341	0.374652	0.116335	0.124426	0.374665	0.625335	0.875573	1	0.9953055	1	0.999864	0.999965	1.00003	1.00014	1.590003
93	1	-141.5975	-132.3149	-9.282629	3.18175e+07	1	0.349099	0.0451862	0.0195174	0.0552388	0.0260005	0.135362	0.103802	0.0887546	0.108062	0.00890926	0.0295405	0.00136165	0.123864	0.105345	0.0640167	0.0547715	0.129322	0.0978776	0.357556	0.642444	0.902123	1	0.7962834	1	0.7741002	0.6789016	0.6789016	0.513135	0.0272627	0.0728937	0.386708	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999775	0.999942	1.00006	1.00023	1.448152
94	0	-124.2267	-131.6287	7.401951	1e+08	0	0.450364	0.0366215	0.00604237	0.00316044	0.116593	0.0656741	0.00739957	0.205972	0.0428539	0.125169	0.198675	0.0685402	0.00182043	0.0826658	0.0746652	0.082541	0.0214548	0.498242	0.49956	0.500347	0.501851	0	62000	1.088863	1.088863	1	1.053246	0.387487	0.339488	0.142785	0.130239	0.0381291	0.29771	0.70229	0.961871	1	0.4336676	2	0.999873	0.999968	1.00003	1.00013	1.590212
95	1	-124.6773	-131.6163	6.938967	1e+08	0	0.349099	0.0853561	0.0316358	0.0552388	0.0260005	0.135362	0.117121	0.0853946	0.0757761	0.0137785	0.0262503	0.00136165	0.123864	0.105345	0.0640167	0.0547715	0.129322	0.498242	0.49956	0.500347	0.501851	0	62000	1.912564	1.912564	1	0.9203135	0.23646	0.365046	0.201189	0.197305	0.158175	0.392594	0.607406	0.841825	1	1.308206	2	0.999873	0.999968	1.00003	1.00013	1.479693
96	0	-149.564	-130.9966	-18.56739	9681645	1	0.721884	0.0286907	0.00429333	0.00253614	0.084213	0.0656741	0.0115164	0.185948	0.0460648	0.102101	0.198675	0.0475368	0.00146165	0.102914	0.0746652	0.082541	0.0199147	0.220478	0.418998	0.581001	0.779522	1	2.186426	1	0.9242186	1	0.5360293	0.479103	0.121316	0.176545	0.223035	0.345102	0.459041	0.54096	0.654897	1	8.04417	1	0.999592	0.999896	1.0001	1.00041	1.780629
97	1	-140.6525	-129.9271	-10.72534	6.950902e+07	1	0.349099	0.0853561	0.0428504	0.0644305	0.0253176	0.135362	0.0591165	0.101094	0.0757761	0.0137785	0.0262503	0.00136165	0.0645928	0.213393	0.0640167	0.055749	0.129322	0.0276907	0.280018	0.719982	0.972309	1	0.3736026	1	0.6596723	1	1.651842	0.299296	0.246514	0.0785479	0.375642	0.0217385	0.267491	0.732508	0.978262	1	0.3377981	2	0.999848	0.999961	1.00004	1.00015	1.506866
98	0	-149.0955	-133.1203	-15.97525	2.177162e+07	1	0.721884	0.0286907	0.00269992	0.00244035	0.107656	0.0656741	0.0162122	0.233318	0.0348718	0.141523	0.157271	0.0519382	0.00146165	0.255815	0.0575033	0.0721769	0.0199147	0.498242	0.49956	0.500347	0.501851	0	62000	1.08373	1.08373	1	0.468159	0.178117	0.569153	0.111662	0.141067	0.231395	0.423029	0.576972	0.768604	1	2.403853	1	0.999728	0.99993	1.00007	1.00027	1.97105
99	1	-121.9794	-130.3604	8.381056	1e+08	0	0.349099	0.0853561	0.0351039	0.0410836	0.0253176	0.106494	0.0674709	0.062246	0.0757761	0.0137785	0.0194945	0.0008876	0.0645928	0.130811	0.0640167	0.0462039	0.173581	0.133418	0.379789	0.620211	0.866582	1	1.071134	1	0.4872621	2.311704	2.311704	0.367446	0.423545	0.0447672	0.164241	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.361313
100	0	-132.1036	-136.0248	3.921203	1e+08	0	0.478675	0.0271449	0.00195552	0.00252106	0.0517228	0.0656741	0.0407964	0.233318	0.0348718	0.176849	0.137478	0.0737472	0.00146165	0.295662	0.0575033	0.0721769	0.0216818	0.498242	0.49956	0.500347	0.501851	0	62000	2.082849	2.082849	1	1.280136	0.26876	0.480814	0.131254	0.119172	0.105484	0.362807	0.637193	0.894516	1	0.8499472	2	0.999873	0.999968	1.00003	1.00013	1.773239
101	1	-123.555	-130.6442	7.089139	1e+08	0	0.28602	0.0678752	0.0351039	0.0558443	0.0253176	0.106494	0.0674709	0.062246	0.0757761	0.0152549	0.0194945	0.00105118	0.0995619	0.130811	0.0640167	0.0384469	0.173581	0.498242	0.49956	0.500347	0.501851	0	62000	1.620697	1.620697	1	3.365816	0.346533	0.39944	0.0422193	0.211808	0.0606728	0.325751	0.674249	0.939327	1	0.5622143	2	0.999873	0.999968	1.00003	1.00013	1.324366
102	0	-130.7629	-134.0861	3.323206	1e+08	0	0.575182	0.0271449	0.00195552	0.00252106	0.0517228	0.0518645	0.0407964	0.233318	0.0348718	0.176849	0.137478	0.0738393	0.00146165	0.295662	0.0575033	0.0721769	0.031406	0.498242	0.49956	0.500347	0.501851	0	62000	2.241184	2.241184	1	1.297393	0.314758	0.225887	0.19748	0.261874	0.0224593	0.269138	0.730862	0.977541	1	0.3422357	2	0.999873	0.999968	1.00003	1.00013	1.865753
103	1	-147.6332	-134.079	-13.55418	1.772985e+07	1	0.216302	0.0678752	0.0340374	0.0558443	0.0253176	0.106494	0.0577455	0.062246	0.0627481	0.0184464	0.0169491	0.00105118	0.0995619	0.130811	0.0801164	0.0368725	0.173581	0.222498	0.419755	0.580245	0.777501	1	2.224776	1	0.355	1	1.242592	0.424628	0.111643	0.0361699	0.427559	0.349944	0.460408	0.539593	0.650056	1	8.596722	1	0.999698	0.999923	1.00008	1.0003	1.246
104	0	-150.0146	-134.1018	-15.91284	6.947291e+07	1	0.431639	0.0410662	0.00235524	0.00310671	0.0517228	0.0518645	0.0239904	0.201081	0.0348718	0.176849	0.203833	0.0844069	0.00119144	0.295662	0.0749083	0.0502766	0.0496428	0.00118476	0.164536	0.835464	0.998815	1	0.1536345	1	1.13431	1	3.272442	0.111517	0.29931	0.566069	0.0231045	0.082895	0.346166	0.653834	0.917105	1	0.6970729	2	0.999848	0.99996	1.00004	1.00015	1.778467
105	1	-119.9187	-129.7377	9.818952	1e+08	0	0.332027	0.0678752	0.045772	0.0358852	0.0253176	0.106494	0.0738235	0.0601152	0.0651886	0.0165025	0.0165359	0.00252082	0.0995619	0.181264	0.0801164	0.0347717	0.216009	0.498242	0.49956	0.500347	0.501851	0	62000	1.338009	1.338009	0.1888543	0.1888543	0.411693	0.25682	0.0354314	0.296055	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999873	0.999968	1.00003	1.00013	1.459781
106	0	-128.4013	-131.744	3.342661	1e+08	0	0.431639	0.0743656	0.00241557	0.00310671	0.0517228	0.0357707	0.0117066	0.0933873	0.0362992	0.176849	0.210184	0.0571786	0.00176995	0.486861	0.0749083	0.0502766	0.0395546	0.0851077	0.347948	0.652052	0.914893	1	0.7112375	1	1.794375	1	1.160102	0.220936	0.592989	0.1403	0.0457745	0.0357258	0.294003	0.705997	0.964274	1	0.4200043	1	0.999873	0.999968	1.00003	1.00013	1.837995
107	1	-141.5559	-130.7981	-10.75784	6.12034e+07	1	0.332027	0.0672703	0.045772	0.0523809	0.0253176	0.106494	0.0706983	0.0601152	0.0646114	0.0213877	0.0244891	0.00252082	0.0995619	0.13736	0.0801164	0.0312014	0.216009	0.143957	0.385454	0.614546	0.856043	1	1.166565	1	2.49421	0.1705306	0.1705306	0.273186	0.124211	0.0543301	0.548273	0.498242	0.49956	0.500347	0.501851	0	62000	2	0.999837	0.999959	1.00004	1.00016	1.437333
108	0	-123.5397	-129.2692	5.729512	1e+08	0	0.431639	0.0636177	0.00353834	0.00310671	0.0517228	0.0357707	0.0104976	0.0964849	0.0362992	0.170123	0.210184	0.0571786	0.00176995	0.486861	0.0552947	0.0698378	0.0395546	0.498242	0.49956	0.500347	0.501851	0	62000	0.2577014	0.2577014	1	1.04852	0.461889	0.367467	0.0869423	0.0837016	0.0685862	0.333619	0.666381	0.931414	1	0.6088834	2	0.999873	0.999968	1.00003	1.00013	1.82348
