Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	pi_scale
1000	-212.0671	-225.3717	13.30457	0.333533	0.0115278	0.00370725	0.119739	0.0215754	0.0794933	0.00896143	0.0182063	0.0399558	0.0383636	0.0912021	0.0782414	0.0584483	0.0323237	0.000741236	0.195108	0.114309	1.530173
1100	-205.9692	-220.8562	14.88697	0.275486	0.0248008	0.00535675	0.122694	0.0090954	0.0219099	0.00917059	0.000862994	0.0433366	0.0134962	0.0674601	0.0463354	0.0531448	0.00475449	0.204813	0.169896	0.0550796	1.087045
1200	-204.7989	-219.7009	14.90202	0.16357	0.00614657	0.00102515	0.235208	0.00605439	0.0369303	0.00658117	0.0466119	0.0236551	0.0153407	0.0983808	0.0180702	0.126005	0.0033979	0.121706	0.162773	0.0272403	1.381383
1300	-207.4106	-223.7492	16.33857	0.281	0.0199731	0.0141541	0.0954961	0.0331429	0.0101969	0.0211277	0.0181422	0.0198475	0.0298261	0.0391113	0.014095	0.0340001	0.143056	0.0881264	0.142846	0.00633097	0.8111634
1400	-211.7279	-224.8037	13.07584	0.24666	0.0183341	0.000105548	0.115837	0.0309992	0.0467266	0.012775	0.01235	0.0574581	0.0136711	0.120215	0.0246922	0.0670739	0.170652	0.0186129	0.252817	0.062008	1.499009
1500	-204.8364	-221.325	16.48859	0.163045	0.0211689	0.00641606	0.0482861	0.00476033	0.00491109	0.00947345	0.0162936	0.110126	0.025297	0.0447105	0.0038067	0.0205547	0.0659165	0.00793814	0.23124	0.157417	1.36662
1600	-205.6421	-222.2565	16.61448	0.157356	0.0146175	0.0287315	0.162969	0.00855594	0.0121092	0.0597185	0.0439233	0.0651385	0.0127321	0.0624016	0.00278738	0.00764642	0.02185	0.0203127	0.224515	0.0536715	1.04532
1700	-211.8819	-224.7479	12.86594	0.269142	0.000246809	0.0424896	0.181236	0.00299002	0.0485906	0.024662	0.0784512	0.0360369	0.0123936	0.093823	0.0636319	0.0499246	0.00705043	0.117091	0.216714	0.0567885	1.393053
1800	-211.3819	-225.5192	14.13729	0.126959	0.0149823	0.0204402	0.129212	0.00186869	0.00463689	0.0901922	0.0875314	0.0541547	0.00240918	0.0106834	0.0288706	0.00959291	0.0162667	0.0505929	0.316527	0.251366	0.9500724
1900	-204.7011	-220.06	15.35883	0.240382	0.0283551	0.0182639	0.167145	0.00192155	0.0278635	0.047668	0.0392704	0.0105156	0.0125355	0.0244264	0.0450213	0.0104429	0.036648	0.0792298	0.14213	0.150341	1.07013
2000	-208.7843	-222.0939	13.30955	0.225943	0.00690504	0.0345382	0.112405	0.000904545	0.0208376	0.0444406	0.0223388	0.0653536	0.0228618	0.0239715	0.110453	0.0307194	0.0106433	0.119714	0.221217	0.17745	1.463475
2100	-203.7526	-220.6317	16.87917	0.22717	0.0345601	0.0031803	0.154713	0.0137887	0.0471679	0.0171525	0.0261266	0.0415353	0.0035509	0.0221695	0.0208208	0.0444804	0.000854632	0.0368615	0.106031	0.176457	0.6197597
2200	-208.4289	-222.2459	13.81701	0.205043	0.0183701	0.0123758	0.271187	0.0224097	0.00883741	0.0373298	0.0242569	0.000817999	0.004419	0.0567164	0.0484333	0.0079649	0.0940876	0.111736	0.260157	0.063914	0.9525993
2300	-208.8618	-224.0717	15.20988	0.181874	0.0206763	0.00213838	0.170254	0.0632321	0.00517984	0.00521023	0.0240336	0.0430164	0.0209068	0.0564635	0.122876	0.0172864	0.0786755	0.0212508	0.141159	0.104096	1.266749
2400	-207.9681	-223.1817	15.21361	0.201894	0.0476734	0.00368833	0.194855	0.0048548	0.0174461	0.119146	0.0124175	0.0439551	0.0397859	0.146524	0.00711347	0.00725944	0.0443416	0.0159496	0.159616	0.052796	0.846184
2500	-207.1663	-222.4984	15.33204	0.208431	0.0330812	0.0166574	0.0706432	0.00768633	0.0156037	0.0432796	0.0339265	0.0519404	0.0142336	0.130691	0.0652592	0.0134744	0.0202243	0.0833312	0.157267	0.0139151	2.353621
2600	-212.2062	-227.2916	15.08544	0.158197	0.0405691	0.0266823	0.123615	0.0117865	0.0125301	0.118282	0.0251659	0.0290295	0.00260749	0.0970473	0.0638868	0.0071634	0.0426798	0.0755278	0.143564	0.0939383	1.473088
2700	-206.942	-221.8366	14.89463	0.290337	0.0368947	0.0032563	0.111695	0.0214012	0.0252967	0.00413695	0.0125095	0.0453001	0.051937	0.0964101	0.011656	0.0194667	0.0547829	0.104806	0.141784	0.0335568	1.787422
2800	-209.4669	-224.7913	15.32436	0.248877	0.0439152	0.00459946	0.0632141	0.0806324	0.0336362	0.0514376	0.000881308	0.0434767	0.00333386	0.0985707	0.00884756	0.0756832	0.0625374	0.123686	0.135234	0.00604845	1.0803
2900	-210.2781	-224.957	14.67883	0.164388	0.00723827	0.00302191	0.134504	0.00475624	0.00337283	0.0228188	0.0422688	0.0940753	0.0219362	0.0992445	0.0498322	0.0953543	0.0372506	0.0521026	0.221908	0.0343761	1.766828
3000	-206.6858	-221.9616	15.27584	0.170512	0.00498927	0.0245567	0.120291	0.0157606	0.00534108	0.0255732	0.02647	0.0223241	0.0196044	0.157068	0.0304082	0.00564187	0.118726	0.0858699	0.245743	0.0127966	1.057726
3100	-206.1748	-222.251	16.07625	0.149445	0.0082266	0.0047093	0.178886	0.0525488	0.0141152	0.0295016	0.0394971	0.0146172	0.00474485	0.0483343	0.0950869	0.0263186	0.0144593	0.0846058	0.20065	0.021694	1.313037
3200	-205.2336	-220.2596	15.02598	0.215246	0.0134252	0.000841554	0.158989	0.0292776	0.0267179	0.0661368	0.0334476	0.0608895	0.00583054	0.180036	0.0207346	0.00657757	0.0242592	0.0605057	0.207988	0.0138804	0.9761362
3300	-206.5579	-226.2431	19.68526	0.139281	0.0399662	0.0120648	0.111564	0.0054955	0.00172451	0.0211076	0.0222708	0.0186043	0.0119583	0.0240811	0.0246356	0.0153126	0.00932481	0.0496118	0.167557	0.0142152	0.6881579
3400	-208.8896	-221.305	12.41541	0.234563	0.0318098	0.00933443	0.221474	0.00805477	0.0111718	0.0186382	0.0302124	0.0556975	0.0120746	0.170918	0.0350846	0.0526035	0.00461778	0.220264	0.172392	0.0270257	1.752536
3500	-208.9164	-224.867	15.95057	0.114584	0.0127421	0.0113822	0.12229	0.0315789	0.00343326	0.069599	0.0181096	0.0286964	0.0272209	0.207204	0.0434824	0.00493276	0.0124631	0.193313	0.110294	0.00375032	1.151785
3600	-209.1104	-222.5047	13.39437	0.296596	0.048232	0.026228	0.192772	0.0156022	0.0252336	0.0177863	0.00152473	0.0550014	0.0131732	0.0891017	0.117717	0.0437724	0.0149003	0.191461	0.0995978	0.00705275	1.311692
3700	-208.6225	-222.0363	13.41385	0.288285	0.0201261	0.00496147	0.180982	0.00115986	0.00519145	0.0833133	0.0497205	0.0523924	0.0125573	0.0630492	0.0302691	0.0184311	0.00189259	0.131685	0.275574	0.0613173	1.027042
3800	-201.9601	-218.1727	16.21267	0.239831	0.026397	0.0086796	0.11445	0.00885793	0.0412487	0.00517451	0.0216691	0.00201781	0.00507614	0.143754	0.0210273	0.0118147	0.0686685	0.0116354	0.174847	0.0972019	1.013721
3900	-209.8782	-223.4664	13.58819	0.188906	0.0544081	0.0307596	0.219721	0.00565732	0.00910676	0.00956216	0.00909284	0.091071	0.015738	0.0867081	0.0135068	0.13075	0.0678405	0.0257795	0.195547	0.0866227	1.263716
4000	-203.0527	-220.7464	17.69366	0.140217	0.0220062	0.0127874	0.135396	0.00503071	0.0286004	0.00504577	0.0517216	0.0201264	0.000157841	0.10985	0.0640337	0.002459	0.0360623	0.0110979	0.137159	0.0890156	0.8514273
4100	-207.122	-220.5144	13.39238	0.258589	0.0367551	0.0156722	0.17877	0.0358791	0.0412644	0.0185392	0.0152554	0.0356509	0.00696188	0.0752423	0.0155013	0.010341	0.09163	0.0317552	0.244763	0.160219	1.132029
4200	-207.0182	-222.7856	15.76743	0.138506	0.0361293	0.0172257	0.350274	0.0269599	0.0231282	0.0352439	0.000920234	0.0330838	0.000174012	0.0409085	0.0715818	0.00743225	0.0100931	0.0467177	0.185025	0.0611022	0.6508851
4300	-212.5928	-225.1861	12.59333	0.160876	0.0676815	0.00810065	0.168409	0.0123289	0.0265544	0.000777115	0.0505842	0.0134721	0.00610613	0.0406155	0.00897493	0.0956977	0.0456322	0.0291627	0.213927	0.354214	1.69113
4400	-210.1075	-224.6022	14.49472	0.139207	0.0373456	0.0102676	0.369741	0.0746038	0.0191513	0.00820775	0.0552134	0.059844	0.000601056	0.00685994	0.046042	0.0135433	0.017401	0.00584236	0.169824	0.140326	1.014978
4500	-205.3431	-222.6388	17.29572	0.247808	0.0432207	0.0343847	0.0682383	0.00919536	0.0161724	0.0117149	0.0135195	0.0369743	0.0084309	0.058473	0.0183982	0.054022	0.041326	0.101716	0.126428	0.0064102	0.9898436
4600	-208.8708	-222.2795	13.40875	0.22678	0.00641154	0.00210673	0.175462	0.0119305	0.0186601	0.0141743	0.00910712	0.0237879	0.00662914	0.00211196	0.0763615	0.00842744	0.154177	0.118246	0.124257	0.201756	2.233167
4700	-204.8492	-221.2476	16.39842	0.328657	0.045678	0.0217469	0.0984906	0.000141877	0.0150231	0.0287142	0.0319047	0.0266048	0.00319147	0.0622476	0.0319223	0.0211118	0.0111797	0.0135254	0.144869	0.0925851	1.076326
4800	-206.7415	-222.3929	15.65139	0.138002	0.0291195	0.0207726	0.15088	0.0344366	0.00730176	0.025687	0.0112489	0.040832	0.0206928	0.0788943	0.0139159	0.0285605	0.0526868	0.015082	0.300903	0.0592129	1.331716
4900	-205.6272	-220.9891	15.36193	0.217644	0.0280439	0.0219356	0.189023	0.00648355	0.0129684	0.0224325	0.00557202	0.049788	0.0273772	0.0915659	0.0664403	0.0156852	0.00676497	0.0459526	0.15027	0.133724	0.9713339
5000	-211.6422	-226.5538	14.91158	0.250355	0.0290536	0.0305524	0.0890042	0.0184796	0.0217102	0.065316	0.111196	0.0187696	0.0298043	0.146763	0.00658544	0.0393435	0.0494224	0.0843451	0.140011	0.0165828	0.8676623
5100	-207.297	-221.9151	14.61803	0.217731	0.0274507	0.0267522	0.0818333	0.0137825	0.0123775	0.0170132	0.00622774	0.0831796	0.00137003	0.10092	0.0327675	0.0697013	0.103513	0.0102106	0.286197	0.0247759	1.510219
5200	-201.9923	-219.2816	17.28929	0.144775	0.0140081	0.0086458	0.176802	0.028119	0.0186101	0.0188139	0.0174948	0.0380923	0.00505213	0.0861901	0.0149373	0.0880828	0.0250266	0.0624885	0.155032	0.0158921	0.7857651
5300	-206.4115	-224.062	17.65045	0.148776	0.00648774	0.0264923	0.088061	0.0235049	0.00689554	0.0388517	0.0235648	0.0388225	0.0116846	0.137677	0.0844826	0.0455186	0.0088086	0.0122773	0.0771067	0.0121916	1.767878
5400	-206.7273	-224.1555	17.42823	0.153673	0.0265345	0.00591648	0.069074	0.00200751	0.00127748	0.0743306	0.00745105	0.0329972	0.0238131	0.106738	0.0215368	0.106226	0.00665732	0.0666446	0.136686	0.0291412	1.1165
5500	-210.099	-222.8176	12.71861	0.343892	0.0251923	0.006058	0.147376	0.0111071	0.0367126	0.113858	0.00487059	0.0270761	0.0212534	0.0726019	0.0282144	0.143653	0.0631291	0.0262194	0.24147	0.00667193	1.35552
5600	-212.2172	-225.8011	13.58399	0.147851	0.0336259	0.00734561	0.174422	0.00177794	0.0190039	0.0387635	0.0103393	0.0782398	0.0248333	0.0480285	0.0513885	0.298749	0.0564546	0.00570726	0.158259	0.101752	1.101923
5700	-202.7226	-218.6777	15.95507	0.202127	0.0190803	0.0337038	0.118932	0.00693516	0.0240056	0.00124557	0.0325702	0.0262912	0.00440282	0.0544726	0.0862841	0.0569698	0.0233639	0.0386463	0.215785	0.03497	1.537216
5800	-210.3951	-225.0549	14.65981	0.247807	0.0641245	0.00496635	0.0939611	0.00879857	0.0100081	0.112648	0.00435218	0.0644615	0.00474367	0.000841001	0.0891871	0.0108201	0.0881418	0.121215	0.12381	0.0724775	1.387573
5900	-206.8517	-223.706	16.85428	0.14545	0.00930502	0.0552953	0.142609	0.00927646	0.00763653	0.0211991	0.00334747	0.0593418	0.0164226	0.0901723	0.160609	0.0388269	0.05367	0.0293718	0.114941	0.00446801	0.7821601
6000	-210.1065	-225.0429	14.93638	0.144918	0.00127354	0.00195466	0.19761	0.0400447	0.0488462	0.0106669	0.0147381	0.0532939	0.026991	0.107377	0.106229	0.0549825	0.100765	0.0581484	0.128744	0.00519733	1.309184
6100	-204.8229	-220.0656	15.24267	0.257741	0.00643217	0.00367325	0.138564	0.032759	0.0342009	0.00955719	0.0116092	0.0748598	0.00140133	0.100368	0.0269566	0.00136905	0.0661945	0.148765	0.160795	0.0414334	0.8435964
6200	-208.9332	-225.1159	16.18274	0.191876	0.0389519	0.00117403	0.087907	0.0029274	0.00608397	0.0451416	0.0350645	0.0239167	0.00922121	0.0463514	0.0738974	0.0950783	0.00500108	0.0943549	0.172785	0.097207	0.8027146
6300	-201.6864	-219.7933	18.10692	0.139192	0.00692227	0.000371535	0.171695	0.0155843	0.0150229	0.00848367	0.0626676	0.0275185	0.00443399	0.00737498	0.018492	0.0215431	0.0644173	0.140801	0.116327	0.000308088	0.9320314
6400	-208.2753	-222.9796	14.70426	0.271616	0.00252406	0.00423338	0.182936	0.0254036	0.0177837	0.0478166	0.00282302	0.093737	0.00910638	0.0321758	0.110163	0.0466508	0.0781196	0.080879	0.145314	0.0065352	0.9675806
6500	-211.9442	-226.0382	14.09396	0.296687	0.0369921	0.0116571	0.0802341	0.0446445	0.0251305	0.0336056	0.052107	0.0309141	0.072641	0.0450159	0.118739	0.00797155	0.128497	0.0269254	0.186428	0.0146281	1.027839
6600	-211.5219	-229.1594	17.63758	0.146345	0.0735431	0.0163494	0.139685	0.0102212	0.00904377	0.0812499	0.0209338	0.0313013	0.00555549	0.0154657	0.134367	0.00222751	0.0250584	0.0346378	0.0912504	0.0267852	0.9721876
6700	-216.798	-228.1947	11.39671	0.210215	0.0487342	0.00790514	0.0916579	0.0501844	0.0200332	0.0230868	0.0330506	0.111254	0.0115292	0.0500531	0.292415	0.0214997	0.150486	0.0462317	0.214503	0.0413015	1.674455
6800	-203.0086	-219.1602	16.15164	0.2114	0.0929513	0.00323939	0.156318	0.0101018	0.0257664	0.00839684	0.0153533	0.016658	0.000726198	0.117492	0.0241667	0.00589984	0.055253	0.0977647	0.135429	0.0192592	1.139193
6900	-208.4824	-223.4453	14.96287	0.256604	0.0138685	0.00365263	0.066321	0.0381248	0.0159271	0.0595428	0.0136413	0.0710389	0.0101463	0.0168399	0.0504741	0.0126585	0.000236668	0.209235	0.249092	0.0735927	0.6883257
7000	-205.2797	-220.4123	15.1326	0.222737	0.0249321	0.0290162	0.13361	0.0115125	0.0576943	0.0456665	0.0156994	0.0493355	0.0104024	0.031171	0.129696	0.0116503	0.0289583	0.0857149	0.195027	0.00313783	1.267787
7100	-206.4969	-223.212	16.71504	0.100755	0.0539412	0.00948512	0.160091	0.0154536	0.0104706	0.0232992	0.0265515	0.040661	0.00312037	0.148968	0.0412968	0.0177474	0.0160553	0.1133	0.128174	0.0683029	0.7649886
7200	-202.1762	-219.1618	16.98553	0.200392	0.020498	0.00820525	0.114134	0.0469432	0.0123174	0.0173324	0.0195983	0.0181966	0.00236504	0.104851	0.0146332	0.0508597	0.0109347	0.0756245	0.186342	0.00744861	1.161235
7300	-211.458	-225.7899	14.33186	0.155031	0.0361921	0.0344977	0.240617	0.0128455	0.00378014	0.0923133	0.00645333	0.0099769	0.0172523	0.00100828	0.169031	0.0478269	0.0183073	0.0436576	0.238474	0.012556	1.564113
7400	-204.9186	-221.9966	17.07802	0.121208	0.0250206	0.00546872	0.182165	0.0131188	0.00278548	0.0749334	0.02954	0.0142302	0.0278841	0.0281817	0.0873991	0.11252	0.0154328	0.049088	0.126766	0.0118873	0.8969741
7500	-215.8935	-229.0691	13.17562	0.203787	0.00649618	0.00329791	0.139867	0.0292029	0.0516788	0.00471654	0.0524386	0.0948593	0.00481661	0.0325759	0.139676	0.00529454	2.56179e-05	0.184537	0.152251	0.0904038	2.344388
7600	-211.8606	-225.3784	13.51784	0.200174	0.0125369	0.011431	0.194188	0.0293144	0.0167065	0.0359902	0.0185461	0.0298632	0.0100074	0.00961759	0.226373	0.0384127	0.0160776	0.113704	0.238106	0.017297	1.59827
7700	-213.9613	-226.6572	12.6959	0.292314	0.00591039	0.0425159	0.229366	0.0176483	0.0135518	0.073741	0.0562227	0.0389469	0.0113823	0.0026788	0.165577	0.0763604	0.0243523	0.0710521	0.19755	0.0184615	1.182335
7800	-206.5134	-221.3402	14.82676	0.372452	0.0255997	0.0261955	0.115123	0.034119	0.0222302	0.0170208	0.00889605	0.0121296	0.00987389	0.0207429	0.0459295	0.0148985	0.0307888	0.145201	0.168226	0.0475184	1.263469
7900	-203.2241	-220.5762	17.35208	0.186196	0.00651928	0.0104593	0.095181	0.028041	0.0450338	0.0166369	0.0221064	0.013451	0.00734314	0.0213493	0.0889318	0.0276469	0.0175618	0.0900275	0.141906	0.0675465	1.038623
8000	-212.0468	-226.5845	14.53773	0.287357	0.0182989	0.0100807	0.0674078	0.00531967	0.0581656	0.059594	0.00790604	0.0482358	0.0374674	0.0180887	0.0542008	0.0240917	0.020496	0.0707892	0.209977	0.149397	1.25239
8100	-209.8652	-225.0486	15.18332	0.250003	0.0519876	0.00631661	0.0894402	0.0191402	0.0107454	0.045256	0.0125174	0.0386673	0.00586981	0.0128724	0.0834645	0.00375834	0.000588023	0.163122	0.17437	0.0172242	2.489016
8200	-205.2998	-221.0734	15.7736	0.242176	0.00402852	0.00797925	0.111889	0.00155948	0.0136573	0.0141846	0.0155205	0.00968142	0.0136888	0.0815616	0.00116747	0.0411083	0.0885834	0.0752697	0.190563	0.0466331	2.022123
8300	-216.5292	-228.0094	11.48017	0.289905	0.040036	0.0301416	0.176169	0.0540646	0.0128471	0.0365566	0.130542	0.0722313	0.00215395	0.0728932	0.0983835	0.000751956	0.00471346	0.0703143	0.256678	0.103456	1.260933
8400	-208.8463	-224.6136	15.7673	0.139988	0.0156063	0.000270391	0.13997	0.0147905	0.0192102	0.100559	0.00669796	0.0313739	0.0284431	0.0490114	0.0756694	0.017032	0.0288459	0.111381	0.191844	0.0855373	0.9211055
8500	-206.7563	-221.5244	14.76815	0.271156	3.98532e-05	0.0730384	0.138404	0.0166505	0.0286002	0.0116358	0.00641557	0.0739447	0.00719269	0.0295314	0.112219	0.00145285	0.0885072	0.134997	0.166842	0.00410929	0.8377707
8600	-208.7604	-224.2614	15.50096	0.172557	0.019557	0.013974	0.0975566	0.00812222	0.0733945	0.00195747	0.0265159	0.0497995	0.00241418	0.165388	0.058986	0.00949816	0.0915918	0.0118533	0.17284	0.0768604	1.22754
8700	-208.8121	-223.7108	14.8987	0.191659	0.0507661	0.00637325	0.100233	0.055017	0.00550377	0.057259	0.00789287	0.00178406	0.00841322	0.170643	0.0134555	0.0907697	0.0811921	0.0518486	0.205705	0.0193978	1.176424
8800	-213.8504	-228.2327	14.38233	0.204694	0.00856342	0.0169818	0.104146	0.054659	0.0101127	0.0316464	0.0118972	0.0237823	0.0856623	0.0720456	0.0496546	0.00891895	0.150992	0.0311376	0.186921	0.0529242	1.937853
8900	-204.0011	-218.1848	14.18368	0.339317	0.0209653	0.00254582	0.228468	0.0146207	0.0269837	0.0428637	0.0187963	0.0281999	0.0032881	0.00427155	0.123016	0.0188949	0.0159585	0.0814738	0.138214	0.104148	0.9463267
9000	-204.4764	-221.6975	17.2211	0.180167	0.0112656	0.0311805	0.0601675	0.00113833	0.00846627	0.0428427	0.0125434	0.0267696	0.0133834	0.0326828	0.208302	0.0312098	0.0100881	0.061127	0.172415	0.023678	0.7615719
9100	-208.3105	-223.3335	15.02297	0.199394	0.0292189	0.052275	0.104628	0.000932783	0.0390338	0.0446063	0.0350591	0.0170386	0.0173731	0.112415	0.126359	0.0492637	0.020185	0.0227663	0.170989	0.0475625	1.353515
9200	-203.2462	-219.0165	15.77026	0.229975	0.0633492	0.0162667	0.114874	0.00383528	0.00995067	0.0365373	0.0187557	0.0516877	0.00325498	0.0841857	0.117446	0.00120088	0.0313085	0.0240475	0.213275	0.0350831	0.9299485
9300	-208.4851	-224.5907	16.10561	0.30813	0.00436303	0.00772921	0.159858	0.00769226	0.018769	0.0214621	0.0201599	0.0561533	0.0496666	0.108005	0.0709387	0.00556002	0.036323	0.0467165	0.0594445	0.0327895	1.006663
9400	-199.7986	-217.1999	17.40128	0.193212	0.0171751	0.0175692	0.14087	0.00288664	0.0190998	0.00946902	0.00750844	0.00604665	0.00592629	0.0584661	0.129232	0.0681228	0.0125179	0.0438858	0.125074	0.0216121	1.062386
9500	-208.1553	-224.8981	16.74281	0.104605	0.00960308	0.00838861	0.130286	0.0303328	0.0090615	0.0125851	0.0454238	0.047237	0.00583888	0.0263398	0.0701878	0.0284905	0.012053	0.116684	0.0911035	0.189307	1.134322
9600	-207.8199	-221.0501	13.23027	0.311887	0.0125831	0.0190413	0.161517	0.00519519	0.0315078	0.0156695	0.0496379	0.0224562	0.00952921	0.0920975	0.0639715	0.0134044	0.0597209	0.00649924	0.284386	0.138913	1.039655
9700	-216.2827	-230.3211	14.03834	0.104629	0.0237736	0.00673434	0.244561	0.106346	0.0172351	0.0277105	0.0508924	0.00780292	0.0105495	0.0284091	0.0415389	0.00749371	0.0428032	0.0831215	0.296244	0.0807775	1.431468
9800	-210.0704	-225.4425	15.37206	0.19042	0.0231095	0.000559591	0.128197	0.0298752	0.0321617	0.00871948	0.016649	0.0463431	0.0301705	0.0783451	0.0811821	0.0617006	0.0393391	0.0404956	0.191444	0.0673806	1.223964
9900	-199.3454	-216.1885	16.84307	0.247185	0.0216766	0.00447225	0.110942	0.0147664	0.020906	0.0194227	0.0153903	0.0265757	0.00710791	0.0099684	0.136838	0.0104442	0.00278999	0.0727995	0.132332	0.072955	1.143993
10000	-206.9643	-224.6382	17.67398	0.113589	0.0371885	0.0170479	0.13194	0.0248872	0.0169482	0.061209	0.0138573	0.0111196	0.0344454	0.0638817	0.0884456	0.00284376	0.0561388	0.0544312	0.0898267	0.013035	1.278498
10100	-205.0296	-220.3141	15.28448	0.201653	0.00693302	0.00401575	0.179588	0.00603428	0.00383798	0.00215591	0.00379768	0.0545164	0.0106912	0.0611791	0.126296	0.02661	0.0398787	0.0450897	0.233386	0.0670251	1.247126
10200	-213.5792	-227.5737	13.99453	0.245256	0.0295157	0.0318777	0.104764	0.0757716	0.00715775	0.0599981	0.00729936	0.0673865	0.0251193	0.0224518	0.0790123	0.0557273	0.0543071	0.0805822	0.240761	0.00597604	1.342212
10300	-202.3815	-219.0136	16.6321	0.211213	0.0339075	0.0150418	0.134245	0.0154076	0.0187947	0.012262	0.010851	0.0290903	0.000383532	0.0601644	0.109089	0.0356319	0.052818	0.0130649	0.146355	0.0504552	1.132491
10400	-207.3175	-221.7584	14.44086	0.286358	0.0678078	0.0178432	0.228014	0.0246806	0.0124005	0.0143335	0.0339926	0.0157638	0.0258962	0.0665991	0.0212404	0.00265325	0.0589406	0.0496344	0.194493	0.0547128	1.055814
10500	-204.9049	-221.647	16.74207	0.198533	0.0530385	0.00859547	0.0946702	0.0111258	0.0168098	0.0662047	0.00505914	0.0319512	0.00559734	0.00856824	0.0528266	0.0323007	0.0468298	0.175675	0.141729	0.0120881	0.8933057
10600	-210.4387	-225.4088	14.9701	0.192082	0.0014284	0.00971165	0.231044	0.00199209	0.0239927	0.0610632	0.0219801	0.00422472	0.00250051	0.193025	0.0391597	0.00546675	0.0141867	0.063527	0.229385	0.017777	1.157799
10700	-216.3827	-227.9714	11.58874	0.311502	0.0296544	0.0716523	0.116648	0.00525114	0.00676544	0.0209265	0.0270768	0.113246	0.0370096	0.0663901	0.0314772	0.0142415	0.00950207	0.272535	0.166796	0.0504986	2.394548
10800	-218.6132	-233.2447	14.6315	0.277782	0.00410856	0.0721608	0.205347	0.0110443	0.00420698	0.0204573	0.0255891	0.0150486	0.087985	0.00840263	0.142103	0.0682646	0.0272522	0.1164	0.0812934	0.0140042	0.8085821
10900	-205.5106	-221.4307	15.92017	0.205554	0.0300667	0.0138106	0.0577159	0.0261917	0.0258865	0.0224153	0.00961724	0.00577445	0.0213742	0.0258208	0.0422819	0.0445638	0.0738173	0.159824	0.206916	0.00565182	1.608181
11000	-204.1661	-219.8526	15.68648	0.166642	0.0411652	0.00220482	0.0975644	0.0138831	0.0131257	0.119397	0.0246927	0.0086642	0.00392578	0.0140276	0.0600231	0.0331887	0.0150998	0.159434	0.215113	0.0122638	1.611015
11100	-206.539	-221.1997	14.6607	0.171787	0.0220852	0.0159317	0.161364	0.00397457	0.039333	0.0448838	0.00112104	0.0308335	0.00989693	0.0452293	0.0472017	0.191398	0.0264238	0.148496	0.181388	0.00464758	1.131666
