Iteration	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
13700	-2544898	-2544913	15.17036	1e+08	0	0.0123692	0.0127869	0.0037441	0.102569	0.00207244	0.0957425	0.0399702	0.115473	0.734746	0.00338988	0.00350423	0.00793164	0.029614	0.00404683	0.0043407	0.0148464	0.00262447	0.271654	0	0.22961	0.227179	0	0.271556	0.271654	0.22961	0.227179	0.271556	1.542785	0.282874	0.217068	0.216593	0.283465	5	0.999873	0.999968	1.00003	1.00013	1.189771
13710	-2544929	-2544927	-1.857912	5.155373e+07	1	0.0122124	0.012884	0.00392786	0.103385	0.00213216	0.0960598	0.0406614	0.116123	0.733819	0.00312475	0.00381159	0.00802198	0.0294715	0.00393363	0.00470599	0.0148357	0.00267935	0.271669	0	0.229623	0.227191	0	0.271517	0.271669	0.229623	0.227191	0.271517	0.1301846	0.282741	0.216965	0.21649	0.283804	5	0.999823	0.999955	1.00005	1.00018	1.19179
13720	-2544916	-2544914	-1.730136	647332.6	1	0.0123276	0.0130113	0.00408365	0.102635	0.00196641	0.0949171	0.0401861	0.115385	0.735072	0.0032992	0.00376917	0.00777572	0.0294656	0.00388552	0.00460189	0.0147844	0.00261042	0.271834	0	0.229762	0.224995	0	0.273409	0.271834	0.229762	0.224995	0.273409	0.02254567	0.283053	0.217205	0.216729	0.283013	5	0.998421	0.999596	1.0004	1.00158	1.189776
13730	-2544919	-2544916	-3.061369	2.385796e+07	1	0.012291	0.0123258	0.00384785	0.102756	0.00195528	0.0944949	0.0405244	0.115444	0.735252	0.00320777	0.0038997	0.0079426	0.0289327	0.00409403	0.00426815	0.0148082	0.00267789	0.272016	0	0.229245	0.225146	0	0.273593	0.272016	0.229245	0.225146	0.273593	1.364318	0.282893	0.217082	0.217173	0.282852	5	0.99974	0.999934	1.00007	1.00026	1.188722
13740	-2544914	-2544912	-1.745175	2.270474e+07	1	0.0124312	0.0129134	0.00397295	0.102415	0.00202191	0.0950035	0.0404148	0.114807	0.733509	0.00335288	0.00367899	0.00782481	0.0294165	0.00421465	0.00438876	0.014829	0.00253742	0.270907	0	0.230242	0.226373	0	0.272477	0.270907	0.230242	0.226373	0.272477	0.05801489	0.283525	0.216635	0.217569	0.28227	5	0.999733	0.999932	1.00007	1.00027	1.187733
13750	-2544905	-2544921	16.04972	1e+08	0	0.0125848	0.0125176	0.00395825	0.10254	0.00211025	0.0957209	0.0403725	0.11615	0.731398	0.00324374	0.00359793	0.00812475	0.0295714	0.00404424	0.00429057	0.014829	0.00262835	0.271186	0	0.230479	0.226606	0	0.27173	0.271186	0.230479	0.226606	0.27173	0.6843024	0.283755	0.216811	0.216936	0.282499	5	0.999873	0.999968	1.00003	1.00013	1.187683
13760	-2544921	-2544918	-2.546895	7.122976e+07	1	0.0124456	0.0124884	0.0039431	0.10254	0.00211025	0.0945168	0.0399374	0.115832	0.732114	0.00330136	0.00363521	0.00783256	0.0299666	0.00421172	0.00415864	0.0149032	0.00258871	0.271186	0	0.230479	0.226606	0	0.27173	0.271186	0.230479	0.226606	0.27173	0.8718084	0.282659	0.217142	0.217268	0.282931	5	0.999849	0.999962	1.00004	1.00015	1.186526
13770	-2544895	-2544910	15.42625	1e+08	0	0.0123264	0.0125865	0.00400203	0.103251	0.00206998	0.0946706	0.0398998	0.115442	0.736139	0.00323156	0.00380012	0.00777506	0.0291686	0.00417717	0.00443071	0.0147785	0.00268336	0.271186	0	0.230479	0.226606	0	0.27173	0.271186	0.230479	0.226606	0.27173	1.280276	0.282659	0.217142	0.217268	0.282931	5	0.999873	0.999968	1.00003	1.00013	1.190433
13780	-2544917	-2544914	-2.225211	8.278364e+07	1	0.0124925	0.012702	0.00389638	0.103643	0.00208385	0.094399	0.0400394	0.116315	0.73614	0.00332966	0.00381271	0.00779991	0.0292286	0.00397126	0.00428084	0.0147824	0.00263119	0.271808	0	0.230282	0.226412	0	0.271498	0.271808	0.230282	0.226412	0.271498	0.4999094	0.283052	0.216053	0.21757	0.283325	5	0.99986	0.999964	1.00004	1.00014	1.191547
13790	-2544917	-2544914	-2.346265	3.927105e+07	1	0.0122148	0.0130607	0.00392376	0.102859	0.00198607	0.094812	0.0400549	0.114948	0.738059	0.003149	0.00360793	0.00784246	0.0290029	0.00411952	0.00437613	0.0147948	0.00263119	0.27218	0	0.230164	0.226297	0	0.271359	0.27218	0.230164	0.226297	0.271359	0.6220099	0.282981	0.21625	0.217515	0.283254	5	0.999797	0.999948	1.00005	1.0002	1.191443
13800	-2544896	-2544912	16.63318	1e+08	0	0.0125261	0.0127455	0.00374377	0.102998	0.0020181	0.0952203	0.0401129	0.115446	0.736201	0.00339548	0.00346133	0.00798817	0.0296001	0.00421437	0.004555	0.0147948	0.00260255	0.271697	0	0.229756	0.225895	0	0.272651	0.271697	0.229756	0.225895	0.272651	0.06144053	0.283634	0.216341	0.216117	0.283907	5	0.999873	0.999968	1.00003	1.00013	1.191623
13810	-2544894	-2544910	16.38324	1e+08	0	0.0124147	0.0128161	0.00385929	0.103177	0.0020667	0.0948968	0.0400246	0.115146	0.737528	0.00333442	0.00352904	0.00802631	0.0293929	0.00433752	0.00445654	0.0147803	0.00261867	0.271917	0	0.228406	0.226369	0	0.273308	0.271917	0.228406	0.226369	0.273308	0.3035512	0.283804	0.216471	0.216246	0.283479	5	0.999873	0.999968	1.00003	1.00013	1.192405
13820	-2544899	-2544912	13.14152	1e+08	0	0.0123718	0.0126397	0.00409346	0.10309	0.00201372	0.0951909	0.0398928	0.114913	0.733524	0.00336201	0.00351149	0.00773704	0.0291314	0.00432612	0.00434055	0.0149571	0.00265729	0.271902	0	0.228393	0.226922	0	0.272784	0.271902	0.228393	0.226922	0.272784	3.591806	0.283804	0.216471	0.216246	0.283479	5	0.999873	0.999968	1.00003	1.00013	1.187753
13830	-2544908	-2544924	16.36085	1e+08	0	0.0126961	0.0124907	0.00417689	0.102766	0.00200587	0.0948704	0.039465	0.115109	0.735977	0.00314993	0.00382991	0.00775378	0.0286664	0.00399579	0.00446921	0.0145074	0.00248044	0.270544	0	0.228952	0.227284	0	0.27322	0.270544	0.228952	0.227284	0.27322	0.3659001	0.283797	0.216489	0.216241	0.283473	5	0.999873	0.999968	1.00003	1.00013	1.18841
13840	-2544925	-2544919	-6.514802	9.413532e+07	1	0.0120719	0.0127007	0.00387389	0.102725	0.00203422	0.0955445	0.0397594	0.115576	0.736398	0.00350654	0.0036416	0.00824234	0.0292819	0.00430325	0.00442072	0.0145534	0.00254759	0.270543	0	0.228951	0.227283	0	0.273223	0.270543	0.228951	0.227283	0.273223	4.79317	0.283797	0.216489	0.216241	0.283473	5	0.999869	0.999966	1.00003	1.00013	1.19118
13850	-2544915	-2544912	-3.318749	6.464688e+07	1	0.0126165	0.0127907	0.00376863	0.102975	0.00205659	0.0952966	0.0402253	0.114909	0.738084	0.00333186	0.00343048	0.00781884	0.0294247	0.00430519	0.00452018	0.0147666	0.00260421	0.270827	0	0.230383	0.226666	0	0.272124	0.270827	0.230383	0.226666	0.272124	1.579678	0.282685	0.216889	0.216641	0.283786	5	0.999842	0.999959	1.00004	1.00016	1.192924
13860	-2544898	-2544913	15.14318	1e+08	0	0.0124382	0.0124268	0.0038184	0.103943	0.00213096	0.0946067	0.0402983	0.115315	0.735543	0.00327498	0.00385535	0.00767267	0.0292762	0.00401037	0.00454419	0.0148745	0.00262596	0.272043	0	0.229933	0.226093	0	0.27193	0.272043	0.229933	0.226093	0.27193	1.561126	0.282806	0.216554	0.216733	0.283907	5	0.999873	0.999968	1.00003	1.00013	1.190655
13870	-2544900	-2544916	15.83159	1e+08	0	0.0126407	0.0128347	0.00398191	0.10285	0.00201586	0.0950797	0.04041	0.115617	0.739516	0.00326755	0.00321094	0.00776077	0.0290556	0.00439962	0.00460639	0.014774	0.00257492	0.272541	0	0.229215	0.225816	0	0.272428	0.272541	0.229215	0.225816	0.272428	0.833306	0.283004	0.216375	0.216949	0.283672	5	0.999873	0.999968	1.00003	1.00013	1.194595
13880	-2544916	-2544912	-3.781776	2.294084e+07	1	0.0120821	0.0126698	0.00378824	0.103077	0.00210598	0.0948724	0.0399113	0.115524	0.738352	0.00329883	0.00353844	0.00794012	0.0290201	0.00441107	0.00451619	0.0150398	0.00260703	0.272541	0	0.229215	0.225816	0	0.272428	0.272541	0.229215	0.225816	0.272428	2.044404	0.283004	0.216375	0.216949	0.283672	5	0.999735	0.999932	1.00007	1.00027	1.192754
13890	-2544918	-2544916	-2.016562	5.103659e+07	1	0.0122536	0.0125156	0.00378824	0.102498	0.00191926	0.094792	0.0405171	0.114802	0.736346	0.00331246	0.0039034	0.00800091	0.028982	0.00408936	0.00428509	0.0150382	0.00276459	0.270646	0	0.229812	0.226404	0	0.273138	0.270646	0.229812	0.226404	0.273138	0.3086487	0.283317	0.216615	0.216716	0.283352	5	0.999822	0.999954	1.00005	1.00018	1.189808
13900	-2544912	-2544908	-3.30963	5.390004e+07	1	0.0121522	0.0127548	0.00385392	0.102831	0.00197802	0.0947316	0.0401279	0.114922	0.736088	0.00327102	0.00360235	0.00790698	0.0292323	0.00423159	0.00442396	0.0150617	0.00269202	0.272571	0	0.229618	0.225444	0	0.272367	0.272571	0.229618	0.225444	0.272367	1.60119	0.283317	0.216615	0.216716	0.283352	5	0.999827	0.999956	1.00004	1.00017	1.189861
13910	-2544897	-2544913	16.65374	1e+08	0	0.0120864	0.0126304	0.00391739	0.103051	0.00201233	0.095408	0.0400017	0.115092	0.735009	0.00325515	0.00377859	0.00791117	0.0295266	0.00404715	0.00442705	0.0152013	0.00264177	0.272434	0	0.230005	0.225331	0	0.27223	0.272434	0.230005	0.225331	0.27223	0.05713236	0.283723	0.216856	0.216435	0.282986	5	0.999873	0.999968	1.00003	1.00013	1.189997
13920	-2544899	-2544915	16.66787	1e+08	0	0.0125843	0.0125154	0.00389351	0.103057	0.0021053	0.0951001	0.0402989	0.115566	0.734891	0.00321013	0.00348349	0.00762891	0.0296721	0.00411928	0.00448611	0.0146571	0.00256069	0.272453	0	0.230021	0.225346	0	0.27218	0.272453	0.230021	0.225346	0.27218	0.04469187	0.283954	0.217033	0.216612	0.282402	5	0.999873	0.999968	1.00003	1.00013	1.189829
13930	-2544896	-2544911	15.23436	1e+08	0	0.0122469	0.0126033	0.00390746	0.102792	0.00203669	0.0942243	0.0403378	0.115755	0.734173	0.0032733	0.00388891	0.00771352	0.0292432	0.00393414	0.00443179	0.0149498	0.00255621	0.271434	0	0.230042	0.226399	0	0.272125	0.271434	0.230042	0.226399	0.272125	1.495816	0.283945	0.216325	0.216605	0.283124	5	0.999873	0.999968	1.00003	1.00013	1.188067
13940	-2544920	-2544917	-2.602662	9.175527e+07	1	0.0123344	0.0127135	0.00383081	0.102576	0.0019918	0.0942753	0.040115	0.116076	0.737035	0.0032782	0.00381016	0.00797245	0.0286527	0.00389032	0.00447902	0.0148038	0.00258073	0.272462	0	0.229147	0.227257	0	0.271135	0.272462	0.229147	0.227257	0.271135	0.888675	0.283544	0.216464	0.216299	0.283693	5	0.999867	0.999966	1.00003	1.00013	1.190416
13950	-2544899	-2544914	15.13681	1e+08	0	0.0124825	0.0126207	0.004018	0.102749	0.00212016	0.0948504	0.040185	0.11531	0.735389	0.00339264	0.00356872	0.00762809	0.0292283	0.00396665	0.00446397	0.0150038	0.00259726	0.273512	0	0.23003	0.224278	0	0.27218	0.273512	0.23003	0.224278	0.27218	1.578304	0.282227	0.216472	0.217599	0.283703	5	0.999873	0.999968	1.00003	1.00013	1.189574
13960	-2544916	-2544913	-2.545479	5.758289e+07	1	0.0124745	0.0125981	0.0039335	0.103017	0.00213134	0.0949851	0.0401479	0.115299	0.734396	0.0032243	0.00397554	0.00781068	0.0292774	0.00384914	0.00437403	0.0148552	0.00259316	0.272279	0	0.228993	0.22727	0	0.271458	0.272279	0.228993	0.22727	0.271458	0.8462266	0.282165	0.216424	0.217551	0.28386	5	0.999833	0.999957	1.00004	1.00017	1.188942
13970	-2544903	-2544919	16.20725	1e+08	0	0.0122606	0.0129078	0.003741	0.102267	0.00210321	0.0956482	0.0400156	0.116232	0.734083	0.00343869	0.00401037	0.00766764	0.0292528	0.0040132	0.00450002	0.0148456	0.00269538	0.2723	0	0.230055	0.225016	0	0.272629	0.2723	0.230055	0.225016	0.272629	0.506773	0.282117	0.216556	0.217514	0.283812	5	0.999873	0.999968	1.00003	1.00013	1.189682
13980	-2544899	-2544916	16.34371	1e+08	0	0.0124831	0.012598	0.00388672	0.101889	0.00201277	0.0947329	0.0401532	0.11525	0.733752	0.0032966	0.00385805	0.00745397	0.0292843	0.00410963	0.00454674	0.0147565	0.00271755	0.273233	0	0.22976	0.224728	0	0.27228	0.273233	0.22976	0.224728	0.27228	0.3993291	0.282397	0.217201	0.216892	0.28351	5	0.999873	0.999968	1.00003	1.00013	1.186782
13990	-2544923	-2544921	-2.146602	6.799799e+07	1	0.0124932	0.0125658	0.00373944	0.103146	0.0019037	0.0948326	0.0403042	0.115714	0.735038	0.00330941	0.00389117	0.00808366	0.0292724	0.00405059	0.0041376	0.0144144	0.00274826	0.271118	0	0.230013	0.225964	0	0.272905	0.271118	0.230013	0.225964	0.272905	0.4403395	0.2828	0.217138	0.217047	0.283015	5	0.999846	0.999961	1.00004	1.00015	1.189643
14000	-2544895	-2544911	16.45453	1e+08	0	0.012229	0.012745	0.00388209	0.102223	0.00198554	0.0946157	0.0396334	0.115402	0.737326	0.00327373	0.00371703	0.00789158	0.0290662	0.00394016	0.00447247	0.0149269	0.00267045	0.271081	0	0.229982	0.225933	0	0.273005	0.271081	0.229982	0.225933	0.273005	0.2563153	0.282728	0.217083	0.216992	0.283197	5	0.999873	0.999968	1.00003	1.00013	1.190001
14010	-2544899	-2544915	16.17227	1e+08	0	0.01226	0.0126584	0.00400198	0.103258	0.00206579	0.0956281	0.0403639	0.116096	0.737804	0.00346097	0.00370859	0.00765265	0.02938	0.00418103	0.00439065	0.0149649	0.00262489	0.270825	0	0.230041	0.225991	0	0.273143	0.270825	0.230041	0.225991	0.273143	0.4935841	0.282728	0.217083	0.216992	0.283197	5	0.999873	0.999968	1.00003	1.00013	1.1945
14020	-2544915	-2544913	-1.979312	4.580717e+07	1	0.0124256	0.0127273	0.00407643	0.10238	0.00202492	0.0943091	0.0399699	0.11443	0.735173	0.00328642	0.00379899	0.00786791	0.0295421	0.00412696	0.00437143	0.0144344	0.00261695	0.270825	0	0.230041	0.225991	0	0.273143	0.270825	0.230041	0.225991	0.273143	0.2938705	0.283489	0.216853	0.216762	0.282897	5	0.999812	0.999952	1.00005	1.00019	1.187561
14030	-2544901	-2544911	10.11681	1e+08	0	0.0124886	0.0127621	0.00384229	0.103004	0.00200261	0.0947572	0.0402922	0.115628	0.734504	0.00341099	0.00371585	0.00793946	0.0294904	0.00407012	0.00432929	0.0145159	0.00268718	0.270912	0	0.230115	0.226064	0	0.272909	0.270912	0.230115	0.226064	0.272909	6.599637	0.283159	0.2166	0.21651	0.283731	5	0.999873	0.999968	1.00003	1.00013	1.18944
14040	-2544900	-2544913	12.46833	1e+08	0	0.0121625	0.0125153	0.0038156	0.102852	0.0020561	0.0949222	0.0398709	0.115322	0.738846	0.00328607	0.00365599	0.00783592	0.0296072	0.00394441	0.00461244	0.0148632	0.00261991	0.271796	0	0.229361	0.225808	0	0.273035	0.271796	0.229361	0.225808	0.273035	4.214649	0.283159	0.2166	0.21651	0.283731	5	0.999873	0.999968	1.00003	1.00013	1.192787
14050	-2544896	-2544913	16.71694	1e+08	0	0.0123526	0.0125833	0.00390225	0.102698	0.00205533	0.0953117	0.039763	0.115339	0.732764	0.00331751	0.00333239	0.00805308	0.0293777	0.00438228	0.0043255	0.0148431	0.00253158	0.273343	0	0.228583	0.225966	0	0.272108	0.273343	0.228583	0.225966	0.272108	0.02458842	0.283159	0.2166	0.21651	0.283731	5	0.999873	0.999968	1.00003	1.00013	1.186932
14060	-2544899	-2544915	15.63291	1e+08	0	0.0125403	0.0127627	0.00363501	0.102833	0.00210864	0.0946991	0.0400694	0.116255	0.734658	0.00339939	0.00352179	0.00764005	0.0297252	0.0041796	0.00429929	0.0147895	0.00253664	0.272483	0	0.229925	0.225255	0	0.272337	0.272483	0.229925	0.225255	0.272337	1.081412	0.282776	0.21689	0.216985	0.283348	5	0.999873	0.999968	1.00003	1.00013	1.189653
14070	-2544914	-2544912	-2.2804	7.520519e+07	1	0.0120041	0.0127344	0.00388208	0.103296	0.00198534	0.0950248	0.0399646	0.115644	0.736336	0.0033017	0.00368342	0.00805002	0.0293279	0.00405729	0.0044769	0.0150651	0.00259651	0.271978	0	0.229499	0.226691	0	0.271832	0.271978	0.229499	0.226691	0.271832	0.5562656	0.282783	0.216896	0.216966	0.283355	5	0.999853	0.999963	1.00004	1.00015	1.19143
14080	-2544915	-2544912	-3.378165	9.511276e+07	1	0.0122512	0.0128177	0.0039942	0.102529	0.00210361	0.0953691	0.0395469	0.115813	0.733984	0.00321413	0.00356195	0.00780253	0.029441	0.0042615	0.00431322	0.0146154	0.00265149	0.271684	0	0.229592	0.226783	0	0.271942	0.271684	0.229592	0.226783	0.271942	1.685643	0.283153	0.216107	0.217148	0.283593	5	0.99987	0.999967	1.00003	1.00013	1.188269
14090	-2544900	-2544916	16.01996	1e+08	0	0.0121676	0.0127019	0.00392417	0.101693	0.00209273	0.0952373	0.0396633	0.115381	0.735323	0.00337427	0.00374845	0.00812828	0.0296308	0.00402309	0.00432389	0.0151091	0.00260978	0.271714	0	0.229429	0.226808	0	0.272049	0.271714	0.229429	0.226808	0.272049	0.6995784	0.283263	0.216396	0.216638	0.283703	5	0.999873	0.999968	1.00003	1.00013	1.189132
14100	-2544918	-2544917	-1.816448	1.790648e+07	1	0.0124364	0.0128423	0.00415976	0.102408	0.00209642	0.0944821	0.0403325	0.115158	0.73891	0.00323534	0.00373175	0.00763083	0.0291271	0.00431287	0.00446038	0.0147034	0.00268682	0.272005	0	0.229675	0.227051	0	0.271269	0.272005	0.229675	0.227051	0.271269	0.07947701	0.283301	0.216232	0.216693	0.283774	5	0.9997	0.999923	1.00008	1.0003	1.192714
14110	-2544917	-2544915	-1.874771	8.564266e+07	1	0.0123664	0.0128393	0.00401831	0.103116	0.0020908	0.094706	0.0403251	0.115931	0.733544	0.00322	0.0036698	0.00783669	0.0293837	0.00400235	0.00440824	0.0143622	0.00244827	0.272136	0	0.228959	0.226456	0	0.272449	0.272136	0.228959	0.226456	0.272449	0.1822623	0.283358	0.216074	0.216737	0.283831	5	0.999863	0.999965	1.00003	1.00014	1.188268
14120	-2544898	-2544914	15.65063	1e+08	0	0.0123557	0.0128755	0.00383386	0.102165	0.00209475	0.0954364	0.0400795	0.115929	0.737598	0.00324504	0.00362259	0.00783845	0.0291503	0.0042346	0.00445059	0.0144836	0.0026239	0.271793	0	0.228671	0.22617	0	0.273366	0.271793	0.228671	0.22617	0.273366	1.040062	0.28284	0.217509	0.21634	0.283311	5	0.999873	0.999968	1.00003	1.00013	1.192016
14130	-2544921	-2544917	-4.355407	7.509294e+07	1	0.0121692	0.0125712	0.00397073	0.101877	0.00213472	0.0946636	0.039958	0.115902	0.734912	0.0034299	0.00397237	0.00778123	0.0290492	0.00391859	0.00449727	0.0148655	0.00248851	0.271793	0	0.228671	0.22617	0	0.273366	0.271793	0.228671	0.22617	0.273366	2.663968	0.283328	0.215873	0.217	0.2838	5	0.999853	0.999963	1.00004	1.00015	1.188161
14140	-2544896	-2544912	15.29986	1e+08	0	0.0124172	0.0125227	0.00397666	0.102185	0.00208323	0.0945949	0.0399723	0.115119	0.736579	0.00339078	0.00353993	0.00781077	0.0290695	0.00414711	0.00441503	0.0145727	0.00267209	0.273388	0	0.229058	0.226554	0	0.271	0.273388	0.229058	0.226554	0.271	1.420303	0.282879	0.216008	0.217136	0.283978	5	0.999873	0.999968	1.00003	1.00013	1.189068
14150	-2544918	-2544916	-2.074105	3.59645e+07	1	0.0123404	0.0126342	0.00394334	0.102542	0.00202365	0.0950886	0.0399285	0.11503	0.730373	0.00315255	0.00338721	0.007896	0.0293392	0.00459769	0.00439799	0.0149775	0.00257516	0.271973	0	0.230484	0.225711	0	0.271833	0.271973	0.230484	0.225711	0.271833	0.4220125	0.282553	0.216106	0.217234	0.284107	5	0.999788	0.999946	1.00005	1.00021	1.184226
14160	-2544916	-2544913	-2.787586	1.962925e+07	1	0.0122544	0.0125739	0.00374247	0.102782	0.00202599	0.095352	0.0397827	0.115194	0.737405	0.00320647	0.00388925	0.00770328	0.0295514	0.00398703	0.00438123	0.0147842	0.00266031	0.273316	0	0.229019	0.225577	0	0.272088	0.273316	0.229019	0.225577	0.272088	1.064996	0.282553	0.216106	0.217234	0.284107	5	0.999713	0.999927	1.00007	1.00029	1.191276
14170	-2544899	-2544914	14.79457	1e+08	0	0.0127058	0.0125695	0.00386039	0.102678	0.0019602	0.0945161	0.0400561	0.115041	0.73791	0.00329893	0.00341375	0.0078622	0.0292879	0.00432413	0.00452236	0.014703	0.00255156	0.273083	0	0.228824	0.226237	0	0.271856	0.273083	0.228824	0.226237	0.271856	1.903669	0.282966	0.216421	0.217552	0.283061	5	0.999873	0.999968	1.00003	1.00013	1.191261
14180	-2544896	-2544913	16.38363	1e+08	0	0.0123408	0.0126963	0.00374407	0.102258	0.0021251	0.0946275	0.04051	0.115032	0.734714	0.00328055	0.00364471	0.00760501	0.0295105	0.00424839	0.00449382	0.0150616	0.00262846	0.271474	0	0.230993	0.225506	0	0.272028	0.271474	0.230993	0.225506	0.272028	0.3420135	0.282864	0.216344	0.217474	0.283319	5	0.999873	0.999968	1.00003	1.00013	1.188521
14190	-2544893	-2544909	15.78263	1e+08	0	0.0123773	0.0127766	0.00381767	0.10292	0.00201099	0.0951258	0.0397254	0.115032	0.734904	0.00337865	0.00369484	0.00789477	0.0293464	0.00410484	0.0042915	0.0146348	0.0025606	0.271293	0	0.230488	0.225817	0	0.272403	0.271293	0.230488	0.225817	0.272403	0.9422522	0.28255	0.216932	0.217232	0.283286	5	0.999873	0.999968	1.00003	1.00013	1.188596
14200	-2544920	-2544916	-4.617401	7.849621e+07	1	0.0121965	0.0128927	0.00375875	0.102658	0.00203169	0.0943863	0.0406677	0.115494	0.733387	0.00324689	0.0032039	0.00787491	0.0293862	0.00435048	0.0043581	0.0147845	0.00256718	0.271624	0	0.230769	0.224872	0	0.272735	0.271624	0.230769	0.224872	0.272735	2.935119	0.282492	0.216887	0.217394	0.283227	5	0.999856	0.999963	1.00004	1.00014	1.187245
14210	-2544922	-2544920	-1.775488	4.323909e+07	1	0.0118765	0.0127926	0.00393609	0.103207	0.00203169	0.0957239	0.0406478	0.115086	0.732105	0.0034237	0.00364409	0.0079998	0.0292552	0.00415205	0.00444272	0.0147742	0.00256718	0.27171	0	0.230525	0.224943	0	0.272822	0.27171	0.230525	0.224943	0.272822	0.08900367	0.282895	0.217197	0.217704	0.282204	5	0.999807	0.999951	1.00005	1.00019	1.187665
14220	-2544919	-2544916	-2.436887	1.990619e+07	1	0.0125576	0.0125227	0.00389363	0.103218	0.00203169	0.0947092	0.0400782	0.115527	0.733233	0.00318677	0.00364409	0.00756677	0.0293559	0.0043424	0.00452469	0.0149009	0.00256718	0.271483	0	0.229922	0.226821	0	0.271773	0.271483	0.229922	0.226821	0.271773	0.7484649	0.282895	0.217197	0.217704	0.282204	5	0.999715	0.999927	1.00007	1.00028	1.187859
14230	-2544919	-2544917	-2.281351	5.942353e+07	1	0.0123655	0.0126923	0.00406272	0.102635	0.00212791	0.0948762	0.0401806	0.114092	0.736994	0.0032876	0.00398297	0.00778542	0.0292382	0.00394121	0.00445879	0.0148238	0.00260417	0.272251	0	0.230572	0.224636	0	0.272541	0.272251	0.230572	0.224636	0.272541	0.5700343	0.282264	0.217388	0.217896	0.282453	5	0.999835	0.999958	1.00004	1.00016	1.190149
14240	-2544896	-2544911	15.99209	1e+08	0	0.0122595	0.0125802	0.00391139	0.102769	0.00209533	0.0950947	0.0402421	0.115552	0.736984	0.00336868	0.00369009	0.0077892	0.0292673	0.00405577	0.00437272	0.0146994	0.00265359	0.272011	0	0.231248	0.224439	0	0.272302	0.272011	0.231248	0.224439	0.272302	0.7049157	0.282594	0.217642	0.216981	0.282783	5	0.999873	0.999968	1.00003	1.00013	1.191384
14250	-2544916	-2544914	-2.38721	8.585202e+07	1	0.01276	0.0126871	0.00382796	0.10237	0.00212246	0.0946085	0.0402614	0.115833	0.735886	0.00340336	0.00366722	0.00784931	0.0294311	0.0042227	0.00435259	0.0149733	0.00256685	0.272792	0	0.229155	0.22497	0	0.273083	0.272792	0.229155	0.22497	0.273083	0.6691542	0.282804	0.217059	0.217142	0.282994	5	0.999863	0.999965	1.00004	1.00014	1.190823
14260	-2544919	-2544915	-4.563539	8.707834e+07	1	0.012566	0.0129986	0.00381146	0.102464	0.00199477	0.0948842	0.040058	0.115434	0.7369	0.00339464	0.00382539	0.00753324	0.0292539	0.00410622	0.00451554	0.0146911	0.00248872	0.271871	0	0.229187	0.22582	0	0.273121	0.271871	0.229187	0.22582	0.273121	2.844511	0.282834	0.216978	0.217165	0.283023	5	0.999863	0.999966	1.00003	1.00014	1.19092
14270	-2544915	-2544913	-2.256342	9708924	1	0.0121159	0.0127867	0.00383326	0.102965	0.00199477	0.0943344	0.0403973	0.115487	0.732109	0.00332081	0.00353389	0.00797547	0.0293573	0.00446479	0.00438395	0.0144618	0.00255403	0.271396	0	0.229362	0.226013	0	0.273229	0.271396	0.229362	0.226013	0.273229	0.5857616	0.282857	0.216996	0.217102	0.283046	5	0.999592	0.999896	1.0001	1.00041	1.186075
14280	-2544912	-2544909	-3.088603	6132057	1	0.0122492	0.0125003	0.00408236	0.10288	0.00208636	0.0946862	0.0399025	0.115381	0.734567	0.00335317	0.00345906	0.00774057	0.0291813	0.0044431	0.00445472	0.0147262	0.00254545	0.271396	0	0.229362	0.226013	0	0.273229	0.271396	0.229362	0.226013	0.273229	1.396383	0.283104	0.217011	0.216514	0.283371	5	0.999487	0.999869	1.00013	1.00051	1.188239
14290	-2544894	-2544910	16.47603	1e+08	0	0.0126173	0.0125488	0.00395104	0.102379	0.00206929	0.0946418	0.0398382	0.11557	0.7359	0.00331672	0.00342572	0.00785757	0.0292452	0.00428818	0.00461347	0.0146944	0.00266567	0.271203	0	0.229199	0.226392	0	0.273206	0.271203	0.229199	0.226392	0.273206	0.2385958	0.283104	0.217011	0.216514	0.283371	5	0.999873	0.999968	1.00003	1.00013	1.189622
14300	-2544923	-2544919	-4.048785	2.065685e+07	1	0.0125892	0.0125934	0.00404934	0.102604	0.0020549	0.0944719	0.0401154	0.1153	0.737289	0.00321824	0.00344977	0.0078743	0.0292452	0.00415694	0.00443245	0.0149583	0.00265439	0.272274	0	0.231804	0.224802	0	0.27112	0.272274	0.231804	0.224802	0.27112	2.328394	0.283341	0.216939	0.216443	0.283277	5	0.99972	0.999929	1.00007	1.00028	1.191056
