Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
49	1	-2546518	-2546517	-1.714934	5.656981e+07	1	0.0125027	0.012761	0.00361043	0.102893	0.00212291	0.0947569	0.0399921	0.115408	0.736273	0.00330697	0.00354547	0.0078278	0.0293273	0.00426985	0.00443057	0.0148476	0.00263417	0.370832	0	0.0734681	0.534133	0	0.0215677	0.370832	0.0734681	0.534133	0.0215677	6.124515e-06	0.281873	0.21729	0.217448	0.283389	4	0.999831	0.999957	1.00004	1.00017	1.19051
50	0	-2544248	-2544244	-4.010763	9.906108e+07	1	0.00483875	0.0128399	0.0039061	0.101256	0.00203281	0.0947967	0.0402218	0.114095	0.735278	0.00348379	0.0077086	0.0149369	0.00816321	0.00730502	0.00255828	0.00459206	0.0295106	0.272859	0	0.228562	0.225519	0	0.273059	0.272859	0.228562	0.225519	0.273059	2.325704	0.283693	0.216654	0.216746	0.282907	5	0.999872	0.999968	1.00003	1.00013	1.187523
51	1	-2546519	-2546518	-1.714862	3.15246e+07	1	0.0123921	0.0125466	0.00370411	0.102893	0.00199093	0.0947569	0.0399921	0.115408	0.736273	0.00333759	0.00354547	0.0078278	0.0293273	0.00464398	0.00443057	0.0148476	0.00258577	0.0420801	0	0.377371	0.0718868	0	0.508662	0.0420801	0.377371	0.0718868	0.508662	2.977207e-06	0.281873	0.21729	0.217448	0.283389	4	0.999774	0.999942	1.00006	1.00023	1.190503
52	0	-2544248	-2544246	-2.732989	7.522593e+07	1	0.00512772	0.0128413	0.0038938	0.104131	0.00203281	0.0947967	0.0398392	0.114095	0.735278	0.00348379	0.0078889	0.014796	0.00776753	0.00757715	0.00255828	0.00436177	0.0295106	0.272859	0	0.228562	0.225519	0	0.273059	0.272859	0.228562	0.225519	0.273059	1.023361	0.283693	0.216654	0.216746	0.282907	5	0.999853	0.999962	1.00004	1.00015	1.18998
53	1	-2546514	-2546513	-1.711134	8069231	1	0.0123921	0.0125466	0.00387168	0.102801	0.00209837	0.0947569	0.0399921	0.115408	0.736273	0.0032322	0.00353004	0.00773642	0.0293273	0.00436443	0.00445599	0.0147581	0.00258577	0.616501	0	0.287976	0.0200473	0	0.0754753	0.616501	0.287976	0.0200473	0.0754753	4.566577e-06	0.281873	0.21729	0.217448	0.283389	4	0.999553	0.999886	1.00011	1.00045	1.19013
54	0	-2544226	-2544242	16.0559	1e+08	0	0.00544251	0.0125432	0.00387361	0.104131	0.00199966	0.095137	0.0398392	0.115381	0.735278	0.00338587	0.00765767	0.014796	0.00773032	0.00762359	0.00255828	0.0044829	0.0295106	0.272859	0	0.228562	0.225519	0	0.273059	0.272859	0.228562	0.225519	0.273059	0.6412458	0.2839	0.216592	0.216683	0.282825	5	0.999873	0.999968	1.00003	1.00013	1.19137
55	1	-2546521	-2546520	-1.639802	1.523175e+07	1	0.0120794	0.0128176	0.00383313	0.102801	0.00209837	0.0953701	0.0399921	0.115408	0.728588	0.00321774	0.00352281	0.00811819	0.0290914	0.00430676	0.00438022	0.0147581	0.00261416	0.270611	0	0.459537	0.121601	0	0.148251	0.270611	0.459537	0.121601	0.148251	3.826067e-06	0.281873	0.21729	0.217448	0.283389	4	0.999674	0.999917	1.00008	1.00033	1.182997
56	0	-2544223	-2544238	14.66639	1e+08	0	0.00494357	0.0124995	0.00386785	0.103273	0.00190884	0.095137	0.0398392	0.115381	0.735278	0.00338587	0.00765767	0.0146371	0.00789977	0.00745949	0.00260513	0.00448783	0.0295106	0.272859	0	0.228562	0.225519	0	0.273059	0.272859	0.228562	0.225519	0.273059	2.046751	0.2839	0.216592	0.216683	0.282825	5	0.999873	0.999968	1.00003	1.00013	1.189771
57	1	-2546518	-2546516	-1.672631	1.043692e+07	1	0.0120794	0.0128176	0.00401588	0.102801	0.00194968	0.0953701	0.0399921	0.115408	0.731597	0.00330542	0.0036335	0.00811819	0.0290914	0.00433026	0.00444885	0.0147075	0.00261416	0.0509749	0	0.363954	0.119852	0	0.465219	0.0509749	0.363954	0.119852	0.465219	6.36407e-07	0.281873	0.21729	0.217448	0.283389	4	0.999607	0.999899	1.0001	1.00039	1.18628
58	0	-2544222	-2544239	16.34294	1e+08	0	0.00488019	0.0129557	0.00389205	0.103273	0.00212167	0.095137	0.0398392	0.115504	0.735278	0.00327251	0.00765767	0.0146371	0.0078428	0.00752097	0.00260927	0.00437931	0.0295106	0.272692	0	0.228422	0.225381	0	0.273506	0.272692	0.228422	0.225381	0.273506	0.3647974	0.2839	0.216592	0.216683	0.282825	5	0.999873	0.999968	1.00003	1.00013	1.190311
59	1	-2546502	-2546519	16.74944	1e+08	0	0.0120794	0.0127024	0.00394855	0.102801	0.00194968	0.0953701	0.0401385	0.115408	0.731597	0.00329772	0.00388521	0.00785652	0.0290914	0.00420735	0.00459728	0.0147075	0.00250266	0.118139	0	0.51588	0.0712895	0	0.294692	0.118139	0.51588	0.0712895	0.294692	9.159042e-06	0.281873	0.21729	0.217448	0.283389	4	0.999873	0.999968	1.00003	1.00013	1.18614
60	0	-2544224	-2544237	13.22163	1e+08	0	0.00488019	0.0129557	0.00386223	0.103273	0.00212167	0.095137	0.0399556	0.115504	0.735278	0.00333205	0.00765767	0.0149016	0.0078428	0.00756129	0.00260927	0.00439301	0.0291416	0.270987	0	0.228916	0.225927	0	0.27417	0.270987	0.228916	0.225927	0.27417	3.485156	0.2839	0.216592	0.216683	0.282825	5	0.999873	0.999968	1.00003	1.00013	1.190407
61	1	-2546519	-2546517	-1.664137	7.679563e+07	1	0.0120794	0.0127024	0.00394855	0.102801	0.00194968	0.0953701	0.0401385	0.114874	0.731597	0.0034343	0.00388521	0.00791808	0.0290914	0.00400335	0.00440309	0.0147075	0.00252688	0.272598	0	0.503772	0.00932356	0	0.214306	0.272598	0.503772	0.00932356	0.214306	8.515531e-07	0.281873	0.21729	0.217448	0.283389	4	0.999855	0.999963	1.00004	1.00014	1.185431
62	0	-2544221	-2544237	16.17231	1e+08	0	0.00488019	0.0126443	0.00386223	0.103298	0.0019391	0.095137	0.0399556	0.115504	0.735278	0.00333205	0.00765767	0.0149016	0.008026	0.00746537	0.00249984	0.00461186	0.0291423	0.270987	0	0.228916	0.225927	0	0.27417	0.270987	0.228916	0.225927	0.27417	0.5371787	0.2839	0.216592	0.216683	0.282825	5	0.999873	0.999968	1.00003	1.00013	1.190136
63	1	-2546524	-2546522	-1.660413	9.055223e+07	1	0.0123387	0.0127325	0.00386192	0.102801	0.00198149	0.0951474	0.0401385	0.1147	0.731597	0.00312951	0.00391247	0.00756336	0.0294412	0.00371194	0.00431209	0.0150684	0.00262049	0.417642	0	0.490619	0.0181308	0	0.0736081	0.417642	0.490619	0.0181308	0.0736081	2.460483e-07	0.281873	0.21729	0.217448	0.283389	4	0.999866	0.999967	1.00003	1.00013	1.185058
64	0	-2544241	-2544240	-1.855836	2.747566e+07	1	0.00488019	0.0125409	0.00370442	0.103298	0.00188232	0.095137	0.0406059	0.115504	0.735278	0.0033455	0.00770458	0.0149016	0.008026	0.00746537	0.00262393	0.00440196	0.0291423	0.270987	0	0.228916	0.225927	0	0.27417	0.270987	0.228916	0.225927	0.27417	0.1415796	0.2839	0.216592	0.216683	0.282825	5	0.999757	0.999938	1.00006	1.00024	1.190443
65	1	-2546510	-2546527	16.73922	1e+08	0	0.0123387	0.0127325	0.00395398	0.102801	0.0019774	0.0951474	0.0401385	0.115882	0.731597	0.00345481	0.00412531	0.00756336	0.0294412	0.00375512	0.00457549	0.0149763	0.00270067	0.171671	0	0.452743	0.168068	0	0.207518	0.171671	0.452743	0.168068	0.207518	1.856433e-05	0.281873	0.21729	0.217448	0.283389	4	0.999873	0.999968	1.00003	1.00013	1.187161
66	0	-2544239	-2544237	-1.824918	7.749202e+07	1	0.00488019	0.0125409	0.00403378	0.103298	0.0020163	0.095137	0.0401101	0.115073	0.735278	0.0033455	0.00778299	0.0147017	0.008026	0.00753241	0.00267562	0.00460394	0.0291423	0.270987	0	0.228916	0.225927	0	0.27417	0.270987	0.228916	0.225927	0.27417	0.1133022	0.2839	0.216592	0.216683	0.282825	5	0.999856	0.999964	1.00004	1.00014	1.190179
67	1	-2546503	-2546519	16.73654	1e+08	0	0.0125018	0.0127325	0.00380916	0.102801	0.00196997	0.0951474	0.0401385	0.115785	0.731597	0.00336104	0.00371452	0.00805769	0.0294412	0.00421315	0.00446932	0.0149763	0.00271396	0.284952	0	0.251073	0.167224	0	0.296751	0.284952	0.251073	0.167224	0.296751	1.566357e-05	0.281873	0.21729	0.217448	0.283389	4	0.999873	0.999968	1.00003	1.00013	1.187429
68	0	-2544216	-2544232	16.2796	1e+08	0	0.00509533	0.0125376	0.00387555	0.102156	0.00205467	0.0946658	0.0401101	0.115073	0.735278	0.00326676	0.00778299	0.0147954	0.00766671	0.00753241	0.00256668	0.00437876	0.0293253	0.271199	0	0.229096	0.226104	0	0.273601	0.271199	0.229096	0.226104	0.273601	0.4496304	0.2839	0.216592	0.216683	0.282825	5	0.999873	0.999968	1.00003	1.00013	1.188162
69	1	-2546505	-2546521	16.74529	1e+08	0	0.0125018	0.012898	0.00388598	0.102801	0.00193766	0.0951474	0.039826	0.115785	0.731597	0.00332158	0.00359656	0.00805769	0.0291297	0.00405955	0.00431961	0.0149763	0.00271396	0.256038	0	0.207367	0.385614	0	0.150981	0.256038	0.207367	0.385614	0.150981	1.259329e-05	0.281873	0.21729	0.217448	0.283389	4	0.999873	0.999968	1.00003	1.00013	1.186555
70	0	-2544239	-2544235	-3.47183	3.05766e+07	1	0.00509533	0.0125376	0.0037305	0.102156	0.0019987	0.0946658	0.0401101	0.115373	0.731389	0.00326676	0.00791098	0.0147954	0.00774338	0.00768637	0.00264299	0.00437109	0.0293946	0.270944	0	0.229821	0.225891	0	0.273343	0.270944	0.229821	0.225891	0.273343	1.813315	0.2839	0.216592	0.216683	0.282825	5	0.99977	0.999942	1.00006	1.00023	1.184868
71	1	-2546518	-2546516	-1.678868	5.072253e+07	1	0.0125018	0.012786	0.00391663	0.102578	0.00209791	0.0951474	0.0403152	0.115785	0.731597	0.00337137	0.00375881	0.00779772	0.0291297	0.00405955	0.00455976	0.0149763	0.00252507	0.465347	0	0.0328754	0.260887	0	0.240891	0.465347	0.0328754	0.260887	0.240891	7.103119e-06	0.281873	0.21729	0.217448	0.283389	4	0.999822	0.999954	1.00005	1.00018	1.186903
72	0	-2544243	-2544238	-4.930212	7.777527e+07	1	0.00534845	0.0126294	0.00362735	0.102156	0.00206803	0.0946658	0.0401101	0.114899	0.731389	0.00328825	0.00734296	0.0147954	0.00764402	0.00768637	0.00259132	0.00437369	0.0293946	0.270944	0	0.229821	0.225891	0	0.273343	0.270944	0.229821	0.225891	0.273343	3.280278	0.2839	0.216592	0.216683	0.282825	5	0.999856	0.999963	1.00004	1.00014	1.18401
73	1	-2546525	-2546523	-1.68044	9.493175e+07	1	0.0119794	0.0128729	0.00405988	0.102679	0.00221187	0.0951474	0.0403152	0.115785	0.731597	0.00334386	0.00366465	0.00788254	0.0297013	0.00422136	0.00455976	0.0145145	0.00252526	0.254799	0	0.0958318	0.475816	0	0.173553	0.254799	0.0958318	0.475816	0.173553	3.480439e-06	0.281873	0.21729	0.217448	0.283389	4	0.999869	0.999966	1.00003	1.00013	1.187061
74	0	-2544239	-2544235	-3.517272	2.638121e+07	1	0.00547167	0.0126294	0.00379215	0.102156	0.00206803	0.0946658	0.0398031	0.114899	0.731389	0.00315779	0.00760072	0.0147954	0.00764402	0.00718556	0.00253388	0.00453369	0.0293946	0.270944	0	0.229821	0.225891	0	0.273343	0.270944	0.229821	0.225891	0.273343	1.870238	0.283794	0.21651	0.216602	0.283094	5	0.999753	0.999937	1.00006	1.00025	1.18372
75	1	-2546522	-2546521	-1.668414	1.462317e+07	1	0.0119794	0.0123721	0.00383387	0.102679	0.00197134	0.0951474	0.0401929	0.115785	0.731597	0.00334386	0.00350088	0.00775097	0.0295638	0.00428538	0.00441612	0.0148062	0.00263145	0.541831	0	0.0830164	0.00784321	0	0.36731	0.541831	0.0830164	0.00784321	0.36731	1.918584e-05	0.281873	0.21729	0.217448	0.283389	4	0.999668	0.999915	1.00008	1.00033	1.185856
76	0	-2544216	-2544233	16.61484	1e+08	0	0.00516832	0.0126294	0.00387216	0.102156	0.00206376	0.0946658	0.0399424	0.114899	0.731389	0.00319885	0.00754335	0.0147954	0.00764402	0.007545	0.00253388	0.00442141	0.0293915	0.270944	0	0.229821	0.225891	0	0.273343	0.270944	0.229821	0.225891	0.273343	0.1574082	0.283866	0.216565	0.216657	0.282912	5	0.999873	0.999968	1.00003	1.00013	1.18386
77	1	-2546503	-2546520	16.74423	1e+08	0	0.0119794	0.0123721	0.00400488	0.102679	0.00202366	0.0951474	0.0402218	0.115945	0.731597	0.00334386	0.00350665	0.00781832	0.0296928	0.00450978	0.00441612	0.0147569	0.00264731	0.398729	0	0.02879	0.165122	0	0.407359	0.398729	0.02879	0.165122	0.407359	1.90987e-06	0.281873	0.21729	0.217448	0.283389	4	0.999873	0.999968	1.00003	1.00013	1.186662
78	0	-2544223	-2544238	14.47727	1e+08	0	0.00516832	0.0126294	0.00397319	0.102156	0.00213949	0.0946658	0.0399424	0.114899	0.731389	0.00324015	0.00754645	0.0147954	0.00818228	0.00735329	0.00277779	0.00437883	0.0293915	0.270944	0	0.229821	0.225891	0	0.273343	0.270944	0.229821	0.225891	0.273343	2.287293	0.283866	0.216565	0.216657	0.282912	5	0.999873	0.999968	1.00003	1.00013	1.184629
79	1	-2546503	-2546519	16.74559	1e+08	0	0.0122203	0.0123721	0.00400488	0.102679	0.0021092	0.0951474	0.0402218	0.115945	0.731597	0.00331646	0.00365433	0.00779108	0.0291377	0.00450978	0.00441612	0.0147569	0.00264731	0.663033	0	0.0867273	0.0512279	0	0.199012	0.663033	0.0867273	0.0512279	0.199012	9.233733e-07	0.281765	0.217166	0.217324	0.283745	4	0.999873	0.999968	1.00003	1.00013	1.186526
80	0	-2544236	-2544234	-2.01946	5.651098e+07	1	0.0052908	0.0126294	0.00389094	0.102156	0.00207081	0.0951085	0.0399424	0.114899	0.731389	0.00327971	0.00754645	0.0145947	0.00785792	0.00713981	0.00267904	0.00453631	0.0293915	0.270944	0	0.229821	0.225891	0	0.273343	0.270944	0.229821	0.225891	0.273343	0.3656008	0.283692	0.217045	0.216524	0.282739	5	0.999831	0.999956	1.00004	1.00017	1.184403
81	1	-2546503	-2546520	16.74906	1e+08	0	0.0122864	0.0130543	0.00411631	0.102679	0.00205189	0.0951474	0.0402218	0.115018	0.731597	0.00331646	0.00365433	0.00774454	0.0290901	0.0042646	0.00441612	0.0148726	0.00264731	0.0688912	0	0.0266795	0.189308	0	0.715122	0.0688912	0.0266795	0.189308	0.715122	9.469233e-06	0.281765	0.217166	0.217324	0.283745	4	0.999873	0.999968	1.00003	1.00013	1.186178
82	0	-2544236	-2544234	-2.509645	1.593301e+07	1	0.0052908	0.012558	0.00375912	0.103243	0.00203709	0.0948378	0.0399424	0.114899	0.731389	0.00327863	0.00765069	0.0149187	0.00786499	0.00713971	0.00255697	0.00453631	0.0290534	0.270944	0	0.229821	0.225891	0	0.273343	0.270944	0.229821	0.225891	0.273343	0.8502522	0.283692	0.217045	0.216524	0.282739	5	0.999682	0.999919	1.00008	1.00032	1.184956
83	1	-2546519	-2546518	-1.665291	1.981692e+07	1	0.0119576	0.0128777	0.00383773	0.102679	0.00199919	0.0951474	0.0402218	0.115066	0.731597	0.00322969	0.00366784	0.00788737	0.0290901	0.0042646	0.0043691	0.0149994	0.00265418	0.402499	0	0.149066	0.426384	0	0.0220513	0.402499	0.149066	0.426384	0.0220513	4.70616e-06	0.281828	0.217214	0.217372	0.283587	4	0.999714	0.999927	1.00007	1.00029	1.185546
84	0	-2544221	-2544237	16.22551	1e+08	0	0.0052908	0.0126268	0.00395447	0.101716	0.00198413	0.0948378	0.0406681	0.114899	0.731389	0.00322142	0.00753937	0.0149187	0.00772247	0.00713971	0.00269628	0.00438741	0.0293558	0.270944	0	0.229821	0.225891	0	0.273343	0.270944	0.229821	0.225891	0.273343	0.5418631	0.283692	0.217045	0.216524	0.282739	5	0.999873	0.999968	1.00003	1.00013	1.184348
85	1	-2546516	-2546515	-1.675112	4469439	1	0.0123914	0.0127604	0.0039491	0.102679	0.00208816	0.0954449	0.0402218	0.115223	0.731597	0.00330648	0.00373388	0.00788737	0.0294446	0.00403571	0.00446249	0.0146373	0.00266522	0.21331	0	0.0685376	0.451752	0	0.266401	0.21331	0.0685376	0.451752	0.266401	4.391912e-06	0.281828	0.217214	0.217372	0.283587	4	0.999399	0.999846	1.00015	1.0006	1.186528
86	0	-2544226	-2544242	16.39193	1e+08	0	0.00536877	0.0126268	0.00356487	0.101716	0.00203833	0.0952098	0.0406681	0.114899	0.731389	0.00331375	0.00775414	0.0145207	0.00751703	0.0073051	0.00252976	0.00460366	0.0293558	0.270518	0	0.230015	0.226082	0	0.273385	0.270518	0.230015	0.226082	0.273385	0.3751109	0.283692	0.217045	0.216524	0.282739	5	0.999873	0.999968	1.00003	1.00013	1.184381
87	1	-2546505	-2546521	16.74801	1e+08	0	0.0123914	0.0128643	0.00401663	0.102679	0.00199888	0.0954449	0.0398452	0.115223	0.731597	0.00330648	0.00354819	0.00788737	0.0296099	0.00429019	0.00455099	0.0145045	0.00252449	0.11642	0	0.332353	0.0469972	0	0.504229	0.11642	0.332353	0.0469972	0.504229	1.883909e-05	0.281987	0.218215	0.217495	0.282303	4	0.999873	0.999968	1.00003	1.00013	1.186282
88	0	-2544242	-2544240	-1.856783	2.548617e+07	1	0.00551724	0.0123977	0.00371864	0.101716	0.00203833	0.0942537	0.0398651	0.11531	0.733447	0.00325952	0.00764894	0.0148822	0.00751703	0.00738849	0.00252976	0.00424111	0.0293558	0.270518	0	0.230015	0.226082	0	0.273385	0.270518	0.230015	0.226082	0.273385	0.1960803	0.283692	0.217045	0.216524	0.282739	5	0.999748	0.999936	1.00006	1.00025	1.185087
89	1	-2546501	-2546518	16.72204	1e+08	0	0.0124779	0.013157	0.00393318	0.102886	0.00208454	0.0954449	0.0403787	0.115223	0.733782	0.00326981	0.0033316	0.00780677	0.029126	0.00423285	0.00435734	0.0148054	0.00258403	0.372558	0	0.438655	0.166328	0	0.0224588	0.372558	0.438655	0.166328	0.0224588	4.18331e-07	0.282233	0.217533	0.217684	0.28255	4	0.999873	0.999968	1.00003	1.00013	1.188881
90	0	-2544216	-2544233	16.32796	1e+08	0	0.0053066	0.0124952	0.00372716	0.101716	0.0020208	0.0951341	0.0399699	0.11531	0.733447	0.00328575	0.00762501	0.0148822	0.00766785	0.00734222	0.00266525	0.00452036	0.0293919	0.270716	0	0.230184	0.226248	0	0.272852	0.270716	0.230184	0.226248	0.272852	0.4178134	0.283692	0.217045	0.216524	0.282739	5	0.999873	0.999968	1.00003	1.00013	1.186508
91	1	-2546500	-2546517	16.72366	1e+08	0	0.0122561	0.013157	0.00398471	0.102886	0.00205333	0.0953139	0.0403787	0.115223	0.733782	0.00323414	0.00371864	0.00774314	0.029126	0.00423285	0.00435734	0.0146349	0.00263753	0.109618	0	0.0966341	0.321945	0	0.471803	0.109618	0.0966341	0.321945	0.471803	2.793762e-06	0.282233	0.217533	0.217684	0.28255	4	0.999873	0.999968	1.00003	1.00013	1.188719
92	0	-2544244	-2544239	-4.689425	4.305485e+07	1	0.00474186	0.0128864	0.00379207	0.101716	0.00195814	0.0951341	0.0402827	0.11531	0.733447	0.0033231	0.00755522	0.0144349	0.00803729	0.00757304	0.00269128	0.00440295	0.0293919	0.270716	0	0.230184	0.226248	0	0.272852	0.270716	0.230184	0.226248	0.272852	3.012807	0.283692	0.217045	0.216524	0.282739	5	0.999806	0.999951	1.00005	1.00019	1.186679
93	1	-2546519	-2546518	-1.697301	7.336672e+07	1	0.0122015	0.0129665	0.0039574	0.102778	0.00199154	0.0953139	0.0403787	0.115223	0.733782	0.00331378	0.00360699	0.00783454	0.029126	0.00444762	0.00461227	0.0145754	0.00263753	0.0447466	0	0.00711682	0.5414	0	0.406736	0.0447466	0.00711682	0.5414	0.406736	1.150109e-05	0.282211	0.217516	0.217744	0.282528	4	0.999852	0.999961	1.00004	1.00015	1.188746
94	0	-2544240	-2544237	-2.85215	4.722703e+07	1	0.00539628	0.0124254	0.00379152	0.101716	0.00194697	0.0951341	0.0398616	0.11524	0.733447	0.00331214	0.00752974	0.0146286	0.00770249	0.00757304	0.00269818	0.00461499	0.0293889	0.271074	0	0.230071	0.226137	0	0.272718	0.271074	0.230071	0.226137	0.272718	1.178247	0.283462	0.21687	0.217159	0.28251	5	0.999815	0.999953	1.00005	1.00019	1.186407
95	1	-2546505	-2546521	16.72293	1e+08	0	0.0127082	0.0126003	0.00378596	0.102778	0.00196014	0.0958347	0.0403787	0.115223	0.733782	0.003296	0.00354074	0.00783454	0.0293932	0.00417986	0.00435966	0.0145754	0.00255931	0.525976	0	0.176648	0.265718	0	0.0316585	0.525976	0.176648	0.265718	0.0316585	2.57876e-05	0.282211	0.217516	0.217744	0.282528	4	0.999873	0.999968	1.00003	1.00013	1.188789
96	0	-2544221	-2544237	16.08316	1e+08	0	0.00517472	0.0128262	0.00367117	0.101716	0.0019934	0.0951341	0.0398616	0.11524	0.731396	0.00323242	0.00758092	0.0146286	0.00770249	0.00740496	0.00251873	0.00444318	0.0298259	0.270502	0	0.229586	0.227376	0	0.272536	0.270502	0.229586	0.227376	0.272536	0.6841872	0.283071	0.216571	0.21686	0.283498	5	0.999873	0.999968	1.00003	1.00013	1.18435
97	1	-2546519	-2546517	-1.70263	6.521532e+07	1	0.0125543	0.0125629	0.00378596	0.102778	0.00200224	0.0958347	0.0398222	0.116029	0.733782	0.003296	0.00350557	0.00792157	0.0291335	0.00448411	0.00431804	0.0149111	0.00255931	0.502971	0	0.109367	0.337172	0	0.0504893	0.502971	0.109367	0.337172	0.0504893	8.244408e-07	0.282211	0.217516	0.217744	0.282528	4	0.999843	0.99996	1.00004	1.00016	1.18928
98	0	-2544244	-2544241	-3.492159	4.128974e+07	1	0.00517472	0.0125406	0.00383219	0.101716	0.0019934	0.0951341	0.0399097	0.11524	0.731396	0.00331753	0.00797918	0.0146286	0.00788733	0.00751761	0.00251981	0.00429159	0.0298259	0.270398	0	0.229498	0.227289	0	0.272815	0.270398	0.229498	0.227289	0.272815	1.833285	0.283071	0.216571	0.21686	0.283498	5	0.999802	0.99995	1.00005	1.0002	1.184904
99	1	-2546519	-2546517	-1.690597	7.613233e+07	1	0.0123465	0.0126893	0.00374341	0.102554	0.00198019	0.0958347	0.0398222	0.114671	0.733782	0.003296	0.00360612	0.00772719	0.0296543	0.00437326	0.00452114	0.0148833	0.00259135	0.142113	0	0.115395	0.282638	0	0.459854	0.142113	0.115395	0.282638	0.459854	1.264901e-05	0.282211	0.217516	0.217744	0.282528	4	0.999854	0.999963	1.00004	1.00015	1.188075
100	0	-2544239	-2544237	-2.000941	9.103243e+07	1	0.00517828	0.0127038	0.00389723	0.103072	0.00214446	0.0944223	0.0397122	0.11524	0.731396	0.00331258	0.00742103	0.0146286	0.00788733	0.00760358	0.0024934	0.00445826	0.0291856	0.270664	0	0.229723	0.227512	0	0.272101	0.270664	0.229723	0.227512	0.272101	0.3435513	0.283071	0.216571	0.21686	0.283498	5	0.999867	0.999966	1.00003	1.00013	1.184756
101	1	-2546497	-2546514	16.72281	1e+08	0	0.0123465	0.0126893	0.00377589	0.102926	0.00207297	0.0952487	0.0405599	0.114671	0.733782	0.00332655	0.00369836	0.00772719	0.0296543	0.004155	0.00452114	0.0150592	0.00259135	0.361717	0	0.0691733	0.272629	0	0.296481	0.361717	0.0691733	0.272629	0.296481	1.289539e-06	0.282211	0.217516	0.217744	0.282528	4	0.999873	0.999968	1.00003	1.00013	1.188804
102	0	-2544244	-2544242	-1.812871	6.529565e+07	1	0.00518145	0.0121779	0.00385789	0.102285	0.00208122	0.0944223	0.0397122	0.11524	0.731396	0.003349	0.00771137	0.0150781	0.0079063	0.00715673	0.00262501	0.00425983	0.0295401	0.270162	0	0.229297	0.22709	0	0.273451	0.270162	0.229297	0.22709	0.273451	0.1632387	0.283071	0.216571	0.21686	0.283498	5	0.999842	0.99996	1.00004	1.00016	1.18398
103	1	-2546498	-2546514	16.73113	1e+08	0	0.0123465	0.0126924	0.00377754	0.102926	0.00207297	0.0952487	0.0397801	0.114853	0.733377	0.0034662	0.00371672	0.00784431	0.0295204	0.004155	0.00455458	0.0150592	0.00258207	0.332052	0	0.453347	0.00317843	0	0.211422	0.332052	0.453347	0.00317843	0.211422	3.994871e-07	0.282211	0.217516	0.217744	0.282528	4	0.999873	0.999968	1.00003	1.00013	1.187972
104	0	-2544228	-2544242	13.97951	1e+08	0	0.00524232	0.0131543	0.00388417	0.103253	0.00204935	0.0954086	0.0402187	0.114944	0.731396	0.00325904	0.00746505	0.0150781	0.00798324	0.00740198	0.00269067	0.00427091	0.0292718	0.270162	0	0.229297	0.22709	0	0.273451	0.270162	0.229297	0.22709	0.273451	2.761623	0.283071	0.216571	0.21686	0.283498	5	0.999873	0.999968	1.00003	1.00013	1.186972
105	1	-2546526	-2546525	-1.666827	7.364658e+07	1	0.0124224	0.012237	0.00388922	0.102473	0.00199796	0.0952487	0.0392307	0.114853	0.733377	0.00327305	0.00382642	0.00784431	0.0289916	0.004155	0.0046245	0.0145905	0.00266392	0.272576	0	0.189602	0.282967	0	0.254855	0.272576	0.189602	0.282967	0.254855	1.718482e-05	0.282318	0.21722	0.217827	0.282635	4	0.999852	0.999962	1.00004	1.00015	1.185698
106	0	-2544236	-2544235	-1.693913	5.147783e+07	1	0.0051328	0.0125371	0.00398648	0.102175	0.00198566	0.0945956	0.0402187	0.115484	0.732633	0.00321437	0.00746505	0.0148598	0.00799946	0.00740198	0.00261023	0.00436916	0.0295607	0.270867	0	0.229895	0.225074	0	0.274164	0.270867	0.229895	0.225074	0.274164	0.02179253	0.283071	0.216571	0.21686	0.283498	5	0.999823	0.999955	1.00004	1.00018	1.186229
107	1	-2546518	-2546516	-1.673048	5.647738e+07	1	0.0123794	0.0126718	0.00395982	0.102473	0.001997	0.0952487	0.0392307	0.114718	0.733377	0.00323554	0.00381861	0.0077554	0.0293212	0.00410776	0.00452204	0.0149269	0.00257869	0.25414	0	0.0344399	0.0905948	0	0.620825	0.25414	0.0344399	0.0905948	0.620825	2.065257e-06	0.282318	0.21722	0.217827	0.282635	4	0.999831	0.999957	1.00004	1.00017	1.186322
108	0	-2544239	-2544236	-3.417489	3.825325e+07	1	0.00520131	0.0125371	0.00389345	0.101463	0.00205066	0.0949233	0.0404784	0.115484	0.732633	0.0033287	0.00750026	0.0148598	0.00778439	0.00736073	0.00264616	0.00445943	0.0295607	0.270867	0	0.229895	0.225074	0	0.274164	0.270867	0.229895	0.225074	0.274164	1.746023	0.283071	0.216571	0.21686	0.283498	5	0.999794	0.999948	1.00005	1.00021	1.186164
