Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	pi[1]	pi[2]	pi[3]	pi[4]
70	0	-2544502	-2544521	19.01156	0.00567253	0.0129419	0.00441847	0.101396	0.00210969	0.0940391	0.0401353	0.119642	0.732936	0.00326592	0.00770904	0.00419065	0.0339987	0.00441936	0.00269869	0.00452136	0.0160931	0.271383	0	0.229944	0.226859	0	0.271814	0.271383	0.229944	0.226859	0.271814	0.283606	0.217228	0.216915	0.282251
71	1	-2544224	-2544243	19.01312	0.00494625	0.0128294	0.0037051	0.10271	0.00201648	0.0954468	0.0400579	0.115282	0.73484	0.00329103	0.0075399	0.0295357	0.00818349	0.00449608	0.00276498	0.00745669	0.0149293	0.274404	0	0.230359	0.223478	0	0.271759	0.274404	0.230359	0.223478	0.271759	0.282112	0.217503	0.217371	0.283014
72	0	-2544497	-2544516	19.04715	0.00545233	0.0128072	0.00425654	0.10195	0.00207808	0.0938326	0.0395577	0.11859	0.731962	0.00324841	0.00760077	0.00428616	0.034284	0.00430278	0.00254348	0.00449058	0.0153866	0.270971	0	0.229595	0.226515	0	0.272919	0.270971	0.229595	0.226515	0.272919	0.283728	0.217191	0.216878	0.282203
73	1	-2544227	-2544246	19.04747	0.0051697	0.0127751	0.00419076	0.102642	0.00200792	0.0954368	0.0402466	0.115195	0.732044	0.00323274	0.00768937	0.029331	0.00779165	0.00442665	0.00254717	0.00717589	0.0146936	0.274404	0	0.230359	0.223478	0	0.271759	0.274404	0.230359	0.223478	0.271759	0.282112	0.217503	0.217371	0.283014
74	0	-2544501	-2544520	18.99516	0.00535105	0.0124758	0.00435302	0.101867	0.0022329	0.0938814	0.0398734	0.118255	0.736507	0.00328745	0.00782365	0.00429708	0.0342241	0.00444429	0.00258782	0.00455624	0.0158095	0.271479	0	0.230026	0.225065	0	0.273431	0.271479	0.230026	0.225065	0.273431	0.283535	0.217043	0.217411	0.282011
75	1	-2544224	-2544243	19.05287	0.00516317	0.0126942	0.00402939	0.10294	0.00193602	0.0944384	0.0396421	0.115282	0.732829	0.0032962	0.00737664	0.0294533	0.00780119	0.00446223	0.00263141	0.00725447	0.0148273	0.274404	0	0.230359	0.223478	0	0.271759	0.274404	0.230359	0.223478	0.271759	0.282112	0.217503	0.217371	0.283014
76	0	-2544504	-2544523	19.02641	0.00550546	0.0126649	0.00443901	0.102978	0.00209713	0.0943882	0.0407177	0.117857	0.731326	0.00348691	0.0076247	0.00451282	0.0342874	0.00421242	0.0025919	0.00437147	0.015641	0.271479	0	0.230026	0.225065	0	0.273431	0.271479	0.230026	0.225065	0.273431	0.283535	0.217043	0.217411	0.282011
77	1	-2544224	-2544243	19.02193	0.00519492	0.0126646	0.00390194	0.102752	0.00211714	0.0944879	0.0407774	0.115093	0.734516	0.00331578	0.00777093	0.0292149	0.00801578	0.00449175	0.00258572	0.00724428	0.0150067	0.274404	0	0.230359	0.223478	0	0.271759	0.274404	0.230359	0.223478	0.271759	0.282112	0.217503	0.217371	0.283014
78	0	-2544495	-2544514	19.05029	0.00577762	0.0124662	0.00442281	0.101632	0.00202962	0.0938333	0.0404557	0.118149	0.73166	0.00329373	0.00751806	0.00444559	0.033575	0.00435547	0.00263891	0.00446952	0.015592	0.271479	0	0.230026	0.225065	0	0.273431	0.271479	0.230026	0.225065	0.273431	0.283512	0.217106	0.217394	0.281988
79	1	-2544225	-2544244	19.05929	0.00519536	0.0127557	0.00402194	0.102749	0.00209607	0.0947082	0.0399494	0.114237	0.733176	0.00323951	0.00751816	0.0290828	0.00762473	0.00432686	0.00267525	0.00737978	0.014678	0.274404	0	0.230359	0.223478	0	0.271759	0.274404	0.230359	0.223478	0.271759	0.282112	0.217503	0.217371	0.283014
80	0	-2544496	-2544515	19.02411	0.00589467	0.0127985	0.0042849	0.102299	0.00210233	0.0944385	0.040015	0.118277	0.73219	0.00330311	0.00726097	0.0045005	0.0339452	0.00455257	0.00264848	0.00454872	0.0158716	0.271479	0	0.230026	0.225065	0	0.273431	0.271479	0.230026	0.225065	0.273431	0.283512	0.217106	0.217394	0.281988
81	1	-2544230	-2544249	19.04715	0.00547082	0.0127796	0.0040446	0.103241	0.00210373	0.0961661	0.0399299	0.114678	0.731666	0.00333498	0.00747801	0.0290016	0.00748934	0.00448869	0.00263131	0.00729938	0.0148248	0.274404	0	0.230359	0.223478	0	0.271759	0.274404	0.230359	0.223478	0.271759	0.282112	0.217503	0.217371	0.283014
82	0	-2544505	-2544524	19.05918	0.00582627	0.0124711	0.00410372	0.101622	0.00216545	0.0946611	0.0402267	0.118404	0.729202	0.00307591	0.00767852	0.00435965	0.0342188	0.00446262	0.00261836	0.00439785	0.0159316	0.271479	0	0.230026	0.225065	0	0.273431	0.271479	0.230026	0.225065	0.273431	0.283512	0.217106	0.217394	0.281988
83	1	-2544222	-2544241	19.07428	0.00517315	0.0128144	0.00383248	0.102892	0.002096	0.0945075	0.0397522	0.115369	0.730171	0.00318331	0.00747738	0.0294393	0.00809387	0.00448071	0.00258207	0.007395	0.0146572	0.273516	0	0.229613	0.225991	0	0.27088	0.273516	0.229613	0.225991	0.27088	0.28201	0.217424	0.217656	0.282911
84	0	-2544496	-2544515	19.05931	0.00552871	0.012757	0.00436899	0.101413	0.00208867	0.0938076	0.0400993	0.118667	0.73045	0.00320893	0.00738445	0.00433177	0.0341072	0.00435625	0.00259794	0.00459279	0.0156533	0.271479	0	0.230026	0.225065	0	0.273431	0.271479	0.230026	0.225065	0.273431	0.284046	0.216333	0.217101	0.28252
85	1	-2544221	-2544240	19.03187	0.00486781	0.0125304	0.0039922	0.102645	0.00209956	0.0949024	0.0397356	0.115591	0.734108	0.0033594	0.00758069	0.0298967	0.00787665	0.00438909	0.00258654	0.0073595	0.0146371	0.272954	0	0.231195	0.225527	0	0.270324	0.272954	0.231195	0.225527	0.270324	0.282362	0.216479	0.217896	0.283264
86	0	-2544497	-2544516	19.02323	0.00561254	0.0125926	0.00428628	0.10177	0.0019541	0.0942542	0.0402609	0.117704	0.733986	0.00332247	0.00748506	0.00409564	0.0342173	0.0044553	0.00265392	0.00446236	0.015908	0.271479	0	0.230026	0.225065	0	0.273431	0.271479	0.230026	0.225065	0.273431	0.284046	0.216333	0.217101	0.28252
87	1	-2544218	-2544238	19.03704	0.00497113	0.0126369	0.00388816	0.102697	0.00215481	0.0946438	0.0399899	0.114942	0.733851	0.00341012	0.00781598	0.0294792	0.00777076	0.00447022	0.00268365	0.00733621	0.0148984	0.272954	0	0.231195	0.225527	0	0.270324	0.272954	0.231195	0.225527	0.270324	0.282362	0.216479	0.217896	0.283264
88	0	-2544497	-2544516	19.05121	0.005642	0.0124566	0.00414784	0.10193	0.00200184	0.0944764	0.0402258	0.117671	0.731276	0.00329169	0.00764085	0.0045259	0.0339414	0.0043735	0.00258053	0.00432802	0.0157136	0.271691	0	0.230206	0.225241	0	0.272862	0.271691	0.230206	0.225241	0.272862	0.284124	0.216118	0.217161	0.282597
89	1	-2544218	-2544237	19.02563	0.00523312	0.012785	0.00377607	0.102754	0.002097	0.0950082	0.0400414	0.114249	0.735173	0.00332836	0.00759611	0.029623	0.00791778	0.00438447	0.00267313	0.00734471	0.0147969	0.272954	0	0.231195	0.225527	0	0.270324	0.272954	0.231195	0.225527	0.270324	0.282234	0.216833	0.217797	0.283136
90	0	-2544498	-2544517	19.03526	0.00590856	0.0126705	0.00434515	0.102242	0.00210926	0.0945318	0.0402537	0.11838	0.731294	0.00328974	0.0074513	0.00441825	0.0342372	0.00434002	0.00249487	0.00422185	0.0156293	0.271691	0	0.230206	0.225241	0	0.272862	0.271691	0.230206	0.225241	0.272862	0.284124	0.216118	0.217161	0.282597
91	1	-2544222	-2544241	19.08947	0.00505967	0.0126617	0.00371974	0.102937	0.00194026	0.0947226	0.0399645	0.11542	0.728176	0.00333482	0.00783582	0.0292472	0.00787445	0.00445145	0.00258531	0.00755713	0.0149087	0.272954	0	0.231195	0.225527	0	0.270324	0.272954	0.231195	0.225527	0.270324	0.282234	0.216833	0.217797	0.283136
92	0	-2544498	-2544517	19.01827	0.00547966	0.0127362	0.00446531	0.102287	0.00196169	0.0941515	0.0397463	0.118096	0.733447	0.0033654	0.00786463	0.00461192	0.0338743	0.0042411	0.00259169	0.00460263	0.0159938	0.271903	0	0.229834	0.225417	0	0.272847	0.271903	0.229834	0.225417	0.272847	0.283031	0.216448	0.217492	0.283029
93	1	-2544217	-2544236	19.06405	0.0050515	0.0125673	0.00382995	0.103229	0.00200333	0.0949419	0.0399874	0.115011	0.730825	0.00335476	0.00761323	0.0295285	0.00776729	0.00446089	0.00260016	0.00727039	0.0148973	0.272966	0	0.231205	0.225493	0	0.270335	0.272966	0.231205	0.225493	0.270335	0.282234	0.216833	0.217797	0.283136
94	0	-2544496	-2544515	19.04407	0.00576378	0.0129793	0.00444304	0.102071	0.00201569	0.094543	0.0398354	0.117129	0.732273	0.00333847	0.0073183	0.00422249	0.0337866	0.0043569	0.00253024	0.00453675	0.0157945	0.271903	0	0.229834	0.225417	0	0.272847	0.271903	0.229834	0.225417	0.272847	0.282939	0.216702	0.217422	0.282937
95	1	-2544221	-2544240	19.0323	0.00481278	0.01238	0.00382924	0.102426	0.00207162	0.0948737	0.0403239	0.115005	0.735275	0.00321135	0.00751629	0.0294505	0.00790612	0.00425151	0.00250122	0.00724012	0.0150386	0.272674	0	0.230958	0.225252	0	0.271116	0.272674	0.230958	0.225252	0.271116	0.282234	0.216833	0.217797	0.283136
96	0	-2544492	-2544511	19.02	0.00553669	0.0123894	0.00446074	0.102198	0.00199698	0.0944387	0.04031	0.118547	0.733244	0.00334401	0.00757987	0.00443016	0.0337247	0.00420975	0.00262683	0.00450049	0.0158065	0.271903	0	0.229834	0.225417	0	0.272847	0.271903	0.229834	0.225417	0.272847	0.282939	0.216702	0.217422	0.282937
97	1	-2544223	-2544242	19.05428	0.00488386	0.0129581	0.00392119	0.102148	0.00206709	0.0957077	0.0394859	0.114714	0.732397	0.00333425	0.0078803	0.0293446	0.00797774	0.00446973	0.00258379	0.00707936	0.0149637	0.272674	0	0.230958	0.225252	0	0.271116	0.272674	0.230958	0.225252	0.271116	0.282132	0.216825	0.218008	0.283034
98	0	-2544491	-2544510	19.01863	0.00560972	0.0125345	0.00423747	0.10122	0.00199784	0.094916	0.0398341	0.119076	0.733656	0.0033653	0.00751843	0.00418033	0.0340602	0.00447345	0.00261273	0.00445135	0.0157364	0.271903	0	0.229834	0.225417	0	0.272847	0.271903	0.229834	0.225417	0.272847	0.282939	0.216702	0.217422	0.282937
99	1	-2544219	-2544239	19.06131	0.00505993	0.0123421	0.00384772	0.102237	0.00190389	0.0955947	0.0399671	0.115558	0.731762	0.00323981	0.00755024	0.0289907	0.0079285	0.0045207	0.00262181	0.00722993	0.0148581	0.272674	0	0.230958	0.225252	0	0.271116	0.272674	0.230958	0.225252	0.271116	0.28241	0.217039	0.217239	0.283312
100	0	-2544494	-2544513	19.03449	0.00571415	0.0128643	0.00439167	0.101295	0.00200826	0.0950597	0.040232	0.118471	0.731323	0.00318084	0.00735727	0.00429341	0.034296	0.00435125	0.00267761	0.0046431	0.0157368	0.271903	0	0.229834	0.225417	0	0.272847	0.271903	0.229834	0.225417	0.272847	0.282939	0.216702	0.217422	0.282937
101	1	-2544219	-2544238	19.05899	0.00513156	0.0128448	0.0037672	0.103553	0.0020453	0.094705	0.0398959	0.115722	0.730186	0.00318424	0.00779156	0.0292645	0.00813523	0.00435456	0.00265066	0.00738519	0.0148283	0.272991	0	0.230064	0.225514	0	0.271431	0.272991	0.230064	0.225514	0.271431	0.282287	0.216944	0.217579	0.283189
102	0	-2544492	-2544511	19.03981	0.00545861	0.0127348	0.00429845	0.101311	0.00206867	0.0936096	0.0396478	0.118661	0.732904	0.00336533	0.00767107	0.00423912	0.0339784	0.00436534	0.00262327	0.00452687	0.0158985	0.271903	0	0.229834	0.225417	0	0.272847	0.271903	0.229834	0.225417	0.272847	0.282939	0.216702	0.217422	0.282937
103	1	-2544219	-2544238	19.05285	0.00530541	0.0125515	0.00368342	0.102679	0.0019901	0.0948492	0.0397815	0.114486	0.732696	0.0032551	0.00762757	0.0295271	0.00827518	0.00454477	0.00256814	0.00734993	0.0148883	0.272597	0	0.229577	0.225037	0	0.272788	0.272597	0.229577	0.225037	0.272788	0.282287	0.216944	0.217579	0.283189
104	0	-2544493	-2544512	19.01082	0.00548404	0.0128104	0.00438474	0.101781	0.00194491	0.0943756	0.040095	0.118818	0.733998	0.00329343	0.00740122	0.00422983	0.0342859	0.0043563	0.00261467	0.00447	0.0159179	0.272999	0	0.230245	0.224735	0	0.272021	0.272999	0.230245	0.224735	0.272021	0.282939	0.216702	0.217422	0.282937
105	1	-2544214	-2544233	19.03741	0.00505421	0.0127754	0.00383489	0.102192	0.00211873	0.0948189	0.0399771	0.114885	0.734514	0.00337739	0.00739159	0.0293847	0.00780969	0.00447215	0.00261959	0.00759231	0.0147855	0.272176	0	0.22971	0.225168	0	0.272946	0.272176	0.22971	0.225168	0.272946	0.282287	0.216944	0.217579	0.283189
106	0	-2544495	-2544514	19.03571	0.00566033	0.012669	0.00439044	0.101789	0.00199928	0.0955786	0.0397959	0.117967	0.731185	0.00332168	0.00762806	0.00442006	0.034136	0.00438208	0.00265589	0.00464575	0.0155486	0.272999	0	0.230245	0.224735	0	0.272021	0.272999	0.230245	0.224735	0.272021	0.282939	0.216702	0.217422	0.282937
107	1	-2544215	-2544234	19.01212	0.00500447	0.0127664	0.00395134	0.102478	0.00206859	0.0956085	0.0400705	0.11552	0.735003	0.00336677	0.00795662	0.0292068	0.00793357	0.00446786	0.0026254	0.00731695	0.0147866	0.272176	0	0.22971	0.225168	0	0.272946	0.272176	0.22971	0.225168	0.272946	0.282287	0.216944	0.217579	0.283189
108	0	-2544505	-2544524	19.07356	0.00550154	0.0126966	0.00435317	0.102631	0.00195865	0.0933458	0.040265	0.117718	0.72878	0.00324622	0.0074565	0.0045313	0.0346631	0.00431773	0.00248954	0.00429373	0.0157397	0.272592	0	0.229902	0.22589	0	0.271616	0.272592	0.229902	0.22589	0.271616	0.282939	0.216702	0.217422	0.282937
109	1	-2544217	-2544236	19.03091	0.00516695	0.0126668	0.00401936	0.102456	0.00207971	0.0948142	0.0407063	0.115428	0.733327	0.00330888	0.00757243	0.0293039	0.00768615	0.00435541	0.0026067	0.00770227	0.015052	0.272176	0	0.22971	0.225168	0	0.272946	0.272176	0.22971	0.225168	0.272946	0.282287	0.216944	0.217579	0.283189
110	0	-2544494	-2544513	19.03575	0.00554797	0.0124147	0.00438878	0.102069	0.0021032	0.0943466	0.0400462	0.118598	0.732121	0.00333234	0.00746971	0.00431128	0.0335972	0.00442315	0.0025774	0.00470929	0.015713	0.272592	0	0.229902	0.22589	0	0.271616	0.272592	0.229902	0.22589	0.271616	0.282939	0.216702	0.217422	0.282937
111	1	-2544217	-2544236	19.04296	0.0050298	0.0122795	0.00380163	0.103043	0.00196452	0.0948648	0.0398447	0.11485	0.733423	0.00332695	0.00757507	0.0295398	0.00802607	0.00441672	0.00258589	0.00724702	0.0152298	0.271895	0	0.230505	0.224936	0	0.272665	0.271895	0.230505	0.224936	0.272665	0.282287	0.216944	0.217579	0.283189
112	0	-2544492	-2544511	19.02736	0.00545218	0.0124749	0.00426097	0.101757	0.00211935	0.0947726	0.0398734	0.118611	0.732652	0.00336055	0.00788853	0.00429498	0.0338064	0.00442559	0.00267925	0.00441874	0.0157599	0.272822	0	0.230096	0.225236	0	0.271846	0.272822	0.230096	0.225236	0.271846	0.282939	0.216702	0.217422	0.282937
113	1	-2544219	-2544238	19.00511	0.00515275	0.0128306	0.00375934	0.103556	0.0019348	0.094734	0.0404361	0.115253	0.735841	0.00338513	0.00773604	0.0292503	0.00778271	0.00462636	0.0026225	0.00722741	0.0147033	0.272092	0	0.230442	0.224875	0	0.272591	0.272092	0.230442	0.224875	0.272591	0.282287	0.216944	0.217579	0.283189
114	0	-2544494	-2544513	19.02687	0.00590952	0.0127161	0.00433441	0.101288	0.00200215	0.0946809	0.0401837	0.117826	0.732905	0.00338093	0.00706184	0.00448281	0.0343003	0.00451642	0.0026425	0.00459815	0.0158279	0.272727	0	0.230366	0.225157	0	0.271751	0.272727	0.230366	0.225157	0.271751	0.282939	0.216702	0.217422	0.282937
115	1	-2544215	-2544234	19.01809	0.00527168	0.0128433	0.00377384	0.103301	0.00201272	0.0952504	0.0396987	0.115053	0.735173	0.00319568	0.00770435	0.0293286	0.00770887	0.00453653	0.00259161	0.00728081	0.0148109	0.272092	0	0.230442	0.224875	0	0.272591	0.272092	0.230442	0.224875	0.272591	0.282287	0.216944	0.217579	0.283189
116	0	-2544497	-2544516	19.01092	0.00537063	0.0127369	0.00442884	0.101131	0.00214247	0.094569	0.0399775	0.118521	0.734949	0.00320988	0.00787786	0.00436134	0.0342259	0.0041806	0.00251378	0.00435127	0.0157052	0.272727	0	0.230366	0.225157	0	0.271751	0.272727	0.230366	0.225157	0.271751	0.282939	0.216702	0.217422	0.282937
117	1	-2544227	-2544246	18.97741	0.00490227	0.012958	0.00408303	0.102569	0.0021467	0.0952906	0.0399183	0.115749	0.737602	0.00329259	0.00762775	0.0297224	0.00769304	0.00451765	0.00260332	0.00770712	0.0152199	0.272092	0	0.230442	0.224875	0	0.272591	0.272092	0.230442	0.224875	0.272591	0.282287	0.216944	0.217579	0.283189
118	0	-2544500	-2544519	19.04742	0.00575975	0.0126378	0.0043419	0.100138	0.00197023	0.0942196	0.0399754	0.11946	0.73128	0.00338126	0.0076455	0.0042839	0.0342823	0.00440968	0.00260426	0.00444127	0.0157695	0.270601	0	0.23078	0.225932	0	0.272686	0.270601	0.23078	0.225932	0.272686	0.282939	0.216702	0.217422	0.282937
119	1	-2544214	-2544234	19.05815	0.0053135	0.0124812	0.00377011	0.10278	0.00202912	0.094428	0.0402595	0.115108	0.73218	0.00328376	0.00762792	0.0297233	0.00763635	0.00437859	0.00259081	0.00731466	0.0146237	0.272092	0	0.230442	0.224875	0	0.272591	0.272092	0.230442	0.224875	0.272591	0.282287	0.216944	0.217579	0.283189
120	0	-2544494	-2544513	19.04418	0.00537313	0.0125708	0.00436934	0.101235	0.00207409	0.0950858	0.040233	0.117608	0.732078	0.00334395	0.00771008	0.00448195	0.0337803	0.00429811	0.00258569	0.00444371	0.0156553	0.270601	0	0.23078	0.225932	0	0.272686	0.270601	0.23078	0.225932	0.272686	0.282939	0.216702	0.217422	0.282937
121	1	-2544217	-2544236	19.04895	0.00515249	0.0127263	0.00375907	0.102684	0.00188844	0.0949184	0.0398632	0.115337	0.732886	0.00343785	0.0074694	0.0290488	0.00794359	0.00434242	0.00255747	0.00738389	0.0150507	0.272092	0	0.230442	0.224875	0	0.272591	0.272092	0.230442	0.224875	0.272591	0.282505	0.217112	0.216976	0.283407
122	0	-2544490	-2544509	19.02195	0.00574713	0.012665	0.00433238	0.10149	0.00210488	0.0948875	0.040231	0.1186	0.733031	0.00335685	0.00718468	0.00447064	0.0339447	0.00447888	0.00256449	0.00450144	0.0155581	0.272108	0	0.230304	0.225465	0	0.272123	0.272108	0.230304	0.225465	0.272123	0.282939	0.216702	0.217422	0.282937
123	1	-2544218	-2544237	19.07359	0.00513401	0.012711	0.00367079	0.103459	0.00202754	0.095316	0.0404004	0.11442	0.729791	0.0033629	0.00769491	0.0290054	0.00770393	0.00440944	0.00262612	0.00733353	0.0149196	0.272092	0	0.230442	0.224875	0	0.272591	0.272092	0.230442	0.224875	0.272591	0.282505	0.217112	0.216976	0.283407
124	0	-2544491	-2544510	19.03181	0.00561882	0.0125694	0.00429839	0.101708	0.00201923	0.0942842	0.0403063	0.118709	0.732085	0.00334638	0.00753111	0.00431744	0.0344101	0.00425012	0.00252122	0.00452445	0.015663	0.272108	0	0.230304	0.225465	0	0.272123	0.272108	0.230304	0.225465	0.272123	0.282939	0.216702	0.217422	0.282937
125	1	-2544217	-2544236	19.03486	0.00521812	0.0125856	0.00385127	0.10156	0.00201051	0.0956403	0.039806	0.115319	0.73402	0.00343587	0.00774932	0.0294544	0.00759625	0.00444605	0.00270723	0.00737038	0.0150873	0.272092	0	0.230442	0.224875	0	0.272591	0.272092	0.230442	0.224875	0.272591	0.282505	0.217112	0.216976	0.283407
126	0	-2544490	-2544509	19.0342	0.00577139	0.012724	0.00428859	0.101542	0.00200722	0.0946157	0.0399926	0.118819	0.732223	0.00330393	0.00714628	0.00442996	0.0338626	0.00441064	0.00273388	0.00440735	0.015645	0.272303	0	0.230242	0.225405	0	0.27205	0.272303	0.230242	0.225405	0.27205	0.282939	0.216702	0.217422	0.282937
127	1	-2544218	-2544237	19.0132	0.00476574	0.0128364	0.00395319	0.102802	0.00196154	0.0946885	0.0399176	0.115657	0.735773	0.00322987	0.0075118	0.0294159	0.00802352	0.00456271	0.00253554	0.00724315	0.015146	0.272092	0	0.230442	0.224875	0	0.272591	0.272092	0.230442	0.224875	0.272591	0.282505	0.217112	0.216976	0.283407
128	0	-2544496	-2544515	19.0566	0.0056148	0.0122463	0.00413528	0.101924	0.00204176	0.0946485	0.0400748	0.118267	0.730583	0.00335399	0.00752686	0.00429228	0.0338942	0.00434932	0.00259432	0.00425718	0.0158804	0.27227	0	0.230214	0.225378	0	0.272139	0.27227	0.230214	0.225378	0.272139	0.283239	0.216931	0.216594	0.283236
129	1	-2544220	-2544239	19.04406	0.00457431	0.0126115	0.00392233	0.103287	0.00213972	0.0943959	0.0400476	0.115593	0.732522	0.00328411	0.00751047	0.0291369	0.00827365	0.00440164	0.00267295	0.00760423	0.0149595	0.272092	0	0.230442	0.224875	0	0.272591	0.272092	0.230442	0.224875	0.272591	0.282505	0.217112	0.216976	0.283407
130	0	-2544498	-2544517	19.0882	0.00540312	0.0124949	0.0045612	0.101597	0.0020507	0.0938903	0.039884	0.118228	0.728678	0.00338512	0.00742103	0.00433938	0.0337381	0.00439093	0.00252683	0.00450023	0.0154345	0.27227	0	0.230214	0.225378	0	0.272139	0.27227	0.230214	0.225378	0.272139	0.28339	0.217047	0.216709	0.282854
131	1	-2544219	-2544238	19.02771	0.00508112	0.0125563	0.00378298	0.102934	0.00191466	0.0953942	0.0401885	0.114808	0.734266	0.00330745	0.00757849	0.029194	0.00794992	0.00441284	0.00272605	0.00753855	0.0149401	0.273896	0	0.230185	0.224624	0	0.271296	0.273896	0.230185	0.224624	0.271296	0.282547	0.217144	0.216859	0.28345
132	0	-2544493	-2544512	19.01026	0.00531255	0.0126522	0.00435145	0.101057	0.00206652	0.0949744	0.0401645	0.118546	0.735073	0.00324536	0.00768692	0.00437975	0.0337788	0.00426723	0.00267047	0.00441047	0.0156814	0.271965	0	0.229956	0.225125	0	0.272953	0.271965	0.229956	0.225125	0.272953	0.28339	0.217047	0.216709	0.282854
133	1	-2544217	-2544236	19.02045	0.00517178	0.0126096	0.00371017	0.10328	0.00208584	0.0947981	0.040351	0.115409	0.734366	0.00336944	0.00779703	0.0295077	0.00776341	0.00442301	0.00267005	0.00720048	0.0147855	0.270615	0	0.231217	0.225631	0	0.272537	0.270615	0.231217	0.225631	0.272537	0.282547	0.217144	0.216859	0.28345
134	0	-2544496	-2544515	19.04453	0.00561998	0.0125124	0.00418466	0.100701	0.00203666	0.0949151	0.039928	0.11797	0.732582	0.0034541	0.00730364	0.00459543	0.033909	0.00434179	0.00265367	0.00456204	0.0156203	0.271603	0	0.22965	0.226158	0	0.272589	0.271603	0.22965	0.226158	0.272589	0.28339	0.217047	0.216709	0.282854
135	1	-2544222	-2544242	19.0553	0.0051833	0.0123343	0.00378865	0.102852	0.0020516	0.0947183	0.0400917	0.115662	0.731948	0.00336659	0.0072391	0.02945	0.00805751	0.00438232	0.00262927	0.00720394	0.0148559	0.270615	0	0.231217	0.225631	0	0.272537	0.270615	0.231217	0.225631	0.272537	0.282024	0.217302	0.217017	0.283656
136	0	-2544495	-2544514	19.04425	0.00591901	0.0125176	0.00432407	0.101991	0.00201759	0.0941481	0.040361	0.118607	0.729755	0.00334598	0.00742417	0.00462186	0.0343882	0.00442844	0.0026446	0.00454056	0.0158837	0.271618	0	0.229608	0.226171	0	0.272604	0.271618	0.229608	0.226171	0.272604	0.28339	0.217047	0.216709	0.282854
137	1	-2544220	-2544239	19.02159	0.0052244	0.012835	0.0037919	0.102595	0.00199384	0.0945772	0.0398141	0.114347	0.736982	0.0033189	0.00758932	0.0289827	0.00789073	0.00453865	0.00253784	0.00738113	0.0147853	0.270974	0	0.231103	0.22552	0	0.272403	0.270974	0.231103	0.22552	0.272403	0.282024	0.217302	0.217017	0.283656
138	0	-2544493	-2544512	19.04148	0.00573893	0.0126301	0.00424028	0.101518	0.00195691	0.093897	0.0398563	0.118217	0.732511	0.00338001	0.00763616	0.00437158	0.0338332	0.00434944	0.00277516	0.00450683	0.0157776	0.271618	0	0.229608	0.226171	0	0.272604	0.271618	0.229608	0.226171	0.272604	0.28315	0.216864	0.21737	0.282616
139	1	-2544218	-2544237	19.06069	0.00513966	0.012631	0.0036092	0.103146	0.00211658	0.094825	0.0398575	0.115093	0.731205	0.00333972	0.0078109	0.0292413	0.00784457	0.00441368	0.00255475	0.00738016	0.0150662	0.270974	0	0.231103	0.22552	0	0.272403	0.270974	0.231103	0.22552	0.272403	0.282024	0.217302	0.217017	0.283656
140	0	-2544495	-2544514	19.05628	0.00542546	0.0123088	0.00441292	0.102318	0.0020918	0.0937831	0.0400554	0.117846	0.731479	0.00330371	0.00764325	0.00426844	0.0337555	0.00428058	0.00259819	0.00449981	0.0156453	0.271618	0	0.229608	0.226171	0	0.272604	0.271618	0.229608	0.226171	0.272604	0.28315	0.216864	0.21737	0.282616
