Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er_cats[1]	er_cats[2]	er_cats[3]	er_cats[4]	er_indicator	er_scale	m_er	m_er_dist	m_pi	m_pi_dist	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	pi_cats[1]	pi_cats[2]	pi_cats[3]	pi_cats[4]	pi_indicator	pi_scale	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
17	1	-309.3589	-252.8281	-56.53085	8.903018e+07	1	0.360679	0.0239613	0.016521	0.579312	0.0691221	0.027595	0.0890262	0.070781	0.168856	0.0449787	0.117393	0.0208021	0.0196128	0.142261	0.130261	0.0422995	0.0679621	0.497062	0.49932	0.500727	0.502892	1	23765.21	1	50626.15	1	14548.95	0.392383	0.368427	0.0823202	0.15687	0.497273	0.499323	0.500638	0.502766	1	26773.52	3	0.999866	0.999965	1.00003	1.00014	1.991423
18	0	-265.9526	-237.9144	-28.03828	1e+08	0	0.1371	0.0414923	0.0569629	0.0132468	0.0914371	0.0141819	0.0201151	0.023474	0.0301337	0.0121114	0.0924956	0.0625202	0.118153	0.178076	0.0689022	0.0189218	0.00491075	0.497975	0.49956	0.500467	0.501998	1	49926.64	1	3201.857	1	46703.14	0.501175	0.0414805	0.0166348	0.44071	0.495054	0.498764	0.50124	0.504941	1	8264.362	3	0.999873	0.999968	1.00003	1.00013	0.9842347
19	1	-279.5317	-237.1389	-42.39286	9.514662e+07	1	0.171544	0.0223153	0.00944599	0.579312	0.0614249	0.0445451	0.0907586	0.0528908	0.0587513	0.0125354	0.260209	0.0259611	0.024886	0.0961701	0.0898538	0.0562779	0.0242325	0.498242	0.49956	0.500347	0.501851	0	62000	41687.43	41687.43	1	59160.49	0.273045	0.142379	0.487537	0.0970392	0.489082	0.497219	0.502777	0.510922	1	1693.288	3	0.99987	0.999967	1.00003	1.00013	1.681113
20	0	-262.4827	-229.5158	-32.96698	4.863201e+07	1	0.141893	0.0238116	0.0153523	0.0366321	0.0717366	0.0305575	0.0121393	0.0140418	0.0195734	0.00689877	0.114833	0.0339711	0.0892913	0.0812275	0.0310054	0.00686319	0.00869639	0.498242	0.49956	0.500347	0.501851	0	62000	9326.893	9326.893	1	10016.57	0.193442	0.151697	0.0623369	0.592525	0.498117	0.499616	0.500435	0.501832	1	58531.13	2	0.999818	0.999953	1.00005	1.00018	0.7385251
21	1	-261.1652	-230.5263	-30.6389	1e+08	0	0.145305	0.0583718	0.00948824	0.246599	0.10048	0.016207	0.0935051	0.0257417	0.0243464	0.00789774	0.202513	0.0421286	0.0439592	0.0747498	0.0601603	0.0752389	0.0176051	0.497931	0.499564	0.500489	0.502016	1	48403.91	1	26604.36	1	56974.72	0.218351	0.324365	0.333452	0.123832	0.487515	0.49682	0.50318	0.512485	1	1295.394	3	0.999873	0.999968	1.00003	1.00013	1.244297
22	0	-260.014	-226.3169	-33.69703	8.182633e+07	1	0.124354	0.038375	0.0631974	0.114019	0.0263266	0.00877025	0.00942976	0.0134383	0.0369705	0.0181411	0.058261	0.0119938	0.150013	0.0573102	0.0486743	0.00116437	0.0310915	0.498242	0.49956	0.500347	0.501851	0	62000	44331.18	44331.18	1	18152.56	0.0699281	0.181684	0.270194	0.478194	0.497341	0.499402	0.500654	0.502603	1	29171.76	2	0.999859	0.999964	1.00004	1.00014	0.8115305
23	1	-251.2694	-233.2326	-18.03683	1e+08	0	0.115123	0.0574188	0.00763362	0.096088	0.0255615	0.0228932	0.0629321	0.0481891	0.0381925	0.0108286	0.13109	0.0252668	0.0138664	0.0637337	0.0767742	0.26778	0.0242076	0.498242	0.49956	0.500347	0.501851	0	62000	52580.02	52580.02	1	21149.48	0.139065	0.0549759	0.474829	0.331131	0.49733	0.499356	0.500633	0.502682	1	28205.56	2	0.999873	0.999968	1.00003	1.00013	1.087579
24	0	-259.1352	-223.2362	-35.89903	7.877737e+07	1	0.152393	0.0233202	0.0397414	0.213835	0.0194932	0.0143039	0.0092599	0.00847407	0.0241007	0.0124514	0.0920171	0.0569299	0.208152	0.0594074	0.0493925	0.000887132	0.0475721	0.498242	0.49956	0.500347	0.501851	0	62000	55640.57	55640.57	1	58131.23	0.110896	0.136745	0.640078	0.112281	0.492832	0.498174	0.501807	0.507186	1	3920.819	3	0.999857	0.999963	1.00004	1.00014	1.03173
25	1	-250.1923	-223.0399	-27.15238	1e+08	0	0.168387	0.0132765	0.00493489	0.150524	0.0094389	0.0470397	0.045708	0.0119105	0.0239011	0.0099583	0.160756	0.0172421	0.0153008	0.0930075	0.0264789	0.0931862	0.00459494	0.498139	0.499562	0.500395	0.501905	1	56964.75	1	10253.36	1	57574.03	0.13378	0.403775	0.127532	0.334914	0.49806	0.49953	0.500413	0.501997	1	52104.83	2	0.999873	0.999968	1.00003	1.00013	0.8956444
26	0	-247.2088	-229.4661	-17.74273	1e+08	0	0.152605	0.0277413	0.0318804	0.31901	0.0338096	0.0138004	0.0140613	0.00348541	0.0170462	0.0129542	0.0611934	0.0147172	0.189869	0.0649061	0.0392557	0.00146063	0.0603733	0.498242	0.49956	0.500347	0.501851	0	62000	8241.731	8241.731	1	41666.03	0.277143	0.273035	0.171877	0.277946	0.492579	0.498105	0.50187	0.507446	1	3654.808	2	0.999873	0.999968	1.00003	1.00013	1.058168
27	1	-259.1431	-222.7324	-36.41069	5.981762e+07	1	0.17499	0.0266636	0.00347398	0.190695	0.00247585	0.0312461	0.111542	0.0143917	0.0141469	0.0136128	0.227074	0.0237004	0.026169	0.0766533	0.0554893	0.0881351	0.00243691	0.498242	0.49956	0.500347	0.501851	0	62000	49921.97	49921.97	1	34409.49	0.69183	0.056725	0.231279	0.0201668	0.493467	0.498361	0.501657	0.506515	1	4744.482	3	0.999836	0.999958	1.00004	1.00016	1.082897
28	0	-249.5921	-222.4646	-27.12749	1e+08	0	0.0950552	0.0241906	0.00551344	0.124395	0.0116587	0.00918657	0.00996662	0.0132831	0.0199758	0.0212453	0.091644	0.0738864	0.240976	0.063725	0.0216747	0.00139517	0.065384	0.495036	0.498775	0.501255	0.504934	1	8245.351	1	28845.44	1	11648.42	0.0913841	0.357809	0.110456	0.440351	0.497642	0.499461	0.500558	0.502339	1	36611.14	3	0.999873	0.999968	1.00003	1.00013	0.8931558
29	1	-267.4658	-221.3756	-46.09014	5.9056e+07	1	0.157759	0.0290122	0.00967601	0.159729	0.00224637	0.0179147	0.0621613	0.0145311	0.0506835	0.00624191	0.104966	0.089867	0.0110991	0.112492	0.0353774	0.0825912	0.00100456	0.496524	0.499152	0.500856	0.503468	1	16749.5	1	8586.5	1	52106.21	0.147298	0.179136	0.374388	0.299178	0.4982	0.499555	0.500363	0.501882	1	59603.61	2	0.999835	0.999958	1.00004	1.00017	0.9473527
30	0	-256.4352	-223.3782	-33.057	6.31342e+07	1	0.103195	0.0343861	0.00828002	0.144386	0.0191635	0.00951273	0.00995923	0.00872066	0.0284714	0.0189708	0.106623	0.0651902	0.0957199	0.0209343	0.0151581	0.00549704	0.0533594	0.498242	0.49956	0.500347	0.501851	0	62000	8482.436	8482.436	1	45630.89	0.253775	0.251652	0.133778	0.360795	0.497509	0.49939	0.500575	0.502526	1	32098.8	2	0.99984	0.999959	1.00004	1.00016	0.7475278
31	1	-236.2474	-219.8126	-16.43473	1e+08	0	0.243902	0.0186609	0.0215451	0.147547	0.00162107	0.021118	0.01938	0.0120594	0.0492718	0.00376115	0.10877	0.049311	0.00761791	0.13072	0.0117362	0.079751	0.000596518	0.498242	0.49956	0.500347	0.501851	0	62000	6414.415	6414.415	1	53119.15	0.386038	0.453039	0.150202	0.0107213	0.497289	0.499344	0.500643	0.502724	1	27344.77	2	0.999873	0.999968	1.00003	1.00013	0.9273687
32	0	-257.5785	-222.289	-35.28943	7.124691e+07	1	0.187705	0.0336344	0.0110039	0.171359	0.019953	0.0151654	0.0401415	0.00348531	0.027898	0.0181076	0.120044	0.0865388	0.136413	0.0206699	0.030041	0.0117447	0.0368644	0.498242	0.49956	0.500347	0.501851	0	62000	11618.71	11618.71	1	51528.37	0.0218945	0.196521	0.0541635	0.727421	0.492716	0.498145	0.501837	0.507302	1	3797.171	3	0.999849	0.999962	1.00004	1.00015	0.9707698
33	1	-236.8767	-222.128	-14.74865	1e+08	0	0.11044	0.00509713	0.035627	0.127461	0.00160966	0.00795814	0.0741102	0.0115005	0.0237681	0.00286257	0.0759827	0.055272	0.00868307	0.0915216	0.0215055	0.104238	0.00112332	0.498242	0.49956	0.500347	0.501851	0	62000	6308.016	6308.016	1	32332.74	0.146607	0.18413	0.643125	0.0261375	0.492926	0.498196	0.501781	0.507097	1	4022.365	2	0.999873	0.999968	1.00003	1.00013	0.7587599
34	0	-259.9254	-224.357	-35.56841	9.402175e+07	1	0.204657	0.0175354	0.0139821	0.175633	0.0237381	0.0092948	0.0851397	0.0026448	0.0472093	0.0248686	0.0963565	0.0469052	0.153878	0.0117453	0.0110995	0.0120688	0.061912	0.498242	0.49956	0.500347	0.501851	0	62000	17770.25	17770.25	1	42485.15	0.00323067	0.77383	0.116937	0.106003	0.496322	0.499076	0.500897	0.503705	1	14817.79	2	0.999869	0.999967	1.00003	1.00013	0.9986684
35	1	-247.4101	-222.1059	-25.30424	1e+08	0	0.0823149	0.00302257	0.0223396	0.0842655	0.00403851	0.0117368	0.011056	0.0164922	0.016222	0.00271937	0.114596	0.0900649	0.00962004	0.113441	0.0334584	0.091909	0.00353329	0.496383	0.499104	0.500887	0.503625	1	15405.21	1	18808.95	1	46520.33	0.163522	0.191155	0.592319	0.0530042	0.496776	0.499246	0.500805	0.503174	1	19733.92	2	0.999873	0.999968	1.00003	1.00013	0.7108302
36	0	-251.9267	-224.6683	-27.25846	1e+08	0	0.163355	0.0618585	0.00909439	0.152468	0.0299033	0.0115987	0.0296513	0.0043951	0.0599984	0.0214072	0.118928	0.0577244	0.136936	0.00551941	0.0107654	0.00962666	0.0230225	0.498065	0.499617	0.500459	0.501859	1	56120.16	1	51681.79	1	36334.59	0.679134	0.084616	0.0942025	0.142048	0.495983	0.49901	0.500999	0.504008	1	12544.19	2	0.999873	0.999968	1.00003	1.00013	0.9062524
37	1	-268.4874	-223.4261	-45.06132	9.835935e+07	1	0.11655	0.00332276	0.0147997	0.0872604	0.00792096	0.0267191	0.018542	0.0167006	0.0670501	0.00290183	0.132106	0.100122	0.0149608	0.0544731	0.0292929	0.121543	0.0302044	0.497873	0.499476	0.500466	0.502185	1	43442.23	1	39830.31	1	17362.71	0.0779689	0.290265	0.20259	0.429177	0.497798	0.499492	0.500508	0.502202	1	41641.26	2	0.999872	0.999968	1.00003	1.00013	0.8444707
38	0	-248.4192	-231.2586	-17.1606	1e+08	0	0.118861	0.0209019	0.0143654	0.13146	0.149324	0.0248064	0.0619679	0.00365919	0.0499959	0.00685592	0.0945821	0.0755814	0.190859	0.0105763	0.0147748	0.00496743	0.0264166	0.498242	0.49956	0.500347	0.501851	0	62000	10575.92	10575.92	1	53163.08	0.0254701	0.00333808	0.595652	0.37554	0.489821	0.497405	0.502584	0.510189	1	1946.95	2	0.999873	0.999968	1.00003	1.00013	0.9999549
39	1	-275.3495	-229.1651	-46.18442	3.415476e+07	1	0.17892	0.00291068	0.0127707	0.0809404	0.0090773	0.0353271	0.0471642	0.0111787	0.136086	0.00330716	0.179331	0.0752196	0.00655757	0.0558535	0.0307162	0.0658233	0.0255976	0.498083	0.499609	0.500446	0.501862	1	56572.1	1	49660.46	1	34682.71	0.213942	0.262343	0.177493	0.346222	0.496158	0.499044	0.500946	0.503851	1	13651.41	2	0.999782	0.999944	1.00006	1.00022	0.9567802
40	0	-244.515	-226.4886	-18.02638	1e+08	0	0.175606	0.031052	0.0302993	0.241235	0.130794	0.0203543	0.0151819	0.00584566	0.0686387	0.00997363	0.110543	0.0356548	0.136083	0.0151226	0.00281187	0.00467656	0.0526615	0.498242	0.49956	0.500347	0.501851	0	62000	8596.97	8596.97	1	33280.32	0.320643	0.0555203	0.445848	0.177989	0.497278	0.499314	0.50063	0.502777	1	26720.01	2	0.999873	0.999968	1.00003	1.00013	1.086533
41	1	-256.429	-226.155	-30.27397	1e+08	0	0.229768	0.00306951	0.00827628	0.268365	0.0028527	0.0319666	0.0161922	0.00548357	0.0253972	0.00605038	0.209311	0.0287187	0.00595007	0.113554	0.0411978	0.175682	0.0359676	0.49574	0.498935	0.501057	0.504268	1	11109.42	1	43752.15	1	4049.344	0.168496	0.271395	0.0850915	0.475017	0.497676	0.499449	0.500536	0.502339	1	37160.65	2	0.999873	0.999968	1.00003	1.00013	1.207804
42	0	-273.6962	-227.7788	-45.9174	1.365763e+07	1	0.0788515	0.0204908	0.00632833	0.317929	0.0719594	0.0292417	0.014963	0.0131104	0.0225781	0.0065488	0.0742771	0.0348129	0.169496	0.00534084	0.00515762	0.00528822	0.0537048	0.498092	0.499535	0.500401	0.501971	1	53685.13	1	15191.44	1	14600.65	0.174503	0.222711	0.219542	0.383243	0.497828	0.499524	0.500512	0.502136	1	43524.36	3	0.999656	0.999912	1.00009	1.00034	0.9300783
43	1	-255.4723	-220.5622	-34.91007	3.992344e+07	1	0.123474	0.00528227	0.0129723	0.134903	0.000691164	0.0231881	0.054114	0.00852371	0.0388698	0.00694871	0.214484	0.0246173	0.0180627	0.100916	0.0372902	0.118823	0.0096733	0.498242	0.49956	0.500347	0.501851	0	62000	60638.4	60638.4	1	12989.05	0.301254	0.264631	0.0876602	0.346454	0.497109	0.499271	0.500678	0.502941	1	23752.49	3	0.999799	0.999949	1.00005	1.0002	0.9328344
44	0	-236.4576	-221.3008	-15.15677	1e+08	0	0.213965	0.0145898	0.0018561	0.109425	0.0330914	0.00824174	0.0189646	0.00595692	0.0386792	0.00291951	0.044927	0.0338594	0.142574	0.00279631	0.01733	0.00702891	0.103366	0.498242	0.49956	0.500347	0.501851	0	62000	2085.466	2085.466	1	61353.33	0.13067	0.252591	0.0883616	0.528378	0.496033	0.499026	0.500988	0.503953	1	12876.67	2	0.999873	0.999968	1.00003	1.00013	0.799572
45	1	-266.7068	-220.5822	-46.12456	3.064869e+07	1	0.151651	0.00914946	0.00619271	0.111328	0.00218902	0.0300952	0.0268832	0.0295704	0.0494787	0.00552735	0.153433	0.0585853	0.00504732	0.0774583	0.0185635	0.209678	0.00596485	0.497154	0.499298	0.500674	0.502874	1	24695.94	1	31939.38	1	5720.1	0.57505	0.175683	0.125662	0.123605	0.496459	0.499159	0.500888	0.503494	1	16321.65	3	0.99977	0.999941	1.00006	1.00023	0.9507947
46	0	-266.0981	-220.9694	-45.12877	5.7032e+07	1	0.110582	0.0288587	0.00246809	0.132723	0.0318972	0.0109024	0.0114881	0.00821466	0.0347357	0.00659546	0.101535	0.0355805	0.252023	0.00255513	0.0137209	0.00392152	0.0634129	0.497992	0.499592	0.500477	0.501938	1	51883.12	1	60794.43	1	61449.24	0.0242813	0.553694	0.320944	0.10108	0.496968	0.499303	0.500756	0.502973	1	22406.04	3	0.999832	0.999956	1.00004	1.00017	0.8512152
47	1	-264.971	-219.28	-45.69099	8.249683e+07	1	0.178772	0.0166374	0.00292178	0.10639	0.00512549	0.0290236	0.0165298	0.0212895	0.039338	0.00475118	0.187458	0.0722283	0.00888828	0.0659267	0.020149	0.130612	0.00139541	0.49798	0.499529	0.500448	0.502043	1	48931.96	1	37187.6	1	995.3027	0.49718	0.0728135	0.253871	0.176136	0.497369	0.499348	0.500611	0.502672	1	28722.07	2	0.99986	0.999964	1.00004	1.00014	0.9074369
48	0	-256.3256	-220.1696	-36.15598	9.448194e+07	1	0.220419	0.00869806	0.0054014	0.189013	0.00649816	0.0133436	0.0256847	0.00944838	0.03787	0.00513835	0.0786872	0.0310351	0.296976	0.0101673	0.00496017	0.00136343	0.112721	0.498242	0.49956	0.500347	0.501851	0	62000	40864.53	40864.53	1	53999.74	0.549859	0.219505	0.0707338	0.159903	0.497593	0.499426	0.500559	0.502422	1	34645.97	2	0.999869	0.999966	1.00003	1.00013	1.057425
49	1	-266.8173	-221.3879	-45.42947	4.705039e+07	1	0.161295	0.0282621	0.00947945	0.137361	0.00822267	0.0245787	0.0204792	0.0297108	0.0485687	0.0110786	0.163187	0.0890367	0.0240902	0.0203774	0.0125365	0.090604	0.00241718	0.495358	0.498815	0.501145	0.504682	1	9290.619	1	18185.59	1	17153.16	0.108309	0.342241	0.313843	0.235606	0.497469	0.499356	0.500572	0.502603	1	30651.88	3	0.999815	0.999952	1.00005	1.00019	0.8812852
50	0	-264.2939	-220.4093	-43.88467	8.518799e+07	1	0.206201	0.0231333	0.0116686	0.0596672	0.00380393	0.0342929	0.0102718	0.00764677	0.0333536	0.00477364	0.081329	0.0421776	0.141105	0.00547762	0.012117	0.000723047	0.0490634	0.497917	0.499569	0.500498	0.502016	1	48087.71	1	53911.58	1	14229.61	0.0509276	0.288963	0.294002	0.366107	0.498234	0.49956	0.500351	0.501854	1	61631.87	2	0.999862	0.999965	1.00004	1.00014	0.7268056
51	1	-237.4819	-222.0006	-15.48126	1e+08	0	0.167033	0.0222583	0.0171999	0.112586	0.00252773	0.0333451	0.0152118	0.0229819	0.0747388	0.0117686	0.117005	0.0622277	0.0134126	0.0756128	0.0161837	0.0639783	0.00395027	0.498242	0.49956	0.500347	0.501851	0	62000	42245.69	42245.69	1	33105.12	0.318329	0.0194916	0.538911	0.123269	0.497311	0.49938	0.500654	0.502655	1	28284.49	3	0.999873	0.999968	1.00003	1.00013	0.8320214
52	0	-261.9773	-226.9871	-34.99022	7.412293e+07	1	0.311888	0.0366333	0.0248784	0.0654376	0.00719515	0.0472453	0.0205276	0.0101007	0.0224461	0.00303461	0.0644894	0.0544096	0.159153	0.0319452	0.0224312	0.000452802	0.0585814	0.498242	0.49956	0.500347	0.501851	0	62000	20874.87	20874.87	1	1401.884	0.173415	0.259177	0.497535	0.0698733	0.497214	0.499304	0.500652	0.50283	1	25612.22	2	0.999852	0.999963	1.00004	1.00015	0.9408492
53	1	-259.2058	-223.9447	-35.26109	8.08636e+07	1	0.139188	0.0414114	0.0176648	0.240551	0.00393347	0.0388618	0.01014	0.0151762	0.0233413	0.00711607	0.12392	0.0158306	0.0123379	0.0706923	0.053188	0.14407	0.0105132	0.498242	0.49956	0.500347	0.501851	0	62000	14160.05	14160.05	1	8739.08	0.0788229	0.223352	0.349541	0.348284	0.49692	0.499264	0.500754	0.503062	1	21412.17	3	0.999859	0.999964	1.00004	1.00014	0.9679364
54	0	-257.0894	-222.4331	-34.65633	3.483763e+07	1	0.118244	0.019988	0.00548647	0.106702	0.015747	0.0155974	0.0314585	0.0286388	0.0517706	0.00958664	0.0667942	0.0950636	0.161157	0.0757361	0.00275623	0.00376631	0.0989684	0.498242	0.49956	0.500347	0.501851	0	62000	37661.3	37661.3	1	33163.15	0.0998844	0.042644	0.772884	0.0845878	0.496942	0.499241	0.500731	0.503086	1	21403.6	2	0.999784	0.999945	1.00006	1.00022	0.9074607
