Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er_cats[1]	er_cats[2]	er_cats[3]	er_cats[4]	er_indicator	er_scale	m_er	m_er_dist	m_pi	m_pi_dist	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	pi_cats[1]	pi_cats[2]	pi_cats[3]	pi_cats[4]	pi_indicator	pi_scale	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
2476	0	-277.6352	-232.2983	-45.33692	8.79644e+07	1	0.11609	0.00224296	0.0285717	0.157185	0.0977959	0.0367857	0.0411614	0.0250894	0.0288935	0.00314359	0.0168926	0.0656956	0.0443642	0.00499361	0.0336288	0.164854	0.00464122	0.497752	0.499426	0.50049	0.502331	1	38523.34	1	17890.38	1	31796.4	0.269857	0.248666	0.179957	0.30152	0.49819	0.499563	0.500372	0.501875	1	59518.76	3	0.999864	0.999965	1.00004	1.00014	0.8720299
2477	1	-261.8755	-225.8624	-36.01316	7.007281e+07	1	0.164144	0.00218239	0.00689707	0.208888	0.0687202	0.0184254	0.060417	0.0135626	0.0272646	0.0087766	0.224374	0.133332	0.0130144	0.0370896	0.00149062	0.00337537	0.0511893	0.498242	0.49956	0.500347	0.501851	0	62000	26847.8	26847.8	1	10437.32	0.0841245	0.249412	0.627383	0.0390802	0.497465	0.499431	0.500617	0.502487	1	32024.69	2	0.999848	0.999961	1.00004	1.00015	1.043143
2478	0	-274.6889	-234.9115	-39.7774	6288526	1	0.302604	0.00322784	0.00061526	0.33663	0.108773	0.00797142	0.0856432	0.0302642	0.0388138	0.0246852	0.00416014	0.0595031	0.0106409	0.186593	0.0145871	0.18725	0.0176054	0.498242	0.49956	0.500347	0.501851	0	62000	40070.09	40070.09	1	37615.32	0.460654	0.157187	0.13395	0.248208	0.498084	0.499628	0.500456	0.501831	1	57557.18	2	0.999493	0.99987	1.00013	1.00051	1.419568
2479	1	-271.0176	-226.0186	-44.99898	1.377429e+07	1	0.164144	0.0251739	0.0115357	0.163949	0.0781066	0.0404756	0.00407182	0.0205453	0.0272646	0.00293428	0.154874	0.0708631	0.0110877	0.00311361	0.0205052	0.0139893	0.0256016	0.497259	0.499305	0.500633	0.502802	1	26296.75	1	31014.49	1	43255.81	0.0348601	0.277927	0.568186	0.119026	0.497927	0.499515	0.500464	0.502094	1	46514.95	2	0.999658	0.999913	1.00009	1.00034	0.8382363
2480	0	-265.1818	-229.8489	-35.33291	2.551179e+07	1	0.131134	0.00185252	0.00861361	0.170598	0.0454393	0.0547928	0.13582	0.0421242	0.00718185	0.0193109	0.0159059	0.0736337	0.00073373	0.0183607	0.0304271	0.2101	0.00908918	0.498242	0.49956	0.500347	0.501851	0	62000	24447.9	24447.9	1	20286.12	0.0088762	0.229974	0.473832	0.287318	0.49721	0.499293	0.500648	0.502849	1	25407.67	2	0.999748	0.999936	1.00006	1.00025	0.9751179
2481	1	-258.5465	-229.9258	-28.62064	1e+08	0	0.111907	0.0120548	0.00822718	0.255378	0.0781066	0.0271263	0.122419	0.0340127	0.041596	0.0205838	0.145375	0.0543654	0.00349954	0.00507302	0.0143152	0.0339656	0.0744648	0.497346	0.499346	0.50062	0.502689	1	28299	1	16522.77	1	16368.51	0.198468	0.104143	0.49742	0.199969	0.497166	0.499346	0.500697	0.502791	1	25527.54	2	0.999873	0.999968	1.00003	1.00013	1.042471
2482	0	-257.4049	-222.7726	-34.63233	1.4821e+07	1	0.196563	0.0270442	0.00202859	0.116944	0.0108608	0.0220099	0.0185517	0.027243	0.0611033	0.00612391	0.00475018	0.0924973	0.122901	0.013532	0.0995535	0.0766038	0.00675087	0.498242	0.49956	0.500347	0.501851	0	62000	34448.61	34448.61	1	36031.93	0.00292688	0.154508	0.425273	0.417292	0.497669	0.499405	0.500514	0.502412	1	35912.34	2	0.99967	0.999916	1.00008	1.00033	0.9050604
2483	1	-242.2997	-225.8029	-16.49685	1e+08	0	0.163075	0.0450978	0.0487185	0.182575	0.0270108	0.0324068	0.0124441	0.000640005	0.0340281	0.00122608	0.201772	0.0987499	0.00581642	0.00279298	0.00571913	0.0108906	0.0606181	0.498242	0.49956	0.500347	0.501851	0	62000	2531.295	2531.295	1	22770.66	0.209765	0.0403013	0.486846	0.263088	0.485638	0.496344	0.503664	0.514354	1	979.3555	3	0.999873	0.999968	1.00003	1.00013	0.9335807
2484	0	-256.6528	-222.852	-33.80082	9.163977e+07	1	0.186268	0.0124386	0.00855926	0.0727778	0.00779943	0.0049686	0.0362173	0.0408391	0.0150695	0.00859026	0.0264482	0.0660318	0.0817186	0.0124147	0.0389947	0.175791	0.0269828	0.498242	0.49956	0.500347	0.501851	0	62000	40614.46	40614.46	1	38597.99	0.00830929	0.508983	0.0165966	0.466111	0.491297	0.497802	0.502216	0.508684	1	2671.728	3	0.999867	0.999967	1.00003	1.00013	0.8219095
2485	1	-259.7842	-234.1497	-25.63448	1e+08	0	0.101416	0.0103535	0.00329654	0.125798	0.0650907	0.0231653	0.0176567	0.080207	0.0551859	0.0202438	0.081626	0.0631883	0.0478493	0.00608903	0.0158832	0.00166319	0.0251422	0.49774	0.499528	0.500553	0.502179	1	40977.6	1	6047.03	1	3559.517	0.544925	0.131121	0.00395188	0.320001	0.491048	0.497725	0.502272	0.508955	1	2519.136	3	0.999873	0.999968	1.00003	1.00013	0.7438544
2486	0	-258.3644	-222.9014	-35.46294	3.40582e+07	1	0.223659	0.0349803	0.00855926	0.137857	0.013587	0.00460059	0.0308333	0.0243389	0.0110847	0.0048419	0.0536705	0.153495	0.04179	0.011862	0.0678682	0.151432	0.0136613	0.498242	0.49956	0.500347	0.501851	0	62000	19281.17	19281.17	1	15997.95	0.235689	0.379488	0.344386	0.0404377	0.497899	0.499558	0.5005	0.502044	1	47029.16	3	0.999782	0.999944	1.00006	1.00022	0.988121
2487	1	-263.429	-227.3768	-36.05219	6.657351e+07	1	0.16872	0.0181659	0.00284182	0.285779	0.096974	0.0284038	0.12426	0.0178072	0.0301567	0.0202438	0.139065	0.0631883	0.0157117	0.00378822	0.005229	0.0110961	0.0156151	0.498242	0.49956	0.500347	0.501851	0	62000	39045.94	39045.94	1	61663.15	0.824088	0.0880087	0.000873746	0.0870297	0.497855	0.499506	0.50049	0.502149	1	43812.22	2	0.999845	0.999961	1.00004	1.00016	1.047046
2488	0	-240.2967	-224.9764	-15.3203	1e+08	0	0.136758	0.00263096	0.00822443	0.101297	0.00617831	0.027338	0.0222466	0.0615589	0.0255177	0.0131745	0.0184149	0.104995	0.0344336	0.000732087	0.0360176	0.21602	0.000387524	0.498242	0.49956	0.500347	0.501851	0	62000	5288.571	5288.571	1	48333.71	0.600846	0.0908272	0.221319	0.0870083	0.497893	0.499524	0.500483	0.5021	1	45647.68	3	0.999873	0.999968	1.00003	1.00013	0.8159253
2489	1	-241.8034	-225.7236	-16.07986	1e+08	0	0.199331	0.0149804	0.0376057	0.237406	0.0926844	0.0237126	0.0220199	0.0249311	0.0136998	0.000500349	0.0943104	0.0455313	0.0213965	0.013848	0.0100646	0.00971891	0.0301406	0.498242	0.49956	0.500347	0.501851	0	62000	28057.2	28057.2	1	30517.17	0.684518	0.167	0.00230236	0.146179	0.497904	0.499487	0.500458	0.50215	1	44814.1	2	0.999873	0.999968	1.00003	1.00013	0.8918814
2490	0	-256.5469	-221.8834	-34.66354	1.140565e+07	1	0.145533	0.00300011	0.0208154	0.151314	0.00548762	0.00395893	0.0164279	0.0126003	0.0255177	0.00356784	0.0374993	0.175381	0.0518985	0.00640096	0.0918602	0.144462	0.0124581	0.498242	0.49956	0.500347	0.501851	0	62000	4926.822	4926.822	1	29432.16	0.154918	0.419289	0.0724414	0.353352	0.497058	0.499292	0.500712	0.502938	1	23365.03	2	0.999624	0.999904	1.0001	1.00038	0.9081814
2491	1	-263.7208	-229.7965	-33.92432	2608638	1	0.118923	0.00854074	0.0403976	0.0897481	0.0122449	0.0390101	0.0646164	0.008801	0.0769329	0.00783138	0.157257	0.0741932	0.0209797	0.0120425	0.0187722	0.0312418	0.0527275	0.498242	0.49956	0.500347	0.501851	0	62000	56611.46	56611.46	1	9444.229	0.0953351	0.606961	0.19259	0.105113	0.497541	0.49939	0.500561	0.502507	1	32763.47	3	0.999213	0.999799	1.0002	1.00079	0.8342595
2492	0	-262.3335	-227.5308	-34.80263	6.89189e+07	1	0.191891	0.0281668	0.0259304	0.158997	0.00390861	0.00120279	0.0093858	0.0342577	0.109812	0.0183173	0.0023486	0.0722503	0.102754	0.00778374	0.048124	0.0861725	0.0207885	0.498242	0.49956	0.500347	0.501851	0	62000	6619.448	6619.448	1	29823.79	0.200194	0.653424	0.0538184	0.0925638	0.497733	0.49949	0.500534	0.502243	1	39724.51	2	0.999847	0.999961	1.00004	1.00015	0.9220902
2493	1	-260.4321	-230.6127	-29.81946	1e+08	0	0.233563	0.0201629	0.0034569	0.170438	0.107096	0.0261369	0.0476634	0.0212759	0.0840256	0.00617503	0.173433	0.129886	0.047456	0.0112789	0.00693139	0.0727405	0.000632441	0.497739	0.499512	0.500545	0.502204	1	40514.88	1	36533.16	1	34093.44	0.618964	0.153023	0.156642	0.07137	0.490609	0.497623	0.502392	0.509376	1	2293.454	2	0.999873	0.999968	1.00003	1.00013	1.162352
2494	0	-238.3227	-221.3982	-16.92444	1e+08	0	0.19133	0.0115696	0.00328586	0.158997	0.0246222	0.00447046	0.0144445	0.0275063	0.0217501	0.00621664	0.00872532	0.195506	0.0685399	0.00718426	0.125785	0.0985855	0.0078212	0.498242	0.49956	0.500347	0.501851	0	62000	10290.13	10290.13	1	23182.55	0.00420615	0.0362446	0.148577	0.810972	0.498054	0.499537	0.500419	0.50199	1	52130.23	2	0.999873	0.999968	1.00003	1.00013	0.9763398
2495	1	-275.2475	-230.0631	-45.18435	8.682915e+07	1	0.144585	0.0423277	0.0199148	0.089722	0.0863898	0.0228065	0.0785201	0.0158763	0.00729544	0.0171032	0.138688	0.0790552	0.0054196	0.0175394	0.0179146	0.0678786	0.00573666	0.497758	0.499448	0.5005	0.502294	1	39262.37	1	943.9931	1	37680.97	0.142985	0.0197726	0.751086	0.0861566	0.49694	0.499279	0.500754	0.503026	1	21806.75	3	0.999863	0.999965	1.00004	1.00014	0.856773
2496	0	-250.3383	-224.5486	-25.78967	1e+08	0	0.153989	0.0273308	0.0314313	0.0883079	0.0246222	0.0117851	0.00962777	0.00640788	0.0340143	0.00322562	0.00411267	0.037426	0.0179061	0.00927929	0.0292379	0.220551	0.050119	0.497846	0.499459	0.500468	0.502227	1	42096.65	1	55309.66	1	43852.05	0.335034	0.287597	0.264942	0.112427	0.498051	0.499624	0.500469	0.501856	1	55804.86	2	0.999873	0.999968	1.00003	1.00013	0.7593731
2497	1	-263.0809	-233.6506	-29.43025	1e+08	0	0.119826	0.0787667	0.00435068	0.22271	0.0863898	0.00227962	0.0663302	0.0535802	0.0154336	0.0333841	0.158581	0.123843	0.0193722	0.0240968	0.0135191	0.0441929	0.0567763	0.486429	0.496539	0.503456	0.513576	1	1095.825	1	49480.04	1	33826.43	0.366219	0.0298113	0.284961	0.319008	0.49727	0.49937	0.500667	0.502694	1	27456.77	3	0.999873	0.999968	1.00003	1.00013	1.123432
2498	0	-253.8747	-226.1692	-27.70551	1e+08	0	0.157032	0.0164149	0.0261923	0.19465	0.0290068	0.020586	0.0338467	0.0150952	0.0325383	0.0100696	0.00920318	0.174641	0.0491081	0.00645598	0.0117174	0.159506	0.00489323	0.497527	0.499443	0.500598	0.502433	1	33567.4	1	49771.96	1	596.982	0.200061	0.146242	0.552422	0.101276	0.49787	0.499519	0.500491	0.502121	1	44707.21	3	0.999873	0.999968	1.00003	1.00013	0.9509571
2499	1	-264.6617	-230.188	-34.47369	9.239213e+07	1	0.142741	0.0254026	0.00387883	0.0880888	0.00714799	0.0930119	0.0467937	0.0268896	0.0202461	0.0348098	0.158581	0.0650128	0.01599	0.044523	0.0382869	0.0565751	0.0212173	0.498242	0.49956	0.500347	0.501851	0	62000	27892.96	27892.96	1	61965.79	0.340919	0.192548	0.246516	0.220017	0.497851	0.499554	0.500519	0.502076	1	45247.86	2	0.999868	0.999966	1.00003	1.00013	0.8891963
2500	0	-268.1183	-222.2121	-45.90619	133814.4	1	0.156449	0.0119845	0.000729714	0.236693	0.0235912	0.0245624	0.0553042	0.023794	0.0338191	0.0164451	0.00626842	0.074434	0.0183075	0.0783056	0.0260154	0.13227	0.00998381	0.49063	0.497608	0.502374	0.509388	1	2295.474	1	6375.171	1	55137.49	0.188786	0.114693	0.35114	0.345381	0.493027	0.498251	0.501773	0.506949	1	4167.923	3	0.996527	0.99911	1.00089	1.00348	0.9289571
2501	1	-241.553	-224.419	-17.13401	1e+08	0	0.180149	0.075357	0.0141791	0.134347	0.0564331	0.0147208	0.0371783	0.0180832	0.0368972	0.000915576	0.114901	0.154783	0.0115182	0.0783602	0.0251546	0.0423456	0.00197347	0.498242	0.49956	0.500347	0.501851	0	62000	61192.24	61192.24	1	23624.62	0.209962	0.26909	0.0831029	0.437845	0.496754	0.499227	0.500803	0.503216	1	19345.31	2	0.999873	0.999968	1.00003	1.00013	0.997296
2502	0	-241.6672	-226.1797	-15.48752	1e+08	0	0.0665537	0.0164166	0.00711378	0.248703	0.0205285	0.043185	0.0299646	0.0118516	0.00299152	0.00200516	0.00221984	0.12227	0.0342514	0.0521299	0.00718094	0.164509	0.000772238	0.498242	0.49956	0.500347	0.501851	0	62000	35522.71	35522.71	1	22967.91	0.306082	0.265195	0.0544675	0.374256	0.497403	0.499426	0.500641	0.50253	1	30737.07	2	0.999873	0.999968	1.00003	1.00013	0.8326472
2503	1	-257.6773	-222.8697	-34.80762	5.741978e+07	1	0.169809	0.075357	0.0151196	0.171024	0.00502922	0.00214836	0.00366132	0.00771656	0.0134704	0.0119396	0.185162	0.099812	0.0269025	0.0783602	0.00450091	0.0423456	0.0102319	0.498242	0.49956	0.500347	0.501851	0	62000	24359.59	24359.59	1	51937.44	0.385665	0.163368	0.0114303	0.439536	0.49717	0.499349	0.500697	0.502784	1	25625.84	2	0.999832	0.999957	1.00004	1.00017	0.9225896
2504	0	-258.7202	-223.5653	-35.15494	7.25274e+07	1	0.26062	0.0162338	0.00379646	0.140775	0.0109908	0.0210818	0.0160291	0.0190576	0.0556759	0.010316	0.0634548	0.0968204	0.0842227	0.0607358	0.00658561	0.0884264	0.0024986	0.498242	0.49956	0.500347	0.501851	0	62000	4778.297	4778.297	1	25978.7	0.093897	0.180477	0.502148	0.223478	0.498137	0.49965	0.500445	0.501768	1	61262.14	3	0.999851	0.999962	1.00004	1.00015	0.9573213
2505	1	-274.2316	-227.2499	-46.98168	2.9235e+07	1	0.153613	0.0677377	0.0120467	0.171175	0.00937567	0.00541099	0.0709053	0.0293443	0.0203375	9.95149e-05	0.285665	0.0516167	0.0264078	0.0319278	0.00116477	0.0757382	0.0239397	0.497796	0.499537	0.500534	0.502133	1	42934.81	1	10458.03	1	38052.54	0.0862699	0.137515	0.456502	0.319712	0.497586	0.499438	0.500569	0.502407	1	34751.13	2	0.999765	0.99994	1.00006	1.00024	1.036506
2506	0	-256.4311	-222.2685	-34.16262	9.592165e+07	1	0.207244	0.00528314	0.0126747	0.087637	0.0212393	0.060673	0.00703104	0.0341137	0.0265342	0.00287213	0.0174149	0.11057	0.0575971	0.0568287	0.0398263	0.109562	0.000987933	0.498242	0.49956	0.500347	0.501851	0	62000	28477.34	28477.34	1	59246.63	0.72991	0.0112195	0.242617	0.0162535	0.498186	0.499578	0.500383	0.501853	1	60078.05	2	0.99987	0.999967	1.00003	1.00013	0.858089
2507	1	-256.1502	-221.8016	-34.34863	9.392603e+07	1	0.126168	0.0217746	0.029135	0.137963	0.0124463	0.0120145	0.0118107	0.0223103	0.0334147	0.00512346	0.107618	0.155853	0.00334726	0.06863	0.0262475	0.0899985	0.0128349	0.498242	0.49956	0.500347	0.501851	0	62000	12231.5	12231.5	1	4348.338	0.265337	0.00165697	0.233092	0.499915	0.497816	0.499456	0.500479	0.502249	1	41113.24	3	0.999869	0.999967	1.00003	1.00013	0.87669
2508	0	-237.6101	-222.4761	-15.13397	1e+08	0	0.148146	0.0157781	0.016734	0.116302	0.0139907	0.0064305	0.00534813	0.00245945	0.0270903	0.0256864	0.0449518	0.0862876	0.0794816	0.021317	0.0308193	0.141309	0.0151608	0.498242	0.49956	0.500347	0.501851	0	62000	33542.52	33542.52	1	37380.1	0.24819	0.00317684	0.394831	0.353802	0.496937	0.499275	0.500753	0.503034	1	21729.43	2	0.999873	0.999968	1.00003	1.00013	0.7972921
2509	1	-258.5356	-223.4661	-35.06951	2273909	1	0.229654	0.0267322	0.0298782	0.124362	0.0200949	0.0306039	0.0478542	0.00457051	0.00854102	0.0118861	0.172577	0.0769609	0.0359594	0.0420535	0.0341105	0.0499556	0.00298486	0.498242	0.49956	0.500347	0.501851	0	62000	40633.26	40633.26	1	35834.75	0.228579	0.165467	0.0164608	0.589494	0.488045	0.496952	0.503041	0.511962	1	1411.939	2	0.999157	0.999785	1.00022	1.00084	0.9487783
2510	0	-244.3898	-227.2272	-17.16265	1e+08	0	0.232871	0.0172382	0.0148669	0.0939463	0.0192895	0.00493701	0.0598606	0.0223726	0.0331582	0.00909469	0.0388598	0.102216	0.106547	0.0864305	0.0148894	0.115002	0.0285813	0.498242	0.49956	0.500347	0.501851	0	62000	31482.09	31482.09	1	24656.48	0.155871	0.475212	0.00418435	0.364733	0.49801	0.499515	0.500427	0.502049	1	49517.58	2	0.999873	0.999968	1.00003	1.00013	1.000161
2511	1	-240.3819	-223.4215	-16.96034	1e+08	0	0.225333	0.0359446	0.00594982	0.134015	0.0399698	0.0148937	0.0489987	0.0150151	0.0717721	0.00657361	0.151194	0.10884	0.00312611	0.0290187	0.0202941	0.0499556	0.0190351	0.498242	0.49956	0.500347	0.501851	0	62000	53116.07	53116.07	1	8720.727	0.202165	0.0410791	0.0915294	0.665227	0.497133	0.499348	0.500713	0.502806	1	25093.81	2	0.999873	0.999968	1.00003	1.00013	0.9799297
2512	0	-254.5837	-220.9327	-33.65104	8.133892e+07	1	0.157177	0.0102289	3.32133e-05	0.129957	0.00543155	0.0322731	0.0268097	0.0297082	0.0427032	0.00531232	0.00144143	0.0932944	0.00845397	0.0660768	0.0515315	0.111101	0.0353987	0.498242	0.49956	0.500347	0.501851	0	62000	23113.91	23113.91	1	18245.59	0.616722	0.177047	0.0446976	0.161534	0.497118	0.499265	0.500671	0.502947	1	23773.7	3	0.999859	0.999965	1.00003	1.00014	0.8069318
2513	1	-256.4761	-222.7386	-33.73756	7.574251e+07	1	0.10695	0.0460641	0.000615727	0.135397	0.0139036	0.0174319	0.0664525	0.0194934	0.00544709	0.000837977	0.144332	0.0966907	0.0598516	0.00998456	0.0428287	0.0347692	0.0145346	0.498242	0.49956	0.500347	0.501851	0	62000	19666.43	19666.43	1	4801.384	0.178289	0.541199	0.0479931	0.232519	0.4904	0.497548	0.502432	0.50962	1	2186.482	3	0.999854	0.999962	1.00004	1.00015	0.8155836
2514	0	-247.2962	-220.0887	-27.20747	1e+08	0	0.167541	0.045649	0.00602707	0.140738	0.0226099	0.0109238	0.0180876	0.00630753	0.0409891	0.00957744	0.0110364	0.110239	0.0642502	0.0339981	0.00625139	0.203328	0.00359985	0.498021	0.499564	0.500449	0.501966	1	51900.02	1	44710.3	1	47010.55	0.245501	0.100257	0.46501	0.189233	0.497862	0.499495	0.500481	0.502162	1	43682.08	2	0.999873	0.999968	1.00003	1.00013	0.9011532
2515	1	-267.3827	-230.7752	-36.60752	4.287817e+07	1	0.219252	0.0221867	0.0691576	0.0379327	0.0117376	0.0441057	0.00120917	0.00784494	0.0828029	0.00218713	0.267526	0.12386	0.0552255	0.0289855	0.0428287	0.0830183	0.00271881	0.498242	0.49956	0.500347	0.501851	0	62000	12348.71	12348.71	1	4960.568	0.0468262	0.33758	0.373371	0.242223	0.496451	0.499157	0.50089	0.503502	1	16251	3	0.999806	0.999951	1.00005	1.00019	1.10258
2516	0	-254.5462	-226.9125	-27.6337	1e+08	0	0.0932435	0.0114948	0.0128392	0.150018	0.000291072	0.0123976	0.010353	0.0246862	0.167723	0.0106945	0.0209138	0.127629	0.0866041	0.0527118	0.00448466	0.157644	4.6957e-05	0.497835	0.499549	0.500523	0.502092	1	44581.74	1	47991.37	1	30164.45	0.158337	0.296353	0.526875	0.0184349	0.498048	0.499604	0.500459	0.501888	1	54787.13	3	0.999873	0.999968	1.00003	1.00013	0.9437764
2517	1	-254.6092	-226.0545	-28.55462	1e+08	0	0.246025	0.0255444	0.00297161	0.15143	0.0228446	0.00214016	0.00568194	0.0285664	0.00802241	0.0698597	0.145429	0.106505	0.0201089	0.036975	0.121621	0.0346429	0.0075011	0.497782	0.499453	0.500492	0.502273	1	40051.61	1	6478.806	1	14607.75	0.0954902	0.292591	0.0957402	0.516179	0.497544	0.499465	0.500603	0.502389	1	34408.84	2	0.999873	0.999968	1.00003	1.00013	1.035868
2518	0	-267.1062	-221.8041	-45.3021	1.968268e+07	1	0.18005	0.015482	0.025439	0.150018	0.00858707	0.00329842	0.0381937	0.0309114	0.00121709	0.00972223	0.014872	0.075291	0.0262146	0.0436248	0.0349595	0.204615	0.00605155	0.497813	0.499534	0.500524	0.502129	1	43363.58	1	12348.5	1	30211.78	0.0598741	0.228999	0.0384613	0.672665	0.496484	0.499132	0.500861	0.503522	1	16311.27	2	0.999714	0.999927	1.00007	1.00029	0.8685483
2519	1	-268.364	-222.2105	-46.15348	1.185552e+07	1	0.200783	0.0356012	0.0109364	0.0748467	0.027945	0.0211099	0.0415576	0.0254963	0.0386934	0.00852579	0.173352	0.106505	0.0534737	0.00617511	0.0296012	0.0974037	0.00168085	0.497403	0.499379	0.500615	0.502603	1	29867.18	1	20205.79	1	212.9184	0.330055	0.156858	0.0685694	0.444517	0.494051	0.498496	0.501497	0.505956	1	5699.679	3	0.999631	0.999906	1.00009	1.00037	0.9536865
2520	0	-246.7939	-220.19	-26.60389	1e+08	0	0.16206	0.0197024	0.0152302	0.144119	0.00395576	0.0258172	0.0363148	0.013567	0.010421	0.00660496	0.0283962	0.0887904	0.0584088	0.0456665	0.0248139	0.118806	0.0381204	0.497361	0.49939	0.500639	0.502611	1	29309.88	1	15540.26	1	42973.53	0.202489	0.119117	0.189452	0.488942	0.498053	0.49962	0.500466	0.501861	1	55698.55	3	0.999873	0.999968	1.00003	1.00013	0.8407951
2521	1	-243.3222	-225.5691	-17.7531	1e+08	0	0.192656	8.39876e-05	0.00908145	0.260527	0.0148008	0.00196938	0.0153896	0.0261216	0.00971322	0.0136413	0.101621	0.116694	0.028927	0.0165216	0.0470672	0.184227	0.0201638	0.498242	0.49956	0.500347	0.501851	0	62000	16353.33	16353.33	1	31455.15	0.848133	0.0834388	0.0566161	0.011812	0.49803	0.499572	0.500449	0.501949	1	52593.41	2	0.999873	0.999968	1.00003	1.00013	1.059205
2522	0	-240.6544	-225.0677	-15.58663	1e+08	0	0.16808	0.0646291	0.0317337	0.100104	0.00208419	0.028188	0.0224785	0.0102511	0.0131633	0.00781467	0.0060677	0.0682503	0.0306388	0.120823	0.0374576	0.118806	0.0119886	0.498242	0.49956	0.500347	0.501851	0	62000	20909.27	20909.27	1	31228.86	0.32661	0.375497	0.061703	0.23619	0.498198	0.499595	0.500387	0.50182	1	61580.84	3	0.999873	0.999968	1.00003	1.00013	0.8425584
2523	1	-250.6777	-223.3119	-27.36582	1e+08	0	0.148869	0.0292583	0.00320332	0.124638	0.0223522	0.00302711	0.0447487	0.0099219	0.0347052	0.0188685	0.103682	0.22479	0.0108763	0.001692	0.0423887	0.0819696	0.0119978	0.498177	0.499607	0.500403	0.501813	1	61128.99	1	36764.08	1	370.7588	0.286659	0.0317359	0.00727612	0.674329	0.496985	0.499266	0.500728	0.503021	1	22169.8	2	0.999873	0.999968	1.00003	1.00013	0.9169888
2524	0	-277.2747	-229.016	-48.2587	1.074052e+07	1	0.278651	0.0226754	0.0272041	0.336629	0.0888133	0.0214359	0.00822178	0.0102511	0.0168646	0.000874351	0.00433756	0.0194458	0.08737	0.0970133	0.0533436	0.0908399	0.000237614	0.498132	0.499633	0.500438	0.501797	1	60122.89	1	5893.5	1	43748.94	0.187771	0.199976	0.0582361	0.554017	0.497793	0.499456	0.500489	0.502262	1	40455.48	2	0.999612	0.999901	1.0001	1.00039	1.164209
2525	1	-238.7477	-222.4648	-16.2829	1e+08	0	0.113621	0.0216736	0.0007787	0.174075	0.00589994	0.0191114	0.00768215	0.0426484	0.0320427	0.000691604	0.146332	0.139958	0.0320678	0.0237936	0.047002	0.0819732	0.0228346	0.498242	0.49956	0.500347	0.501851	0	62000	21774.61	21774.61	1	21606.43	0.386297	0.255578	0.170801	0.187324	0.498238	0.499562	0.50035	0.50185	1	61908.22	2	0.999873	0.999968	1.00003	1.00013	0.9121853
2526	0	-247.6146	-229.7761	-17.83847	1e+08	0	0.137277	0.0258836	0.0433015	0.246617	0.0404187	0.0186884	0.0364864	0.0104694	0.0594656	0.00728034	0.0232611	0.0263934	0.040621	0.0897829	0.0122254	0.207054	0.0425158	0.498242	0.49956	0.500347	0.501851	0	62000	56189.26	56189.26	1	7074.044	0.253538	0.218234	0.182969	0.345259	0.496819	0.499215	0.500769	0.503197	1	19858.97	3	0.999873	0.999968	1.00003	1.00013	1.067742
2527	1	-261.6641	-226.3114	-35.35267	5.205541e+07	1	0.119927	0.0310457	0.00733531	0.221531	0.0286543	0.00556494	0.0353399	0.0165403	0.00728048	0.00735406	0.189512	0.0606835	0.0266201	0.0105705	0.107223	0.0374513	0.0644612	0.498242	0.49956	0.500347	0.501851	0	62000	31815.71	31815.71	1	4238.275	0.0159296	0.383372	0.591927	0.00877195	0.494188	0.498555	0.501475	0.505782	1	6009.98	3	0.999824	0.999955	1.00005	1.00018	0.9770945
2528	0	-260.9215	-231.2709	-29.65055	1e+08	0	0.124058	0.0258836	0.00391071	0.223665	0.0722617	0.0392489	0.0063434	0.00360605	0.0829509	0.0127179	0.00162225	0.0741	0.184058	0.067688	0.0285624	0.190617	0.0041669	0.497899	0.499529	0.500484	0.502089	1	46021.07	1	36465.95	1	32437.48	0.448768	0.129315	0.365914	0.0560025	0.495652	0.498912	0.501079	0.504357	1	10662.1	2	0.999873	0.999968	1.00003	1.00013	1.145461
2529	1	-279.9646	-230.9271	-49.03745	2.810156e+07	1	0.200082	0.00941484	0.0126851	0.177318	0.108368	0.035653	0.090662	0.0219478	0.00617893	0.00475061	0.231081	0.112477	0.0319554	0.0596875	0.0111268	0.0891517	0.0395429	0.49654	0.499141	0.500843	0.503476	1	16791.96	1	41990.76	1	2610.969	0.0531993	0.612643	0.082579	0.251578	0.497223	0.499314	0.500654	0.502809	1	25893.98	3	0.99976	0.999939	1.00006	1.00024	1.242083
2530	0	-250.3974	-222.9248	-27.47258	1e+08	0	0.136169	0.0470098	0.00982209	0.138906	0.0159575	0.0129187	0.000832307	0.0515501	0.0491672	7.64727e-05	0.000517489	0.0825707	0.0657113	0.0789097	0.057983	0.179475	8.80928e-05	0.497956	0.499575	0.500484	0.501985	1	49752.31	1	55634.06	1	57546.78	0.170846	0.437875	0.293679	0.0975995	0.498154	0.499587	0.500402	0.501857	1	58892.45	2	0.999873	0.999968	1.00003	1.00013	0.9276642
