Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	pi_scale
2000	-206.1112	-222.4475	16.33627	0.209564	0.00290868	0.000754899	0.113496	0.0157922	0.0134668	0.0479512	0.00118043	0.071727	0.0013112	0.0795723	0.20548	0.0211051	0.00554932	0.039574	0.0885194	0.0742739	0.991351
2100	-199.9712	-217.267	17.29574	0.16041	0.0128352	0.00800564	0.134775	0.0132715	0.0101754	0.00977158	0.043736	0.0281127	0.00453348	0.0686501	0.214155	0.00530565	0.0350709	0.027286	0.0875128	0.0395217	0.9236231
2200	-213.3295	-227.3019	13.97239	0.210715	0.0171569	0.0202935	0.181205	0.030512	0.0364149	0.0714695	0.0946866	0.0129008	0.0094287	0.0997917	0.175607	0.00338909	0.0325869	0.0541988	0.117249	0.00443314	1.608448
2300	-205.6132	-222.3617	16.74846	0.153656	0.0338813	0.0271834	0.06782	0.0322702	0.0117373	0.0252924	0.0591451	0.0379958	0.00993322	0.0847758	0.127603	0.0101611	0.075441	0.0310619	0.138245	0.0148261	1.092311
2400	-213.9666	-230.02	16.05342	0.115369	0.0540577	0.00329527	0.130058	0.0690334	0.0677907	0.0138521	0.116502	0.0507893	0.00147847	0.0403913	0.127432	0.0260979	0.0166338	0.0140383	0.0968964	0.0553001	1.212661
2500	-205.2297	-221.2021	15.97233	0.257224	0.0288207	0.0160684	0.15631	0.00591719	0.00350244	0.00495369	0.00724677	0.0151979	0.0280161	0.0178601	0.266336	0.034501	0.0888918	0.000653264	0.0964214	0.0151123	0.8501549
2600	-210.7038	-226.2143	15.5105	0.127365	0.00705779	0.0229777	0.0945789	0.0275974	0.0437737	0.114847	0.0180806	0.0358614	0.0210911	0.0051093	0.183946	0.0489938	0.134787	0.0175553	0.129379	0.000603143	1.429224
2700	-211.406	-226.5626	15.15658	0.20241	0.0362222	0.0437043	0.18809	0.00346738	0.0594115	0.00587211	0.00210901	0.0171254	0.0263103	0.226367	0.0965838	0.0231747	0.0567606	0.00911082	0.0135965	0.0969464	1.020731
2800	-210.8999	-223.6304	12.7305	0.31059	0.0433732	0.0253744	0.22217	0.0101205	0.0422361	0.0279224	0.00653076	0.0322786	0.00774944	0.200525	0.100081	0.0574973	0.0734609	0.00471385	0.0190266	0.0751392	2.08653
2900	-205.5318	-221.81	16.27818	0.164664	0.00360651	0.00929325	0.088556	0.0353234	0.0209181	0.0395557	0.0169725	0.0294514	0.0178302	0.052952	0.172941	0.033497	0.0880086	0.00319737	0.0944901	0.0667989	1.649403
3000	-216.3967	-229.144	12.74726	0.250131	0.0870353	0.0114605	0.103644	0.0187898	0.00793159	0.245493	0.00923233	0.00786716	0.000497549	0.00260653	0.229986	0.0329289	0.0458091	0.0120907	0.148677	0.102081	1.358072
3100	-205.9938	-225.0691	19.07535	0.174257	0.0191264	0.0192855	0.0635068	0.0203295	0.0516397	0.0199661	0.017168	0.0557196	0.020765	0.0106815	0.106607	0.0243991	0.0987989	0.0217071	0.00682605	0.0211661	0.6675505
3200	-210.3483	-228.0536	17.70521	0.15859	0.0232493	0.02067	0.0783666	0.00192354	0.0283809	0.0466833	0.0406615	0.140523	0.01897	0.0222936	0.0923719	0.00817337	0.043879	0.0742655	0.0499086	0.0118218	0.9378688
3300	-209.0373	-224.0857	15.04843	0.380213	0.0448903	0.0329514	0.0685879	0.0447794	0.017444	0.0377434	0.0259683	0.0252012	0.00158734	0.0301199	0.116591	0.023554	0.141658	0.00917448	0.0710783	0.0410742	1.076083
3400	-205.764	-219.954	14.18992	0.247777	0.0225758	5.02073e-06	0.189396	0.0308799	0.0100267	0.0150061	0.015993	0.0707048	0.0120444	0.0241496	0.194859	0.0230962	0.198214	0.0488142	0.0397841	0.015703	1.505383
3500	-207.2807	-222.7841	15.50338	0.148192	0.00524164	0.0400714	0.171517	0.0175345	0.00818977	0.00842902	0.0438544	0.0310843	0.00552789	0.00465036	0.228162	0.0214396	0.208791	0.0409225	0.0369859	0.0502073	1.038697
3600	-207.8952	-224.2808	16.38557	0.0865522	0.00452461	0.0102797	0.136797	0.030754	0.0081226	0.0783819	0.0157686	0.0171513	0.031146	0.051641	0.181826	0.0033765	0.0213933	0.0115307	0.110266	0.150794	1.381757
3700	-209.266	-224.1222	14.8562	0.153316	0.0405527	0.00335782	0.106117	0.0889138	0.023518	0.00548939	0.0327014	0.0332642	0.0166	0.00641361	0.176884	0.0499995	0.143106	0.00280567	0.206852	0.0373765	1.123123
3800	-205.7706	-220.8519	15.08129	0.194904	0.0228208	0.0137054	0.163787	0.00773498	0.00625574	0.0131432	0.0355638	0.0331431	0.0283119	0.0303985	0.213489	0.010563	0.107917	0.0306633	0.167391	0.0447823	0.9236222
3900	-211.9551	-223.7964	11.84133	0.331485	0.00295489	0.0311011	0.227842	0.000750077	0.0326402	0.154399	0.00322043	0.00294385	0.0019799	0.0672909	0.230462	0.0107029	0.197289	0.0427884	0.0942672	0.00435392	1.04412
4000	-203.1235	-219.0401	15.91658	0.219787	0.055345	0.00434687	0.143186	0.0287543	0.0138904	0.0326665	0.0406408	0.0766746	0.00276458	0.00592468	0.176901	0.0432279	0.11948	0.00290728	0.00502262	0.0631996	0.9861318
4100	-208.2455	-222.6383	14.39282	0.255349	0.0185157	0.0104926	0.199699	0.0436407	0.000700243	0.0306094	0.0106268	0.0335182	0.0141909	0.0142825	0.3028	0.0251391	0.0779181	0.0120757	0.0852259	0.0206835	1.316506
4200	-210.4922	-223.5726	13.08035	0.303627	0.0111876	0.0125306	0.0927028	0.00572128	0.016458	0.0150018	0.0174038	0.0359395	0.0194932	0.00493573	0.129913	0.116067	0.125375	0.00681579	0.00986626	0.275538	2.445215
4300	-208.6814	-222.6616	13.98015	0.250054	0.0738317	0.00848438	0.150325	0.0455636	0.033991	0.0289198	0.0226939	0.0043667	0.00701953	0.0104628	0.209919	0.0586883	0.128376	0.0505279	0.00658667	0.132998	1.04188
4400	-207.5967	-221.4455	13.84885	0.195978	0.0448174	0.0125988	0.225242	0.0401583	0.0257104	0.025334	0.00861386	0.034758	0.00349776	0.0871531	0.231156	0.00415674	0.0356732	0.0108781	0.225015	0.0242556	1.051433
4500	-204.7282	-219.537	14.80881	0.241622	0.00276763	0.0284225	0.143437	0.0015419	0.0217056	0.0241004	0.0271854	0.0322463	0.015683	0.032634	0.172517	0.0124478	0.103509	0.0813059	0.151686	0.0119209	1.418344
4600	-206.9176	-221.338	14.42045	0.150452	0.0256043	0.000742103	0.174922	0.0829197	0.00402631	0.0477775	0.00744914	0.033314	0.00433638	0.0807348	0.26845	0.0359415	0.0392134	0.00489812	0.117028	0.0624915	1.455537
4700	-207.838	-222.1743	14.33632	0.271143	0.0217376	0.00164109	0.2025	0.00858906	0.0300025	0.0105528	0.0047614	0.001234	0.00156034	0.0652051	0.280312	0.0382521	0.00139597	0.0569151	0.0541814	0.0873804	1.587939
4800	-204.0367	-220.5608	16.52407	0.214686	0.0178501	0.0437713	0.142212	0.00293738	0.0169381	0.00128913	0.0043508	0.0103994	0.01012	0.0375278	0.133024	0.0671764	0.000225783	0.0737753	0.11217	0.0868731	0.9726561
4900	-206.4386	-220.5779	14.13931	0.288146	0.0679235	0.00145972	0.196347	0.00465987	0.0148888	0.0354049	0.00942579	0.0510423	0.0161801	0.0191684	0.135255	0.043425	0.0967058	0.057395	0.137256	0.0138147	1.233264
5000	-210.5046	-225.6738	15.16914	0.136699	0.0113783	0.0109222	0.0924669	0.020853	0.021681	0.0101549	0.068458	0.0712973	0.0175649	0.033894	0.199056	0.0735643	0.259204	0.00476985	0.0647897	0.0192717	0.9213108
5100	-203.6626	-220.1221	16.4595	0.229606	0.024345	0.0235915	0.0941466	0.0116257	0.0109068	0.00343507	0.0169755	0.0406584	0.0319375	0.0170192	0.131678	0.0972191	0.111866	0.0222474	0.0396092	0.0845526	0.8781488
5200	-206.9655	-221.8085	14.84297	0.149521	0.0208706	0.0293485	0.147643	0.00523086	0.018964	0.101255	0.0274681	0.0541901	0.00179499	0.0453887	0.200358	0.0688259	0.165624	0.0149679	0.0163518	0.0701904	1.027075
5300	-208.0096	-223.4495	15.43992	0.245895	0.0466781	0.0268895	0.106782	0.00745613	0.00521839	0.0143815	0.0272699	0.0457028	0.0248479	0.125451	0.0913269	0.0855667	0.172597	0.0264289	0.022782	0.0130773	0.9271626
5400	-204.4801	-218.5943	14.11416	0.165109	0.0192113	0.00129392	0.156201	0.0336451	0.0119983	0.0547679	0.00769883	0.0499022	0.000110026	0.0320042	0.262452	0.00644788	0.168407	0.0226378	0.102275	0.0730883	1.497902
5500	-208.0966	-225.3688	17.27217	0.195107	0.0565671	0.0142654	0.0793946	0.0602283	0.0314593	0.0679076	0.00938696	0.0153404	0.000848571	0.0319681	0.0776379	0.0138996	0.142296	0.035992	0.0610049	0.0122738	0.9227354
5600	-209.4122	-223.5081	14.09589	0.166804	0.0118497	0.0152028	0.0980535	0.0155856	0.00831791	0.0286863	0.0524067	0.0356323	0.00445929	0.0747974	0.262917	0.0433111	0.0241711	0.141303	0.0834811	0.0164835	2.651132
5700	-213.2311	-226.7826	13.55152	0.313708	0.0307753	0.0531755	0.0734001	0.0456262	0.065395	0.0671625	0.0239482	0.0280063	0.00608799	0.0455715	0.292849	0.0124626	0.0923699	0.00508685	0.00621987	0.0222019	1.987608
5800	-208.5876	-222.7346	14.14696	0.198165	0.00767749	0.0244657	0.169418	0.00677096	0.0346436	0.0894534	0.0269177	0.054779	0.0317641	0.00301124	0.200212	0.0214255	0.131671	0.0259501	0.117639	0.0329157	1.351533
5900	-205.1003	-219.8354	14.73506	0.341648	0.0241207	0.00792329	0.10443	0.00834662	0.0407574	0.00971855	0.00201618	0.079999	0.00278748	0.000403612	0.153676	0.00304331	0.142945	0.0574509	0.0947305	0.0122238	1.724616
6000	-201.4977	-218.5847	17.08701	0.137811	0.00471408	0.0119166	0.145997	0.0196634	0.0200096	0.0507225	0.0320961	0.0440585	0.0092774	0.114511	0.170034	0.00354584	0.0293158	0.000580641	0.0686267	0.0448938	1.086167
6100	-209.5671	-224.6815	15.11434	0.168762	0.0602213	0.00198176	0.198949	0.0123855	0.0423568	0.0504772	0.00924991	0.0723405	0.0324672	0.121153	0.238043	0.0310095	0.00247934	0.023969	0.0379491	0.010011	0.9974777
6200	-207.8533	-222.2466	14.39333	0.295902	0.0378064	0.0260386	0.152632	0.00216374	0.0294538	0.00484007	0.0159097	0.0394707	0.00681079	0.109352	0.208861	0.0482725	0.168395	0.032633	0.00884817	0.00665558	0.9170274
6300	-214.1582	-230.3208	16.16263	0.122392	0.004639	0.00343949	0.211113	0.134901	0.0446873	0.0155901	0.0032402	0.020257	0.0015299	0.0412433	0.167852	0.0031485	0.0353705	0.0380132	0.00658604	0.0350205	2.464911
6400	-203.2421	-221.4042	18.16212	0.224696	0.0229556	0.0154954	0.0952521	0.00859994	0.012222	0.0792849	0.0303702	0.0221984	0.00446212	0.0887748	0.0872031	0.0182557	0.00387269	0.0107085	0.0376401	0.0704065	0.7703674
6500	-218.5308	-231.2296	12.69886	0.279074	0.00997904	0.0202312	0.217775	0.0438182	0.029861	0.0147215	0.00680601	0.0196028	0.0139545	0.0106818	0.249155	0.0481639	0.0697691	0.00344196	0.0779546	0.133025	2.280872
6600	-202.2877	-219.5896	17.30192	0.212124	0.0115687	0.00179835	0.0707817	0.0117188	0.00965962	0.0224368	0.0503221	0.0325649	0.00544704	0.0640195	0.153362	0.0870248	0.0240911	0.0139948	0.0439723	0.00803204	1.807341
6700	-206.114	-222.5633	16.44935	0.165068	0.0178745	0.00493366	0.0950299	0.0195305	0.0173025	0.0132408	0.074059	0.0152046	0.0262326	0.123721	0.158207	0.0806163	0.0668096	0.0113801	0.0194369	0.0467827	1.255429
6800	-215.6034	-230.5625	14.95912	0.178637	0.0901317	0.027095	0.178679	0.0561831	0.0525124	0.0540273	0.0237823	0.0484669	0.00140077	0.114667	0.150273	0.0311126	0.00511385	0.0242395	0.021992	0.0571793	1.138519
6900	-203.2811	-220.9309	17.64987	0.149976	0.00474861	0.0100674	0.0967348	0.0161474	0.0538579	0.00053548	0.0247548	0.0240416	0.0256529	0.0625066	0.166042	0.00640759	0.0213609	0.0230328	0.0874248	0.0928518	0.9390764
7000	-206.8876	-222.3045	15.4169	0.230201	0.0507209	0.00580979	0.160803	0.00816945	0.0435961	0.00129686	0.0205278	0.0567749	0.00952273	0.0764329	0.136047	0.165829	0.0281486	0.0042224	0.0532473	0.0396059	0.9241923
7100	-204.8698	-221.6436	16.77375	0.161968	0.00235398	0.0026934	0.12314	0.0497908	0.00804588	0.0227702	0.0143491	0.00654099	0.0385335	0.110181	0.169698	0.0121081	0.0788902	0.044688	0.00963344	0.0899285	1.023071
7200	-210.7197	-226.5521	15.83242	0.143479	0.00707157	0.0253682	0.11594	0.0227634	0.0130595	0.0502251	0.00457501	0.118926	0.00465423	0.152096	0.18387	0.00212347	0.134163	0.020462	0.0125782	0.0146485	1.161066
7300	-212.7253	-227.1419	14.41654	0.199747	0.0174963	0.0147432	0.150636	0.00291264	0.011286	0.0530512	0.0196546	0.0425038	0.0818764	0.107242	0.0696311	0.0428817	0.0222824	0.111057	0.167096	0.0311369	1.403938
7400	-205.8743	-219.6824	13.80816	0.267747	0.0116062	0.00436292	0.164284	0.0134603	0.0269252	0.0355691	0.0827761	0.0301045	0.000268726	0.0201711	0.173333	0.00641421	0.0760413	0.016434	0.134649	0.112298	1.755242
7500	-210.9052	-228.2995	17.39429	0.234056	0.00860931	0.0114236	0.125311	0.0265799	0.00514319	0.0600786	0.035393	0.00906846	0.0173662	0.0260944	0.232592	0.0383742	0.0267259	0.0052665	0.0401512	0.0281583	0.5693406
7600	-207.3372	-222.9603	15.62314	0.231015	0.0675502	0.00366478	0.0938423	0.0315042	0.0311572	0.0484523	0.0069353	0.107983	0.00744429	0.114491	0.172068	0.0419319	0.0121844	0.0378619	0.00503464	0.0628661	0.8691336
7700	-204.9053	-222.0527	17.14742	0.148846	0.0129464	0.0013367	0.154599	0.0106432	0.0247977	0.0291232	0.0580819	0.101368	0.00316124	0.0907678	0.133041	0.0128263	0.00216288	0.0242079	0.0740335	0.0250955	1.032214
7800	-211.2783	-226.5588	15.28056	0.151445	0.023631	0.0201167	0.162398	0.0414174	0.0345953	0.0840018	0.00963738	0.061723	0.00388308	0.133965	0.183475	0.0685175	0.0393869	0.00567781	0.0148184	0.0854474	0.736405
7900	-213.2343	-226.889	13.65471	0.191044	0.0378907	0.0147992	0.15152	0.0136952	0.00542665	0.0700447	0.0612043	0.0186263	0.00820815	0.072348	0.229727	0.133546	0.0661424	0.0585922	0.0556831	0.0355891	1.373998
8000	-207.7119	-222.1979	14.48605	0.189493	0.0463731	0.0134156	0.207769	0.012447	0.0241098	0.0174223	0.0361449	0.0401464	0.012731	0.130944	0.238841	0.0806377	0.0262992	0.0336953	0.0221669	0.00261786	1.438251
8100	-207.4208	-225.3631	17.94237	0.188978	0.0143644	0.0245381	0.135205	0.0208281	0.0115359	0.0237422	0.0101152	0.00894029	0.0430219	0.000146466	0.159044	0.116455	0.036159	0.0134482	0.0289348	0.00994957	0.8561678
8200	-204.6605	-222.9914	18.33093	0.161992	0.0461941	0.00154208	0.105725	0.0160025	0.0608056	0.0242593	0.00567975	0.0252219	0.0168648	0.0576094	0.101621	0.120808	0.0354919	0.0179586	0.0233235	0.00170315	0.701406
8300	-206.8912	-222.3933	15.50212	0.252362	0.0234861	0.000611948	0.0710746	0.013755	0.00397129	0.0775199	0.0376621	0.00473171	0.021758	0.0385395	0.185312	0.133496	0.0923257	0.0208842	0.0029418	0.0150669	1.902154
8400	-205.8277	-220.4152	14.58746	0.185786	0.0592157	0.0177801	0.23328	0.00034645	0.00704266	0.0113129	0.0356222	0.016847	0.0185355	0.0603781	0.207658	0.129525	0.0136463	0.0127301	0.00842983	0.100904	1.508113
8500	-210.7059	-224.038	13.3321	0.290468	0.0234856	0.0160637	0.148561	0.0253406	0.00750912	0.0176795	0.0335992	0.00304112	0.0306686	0.0800514	0.239188	0.0931011	0.0236025	0.0987802	0.014809	0.0623383	1.95722
8600	-209.9987	-225.1625	15.16379	0.15586	0.0152725	0.0230047	0.124078	0.025006	0.0644555	0.0554087	0.0105214	0.0750794	0.00291355	0.0816065	0.130586	0.126427	0.00799751	0.0839514	0.0491991	0.012063	1.723588
8700	-212.859	-228.185	15.32601	0.290879	0.0176541	0.012232	0.108242	0.0351246	0.0321021	0.0684173	0.0300194	0.0138005	0.0438258	0.0463741	0.121627	0.0223076	0.00557252	0.000510131	0.190931	0.0258146	1.280637
8800	-211.6355	-226.4323	14.7968	0.216315	0.00281072	0.0097709	0.24324	0.0329962	0.0046979	0.0251697	0.0204811	0.0258579	0.011457	0.0289821	0.134119	0.131677	0.00680645	0.0181128	0.182007	0.0315469	1.198132
8900	-206.9272	-223.136	16.20878	0.0901276	0.0740165	0.0072095	0.125261	0.00150465	0.00666468	0.0051978	0.0575399	0.0454116	0.0127995	0.0309863	0.162749	0.0968466	0.000353332	0.00371053	0.19696	0.079822	1.070159
9000	-203.3222	-220.412	17.08972	0.212155	0.0157156	0.00396964	0.0668907	0.0232779	0.01568	0.00332364	0.0219402	0.0194095	0.00460743	0.0322149	0.232104	0.120291	0.0166927	0.0130733	0.0411181	0.0709843	1.025771
9100	-213.1276	-226.2234	13.09582	0.166207	0.0329136	0.0129072	0.366257	0.00529767	0.0434934	0.0282038	0.0445594	0.0346676	0.0100139	0.0764111	0.187468	0.0614664	0.0543954	0.0283745	0.198575	0.00613586	0.5970318
9200	-210.3829	-224.8617	14.47884	0.190996	0.00684994	0.0249437	0.0897631	0.0174625	0.101594	0.0246348	0.0197505	0.0536958	0.0132806	0.0786688	0.264522	0.0180812	0.0458696	0.011842	0.138798	0.00546869	1.79478
9300	-207.5273	-224.1513	16.624	0.172416	0.0232987	0.00461633	0.120649	0.0342813	0.0478687	0.0379356	0.0521269	0.0065299	0.023618	0.06328	0.131851	0.160671	0.0249726	0.00800286	0.000332118	0.0609272	0.8936062
9400	-212.2463	-227.5996	15.3533	0.22307	0.0568168	0.0220017	0.131434	0.0355594	0.0293447	0.0622759	0.047035	0.0153592	0.000741605	0.0825802	0.199712	0.0656934	0.100804	0.0207921	0.0142048	0.0162225	0.6723333
9500	-209.5441	-223.4279	13.88382	0.143151	0.0115403	0.00585894	0.131	0.029381	0.0275425	0.0444371	0.0165334	0.0951002	0.0211399	0.147785	0.237534	0.125243	0.0777845	0.0144903	0.0350109	0.0272349	1.492297
9600	-209.6569	-224.9838	15.32682	0.145114	0.0338572	0.0049671	0.166142	0.00901339	0.0358431	0.0376489	0.00562756	0.0854747	0.0173639	0.0343069	0.243547	0.0778151	0.122339	0.00266536	0.0263516	0.0409421	1.033016
9700	-199.6093	-217.2446	17.63526	0.195528	0.000189639	0.00925547	0.17642	0.00630008	0.00737897	0.0170506	0.0194625	0.0300114	0.00573829	0.0690537	0.132007	0.122805	5.63337e-05	0.0676441	0.0177906	0.00126827	0.838416
9800	-207.0725	-220.6252	13.55273	0.28121	0.0319073	0.013324	0.180007	0.0177273	0.00419475	0.0302945	0.0515099	0.0287212	0.0311614	0.0694151	0.183037	0.235933	0.0406876	0.00112293	0.0040708	0.0223107	1.46056
9900	-202.5948	-218.4312	15.83633	0.149079	0.0421226	0.00714745	0.139644	0.0148324	0.0283713	0.0120464	0.00762888	0.0426662	0.00405602	0.0911856	0.302438	0.0808949	0.0787271	0.00754518	0.0209496	0.0043214	1.077831
10000	-209.1919	-224.5053	15.31337	0.334073	0.0246668	0.00849302	0.0865719	0.0228325	0.00752039	0.0843353	0.00662046	0.00666382	0.0369983	0.0292683	0.114793	0.128667	0.00306917	0.0206138	0.0652347	0.0304077	1.948427
10100	-208.1761	-222.8558	14.67971	0.2177	0.0341218	0.00665832	0.162381	0.02446	8.65208e-05	0.0513349	0.00432663	0.0203917	0.0553012	0.11905	0.156179	0.15727	0.028864	0.0333069	0.0140818	0.00861842	1.695355
10200	-200.7567	-218.127	17.3703	0.175817	0.0163886	0.0075587	0.126776	0.0355683	0.00825472	0.0422186	0.0109996	0.0240793	0.0057481	0.0963055	0.13386	0.109877	0.0543408	0.00019502	0.0124365	0.0397591	0.8796708
10300	-212.1559	-224.2893	12.13345	0.323688	0.00731933	0.0222846	0.255081	0.0203692	0.0460252	0.0845713	0.0170171	0.0398027	0.0105359	0.186438	0.197225	0.104185	0.00468904	0.0673427	0.0189496	0.00257134	1.035643
10400	-204.2954	-220.322	16.02665	0.23927	0.0104528	0.0138994	0.118794	0.00144787	0.0129849	0.0687437	0.00437261	0.0201235	0.0159138	0.11644	0.181076	0.00502226	0.0435931	0.00023148	0.16505	0.00133911	1.035843
10500	-203.6852	-221.2564	17.57129	0.160318	0.0105745	0.0595221	0.105773	0.00336497	0.017057	0.032207	0.000801584	0.02445	0.00366541	0.0380713	0.216328	0.0839475	0.0440262	0.0124863	0.0568586	0.0197047	0.7924924
10600	-209.7573	-225.6103	15.85296	0.186009	0.0552004	0.0444595	0.102415	0.00134589	0.0269146	0.0929696	0.0211822	0.0263176	0.0149517	0.0278751	0.172093	0.132225	0.0653623	0.0215373	0.0191919	0.00362275	1.270502
10700	-209.6095	-224.6882	15.07867	0.156521	0.00423816	0.0173233	0.180468	0.053147	0.0118072	0.0284334	0.0376795	0.120885	0.000701452	0.073033	0.227866	0.0248614	0.0027583	0.0301087	0.047097	0.119163	0.81471
10800	-219.9914	-234.8897	14.89833	0.325645	0.0399668	0.0136253	0.0845018	0.0169882	0.0377842	0.0229497	0.016551	0.0381676	0.00125379	0.010511	0.109927	0.203071	0.0865632	0.0182875	0.0878261	0.0499088	0.7253575
10900	-202.3386	-220.2896	17.95101	0.182598	0.0468254	0.00470938	0.0940726	0.0118759	0.0124945	0.0517888	0.0114373	0.0216902	0.00422843	0.0397819	0.101137	0.0454024	0.0658008	0.0038284	0.15093	0.00496282	0.7698426
11000	-206.9727	-222.2677	15.29506	0.184244	0.0515992	0.00191171	0.121458	0.00200024	0.00341211	0.0204809	0.0258146	0.039204	0.00796093	0.0118176	0.18239	0.133005	0.0338651	0.0102878	0.111144	0.165467	0.8956489
11100	-207.8642	-221.629	13.76478	0.217333	0.0508168	0.0343541	0.127158	0.00993642	0.0194806	0.048695	0.0575848	0.0696957	0.00179511	0.00909074	0.190172	0.160774	0.0154552	0.048441	0.0233769	0.0937045	1.791803
