Iteration	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er_cats[1]	er_cats[2]	er_cats[3]	er_cats[4]	er_indicator	er_scale	m_er	m_er_dist	m_pi	m_pi_dist	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	pi_cats[1]	pi_cats[2]	pi_cats[3]	pi_cats[4]	pi_indicator	pi_scale	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
100	-269.9668	-226.5802	-43.38665	2612265	1	0.129478	0.0261857	0.0181114	0.0514443	0.0139373	0.0241372	0.0526907	0.00659585	0.0107228	0.0163554	0.11029	0.0177924	0.038902	0.122717	0.0109771	0.0211956	0.00547384	0.498172	0.499562	0.500381	0.501886	1	58573.06	1	48347.2	1	25250.26	0.300336	0.153608	0.0988783	0.447177	0.497856	0.49955	0.500515	0.502079	1	45304.79	3	0.999214	0.999799	1.0002	1.00079	0.6770062
110	-264.5166	-220.3859	-44.13069	5.452241e+07	1	0.199427	0.0156863	0.011621	0.0830433	0.00632829	0.02635	0.0351204	0.00879596	0.029694	0.0126247	0.0582264	0.0192302	0.0322211	0.148659	0.0469418	0.0107081	0.0067326	0.497836	0.499473	0.50048	0.502211	1	42220.38	1	34219.04	1	53612.85	0.708764	0.0292248	0.104599	0.157412	0.497252	0.499347	0.500661	0.502739	1	26829.13	3	0.999828	0.999956	1.00004	1.00017	0.7514107
120	-269.3486	-223.3627	-45.98592	9.595045e+07	1	0.166555	0.0298715	0.00287392	0.188409	0.00495015	0.0166883	0.0187438	0.00348184	0.0241194	0.0399571	0.0792606	0.00578453	0.0794542	0.149223	0.0799242	0.0351562	0.0124801	0.497536	0.499448	0.500596	0.502419	1	33877.25	1	13290.15	1	34540.24	0.0918645	0.391282	0.0581462	0.458707	0.495005	0.498769	0.501264	0.504963	1	8146.016	2	0.999871	0.999967	1.00003	1.00013	0.9369332
130	-238.2035	-221.7061	-16.49734	1e+08	0	0.108188	0.0325314	0.000933375	0.166179	0.00167736	0.0093711	0.0521251	0.00430096	0.0323472	0.0123554	0.135575	0.00796304	0.0745292	0.21777	0.0287349	0.0119705	0.0370803	0.498242	0.49956	0.500347	0.501851	0	62000	15363.19	15363.19	1	56886.16	0.446317	0.114948	0.15686	0.281875	0.497285	0.499352	0.50065	0.502714	1	27409.09	3	0.999873	0.999968	1.00003	1.00013	0.9336323
140	-256.2406	-222.0924	-34.14825	7.056453e+07	1	0.208868	0.0148117	0.0017692	0.102011	0.00174289	0.0119534	0.0654176	0.0173905	0.0439895	0.0164549	0.130241	0.0141712	0.0491534	0.133736	0.010847	0.0162313	0.0178653	0.498242	0.49956	0.500347	0.501851	0	62000	40604.27	40604.27	1	26525.4	0.413498	0.109818	0.101223	0.375461	0.498038	0.499557	0.500438	0.501967	1	52325.98	3	0.999849	0.999961	1.00004	1.00015	0.8566544
150	-265.184	-228.5882	-36.59581	7.241736e+07	1	0.158746	0.0533806	0.00149824	0.198694	0.00131244	0.0147794	0.0831693	0.0773054	0.0396502	0.0166819	0.174418	0.00713288	0.0794495	0.150451	0.01275	0.0121868	0.0198046	0.498242	0.49956	0.500347	0.501851	0	62000	21063.94	21063.94	1	53087.1	0.450604	0.317232	0.0446472	0.187516	0.493583	0.498381	0.501621	0.506415	1	4905.777	2	0.999851	0.999962	1.00004	1.00015	1.10141
160	-274.6124	-227.916	-46.6964	6.810382e+07	1	0.159551	0.0297309	0.00106924	0.112536	0.0010268	0.00931925	0.0849179	0.0870507	0.0188019	0.0108435	0.214337	0.00576039	0.0491462	0.186103	0.0156549	0.00680524	0.0153281	0.497865	0.499526	0.500497	0.502112	1	44784.38	1	24261.57	1	11206.59	0.242038	0.0403849	0.544499	0.173077	0.497289	0.499325	0.500632	0.502754	1	27046.94	2	0.999846	0.999961	1.00004	1.00015	1.007982
170	-237.7764	-222.96	-14.81634	1e+08	0	0.100244	0.0418012	0.00057842	0.120266	0.00391453	0.0209671	0.0482134	0.0140522	0.0281006	0.0070932	0.176745	0.00585365	0.0279431	0.1069	0.00794348	0.00600735	0.0489076	0.498242	0.49956	0.500347	0.501851	0	62000	7795.988	7795.988	1	6139.042	0.137977	0.395058	0.0410604	0.425905	0.497572	0.499383	0.500544	0.502501	1	33253.27	3	0.999873	0.999968	1.00003	1.00013	0.7655314
180	-250.5173	-225.4544	-25.06292	1e+08	0	0.13804	0.0144685	0.00074532	0.0578228	0.00120907	0.0281445	0.0381419	0.0130015	0.0263394	0.0103931	0.0738636	0.0127759	0.0767516	0.139918	0.0174856	0.0131512	0.0244503	0.498055	0.499539	0.50042	0.501986	1	52273.66	1	60728.49	1	36805.06	0.247754	0.283985	0.451193	0.0170677	0.498107	0.499554	0.500405	0.501934	1	55160.35	2	0.999873	0.999968	1.00003	1.00013	0.6867015
190	-250.1297	-222.62	-27.50974	1e+08	0	0.145909	0.00899653	0.00153125	0.0823987	0.00090603	0.0069595	0.126273	0.0175253	0.045507	0.00455323	0.137132	0.00969795	0.061569	0.240219	0.0214531	0.00992903	0.0108232	0.497254	0.499363	0.500669	0.502713	1	27114.07	1	61749.14	1	14630.52	0.255553	0.441879	0.263325	0.0392424	0.497703	0.499503	0.500555	0.502238	1	39272.5	2	0.999873	0.999968	1.00003	1.00013	0.9313834
200	-251.4339	-223.4295	-28.00445	1e+08	0	0.127083	0.0130315	0.011738	0.157394	0.00462549	0.0211664	0.0760481	0.00804096	0.0180886	0.0151052	0.108897	0.00873765	0.0979433	0.2448	0.058889	0.00356711	0.00569952	0.496602	0.499157	0.500826	0.503414	1	17408.9	1	43205.14	1	58678.57	0.421889	0.307382	0.117706	0.153022	0.498139	0.499598	0.500415	0.501848	1	58724.67	3	0.999873	0.999968	1.00003	1.00013	0.9808545
210	-266.2817	-229.4269	-36.85478	3.531808e+07	1	0.156472	0.0737531	0.0146419	0.146085	0.0586517	0.0153573	0.0306556	0.0010064	0.0190761	0.013363	0.0713862	0.0797943	0.193347	0.188824	0.0567692	0.000566098	0.00755991	0.498242	0.49956	0.500347	0.501851	0	62000	57835.61	57835.61	1	58534.68	0.263776	0.182476	0.492784	0.0609643	0.49633	0.499105	0.50091	0.503654	1	15056.55	3	0.999786	0.999945	1.00005	1.00021	1.127308
220	-244.3244	-226.601	-17.72341	1e+08	0	0.173242	0.00388812	0.0136495	0.111712	0.0407918	0.00515514	0.0502565	0.00541167	0.0578473	0.015299	0.20644	0.0654062	0.108406	0.118763	0.0608261	0.00167947	0.0174637	0.498242	0.49956	0.500347	0.501851	0	62000	46295.16	46295.16	1	31782.66	0.0327026	0.154961	0.529998	0.282338	0.49647	0.499144	0.500874	0.503512	1	16291.37	3	0.999873	0.999968	1.00003	1.00013	1.056238
230	-275.2515	-228.3472	-46.90425	5.605696e+07	1	0.238956	0.005439	0.029126	0.0570488	0.0305025	0.0225999	0.0798699	0.0414182	0.0403942	0.0205748	0.0794988	0.01851	0.0687641	0.172835	0.10609	0.000434722	0.0167042	0.496724	0.49922	0.500811	0.503245	1	18995.08	1	11959.23	1	9589.582	0.174223	0.654882	0.0734794	0.0974161	0.494747	0.498673	0.501314	0.505266	1	7301.211	3	0.99983	0.999957	1.00004	1.00017	1.028767
240	-256.1715	-223.0494	-33.12204	2690883	1	0.124136	0.00944022	0.0133221	0.0716875	0.0126807	0.0371748	0.0170713	0.0274699	0.0107165	0.0297931	0.108972	0.0208027	0.0732522	0.11837	0.0474941	0.000675564	0.0309759	0.498242	0.49956	0.500347	0.501851	0	62000	10483.57	10483.57	1	18631.76	0.0762985	0.0832133	0.000186959	0.840301	0.497897	0.499536	0.500488	0.502079	1	46180.67	2	0.999225	0.999802	1.0002	1.00077	0.7540339
250	-240.0923	-223.1499	-16.94249	1e+08	0	0.138081	0.0226427	0.00635493	0.108235	0.0080621	0.0470136	0.0180082	0.0206634	0.0149463	0.0231666	0.203616	0.0436693	0.0753603	0.144452	0.0804022	0.00214296	0.0213296	0.498242	0.49956	0.500347	0.501851	0	62000	8137.482	8137.482	1	5599.74	0.00810488	0.843354	0.00191288	0.146628	0.497105	0.499333	0.500716	0.502846	1	24507.5	2	0.999873	0.999968	1.00003	1.00013	0.9781463
260	-236.9609	-220.6702	-16.29062	1e+08	0	0.258712	0.00590589	0.000466271	0.0873405	0.004053	0.017946	0.0102924	0.0227877	0.0580547	0.00438223	0.120967	0.0167881	0.0495555	0.219377	0.0250421	0.00567238	0.00561718	0.498242	0.49956	0.500347	0.501851	0	62000	12260.43	12260.43	1	26220.6	0.0535156	0.0799696	0.122565	0.74395	0.497454	0.499352	0.500577	0.502617	1	30311.37	3	0.999873	0.999968	1.00003	1.00013	0.9129593
270	-234.419	-219.1773	-15.24176	1e+08	0	0.178601	0.00481791	0.00213881	0.084452	0.0188829	0.00624702	0.062312	0.0118751	0.0348807	0.000891624	0.0976827	0.00757782	0.0542683	0.162269	0.0633268	0.00691625	0.0109328	0.498242	0.49956	0.500347	0.501851	0	62000	19303.36	19303.36	1	12769.9	0.218506	0.387283	0.123177	0.271034	0.498098	0.499598	0.500434	0.501871	1	56730.7	2	0.999873	0.999968	1.00003	1.00013	0.8080736
280	-270.2032	-224.7521	-45.45112	6.996524e+07	1	0.160671	0.00402672	0.00235136	0.104633	0.0145607	0.00511517	0.0379975	0.0187333	0.030959	0.00454671	0.182931	0.0384945	0.0294528	0.104044	0.0647586	0.025523	0.0546557	0.497533	0.499453	0.500601	0.502413	1	33915.42	1	60532.08	1	25028.42	0.338453	0.112667	0.468695	0.080184	0.496475	0.499156	0.500879	0.50349	1	16413.29	3	0.999848	0.999962	1.00004	1.00015	0.883454
290	-237.478	-221.1369	-16.34109	1e+08	0	0.193189	0.0183957	0.00380304	0.12035	0.0180161	0.0262597	0.0245721	0.0236616	0.0319154	0.0056785	0.088511	0.0311951	0.099472	0.102686	0.0880304	0.017129	0.0251427	0.498242	0.49956	0.500347	0.501851	0	62000	36290.42	36290.42	1	51673.33	0.279036	0.0185842	0.166443	0.535937	0.491181	0.497754	0.502235	0.50883	1	2593.242	3	0.999873	0.999968	1.00003	1.00013	0.9180067
300	-256.9915	-222.5266	-34.46495	5.46278e+07	1	0.17122	0.0234615	0.00194093	0.136338	0.0460549	0.0349539	0.0210721	0.0177104	0.0182583	0.00812324	0.0797417	0.0114771	0.0974862	0.118388	0.0734056	0.0198462	0.00884601	0.498242	0.49956	0.500347	0.501851	0	62000	43366.67	43366.67	1	2425.215	0.199115	0.158637	0.585126	0.0571222	0.494832	0.498715	0.501303	0.505149	1	7589.436	3	0.999828	0.999956	1.00004	1.00017	0.8883243
310	-267.6016	-223.6539	-43.94769	7.903773e+07	1	0.193149	0.0254681	0.00522755	0.0513002	0.0203028	0.0208663	0.00354681	0.00702287	0.0348407	0.0319464	0.0840731	0.0142872	0.0267154	0.146093	0.058074	0.00683828	0.00335967	0.497857	0.499553	0.500515	0.502074	1	45421.06	1	7185.288	1	18021.26	0.510847	0.0593593	0.392047	0.0377464	0.497958	0.49957	0.50048	0.501992	1	49662.64	2	0.999857	0.999964	1.00004	1.00014	0.733111
320	-256.432	-222.9299	-33.50213	4.144964e+07	1	0.135014	0.0378648	0.00170291	0.136461	0.0353521	0.0486803	0.011994	0.0070481	0.0557634	0.00757494	0.0645874	0.00932131	0.018403	0.127949	0.0660587	0.0192307	0.00903788	0.498242	0.49956	0.500347	0.501851	0	62000	7164.358	7164.358	1	35769.73	0.0771975	0.711939	0.204453	0.00641026	0.497204	0.499351	0.500684	0.502761	1	26158.29	2	0.999802	0.999949	1.00005	1.0002	0.792043
330	-259.595	-225.1593	-34.43576	1.428787e+07	1	0.136417	0.0452901	0.000270595	0.0829991	0.00992424	0.0493172	0.0189722	0.00804363	0.0192305	0.00740526	0.131129	0.0342115	0.0488079	0.241778	0.0252096	0.0120187	0.0143802	0.498242	0.49956	0.500347	0.501851	0	62000	32004.59	32004.59	1	56681.68	0.0646249	0.203718	0.278184	0.453473	0.497378	0.499344	0.500605	0.502672	1	28828.83	2	0.999664	0.999914	1.00009	1.00034	0.8854054
340	-276.9806	-230.6166	-46.36402	5.907779e+07	1	0.153659	0.0309765	0.000589641	0.166961	0.035789	0.0214739	0.0458964	0.0193623	0.0348237	0.00430543	0.0719162	0.0342044	0.130295	0.144512	0.0563913	0.00160077	0.0219885	0.497702	0.499444	0.500522	0.502332	1	37680.02	1	5797.705	1	3116.063	0.205999	0.579417	0.159593	0.0549912	0.497315	0.499338	0.500629	0.502718	1	27671.91	3	0.999835	0.999958	1.00004	1.00017	0.974744
350	-252.3929	-219.1848	-33.20808	6.81894e+07	1	0.187556	0.0223914	0.00096443	0.135242	0.0109009	0.0128702	0.0242386	0.0203998	0.0279569	0.0169469	0.0744571	0.0108872	0.0683076	0.113645	0.0288124	0.00334002	0.00372228	0.498242	0.49956	0.500347	0.501851	0	62000	23900.4	23900.4	1	43769.13	0.0955576	0.0165293	0.537923	0.349991	0.497916	0.499569	0.500499	0.502016	1	48045.75	2	0.999846	0.999961	1.00004	1.00015	0.7626379
360	-268.5551	-222.1661	-46.38894	5.092829e+07	1	0.239054	0.0249894	0.00395222	0.270334	0.0535682	0.0128851	0.020757	0.00586171	0.0366449	0.0113862	0.0858541	0.0131738	0.016078	0.130523	0.0415754	0.0070926	0.00350597	0.498133	0.499615	0.500427	0.501824	1	59301.99	1	18397.02	1	8295.207	0.503929	0.202801	0.0260199	0.267251	0.498045	0.49957	0.500441	0.501944	1	53151.27	2	0.999822	0.999954	1.00005	1.00018	0.9772355
370	-263.39	-227.4116	-35.97832	8.797724e+07	1	0.169492	0.0340437	0.00577482	0.302881	0.0123954	0.0266303	0.0232638	0.0335385	0.0229085	0.0166651	0.116406	0.0206976	0.0829032	0.144725	0.0181038	0.00347221	0.0057601	0.498242	0.49956	0.500347	0.501851	0	62000	12339.95	12339.95	1	55646.91	0.0513599	0.00981803	0.833113	0.105709	0.497727	0.49948	0.500532	0.502262	1	39268.18	2	0.999864	0.999965	1.00004	1.00014	1.039661
380	-261.8171	-227.2737	-34.5434	4.621072e+07	1	0.144171	0.0145199	0.0177539	0.297363	0.0193363	0.0192074	0.0629283	0.0293189	0.0387204	0.00555667	0.0510164	0.0190743	0.0373063	0.0839046	0.0438511	0.00103416	0.0111081	0.498242	0.49956	0.500347	0.501851	0	62000	2903.137	2903.137	1	9077.393	0.184224	0.0967494	0.552297	0.16673	0.498165	0.499579	0.500393	0.501863	1	59090.62	2	0.999813	0.999953	1.00005	1.00019	0.8961699
390	-239.6908	-223.5687	-16.12217	1e+08	0	0.303438	0.0339272	0.0145552	0.0617406	0.00512033	0.00775747	0.00533477	0.0138224	0.0203569	0.0202996	0.080211	0.00474244	0.0809596	0.1461	0.0898774	0.000960957	0.00691086	0.498242	0.49956	0.500347	0.501851	0	62000	38285.72	38285.72	1	1892.692	0.208156	0.0983303	0.215532	0.477981	0.495195	0.498783	0.501193	0.504829	1	8704.275	2	0.999873	0.999968	1.00003	1.00013	0.8961149
400	-250.9987	-224.1812	-26.81747	1e+08	0	0.175511	0.0970787	0.0135736	0.138808	0.0228895	0.00492055	0.00412719	0.0213772	0.0268443	0.014594	0.082658	0.0256916	0.089544	0.0882303	0.0489509	0.00592146	0.00143564	0.497871	0.499531	0.500497	0.502101	1	45166.25	1	13894.83	1	53197.25	0.38579	0.509556	0.0681368	0.0365178	0.49705	0.499319	0.500731	0.502899	1	23612.31	2	0.999873	0.999968	1.00003	1.00013	0.8621564
410	-259.0281	-225.0253	-34.00279	6.752813e+07	1	0.246444	0.0118288	0.00785007	0.0705493	0.0806347	0.00290155	0.0247051	0.00989895	0.0130886	0.0143655	0.0899985	0.0128431	0.0989753	0.121937	0.0283178	0.00192481	0.00584517	0.498242	0.49956	0.500347	0.501851	0	62000	38945.94	38945.94	1	52355.84	0.00574427	0.095504	0.481374	0.417378	0.498046	0.499614	0.500466	0.501874	1	55149.99	2	0.999845	0.999961	1.00004	1.00015	0.8421083
420	-260.1052	-230.6304	-29.47477	1e+08	0	0.146973	0.0242435	0.0380361	0.133023	0.1287	0.00816836	0.0427476	0.0550733	0.0381109	0.0243893	0.115483	0.0644773	0.016586	0.229923	0.0412731	0.00153222	0.0191461	0.496676	0.499159	0.500796	0.503368	1	18039.92	1	59364.82	1	43402	0.323422	0.361718	0.222494	0.0923663	0.497167	0.499333	0.500689	0.502811	1	25363.92	3	0.999873	0.999968	1.00003	1.00013	1.127886
430	-267.9539	-231.4768	-36.4771	8.273044e+07	1	0.118732	0.0128026	0.0370166	0.202631	0.0863346	0.0024583	0.0824806	0.00654843	0.0314098	0.0150125	0.119028	0.00831125	0.0672383	0.187241	0.0788222	0.00442428	0.0290479	0.498242	0.49956	0.500347	0.501851	0	62000	8199.507	8199.507	1	27366.85	0.115283	0.232045	0.392348	0.260324	0.498033	0.49958	0.500452	0.501935	1	53055.99	2	0.99986	0.999964	1.00004	1.00014	1.08954
440	-267.4262	-222.2597	-45.16643	7.816211e+07	1	0.14622	0.0112332	0.0119974	0.149582	0.0171488	5.99379e-05	0.062638	0.0111236	0.00732583	0.00816392	0.11126	0.0253145	0.0300706	0.155892	0.0353139	0.0040652	0.0675758	0.497796	0.499522	0.500525	0.502157	1	42473.66	1	46305.13	1	6523.586	0.681925	0.133568	0.108702	0.0758044	0.494329	0.498566	0.501423	0.505682	1	6268.039	2	0.999857	0.999963	1.00004	1.00014	0.8549847
450	-257.2493	-222.3824	-34.86694	9.438483e+07	1	0.205435	0.0327105	0.00903263	0.152681	0.0129321	0.000307212	0.0369142	0.0253093	0.0279707	0.0158909	0.0683416	0.00850244	0.0956241	0.141334	0.0118512	0.00423891	0.0794473	0.498242	0.49956	0.500347	0.501851	0	62000	9526.851	9526.851	1	32721.69	0.205032	0.33604	0.0686465	0.390281	0.496288	0.499115	0.500933	0.503664	1	14849.27	3	0.999869	0.999967	1.00003	1.00013	0.9285242
460	-235.3721	-219.4968	-15.87528	1e+08	0	0.170857	0.0451034	0.000744337	0.10431	0.0317691	0.0154441	0.0142657	0.0177623	0.0428966	0.000996485	0.13146	0.0104317	0.051036	0.139698	0.00252234	0.0126811	0.0794473	0.498242	0.49956	0.500347	0.501851	0	62000	29712.07	29712.07	1	56961.38	0.598788	0.122977	0.201122	0.0771128	0.496411	0.499142	0.500898	0.503549	1	15856.29	2	0.999873	0.999968	1.00003	1.00013	0.8714262
470	-249.266	-223.132	-26.13401	1e+08	0	0.172478	0.00436506	0.0335054	0.102634	0.0316236	0.0160506	0.0162443	0.0291681	0.0294053	0.0192131	0.0895863	0.0321236	0.0208987	0.132181	0.00223431	0.00712213	0.0549769	0.496831	0.499204	0.500757	0.503208	1	19869.11	1	25603.84	1	39037.27	0.148542	0.295461	0.476385	0.0796115	0.497909	0.499569	0.500502	0.50202	1	47815.25	2	0.999873	0.999968	1.00003	1.00013	0.7938109
480	-264.9435	-229.9028	-35.04072	4.775401e+07	1	0.156379	0.0271603	0.099137	0.12575	0.0496289	0.0317245	0.0487213	0.017403	0.0435346	0.00279109	0.108077	0.019757	0.04121	0.142275	0.00060036	0.020598	0.0111549	0.498242	0.49956	0.500347	0.501851	0	62000	8049.875	8049.875	1	29907.79	0.482107	0.225682	0.166987	0.125224	0.497164	0.499315	0.50068	0.502842	1	25058.19	2	0.999816	0.999953	1.00005	1.00018	0.9459016
490	-265.1061	-220.5536	-44.55248	1.517517e+07	1	0.116734	0.0320875	0.0146988	0.0951095	0.0222338	0.0154994	0.010951	0.00999763	0.0437436	0.00638437	0.0827928	0.026443	0.0481687	0.170327	0.00182417	0.0771296	0.0194648	0.49515	0.498775	0.501207	0.504868	1	8555.326	1	20714.43	1	23892.34	0.438914	0.452949	0.0982233	0.00991363	0.49785	0.499563	0.500525	0.502062	1	45539.52	3	0.999674	0.999917	1.00008	1.00033	0.79359
500	-269.9267	-225.2613	-44.66537	8.386423e+07	1	0.160593	0.0389652	0.00470827	0.0423423	0.0245408	0.000769607	0.00560313	0.0165822	0.0448718	0.0141522	0.142835	0.0118572	0.0888188	0.154972	0.0103252	0.0259349	0.0170067	0.496273	0.499087	0.500923	0.503717	1	14580.3	1	58818.95	1	2250.515	0.594414	0.127066	0.246104	0.0324153	0.495737	0.498947	0.501065	0.50425	1	11145.16	3	0.999861	0.999964	1.00004	1.00014	0.8048787
510	-272.4182	-226.9474	-45.47076	4.014419e+07	1	0.113245	0.00533079	0.000280269	0.0785707	0.026683	0.00374569	0.0248633	0.0308583	0.0619522	0.00520792	0.114104	0.00527514	0.0618993	0.160722	0.0258059	0.134076	0.0327987	0.497889	0.499566	0.500509	0.502036	1	46969.93	1	60161.58	1	59150.66	0.56166	0.300342	0.0602067	0.0777916	0.492978	0.498219	0.501774	0.50703	1	4090.694	3	0.999799	0.999949	1.00005	1.0002	0.8854178
520	-255.5264	-228.4742	-27.0522	1e+08	0	0.127455	0.0204841	0.0166781	0.0885572	0.0433939	0.0120247	0.00664945	0.0177518	0.0063758	0.0189543	0.0613061	0.0248641	0.0947019	0.110779	0.0208653	0.154643	0.0601451	0.496281	0.499057	0.500902	0.503759	1	14445.76	1	35941.47	1	18266.64	0.0870206	0.287259	0.503064	0.122656	0.497845	0.499451	0.500464	0.502241	1	41803.36	2	0.999873	0.999968	1.00003	1.00013	0.8856295
530	-238.867	-222.6238	-16.24314	1e+08	0	0.176	0.0123155	0.00933006	0.0548862	0.0232215	0.00814237	0.0103727	0.0177565	0.062285	0.0120518	0.104843	0.0298301	0.0918149	0.227609	0.0104522	0.045958	0.011343	0.498242	0.49956	0.500347	0.501851	0	62000	25446.36	25446.36	1	32942.3	0.0583552	0.336758	0.260173	0.344713	0.497967	0.499499	0.500437	0.502097	1	47384.96	3	0.999873	0.999968	1.00003	1.00013	0.9082114
