Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	pi_scale
1200	-209.6333	-224.9102	15.27687	0.134398	0.0207552	0.0311516	0.174468	0.00812233	0.00934811	0.0674529	0.0118695	0.0688988	0.00702182	0.0477536	0.115399	0.172478	0.0937841	0.0136538	0.106387	0.00306106	1.114828
1300	-205.4847	-220.896	15.41126	0.147538	0.0298623	0.0015927	0.083659	0.00600559	0.0196265	0.0181443	0.0355684	0.0625139	0.0189122	0.106068	0.109717	0.195654	0.0798895	0.0859468	0.0345201	0.0057491	1.45842
1400	-203.9731	-219.9585	15.98539	0.170234	0.00618872	0.00706767	0.145283	0.0484535	0.0298104	0.0132657	0.00197642	0.0263956	0.00284842	0.00150621	0.20965	0.187981	0.0407506	0.0871138	0.0375926	0.0140916	0.9625761
1500	-216.6274	-230.198	13.57061	0.157067	0.020345	0.0136697	0.149767	0.0501429	0.000896892	0.136434	0.0241182	0.0706744	0.0182097	0.0874035	0.175779	0.176826	0.0234337	0.053534	0.0195887	0.0767478	1.135453
1600	-211.1211	-223.1689	12.04782	0.24027	0.0187216	0.00322003	0.188713	0.00293408	0.00239797	0.191712	0.0281514	0.0722282	0.028506	0.000953867	0.1982	0.220554	0.083085	0.00376571	0.00249515	0.104858	1.307746
1700	-210.9904	-228.8022	17.81179	0.152953	0.0704773	0.0051811	0.0666822	0.00796784	0.0126406	0.0462228	0.00288214	0.0271092	0.0016902	0.0431601	0.0712632	0.0919977	0.0519165	0.025004	0.0949757	0.0571934	1.14799
1800	-208.3669	-223.8527	15.4858	0.11611	0.0261264	0.00195442	0.198553	0.0441294	0.0335151	0.0103916	0.0154181	0.144443	0.0066065	0.0197074	0.0687465	0.196687	0.000434459	0.113043	0.00312413	0.0936995	0.8405007
1900	-206.4443	-224.0249	17.58054	0.189018	0.00571116	0.0370854	0.159508	0.00290253	0.0174027	0.00750665	0.0137469	0.0131142	0.00945652	0.0258987	0.114355	0.15709	0.012919	0.0480888	0.00532836	0.0517774	0.9604472
2000	-211.7927	-227.156	15.36335	0.18592	0.0515162	0.0356171	0.081035	0.00114873	0.0116509	0.0495747	0.0884544	0.0542131	0.0017315	0.0204615	0.0146767	0.33369	0.0226629	0.000790021	0.0374593	0.076658	1.22081
2100	-209.2292	-224.1266	14.89733	0.0913878	0.0130825	0.0121641	0.197192	0.0309247	0.0189575	0.0526342	0.0244278	0.0665311	0.0134906	0.0354333	0.0327438	0.265245	0.0617147	0.0183418	0.0541656	0.105404	1.441502
2200	-206.0467	-222.7664	16.71965	0.122705	0.0264679	0.0649864	0.227467	0.00239088	0.0254856	0.0050188	0.0212858	0.0326255	0.00677948	0.0206702	0.00172498	0.132364	0.0484542	0.0239778	0.0402663	0.132145	1.186996
2300	-206.9495	-222.4032	15.45368	0.205093	0.018265	0.0542484	0.147765	0.00126604	0.0100041	0.0764476	0.00224998	0.0237208	0.00326813	0.0391231	0.00918608	0.130965	0.00245415	0.0589735	0.0273896	0.244312	1.258303
2400	-206.9212	-222.4408	15.51957	0.252302	0.0140359	0.0298014	0.133123	0.0421544	0.00979872	0.0350992	0.0126294	0.0621614	0.0303433	0.0593077	0.00580059	0.130837	0.00552099	0.0789615	0.0152986	0.19031	0.6679478
2500	-212.9311	-226.6636	13.73249	0.391118	0.0214591	0.0102162	0.154038	0.0871711	0.0876277	0.0245082	0.00899713	0.00623579	0.0145994	0.00675629	0.0418374	0.21406	0.0390168	0.0310929	0.0124632	0.079289	1.219304
2600	-209.0993	-223.1381	14.03884	0.243231	0.0230019	0.0173422	0.157599	0.0282977	0.00896065	0.033357	0.00612969	0.0729179	0.0119785	0.0154885	0.113809	0.146238	0.0794562	0.0645993	0.0025549	0.17089	1.262227
2700	-210.468	-223.8258	13.35778	0.198764	0.021586	0.0293211	0.212861	0.0088308	0.0376767	0.0599644	0.0725053	0.0726833	0.0010066	0.0311896	0.122373	0.15497	0.00857489	0.00688877	0.0433832	0.174946	1.332419
2800	-211.2341	-226.9015	15.66739	0.163766	0.0249729	0.0119751	0.0635582	0.00578943	0.0483829	0.0157126	0.0389612	0.0178822	0.0573297	0.095574	0.0708636	0.197458	0.0117267	0.0599848	0.0032376	0.133112	1.402397
2900	-203.4712	-220.529	17.05782	0.146571	0.00416674	0.0154403	0.0830137	0.00148795	0.00144687	0.00483842	0.0160716	0.0243617	0.000549332	0.0684702	0.162916	0.16913	0.00754099	0.00268437	0.0488919	0.146569	1.153883
3000	-212.7309	-227.1567	14.42581	0.214254	0.0390002	0.0235863	0.145517	0.0100266	0.00955828	0.0992676	0.0476967	0.0339849	0.05814	0.00577005	0.0157843	0.247018	0.0318053	0.140313	0.00927396	0.069754	0.8207047
3100	-214.8818	-228.4993	13.61745	0.118005	0.0187735	0.0157016	0.163711	0.00938359	0.00944242	0.00107587	0.0360147	0.0122422	0.0325917	0.0201562	0.0370059	0.374015	0.00759326	0.192141	0.119562	0.110118	0.8596798
3200	-201.6436	-218.0378	16.39427	0.186376	0.00676357	0.0195378	0.14951	0.00264963	0.00447399	0.022341	0.0270725	0.030252	0.0085031	0.053254	0.104842	0.176787	0.0964819	0.0734213	0.00113167	0.0379227	0.8455373
3300	-216.4776	-230.0748	13.59722	0.186171	0.0178362	0.0459106	0.297284	0.096031	0.00421634	0.082908	0.0266683	0.0293546	0.0919582	0.04544	0.0724452	0.159116	0.0060033	0.0296671	0.00418465	0.0534385	1.170407
3400	-207.2043	-221.6497	14.44547	0.139882	0.0430531	0.007666	0.2111	0.0122928	0.0294241	0.0305565	0.00427094	0.0417964	0.00093997	0.0104439	0.20089	0.175221	0.0811636	0.0709705	0.0665197	0.00469931	1.53552
3500	-211.6099	-224.9187	13.30886	0.222379	0.074755	0.0337275	0.0921294	0.0343745	0.0380426	0.126863	0.0157452	0.0343819	0.000127892	0.0203565	0.172771	0.326182	0.000664878	0.0746941	0.00255078	0.0250219	0.9933586
3600	-204.4108	-221.6708	17.26001	0.174365	0.0275007	0.0186514	0.0604451	0.0120523	0.00573229	0.0235572	0.0378827	0.0686981	0.0110798	0.0771391	0.0165679	0.150394	0.0126739	0.0729391	0.0152022	0.12346	0.9075955
3700	-203.3681	-220.2214	16.85328	0.143143	0.0231448	0.00333572	0.111208	0.0304537	0.0215801	0.016725	0.0401316	0.0484388	0.000946512	0.00125935	0.0356948	0.164466	0.0326759	0.0120173	0.0521365	0.174043	1.294861
3800	-207.757	-221.7863	14.02933	0.24905	0.019432	0.000578237	0.0782934	0.0169719	0.00976969	0.0228655	0.0354881	0.0567111	0.00702336	0.0464537	0.020188	0.217136	0.0180507	0.129709	0.148859	0.035278	2.325517
3900	-204.8971	-221.0809	16.18381	0.241779	0.0415636	0.0187406	0.0991787	0.0287166	0.0240735	0.00705338	0.00816743	0.0510405	0.0178965	0.0188573	0.0579317	0.241974	0.0113566	0.00688162	0.0529081	0.0701775	1.084094
4000	-207.9926	-221.2405	13.2479	0.333068	0.00296939	0.0131704	0.281614	0.00209932	0.0298539	0.0212317	0.0363454	0.0105661	0.0136317	0.00412477	0.097936	0.167985	0.00277397	0.0409644	0.0390411	0.144048	1.645289
4100	-203.0129	-219.8494	16.83647	0.200198	0.0101191	0.035594	0.179616	0.0222857	0.0285379	0.0088107	0.0154608	0.0330008	1.45982e-05	0.00190774	0.0668295	0.129619	0.0967147	0.0361485	0.011096	0.0795195	0.8612132
4200	-205.1918	-221.891	16.69916	0.186816	0.00547097	0.00108561	0.120632	0.0184887	0.00934061	0.0270672	0.0224912	0.0759553	0.00194252	0.0210965	0.0189291	0.201982	0.0293897	0.037704	0.0302206	0.0828874	1.703795
4300	-207.0325	-221.7119	14.67944	0.214151	0.000653618	0.0158873	0.0931072	0.0142507	0.0655517	0.00176125	0.0152541	0.0315117	0.0150017	0.0171831	0.0890176	0.189881	0.101133	0.027582	0.0112682	0.21097	1.458227
4400	-206.8104	-221.6455	14.83505	0.236638	0.0287729	0.000934886	0.168631	0.0607685	0.0187409	0.0290741	0.0108039	0.0449037	0.0010663	0.0318894	0.0307298	0.129967	0.0690225	0.0728729	0.016179	0.158691	1.333662
4500	-215.4124	-226.7201	11.30775	0.329505	0.0515631	0.0157747	0.152966	0.000575153	0.0241649	0.0261993	0.0860666	0.0376214	0.0175956	0.00872264	0.0989311	0.293522	0.10578	0.0190265	0.0639825	0.124294	1.401944
4600	-209.8331	-223.7753	13.94215	0.103941	0.014625	0.0106127	0.259986	0.00912491	0.0150034	0.0185967	0.0215351	0.0590923	0.00201332	0.0115319	0.0226626	0.212183	0.0606839	0.0572594	0.00652298	0.275292	1.785022
4700	-206.679	-223.3149	16.63584	0.168599	0.00176311	0.0323426	0.0954836	0.0187185	0.0237766	0.0583813	0.00817424	0.0467599	0.000581556	0.0542815	0.0237113	0.17177	0.0302679	0.0261007	0.0509156	0.0926432	1.625512
4800	-214.0101	-229.7726	15.76256	0.123014	0.00164356	0.0163862	0.166417	0.00748673	0.0904277	0.0960317	0.0245253	0.00593472	0.00679633	0.0610687	0.0913369	0.142983	0.0148136	0.111707	0.0221826	0.057011	1.0908
4900	-216.7774	-231.2373	14.45991	0.165344	0.0611174	0.00303258	0.166838	0.059066	0.0928139	0.0731817	0.0458578	0.0538839	0.0390195	0.0326428	0.0811323	0.245429	0.0278981	0.0394316	0.0100889	0.00333113	0.7942534
5000	-208.0661	-224.8042	16.73805	0.20708	0.00897558	0.0228091	0.14482	0.0149351	0.00367292	0.0254615	0.0336411	0.00523903	0.00421257	0.04343	0.184423	0.071441	0.0304461	0.0576807	0.015429	0.0273779	1.542054
5100	-211.3419	-226.1633	14.82137	0.227943	0.0343618	0.00612488	0.0964817	0.0115696	0.0192858	0.0904038	0.00785455	0.0216683	0.0219417	0.0102759	0.101745	0.405797	0.0508539	0.0135052	0.0142889	0.0388623	0.7089232
5200	-212.3234	-224.7698	12.44639	0.274647	0.0392184	0.0187818	0.118801	0.00915903	0.0400254	0.0334992	0.0210176	0.0323871	0.030695	0.0470056	0.251746	0.222365	0.000816291	0.124541	0.0188523	0.0505234	1.497268
5300	-211.7887	-224.7876	12.99892	0.169386	0.0433079	0.0186574	0.148215	0.000754764	0.105304	0.0286085	0.0224863	0.0628807	0.0190559	0.0138587	0.0382856	0.290666	0.0349923	0.0426948	0.0519405	0.158149	1.857976
5400	-214.8431	-229.5622	14.71917	0.108511	0.070059	0.0164932	0.143748	0.0322483	0.0188046	0.0225158	0.0148497	0.0800211	0.00191676	0.0327332	0.0782005	0.147027	0.000486106	0.220042	0.1063	0.0305564	1.298129
5500	-213.7073	-227.3321	13.62488	0.194689	0.0300704	0.0297013	0.190905	0.00876759	0.0576887	0.0180905	0.00927096	0.0368154	0.024486	0.0371188	0.0674382	0.133093	0.0601805	0.090204	0.0121522	0.0571381	3.929333
5600	-206.6484	-222.8609	16.21252	0.168882	0.0131937	0.0279814	0.182176	0.00145251	0.0112776	0.0586743	0.0105477	0.0575621	0.0175014	0.00864582	0.00745031	0.202856	0.00160463	0.0624372	0.0284031	0.109866	1.349445
5700	-216.0054	-234.3092	18.30378	0.103903	0.00659334	0.0211739	0.0428752	0.00128207	0.00143425	0.124444	0.0819894	0.0271853	0.0205691	0.00700428	0.0948247	0.0881163	0.0224855	0.0534315	0.00479445	0.0729494	1.201233
5800	-201.3232	-216.7959	15.47269	0.206088	0.0127172	0.00380064	0.193611	0.0101795	0.0268283	0.00528231	0.0122054	0.0227617	0.00538041	0.0688225	0.17787	0.138314	0.0194807	0.127123	0.000685159	0.0364816	1.102336
5900	-206.5976	-223.0097	16.41215	0.168188	0.0774226	0.00419985	0.172083	0.0152461	0.022581	0.0759884	0.0533475	0.0368093	0.00266236	0.0611366	0.0886117	0.136234	0.00486643	0.0572283	0.0333226	0.00407728	0.707801
6000	-211.8901	-224.7467	12.85654	0.327866	0.0205386	0.0217675	0.252511	0.00115332	0.0190914	0.056338	0.0204803	0.038279	0.0218747	0.0582308	0.117922	0.151142	0.0319857	0.053964	0.00853686	0.102914	1.366279
6100	-205.812	-222.798	16.986	0.13046	0.012503	0.00873726	0.195416	0.0187247	0.071521	0.0442796	0.0155635	0.0381103	0.00179049	0.015814	0.141111	0.120299	0.00262131	0.0580993	0.0550202	0.00119106	0.9515691
6200	-205.8944	-222.4911	16.59664	0.160549	0.0486566	0.0396664	0.156215	0.014029	0.00617031	0.000597707	0.0111275	0.0540366	0.01726	0.0375219	0.0514162	0.108946	0.0280217	0.0847808	0.0219389	0.0612705	1.698226
6300	-208.1762	-223.8557	15.6795	0.274103	0.0195485	0.0453167	0.101294	0.0383158	0.0323999	0.0195648	0.00438315	0.0357822	0.00458949	0.0514712	0.0578625	0.235335	0.00961609	0.0716842	0.0238523	0.052058	0.803533
6400	-216.7489	-230.0312	13.28229	0.146529	0.0587706	0.0171361	0.126952	0.0546216	0.0893066	0.0709459	0.0197636	0.0876973	0.0123379	0.00293727	0.0957641	0.190623	0.11422	0.184245	0.0045433	0.0369817	0.8372827
6500	-214.4852	-226.4906	12.00536	0.210423	0.0302385	2.64261e-05	0.313994	0.0377934	0.0187351	0.0455047	0.0494395	0.0737466	0.051438	0.0491381	0.12078	0.183268	0.0110998	0.0730526	0.0123996	0.0661234	1.875955
6600	-208.5216	-222.5941	14.07242	0.21794	0.00999845	0.0205778	0.181171	0.00308461	0.0036333	0.0629857	0.0220251	0.0752498	0.00887796	0.0295831	0.126883	0.246181	0.00070968	0.107423	0.0272244	0.0899217	0.8458596
6700	-208.5185	-224.6916	16.1731	0.187137	0.00877306	0.0455417	0.143905	0.0001548	0.028972	0.0853108	0.0444626	0.0376681	0.00855087	0.0030784	0.0268272	0.108638	0.0707274	0.129117	0.0097991	0.0399002	1.304197
6800	-200.9674	-218.2666	17.29926	0.211329	0.045855	0.00706619	0.119877	0.000241363	0.0178003	0.0122435	0.022905	0.0522859	0.0119121	0.0451635	0.06365	0.116928	0.0149268	0.012725	0.00155781	0.146381	0.9229383
6900	-206.4367	-223.5239	17.08724	0.145747	0.033176	0.0409261	0.0942992	0.0394252	0.0166722	0.00280949	0.00139598	0.0332775	0.00556621	0.0572391	0.0806759	0.154813	0.019554	0.0410119	0.0386185	0.12512	0.8618803
7000	-211.4727	-228.7709	17.29823	0.134868	0.020864	0.00216202	0.0916923	0.0324948	0.00977626	0.0312112	0.0228242	0.0284753	0.0705405	0.0113539	0.0723477	0.126928	0.0604553	0.0247919	0.00806548	0.0462128	2.182305
7100	-210.392	-225.2711	14.87909	0.374069	0.0399356	0.00128689	0.0877178	0.0119059	0.0269493	0.0152741	0.0548524	0.0213405	0.0022489	0.0525208	0.0666435	0.0782773	0.113286	0.118655	0.0320373	0.0328372	1.073159
7200	-203.4269	-219.694	16.26709	0.212677	0.0228281	0.011744	0.200134	0.0258171	0.00934619	0.0333985	0.0219893	0.0249259	0.00281737	0.0127658	0.203384	0.0873368	0.086148	0.0292192	0.000453188	0.0532316	0.6160852
7300	-210.8363	-226.5812	15.74492	0.171853	0.0627867	0.0146433	0.101009	0.0170205	0.00550013	0.0795459	0.00499488	0.0275414	0.0815343	0.00849491	0.159003	0.186028	0.00949934	0.0532003	0.0262636	0.00094704	1.432576
7400	-201.3429	-218.4637	17.12079	0.132576	0.0127262	0.000782022	0.177126	0.00463578	0.00965159	0.0338941	0.00802269	0.0230659	0.00644953	0.0412011	0.13407	0.15049	0.0273629	0.0176186	0.0332965	0.0655224	1.36271
7500	-204.1843	-220.2902	16.10589	0.161527	0.0119828	0.00369803	0.156749	0.0334294	0.0429918	0.0134798	0.0131163	0.02073	0.0256181	0.0759817	0.137595	0.177819	0.00610496	0.0843516	0.0273054	0.00493238	1.174132
7600	-208.5306	-224.3045	15.77392	0.146184	0.0226031	0.00451564	0.0913284	0.148434	0.0130819	0.0224009	0.0304622	0.038385	0.00106135	0.00787438	0.0384112	0.161299	0.0693634	0.0666758	0.0230903	0.154308	1.082107
7700	-208.4777	-222.7895	14.31175	0.232658	0.00688184	0.018847	0.148846	0.00492136	0.0295015	0.0257608	0.0287684	0.0521082	0.00639231	0.000702386	0.0936827	0.193496	0.00719385	0.105735	0.0930363	0.0923804	1.574988
7800	-208.0043	-222.31	14.30576	0.145341	0.0391479	0.00419779	0.139534	0.00755395	0.00331604	0.0122796	0.0193295	0.0380577	0.0155417	0.00296926	0.0649376	0.219799	0.00347941	0.144629	0.11101	0.105206	2.440864
7900	-206.9342	-225.8549	18.92074	0.0994648	0.0196104	0.0142483	0.119702	0.0106703	0.00261808	0.0111807	0.0089319	0.0369633	0.0172826	0.0401655	0.109255	0.195994	0.0137732	0.010956	0.0190618	0.0173942	0.8590358
8000	-206.5735	-221.9781	15.40455	0.203346	0.0381746	0.0103357	0.111841	0.028804	0.020271	0.0350609	0.0246652	0.0589635	0.0251511	0.00613848	0.0207726	0.181799	0.0183781	0.0661712	0.0421806	0.111028	1.930483
8100	-214.0055	-229.1337	15.12823	0.22432	0.029199	0.00533214	0.260996	0.0384615	0.0454826	0.0425375	0.0429707	0.0595759	0.0169564	0.00955353	0.0210708	0.241501	0.00550097	0.0380609	0.0191978	0.0486121	0.6423491
8200	-206.827	-221.9294	15.10235	0.184316	0.039655	0.00578244	0.139527	0.00271701	0.0183783	0.00243204	0.0262286	0.0288588	0.0483694	0.0440461	0.0898711	0.212748	0.0454101	0.035446	0.0556479	0.0103692	2.543855
8300	-210.6963	-228.8117	18.11545	0.125858	0.0206397	0.00108965	0.070301	0.00137261	0.000445778	0.00982657	0.0150868	0.0622186	0.0242713	0.0662828	0.0457864	0.065901	0.0254098	0.0540645	0.0686665	0.141947	1.145726
8400	-214.8586	-226.0731	11.21447	0.20759	0.0256225	0.00414001	0.47564	0.00290806	0.014035	0.0742663	0.0192021	0.105556	0.00276131	0.175353	0.0552142	0.203726	0.00961793	0.0298801	0.0412596	0.0264427	1.317456
8500	-205.1389	-220.4251	15.2862	0.163395	0.0184665	0.0219809	0.130045	0.0174447	0.0272401	0.0213986	0.00974871	0.0346399	0.0143977	0.0246086	0.189342	0.243049	0.000149642	0.0745507	0.0234776	0.0395086	1.458765
8600	-211.0095	-223.7655	12.75599	0.35327	0.00407233	0.00640518	0.0812942	0.0115736	0.0379056	0.0187719	0.0140392	0.0384267	0.00741304	0.00136223	0.0851503	0.315917	0.117919	0.0819879	0.0622356	0.0528476	1.645581
8700	-210.1925	-225.3318	15.13925	0.220836	0.0604074	0.0450889	0.181405	0.0524809	0.0146954	0.064155	0.0129965	0.0202866	0.00685115	0.0676182	0.0474433	0.208738	0.0826684	0.00439915	0.045537	0.000112828	0.7605481
8800	-202.1538	-218.668	16.51428	0.244254	0.0135786	0.00931674	0.105434	0.0127343	0.0196684	0.0319193	0.0063501	0.0168078	0.00555091	0.136166	0.0239294	0.136747	0.0600522	0.0767181	0.0399117	0.00486078	1.309075
8900	-204.2456	-219.4521	15.20652	0.215318	0.0446587	0.000418263	0.226245	0.0109439	0.0158287	0.0360546	0.00339886	0.0173118	0.000858051	0.162391	0.0916844	0.166013	0.0449033	0.00775	0.0470379	0.0106906	1.028406
9000	-220.1807	-232.3016	12.12093	0.252948	0.0421361	0.0734759	0.0525187	0.0378505	0.028631	0.0534772	0.0104037	0.0131829	0.0031328	0.064129	0.120084	0.254367	0.16078	0.136064	0.0332341	0.00396924	1.815361
9100	-203.2043	-219.9667	16.76234	0.18619	0.006075	0.0159178	0.134479	0.030902	0.0156173	0.00328777	0.0260799	0.0210207	0.00508486	0.00217561	0.087752	0.190441	0.016609	0.0785261	0.0818952	0.00302519	1.467381
9200	-207.3807	-222.6264	15.24577	0.208697	0.0375035	0.000337767	0.160286	0.00310075	0.0056274	0.0691274	0.0463338	0.0104122	0.0149496	0.0318567	0.0212726	0.237118	0.0688313	0.0691546	0.062109	0.0665932	0.8731269
9300	-214.1633	-227.8975	13.73425	0.220207	0.0247026	0.0158742	0.150308	0.0223512	0.0320052	0.0106083	0.0846397	0.0146288	0.0121499	0.000367941	0.12816	0.234251	0.0322297	0.153005	0.0862958	0.0121347	1.181045
9400	-205.1242	-222.2069	17.08269	0.22432	0.0184448	0.0186229	0.166492	0.00489986	0.0273888	0.0123925	0.0159941	0.0374276	0.0148018	0.0737868	0.0381115	0.101026	0.0421315	0.0701123	0.033392	0.00774799	1.097588
9500	-201.8958	-219.07	17.17414	0.295944	0.000869159	0.00545788	0.119181	0.000910732	0.0547972	0.00766633	0.00405404	0.0301666	0.00562397	0.0580015	0.0105882	0.11839	0.0604474	0.102511	0.0185808	0.000201245	1.144761
9600	-211.7284	-226.563	14.83463	0.126396	0.00912016	0.00644776	0.157718	0.0636718	0.0774105	0.0183982	0.0183382	0.029705	0.000679853	0.0782264	0.00351809	0.232395	0.0109453	0.228655	0.0460156	0.00693884	1.280545
9700	-206.2011	-221.6506	15.44944	0.18616	0.0272926	0.00226123	0.0758464	0.0045547	0.0103194	0.0274188	0.0597594	0.0168525	0.0155383	0.0212325	0.0747066	0.185324	0.102193	0.21328	0.000974094	0.0466413	1.098232
9800	-208.1969	-225.3402	17.14332	0.228205	0.00523318	0.0113573	0.0888502	0.0137049	0.00913666	0.0612233	0.0766186	0.0238989	0.0198856	0.00350733	0.0642094	0.223543	0.0250288	0.0774046	0.00164483	0.000804687	0.7705699
9900	-203.4784	-220.4242	16.94586	0.200149	0.0179709	0.0325744	0.0714298	0.0125559	0.0193925	0.00544479	0.0237346	0.075649	0.00569024	0.0434472	0.0707538	0.166441	0.0236214	0.0667772	0.0257636	0.0556013	1.136665
10000	-214.0008	-229.5679	15.5671	0.276794	0.0552013	0.00418735	0.0829927	0.0438057	0.0224195	0.0582393	0.0333274	0.0238761	0.0395159	0.0232191	0.0920785	0.196673	0.023947	0.00302483	0.025574	0.0144972	1.527974
10100	-207.0544	-223.6396	16.58518	0.209685	0.0381056	0.0184163	0.135	0.0042331	0.0113024	0.0670499	0.025869	0.0392161	0.0182654	0.0619152	0.107231	0.112873	0.002678	0.0320387	0.00746062	0.0852477	0.9001643
10200	-204.69	-221.077	16.38701	0.21937	0.0113793	0.0134674	0.151834	0.0163256	0.0184864	0.0444331	0.0101709	0.0291232	0.0117026	0.0489862	0.0475896	0.169776	0.0199711	0.140181	0.0611591	0.010333	0.6344381
10300	-204.0297	-219.6861	15.65634	0.197794	0.0115019	0.0122341	0.223598	0.0061689	0.0456759	0.0311199	0.00471769	0.0575828	0.0104058	0.158414	0.00356145	0.0933029	0.00387575	0.00637079	0.0979949	0.0606149	1.362739
10400	-205.4838	-221.3471	15.86331	0.167001	0.0116646	0.00631637	0.168833	0.0198218	0.0192143	0.011685	0.0164364	0.00999605	0.027533	0.126807	0.0198053	0.225594	0.0718849	0.0346236	0.0703399	0.0357765	0.9535292
10500	-209.8524	-224.4046	14.55216	0.158692	0.040966	0.0109502	0.275017	0.00261887	0.0305962	0.131741	0.0108245	0.0422671	0.0047872	0.0628117	0.0144303	0.203613	0.0179229	0.00753215	0.0221077	0.0887721	1.472504
10600	-205.0906	-220.6758	15.58517	0.219024	0.0471331	0.01876	0.18846	0.00954865	0.0417305	0.0397014	0.00472509	0.0293112	0.00128544	0.112398	0.0108685	0.113634	0.00730646	0.0760915	0.0166695	0.104716	1.260654
10700	-211.6658	-225.5904	13.92468	0.341436	0.00362921	0.0131663	0.0881874	0.000318242	0.00259807	0.130708	0.00306652	0.0116554	0.0430911	0.0358532	0.253985	0.212111	0.00413987	0.0292174	0.0386733	0.0365428	0.8445609
10800	-213.4143	-229.3991	15.98478	0.10411	0.0215397	0.013075	0.319182	0.053819	0.0104992	0.0725994	0.00512209	0.0493632	0.0287086	0.111034	0.00334876	0.102019	0.0302436	0.0184641	0.0246038	0.072791	0.8623668
10900	-205.8096	-221.3393	15.52964	0.181074	0.0258524	0.00412655	0.198446	0.0300048	0.00957453	0.0348585	0.0631696	0.0441638	0.0102575	0.00133057	0.129273	0.21259	0.0276889	0.00416671	0.0124356	0.0747193	1.083899
11000	-211.697	-225.4129	13.71595	0.300383	0.0485237	0.0109732	0.0956776	0.034509	0.0394429	0.0381125	0.00423558	0.120193	0.00848706	0.265668	0.0662896	0.124065	0.0201289	0.0131661	0.0177118	0.00516333	1.432961
