Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	pi_scale
25670	-207.8073	-222.3403	14.53301	0.193908	0.0293449	0.01562	0.165617	0.0286315	0.023261	0.090341	0.0102565	0.0396607	0.0103752	0.0309053	0.0268817	0.20254	0.102428	0.0803742	0.029433	0.0679903	1.250004
25680	-202.918	-219.4632	16.54514	0.25971	0.0066151	0.0337113	0.11417	0.00573526	0.00672668	0.0122838	0.00950693	0.0129006	0.0092475	0.0217504	0.0521254	0.119033	0.0407665	0.177392	0.0261721	0.0368844	1.267523
25690	-206.8154	-224.111	17.29563	0.12571	0.0157691	0.0129501	0.185629	0.00181274	0.0380744	0.0258643	0.0169392	0.0181013	0.0275514	0.0592681	0.0346247	0.10554	0.0424439	0.100828	0.0442212	0.0125539	1.287057
25700	-199.492	-217.6009	18.10887	0.18411	0.0224177	0.0121559	0.0956281	0.00435027	0.0215951	0.00901969	0.0183419	0.0150532	0.00225375	0.0115045	0.00198308	0.143944	0.0746294	0.117618	0.0737218	0.0410316	0.6603659
25710	-211.0706	-224.5422	13.47161	0.232312	0.0204864	0.0141798	0.183752	0.0390565	0.0636345	0.0675803	0.0123391	0.0139074	0.00344635	0.0282512	0.0143785	0.238444	0.169231	0.149787	0.00746924	0.00561253	1.142437
25720	-206.4415	-222.5349	16.09344	0.165725	0.0205438	0.010255	0.127335	0.00452771	0.0503557	0.030373	0.00609242	0.0505043	0.00972507	0.0131828	0.144016	0.123073	0.0528377	0.153926	0.00615368	0.0341571	1.131006
25730	-205.8515	-220.3558	14.50428	0.296256	0.0612249	0.00285725	0.202149	0.00644309	0.00942723	0.00878681	0.0238325	0.0167225	0.0151241	0.0610259	0.00700296	0.192714	0.03368	0.117132	0.0284616	0.0788594	1.131003
25740	-208.5811	-223.3922	14.81111	0.223785	0.0449702	0.0140828	0.109854	0.00444032	0.0134725	0.0152501	0.0654303	0.00228617	0.040708	0.0465008	0.0928146	0.177541	0.0707714	0.136658	0.0475527	0.00297319	1.366816
25750	-205.8038	-220.926	15.12223	0.23332	0.0315029	0.0122878	0.117899	0.00508225	0.0155652	0.00752878	0.0714403	0.000857307	0.0094793	0.00563096	0.0685372	0.221474	0.00996859	0.177825	0.01693	0.0341403	1.825352
25760	-208.4811	-223.5788	15.09769	0.19698	0.0496155	0.0120627	0.123945	0.0220634	0.0109265	0.033971	0.0459969	0.069784	0.00127715	0.0343473	0.0659842	0.180631	0.0738632	0.0818031	0.0396925	0.0198674	1.56916
25770	-204.7249	-220.0433	15.31841	0.158068	0.0536234	0.00898815	0.221728	0.0327124	0.0158145	0.0323208	0.00547939	0.0480252	0.00781419	0.0178817	0.0405802	0.237846	0.0986687	0.121535	0.00434482	0.00221799	0.8576415
25780	-213.0977	-225.5792	12.48148	0.247606	0.0117464	0.0413894	0.268859	0.00884647	0.029931	0.0388473	0.0138087	0.0234806	0.0380572	0.00703664	0.0842284	0.342382	0.0298725	0.147959	0.0064255	0.0212408	1.154573
25790	-208.0951	-223.5351	15.44003	0.157648	0.0641548	0.00737293	0.229096	0.0607452	0.00374441	0.0176511	0.0401089	0.0371821	0.0406348	0.0189316	0.0283866	0.177288	0.0545227	0.133022	0.00358153	0.00342504	1.03505
25800	-203.6198	-219.6816	16.06179	0.163439	0.00476341	0.00359479	0.127841	0.0327938	0.0312228	0.00169345	0.0279834	0.0687517	0.00996473	0.0131005	0.0279214	0.246473	0.0929971	0.106392	0.0339409	0.0313162	0.9465749
25810	-203.6709	-219.8493	16.17841	0.276556	0.0131353	0.00170152	0.0488576	0.0127684	0.0281073	0.00203292	0.0154655	0.0338586	0.0154315	0.0509822	0.057945	0.201245	0.0654222	0.119175	6.90464e-05	0.0170143	1.510167
25820	-208.9306	-224.4001	15.4695	0.166734	0.0496826	0.00319351	0.0847402	0.0225947	0.00659359	0.0458734	0.00861398	0.0745863	0.0159675	0.0248639	0.102648	0.181129	0.115449	0.0744818	0.0349711	0.0031546	1.693832
25830	-204.6739	-220.4294	15.75552	0.159166	0.0236848	0.000114622	0.0931152	0.00414894	0.0339214	0.0265588	0.0168274	0.0930675	0.0186617	0.0117269	0.0440431	0.148619	0.115223	0.190141	0.032613	0.00506973	1.344027
25840	-202.677	-219.9798	17.30287	0.199498	0.0359202	0.00053755	0.0566343	0.0299357	0.0187194	0.00819164	0.00603736	0.0356755	0.00153927	0.0142953	0.0736896	0.235088	0.0535741	0.0652112	0.021871	0.00321986	1.369895
25850	-207.2864	-223.1292	15.84283	0.178278	0.0173347	0.0163106	0.0931563	0.00322709	0.0249222	0.00941161	0.0164807	0.146258	0.00235807	0.0282152	0.0879595	0.118186	0.0759248	0.120947	0.00293682	0.0277181	1.797268
25860	-212.9282	-226.2601	13.33182	0.323386	0.0184128	0.0168174	0.145645	0.0106857	0.00639729	0.0904907	0.0153847	0.0577325	0.00604617	0.00517344	0.200469	0.0821977	0.132051	0.109001	0.0143995	0.0456566	1.12062
25870	-205.3067	-221.4651	16.15843	0.241158	0.0128684	0.00579464	0.179295	0.0230551	0.0155108	0.0875431	0.00492659	0.0837154	0.00529214	0.0178687	0.0376034	0.106463	0.0626598	0.118596	0.00199722	0.0230017	0.8220443
25880	-203.3231	-220.0657	16.74259	0.207054	0.0236047	0.0218032	0.154631	0.00401556	0.0163353	0.0280282	0.0179189	0.0505986	0.0400747	0.0138382	0.0449281	0.163022	0.0756629	0.0869942	0.00530332	0.0127002	0.845283
25890	-213.4086	-225.515	12.10641	0.314919	0.0519789	0.0270909	0.289865	0.0547838	0.0413997	0.0126022	0.0366405	0.0732962	0.00268904	0.0136224	0.0240706	0.180171	0.0230332	0.228897	0.0377668	0.016571	0.8523498
25900	-203.8956	-221.5838	17.68815	0.219563	0.00433029	0.00878944	0.0822128	0.00444615	0.0189892	0.0214769	0.0214217	0.0464484	0.0116124	0.0265805	0.039968	0.207303	0.0515863	0.0794101	0.0114905	0.0134471	0.8730974
25910	-211.1905	-227.2469	16.05638	0.244684	0.0066478	0.0160947	0.172059	0.0880119	0.0279085	0.0206149	0.0307	0.0442682	0.00476341	0.0476843	0.0153722	0.0796459	0.030979	0.107171	0.0093097	0.0173857	1.612511
25920	-204.1988	-220.6998	16.50097	0.25192	0.00823036	0.00557326	0.112699	0.0411998	0.0120427	0.012249	0.0126851	0.016621	0.0125712	0.00390066	0.138625	0.149684	0.00855407	0.0924377	0.0496669	0.051603	0.9466663
25930	-208.5347	-226.5045	17.96975	0.235844	0.00299328	0.0122263	0.0564348	0.0248855	0.0239884	0.0341919	0.0117002	0.0476336	0.0164925	0.0204692	0.0563017	0.0928344	0.0729742	0.140948	0.00750918	0.0117981	0.6039589
25940	-203.8841	-222.7974	18.91334	0.149518	0.0237399	0.0253398	0.10512	0.0289308	0.022287	0.0892033	0.0045942	0.0190137	0.00440802	3.29333e-05	0.00726031	0.120061	0.00431205	0.0937586	0.0313916	0.0436757	0.6250422
25950	-205.9738	-223.0459	17.07211	0.11085	0.0423204	0.020072	0.084787	0.0180998	0.0144939	0.0330964	0.00446537	0.0221735	0.0242448	0.00493251	0.00894562	0.162339	0.0679738	0.100931	0.090271	0.106955	1.008266
25960	-207.2775	-222.8183	15.5408	0.159094	0.0385158	0.00083421	0.135613	0.00709376	0.00184834	0.0278695	0.0174088	0.0188494	0.0392208	0.0477837	0.0902806	0.160577	0.0414092	0.100617	0.00490349	0.063185	2.407214
25970	-207.2162	-223.4432	16.22704	0.239858	0.0378577	0.0067888	0.074531	0.024178	0.0133512	0.0157046	0.0168803	0.0381007	0.0264766	0.0573847	5.93778e-05	0.198233	0.0514468	0.0856705	0.0255919	0.0833884	1.068466
25980	-217.1005	-230.4015	13.30102	0.351955	0.0368689	0.00827003	0.0613687	0.0134559	0.00936841	0.12396	0.0343895	0.0236003	0.0544117	0.0579992	0.017389	0.196642	0.0584691	0.0763058	0.0387644	0.0815367	1.542331
25990	-210.1506	-225.5353	15.38471	0.144471	0.0131435	0.00527441	0.0887596	0.050602	0.0448982	0.0469802	0.0488552	0.0744306	0.0248066	0.0241395	0.0286896	0.141666	0.0454841	0.153267	0.0116106	0.0957567	1.467443
26000	-210.4504	-223.8184	13.36797	0.205921	0.0242388	0.0352537	0.086549	0.0325374	0.00469578	0.0118116	0.070612	0.0231066	0.00299035	0.0959964	0.0172499	0.308693	0.0404819	0.127384	0.026127	0.123678	1.550941
26010	-207.0693	-221.9983	14.92893	0.24936	0.0587648	0.029206	0.198833	0.00238514	0.0130934	0.0237194	0.00462106	0.0596722	0.0178203	0.125526	0.0132122	0.11156	0.144105	0.0216449	0.00502165	0.0389222	1.149413
26020	-203.4889	-220.5348	17.04596	0.188568	0.0355945	0.00189316	0.13065	0.00801221	0.0262401	0.0116764	0.0214271	0.0490499	0.00927206	0.00986087	0.0196615	0.148063	0.104116	0.0550911	0.018087	0.0801338	1.030073
26030	-212.8754	-226.4149	13.53954	0.143905	0.0340751	0.007748	0.0694757	0.0300324	0.0287084	0.0455574	0.0379663	0.0460606	0.00902216	0.0570189	0.00657998	0.202511	0.230042	0.0301623	0.127852	0.121206	1.460887
26040	-205.272	-221.6546	16.38257	0.189906	0.0270495	0.00523123	0.172796	0.0520501	0.00636807	0.00340119	0.00708482	0.082626	0.00675737	0.0353209	0.0148734	0.203768	0.0498365	0.0016318	0.0225425	0.104477	1.010111
26050	-205.4056	-220.5308	15.12526	0.219065	0.0165097	0.0126132	0.221798	0.00209691	0.0378423	0.0377676	0.0272834	0.0586741	0.0127266	0.0518271	0.02476	0.15216	0.114218	0.000547841	0.0249889	0.0404074	1.626001
26060	-210.8613	-224.4749	13.61357	0.290231	0.0121641	0.0185626	0.185722	0.0810436	0.0382828	0.0374186	0.0207798	0.0136443	0.0235324	0.105153	0.0116813	0.164828	0.115217	0.0132918	0.0299012	0.0751755	1.281161
26070	-205.637	-220.0558	14.4188	0.3429	0.0090164	0.022268	0.163442	0.00116914	0.000537916	0.00246522	0.011951	0.0195502	0.00582241	0.0669772	0.0262547	0.140598	0.223216	0.0247743	0.0240466	0.0679603	1.315623
26080	-210.1625	-223.4859	13.32338	0.189806	0.0450451	0.0153407	0.176818	0.00840625	0.012507	0.0221776	0.0140837	0.0550107	0.037733	0.0325151	0.0389563	0.394969	0.142542	0.0130503	0.0178023	0.0689209	1.070351
26090	-204.9384	-220.3628	15.42443	0.218084	0.0126354	0.045547	0.141098	0.0167167	0.0115523	0.0123314	0.0266143	0.0621843	0.000875882	0.000349206	0.00300019	0.278043	0.062755	0.0502849	0.0912589	0.0412515	1.080522
26100	-209.1411	-224.5389	15.39773	0.280103	0.0171706	0.0135408	0.153888	0.00543627	0.0319274	0.0431953	0.0237618	0.013289	0.0125161	0.0116852	0.0261254	0.218056	0.0262525	0.0323078	0.0567195	0.0503204	1.770132
26110	-208.7161	-225.3494	16.63332	0.261474	0.0321645	0.03295	0.155239	0.01471	0.000746329	0.0353903	0.00303668	0.0325471	0.0427191	0.0233898	0.0410472	0.0840719	0.0876304	0.0334515	0.0462227	0.0260447	1.089322
26120	-208.4786	-224.6225	16.14386	0.16661	0.00488328	0.0152351	0.217326	0.0146754	0.0107708	0.0308817	0.0129656	0.0124294	0.0370574	0.00416477	0.0715777	0.147865	0.0728775	0.0138401	0.0611231	0.142728	0.7439401
26130	-200.465	-218.7001	18.23519	0.182447	0.0142381	0.0132333	0.102427	0.0220026	0.0232881	0.0135403	0.0131696	0.0309664	0.00121356	0.0202273	0.0724702	0.137003	0.116796	0.0147	0.00213822	0.0413482	0.8073386
26140	-207.7448	-224.4326	16.68775	0.193766	0.00825111	0.0125339	0.0912027	0.0212124	0.0482088	0.0291203	0.0557878	0.0515048	0.000362497	0.00762519	0.0917554	0.11919	0.0321878	0.0211823	0.010465	0.141116	1.213844
26150	-205.4571	-221.3078	15.85064	0.227427	0.0135856	0.0608548	0.169671	0.0041444	0.0240249	0.00874855	0.0135587	0.0422072	0.0183143	0.00494579	0.0560783	0.154208	0.0941841	0.0599185	0.0243609	0.0746245	0.8922196
26160	-202.0663	-218.8475	16.78122	0.286842	0.0285251	0.00593148	0.100535	0.00253582	0.0199071	0.00677784	0.0084067	0.0324794	0.00680523	0.00380922	0.0292944	0.221049	0.112477	0.000815369	0.00925027	0.0376611	1.355427
26170	-206.2083	-224.594	18.38566	0.124075	0.0295596	0.0110158	0.0664505	0.0127591	0.0250011	0.0425456	0.011033	0.0167579	0.0520515	0.0105208	0.0259286	0.144196	0.10503	0.0156677	0.0294002	0.0572414	1.072615
26180	-214.6537	-228.9666	14.31292	0.194464	0.0476342	0.0539321	0.0660989	0.014761	0.0180297	0.0152803	0.0599463	0.0164312	0.0278493	0.00362977	0.110117	0.197899	0.148773	0.00285776	0.0410904	0.037335	2.739424
26190	-207.2309	-223.7692	16.53831	0.110877	0.052262	0.031418	0.109004	0.0607718	0.00805557	0.0245226	0.0167776	0.0228961	0.00861874	0.0358561	0.0732443	0.180452	0.109553	0.0146245	0.0258014	0.0667799	1.202174
26200	-207.281	-222.8099	15.52888	0.190511	0.0188817	0.0221442	0.124476	0.0614721	0.0208598	0.0540985	0.00221588	0.0080057	0.00368074	0.0174547	0.0196399	0.283376	0.0931281	0.0291999	0.0112512	0.101155	1.107106
26210	-206.0282	-220.8081	14.77995	0.13291	0.0375345	0.00300553	0.0993932	0.00399104	0.0294285	0.0420934	0.0176887	0.0680459	0.000182936	0.00923808	0.0523867	0.290013	0.143016	0.00958592	0.0105957	0.161084	1.389326
26220	-205.7857	-223.1195	17.33374	0.16649	0.0217141	0.00967548	0.132067	0.0424185	0.016545	0.0011552	0.00952836	0.0618068	0.0047839	0.0237857	0.0295592	0.204298	0.0437373	0.0352387	0.00144059	0.129325	0.5968886
26230	-205.5575	-221.604	16.04651	0.169232	0.0264785	0.00210584	0.179109	0.0253773	0.0461869	0.0210691	0.0129481	0.0350558	0.017545	0.0306791	0.0566098	0.170889	0.093371	0.0469084	0.00199016	0.0778991	1.06951
26240	-208.7608	-223.4548	14.69398	0.213748	0.059311	0.00241544	0.178192	0.0139135	0.0121498	0.14099	0.0197261	0.00168152	0.0306964	0.00556735	0.0112379	0.164143	0.20376	0.0300354	0.0247798	0.0311502	1.123042
26250	-215.2996	-228.4693	13.16967	0.233052	0.138737	0.0257032	0.215701	0.00580154	0.0531093	0.0379982	0.00604238	0.0662374	0.00394115	0.0241258	0.0779057	0.134759	0.102627	0.0119853	0.060369	0.0658603	1.471855
26260	-207.9527	-223.9587	16.00595	0.152695	0.046904	0.00252462	0.089812	0.0226237	0.0388284	0.0105206	0.0145178	0.0387189	0.000685067	0.0722017	0.0496424	0.139476	0.154971	0.000113715	0.0748776	0.120865	0.9445722
26270	-202.162	-219.1213	16.9593	0.24461	0.00267857	0.016384	0.115744	0.0133707	0.01659	0.0239913	0.017938	0.00449543	0.00538689	0.0346642	0.0794764	0.178758	0.0948645	0.0249796	0.0229207	0.0470339	0.8544914
26280	-203.4391	-219.7072	16.26806	0.174089	0.0134541	0.00262982	0.196234	0.0310521	0.010409	0.0456388	0.0105651	0.0344895	0.0111691	0.04737	0.0579721	0.127947	0.120174	0.0177641	0.00931795	0.093793	0.9415969
26290	-204.221	-219.1397	14.91871	0.256069	0.0253773	0.00846116	0.116284	0.0326957	0.00378405	0.00205137	0.0307584	0.0641438	0.000351703	0.010053	0.131938	0.154983	0.141302	0.0128004	0.000450966	0.0586016	1.950922
26300	-207.2896	-224.9346	17.64495	0.132182	0.0192795	0.045511	0.0950151	0.0445756	0.0274255	0.0203513	0.00535711	0.0841113	0.0017571	0.0466632	0.0601374	0.119366	0.101256	0.0191723	0.002729	0.0485756	0.8724247
26310	-208.7005	-223.4924	14.79198	0.178867	0.0195833	0.0051948	0.216379	0.00525985	0.0156907	0.0486607	0.0221917	0.024539	0.0377116	0.0254482	0.0124615	0.242946	0.134685	0.0293653	0.0683344	0.0456736	1.130356
26320	-209.2887	-225.1035	15.81472	0.212046	0.0254077	0.00979377	0.286634	0.0625528	0.00391017	0.0172736	0.0355543	0.0616194	0.0135118	0.0168021	0.0122383	0.10926	0.0526508	0.0516973	0.0339922	0.0573881	0.8161773
26330	-208.4475	-224.6068	16.15935	0.165997	0.00754856	0.0381143	0.287408	0.0541793	0.00048548	0.0102492	0.00838568	0.0607818	0.00916063	0.010163	0.102709	0.195549	0.0788687	0.00123242	0.00519027	0.00450504	0.6960646
26340	-207.2622	-221.741	14.47878	0.211859	0.0416327	0.0188492	0.125025	0.00736825	0.0234629	0.00646612	0.00740198	0.0838581	0.00779486	0.00494359	0.0928881	0.119104	0.243026	0.0821874	0.0336378	0.0377654	1.31212
26350	-207.1608	-222.8283	15.66758	0.185789	2.51142e-05	0.00911301	0.0827492	0.0317101	0.0319966	0.0462706	0.0273711	0.0162882	0.00238522	0.0147114	0.0403967	0.192189	0.217035	0.0479997	0.0449867	0.0227759	1.476128
26360	-213.6798	-227.3423	13.66246	0.218975	0.0049304	0.00839089	0.114997	0.0545669	0.0608049	0.0845917	0.0136438	0.0207514	0.0160327	0.0446853	0.0987523	0.284587	0.0780772	0.0382367	0.0110793	0.0662774	1.418201
26370	-210.8921	-225.5349	14.64278	0.239503	0.0460546	0.00318309	0.0877334	0.0308804	0.00972456	0.0498674	0.00906078	0.0505714	0.00199927	0.116236	0.0258664	0.120342	0.182491	0.0167157	0.0404107	0.00902119	2.485046
26380	-205.9777	-223.6611	17.68343	0.155315	0.0312546	0.00913113	0.130245	0.0630209	0.0199095	0.00515264	0.0155234	0.0313879	5.81488e-05	0.122161	0.0246035	0.119743	0.0441287	0.0080359	0.0213973	0.0652096	0.9048848
26390	-213.6209	-225.4053	11.78438	0.29997	0.0101748	0.000436509	0.170172	0.013192	0.0251542	0.0966468	0.0254159	0.0793245	0.00103365	0.0150728	0.00641848	0.185292	0.204647	0.0340955	0.0829255	0.121361	1.849862
26400	-203.402	-221.1373	17.73534	0.174762	0.0221556	0.00390028	0.0907803	0.00580691	0.028322	0.0152361	0.0319714	0.0292789	0.0137703	0.0523459	0.00219756	0.107967	0.00601106	0.176094	0.0554987	0.0430254	0.92407
26410	-206.6925	-221.8422	15.14973	0.159774	0.0438543	0.0115646	0.170762	0.0134443	0.00322093	0.000652584	0.00440602	0.119423	0.0303424	0.0647768	0.00432804	0.172456	0.0147092	0.190769	0.0379912	0.042751	1.257229
26420	-206.8601	-223.8547	16.9946	0.198449	0.0216621	0.00656199	0.0697714	0.00777863	0.00393574	0.0784084	0.0143171	0.0107047	0.0378236	0.0365718	0.0512266	0.133776	0.00150834	0.1202	0.000181344	0.0970761	1.375618
26430	-208.3531	-222.3821	14.02898	0.248205	0.0349091	0.0303874	0.131542	0.0269824	0.0203445	0.00608995	0.0108125	0.0460125	0.0134387	0.0559474	0.0197798	0.308125	0.010849	0.100025	0.0460579	0.110075	1.025139
26440	-202.5783	-220.7851	18.20684	0.144094	0.00259157	0.0025112	0.108901	0.000664627	0.0448711	0.0372006	0.0179459	0.00773327	0.0063666	0.06037	0.0173201	0.132139	0.0292083	0.0850402	0.00468704	0.0977475	1.049466
26450	-205.7752	-220.9641	15.18891	0.188147	0.00400681	0.0096386	0.124055	0.0349844	0.00603644	0.0910109	0.0248803	0.0411631	0.00813517	0.0240827	0.00203001	0.285592	0.05657	0.0767352	0.0144006	0.101954	1.129089
26460	-204.9372	-219.4296	14.49238	0.24648	0.0120553	0.00736935	0.173581	0.0101003	0.0218914	0.0118163	0.00774581	0.0766907	0.00730394	0.0860169	0.00550038	0.0981338	0.0363219	0.198928	0.0118638	0.13169	1.33878
26470	-207.618	-222.7223	15.10423	0.176872	0.0365424	0.0213066	0.178971	0.00342839	0.00442547	0.0713017	0.0754279	0.0119762	0.0070437	0.00265884	0.00449726	0.222582	0.040232	0.15872	0.0226498	0.0241151	1.562147
26480	-214.7895	-230.0836	15.29419	0.279433	0.0143714	0.0319857	0.0569998	0.00777879	0.0018671	0.0220301	0.0149307	0.0146779	0.0238642	0.0222995	0.0147353	0.209571	0.119028	0.0154357	0.00906411	0.255971	0.819453
26490	-216.7256	-231.4167	14.69116	0.240095	0.00196016	0.00340865	0.120196	0.0286841	0.039997	0.0727552	0.0261422	0.0212261	0.0053573	0.041171	0.109623	0.0673291	0.144986	0.0337061	0.0324354	0.154657	1.123561
26500	-211.2071	-225.1435	13.93638	0.232589	0.030067	0.00691424	0.296275	0.113419	0.0030729	0.0461786	0.0352909	0.0202781	0.0290432	0.0422822	0.0374057	0.219007	0.049963	0.0143865	0.00882905	0.0372469	1.092195
26510	-202.3222	-220.0669	17.74471	0.148493	0.0179386	0.00153133	0.154001	0.000550482	0.0529602	8.28337e-05	0.0189199	0.0325581	0.0113797	0.0957805	0.00323046	0.0889859	0.0155675	0.0253884	0.0589426	0.12234	1.018709
26520	-207.865	-224.4463	16.58133	0.132178	0.0188929	0.03095	0.161278	0.0644339	0.0120771	0.0283731	0.025224	0.0860937	0.0184004	0.0419007	0.000500986	0.159803	0.0138521	0.0194876	0.0616482	0.107908	0.8417927
26530	-204.7782	-222.0257	17.24747	0.133707	0.0423448	0.0119164	0.0865996	0.0051827	0.028329	0.0623953	0.0092912	0.0104135	0.00516061	0.0695148	0.048675	0.149961	0.0469787	0.0162667	0.0869506	0.0851791	1.013759
26540	-204.5259	-219.6536	15.12769	0.338545	0.0170688	0.00413555	0.145629	0.0100324	0.00653923	0.0499462	0.00943556	0.057183	0.0133244	0.025837	0.00258216	0.180442	0.00835396	0.0275853	0.0911107	0.0809806	1.465216
26550	-214.5109	-229.7762	15.26534	0.362491	0.00645001	0.0190772	0.0865735	0.0186121	0.0693099	0.0658459	0.0312679	0.0496737	0.0673482	0.00714317	0.00762444	0.134403	0.0273195	0.0530407	0.0209915	0.0292333	1.448756
26560	-215.4732	-228.9324	13.45922	0.149527	0.0175989	0.00121765	0.216436	0.0699255	0.00285892	0.107744	0.0360152	0.0119959	0.0151384	0.083901	0.0425684	0.216805	0.00283048	0.0242811	0.188513	0.05951	1.33811
26570	-217.9346	-232.3192	14.38465	0.205811	0.0672811	0.00594813	0.102486	0.100861	0.0490216	0.107461	0.0062181	0.0565149	0.0290969	0.00420495	0.0306433	0.13055	0.0737301	0.0123336	0.173729	0.0310362	0.9959478
26580	-201.8886	-217.8847	15.9961	0.193564	0.0157934	0.0271637	0.110399	0.0141876	0.0184626	0.0120846	0.0321066	0.0477112	0.0138116	0.0598112	0.0257324	0.205377	0.07423	0.0156424	0.168813	0.00111039	0.8952287
26590	-209.3566	-222.9219	13.56527	0.313156	0.0188789	0.00518714	0.144971	0.0252879	0.0206023	0.0432516	0.0215535	0.0293824	0.0805432	0.0664562	0.0127818	0.136643	0.0976089	0.0281651	0.209028	0.00873971	1.062799
26600	-207.7069	-222.3849	14.67803	0.227912	0.0215896	0.0549136	0.131611	0.00614842	0.00257201	0.00592552	0.0190404	0.0341511	0.00233531	0.11922	0.0457184	0.169256	0.116635	0.00475175	0.130005	0.00345335	1.683841
26610	-205.6092	-220.5272	14.91798	0.182637	0.0218206	0.00663296	0.182529	0.0310138	0.00464883	0.0243935	0.0605135	0.00959581	0.013667	0.0348633	0.0441702	0.254247	0.041125	0.0279329	0.109971	0.0585409	1.25827
26620	-207.085	-221.5958	14.51084	0.267477	0.0887684	0.0180316	0.126322	0.00146814	0.00725912	0.020365	0.00755092	0.0132851	0.0203132	0.0466657	0.0323071	0.242895	0.0650316	0.0146531	0.113712	0.0549069	1.345762
26630	-219.333	-234.2341	14.90109	0.14954	0.0251345	0.0322607	0.071074	0.0152465	0.0340252	0.0847633	0.0326148	0.0042373	0.00819801	0.0243034	0.0119337	0.155862	0.232196	0.00254718	0.259501	0.00587869	0.8582629
26640	-204.9417	-220.9172	15.97555	0.184902	0.0551352	0.00317281	0.127139	0.0279759	0.0212593	0.02494	0.0292986	0.0228225	0.0266069	0.00259733	0.0359633	0.16722	0.111345	0.114387	0.0637259	0.00150332	1.075181
26650	-210.7649	-224.7556	13.99073	0.213954	0.036343	0.00175964	0.0788916	0.0130136	0.039685	0.0143341	0.0194878	0.0672718	0.00308134	0.00477242	0.0810964	0.214095	0.0566755	0.178852	0.0482692	0.0510121	2.227419
26660	-202.8466	-219.6109	16.7643	0.215609	0.0271896	0.00367823	0.14946	0.0157395	0.0197675	0.0318061	0.025324	0.0484586	0.00956047	0.0369341	0.0578004	0.140992	0.0423522	0.0721333	0.00180666	0.0136669	1.383501
26670	-209.0349	-223.7733	14.73848	0.118171	0.0155658	0.0143406	0.114309	0.00833519	0.0445335	0.0468417	0.0158845	0.0759299	0.00567048	0.0396955	0.115126	0.264119	0.110406	0.117291	0.0279173	0.0172562	0.9974787
26680	-205.1589	-219.0298	13.87089	0.258659	0.0388662	0.000197829	0.168434	0.0153076	0.00394369	0.00126154	0.028202	0.0372911	0.00808096	0.0393107	0.0277911	0.284376	0.017411	0.169064	0.0484483	0.07673	1.148325
26690	-213.9001	-224.9871	11.08704	0.29749	0.0248019	0.0305137	0.228266	0.0218546	0.0177827	0.0419885	0.008777	0.0495459	0.025587	0.0241287	0.00346953	0.179754	0.0934474	0.151247	0.0407758	0.161697	2.397709
26700	-207.5158	-224.4194	16.90359	0.134152	0.000465157	0.0150626	0.14615	0.0125299	0.0416386	0.00993951	0.0382017	0.0556635	0.0156218	0.0533403	0.0161215	0.0845861	0.0815977	0.0789819	0.0767915	0.0765053	0.9728926
26710	-201.1674	-219.533	18.3655	0.177889	0.00587082	0.00139268	0.0710839	0.0305115	0.0136011	0.0345234	0.0177768	0.031181	0.000224117	0.0131716	0.0213606	0.111471	0.00744575	0.104577	0.0778933	0.0276698	1.434444
26720	-211.4837	-225.5755	14.09179	0.348238	0.0169664	0.00191402	0.155144	0.0327162	0.00426634	0.0536291	0.0158585	0.0474362	0.0236316	0.0271366	0.0458122	0.133188	0.0253299	0.0589465	0.0525236	0.0121616	3.123833
26730	-208.8268	-221.4318	12.60497	0.405883	0.0166991	0.0114627	0.142398	0.029452	0.0412853	0.00438548	0.0252349	0.0583002	0.00608598	0.000496306	0.0968462	0.13932	0.0343682	0.215753	0.0947863	0.00570881	1.380648
26740	-204.9428	-219.5633	14.62049	0.252168	0.0752177	0.023501	0.10281	0.000543766	0.0242034	0.0221807	0.0327299	0.0614937	0.000191014	0.00363813	0.099417	0.154117	0.0211783	0.13789	0.0939986	0.011075	1.500968
26750	-222.3087	-233.9715	11.66281	0.184916	0.0963655	0.0442684	0.179537	0.0510427	0.00308826	0.00403355	0.0664209	0.0391088	0.0444123	0.0764717	0.128323	0.164353	0.0437118	0.166376	0.0576862	0.0180048	2.051811
26760	-207.0758	-222.9772	15.90139	0.164575	0.00527133	0.000150318	0.133557	0.0235727	0.00711072	0.00821246	0.0149653	0.0121463	0.0308291	0.0378035	0.00196995	0.229342	0.0209802	0.105163	0.164002	0.0223526	1.574336
26770	-199.3647	-217.8799	18.51518	0.148354	0.00830834	0.00478457	0.131951	6.64683e-05	0.0312363	0.00788959	0.0311142	0.0258068	0.00555905	0.0895298	0.0153724	0.0793757	0.0137699	0.113718	0.0839264	0.00550356	0.7782125
26780	-208.0334	-222.5787	14.5453	0.157731	0.0376753	0.000621318	0.119775	0.0377327	0.0600139	0.0119803	0.0192497	0.0434334	0.0339797	0.0384649	0.00740778	0.244871	0.0151713	0.253887	0.0778127	0.00225252	1.084973
26790	-209.0973	-224.431	15.33362	0.225509	0.0087544	0.000641832	0.0896654	0.0019358	0.00647608	0.156325	0.00518541	0.103676	0.00342663	0.0192225	0.0561224	0.223806	0.00598774	0.0729655	0.0454004	0.00398814	1.691098
